Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 2 à 5 mois,8,3,151,330,214,47,45,10,47,81,291,507,498,798,30.140350877,3.5350877193
Durée cumulative,De 6 à 11 mois,14,9,287,529,352,60,84,25,95,157,552,783,827,1335,29.713857678,8.5617977528
Durée cumulative,De 12 à 23 mois,35,21,577,1199,907,130,192,15,303,303,1218,1843,1699,3061,33.006533812,17.452139824
Durée cumulative,De 24 à 47 mois,62,59,1251,2423,1814,266,353,15,217,703,2489,3739,3069,1379,33.685131663,35.738118176
Durée cumulative,De 48 à 119 mois,198,163,3607,8540,6816,876,1001,54,64,3037,8804,12397,3601,3132,38.808641102,84.01212207
Durée cumulative,120 mois et plus,1065,560,18660,42372,32069,2502,4348,26,0,7476,48386,53190,0,6409,51.611167992,297.83430141
Types de diagnostics,Visuel,1384,0,0,0,0,0,0,6,26,194,590,794,70,166,49.200867052,248.47254335
Types de diagnostics,Auditif et de la parole,0,815,0,0,0,0,0,1,18,90,431,384,71,129,47.12392638,225.5803681
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24557,0,0,0,0,2,58,993,11375,13182,3489,2290,41.841430142,265.58736816
Types de diagnostics,Santé mentale,0,0,0,55453,0,0,0,28,65,4743,24004,31449,4186,6300,47.361387121,237.8088291
Types de diagnostics,Physique,0,0,0,0,42217,0,0,85,342,4281,20448,21769,1768,5118,51.323376839,235.61532084
Types de diagnostics,Autres,0,0,0,0,0,3893,0,6,4,336,1761,2132,103,1181,53.492679168,209.90213203
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,6028,17,217,1141,3182,2846,99,1078,51.281519575,219.51857996
Région,01 - Bas-Saint-Laurent,31,17,869,1663,1388,84,260,0,0,23,2016,2296,216,455,50.081400742,267.2351577
Région,02 - Saguenay - Lac-St-Jean,41,25,1023,1808,1723,82,270,0,1,28,2412,2560,299,496,48.252815768,265.64360418
Région,03 - Capitale-Nationale,114,59,1520,4626,2723,223,313,0,33,290,4284,5294,589,1051,48.861140113,254.60012529
Région,04 - Mauricie,60,34,1065,2606,1941,109,295,0,5,83,2895,3215,363,542,48.98314239,263.25204583
Région,05 - Estrie,59,37,1205,2673,1930,135,314,0,25,261,2925,3428,446,668,48.036675586,242.88965843
Région,06 - Île-de-Montréal,387,257,4018,15277,10786,617,1530,131,360,7871,14750,18122,2130,4101,48.593727184,226.07136773
Région,07 - Outaouais,61,39,1110,2370,1999,183,322,1,33,280,2860,3224,400,675,47.674063116,229.28353057
Région,08 - Abitibi-Témiscamingue,29,15,536,816,825,61,128,0,0,11,1130,1280,156,276,48.983817427,260.00912863
Région,09 - Côte-Nord,15,10,264,417,446,28,56,0,0,9,574,662,89,132,48.394822006,264.14644013
Région,10 - Nord-du-Québec,8,1,48,135,134,13,13,0,0,1,139,213,46,72,42.130681818,179.63636364
Région,11 - Gaspésie - Îles-de-la-Madeleine,30,16,471,775,857,59,182,0,0,9,1119,1271,126,220,49.747698745,273.16066946
Région,12 - Chaudières-Appalaches,45,24,1248,2093,1718,139,217,0,1,53,2559,2925,380,628,47.998541211,243.70040117
Région,13 - Laval,48,36,908,1789,1513,93,255,1,207,885,2209,2433,520,745,46.285006463,196.49676863
Région,14 - Lanaudière,68,37,1288,2414,2273,188,308,0,6,170,3142,3434,688,719,46.234945255,227.13594891
Région,15 - Laurentides,55,40,1463,3204,2634,206,400,0,8,192,3752,4250,728,912,46.882529368,226.30492377
Région,16 - Montérégie,242,131,3831,8147,6816,377,913,1,38,1088,9747,10710,1916,2485,46.507210246,224.65351713
Région,17 - Centre-du-Québec,58,28,781,1659,1438,136,214,0,3,81,2025,2289,281,391,48.336810385,244.48725081
Région,99 - Central,33,9,2909,2981,1073,1160,38,11,10,443,3253,4950,413,1694,48.749116177,312.32390589
