secteur,valeur,date,heure
"Nord",29,"2022-02-10",13
"Ouest",25,"2022-02-10",13
"Centre-ville",25,"2022-02-10",12
"Est",32,"2022-02-10",12
"Nord",32,"2022-02-10",12
"Ouest",25,"2022-02-10",12
"Centre-ville",30,"2022-02-10",11
"Est",38,"2022-02-10",11
"Nord",32,"2022-02-10",11
"Ouest",23,"2022-02-10",11
"Centre-ville",32,"2022-02-10",10
"Est",37,"2022-02-10",10
"Nord",34,"2022-02-10",10
"Ouest",17,"2022-02-10",10
"Centre-ville",31,"2022-02-10",9
"Est",33,"2022-02-10",9
"Nord",30,"2022-02-10",9
"Ouest",17,"2022-02-10",9
"Centre-ville",27,"2022-02-10",8
"Est",26,"2022-02-10",8
"Nord",25,"2022-02-10",8
"Ouest",21,"2022-02-10",8
"Centre-ville",22,"2022-02-10",7
"Est",21,"2022-02-10",7
"Nord",21,"2022-02-10",7
"Ouest",24,"2022-02-10",7
"Centre-ville",20,"2022-02-10",6
"Est",19,"2022-02-10",6
"Nord",20,"2022-02-10",6
"Ouest",25,"2022-02-10",6
"Centre-ville",19,"2022-02-10",5
"Est",19,"2022-02-10",5
"Nord",19,"2022-02-10",5
"Ouest",27,"2022-02-10",5
"Centre-ville",20,"2022-02-10",4
"Est",20,"2022-02-10",4
"Nord",20,"2022-02-10",4
"Ouest",29,"2022-02-10",4
"Centre-ville",23,"2022-02-10",3
"Est",21,"2022-02-10",3
"Nord",22,"2022-02-10",3
"Ouest",29,"2022-02-10",3
"Centre-ville",27,"2022-02-10",2
"Est",25,"2022-02-10",2
"Nord",24,"2022-02-10",2
"Ouest",30,"2022-02-10",2
"Centre-ville",32,"2022-02-10",1
"Est",27,"2022-02-10",1
"Nord",29,"2022-02-10",1
"Ouest",30,"2022-02-10",1
"Centre-ville",33,"2022-02-10",0
"Est",28,"2022-02-10",0
"Nord",35,"2022-02-10",0
"Ouest",30,"2022-02-10",0
"Centre-ville",35,"2022-02-09",23
"Est",31,"2022-02-09",23
"Nord",38,"2022-02-09",23
"Ouest",28,"2022-02-09",23
"Centre-ville",34,"2022-02-09",22
"Est",29,"2022-02-09",22
"Nord",35,"2022-02-09",22
"Ouest",26,"2022-02-09",22
"Centre-ville",31,"2022-02-09",21
"Est",25,"2022-02-09",21
"Nord",30,"2022-02-09",21
"Ouest",24,"2022-02-09",21
"Centre-ville",26,"2022-02-09",20
"Est",23,"2022-02-09",20
"Nord",24,"2022-02-09",20
"Ouest",21,"2022-02-09",20
"Centre-ville",21,"2022-02-09",19
"Est",24,"2022-02-09",19
"Nord",20,"2022-02-09",19
"Ouest",19,"2022-02-09",19
"Centre-ville",23,"2022-02-09",18
"Est",18,"2022-02-09",18
"Nord",18,"2022-02-09",18
"Ouest",22,"2022-02-09",18
"Centre-ville",24,"2022-02-09",17
"Est",23,"2022-02-09",17
"Nord",22,"2022-02-09",17
"Ouest",23,"2022-02-09",17
"Centre-ville",25,"2022-02-09",16
"Est",24,"2022-02-09",16
"Nord",23,"2022-02-09",16
"Ouest",25,"2022-02-09",16
"Centre-ville",25,"2022-02-09",15
"Est",24,"2022-02-09",15
"Nord",23,"2022-02-09",15
"Ouest",24,"2022-02-09",15
"Centre-ville",24,"2022-02-09",14
"Est",23,"2022-02-09",14
"Nord",22,"2022-02-09",14
"Ouest",23,"2022-02-09",14
"Centre-ville",23,"2022-02-09",13
"Est",22,"2022-02-09",13
"Nord",20,"2022-02-09",13
"Ouest",24,"2022-02-09",13
"Centre-ville",21,"2022-02-09",12
"Est",19,"2022-02-09",12
"Nord",19,"2022-02-09",12
"Ouest",23,"2022-02-09",12
"Centre-ville",18,"2022-02-09",11
"Est",17,"2022-02-09",11
"Nord",17,"2022-02-09",11
"Ouest",22,"2022-02-09",11
"Centre-ville",18,"2022-02-09",10
"Est",14,"2022-02-09",10
"Nord",18,"2022-02-09",10
"Ouest",20,"2022-02-09",10
"Centre-ville",16,"2022-02-09",9
"Est",12,"2022-02-09",9
"Nord",13,"2022-02-09",9
"Ouest",19,"2022-02-09",9
"Centre-ville",18,"2022-02-09",8
"Est",10,"2022-02-09",8
"Nord",11,"2022-02-09",8
"Ouest",8,"2022-02-09",8
"Centre-ville",11,"2022-02-09",7
"Est",13,"2022-02-09",7
"Nord",13,"2022-02-09",7
"Ouest",12,"2022-02-09",7
"Centre-ville",14,"2022-02-09",6
"Est",15,"2022-02-09",6
"Nord",15,"2022-02-09",6
"Ouest",16,"2022-02-09",6
"Centre-ville",16,"2022-02-09",5
"Est",19,"2022-02-09",5
"Nord",15,"2022-02-09",5
"Ouest",18,"2022-02-09",5
"Centre-ville",17,"2022-02-09",4
"Est",22,"2022-02-09",4
"Nord",18,"2022-02-09",4
"Ouest",19,"2022-02-09",4
"Centre-ville",20,"2022-02-09",3
"Est",26,"2022-02-09",3
"Nord",19,"2022-02-09",3
"Ouest",18,"2022-02-09",3
"Centre-ville",23,"2022-02-09",2
"Est",34,"2022-02-09",2
"Nord",23,"2022-02-09",2
"Ouest",20,"2022-02-09",2
"Centre-ville",31,"2022-02-09",1
"Est",43,"2022-02-09",1
"Nord",33,"2022-02-09",1
"Ouest",22,"2022-02-09",1
"Centre-ville",41,"2022-02-09",0
"Est",51,"2022-02-09",0
"Nord",43,"2022-02-09",0
"Ouest",30,"2022-02-09",0
"Centre-ville",49,"2022-02-08",23
"Est",54,"2022-02-08",23
"Nord",49,"2022-02-08",23
"Ouest",40,"2022-02-08",23
"Centre-ville",50,"2022-02-08",22
"Est",51,"2022-02-08",22
"Nord",49,"2022-02-08",22
"Ouest",45,"2022-02-08",22
"Centre-ville",46,"2022-02-08",21
"Est",46,"2022-02-08",21
"Nord",45,"2022-02-08",21
"Ouest",45,"2022-02-08",21
"Centre-ville",40,"2022-02-08",20
"Est",43,"2022-02-08",20
"Nord",40,"2022-02-08",20
"Ouest",42,"2022-02-08",20
"Centre-ville",36,"2022-02-08",19
"Est",41,"2022-02-08",19
"Nord",38,"2022-02-08",19
"Ouest",38,"2022-02-08",19
"Centre-ville",35,"2022-02-08",18
"Est",36,"2022-02-08",18
"Nord",39,"2022-02-08",18
"Ouest",35,"2022-02-08",18
"Centre-ville",34,"2022-02-08",17
"Est",29,"2022-02-08",17
"Nord",38,"2022-02-08",17
"Ouest",35,"2022-02-08",17
"Centre-ville",34,"2022-02-08",16
"Est",24,"2022-02-08",16
"Nord",36,"2022-02-08",16
"Ouest",40,"2022-02-08",16
"Centre-ville",34,"2022-02-08",15
"Est",22,"2022-02-08",15
"Nord",32,"2022-02-08",15
"Ouest",41,"2022-02-08",15
"Centre-ville",34,"2022-02-08",14
"Est",20,"2022-02-08",14
"Nord",31,"2022-02-08",14
"Ouest",43,"2022-02-08",14
"Centre-ville",33,"2022-02-08",13
"Est",20,"2022-02-08",13
"Nord",30,"2022-02-08",13
"Ouest",35,"2022-02-08",13
"Centre-ville",31,"2022-02-08",12
"Est",19,"2022-02-08",12
"Nord",29,"2022-02-08",12
"Ouest",26,"2022-02-08",12
"Centre-ville",29,"2022-02-08",11
"Est",20,"2022-02-08",11
"Nord",29,"2022-02-08",11
"Ouest",26,"2022-02-08",11
"Centre-ville",28,"2022-02-08",10
"Est",20,"2022-02-08",10
"Nord",30,"2022-02-08",10
"Ouest",23,"2022-02-08",10
"Centre-ville",29,"2022-02-08",9
"Est",22,"2022-02-08",9
"Nord",32,"2022-02-08",9
"Ouest",24,"2022-02-08",9
"Centre-ville",30,"2022-02-08",8
"Est",24,"2022-02-08",8
"Nord",33,"2022-02-08",8
"Ouest",25,"2022-02-08",8
"Centre-ville",31,"2022-02-08",7
"Est",26,"2022-02-08",7
"Nord",34,"2022-02-08",7
"Ouest",27,"2022-02-08",7
"Centre-ville",32,"2022-02-08",6
"Est",27,"2022-02-08",6
"Nord",35,"2022-02-08",6
"Ouest",29,"2022-02-08",6
"Centre-ville",33,"2022-02-08",5
"Est",28,"2022-02-08",5
"Nord",36,"2022-02-08",5
"Ouest",30,"2022-02-08",5
"Centre-ville",33,"2022-02-08",4
"Est",29,"2022-02-08",4
"Nord",38,"2022-02-08",4
"Ouest",31,"2022-02-08",4
"Centre-ville",34,"2022-02-08",3
"Est",31,"2022-02-08",3
"Nord",40,"2022-02-08",3
"Ouest",32,"2022-02-08",3
"Centre-ville",33,"2022-02-08",2
"Est",33,"2022-02-08",2
"Nord",41,"2022-02-08",2
"Ouest",33,"2022-02-08",2
"Centre-ville",30,"2022-02-08",1
"Est",36,"2022-02-08",1
"Nord",41,"2022-02-08",1
"Ouest",34,"2022-02-08",1
"Centre-ville",26,"2022-02-08",0
"Est",35,"2022-02-08",0
"Nord",37,"2022-02-08",0
"Ouest",33,"2022-02-08",0
"Centre-ville",23,"2022-02-07",23
"Est",31,"2022-02-07",23
"Nord",32,"2022-02-07",23
"Ouest",33,"2022-02-07",23
"Centre-ville",24,"2022-02-07",22
"Est",30,"2022-02-07",22
"Nord",28,"2022-02-07",22
"Ouest",32,"2022-02-07",22
"Centre-ville",25,"2022-02-07",21
"Est",30,"2022-02-07",21
"Nord",30,"2022-02-07",21
"Ouest",33,"2022-02-07",21
"Centre-ville",25,"2022-02-07",20
"Est",28,"2022-02-07",20
"Nord",35,"2022-02-07",20
"Ouest",33,"2022-02-07",20
"Centre-ville",25,"2022-02-07",19
"Est",29,"2022-02-07",19
"Nord",34,"2022-02-07",19
"Ouest",32,"2022-02-07",19
"Centre-ville",21,"2022-02-07",18
"Est",30,"2022-02-07",18
"Nord",29,"2022-02-07",18
"Ouest",29,"2022-02-07",18
"Centre-ville",19,"2022-02-07",17
"Est",31,"2022-02-07",17
"Nord",27,"2022-02-07",17
"Ouest",24,"2022-02-07",17
"Centre-ville",22,"2022-02-07",16
"Est",30,"2022-02-07",16
"Nord",26,"2022-02-07",16
"Ouest",20,"2022-02-07",16
"Centre-ville",20,"2022-02-07",15
"Est",29,"2022-02-07",15
"Nord",24,"2022-02-07",15
"Ouest",18,"2022-02-07",15
"Centre-ville",20,"2022-02-07",14
"Est",28,"2022-02-07",14
"Nord",24,"2022-02-07",14
"Ouest",20,"2022-02-07",14
"Centre-ville",21,"2022-02-07",13
"Est",27,"2022-02-07",13
"Nord",24,"2022-02-07",13
"Ouest",21,"2022-02-07",13
"Centre-ville",20,"2022-02-07",12
"Est",26,"2022-02-07",12
"Nord",25,"2022-02-07",12
"Ouest",24,"2022-02-07",12
"Centre-ville",21,"2022-02-07",11
"Est",30,"2022-02-07",11
"Nord",25,"2022-02-07",11
"Ouest",28,"2022-02-07",11
"Centre-ville",20,"2022-02-07",10
"Est",33,"2022-02-07",10
"Nord",24,"2022-02-07",10
"Ouest",26,"2022-02-07",10
"Centre-ville",16,"2022-02-07",9
"Est",30,"2022-02-07",9
"Ouest",15,"2023-06-22",23
"Centre-ville",16,"2023-06-22",22
"Est",14,"2023-06-22",22
"Nord",11,"2023-06-22",22
"Ouest",16,"2023-06-22",22
"Centre-ville",18,"2023-06-22",21
"Est",21,"2023-06-22",21
"Nord",19,"2023-06-22",21
"Ouest",19,"2023-06-22",21
"Centre-ville",23,"2023-06-22",20
"Est",26,"2023-06-22",20
"Nord",25,"2023-06-22",20
"Ouest",24,"2023-06-22",20
"Centre-ville",27,"2023-06-22",19
"Est",31,"2023-06-22",19
"Nord",28,"2023-06-22",19
"Ouest",31,"2023-06-22",19
"Centre-ville",32,"2023-06-22",18
"Est",35,"2023-06-22",18
"Nord",33,"2023-06-22",18
"Ouest",33,"2023-06-22",18
"Centre-ville",33,"2023-06-22",17
"Est",35,"2023-06-22",17
"Nord",35,"2023-06-22",17
"Ouest",33,"2023-06-22",17
"Centre-ville",34,"2023-06-22",16
"Est",39,"2023-06-22",16
"Nord",38,"2023-06-22",16
"Ouest",33,"2023-06-22",16
"Centre-ville",34,"2023-06-22",15
"Est",39,"2023-06-22",15
"Nord",39,"2023-06-22",15
"Ouest",33,"2023-06-22",15
"Centre-ville",35,"2023-06-22",14
"Est",38,"2023-06-22",14
"Nord",37,"2023-06-22",14
"Ouest",35,"2023-06-22",14
"Centre-ville",34,"2023-06-22",13
"Est",36,"2023-06-22",13
"Nord",33,"2023-06-22",13
"Ouest",34,"2023-06-22",13
"Centre-ville",30,"2023-06-22",12
"Est",34,"2023-06-22",12
"Nord",32,"2023-06-22",12
"Ouest",32,"2023-06-22",12
"Centre-ville",26,"2023-06-22",11
"Est",28,"2023-06-22",11
"Nord",29,"2023-06-22",11
"Ouest",29,"2023-06-22",11
"Centre-ville",23,"2023-06-22",10
"Est",24,"2023-06-22",10
"Nord",25,"2023-06-22",10
"Ouest",25,"2023-06-22",10
"Centre-ville",17,"2023-06-22",9
"Est",17,"2023-06-22",9
"Nord",28,"2023-06-22",9
"Ouest",22,"2023-06-22",9
"Centre-ville",12,"2023-06-22",8
"Est",15,"2023-06-22",8
"Nord",33,"2023-06-22",8
"Ouest",14,"2023-06-22",8
"Centre-ville",12,"2023-06-22",7
"Est",15,"2023-06-22",7
"Nord",29,"2023-06-22",7
"Ouest",12,"2023-06-22",7
"Centre-ville",12,"2023-06-22",6
"Est",13,"2023-06-22",6
"Nord",21,"2023-06-22",6
"Ouest",11,"2023-06-22",6
"Centre-ville",13,"2023-06-22",5
"Est",12,"2023-06-22",5
"Nord",16,"2023-06-22",5
"Ouest",11,"2023-06-22",5
"Centre-ville",14,"2023-06-22",4
"Est",12,"2023-06-22",4
"Nord",19,"2023-06-22",4
"Ouest",11,"2023-06-22",4
"Centre-ville",15,"2023-06-22",3
"Est",12,"2023-06-22",3
"Nord",19,"2023-06-22",3
"Ouest",11,"2023-06-22",3
"Centre-ville",15,"2023-06-22",2
"Est",13,"2023-06-22",2
"Nord",17,"2023-06-22",2
"Ouest",13,"2023-06-22",2
"Centre-ville",20,"2023-06-22",1
"Est",15,"2023-06-22",1
"Nord",19,"2023-06-22",1
"Ouest",15,"2023-06-22",1
"Centre-ville",20,"2023-06-22",0
"Est",17,"2023-06-22",0
"Nord",24,"2023-06-22",0
"Ouest",16,"2023-06-22",0
"Centre-ville",20,"2023-06-21",23
"Est",27,"2023-06-21",23
"Nord",26,"2023-06-21",23
"Ouest",20,"2023-06-21",23
"Centre-ville",22,"2023-06-21",22
"Est",27,"2023-06-21",22
"Nord",26,"2023-06-21",22
"Ouest",21,"2023-06-21",22
"Centre-ville",27,"2023-06-21",21
"Est",26,"2023-06-21",21
"Nord",25,"2023-06-21",21
"Ouest",25,"2023-06-21",21
"Centre-ville",31,"2023-06-21",20
"Est",30,"2023-06-21",20
"Nord",30,"2023-06-21",20
"Ouest",27,"2023-06-21",20
"Centre-ville",34,"2023-06-21",19
"Est",33,"2023-06-21",19
"Nord",34,"2023-06-21",19
"Ouest",35,"2023-06-21",19
"Centre-ville",34,"2023-06-21",18
"Est",33,"2023-06-21",18
"Nord",34,"2023-06-21",18
"Ouest",37,"2023-06-21",18
"Centre-ville",34,"2023-06-21",17
"Est",32,"2023-06-21",17
"Nord",34,"2023-06-21",17
"Ouest",37,"2023-06-21",17
"Centre-ville",32,"2023-06-21",16
"Est",31,"2023-06-21",16
"Nord",33,"2023-06-21",16
"Ouest",35,"2023-06-21",16
"Centre-ville",31,"2023-06-21",15
"Est",29,"2023-06-21",15
"Centre-ville",14,"2023-06-19",7
"Est",15,"2023-06-19",7
"Nord",13,"2023-06-19",7
"Ouest",14,"2023-06-19",7
"Centre-ville",14,"2023-06-19",6
"Est",15,"2023-06-19",6
"Nord",14,"2023-06-19",6
"Ouest",15,"2023-06-19",6
"Centre-ville",15,"2023-06-19",5
"Est",16,"2023-06-19",5
"Nord",15,"2023-06-19",5
"Ouest",16,"2023-06-19",5
"Centre-ville",16,"2023-06-19",4
"Est",16,"2023-06-19",4
"Nord",17,"2023-06-19",4
"Ouest",17,"2023-06-19",4
"Centre-ville",17,"2023-06-19",3
"Est",16,"2023-06-19",3
"Nord",17,"2023-06-19",3
"Ouest",18,"2023-06-19",3
"Centre-ville",18,"2023-06-19",2
"Est",17,"2023-06-19",2
"Nord",18,"2023-06-19",2
"Ouest",19,"2023-06-19",2
"Centre-ville",18,"2023-06-19",1
"Est",18,"2023-06-19",1
"Nord",17,"2023-06-19",1
"Ouest",17,"2023-06-19",1
"Centre-ville",15,"2023-06-19",0
"Est",18,"2023-06-19",0
"Nord",16,"2023-06-19",0
"Ouest",12,"2023-06-19",0
"Centre-ville",11,"2023-06-18",23
"Est",15,"2023-06-18",23
"Nord",15,"2024-12-18",21
"Ouest",13,"2024-12-18",21
"Centre-ville",12,"2024-12-18",20
"Est",14,"2024-12-18",20
"Nord",14,"2024-12-18",20
"Ouest",13,"2024-12-18",20
"Centre-ville",12,"2024-12-18",19
"Est",13,"2024-12-18",19
"Nord",13,"2024-12-18",19
"Ouest",12,"2024-12-18",19
"Centre-ville",12,"2024-12-18",18
"Est",13,"2024-12-18",18
"Nord",12,"2024-12-18",18
"Ouest",11,"2024-12-18",18
"Centre-ville",12,"2024-12-18",17
"Centre-ville",21,"2024-12-10",21
"Est",22,"2024-12-10",21
"Nord",25,"2024-12-10",21
"Ouest",27,"2024-12-10",21
"Centre-ville",21,"2024-12-10",20
"Est",23,"2024-12-10",20
"Nord",27,"2024-12-10",20
"Ouest",27,"2024-12-10",20
"Centre-ville",20,"2024-12-10",19
"Est",24,"2024-12-10",19
"Nord",27,"2024-12-10",19
"Ouest",26,"2024-12-10",19
"Centre-ville",21,"2024-12-10",18
"Est",24,"2024-12-10",18
"Nord",26,"2024-12-10",18
"Ouest",25,"2024-12-10",18
"Centre-ville",22,"2024-12-10",17
"Est",23,"2024-12-10",17
"Nord",27,"2024-12-10",17
"Ouest",24,"2024-12-10",17
"Centre-ville",23,"2024-12-10",16
"Est",22,"2024-12-10",16
"Nord",26,"2024-12-10",16
"Ouest",24,"2024-12-10",16
"Centre-ville",22,"2024-12-10",15
"Est",21,"2024-12-10",15
"Nord",24,"2024-12-10",15
"Ouest",23,"2024-12-10",15
"Centre-ville",23,"2024-12-10",14
"Est",21,"2024-12-10",14
"Nord",23,"2024-12-10",14
"Ouest",24,"2024-12-10",14
"Centre-ville",21,"2024-12-10",13
"Est",20,"2024-12-10",13
"Nord",22,"2024-12-10",13
"Ouest",23,"2024-12-10",13
"Centre-ville",27,"2024-12-10",12
"Est",17,"2024-12-10",12
"Nord",21,"2024-12-10",12
"Ouest",20,"2024-12-10",12
"Centre-ville",26,"2024-12-10",11
"Est",15,"2024-12-10",11
"Nord",21,"2024-12-10",11
"Ouest",16,"2024-12-10",11
"Centre-ville",23,"2024-12-10",10
"Est",15,"2024-12-10",10
"Nord",22,"2024-12-10",10
"Ouest",14,"2024-12-10",10
"Centre-ville",18,"2024-12-10",9
"Est",15,"2024-12-10",9
"Nord",18,"2024-12-10",9
"Ouest",13,"2024-12-10",9
"Centre-ville",15,"2024-12-10",8
"Est",13,"2024-12-10",8
"Nord",15,"2024-12-10",8
"Ouest",14,"2024-12-10",8
"Centre-ville",13,"2024-12-10",7
"Est",14,"2024-12-10",7
"Nord",12,"2024-12-10",7
"Ouest",14,"2024-12-10",7
"Centre-ville",12,"2024-12-10",6
"Est",15,"2024-12-10",6
"Nord",13,"2024-12-10",6
"Ouest",14,"2024-12-10",6
"Est",12,"2024-12-18",17
"Nord",11,"2024-12-18",17
"Ouest",10,"2024-12-18",17
"Centre-ville",10,"2024-12-18",16
"Centre-ville",15,"2024-12-09",5
"Est",18,"2024-12-09",5
"Nord",14,"2024-12-09",5
"Ouest",16,"2024-12-09",5
"Centre-ville",14,"2024-12-09",4
"Est",17,"2024-12-09",4
"Nord",15,"2024-12-09",4
"Ouest",16,"2024-12-09",4
"Centre-ville",15,"2024-12-09",3
"Est",18,"2024-12-09",3
"Nord",16,"2024-12-09",3
"Ouest",16,"2024-12-09",3
"Centre-ville",14,"2024-12-09",2
"Est",17,"2024-12-09",2
"Nord",15,"2024-12-09",2
"Ouest",16,"2024-12-09",2
"Centre-ville",14,"2024-12-09",1
"Est",17,"2024-12-09",1
"Nord",14,"2024-12-09",1
"Ouest",16,"2024-12-09",1
"Centre-ville",14,"2024-12-09",0
"Est",17,"2024-12-09",0
"Nord",14,"2024-12-09",0
"Ouest",16,"2024-12-09",0
"Centre-ville",14,"2024-12-08",23
"Est",15,"2024-12-08",23
"Nord",14,"2024-12-08",23
"Ouest",16,"2024-12-08",23
"Centre-ville",14,"2024-12-08",22
"Est",15,"2024-12-08",22
"Nord",13,"2024-12-08",22
"Ouest",17,"2024-12-08",22
"Centre-ville",14,"2024-12-08",21
"Est",15,"2024-12-08",21
"Nord",14,"2024-12-08",21
"Ouest",17,"2024-12-08",21
"Centre-ville",14,"2024-12-08",20
"Est",15,"2024-12-08",20
"Nord",14,"2024-12-08",20
"Ouest",16,"2024-12-08",20
"Centre-ville",14,"2024-12-08",19
"Est",15,"2024-12-08",19
"Nord",14,"2024-12-08",19
"Ouest",15,"2024-12-08",19
"Centre-ville",13,"2024-12-08",18
"Est",14,"2024-12-08",18
"Nord",13,"2024-12-08",18
"Ouest",15,"2024-12-08",18
"Centre-ville",13,"2024-12-08",17
"Est",14,"2024-12-08",17
"Nord",13,"2024-12-08",17
"Ouest",15,"2024-12-08",17
"Centre-ville",13,"2024-12-08",16
"Est",13,"2024-12-08",16
"Nord",12,"2024-12-08",16
"Ouest",15,"2024-12-08",16
"Centre-ville",17,"2024-12-08",15
"Est",16,"2024-12-08",15
"Nord",18,"2024-12-08",15
"Ouest",14,"2024-12-08",15
"Centre-ville",21,"2024-12-08",14
"Est",22,"2024-12-08",14
"Nord",24,"2024-12-08",14
"Ouest",15,"2024-12-08",14
"Centre-ville",23,"2024-12-08",13
"Est",24,"2024-12-08",13
"Nord",28,"2024-12-08",13
"Ouest",17,"2024-12-08",13
"Centre-ville",19,"2024-12-08",12
"Est",23,"2024-12-08",12
"Nord",29,"2024-12-08",12
"Ouest",16,"2024-12-08",12
"Centre-ville",16,"2024-12-08",11
"Est",19,"2024-12-08",11
"Nord",26,"2024-12-08",11
"Ouest",15,"2024-12-08",11
"Centre-ville",12,"2024-12-08",10
"Est",15,"2024-12-08",10
"Nord",20,"2024-12-08",10
"Ouest",14,"2024-12-08",10
"Centre-ville",10,"2024-12-08",9
"Est",11,"2024-12-08",9
"Nord",12,"2024-12-08",9
"Ouest",15,"2024-12-08",9
"Centre-ville",12,"2024-12-08",8
"Est",10,"2024-12-08",8
"Nord",11,"2024-12-08",8
"Ouest",15,"2024-12-08",8
"Centre-ville",13,"2024-12-08",7
"Est",12,"2024-12-08",7
"Nord",11,"2024-12-08",7
"Ouest",12,"2024-12-08",7
"Centre-ville",14,"2024-12-08",6
"Est",14,"2024-12-08",6
"Nord",13,"2024-12-08",6
"Ouest",13,"2024-12-08",6
"Centre-ville",14,"2024-12-08",5
"Est",14,"2024-12-08",5
"Nord",13,"2024-12-08",5
"Ouest",14,"2024-12-08",5
"Centre-ville",14,"2024-12-08",4
"Est",15,"2024-12-08",4
"Nord",13,"2024-12-08",4
"Ouest",15,"2024-12-08",4
"Centre-ville",14,"2024-12-08",3
"Est",16,"2024-12-08",3
"Nord",14,"2024-12-08",3
"Ouest",16,"2024-12-08",3
"Centre-ville",14,"2024-12-08",2
"Est",16,"2024-12-08",2
"Nord",15,"2024-12-08",2
"Ouest",17,"2024-12-08",2
"Centre-ville",13,"2024-12-08",1
"Est",17,"2024-12-08",1
"Nord",16,"2024-12-08",1
"Ouest",16,"2024-12-08",1
"Centre-ville",13,"2024-12-08",0
"Est",18,"2024-12-08",0
"Nord",17,"2024-12-08",0
"Ouest",16,"2024-12-08",0
"Centre-ville",15,"2024-12-07",23
"Est",18,"2024-12-07",23
"Nord",15,"2024-12-07",23
"Ouest",16,"2024-12-07",23
"Centre-ville",16,"2024-12-07",22
"Est",19,"2024-12-07",22
"Nord",15,"2024-12-07",22
"Ouest",16,"2024-12-07",22
"Centre-ville",16,"2024-12-07",21
"Est",18,"2024-12-07",21
"Nord",16,"2024-12-07",21
"Ouest",18,"2024-12-07",21
"Centre-ville",15,"2024-12-07",20
"Est",18,"2024-12-07",20
"Nord",16,"2024-12-07",20
"Ouest",18,"2024-12-07",20
"Centre-ville",15,"2024-12-07",19
"Est",15,"2024-12-18",21
"Centre-ville",27,"2023-06-27",12
"Est",28,"2023-06-27",12
"Nord",28,"2023-06-27",12
"Ouest",30,"2023-06-27",12
"Centre-ville",27,"2023-06-27",11
"Est",27,"2023-06-27",11
"Nord",29,"2023-06-27",11
"Ouest",30,"2023-06-27",11
"Centre-ville",28,"2023-06-27",10
"Est",23,"2023-06-27",10
"Nord",26,"2023-06-27",10
"Ouest",31,"2023-06-27",10
"Centre-ville",22,"2023-06-27",9
"Est",16,"2023-06-27",9
"Nord",23,"2023-06-27",9
"Ouest",24,"2023-06-27",9
"Centre-ville",14,"2023-06-27",8
"Est",10,"2023-06-27",8
"Nord",15,"2023-06-27",8
"Ouest",21,"2023-06-27",8
"Centre-ville",14,"2023-06-27",7
"Est",10,"2023-06-27",7
"Nord",14,"2023-06-27",7
"Ouest",17,"2023-06-27",7
"Centre-ville",15,"2023-06-27",6
"Est",13,"2023-06-27",6
"Nord",14,"2023-06-27",6
"Ouest",16,"2023-06-27",6
"Centre-ville",15,"2023-06-27",5
"Est",15,"2023-06-27",5
"Nord",16,"2023-06-27",5
"Ouest",16,"2023-06-27",5
"Centre-ville",16,"2023-06-27",4
"Est",18,"2023-06-27",4
"Nord",16,"2023-06-27",4
"Ouest",19,"2023-06-27",4
"Centre-ville",17,"2023-06-27",3
"Est",17,"2023-06-27",3
"Nord",17,"2023-06-27",3
"Ouest",21,"2023-06-27",3
"Centre-ville",18,"2023-06-27",2
"Est",18,"2023-06-27",2
"Nord",19,"2023-06-27",2
"Ouest",23,"2023-06-27",2
"Centre-ville",19,"2023-06-27",1
"Est",17,"2023-06-27",1
"Nord",19,"2023-06-27",1
"Ouest",22,"2023-06-27",1
"Centre-ville",20,"2023-06-27",0
"Est",15,"2023-06-27",0
"Nord",19,"2023-06-27",0
"Ouest",20,"2023-06-27",0
"Centre-ville",19,"2023-06-26",23
"Est",16,"2023-06-26",23
"Nord",17,"2023-06-26",23
"Ouest",20,"2023-06-26",23
"Centre-ville",20,"2023-06-26",22
"Est",15,"2023-06-26",22
"Nord",19,"2023-06-26",22
"Ouest",21,"2023-06-26",22
"Centre-ville",15,"2023-06-26",21
"Est",10,"2023-06-26",21
"Nord",14,"2023-06-26",21
"Ouest",24,"2023-06-26",21
"Centre-ville",25,"2023-06-26",20
"Est",9,"2023-06-26",20
"Nord",16,"2023-06-26",20
"Ouest",22,"2023-06-26",20
"Centre-ville",21,"2023-06-26",19
"Est",16,"2023-06-26",19
"Nord",20,"2023-06-26",19
"Ouest",21,"2023-06-26",19
"Centre-ville",21,"2023-06-26",18
"Est",19,"2023-06-26",18
"Nord",20,"2023-06-26",18
"Ouest",26,"2023-06-26",18
"Centre-ville",23,"2023-06-26",17
"Est",19,"2023-06-26",17
"Nord",23,"2023-06-26",17
"Ouest",27,"2023-06-26",17
"Centre-ville",26,"2023-06-26",16
"Est",27,"2023-06-26",16
"Nord",22,"2023-06-26",16
"Ouest",28,"2023-06-26",16
"Centre-ville",28,"2023-06-26",15
"Est",31,"2023-06-26",15
"Nord",28,"2023-06-26",15
"Ouest",29,"2023-06-26",15
"Centre-ville",28,"2023-06-26",14
"Est",41,"2023-06-26",14
"Nord",28,"2023-06-26",14
"Ouest",29,"2023-06-26",14
"Centre-ville",35,"2023-06-26",13
"Est",56,"2023-06-26",13
"Nord",40,"2023-06-26",13
"Ouest",29,"2023-06-26",13
"Centre-ville",64,"2023-06-26",12
"Est",79,"2023-06-26",12
"Nord",63,"2023-06-26",12
"Ouest",53,"2023-06-26",12
"Centre-ville",100,"2023-06-26",11
