organisme,type_cr,specialite_regroupement,niveau_classe,categorie,internes,vacants,externes
R̩gie du b̢timent du Qu̩bec,Hors CRTI,Administration g̩n̩rale,St.,Professionnel,1,0,0
R̩gie du b̢timent du Qu̩bec,Hors CRTI,Programmation,St.,Professionnel,1,0,0
R̩gie du b̢timent du Qu̩bec,Hors CRTI,Soutien aux utilisateurs,C.N.,Technicien,1,1,0
R̩gie du b̢timent du Qu̩bec,Hors CRTI,Soutien aux utilisateurs,,Technicien,0,0,1
R̩gie du b̢timent du Qu̩bec,Hors CRTI,Web et m̩dias sociaux,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Administration de donn̩es,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Administration g̩n̩rale,C.N.,Technicien,3,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Administration g̩n̩rale,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Administration g̩n̩rale,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Analyse d'affaires,St.,Professionnel,0,1,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,St.,Professionnel,8,1,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,,Professionnel,0,0,3
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'affaires,Exp.,Professionnel,2,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'affaires,St.,Professionnel,1,1,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'affaires,,Professionnel,0,0,1
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture de donn̩es et d'information,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'infrastructures technologiques,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'int̩gration d'applications,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'int̩gration technologique,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'int̩gration technologique,,Professionnel,0,0,2
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture fonctionnelle,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture organique,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Coordination d'incidents,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Gestion de projet,St.,Professionnel,2,2,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Gestion de projet,,Professionnel,0,0,3
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Information de gestion,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,St.,Professionnel,3,1,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Pilotage,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Programmation,C.N.,Technicien,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Programmation,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Programmation,,Professionnel,0,0,1
Soci̩t̩ d'habitation du Qu̩bec,CRTI,S̩curit̩ de l'information,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien aux utilisateurs,C.N.,Technicien,2,1,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien aux utilisateurs,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien aux utilisateurs,St.,Professionnel,3,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien aux utilisateurs,,Personnel de bureau,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien de projet,Exp.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien de projet,,Professionnel,0,0,1
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Technologie de l'information,,Personnel d'encadrement,3,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,T̩l̩communications,St.,Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,Hors CRTI,Pilotage,C.N.,Technicien,0,1,0
Soci̩t̩ d'habitation du Qu̩bec,Hors CRTI,Pilotage,C.P.,Technicien,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,Hors CRTI,Pilotage,St.,Professionnel,5,0,0
Soci̩t̩ d'habitation du Qu̩bec,Hors CRTI,Web et m̩dias sociaux,C.N.,Technicien,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,Hors CRTI,Web et m̩dias sociaux,St.,Professionnel,1,0,0
Tribunal administratif du logement,CRTI,Architecture de r̩seaux / T̩l̩communications,C.N.,Technicien,0,1,0
Tribunal administratif du logement,CRTI,Architecture de r̩seaux / T̩l̩communications,Exp.,Professionnel,1,0,0
Tribunal administratif du logement,CRTI,Information de gestion,St.,Professionnel,1,0,0
Tribunal administratif du logement,CRTI,Pilotage,St.,Professionnel,1,0,0
Tribunal administratif du logement,CRTI,Programmation,C.N.,Technicien,1,0,0
Tribunal administratif du logement,CRTI,Programmation,Exp.,Professionnel,1,0,0
Tribunal administratif du logement,CRTI,S̩curit̩ de l'information,St.,Professionnel,1,0,0
Tribunal administratif du logement,CRTI,Soutien aux utilisateurs,C.N.,Technicien,3,1,0
Tribunal administratif du logement,CRTI,Technologie de l'information,,Personnel d'encadrement,0,1,0
Commission municipale du Qu̩bec,,,,,0,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Administration g̩n̩rale,St.,Professionnel,1,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Analyse en d̩veloppement de syst̬me,St.,Professionnel,3,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Conseil strat̩gique,Exp.,Professionnel,1,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Conseil strat̩gique,St.,Professionnel,0,1,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,G̩omatique,C.N.,Technicien,9,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,G̩omatique,Exp. C.E.,Professionnel,1,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,G̩omatique,St.,Professionnel,18,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Gestion de projet,St.,Professionnel,5,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,Exp.,Professionnel,1,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Infrastructures technologiques & g̩n̩ral,C.P.,Technicien,1,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Infrastructures technologiques & g̩n̩ral,St.,Professionnel,15,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Pilotage,St.,Professionnel,7,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Programmation,C.N.,Technicien,4,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Programmation,St.,Professionnel,2,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Soutien aux utilisateurs,C.N.,Technicien,25,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Soutien aux utilisateurs,C.P.,Technicien,2,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,Soutien aux utilisateurs,St.,Professionnel,3,0,0
"Minist̬re des For̻ts, de la Faune et des Parcs",Hors CRTI,T̩l̩communications,C.N.,Technicien,1,0,0
Fondation de la Faune du Qu̩bec,CRTI,Administration g̩n̩rale,St.,Professionnel,1,0,0
Fondation de la Faune du Qu̩bec,Hors CRTI,Conseil strat̩gique,,Professionnel,0,0,1
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Analyse d'affaires,St.,Professionnel,8,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'affaires,Exp. C.E.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture de donn̩es et d'information,St.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture de r̩seaux / T̩l̩communications,Exp.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'entreprise,Em.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'entreprise,Em. C.E.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'int̩gration d'applications,Exp.,Professionnel,4,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'int̩gration technologique,Exp. C.E.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'int̩gration technologique,St.,Professionnel,1,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Conseil strat̩gique,Em.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Coordination d'incidents,C.P.,Technicien,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Gestion de projet,Exp.,Professionnel,9,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Gestion de projet,Exp. C.E.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,St.,Professionnel,3,2,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,C.N.,Technicien,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,C.P.,Technicien,4,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,St.,Professionnel,6,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Programmation,Exp. C.E.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Programmation,St.,Professionnel,8,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Secr̩tariat g̩n̩ral,,Personnel de bureau,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,S̩curit̩ de l'information,Em. C.E.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,S̩curit̩ de l'information,Exp.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,S̩curit̩ de l'information,St.,Professionnel,2,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Soutien aux utilisateurs,C.N.,Technicien,6,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Soutien aux utilisateurs,Exp. C.E.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Technologie de l'information,,Personnel d'encadrement,5,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,T̩l̩communications,St.,Professionnel,5,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,G̩omatique,C.N.,Technicien,3,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Intelligence d'affaires,Exp. C.E.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Intelligence d'affaires,St.,Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Pilotage,Exp.,Professionnel,5,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Pilotage,St.,Professionnel,3,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Soutien aux utilisateurs,C.P.,Technicien,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Technologie de l'information,,Personnel d'encadrement,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Web et m̩dias sociaux,St.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Administration de donn̩es,St.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Administration de donn̩es,,Professionnel,0,0,3
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Administration g̩n̩rale,C.N.,Technicien,8,2,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Administration g̩n̩rale,Exp.,Professionnel,0,1,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Administration g̩n̩rale,St.,Professionnel,6,3,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Analyse d'affaires,St.,Professionnel,5,1,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Analyse d'affaires,,Professionnel,0,0,4
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Analyse en d̩veloppement de syst̬me,Exp.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Analyse en d̩veloppement de syst̬me,Exp. C.E.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Analyse en d̩veloppement de syst̬me,St.,Professionnel,14,4,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Analyse en d̩veloppement de syst̬me,,Professionnel,0,0,33
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture d'affaires,Exp.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture d'affaires,,Professionnel,0,0,1
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture de donn̩es et d'information,Exp.,Professionnel,0,1,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture de r̩seaux / T̩l̩communications,Exp.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture de r̩seaux / T̩l̩communications,,Professionnel,0,0,1
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture de s̩curit̩,,Professionnel,0,0,4
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture d'infrastructures technologiques,Exp.,Professionnel,1,1,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture d'infrastructures technologiques,St.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture d'infrastructures technologiques,,Professionnel,0,0,5
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture d'int̩gration d'applications,,Professionnel,0,0,4
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture fonctionnelle,,Professionnel,0,0,2
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Architecture organique,,Professionnel,0,0,2
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Conseil strat̩gique,,Professionnel,0,0,2
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Coordination d'incidents,St.,Professionnel,2,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Formation TI,,Professionnel,0,0,1
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Gestion de projet,St.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Gestion de projet,,Professionnel,0,0,13
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,St.,Professionnel,3,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Infrastructures technologiques & g̩n̩ral,Exp. C.E.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Infrastructures technologiques & g̩n̩ral,St.,Professionnel,11,2,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Infrastructures technologiques & g̩n̩ral,,Professionnel,0,0,8
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Intelligence d'affaires,,Professionnel,0,0,3
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Pilotage,C.N.,Technicien,2,1,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Pilotage,Exp.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Pilotage,St.,Professionnel,8,2,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Programmation,St.,Professionnel,4,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Programmation,,Professionnel,0,0,35
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,S̩curit̩ de l'information,C.N.,Technicien,1,1,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,S̩curit̩ de l'information,Exp.,Professionnel,1,1,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,S̩curit̩ de l'information,Exp. C.E.,Professionnel,0,1,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,S̩curit̩ de l'information,St.,Professionnel,1,5,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,S̩curit̩ de l'information,,Professionnel,0,0,5
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Soutien aux utilisateurs,C.N.,Technicien,4,3,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Soutien aux utilisateurs,Exp.,Professionnel,1,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Soutien aux utilisateurs,St.,Professionnel,2,1,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Soutien aux utilisateurs,,Technicien,0,0,10
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Soutien de projet,,Professionnel,0,0,2
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Soutien de projet,,Technicien,0,0,2
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Technologie de l'information,,Personnel d'encadrement,5,6,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,T̩l̩communications,St.,Professionnel,6,0,0
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,T̩l̩communications,,Professionnel,0,0,4
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",CRTI,Web et m̩dias sociaux,,Professionnel,0,0,4
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",Hors CRTI,Analyse d'affaires,,Professionnel,0,0,7
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",Hors CRTI,Gestion de projet,,Professionnel,0,0,3
"Minist̬re de l'Immigration, de la Francisation et de l'Int̩gration",Hors CRTI,Intelligence d'affaires,,Professionnel,0,0,1
