No_QR,NOM_QR,AnneeDeclaration,NBR_LOGTRAITE,Pct_LogTraite_QR,NOM_ARROND
"22","Dupéré",2022,2,0.00031525851197982345,"Mercier–Hochelaga-Maisonneuve"
"22","Dupéré",2023,1,0.00015762925598991173,"Mercier–Hochelaga-Maisonneuve"
"22","Dupéré",2024,5,0.0007881462799495586,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2011,3,0.00029694150252400277,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2012,68,0.006730674057210729,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2013,86,0.008512323072354746,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2014,70,0.006928635058893398,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2015,71,0.007027615559734733,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2016,90,0.008908245075720083,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2017,38,0.0037612590319707016,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2018,53,0.005245966544590716,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2019,32,0.0031673760269226962,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2020,32,0.0031673760269226962,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2021,7,0.0006928635058893398,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2022,6,0.0005938830050480055,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2023,17,0.0016826685143026823,"Mercier–Hochelaga-Maisonneuve"
"23","Tétreaultville",2024,2,0.00019796100168266851,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2011,22,0.0029948271167982575,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2012,99,0.013476722025592159,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2013,55,0.007487067791995644,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2014,71,0.009665123876939831,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2015,81,0.011026408930029949,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2016,39,0.005309011707051456,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2017,67,0.009120609855703784,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2018,59,0.008031581813231691,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2019,69,0.009392866866321807,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2020,16,0.0021780560849441874,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2021,22,0.0029948271167982575,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2022,5,0.0006806425265450585,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2023,27,0.003675469643343316,"Mercier–Hochelaga-Maisonneuve"
"24","Beaurivage",2024,12,0.0016335420637081405,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2011,5,0.0027808676307007787,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2012,10,0.0055617352614015575,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2013,15,0.008342602892102336,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2014,13,0.007230255839822024,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2015,10,0.0055617352614015575,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2016,40,0.02224694104560623,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2017,80,0.04449388209121246,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2018,4,0.002224694104560623,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2019,2,0.0011123470522803114,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2020,6,0.0033370411568409346,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2021,9,0.005005561735261402,"Mercier–Hochelaga-Maisonneuve"
"25","Guybourg",2023,2,0.0011123470522803114,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2011,37,0.003205128205128205,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2012,109,0.009442134442134442,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2013,134,0.011607761607761608,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2014,131,0.011347886347886348,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2015,147,0.012733887733887735,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2016,92,0.00796950796950797,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2017,79,0.0068433818433818435,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2018,126,0.010914760914760915,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2019,184,0.01593901593901594,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2020,53,0.004591129591129591,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2021,32,0.002772002772002772,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2022,48,0.004158004158004158,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2023,23,0.0019923769923769923,"Mercier–Hochelaga-Maisonneuve"
"26","Longue-Pointe",2024,10,0.0008662508662508662,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2011,92,0.01359137243315113,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2012,168,0.02481902792140641,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2013,320,0.047274338897916976,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2014,187,0.02762594179347023,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2015,197,0.029103264884030138,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2016,242,0.03575121879154971,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2017,118,0.017432412468606884,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2018,195,0.028807800265918157,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2019,218,0.032205643374205936,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2020,87,0.012852710887871177,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2021,48,0.007091150834687547,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2022,71,0.010488993942975328,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2023,56,0.008273009307135471,"Mercier–Hochelaga-Maisonneuve"
"27","Hochelaga",2024,13,0.001920520017727877,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2011,166,0.013642340565417488,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2012,238,0.0195595003287311,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2013,509,0.0418310322156476,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2014,504,0.04142011834319527,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2015,440,0.03616042077580539,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2016,301,0.024737015121630505,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2017,171,0.014053254437869823,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2018,385,0.03164036817882972,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2019,392,0.032215647600262985,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2020,73,0.005999342537804076,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2021,37,0.0030407626561472717,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2022,61,0.0050131492439184746,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2023,84,0.006903353057199211,"Mercier–Hochelaga-Maisonneuve"
"28","Maisonneuve",2024,39,0.003205128205128205,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2011,147,0.014826021180030256,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2012,172,0.01734745335350479,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2013,221,0.022289460413514876,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2014,190,0.019162884518406455,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2015,181,0.018255168935955624,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2016,170,0.01714573877962683,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2017,119,0.012002017145738779,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2018,97,0.00978315683308119,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2019,160,0.016137165910237016,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2020,89,0.008976298537569339,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2021,60,0.006051437216338881,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2022,34,0.0034291477559253657,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2023,43,0.0043368633383761976,"Mercier–Hochelaga-Maisonneuve"
"29","Préfontaine",2024,10,0.0010085728693898135,"Mercier–Hochelaga-Maisonneuve"
"30","Sainte-Marie",2011,282,0.012920370200678091,"Ville-Marie"
"30","Sainte-Marie",2012,344,0.01576101896820306,"Ville-Marie"
"30","Sainte-Marie",2013,834,0.03821130761477137,"Ville-Marie"
"30","Sainte-Marie",2014,515,0.02359571153669935,"Ville-Marie"
"30","Sainte-Marie",2015,589,0.026986163291487217,"Ville-Marie"
"30","Sainte-Marie",2016,825,0.0377989553743242,"Ville-Marie"
"30","Sainte-Marie",2017,469,0.021488133418858243,"Ville-Marie"
"30","Sainte-Marie",2018,473,0.02167140108127921,"Ville-Marie"
"30","Sainte-Marie",2019,781,0.03578301108769358,"Ville-Marie"
"30","Sainte-Marie",2020,202,0.009255016952258773,"Ville-Marie"
"30","Sainte-Marie",2021,168,0.007697241821680564,"Ville-Marie"
"30","Sainte-Marie",2022,88,0.004031888573261248,"Ville-Marie"
"30","Sainte-Marie",2023,125,0.005727114450655182,"Ville-Marie"
"30","Sainte-Marie",2024,39,0.0017868597086044167,"Ville-Marie"
"31","Lorimier",2011,160,0.013464613313136413,"Le Plateau-Mont-Royal"
"31","Lorimier",2012,177,0.014895228477657157,"Le Plateau-Mont-Royal"
"31","Lorimier",2013,271,0.0228056887991248,"Le Plateau-Mont-Royal"
"31","Lorimier",2014,297,0.024993688462509468,"Le Plateau-Mont-Royal"
"31","Lorimier",2015,244,0.020533535302533032,"Le Plateau-Mont-Royal"
"31","Lorimier",2016,309,0.0260035344609947,"Le Plateau-Mont-Royal"
"31","Lorimier",2017,452,0.03803753260961037,"Le Plateau-Mont-Royal"
"31","Lorimier",2018,371,0.031221072119835058,"Le Plateau-Mont-Royal"
"31","Lorimier",2019,234,0.019691996970462006,"Le Plateau-Mont-Royal"
"31","Lorimier",2020,56,0.004712614659597745,"Le Plateau-Mont-Royal"
"31","Lorimier",2021,55,0.004628460826390642,"Le Plateau-Mont-Royal"
"31","Lorimier",2022,17,0.001430615164520744,"Le Plateau-Mont-Royal"
"31","Lorimier",2023,48,0.004039383993940924,"Le Plateau-Mont-Royal"
"31","Lorimier",2024,23,0.0019355381637633595,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2011,87,0.008816376165383057,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2012,136,0.013781921361978111,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2013,283,0.028678556951763277,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2014,385,0.03901499797324686,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2015,221,0.02239562221321443,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2016,236,0.023915687069314958,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2017,203,0.020571544385893797,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2018,192,0.019456830158086746,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2019,140,0.014187271990271585,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2020,42,0.004256181597081476,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2021,47,0.004762869882448318,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2022,40,0.004053506282934738,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2023,24,0.0024321037697608433,"Le Plateau-Mont-Royal"
"32","Parc-Lafontaine",2024,10,0.0010133765707336846,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2011,67,0.0059313031161473085,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2012,172,0.015226628895184136,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2013,280,0.024787535410764873,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2014,165,0.014606940509915014,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2015,240,0.021246458923512748,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2016,277,0.024521954674220962,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2017,248,0.021954674220963172,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2018,244,0.02160056657223796,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2019,110,0.009737960339943343,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2020,58,0.005134560906515581,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2021,58,0.005134560906515581,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2022,62,0.005488668555240793,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2023,82,0.007259206798866855,"Le Plateau-Mont-Royal"
"33","Parc-Laurier",2024,15,0.0013279036827195468,"Le Plateau-Mont-Royal"
"34","Mile End",2011,62,0.004373897707231041,"Le Plateau-Mont-Royal"
"34","Mile End",2012,127,0.008959435626102293,"Le Plateau-Mont-Royal"
"34","Mile End",2013,184,0.012980599647266314,"Le Plateau-Mont-Royal"
"34","Mile End",2014,137,0.009664902998236332,"Le Plateau-Mont-Royal"
"34","Mile End",2015,462,0.03259259259259259,"Le Plateau-Mont-Royal"
"34","Mile End",2016,99,0.006984126984126984,"Le Plateau-Mont-Royal"
"34","Mile End",2017,70,0.0049382716049382715,"Le Plateau-Mont-Royal"
"34","Mile End",2018,167,0.011781305114638449,"Le Plateau-Mont-Royal"
"34","Mile End",2019,170,0.01199294532627866,"Le Plateau-Mont-Royal"
"34","Mile End",2020,23,0.0016225749559082893,"Le Plateau-Mont-Royal"
"34","Mile End",2021,25,0.001763668430335097,"Le Plateau-Mont-Royal"
"34","Mile End",2022,31,0.0021869488536155205,"Le Plateau-Mont-Royal"
"34","Mile End",2023,34,0.002398589065255732,"Le Plateau-Mont-Royal"
"34","Mile End",2024,60,0.004232804232804233,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2011,34,0.003648851684910925,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2012,61,0.006546469199399013,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2013,175,0.01878085426057094,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2014,196,0.02103455677183945,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2015,117,0.012556342562781713,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2016,123,0.013200257566001287,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2017,54,0.005795235028976175,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2018,156,0.01674179008370895,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2019,55,0.005902554196179437,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2020,35,0.0037561708521141875,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2021,43,0.0046147241897402875,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2022,24,0.0025756600128783,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2023,15,0.0016097875080489374,"Le Plateau-Mont-Royal"
"35","Saint-Louis",2024,0,0,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2011,39,0.004049003322259136,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2012,70,0.007267441860465116,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2013,173,0.0179609634551495,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2014,87,0.009032392026578073,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2015,139,0.014431063122923589,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2016,138,0.014327242524916944,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2017,83,0.008617109634551494,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2018,67,0.006955980066445182,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2019,55,0.005710132890365449,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2020,25,0.002595514950166113,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2021,13,0.0013496677740863787,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2022,8,0.0008305647840531562,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2023,14,0.0014534883720930232,"Le Plateau-Mont-Royal"
"36","Milton-Parc",2024,8,0.0008305647840531562,"Le Plateau-Mont-Royal"
"37","Vieux-Montréal",2011,23,0.0018579852976815575,"Ville-Marie"
"37","Vieux-Montréal",2012,25,0.0020195492366103887,"Ville-Marie"
"37","Vieux-Montréal",2013,104,0.008401324824299216,"Ville-Marie"
"37","Vieux-Montréal",2014,97,0.007835851038048307,"Ville-Marie"
"37","Vieux-Montréal",2015,92,0.00743194119072623,"Ville-Marie"
"37","Vieux-Montréal",2016,71,0.005735519831973504,"Ville-Marie"
"37","Vieux-Montréal",2017,45,0.0036351886258986993,"Ville-Marie"
"37","Vieux-Montréal",2018,35,0.0028273689312545438,"Ville-Marie"
"37","Vieux-Montréal",2019,5,0.0004039098473220777,"Ville-Marie"
"37","Vieux-Montréal",2021,1,8.078196946441554e-05,"Ville-Marie"
"37","Vieux-Montréal",2022,2,0.00016156393892883107,"Ville-Marie"
"37","Vieux-Montréal",2023,3,0.00024234590839324662,"Ville-Marie"
"37","Vieux-Montréal",2024,7,0.0005654737862509088,"Ville-Marie"
"38","René-Lévesque",2011,97,0.003835811452072129,"Ville-Marie"
"38","René-Lévesque",2012,156,0.006168933881683012,"Ville-Marie"
"38","René-Lévesque",2013,1151,0.045515659601391964,"Ville-Marie"
"38","René-Lévesque",2014,381,0.01506643467257197,"Ville-Marie"
"38","René-Lévesque",2015,298,0.011784245491932932,"Ville-Marie"
"38","René-Lévesque",2016,241,0.009530211958241063,"Ville-Marie"
"38","René-Lévesque",2017,126,0.004982600442897817,"Ville-Marie"
"38","René-Lévesque",2018,145,0.005733944954128441,"Ville-Marie"
"38","René-Lévesque",2019,210,0.008304334071496363,"Ville-Marie"
"38","René-Lévesque",2020,60,0.002372666877570389,"Ville-Marie"
"38","René-Lévesque",2021,28,0.0011072445428661815,"Ville-Marie"
"38","René-Lévesque",2022,11,0.0004349889275545713,"Ville-Marie"
"38","René-Lévesque",2023,53,0.0020958557418538437,"Ville-Marie"
"38","René-Lévesque",2024,13,0.0005140778234735843,"Ville-Marie"
"39","Montagne",2011,64,0.002827854365500177,"Ville-Marie"
"39","Montagne",2012,278,0.012283492400141392,"Ville-Marie"
"39","Montagne",2013,235,0.01038352774832096,"Ville-Marie"
"39","Montagne",2014,311,0.013741604807352422,"Ville-Marie"
"39","Montagne",2015,456,0.02014846235418876,"Ville-Marie"
"39","Montagne",2016,151,0.006671968893601979,"Ville-Marie"
"39","Montagne",2017,103,0.004551078119476847,"Ville-Marie"
"39","Montagne",2018,502,0.02218098267939201,"Ville-Marie"
"39","Montagne",2019,132,0.005832449628844115,"Ville-Marie"
"39","Montagne",2020,29,0.0012813715093672677,"Ville-Marie"
"39","Montagne",2021,130,0.005744079179922234,"Ville-Marie"
"39","Montagne",2022,16,0.0007069635913750442,"Ville-Marie"
"39","Montagne",2023,50,0.0022092612230470133,"Ville-Marie"
"39","Montagne",2024,14,0.0006185931424531637,"Ville-Marie"
"40","Snowdon",2011,50,0.004400246413799173,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2012,93,0.008184458329666461,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2013,59,0.005192290768283024,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2014,68,0.005984335122766875,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2015,63,0.005544310481386957,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2016,53,0.004664261198627123,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2017,75,0.006600369620698759,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2018,85,0.0074804189034585935,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2019,33,0.002904162633107454,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2020,13,0.001144064067587785,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2021,30,0.0026401478482795037,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2022,13,0.001144064067587785,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2023,7,0.0006160344979318842,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"40","Snowdon",2024,2,0.00017600985655196692,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2011,57,0.004541108986615679,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2012,70,0.005576800509878904,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2013,87,0.006931166347992352,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2014,118,0.00940089228808158,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2015,106,0.008444869343530911,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2016,120,0.009560229445506692,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2017,132,0.010516252390057362,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2018,75,0.0059751434034416824,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2019,68,0.005417463352453792,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2020,23,0.0018323773103887827,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2021,25,0.0019917144678138943,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2022,15,0.0011950286806883365,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2023,16,0.0012746972594008922,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"41","Édouard-Montpetit",2024,15,0.0011950286806883365,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2011,59,0.004266705235753543,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2012,125,0.009039629736765982,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2013,190,0.013740237199884292,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2014,278,0.020104136534567545,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2015,363,0.02625108475556841,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2016,410,0.02964998553659242,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2017,200,0.014463407578825572,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2018,139,0.010052068267283772,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2019,44,0.003181949667341626,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2020,17,0.0012293896442001735,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2021,75,0.005423777842059589,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2022,50,0.003615851894706393,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2023,48,0.0034712178189181373,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"42","Parc-Kent",2024,28,0.00202487706103558,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2011,49,0.003289473684210526,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2012,63,0.0042293233082706765,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2013,50,0.0033566058002148227,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2014,255,0.017118689581095595,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2015,154,0.010338345864661654,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2016,221,0.014836197636949516,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2017,159,0.010674006444683136,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2018,55,0.003692266380236305,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2019,114,0.007653061224489796,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2020,12,0.0008055853920515575,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2021,16,0.0010741138560687433,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2022,14,0.0009398496240601503,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2023,20,0.0013426423200859291,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"43","Savane",2024,27,0.0018125671321160043,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2011,69,0.005662700041034059,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2012,47,0.003857201477226098,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2013,279,0.02289700451374641,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2014,188,0.015428805908904391,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2015,216,0.017726713171932706,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2016,393,0.032252769798933115,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2017,243,0.019942552318424293,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2018,159,0.013048830529339351,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2019,154,0.012638489946655724,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2020,64,0.005252359458350431,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2021,78,0.006401313089864588,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2022,114,0.009355765285186704,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2023,25,0.002051702913418137,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"44","Upper Lachine",2024,33,0.002708247845711941,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"45","Loyola",2011,34,0.002644268159900451,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"45","Loyola",2012,49,0.0038108570539741797,"Côte-des-Neiges–Notre-Dame-de-Grâce"
"45","Loyola",2013,108,0.008399440037330844,"Côte-des-Neiges–Notre-Dame-de-Grâce"
