Type;AnneeSource;Nom;FGDB;SHP
Extraction automatique RNCan;2014;Autobuilding_QC_2014_600014-35-PAPINEAU-NORD_MTM08;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Autobuilding_QC_2014_600014-35-PAPINEAU-NORD_MTM08_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Autobuilding_QC_2014_600014-35-PAPINEAU-NORD_MTM08_shp.zip
Extraction automatique RNCan;2014;Autobuilding_QC_2014_600014-31_MTM09;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Autobuilding_QC_2014_600014-31_MTM09_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Autobuilding_QC_2014_600014-31_MTM09_shp.zip
Extraction automatique RNCan;2011;Autobuilding_QC_2011_VAL-DES-BOIS_MTM09;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Autobuilding_QC_2011_VAL-DES-BOIS_MTM09_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Autobuilding_QC_2011_VAL-DES-BOIS_MTM09_fgdb.zip
Extraction automatique RNCan;2009;Autobuilding_QC_2009_LIEVRE_MTM09;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Autobuilding_QC_2009_LIEVRE_MTM09_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Autobuilding_QC_2009_LIEVRE_MTM09_shp.zip
Extraction automatique RNCan;2009;Autobuilding_QC_2009_701-09-PONTIAC_MTM09;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Autobuilding_QC_2009_701-09-PONTIAC_MTM09_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Autobuilding_QC_2009_701-09-PONTIAC_MTM09_shp.zip
Extraction automatique RNCan;2015;Autobuilding_QC_2015_600014-46_MTM09;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Autobuilding_QC_2015_600014-46_MTM09_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Autobuilding_QC_2015_600014-46_MTM09_shp.zip
Extraction automatique RNCan;2018;St-Laurent 2018 - 600018-26;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Autobuilding_QC_Fleuve_St_Laurent_2018_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Autobuilding_QC_Fleuve_St_Laurent_2018_shp.zip
Extraction automatique RNCan;2016;Lidar Risques naturels MTQ 2016 - 600016-17;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Risques_Naturels_MTQ_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Risques_Naturels_MTQ_shp.zip
Extraction automatique RNCan;2017;Lidar MRC Memphrémagog;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/MRC_Memphremagog_2017_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/MRC_Memphremagog_2017_shp.zip
Extraction automatique RNCan;2018;Lidar DIF Grand Montréal - 600018-22;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/DIF_GrandMtl_2018_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/DIF_GrandMtl_2018_shp.zip
Extraction automatique RNCan;2017;LLLME - 600017-31;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/LLLME_2017_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/LLLME_2017_shp.zip
Extraction automatique RNCan;2014;Pontiac 2014;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Autobuilding_QC_2014_600014-35_PONTIAC_MTM09_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Autobuilding_QC_2014_600014-35_PONTIAC_MTM09_shp.zip
Extraction automatique RNCan;2019;Prevention_risques_sinistres_2019;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Prevention_risques_sinistres_2019_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Prevention_risques_sinistres_2019_shp.zip
Extraction automatique RNCan;2017;600017-31_Partie_NO_batiment;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/600017-31_Partie_NO_batiment_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/600017-31_Partie_NO_batiment_shp.zip
Extraction automatique RNCan;2018;DIF_Grand_Montreal_2018_batiment;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/DIF_Grand_Montreal_2018_batiment_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/DIF_Grand_Montreal_2018_batiment_shp.zip
Extraction automatique RNCan;2011;10-261_Yamaska_2011_batiment;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/10-261_Yamaska_2011_batiment_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/10-261_Yamaska_2011_batiment_shp.zip
Extraction automatique RNCan;2018;Chaudiere_Etchemin_2018_2019_batiment;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/Chaudiere_Etchemin_2018_2019_batiment_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/Chaudiere_Etchemin_2018_2019_batiment_shp.zip
Extraction automatique RNCan;2012;QC_600012-07_Petit_Saguenay_MTM7_2012;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600012-07_Petit_Saguenay_MTM7_2012_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600012-07_Petit_Saguenay_MTM7_2012_shp.zip
Extraction automatique RNCan;2014;QC_600014_36_Matawinie_MTM8_2014_15;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600014_36_Matawinie_MTM8_2014_15_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600014_36_Matawinie_MTM8_2014_15_shp.zip
Extraction automatique RNCan;2015;QC_600015_24_LidarDIF_Cote_Nord_2015_17;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600015_24_LidarDIF_Cote_Nord_2015_17_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600015_24_LidarDIF_Cote_Nord_2015_17_shp.zip
Extraction automatique RNCan;2015;QC_600015-35;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600015-35_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600015-35_shp.zip
Extraction automatique RNCan;2016;QC_600016_18_Lac_Saint_Jean_Nord_2016_2018;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600016_18_Lac_Saint_Jean_Nord_2016_2018_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600016_18_Lac_Saint_Jean_Nord_2016_2018_shp.zip
Extraction automatique RNCan;2017;QC_600017-17_SOR_2017;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600017-17_SOR_2017_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600017-17_SOR_2017_shp.zip
Extraction automatique RNCan;2017;QC_600017-18_SOR_2017;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600017-18_SOR_2017_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600017-18_SOR_2017_shp.zip
Extraction automatique RNCan;2017;QC_600017-41_SOR_2017;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600017-41_SOR_2017_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600017-41_SOR_2017_shp.zip
Extraction automatique RNCan;2019;QC_600018-29_Risques_Naturels_MTQ_2018-2019;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600018-29_Risques_Naturels_MTQ_2018-2019_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600018-29_Risques_Naturels_MTQ_2018-2019_shp.zip
Extraction automatique RNCan;2019;QC_600019_22_SaguenayLacStJean_2019;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600019_22_SaguenayLacStJean_2019_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600019_22_SaguenayLacStJean_2019_shp.zip
Extraction automatique RNCan;2019;QC_600019-54_Prevention_risques_sinistres_2019;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600019-54_Prevention_risques_sinistres_2019_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600019-54_Prevention_risques_sinistres_2019_shp.zip
Extraction automatique RNCan;2020;QC_600020_07_BasStLaurent-Appalaches_2020;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600020_07_BasStLaurent-Appalaches_2020_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600020_07_BasStLaurent-Appalaches_2020_shp.zip
Extraction automatique RNCan;2013;QC_600013-31_BasStLaurent_Charlevoix_2013;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600013-31_BasStLaurent_Charlevoix_2013_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600013-31_BasStLaurent_Charlevoix_2013_shp.zip
Extraction automatique RNCan;2011;QC_10-261_St_Francois_2011;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_10-261_St_Francois_2011_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_10-261_St_Francois_2011_shp.zip
Extraction automatique RNCan;2013;QC_600012-22_LacStJeanOuest_2013;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600012-22_LacStJeanOuest_2013_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600012-22_LacStJeanOuest_2013_shp.zip
Extraction automatique RNCan;2011;QC_600011-05_Mauricie_Portneuf_Deschaillons_2011;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600011-05_Mauricie_Portneuf_Deschaillons_2011_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600011-05_Mauricie_Portneuf_Deschaillons_2011_shp.zip
Extraction automatique RNCan;2012;QC_600011-26_Lotbiniere_Erable_2012;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600011-26_Lotbiniere_Erable_2012_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600011-26_Lotbiniere_Erable_2012_shp.zip
Extraction automatique RNCan;2012;QC_600011-25_Nicolet-Arthabaska_2012;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600011-25_Nicolet-Arthabaska_2012_2013_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600011-25_Nicolet-Arthabaska_2012_2013_shp.zip
Extraction automatique RNCan;2018;QC_600018-22_LidarDIF_GrandMtl_MTM8_2018;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600018-22_LidarDIF_GrandMtl_MTM8_2018_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600018-22_LidarDIF_GrandMtl_MTM8_2018_shp.zip
Extraction automatique RNCan;2015;QC_R02_2015_F07_2301;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_R02_2015_F07_2301_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_R02_2015_F07_2301_shp.zip
Extraction automatique RNCan;2018;QC_600018-18_LidarDIF_Mauricie_2018;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600018-18_LidarDIF_Mauricie_2018_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600018-18_LidarDIF_Mauricie_2018_shp.zip
Extraction automatique RNCan;2019;QC_600019_10_Chaudiere_Appalaches_2019;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600019_10_Chaudiere_Appalaches_2019_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600019_10_Chaudiere_Appalaches_2019_shp.zip
Extraction automatique RNCan;2019;QC_600019_55_ChAppalachesBasStLaurent_MTM7_2019_20;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600019_55_ChAppalachesBasStLaurent_MTM7_2019_20_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600019_55_ChAppalachesBasStLaurent_MTM7_2019_20_shp.zip
Extraction automatique RNCan;2013;QC_600013-10_Charlevoix;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600013-10_Charlevoix_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600013-10_Charlevoix_shp.zip
Extraction automatique RNCan;2013;QC_600013-29_Quebec_CotedeBeaupre;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600013-29_Quebec_CotedeBeaupre_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600013-29_Quebec_CotedeBeaupre_shp.zip
Extraction automatique RNCan;2016;QC_600015-34;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600015-34_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600015-34_shp.zip
Extraction automatique RNCan;2019;QC_600019_47_Riviere_St_Jean_2019;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600019_47_Riviere_St_Jean_2019_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600019_47_Riviere_St_Jean_2019_shp.zip
Extraction automatique RNCan;2020;QC_600020_36_Vaudreuil-Soulanges_MTM8_2020-21;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600020_36_Vaudreuil-Soulanges_MTM8_2020-21_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600020_36_Vaudreuil-Soulanges_MTM8_2020-21_shp.zip
Extraction automatique RNCan;2014;QC_600014_34_Minganie_MTM5_2014;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600014_34_Minganie_MTM5_2014_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600014_34_Minganie_MTM5_2014_shp.zip
Extraction automatique RNCan;2011;QC_600011-06_Chaudiere_Appalaches_2011;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600011-06_Chaudiere_Appalaches_2011_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600011-06_Chaudiere_Appalaches_2011_shp.zip
Extraction automatique RNCan;2021;QC_600021_40_MauriciePortneuf_2021;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600021_40_MauriciePortneuf_2021_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600021_40_MauriciePortneuf_2021_shp.zip
Extraction automatique RNCan;2017;QC_600017_23_LaurentidesLanaudiere_2017;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600017_23_LaurentidesLanaudiere_2017_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600017_23_LaurentidesLanaudiere_2017_shp.zip
Extraction automatique RNCan;2016;QC_600015-33;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/FGDB/QC_600015-33_fgdb.zip;https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Vectoriel/Theme/Local/Batiments/SHP/QC_600015-33_shp.zip
