NOM_BATIMENT,USAGE,ADRESSE,SUPERFICIE,DATE_CREATION,LONGITUDE,LATITUDE 
,Résidentiel et commercial,784 Rue Beaugrand,126.62,2013-01-01,-73.4509596678085,45.75918298796254
,Résidentiel et commercial,786 Rue Beaugrand,157.85,2013-01-01,-73.45077006104887,45.75909288584818
,Résidentiel et commercial,788 Rue Beaugrand,158.93,2013-01-01,-73.45056413525968,45.75900829625993
,Résidentiel et commercial,790 Rue Beaugrand,184.84,2013-01-01,-73.45031332917972,45.758924612155404
,Résidentiel et commercial,792 Rue Beaugrand,164.95,2013-01-01,-73.45003369151972,45.75892263554807
,Résidentiel et commercial,794 Rue Beaugrand,204.51,2013-01-01,-73.44986607858671,45.75900153517099
,Résidentiel et commercial,796 Rue Beaugrand,146.26,2013-01-01,-73.4497023825435,45.75909542832629
,Résidentiel et commercial,800 Rue Beaugrand,152.8,2013-01-01,-73.4494923132598,45.75919231420297
,Résidentiel et commercial,802 Rue Beaugrand,143.84,2013-01-01,-73.44921390145228,45.759293205793405
,Résidentiel et commercial,806 Rue Beaugrand,154.69,2013-01-01,-73.44893501930181,45.75939503311851
,Résidentiel et commercial,810 Rue Beaugrand,143.24,2013-01-01,-73.44865701866357,45.759500603830055
,Résidentiel et commercial,814 Rue Beaugrand,144.96,2013-01-01,-73.44835634688899,45.75961823655552
,Résidentiel et commercial,818 Rue Beaugrand,140.72,2013-01-01,-73.44812137391511,45.75980248782149
,Résidentiel et commercial,822 Rue Beaugrand,140.22,2013-01-01,-73.44795709092675,45.759991152352214
,Résidentiel et commercial,824 Rue Beaugrand,142.31,2013-01-01,-73.44779187055526,45.760185841178334
,Résidentiel et commercial,771 Rue Beaugrand,144.38,2013-01-01,-73.45187581225834,45.75946362325157
,Résidentiel et commercial,773 Rue Beaugrand,157.24,2013-01-01,-73.45175255023014,45.75959513691613
,Résidentiel et commercial,775 Rue Beaugrand,177.18,2013-01-01,-73.45158650831766,45.75973698597345
,Résidentiel et commercial,777 Rue Beaugrand,206.36,2013-01-01,-73.45136311550802,45.759778224346896
,Résidentiel et commercial,779 Rue Beaugrand,214.45,2013-01-01,-73.45111778273906,45.75972870349169
,Résidentiel et commercial,781 Rue Beaugrand,160.96,2013-01-01,-73.45094357802616,45.759624875484135
,Résidentiel et commercial,783 Rue Beaugrand,139.6,2013-01-01,-73.45074895232601,45.759538480252644
,Résidentiel et commercial,785 Rue Beaugrand,132.16,2013-01-01,-73.45058756136653,45.7594737970713
,Résidentiel et commercial,787 Rue Beaugrand,111.58,2013-01-01,-73.45039320177801,45.75938124677263
,Résidentiel et commercial,789 Rue Beaugrand,133.77,2013-01-01,-73.45022142256894,45.759306510623
,Résidentiel et commercial,206 Rue Balzac,145.75,2013-01-01,-73.44978479371613,45.75947027230682
,Résidentiel et commercial,210 Rue Balzac,194.33,2013-01-01,-73.44998226872457,45.75956173350648
,Résidentiel et commercial,214 Rue Balzac,118.19,2013-01-01,-73.45014317477083,45.75965376869127
,Résidentiel et commercial,218 Rue Balzac,150.41,2013-01-01,-73.45032293017276,45.759715444673226
,Résidentiel et commercial,222 Rue Balzac,133.94,2013-01-01,-73.45051553753612,45.759788157842614
,Résidentiel et commercial,226 Rue Balzac,148.18,2013-01-01,-73.45067681850684,45.75987262316449
,Résidentiel et commercial,230 Rue Balzac,151.83,2013-01-01,-73.45084770957912,45.759946606399694
,Résidentiel et commercial,234 Rue Balzac,154.63,2013-01-01,-73.45103428363774,45.76002582634223
,Résidentiel et commercial,238 Rue Balzac,152.83,2013-01-01,-73.45120340358577,45.760099020836954
,Résidentiel et commercial,242 Rue Balzac,160.52,2013-01-01,-73.451371494516,45.760170313328985
,Résidentiel et commercial,780 Rue Beauchemin,159.81,2013-01-01,-73.45166887374357,45.760306301122625
,Résidentiel et commercial,778 Rue Beauchemin,160.55,2013-01-01,-73.45178349170973,45.76018037213505
,Résidentiel et commercial,776 Rue Beauchemin,118.82,2013-01-01,-73.45189927657131,45.760053637029145
,Résidentiel et commercial,774 Rue Beauchemin,187.53,2013-01-01,-73.45202583895897,45.75991403933921
,Résidentiel et commercial,772 Rue Beauchemin,132.37,2013-01-01,-73.45215350197383,45.759786130761036
,Résidentiel et commercial,770 Rue Beauchemin,127.57,2013-01-01,-73.45225834762576,45.75964441185139
,Résidentiel et commercial,771 Rue Beauchemin,193.76,2013-01-01,-73.45274979715293,45.75985182546882
,Résidentiel et commercial,773 Rue Beauchemin,205.13,2013-01-01,-73.45265274144519,45.7599876809429
,Résidentiel et commercial,775 Rue Beauchemin,136.04,2013-01-01,-73.45251888962687,45.7600862893443
,Résidentiel et commercial,777 Rue Beauchemin,131.5,2013-01-01,-73.4524108388348,45.760196856334396
,Résidentiel et commercial,779 Rue Beauchemin,161.99,2013-01-01,-73.4523115211741,45.76032661707171
,Résidentiel et commercial,781 Rue Beauchemin,158.12,2013-01-01,-73.45221761404613,45.76044786450495
,Résidentiel et commercial,783 Rue Beauchemin,149.11,2013-01-01,-73.45208849850614,45.76055112118537
,Résidentiel et commercial,785 Rue Beauchemin,152.67,2013-01-01,-73.45199637632356,45.76067531493355
,Résidentiel et commercial,787 Rue Beauchemin,135.43,2013-01-01,-73.45187810481627,45.760781807622976
,Résidentiel et commercial,789 Rue Beauchemin,194.08,2013-01-01,-73.45179556272848,45.76091768758954
,Résidentiel et commercial,791 Rue Beauchemin,128.31,2013-01-01,-73.45165330659754,45.76101683947991
,Résidentiel et commercial,793 Rue Beauchemin,147.74,2013-01-01,-73.45151500128738,45.76112445722704
,Résidentiel et commercial,795 Rue Beauchemin,150.52,2013-01-01,-73.45135762228072,45.76120923225794
,Résidentiel et commercial,797 Rue Beauchemin,163.92,2013-01-01,-73.45116613297894,45.76128362587295
,Résidentiel et commercial,770 Boulevard Basile-Routhier,151.6,2013-01-01,-73.45314304137416,45.760040525855246
,Résidentiel et commercial,772 Boulevard Basile-Routhier,132.24,2013-01-01,-73.45302821388103,45.76016267832128
,Résidentiel et commercial,774 Boulevard Basile-Routhier,126.35,2013-01-01,-73.45294128455896,45.7602713421739
,Résidentiel et commercial,776 Boulevard Basile-Routhier,140.66,2013-01-01,-73.45282390017141,45.760387827463724
,Résidentiel et commercial,778 Boulevard Basile-Routhier,128.47,2013-01-01,-73.45273299869787,45.76050451860184
,Résidentiel et commercial,780 Boulevard Basile-Routhier,160.05,2013-01-01,-73.45261924861984,45.760632633061384
,Résidentiel et commercial,782 Boulevard Basile-Routhier,189.55,2013-01-01,-73.45241872624176,45.7608348806475
,Résidentiel et commercial,786 Boulevard Basile-Routhier,138.09,2013-01-01,-73.45227896235268,45.761020411199375
,Résidentiel et commercial,788 Boulevard Basile-Routhier,99.31,2013-01-01,-73.45216567981575,45.76115028668163
,Résidentiel et commercial,790 Boulevard Basile-Routhier,232.17,2013-01-01,-73.45196977082766,45.761299544789296
,Résidentiel et commercial,794 Boulevard Basile-Routhier,118.57,2013-01-01,-73.45172835573752,45.76141585744032
,Résidentiel et commercial,796 Boulevard Basile-Routhier,141.4,2013-01-01,-73.45156198508138,45.76148472019577
,Résidentiel et commercial,798 Boulevard Basile-Routhier,163.54,2013-01-01,-73.45137172409063,45.761549252949955
,Résidentiel et commercial,768 Rue de Bonsecours,176.91,2013-01-01,-73.45289667271007,45.76107793882565
,Résidentiel et commercial,770 Rue de Bonsecours,119.93,2013-01-01,-73.45309501966881,45.76116152783365
,Résidentiel et commercial,772 Rue de Bonsecours,143.69,2013-01-01,-73.45327201603503,45.76122104962939
,Résidentiel et commercial,774 Rue de Bonsecours,136.57,2013-01-01,-73.45344962454955,45.76133709143187
,Résidentiel et commercial,290 Rue Beaupré,157.85,2013-01-01,-73.45330043703987,45.76157360540419
,Résidentiel et commercial,201 Rue Balzac,131.33,2013-01-01,-73.44923326383888,45.75968717030783
,Résidentiel et commercial,205 Rue Balzac,127.71,2013-01-01,-73.44939841908865,45.75976077574666
,Résidentiel et commercial,209 Rue Balzac,138.77,2013-01-01,-73.44957536768744,45.75982653975783
,Résidentiel et commercial,213 Rue Balzac,145.43,2013-01-01,-73.44972017277058,45.75990342741297
,Résidentiel et commercial,217 Rue Balzac,129.69,2013-01-01,-73.44990778490032,45.75997217373527
,Résidentiel et commercial,221 Rue Balzac,171.38,2013-01-01,-73.45006889668234,45.760058495409645
,Résidentiel et commercial,225 Rue Balzac,150.81,2013-01-01,-73.45025708096681,45.76013723335492
,Résidentiel et commercial,229 Rue Balzac,186.92,2013-01-01,-73.45040949033873,45.76021785455796
,Résidentiel et commercial,233 Rue Balzac,155.99,2013-01-01,-73.45061085825556,45.76029263347459
,Résidentiel et commercial,232 Rue de Bergerac,189.79,2013-01-01,-73.45022925979579,45.76046359728968
,Résidentiel et commercial,228 Rue de Bergerac,171.9,2013-01-01,-73.45003090186489,45.76039454653209
,Résidentiel et commercial,224 Rue de Bergerac,197.16,2013-01-01,-73.44979932028474,45.760295352314415
,Résidentiel et commercial,216 Rue de Bergerac,214.74,2013-01-01,-73.44954001858444,45.760186448925495
,Résidentiel et commercial,212 Rue de Bergerac,125.35,2013-01-01,-73.44932634120809,45.76009888844802
,Résidentiel et commercial,208 Rue de Bergerac,167.92,2013-01-01,-73.44915287821341,45.7600116614383
,Résidentiel et commercial,204 Rue de Bergerac,148.97,2013-01-01,-73.44894582665052,45.75994130058096
,Résidentiel et commercial,200 Rue de Bergerac,120.32,2013-01-01,-73.44879019551487,45.759849019735015
,Résidentiel et commercial,786 Rue Beauchemin,190.59,2013-01-01,-73.45139855356408,45.76061025719226
,Résidentiel et commercial,261 Rue de Bergerac,143.12,2013-01-01,-73.45107450436771,45.760448763782335
,Résidentiel et commercial,257 Rue de Bergerac,113.48,2013-01-01,-73.45093840741073,45.76058631862578
,Résidentiel et commercial,253 Rue de Bergerac,138.29,2013-01-01,-73.4507482268227,45.76068728056459
,Résidentiel et commercial,249 Rue de Bergerac,138.6,2013-01-01,-73.45057188317863,45.76075127535399
,Résidentiel et commercial,245 Rue de Bergerac,159.54,2013-01-01,-73.45039611449879,45.76082211952476
,Résidentiel et commercial,237 Rue de Bergerac,222.8,2013-01-01,-73.45010762329159,45.76087488293277
,Résidentiel et commercial,233 Rue de Bergerac,168.72,2013-01-01,-73.44983695155979,45.7607684217915
,Résidentiel et commercial,229 Rue de Bergerac,137.72,2013-01-01,-73.44963415724145,45.760670656350435
,Résidentiel et commercial,221 Rue de Bergerac,161.63,2013-01-01,-73.44943590508336,45.76059081128045
,Résidentiel et commercial,217 Rue de Bergerac,194.8,2013-01-01,-73.4492052736235,45.7605028181239
,Résidentiel et commercial,213 Rue de Bergerac,163.29,2013-01-01,-73.44903163159574,45.76041374870784
,Résidentiel et commercial,209 Rue de Bergerac,184.14,2013-01-01,-73.44881793784903,45.760326871579984
,Résidentiel et commercial,205 Rue de Bergerac,146.12,2013-01-01,-73.44861061753757,45.760231325791054
,Résidentiel et commercial,201 Rue de Bergerac,115.81,2013-01-01,-73.44844308355665,45.760131637419136
,Résidentiel et commercial,200 Rue Beauvillier,130.14,2013-01-01,-73.44821037145857,45.76040969245641
,Résidentiel et commercial,204 Rue Beauvillier,122.7,2013-01-01,-73.44836642347062,45.76050278774806
,Résidentiel et commercial,208 Rue Beauvillier,144.28,2013-01-01,-73.44855107979572,45.7605647343277
,Résidentiel et commercial,212 Rue Beauvillier,146.01,2013-01-01,-73.44872888989377,45.76064617045808
,Résidentiel et commercial,216 Rue Beauvillier,151.18,2013-01-01,-73.4489047054411,45.76071695038106
,Résidentiel et commercial,220 Rue Beauvillier,131.41,2013-01-01,-73.44907289918937,45.760802028529774
,Résidentiel et commercial,224 Rue Beauvillier,113.62,2013-01-01,-73.44924766396939,45.76085976911829
,Résidentiel et commercial,228 Rue Beauvillier,146.37,2013-01-01,-73.4494094459155,45.760940887621516
,Résidentiel et commercial,232 Rue Beauvillier,173.54,2013-01-01,-73.44958982802422,45.761010075870416
,Résidentiel et commercial,236 Rue Beauvillier,137.13,2013-01-01,-73.44974888833336,45.76111880524248
,Résidentiel et commercial,802 Rue Beauchemin,141.3,2013-01-01,-73.44993138466212,45.76130847302936
,Résidentiel et commercial,800 Rue Beauchemin,111.17,2013-01-01,-73.45010034691131,45.76125471782981
,Résidentiel et commercial,798 Rue Beauchemin,130.12,2013-01-01,-73.45031486962198,45.76117721924092
,Résidentiel et commercial,796 Rue Beauchemin,149.89,2013-01-01,-73.45049312943551,45.76109894511479
,Résidentiel et commercial,794 Rue Beauchemin,133.74,2013-01-01,-73.45070286806266,45.76103411503056
,Résidentiel et commercial,792 Rue Beauchemin,151.38,2013-01-01,-73.45089918466932,45.76094859566726
,Résidentiel et commercial,790 Rue Beauchemin,132.82,2013-01-01,-73.45110338700859,45.760862263395644
,Résidentiel et commercial,788 Rue Beauchemin,181.77,2013-01-01,-73.45125435918536,45.760745124642206
,Résidentiel et commercial,808 Boulevard de L'Assomption,166.01,2013-01-01,-73.45320756163338,45.763379986188994
,Résidentiel et commercial,806 Boulevard de L'Assomption,140.49,2013-01-01,-73.4533003574189,45.76325420117424
,Résidentiel et commercial,804 Boulevard de L'Assomption,117.45,2013-01-01,-73.45342214670328,45.763123043135224
,Résidentiel et commercial,802 Boulevard de L'Assomption,136.23,2013-01-01,-73.45350918204524,45.76299889683706
,Résidentiel et commercial,800 Boulevard de L'Assomption,136.29,2013-01-01,-73.45360341179719,45.76286371061345
,Résidentiel et commercial,798 Boulevard de L'Assomption,155.43,2013-01-01,-73.453690110404,45.76273269138577
,Résidentiel et commercial,787 Boulevard de L'Assomption,225.22,2013-01-01,-73.45460434761375,45.76223178352634
,Résidentiel et commercial,793 Boulevard de L'Assomption,175.06,2013-01-01,-73.45424483864664,45.762896211189755
,Résidentiel et commercial,797 Boulevard de L'Assomption,185.48,2013-01-01,-73.45404012298316,45.76328833426163
,Résidentiel et commercial,801 Rue Beauchemin,177.41,2013-01-01,-73.45075071881769,45.76143359653247
,Résidentiel et commercial,803 Rue Beauchemin,155.08,2013-01-01,-73.45054348225989,45.76150763657811
,Résidentiel et commercial,805 Rue Beauchemin,146.67,2013-01-01,-73.4503527631508,45.76157113846509
,Résidentiel et commercial,809 Rue Beauchemin,145.43,2013-01-01,-73.45012932725766,45.76166909430139
,Résidentiel et commercial,811 Rue Beauchemin,194.74,2013-01-01,-73.44986982713026,45.76173879923265
,Résidentiel et commercial,813 Rue Beauchemin,142.56,2013-01-01,-73.44965884560912,45.76182578964638
,Résidentiel et commercial,815 Rue Beauchemin,150.24,2013-01-01,-73.44949700861538,45.761897963403506
,Résidentiel et commercial,817 Rue Beauchemin,195.43,2013-01-01,-73.44931516838628,45.76196441189547
,Résidentiel et commercial,819 Rue Beauchemin,197.22,2013-01-01,-73.44907735188332,45.76202625091453
,Résidentiel et commercial,821 Rue Beauchemin,152.22,2013-01-01,-73.44885388457564,45.76196647899076
,Résidentiel et commercial,823 Rue Beauchemin,157.78,2013-01-01,-73.44868657017463,45.7618831538768
,Résidentiel et commercial,825 Rue Beauchemin,130.92,2013-01-01,-73.44850605897123,45.76180467123386
,Résidentiel et commercial,827 Rue Beauchemin,142.88,2013-01-01,-73.44830610484071,45.76172166549741
,Résidentiel et commercial,829 Rue Beauchemin,144.29,2013-01-01,-73.44814412335994,45.76164768787602
,Résidentiel et commercial,831 Rue Beauchemin,208.29,2013-01-01,-73.44794208950286,45.76158376106583
,Résidentiel et commercial,833 Rue Beauchemin,197.27,2013-01-01,-73.44776633418113,45.761497657629604
,Résidentiel et commercial,835 Rue Beauchemin,145.97,2013-01-01,-73.44760763584536,45.761412599818776
,Résidentiel et commercial,837 Rue Beauchemin,110.42,2013-01-01,-73.4474335424228,45.76131405371968
,Résidentiel et commercial,237 Rue Beauvillier,201.72,2013-01-01,-73.44940224489869,45.76144499971188
,Résidentiel et commercial,820 Rue Beauchemin,175.19,2013-01-01,-73.44909208225329,45.76161188646132
,Résidentiel et commercial,822 Rue Beauchemin,142.2,2013-01-01,-73.44891733191507,45.76153605954042
,Résidentiel et commercial,824 Rue Beauchemin,244.53,2013-01-01,-73.44869900867745,45.76143598196133
,Résidentiel et commercial,828 Rue Beauchemin,209.08,2013-01-01,-73.4484384543872,45.76131697330774
,Résidentiel et commercial,830 Rue Beauchemin,146.46,2013-01-01,-73.44823231707888,45.7612447219439
,Résidentiel et commercial,832 Rue Beauchemin,135.27,2013-01-01,-73.44806754739687,45.76116669434078
,Résidentiel et commercial,834 Rue Beauchemin,132.99,2013-01-01,-73.44786863071369,45.76108904077575
,Résidentiel et commercial,836 Rue Beauchemin,170.09,2013-01-01,-73.4477003269191,45.7610001550302
,Résidentiel et commercial,201 Rue Beauvillier,146.15,2013-01-01,-73.4478946026358,45.76072777934
,Résidentiel et commercial,205 Rue Beauvillier,131.59,2013-01-01,-73.44808769275151,45.76080245046399
,Résidentiel et commercial,209 Rue Beauvillier,185.51,2013-01-01,-73.44825785206221,45.76088189307633
,Résidentiel et commercial,213 Rue Beauvillier,133.36,2013-01-01,-73.44843772717174,45.76096337883311
,Résidentiel et commercial,217 Rue Beauvillier,190.99,2013-01-01,-73.44861106129672,45.761047540616744
,Résidentiel et commercial,221 Rue Beauvillier,128.49,2013-01-01,-73.44882337209172,45.761123739179965
,Résidentiel et commercial,225 Rue Beauvillier,130.7,2013-01-01,-73.4489799613622,45.761200792569284
,Résidentiel et commercial,229 Rue Beauvillier,124.1,2013-01-01,-73.44917184698856,45.76126361239564
,Résidentiel et commercial,802 Boulevard Basile-Routhier,169.71,2013-01-01,-73.45095786400178,45.76168502628523
,Résidentiel et commercial,804 Boulevard Basile-Routhier,170.31,2013-01-01,-73.450745738826,45.761781291914495
,Résidentiel et commercial,806 Boulevard Basile-Routhier,138.09,2013-01-01,-73.4505689428197,45.7618550579598
,Résidentiel et commercial,808 Boulevard Basile-Routhier,135.76,2013-01-01,-73.450387741807,45.76193033744188
,Résidentiel et commercial,810 Boulevard Basile-Routhier,126.66,2013-01-01,-73.45020264703612,45.76198693497314
,Résidentiel et commercial,812 Boulevard Basile-Routhier,145.6,2013-01-01,-73.4500195318249,45.762052925090586
,Résidentiel et commercial,814 Boulevard Basile-Routhier,142.29,2013-01-01,-73.44981460372806,45.762114878489804
,Résidentiel et commercial,816 Boulevard Basile-Routhier,148.52,2013-01-01,-73.44964931709747,45.76217827393195
,Résidentiel et commercial,818 Boulevard Basile-Routhier,183.21,2013-01-01,-73.44946029516296,45.762248030600546
,Résidentiel et commercial,820 Boulevard Basile-Routhier,151.78,2013-01-01,-73.44927441809277,45.76232993144048
,Résidentiel et commercial,822 Boulevard Basile-Routhier,146.2,2013-01-01,-73.44908881279049,45.76239261557099
,Résidentiel et commercial,824 Boulevard Basile-Routhier,153.58,2013-01-01,-73.44891857074728,45.76244172493192
,Résidentiel et commercial,236 Rue Brassens,136.39,2013-01-01,-73.44871495353355,45.76227690345902
,Résidentiel et commercial,232 Rue Brassens,149.43,2013-01-01,-73.44854835717413,45.76218952398793
,Résidentiel et commercial,228 Rue Brassens,128.94,2013-01-01,-73.44837126592242,45.76210850596975
,Résidentiel et commercial,224 Rue Brassens,140.02,2013-01-01,-73.44820710525067,45.762035315893925
,Résidentiel et commercial,220 Rue Brassens,147.86,2013-01-01,-73.44804324145335,45.761966830460835
,Résidentiel et commercial,216 Rue Brassens,121.18,2013-01-01,-73.44787864078108,45.761891776009044
,Résidentiel et commercial,212 Rue Brassens,140.1,2013-01-01,-73.44768613247788,45.76182265510375
,Résidentiel et commercial,208 Rue Brassens,150.1,2013-01-01,-73.44752878753773,45.76173361493009
,Résidentiel et commercial,204 Rue Brassens,138.58,2013-01-01,-73.4473676037747,45.761654384767134
,Résidentiel et commercial,200 Rue Brassens,176.68,2013-01-01,-73.4471856925838,45.76157906077229
,Résidentiel et commercial,830 Rue Beaugrand,220.89,2013-01-01,-73.44762953298805,45.76038234312668
,Résidentiel et commercial,834 Rue Beaugrand,141.68,2013-01-01,-73.4474526494399,45.76058328676985
,Résidentiel et commercial,838 Rue Beaugrand,179.47,2013-01-01,-73.4472733327277,45.760795597894564
,Résidentiel et commercial,842 Rue Beaugrand,137,2013-01-01,-73.44712069604738,45.76098175188053
,Résidentiel et commercial,846 Rue Beaugrand,137.32,2013-01-01,-73.44694498182389,45.76117501402628
,Résidentiel et commercial,854 Rue Beaugrand,187.14,2013-01-01,-73.44675455580298,45.7613741108708
,Résidentiel et commercial,862 Rue Beaugrand,260.06,2013-01-01,-73.44661924798761,45.76166600903398
,Résidentiel et commercial,197 Rue Brassens,166.25,2013-01-01,-73.44679617852428,45.76187808626742
,Résidentiel et commercial,201 Rue Brassens,138.04,2013-01-01,-73.44697089391579,45.761946554036655
,Résidentiel et commercial,205 Rue Brassens,167.51,2013-01-01,-73.44713847140532,45.762029675475844
,Résidentiel et commercial,209 Rue Brassens,164.64,2013-01-01,-73.44731705481664,45.762102914402604
,Résidentiel et commercial,213 Rue Brassens,129.36,2013-01-01,-73.4474802743224,45.76217739659046
,Résidentiel et commercial,217 Rue Brassens,144.92,2013-01-01,-73.44765501316685,45.76224591995399
,Résidentiel et commercial,221 Rue Brassens,180.9,2013-01-01,-73.44780850237281,45.762325166153715
,Résidentiel et commercial,225 Rue Brassens,150.05,2013-01-01,-73.4479813235249,45.762398569175986
,Résidentiel et commercial,229 Rue Brassens,148.34,2013-01-01,-73.44815470653782,45.762466125877374
,Résidentiel et commercial,233 Rue Brassens,150.3,2013-01-01,-73.44831255695165,45.762552228628856
,Résidentiel et commercial,237 Rue Brassens,160.92,2013-01-01,-73.44847543634307,45.7626831471817
,Résidentiel et commercial,819 Boulevard Basile-Routhier,145.38,2013-01-01,-73.44964789977897,45.76265686633367
,Résidentiel et commercial,821 Boulevard Basile-Routhier,147.62,2013-01-01,-73.44948204762733,45.7627182275978
,Résidentiel et commercial,823 Boulevard Basile-Routhier,150.05,2013-01-01,-73.44927479464266,45.76277373417168
,Résidentiel et commercial,825 Boulevard Basile-Routhier,185.85,2013-01-01,-73.44911361778833,45.76287930541936
,Résidentiel et commercial,827 Boulevard Basile-Routhier,184.07,2013-01-01,-73.44894885671688,45.76296545043402
,Résidentiel et commercial,829 Boulevard Basile-Routhier,145.1,2013-01-01,-73.44882871550654,45.763094112642065
,Résidentiel et commercial,831 Boulevard Basile-Routhier,140.69,2013-01-01,-73.44872332067592,45.76321547762698
,Résidentiel et commercial,833 Boulevard Basile-Routhier,138.49,2013-01-01,-73.44859516425262,45.763355687248925
,Résidentiel et commercial,835 Boulevard Basile-Routhier,136.8,2013-01-01,-73.44848654011646,45.7634816738394
,Résidentiel et commercial,834 Rue Bougainville,228.79,2013-01-01,-73.4488477162473,45.7636331109261
,Résidentiel et commercial,832 Rue Bougainville,173.3,2013-01-01,-73.44897419545997,45.763510957950764
,Résidentiel et commercial,830 Rue Bougainville,157.11,2013-01-01,-73.44909130435592,45.76338370768521
,Résidentiel et commercial,828 Rue Bougainville,182.06,2013-01-01,-73.44919501505886,45.7632441045086
,Résidentiel et commercial,826 Rue Bougainville,269.15,2013-01-01,-73.44938841003473,45.76312768142594
,Résidentiel et commercial,256 Rue de Bernières,152,2013-01-01,-73.44960377878232,45.76312905411142
,Résidentiel et commercial,260 Rue de Bernières,195.96,2013-01-01,-73.44983808619283,45.76321247966914
,Résidentiel et commercial,264 Rue de Bernières,190.36,2013-01-01,-73.45001731133168,45.76329298766769
,Résidentiel et commercial,268 Rue de Bernières,188.95,2013-01-01,-73.4501860759123,45.76337093895904
,Résidentiel et commercial,275 Rue Beaubien,153.92,2013-01-01,-73.45079372858187,45.7633066218909
,Résidentiel et commercial,267 Rue Beaubien,211.81,2013-01-01,-73.45051746821886,45.76316156699297
,Résidentiel et commercial,263 Rue Beaubien,145.24,2013-01-01,-73.45025217600373,45.76305296939379
,Résidentiel et commercial,255 Rue Beaubien,177.48,2013-01-01,-73.45004143000038,45.76296227052226
,Résidentiel et commercial,251 Rue Beaubien,138.99,2013-01-01,-73.44980673320397,45.76286768226393
,Résidentiel et commercial,279 Rue Beaubien,203.79,2013-01-01,-73.45097328457925,45.76337660912067
,Résidentiel et commercial,287 Rue Beaubien,133.56,2013-01-01,-73.45132866981712,45.7635090445888
,Résidentiel et commercial,291 Rue Beaubien,111.36,2013-01-01,-73.45150251201038,45.76357449904824
,Résidentiel et commercial,295 Rue Beaubien,113.99,2013-01-01,-73.45166686280528,45.7636426683653
,Résidentiel et commercial,299 Rue Beaubien,143.36,2013-01-01,-73.45181593430306,45.76373872075599
,Résidentiel et commercial,815 Rue de Bordeaux,162.15,2013-01-01,-73.45229489363851,45.76389162482019
,Résidentiel et commercial,817 Rue de Bordeaux,152.72,2013-01-01,-73.45218095523568,45.76400846699369
,Résidentiel et commercial,819 Rue de Bordeaux,135.6,2013-01-01,-73.45206592473477,45.764128156820924
,Résidentiel et commercial,300 Rue de Bernières,185.85,2013-01-01,-73.4516071306305,45.76397944722221
,Résidentiel et commercial,296 Rue de Bernières,151.82,2013-01-01,-73.45141433752141,45.763902152583086
,Résidentiel et commercial,292 Rue de Bernières,197.84,2013-01-01,-73.4511946325773,45.76379396218586
,Résidentiel et commercial,815 Boulevard de L'Assomption,206.76,2013-01-01,-73.453156373842,45.764213832951576
,Résidentiel et commercial,819 Boulevard de L'Assomption,306.18,2013-01-01,-73.45299575582322,45.76441689183762
,Résidentiel et commercial,821 Boulevard de L'Assomption,223.96,2013-01-01,-73.45286252531032,45.76457344553524
,Résidentiel et commercial,823 Boulevard de L'Assomption,181.91,2013-01-01,-73.45273750347667,45.76471285880026
,Résidentiel et commercial,825 Boulevard de L'Assomption,128.82,2013-01-01,-73.45261890470806,45.76483430891456
,Résidentiel et commercial,827 Boulevard de L'Assomption,177.37,2013-01-01,-73.45250792297193,45.76496761386265
,Résidentiel et commercial,829 Boulevard de L'Assomption,148.92,2013-01-01,-73.45240201071672,45.76510530254019
,Résidentiel et commercial,831 Boulevard de L'Assomption,186.16,2013-01-01,-73.45228712250376,45.765229166555535
,Résidentiel et commercial,821 Rue de Bordeaux,126.82,2013-01-01,-73.45195364182443,45.764259406026525
,Résidentiel et commercial,823 Rue de Bordeaux,153.36,2013-01-01,-73.45186082280021,45.764374556551715
,Résidentiel et commercial,825 Rue de Bordeaux,135.41,2013-01-01,-73.45175560070533,45.764504163396104
,Résidentiel et commercial,827 Rue de Bordeaux,169.73,2013-01-01,-73.4516466715775,45.76463713529881
,Résidentiel et commercial,829 Rue de Bordeaux,161.35,2013-01-01,-73.45154524175557,45.764759667073356
,Résidentiel et commercial,831 Rue de Bordeaux,152.8,2013-01-01,-73.45143286030869,45.76488445475353
,Résidentiel et commercial,833 Rue de Bordeaux,134.68,2013-01-01,-73.45132323623578,45.76499473125517
,Résidentiel et commercial,835 Rue de Bordeaux,171.27,2013-01-01,-73.45123496086366,45.76512279303997
,Résidentiel et commercial,301 Rue de Bernières,168.29,2013-01-01,-73.4513214375012,45.76431852150682
,Résidentiel et commercial,293 Rue de Bernières,175.41,2013-01-01,-73.4509583357013,45.76415917991963
,Résidentiel et commercial,289 Rue de Bernières,153.9,2013-01-01,-73.45077749123638,45.76408757345067
,Résidentiel et commercial,285 Rue de Bernières,189.06,2013-01-01,-73.45060699388989,45.76401641472789
,Résidentiel et commercial,281 Rue de Bernières,164.15,2013-01-01,-73.45042225421946,45.76393737321004
,Résidentiel et commercial,275 Rue de Bernières,188.33,2013-01-01,-73.45016232604554,45.76381948181329
,Résidentiel et commercial,269 Rue de Bernières,254.11,2013-01-01,-73.44993306555085,45.7637367381679
,Résidentiel et commercial,265 Rue de Bernières,132.42,2013-01-01,-73.44972202029514,45.76363086114899
,Résidentiel et commercial,261 Rue de Bernières,162.31,2013-01-01,-73.4495629525935,45.763569939768104
