NOM_BATIMENT,USAGE,ADRESSE,SUPERFICIE,DATE_CREATION,LONGITUDE,LATITUDE 
,Résidentiel et commercial,54 Rue Vinet,114.2,2013-01-01,-73.43012754408927,45.761308617648375
,Résidentiel et commercial,52 Rue Vinet,80.5,2013-01-01,-73.42997711839544,45.76122036772841
,Résidentiel et commercial,50 Rue Vinet,81.75,2013-01-01,-73.42980122275935,45.761143131457274
,Résidentiel et commercial,58 Rue Vinet,119.18,2013-01-01,-73.43057639044895,45.76135111464764
,Résidentiel et commercial,56 Rue Vinet,116.61,2013-01-01,-73.43033078876101,45.76138948677799
,Résidentiel et commercial,68 Rue Valois,118.63,2013-01-01,-73.43011157623896,45.76164881469801
,Résidentiel et commercial,70 Rue Valois,106.13,2013-01-01,-73.430303562115,45.76173341870479
,Résidentiel et commercial,72 Rue Valois,120.04,2013-01-01,-73.43051630414519,45.76182556595077
,Résidentiel et commercial,766 Rue Valade,109.4,2013-01-01,-73.4307903402469,45.761687124596335
,Résidentiel et commercial,764 Rue Valade,154.28,2013-01-01,-73.43089600034375,45.76156264039711
,Résidentiel et commercial,762 Rue Valade,108.16,2013-01-01,-73.43103736768781,45.761401277555535
,Résidentiel et commercial,760 Rue Valade,108.04,2013-01-01,-73.43116862540866,45.76125547734257
,Résidentiel et commercial,64 Rue Vinet,116.2,2013-01-01,-73.43090800633098,45.76095297805047
,Résidentiel et commercial,62 Rue Vinet,117.74,2013-01-01,-73.43079437510217,45.76107415153906
,Résidentiel et commercial,60 Rue Vinet,129.96,2013-01-01,-73.43068096480661,45.7611967449639
,Résidentiel et commercial,758 Rue Valade,146.33,2013-01-01,-73.43128305825141,45.76112900081779
,Résidentiel et commercial,756 Rue Valade,144.67,2013-01-01,-73.43140679856653,45.76098647640006
,Résidentiel et commercial,752 Rue Valade,107.64,2013-01-01,-73.4316781557051,45.7606879509701
,Résidentiel et commercial,754 Rue Valade,107.8,2013-01-01,-73.43155353167296,45.760826800422635
,Résidentiel et commercial,71 Rue Varin,127.77,2013-01-01,-73.431193140068,45.76045270836185
,Résidentiel et commercial,69 Rue Varin,114.91,2013-01-01,-73.43097922749858,45.760359842049255
,Résidentiel et commercial,73 Rue Varin,181.44,2013-01-01,-73.43138034099456,45.76055135310064
,Résidentiel et commercial,68 Rue Vinet,193.57,2013-01-01,-73.43083260839609,45.760637939480745
,Résidentiel et commercial,66 Rue Vinet,118.08,2013-01-01,-73.43098812165582,45.76077286565884
,Résidentiel et commercial,67 Rue Varin,170.6,2013-01-01,-73.43073693286017,45.7602657189616
,Résidentiel et commercial,65 Rue Varin,113.47,2013-01-01,-73.43049893365308,45.760148311004286
,Résidentiel et commercial,63 Rue Varin,160.12,2013-01-01,-73.43029191288697,45.760062210552036
,Résidentiel et commercial,61 Rue Varin,120.66,2013-01-01,-73.43010215491408,45.75997685951289
,Résidentiel et commercial,76 Rue Vinet,184.67,2013-01-01,-73.43000920289914,45.760333123933016
,Résidentiel et commercial,74 Rue Vinet,147.66,2013-01-01,-73.4302598973363,45.76039885029399
,Résidentiel et commercial,72 Rue Vinet,80.13,2013-01-01,-73.43041326040279,45.76048583948368
,Résidentiel et commercial,70 Rue Vinet,77.73,2013-01-01,-73.43059085223575,45.760563327757446
,Résidentiel et commercial,80 Rue Vinet,114.16,2013-01-01,-73.42963222242325,45.76060527164747
,Résidentiel et commercial,78 Rue Vinet,88.21,2013-01-01,-73.42978534810916,45.76043242687474
,Résidentiel et commercial,773 Rue Viau,209.04,2013-01-01,-73.42956868921252,45.760090542168925
,Résidentiel et commercial,781 Rue Viau,173.35,2013-01-01,-73.42927153716141,45.760409628384515
,Résidentiel et commercial,777 Rue Viau,115.94,2013-01-01,-73.42941646523404,45.76025192175383
,Résidentiel et commercial,741 Rue Valade,165.12,2013-01-01,-73.43305782373163,45.759938287553915
,Résidentiel et commercial,745 Rue Valade,171.65,2013-01-01,-73.43277427659608,45.76020961469824
,Résidentiel et commercial,747 Rue Valade,167.67,2013-01-01,-73.43265325207166,45.76035045737183
,Résidentiel et commercial,749 Rue Valade,173.23,2013-01-01,-73.43251759069636,45.76051118079431
,Résidentiel et commercial,748 Boulevard Iberville,226.18,2013-01-01,-73.43310872978446,45.7605543988617
,Résidentiel et commercial,742 Boulevard Iberville,161.66,2013-01-01,-73.43354176577071,45.76013165432844
,Résidentiel et commercial,744 Boulevard Iberville,192.56,2013-01-01,-73.43339743500617,45.76028339390955
,Résidentiel et commercial,746 Boulevard Iberville,147.53,2013-01-01,-73.43326626066163,45.76043280793056
,Résidentiel et commercial,751 Rue Valade,209.73,2013-01-01,-73.43239998028109,45.76066124926965
,Résidentiel et commercial,753 Rue Valade,124.2,2013-01-01,-73.43222061131605,45.760805375804786
,Résidentiel et commercial,755 Rue Valade,106.19,2013-01-01,-73.43210110225908,45.760950618255634
,Résidentiel et commercial,754 Boulevard Iberville,112.34,2013-01-01,-73.43275547384432,45.7609968943547
,Résidentiel et commercial,756 Boulevard Iberville,109.06,2013-01-01,-73.43262278975261,45.761140126841475
,Résidentiel et commercial,752 Boulevard Iberville,207.63,2013-01-01,-73.43287951284655,45.76086291944603
,Résidentiel et commercial,758 Boulevard Iberville,173.07,2013-01-01,-73.43247273179428,45.7613004771164
,Résidentiel et commercial,760 Boulevard Iberville,136.57,2013-01-01,-73.4323443181541,45.76144437098809
,Résidentiel et commercial,762 Boulevard Iberville,108.02,2013-01-01,-73.43221453120388,45.761594755846524
,Résidentiel et commercial,757 Rue Valade,105.15,2013-01-01,-73.43197098084529,45.761093941299364
,Résidentiel et commercial,759 Rue Valade,109.15,2013-01-01,-73.43184300783957,45.76123777060427
,Résidentiel et commercial,764 Boulevard Iberville,118.08,2013-01-01,-73.43207937866231,45.761734438357564
,Résidentiel et commercial,766 Boulevard Iberville,166.01,2013-01-01,-73.43196219816278,45.76186364614047
,Résidentiel et commercial,765 Rue Valade,109.5,2013-01-01,-73.4314613316398,45.76166237803383
,Résidentiel et commercial,767 Rue Valade,110.78,2013-01-01,-73.43133432601174,45.76180388300984
,Résidentiel et commercial,769 Rue Valade,104.92,2013-01-01,-73.43120474166759,45.76194449224322
,Résidentiel et commercial,771 Rue Valade,100.45,2013-01-01,-73.43110490288932,45.76205637258937
,Résidentiel et commercial,770 Boulevard Iberville,181.46,2013-01-01,-73.43162914732795,45.762180481773896
,Résidentiel et commercial,774 Boulevard Iberville,216.05,2013-01-01,-73.43150051081183,45.76235511115816
,Résidentiel et commercial,778 Boulevard Iberville,124.97,2013-01-01,-73.43118440572928,45.76271846220908
,Résidentiel et commercial,776 Boulevard Iberville,123.09,2013-01-01,-73.43131956025391,45.76257406694299
,Résidentiel et commercial,777 Rue Valade,163.99,2013-01-01,-73.43071904271093,45.76250637096977
,Résidentiel et commercial,469 Boulevard Iberville,2788.32,2013-01-01,-73.4495253685813,45.74397654469885
,Résidentiel et commercial,88 Rue Lapointe,482.3,2013-01-01,-73.45084768741651,45.744405267577754
,Résidentiel et commercial,84 Rue Lapointe,255.69,2013-01-01,-73.45045777398599,45.74422440510483
,Résidentiel et commercial,124 Rue Lapointe,465.44,2013-01-01,-73.45237863268788,45.74506290675566
,Résidentiel et commercial,116 Rue Lapointe,468.08,2013-01-01,-73.4518665680963,45.744842699576985
,Résidentiel et commercial,136 Rue Lapointe,653.69,2013-01-01,-73.45295470788541,45.74530579128565
,Résidentiel et commercial,96 Rue Lapointe,480.5,2013-01-01,-73.45135722674952,45.74462306187792
,Résidentiel et commercial,475 Boulevard Iberville,1438.18,2016-03-31,-73.44909314828149,45.7443888273476
,Résidentiel et commercial,480 Rue Lamontagne,303.68,2013-01-01,-73.44913692838578,45.744783616161904
,Résidentiel et commercial,488 Rue Lamontagne,274.85,2013-01-01,-73.44888153051652,45.74503039149744
,Résidentiel et commercial,498 Rue Lamontagne,275.2,2013-01-01,-73.44865166151985,45.74525571322395
,Résidentiel et commercial,493 Boulevard Iberville,280.07,2013-01-01,-73.44809753733595,45.74501223582615
,Résidentiel et commercial,489 Boulevard Iberville,265.31,2013-01-01,-73.44830688936771,45.744776811328116
,Résidentiel et commercial,481 Boulevard Iberville,275.43,2013-01-01,-73.44854140488906,45.744523541684025
,Résidentiel et commercial,501 Boulevard Iberville,162.84,2013-01-01,-73.44793026851286,45.74519377870683
,Résidentiel et commercial,502 Rue Lamontagne,161.84,2013-01-01,-73.44847002039911,45.745436328143356
,Résidentiel et commercial,95 Rue Lapointe,158.4,2013-01-01,-73.4508451220571,45.74485588062285
,Résidentiel et commercial,91 Rue Lapointe,156.1,2013-01-01,-73.4506404571714,45.74476706846565
,Résidentiel et commercial,87 Rue Lapointe,160.7,2013-01-01,-73.45043646181436,45.744678009980646
,Résidentiel et commercial,83 Rue Lapointe,317.11,2013-01-01,-73.45012378965352,45.74454450539177
,Résidentiel et commercial,96 Rue Lamartine,158.36,2013-01-01,-73.45061933750628,45.74511088793594
,Résidentiel et commercial,92 Rue Lamartine,157.48,2013-01-01,-73.45041478155363,45.745023301141536
,Résidentiel et commercial,88 Rue Lamartine,157.09,2013-01-01,-73.45021003881104,45.7449345056031
,Résidentiel et commercial,84 Rue Lamartine,300.58,2013-01-01,-73.44990353094468,45.74480374120554
,Résidentiel et commercial,109 Rue Lapointe,460.88,2013-01-01,-73.45147064970789,45.74511787366218
,Résidentiel et commercial,99 Rue Lapointe,157.72,2013-01-01,-73.45104473712712,45.74494557240987
,Résidentiel et commercial,108 Rue Lamartine,134.13,2013-01-01,-73.45122484009745,45.745379109652355
,Résidentiel et commercial,104 Rue Lamartine,161.57,2013-01-01,-73.45102437304122,45.74528735371701
,Résidentiel et commercial,100 Rue Lamartine,157.96,2013-01-01,-73.45081855754586,45.74519929577336
,Résidentiel et commercial,135 Rue Lapointe,291.07,2013-01-01,-73.45278632842813,45.7456843959355
,Résidentiel et commercial,125 Rue Lapointe,587.77,2013-01-01,-73.45218208554417,45.745427163899656
,Résidentiel et commercial,114 Rue Lamartine,263.86,2013-01-01,-73.45159617782743,45.745539054823034
,Résidentiel et commercial,128 Rue Lamartine,254.08,2013-01-01,-73.45250751434195,45.74593277194656
,Résidentiel et commercial,120 Rue Lamartine,422.24,2013-01-01,-73.45206306796358,45.74571318380305
,Résidentiel et commercial,485 Rue Lamontagne,160.54,2013-01-01,-73.4495165985844,45.745097434762265
,Résidentiel et commercial,489 Rue Lamontagne,157.45,2013-01-01,-73.44937697075149,45.745233367613714
,Résidentiel et commercial,493 Rue Lamontagne,159.44,2013-01-01,-73.449239769042,45.745365853276404
,Résidentiel et commercial,497 Rue Lamontagne,160.74,2013-01-01,-73.44909408735467,45.74550915465916
,Résidentiel et commercial,501 Rue Lamontagne,160.82,2013-01-01,-73.44895198288546,45.74564792107961
,Résidentiel et commercial,77 Rue Langelier,187.12,2013-01-01,-73.44894849244179,45.7461108419155
,Résidentiel et commercial,65 Rue Langelier,296.55,2013-01-01,-73.448626203365,45.74599402941649
,Résidentiel et commercial,505 Boulevard Iberville,220.71,2013-01-01,-73.44759583941791,45.74552269698362
,Résidentiel et commercial,507 Boulevard Iberville,214.65,2013-01-01,-73.44741128928898,45.74572646732318
,Résidentiel et commercial,509 Boulevard Iberville,221.75,2013-01-01,-73.44722254732164,45.74592988096242
,Résidentiel et commercial,511 Boulevard Iberville,216.66,2013-01-01,-73.44703802367289,45.74613086236342
,Résidentiel et commercial,513 Boulevard Iberville,356.63,2013-01-01,-73.44692425639681,45.746338481769584
,Résidentiel et commercial,514 Rue Langevin,217.02,2013-01-01,-73.4474549615024,45.74653541321539
,Résidentiel et commercial,75 Rue Laurier,378.99,2013-01-01,-73.44684591855003,45.747261272080756
,Résidentiel et commercial,525 Boulevard Iberville,397.88,2013-01-01,-73.44639872407001,45.74687590004244
,Résidentiel et commercial,555 Boulevard Iberville,200.07,2013-01-01,-73.44608747611194,45.74720580313137
,Résidentiel et commercial,557 Boulevard Iberville,190.62,2013-01-01,-73.44590384177482,45.74740359734864
,Résidentiel et commercial,561 Boulevard Iberville,379.9,2013-01-01,-73.4456660283546,45.7476803924862
,Résidentiel et commercial,563 Boulevard Iberville,382.1,2013-01-01,-73.4453634208872,45.748012063876715
,Résidentiel et commercial,105 Rue Laurier,274.21,2013-01-01,-73.4476561970697,45.7472051772134
,Résidentiel et commercial,95 Rue Laurier,266.66,2013-01-01,-73.44733190280401,45.74704941304243
,Résidentiel et commercial,65 Rue Laurier,229.08,2013-01-01,-73.44690465321612,45.74686126862215
,Résidentiel et commercial,530 Rue Laurendeau,277.98,2013-01-01,-73.44739656144691,45.74750743885025
,Résidentiel et commercial,550 Rue Lafontaine,381.51,2013-01-01,-73.44737308901563,45.74890184788274
,Résidentiel et commercial,560 Rue Leclerc,374.2,2013-01-01,-73.44731284489787,45.75034123655758
,Résidentiel et commercial,564 Rue Leclerc,378.29,2013-01-01,-73.44701817196749,45.75066833748594
,Résidentiel et commercial,570 Rue Leclerc,369.75,2013-01-01,-73.4467208206795,45.75099216665784
,Résidentiel et commercial,585 Rue Lafontaine,385.9,2013-01-01,-73.44625531689822,45.75078795624795
,Résidentiel et commercial,573 Rue Lafontaine,379.08,2013-01-01,-73.44655700895913,45.75046329324715
,Résidentiel et commercial,97 Rue Landreville,268.3,2013-01-01,-73.44654872966994,45.749159713141694
,Résidentiel et commercial,577 Rue Laurendeau,270.62,2013-01-01,-73.44630349908454,45.749361130744084
,Résidentiel et commercial,581 Rue Laurendeau,273.11,2013-01-01,-73.44608485318707,45.749589892365954
,Résidentiel et commercial,583 Rue Laurendeau,271.78,2013-01-01,-73.44586532491748,45.74981948524217
,Résidentiel et commercial,589 Rue Laurendeau,269.69,2013-01-01,-73.44565336237862,45.75004329980107
,Résidentiel et commercial,593 Rue Laurendeau,273.33,2013-01-01,-73.44543400799387,45.75027189491339
,Résidentiel et commercial,86 Rue de Normandie,488.67,2013-01-01,-73.44428593755693,45.75261667884635
,Résidentiel et commercial,91 Rue de Normandie,4202.53,2013-01-01,-73.44412110840106,45.753339324877935
,Résidentiel et commercial,81 Rue de Normandie,1913.24,2014-03-20,-73.44259741599149,45.752761586958606
,Résidentiel et commercial,84 Boulevard Industriel,4647.17,2013-01-01,-73.44171220382576,45.7533172288099
,Résidentiel et commercial,105 Boulevard Brien,497.18,2013-01-01,-73.45490757317707,45.744787768379275
,Résidentiel et commercial,   ,121.93,2013-01-01,-73.45465575763433,45.74496646644391
,Résidentiel et commercial,145 Rue De La Fayette,6722.19,2013-01-01,-73.45523527172426,45.748027793039356
,Résidentiel et commercial,150 Rue Louvain,5230.72,2013-01-01,-73.45450437814814,45.748633956930355
,Résidentiel et commercial,   ,44.32,2013-01-01,-73.45517290865851,45.748782703651734
,Résidentiel et commercial,611 Rue Lavoisier,1536.38,2018-08-09,-73.44912201143133,45.753810400334785
,Résidentiel et commercial,555 Rue Leclerc,470.24,2013-01-01,-73.44877615487076,45.74977072993398
,Résidentiel et commercial,560 Rue Lavoisier,1237.11,2013-01-01,-73.44990261921477,45.75088569838983
,Résidentiel et commercial,530 Rue Lanaudière,818.37,2013-01-01,-73.45221526322491,45.750410976359845
,Résidentiel et commercial,140 Rue Landreville,1507.73,2013-01-01,-73.45191270951993,45.75083624922485
,Résidentiel et commercial,570 Rue Lavoisier,395.14,2013-01-01,-73.44959563444668,45.751621106045704
,Résidentiel et commercial,119 Rue L'Écuyer,427.11,2013-01-01,-73.44918110048495,45.75144391010296
,Résidentiel et commercial,115 Rue L'Écuyer,385.46,2013-01-01,-73.44892486556175,45.751258791113614
,Résidentiel et commercial,109 Rue L'Écuyer,222.49,2013-01-01,-73.44864895819882,45.751096003989325
,Résidentiel et commercial,   ,203.71,2013-01-01,-73.44889975328967,45.751461253713
,Résidentiel et commercial,112 Rue Laroche,466.39,2013-01-01,-73.44865896293454,45.7519128883762
,Résidentiel et commercial,108 Rue Laroche,284.56,2013-01-01,-73.44834375870606,45.75171549580922
,Résidentiel et commercial,105 Rue L'Écuyer,537.85,2013-01-01,-73.44823103955123,45.751026159456075
,Résidentiel et commercial,104 Rue Laroche,1498.2,2013-01-01,-73.4479420292992,45.75137905694548
,Résidentiel et commercial,575 Rue Leclerc,1303.22,2013-01-01,-73.44745264695831,45.75120507797514
,Résidentiel et commercial,565 Rue Leclerc,446.59,2013-01-01,-73.44780672302794,45.75075074428225
,Résidentiel et commercial,100 Rue de Normandie,467.89,2013-01-01,-73.44556057697014,45.75309101597432
,Résidentiel et commercial,104 Rue de Normandie,302.78,2013-01-01,-73.44613565358736,45.75345662739635
,Résidentiel et commercial,114 Rue de Normandie,3241.97,2013-01-01,-73.44694181414573,45.75369165726199
,Résidentiel et commercial,610 Rue Lavoisier,1145.2,2013-01-01,-73.44776485245136,45.7540762462418
,Résidentiel et commercial,123 Boulevard Industriel,1361.09,2013-01-01,-73.44548900837502,45.756048518762476
,Résidentiel et commercial,129 Boulevard Industriel,450.77,2013-01-01,-73.4464640310963,45.756420436687115
,Résidentiel et commercial,   ,171.93,2013-01-01,-73.44612889161841,45.75639153667376
,Résidentiel et commercial,623 Rue Masson,1559.21,2013-01-01,-73.4451777265139,45.75636151123515
