ï»¿OBJECTID,MUNICIPALITE,HYDRONYME,SUPERFICIE,SHAPE.STArea(),SHAPE.STLength() 
7573,86042,,2277,2277,237.754795859102
7574,86042,,9013.5,9013.5,418.568293427504
7575,86042,,6786,6786,543.053887841804
7576,86042,,720,720,118.558453755425
7577,86042,,1172.5,1172.5,148.17737376398
7578,86042,,805,805,136.024504027253
7579,86042,,47194.69140877,47194.691408775,1829.4757955589
7580,86042,,1854.9990505,1854.9990505,173.754313272125
7581,86042,,5864.94660041,5864.94660041,662.053214259325
7582,86042,,3072.49269985,3072.49269985,265.713199687623
7583,86042,,1008,1008,126.637675957156
7584,86042,,1273.5,1273.5,136.853029625202
7585,86042,,2344.5,2344.5,190.114721956639
7586,86042,,857,857,163.151779610785
7587,86042,,4538.5,4538.5,400.326053239131
7588,86042,Lac Caste,1242248.68905773,1242248.68905773,6159.9690640318
7589,86042,,5096.5,5096.5,393.00320734875
7590,86042,,898.5,898.5,148.870397900743
7591,86042,,8058.5,8058.5,485.623750401602
7592,86042,,768,768,108.58352864484
7593,86042,,782.5,782.5,105.724766103933
7594,86042,,50727,50727,1704.57707977999
7595,86042,,46684,46684,1283.00094264306
7596,86042,,2597,2597,259.447593609083
7597,86042,,602,602,97.8906368118848
7598,86042,,1966.5,1966.5,183.785963776027
7599,86042,,794.5,794.5,134.302892862399
7600,86042,,7670,7670,668.289183279545
7601,86042,,849.5,849.5,123.985975687951
7602,86042,Ruisseau Sault,1481,1481,200.128291152007
7603,86042,,6336.46159786,6336.46159786,460.014044745066
7604,86042,,759.5,759.5,106.274125181022
7605,86042,,42276,42276,881.157154764359
7606,86042,,1843.5,1843.5,195.490500526436
7607,86042,Lac Provancher,3355999.00623115,3355999.00623115,11956.1547848816
7608,86042,,705.5,705.5,109.393402428184
7609,86042,,677,677,102.963450617371
7610,86042,,5950,5950,429.178157289793
7611,86042,,1462,1462,151.522251552697
7612,86042,,1177.5,1177.5,151.33073893879
7613,86042,,1986,1986,178.072910756966
7614,86042,,1520,1520,174.733058276527
7615,86042,,2942.5002,2942.5002,258.023733001918
7616,86042,,834,834,123.83078049174
7617,86042,,1021.98180071,1021.981800715,134.210016438477
7618,86042,,644.5,644.5,107.609542942849
7619,86042,,929,929,124.195944009434
7620,86042,,1990,1990,207.013586986605
7621,86042,,6840,6840,446.96324327898
7622,86042,,5438,5438,517.777950473839
7623,86042,,978,978,165.162272583782
7624,86042,,3280.5,3280.5,334.144997272217
7625,86042,,3654,3654,269.901521748525
7626,86042,,5685.5,5685.5,351.853146687523
7627,86042,,3588,3588,229.495085764567
7628,86042,,723.5,723.5,117.213424691989
7629,86042,,2285.00015,2285.00015,239.376437001386
7630,86042,,2470,2470,325.098411546778
7631,86042,,1651,1651,184.991952820315
7632,86042,,4154,4154,299.803917498124
7633,86042,,680.51819954,680.51819954,109.544149574629
7634,86042,,971.5,971.5,129.898215317027
7635,86042,,2299,2299,223.185594830919
7636,86042,,1504.5,1504.5,186.79188799652
7637,86042,,1068.5,1068.5,191.481999980131
7638,86042,,1070.5,1070.5,142.47494941028
7639,86042,,3024,3024,293.973884593811
7640,86042,Lac Lebrun,507988.49985,507988.49985,5863.07326184531
7641,86042,,2244,2244,207.880638662233
7642,86042,,2473.5,2473.5,287.258392007887
7643,86042,,645,645,99.4279732020172
7644,86042,,837.99995,837.99995,176.812961609275
7645,86042,,4333.49955,4333.49955,531.714791110043
7646,86042,,2641,2641,265.129264774283
7647,86042,,7683.5,7683.5,393.042872636805
7648,86042,,1134,1134,140.751942108502
7649,86042,,6320.50005,6320.50005,454.265748510044
7650,86042,,1873.5,1873.5,253.462723008468
7651,86042,,872,872,135.259892323196
7652,86042,,3611,3611,309.126394168523
7653,86042,,10459.5,10459.5,466.286283950931
7654,86042,,1221.75015902,1221.75015902,172.039783276997
7655,86042,,1362.99965,1362.99965,156.068438860669
7656,86042,,2099.5,2099.5,194.188462504477
7657,86042,,2052.5,2052.5,181.593143147693
7658,86042,,605,605,115.176391103977
7659,86042,,5115.5,5115.5,316.105827167844
7660,86042,,651.5,651.5,110.64857665494
7661,86042,,2395.5,2395.5,232.803261882546
7662,86042,,7315.5,7315.5,530.259427848322
7663,86042,,2955.5,2955.5,419.745892792704
7664,86042,,1423,1423,153.727891634153
7665,86042,,786.5,786.5,119.117278229256
7666,86042,,1089.5,1089.5,133.818852866198
7667,86042,Lac Sault,265622,265622,6274.15439565218
7668,86042,,13408.5,13408.5,990.184067017675
7669,86042,,4763.5,4763.5,311.878119029301
7670,86042,,6842.5,6842.5,359.978589460768
7671,86042,,1336.5,1336.5,208.170274438985
7672,86042,,609,609,132.422424802033
7673,86042,,1744.5,1744.5,214.238639118081
7674,86042,,909,909,148.017434695515
7675,86042,,1195.5,1195.5,184.859558590257
7676,86042,,6996,6996,440.461336677077
7677,86042,,2097,2097,212.527394267794
7678,86042,,702.5,702.5,122.622240731023
7679,86042,,2852.50055,2852.50055,220.10528438586
7680,86042,,1155.5,1155.5,183.045465948398
7681,86042,,975,975,119.592767972169
7682,86042,,4897.5,4897.5,287.137067741204
7683,86042,,660.5,660.5,103.712856035644
7684,86042,,722.5,722.5,114.737188700294
7685,86042,,1203.5,1203.5,172.26007418852
7686,86042,,1342,1342,216.501458670168
7687,86042,,1348.4999,1348.4999,195.036112818972
7688,86042,,11793.49995,11793.49995,492.723476116681
7689,86042,Cours d'eau Samuel,73195.47694678,73195.476946785,2645.60276328211
7690,86042,Cours d'eau Samuel,9728.11010029,9728.110100295,810.447359364511
7691,86042,Ruisseau Dormenan,26051,26051,1075.34942652909
7692,86042,,780.5,780.5,102.915407019365
7693,86042,,3631,3631,285.7801062886
7694,86042,,939,939,148.981271126272
7695,86042,,7095.5,7095.5,351.697049605038
7696,86042,,3955,3955,376.596635114947
7697,86042,,633,633,94.7719788712845
7698,86042,,5243.5,5243.5,371.878682361993
7699,86042,,1717.5,1717.5,228.816293459994
7700,86042,,1274,1274,136.807401431678
7701,86042,,1091,1091,139.450982693155
7702,86042,Lac Preissac,30609721.1341754,30609721.1341754,61528.7467152209
7703,86042,,587029.99655019,587029.996550185,3428.01636789805
7704,86042,Baie Ã  Cormier,65258.9997,65258.9997,1304.91777818171
7705,86042,,12183.06130319,12183.061303185,948.406343923378
7706,86042,,1070.01362895,1070.01362895,131.911061635678
7707,86042,,8550.5,8550.5,394.465185050911
7708,86042,,1208.5,1208.5,206.606756270825
7709,86042,,1484,1484,224.627218629353
7710,86042,,2061.5,2061.5,232.133180663458
7711,86042,,72338.0009,72338.0009,1746.76250260504
7712,86042,,8294,8294,549.352488047652
7713,86042,,1111.5,1111.5,136.448839331558
7714,86042,,1821.5,1821.5,156.341336389658
7715,86042,,24123,24123,1066.19713562282
7716,86042,Lac Caribou,98219.5,98219.5,1604.92889145657
7717,86042,,608.5,608.5,99.398264809704
7718,86042,,4204.49905,4204.49905,460.968970604748
7719,86042,,2001,2001,220.374409663579
7720,86042,,125271,125271,1541.25527004757
7721,86042,,3519.5,3519.5,425.522196986869
7722,86042,,1735.5,1735.5,272.287124259996
7723,86042,,3156.43114441,3156.431144415,215.29794745088
7724,86042,,623.5,623.5,110.939852346777
7725,86042,,4903.5,4903.5,520.239028007706
7726,86042,,4869,4869,346.691965517218
7727,86042,,6760,6760,315.253623207856
7728,86042,,3425.50859919,3425.508599185,294.0951356265
7729,86042,,732.5,732.5,108.634290187209
7730,86042,,3084,3084,243.429034262799
7731,86042,,3098.5,3098.5,314.554013633825
7732,86042,,985,985,125.585181688568
7733,86042,,3693.5002,3693.5002,287.830032563255
7734,86042,,1079,1079,135.316583737192
7735,86042,Ruisseau GagnÃ©,1691,1691,168.535993679372
7736,86042,,1419,1419,156.853992969169
7737,86042,,16181.00065,16181.00065,543.297998750721
7738,86042,,5941.5,5941.5,379.088974210646
7739,86042,,1146.5,1146.5,133.274540232731
7740,86042,,1835,1835,207.587915428029
7741,86042,,258922.5,258922.5,2234.17492337196
7742,86042,,2616,2616,293.287025402687
7743,86042,,19908.5,19908.5,661.728461337355
7744,86042,,4197,4197,299.724747272619
7745,86042,,976.5,976.5,115.597492622616
7746,86042,,4529,4529,380.527594443393
7747,86042,,1713.9998,1713.9998,251.583270055578
7748,86042,,683.49995,683.49995,110.3937397499
7749,86042,,2123.55129952,2123.551299515,215.817457495039
7750,86042,,2175.5,2175.5,237.176450408128
7751,86042,,2223,2223,191.887614923081
7752,86042,,4425.5,4425.5,381.413546827174
7753,86042,,1210,1210,197.60890459524
7754,86042,,2527.00015,2527.00015,292.350831918913
7755,86042,,1173,1173,181.392127258352
7756,86042,,3340,3340,304.525991961018
7757,86042,,2702.5,2702.5,285.879566929337
7758,86042,,2840.5,2840.5,370.407668876151
7759,86042,,1067.5,1067.5,136.995892257511
7760,86042,,2169,2169,205.814202840894
7761,86042,,1330.5,1330.5,182.752842635699
7762,86042,,2636,2636,204.383320232149
7763,86042,,664.5,664.5,107.141657873989
7764,86042,,13430.5,13430.5,758.91602273261
7765,86042,,1699,1699,194.388934534966
7766,86042,,1531.5,1531.5,175.481128433664
7767,86042,,732,732,125.232628497381
7768,86042,,1772,1772,190.159333683266
7769,86042,Lac Audisier,391051.96817968,391051.96817968,4717.46053458077
7770,86042,,2126,2126,195.99024192111
7771,86042,,772.0002,772.0002,114.703127544682
7772,86042,,780,780,121.205382030114
7773,86042,Lac Marillac,895212.60355222,895212.603552215,5212.432217232
7774,86042,,2079,2079,176.847547607314
7775,86042,,863.5,863.5,132.989343532534
7776,86042,,5163,5163,331.079045191583
7777,86042,,2770.5,2770.5,257.724808637725
7778,86042,,9905.5,9905.5,473.501895565738
7779,86042,,1835.5,1835.5,272.185238341556
7780,86042,,14684,14684,762.716893981977
7781,86042,,849.5,849.5,123.233045847597
7782,86042,,643.5,643.5,102.834587432716
7783,86042,,4705.02944948,4705.02944948,374.619770625176
7784,86042,,2215.50920066,2215.50920066,245.600054313314
7785,86042,,842.5,842.5,127.037409477361
7786,86042,,4615,4615,412.119784433051
7787,86042,,1987,1987,239.595716390474
7788,86042,,1373,1373,159.467199457352
7789,86042,,2483.5,2483.5,241.395694165368
7790,86042,,2794.5,2794.5,245.738016846106
7791,86042,,1168,1168,185.46014538144
7792,86042,,1276,1276,141.05397982196
7793,86042,,2218.49949973,2218.49949973,238.914230044781
7794,86042,,1114.9692501,1114.969250105,171.403173704346
7795,86042,,2175.47250076,2175.472500755,223.327407902245
7796,86042,,20370.5,20370.5,525.785019192346
7797,86042,,5762,5762,419.474198303118
7798,86042,,1211.5,1211.5,143.228350444473
7799,86042,,952,952,130.93427652002
7800,86042,,1968,1968,207.930913816506
7801,86042,Lac Boisclair,1547615.13894065,1547615.13894065,5500.38053125789
7802,86042,,989.5,989.5,161.70821058423
7803,86042,,21778.5,21778.5,874.545399568771
7804,86042,,7129.5,7129.5,344.970186316909
7805,86042,,2700.5,2700.5,279.431679887153
7806,86042,,2610,2610,288.103235060058
7807,86042,,962.44813299,962.44813299,126.162244076965
7808,86042,,15414.5,15414.5,808.582956287823
7809,86042,,2130,2130,223.466834896991
7810,86042,,2796.5,2796.5,271.788157361034
7811,86042,,18489.49955,18489.49955,1107.95796381622
7812,86042,Barrage de Rapide-Deux,3746,3746,668.769169114453
7813,86042,,4602.5,4602.5,537.335756406016
7814,86042,,4553,4553,326.756435438241
7815,86042,,1016.5,1016.5,143.824476115256
7816,86042,,1021,1021,171.268917516801
7817,86042,,2141,2141,183.542055842291
7818,86042,,13068,13068,779.985372667951
7819,86042,,840,840,116.82034161714
7820,86042,,10037,10037,465.774291312231
7821,86042,,1133.5,1133.5,148.50343799885
7822,86042,,17811,17811,1173.37281279249
7823,86042,,8535,8535,471.631745018168
7824,86042,,1967.5,1967.5,206.625841303747
7825,86042,,957.5,957.5,150.598365438594
7826,86042,,946,946,117.594313274739
7827,86042,Lac de la ChaudiÃ¨re,98021.99955,98021.99955,1371.15739303152
7828,86042,,3290.5,3290.5,210.750652411265
7829,86042,,1669,1669,187.069173076301
7830,86042,,2629,2629,264.096531556159
7831,86042,,1008,1008,140.185538656784
7832,86042,,1779.5,1779.5,248.235870484343
7833,86042,,6909.49985,6909.49985,713.297956294666
7834,86042,,9018.5,9018.5,615.849439860712
7835,86042,,2414,2414,198.817280759485
7836,86042,,2875.50035,2875.50035,236.980461352257
7837,86042,,5593.00015,5593.00015,315.949765962847
7838,86042,,6560.50005,6560.50005,432.973382847976
7839,86042,RiviÃ¨re Arnoux,50791.5006,50791.5006,1662.57977298689
7840,86042,,784,784,122.331716374649
7841,86042,,1859.5,1859.5,205.049016228822
7842,86042,,6525.5,6525.5,369.48792008112
7843,86042,,1915.5,1915.5,269.030494077707
7844,86042,,1969.5,1969.5,180.15388762917
7845,86042,,4696.5,4696.5,400.874490140457
7846,86042,,3688.5,3688.5,307.074750179716
7847,86042,,2241.5,2241.5,263.142677212775
7848,86042,,5521.5,5521.5,564.241560551965
7849,86042,,2259.5,2259.5,319.921293713926
7850,86042,,45334.16749372,45334.167493715,3789.12721704328
7851,86042,,2680.5,2680.5,260.422047994725
7852,86042,,3299,3299,309.965974768694
7853,86042,,1846.5,1846.5,178.057110928958
7854,86042,,1208,1208,148.287285166817
7855,86042,,742.5,742.5,108.131745972629
7856,86042,,836.5,836.5,116.580433925921
7857,86042,,16112.5943299,16112.594329905,3394.77130450134
7858,86042,,700.48159994,700.481599945,109.493416092529
7859,86042,,1405.99834946,1405.99834946,189.46415826423
7860,86042,,1789.43255069,1789.43255069,288.90776752721
7861,86042,,2568.01956379,2568.019563785,279.383247189445
7862,86042,,2026.48199991,2026.48199991,216.502601604258
7863,86042,,4756.9998,4756.9998,277.1824571362
7864,86042,Lac Buff,90935,90935,2280.05073225262
7865,86042,,2134.5081995,2134.508199495,267.54082512706
7866,86042,,3886.01165063,3886.011650625,456.955691453075
7867,86042,,837,837,130.882133022165
7868,86042,,1032.5,1032.5,173.098949742658
7869,86042,,2635,2635,236.065210215122
7870,86042,,2522.5,2522.5,261.253748128992
7871,86042,,1954,1954,186.555444589819
7872,86042,Ruisseau GagnÃ©,1517.5,1517.5,240.138895768478
7873,86042,,2121.5,2121.5,230.551369952201
7874,86042,,2080.4991,2080.4991,268.655158125656
7875,86042,,806,806,117.509096582974
7876,86042,,3681.5,3681.5,306.975419787043
7877,86042,,4748,4748,441.414850418542
7878,86042,,2720.5,2720.5,219.003077155433
7879,86042,,4546.5,4546.5,273.670243512175
7880,86042,,3157.50005,3157.50005,453.269537953601
7881,86042,,11229.00005,11229.00005,595.521201996736
7882,86042,Lac Gingras,385634.5,385634.5,3352.27242411687
7883,86042,,29068.99965,29068.99965,2338.32678867097
7884,86042,,2070,2070,219.653894739966
7885,86042,,1618,1618,251.002142680912
7886,86042,,6233.5,6233.5,521.233367161724
7887,86042,,2953.5,2953.5,204.818628441058
7888,86042,,3679,3679,243.740459425505
7889,86042,,820,820,152.476279978352
7890,86042,,664.5004,664.5004,107.468158246102
7891,86042,,1916,1916,215.378612513986
7892,86042,,1691.5,1691.5,171.979802847975
7893,86042,,826.5,826.5,119.828949717663
7894,86042,,1480.5,1480.5,171.680226970824
7895,86042,,4235,4235,306.423398839161
7896,86042,,2564.9998,2564.9998,328.23052528314
7897,86042,,638.5,638.5,129.832829782945
7898,86042,,1527.5,1527.5,161.802803838452
7899,86042,,2645,2645,252.689358754411
7900,86042,,1504,1504,189.354916311593
7901,86042,,892.5,892.5,153.442519247618
7902,86042,,2811.5,2811.5,217.237485738062
7903,86042,,224.88960257,224.889602575,67.6438912135935
7904,86042,,656.50425019,656.50425019,107.313790313929
7905,86042,,959.5,959.5,158.487220027549
7906,86042,,16977.5,16977.5,1025.27153054871
7907,86042,,2439.5,2439.5,197.690619099866
7908,86042,,6837,6837,424.384162804251
7909,86042,,2252.5,2252.5,199.139940105027
7910,86042,,3146.5,3146.5,272.308977988267
7911,86042,,607.5,607.5,118.772730850432
7912,86042,,2583,2583,263.932896203577
7913,86042,,1892,1892,271.447013897041
7914,86042,,1422.5,1422.5,143.792505438651
7915,86042,,868.5,868.5,128.32607157104
7916,86042,,11490.5,11490.5,530.338066880581
7917,86042,,701.5,701.5,134.401544693251
7918,86042,,1441,1441,146.522703819477
7919,86042,,3476,3476,396.947709434425
7920,86042,,710.5,710.5,118.23545444357
7921,86042,,620.5,620.5,100.058218194264
7922,86042,,16138.50025,16138.50025,683.566931591342
7923,86042,,4622.5,4622.5,283.440933011203
7924,86042,,11535.5,11535.5,576.12382848646
7925,86042,,735.5,735.5,111.677766435751
7926,86042,,4416.18401181,4416.18401181,393.364950099055
7927,86042,,19186.5,19186.5,877.804216355502
7928,86042,,79383.50025,79383.50025,1253.92812759208
7929,86042,,1085,1085,148.742727301699
7930,86042,,605.5,605.5,100.590367727807
7931,86042,,1906,1906,184.995411745156
7932,86042,,1633,1633,212.483134298523
7933,86042,,749.5,749.5,107.92159329009
7934,86042,,1329.5,1329.5,203.525600530095
7935,86042,,830,830,140.689242327578
7936,86042,,1110.01660035,1110.01660035,157.903865695273
7937,86042,,1038.00649998,1038.006499985,139.661345048715
7938,86042,,1298.5,1298.5,152.98405326584
7939,86042,,921,921,129.759005398013
7940,86042,,11932,11932,481.831630470355
7941,86042,,4038.94652986,4038.94652986,367.649892604243
7942,86042,,6832.00889534,6832.00889534,507.996512155172
7943,86042,,53671.50381445,53671.50381445,4565.65705108602
7944,86042,,4752.4734995,4752.4734995,443.903795203631
7945,86042,,1362.5,1362.5,141.500565415711
7946,86042,,1765.5,1765.5,176.836454104932
7947,86042,,3895.5,3895.5,262.638245669299
7948,86042,,1368.5,1368.5,246.097463411403
7949,86042,,2351.5,2351.5,251.017668802411
7950,86042,,2075,2075,272.329192672121
7951,86042,,4013.5,4013.5,309.620214562206
7952,86042,,1214.5,1214.5,141.625015281699
7953,86042,,4101,4101,255.184176617307
7954,86042,,7115,7115,333.454535532149
7955,86042,,786,786,111.437871763558
7956,86042,,2540,2540,187.706103216481
7957,86042,,1319.5,1319.5,172.661919435092
7958,86042,,997.5,997.5,135.361167795765
7959,86042,,4023,4023,342.963941892267
7960,86042,,1820,1820,181.522707673384
7961,86042,,663.5,663.5,122.072483108959
7962,86042,,2040,2040,263.998135574387
7963,86042,,6339.5,6339.5,554.886795681388
7964,86042,Lac FrÃ©chette,5119188.88491329,5119188.88491329,11623.0467793811
7965,86042,,1971.9999,1971.9999,193.133391518644
7966,86042,,1787,1787,218.840152089371
7967,86042,,2376.5,2376.5,193.99820694369
7968,86042,,2471.5,2471.5,312.807099481521
7969,86042,,1823.5,1823.5,185.173655751067
7970,86042,,1300,1300,166.888434062311
7971,86042,Ruisseau Desjardins,12574.12537033,12574.125370325,2571.63563210893
7972,86042,,1431.5,1431.5,192.209176029987
7973,86042,,1235,1235,165.827833796298
7974,86042,,2654.5,2654.5,308.372524654489
7975,86042,,981,981,123.492151851096
7976,86042,,909,909,147.716827621265
7977,86042,,1949.5,1949.5,173.300848293394
7978,86042,,7102.00015,7102.00015,365.557354148379
7979,86042,,652,652,98.8952935726763
7980,86042,,3583.5,3583.5,336.60213510534
7981,86042,,2281.5,2281.5,252.101521632176
7982,86042,,3205.5,3205.5,256.426035120808
7983,86042,,767,767,105.240432485631
7984,86042,,2249,2249,253.84010781271
7985,86042,,1245,1245,170.474864764501
7986,86042,,643.5,643.5,106.576631606288
7987,86042,,1582.5,1582.5,206.255919348174
7988,86042,,4192,4192,299.303335651715
7989,86042,,1249,1249,162.716922018469
7990,86042,,5716,5716,300.922936614273
7991,86042,,782,782,117.195921555971
7992,86042,,669.5,669.5,103.786794353731
7993,86042,,2062.5,2062.5,207.044963714389
7994,86042,,14572.5,14572.5,877.477016962364
7995,86042,,4380.5,4380.5,303.1357304043
7996,86042,,8290,8290,627.790558157322
7997,86042,,1158.5,1158.5,152.873541001226
7998,86042,,4820.5,4820.5,309.311095994466
7999,86042,,1173,1173,149.513308382388
8000,86042,,3000.99809289,3000.99809289,280.563056252904
8001,86042,,2244,2244,231.009571161551
8002,86042,,7916.49985,7916.49985,420.999968607067
8003,86042,,696.5,696.5,102.860788672661
8004,86042,,13041.5,13041.5,992.574968502148
8005,86042,,5684.0684894,5684.0684894,307.427208583216
8006,86042,,3510.99995,3510.99995,375.098611215871
8007,86042,,8545,8545,1039.05894267453
8008,86042,,4721.5,4721.5,393.738662641181
8009,86042,,4611.0001,4611.0001,275.496702024157
8010,86042,,1083.5,1083.5,161.157430174934
8011,86042,,51434,51434,1391.91542581327
8012,86042,,4438,4438,465.632211239799
8013,86042,,1860,1860,215.190489580945
8014,86042,,717,717,115.799280292365
8015,86042,Lac du Prospecteur,93932.99975,93932.99975,2402.421936106
8016,86042,,1925,1925,228.682510977916
8017,86042,,5271.5,5271.5,363.526180739002
8018,86042,,1671.5,1671.5,214.374037965167
8019,86042,,1053.5,1053.5,126.312126036175
8020,86042,,3977.5,3977.5,321.221632381873
8021,86042,,1260,1260,139.406101909406
8022,86042,,9142,9142,384.522212917093
8023,86042,,1763.5,1763.5,216.315411530305
8024,86042,,4056,4056,367.906996406768
8025,86042,,1437,1437,156.122728715164
8026,86042,,690.5,690.5,105.041192853912
8027,86042,,607,607,122.762841480887
8028,86042,,971,971,147.511809465628
8029,86042,,20948,20948,1250.50512880837
8030,86042,,996.5,996.5,155.301356301365
8031,86042,,39154,39154,747.789894741004
8032,86042,,1407,1407,142.469504868116
8033,86042,Lac du Miroir,43509,43509,1432.41356568458
8034,86042,Lac Musard,35687,35687,1056.80313303696
8035,86042,,4950,4950,503.640423142394
8036,86042,,2094,2094,210.08433268205
8037,86042,,3071.5,3071.5,245.973636109297
8038,86042,,1738.5,1738.5,234.07046102986
8039,86042,,1897.5,1897.5,202.345959048235
8040,86042,,766.5,766.5,110.081650228215
8041,86042,,1353,1353,191.882102317032
8042,86042,,3330.5,3330.5,296.341500012046
8043,86042,,2765,2765,343.738230106275
8044,86042,,1110,1110,157.532811937107
8045,86042,,13609.4995,13609.4995,1071.43319112765
8046,86042,,759,759,139.516267951787
8047,86042,,993,993,156.283284841125
8048,86042,,2176.50015,2176.50015,215.331180246912
8049,86042,,716,716,111.319899909743
8050,86042,,4880.5,4880.5,369.461300136379
8051,86042,,920,920,158.304020159414
8052,86042,,10914,10914,588.276532623753
8053,86042,,5048.29762109,5048.297621085,426.758944157699
8054,86042,,10859,10859,426.390618114649
8055,86042,,4959.00015,4959.00015,397.007544616231
8056,86042,,5166.5,5166.5,317.950953965249
8057,86042,,4662,4662,297.81821861244
8058,86042,,1650,1650,165.308694779076
8059,86042,,1260,1260,196.030439616428
8060,86042,,1992,1992,301.468039196275
8061,86042,,3751,3751,254.82489930135
8062,86042,,7.6554658,7.6554658,20.1109613353333
8063,86042,,3888,3888,300.545372318764
8064,86042,,1111.5,1111.5,165.038250518732
8065,86042,,2381.49607898,2381.49607898,213.618833800341
8066,86042,,1188.5,1188.5,165.728193369892
8067,86042,,843.5,843.5,128.024095855438
8068,86042,,4055.53009946,4055.53009946,363.822203693995
8069,86042,,2357.49019999,2357.490199995,237.910244986584
8070,86042,,704.9896506,704.9896506,113.753868533349
8071,86042,,1135.96319991,1135.963199905,164.622561103596
8072,86042,,1735.5,1735.5,210.563227699129
8073,86042,Lac Grance,364959.5007,364959.5007,3556.94808030407
8074,86042,,1063,1063,131.64689125216
8075,86042,,1247,1247,151.515201125502
8076,86042,,41208.5,41208.5,1727.81464261235
8077,86042,,1706.5,1706.5,172.962322151265
8078,86042,,915.5,915.5,169.270130215708
8079,86042,,1512,1512,197.866714273902
8080,86042,,12846,12846,520.770606674031
8081,86042,,649.50744992,649.507449915,106.649020246202
8082,86042,,874.51224949,874.51224949,126.716078279343
8083,86042,,2823.96034978,2823.96034978,229.869431570847
8084,86042,,3217.9961496,3217.996149595,248.54666465347
8085,86042,,13959.98651602,13959.98651602,1066.52202405024
8086,86042,,1074.00999929,1074.009999285,185.492622742002
8087,86042,,6075,6075,466.162205682679
8088,86042,,1739,1739,184.931617801914
8089,86042,,1631.5,1631.5,220.755700664851
8090,86042,,2350.5,2350.5,274.786537937785
8091,86042,,707.5,707.5,109.842127560177
8092,86042,,4081.5,4081.5,272.517334253839
8093,86042,,997.5,997.5,143.689232880701
8094,86042,,2531.5002,2531.5002,271.172911627964
8095,86042,,8205,8205,389.914214309388
8096,86042,,984,984,149.652051885443
8097,86042,,4814.50047278,4814.500472775,401.618323578607
8098,86042,,21486,21486,845.594775919519
8099,86042,,1485.5,1485.5,232.97358272094
8100,86042,,1347,1347,164.098411762188
8101,86042,,6539.5,6539.5,443.915230869771
8102,86042,,1142,1142,164.800821244727
8103,86042,,11456.00005,11456.00005,510.750164731064
8104,86042,Baie Richard,1083155.517205,1083155.517205,5633.72473396769
8105,86042,Lac des RÃ©sineux,37360.5,37360.5,1002.44437956331
8106,86042,,8068,8068,398.432018206642
8107,86042,,5157,5157,329.264839389079
8108,86042,,861,861,154.517527507371
8109,86042,,3729.5,3729.5,402.607365683435
8110,86042,,3226,3226,278.513705943259
8111,86042,,1723.5,1723.5,228.040322625341
8112,86042,,1592.5,1592.5,177.36047835311
8113,86042,,2931.5,2931.5,287.887351257013
8114,86042,,1175,1175,204.256630303512
8115,86042,,1048.49995,1048.49995,134.404689550143
8116,86042,,2335.5,2335.5,239.536989325651
8117,86042,Lac HÃ©va,2359849.81427032,2359849.81427032,6629.77192829891
8118,86042,,31989.5,31989.5,1271.39766075904
8119,86042,,85633.5,85633.5,1856.87993300375
8120,86042,,2623.5,2623.5,222.217538754436
8121,86042,,961,961,135.69918400666
8122,86042,,4357,4357,285.223055399401
8123,86042,Lac Ponto,34905,34905,1050.9186566322
8124,86042,,5860.9999,5860.9999,563.576468561547
8125,86042,Baie chez Yelle,192200.47489425,192200.474894255,2632.48207212504
8126,86042,,1892,1892,177.161975486031
8127,86042,,1213.5,1213.5,197.319215560844
8128,86042,,741.5,741.5,108.083822534256
8129,86042,,3586,3586,264.907288729294
8130,86042,,8231,8231,452.407208033787
8131,86042,,708.5,708.5,106.958679043284
8132,86042,,2599.5,2599.5,218.753645471718
8133,86042,,630.5,630.5,102.128407353655
8134,86042,,1394,1394,293.238708250756
8135,86042,,1027,1027,151.369939664819
8136,86042,,1824.01880151,1824.018801515,220.835532275381
8137,86042,,5646.51270025,5646.51270025,502.477804482854
8138,86042,,713,713,119.764832446859
8139,86042,Ruisseau Desjardins,33670.55444484,33670.55444484,11031.2871687341
8140,86042,,1661.5,1661.5,179.217413339724
8141,86042,,3336,3336,233.224468090955
8142,86042,,2987.50065,2987.50065,210.30588833849
8143,86042,,773.5,773.5,133.897575658152
8144,86042,,4870.5,4870.5,411.968954158662
8145,86042,,1150,1150,149.04468224687
8146,86042,,2014,2014,165.559860377623
8147,86042,,1666.5,1666.5,205.367863335512
8148,86042,,796,796,118.865261088258
8149,86042,,641,641,107.126061321905
8150,86042,,3608,3608,256.236487813879
8151,86042,,4625.00004323,4625.00004323,526.934368696665
8152,86042,,2785.5,2785.5,219.15257120614
8153,86042,,1019.5,1019.5,192.874634037944
8154,86042,,8992.5,8992.5,776.400885612455
8155,86042,,657,657,132.52848216328
8156,86042,,1156.5,1156.5,166.921476602892
8157,86042,,675,675,96.373304562221
8158,86042,,5388.5,5388.5,362.742065834552
8159,86042,Lac De Chabert,476445,476445,4535.60906001158
8160,86042,,21565,21565,894.212082619938
8161,86042,,1028.5,1028.5,171.496730138356
8162,86042,,3063.5,3063.5,244.531054428851
8163,86042,,3501.5,3501.5,260.674092447207
8164,86042,,2080.5,2080.5,250.617230960785
8165,86042,,708,708,103.337949087571
8166,86042,,1067.5,1067.5,154.793587536096
8167,86042,,1247.5,1247.5,209.782834324019
8168,86042,,709.5,709.5,116.696040384177
8169,86042,,2310,2310,218.096363116196
