Id_Carriere,Nom,Type,Description,URL,Arrondissement
507,DS(G),Dépôt de surface,Relevés de méthane 2016,https://drive.google.com/file/d/1ph6_Mh3oDxsRwO4L1rHf34_hdu3qxitd/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
507,DS(G),Dépôt de surface,Plan de localisation 3,https://drive.google.com/file/d/1jt0S4Scahh2x_-791-vbRGxdI7u9OU_r/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
507,DS(G),Dépôt de surface,Plan de localisation 2,https://drive.google.com/file/d/1UOzjbpJYKrJxmRwS8HGa7pA2EKxLjT82/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
508,DS(H),Dépôt de surface,Plan de localisation,https://drive.google.com/file/d/1zztCta4_-0OZ-9NVBG_hYC2eMq0YGEsa/view?usp=sharing,Verdun
508,DS(H),Dépôt de surface,Relevés de méthane 2016,https://drive.google.com/file/d/1xX66U8qVE16T0GaRuJASuSc10GQ_TT9Z/view?usp=sharing,Verdun
509,DS(I),Dépôt de surface,Gerled,https://drive.google.com/file/d/1dzWqW4kJ8odX5fzMiJPxnwyVsRtlASw7/view?usp=sharing,Verdun
510,DS(J),Dépôt de surface,Plan de localisation,https://drive.google.com/file/d/1vfXmUvX5KIgS0q_a-j06cA1LhHtVyoIu/view?usp=sharing,Rivière-des-Prairies — Pointe-aux-Trembles
511,DS(K),Dépôt de surface,Gerled,https://drive.google.com/file/d/1GsEisSof9d7mRNVWcDJsD-izDjuAykEz/view?usp=sharing,Lachine
512,DS(L),Dépôt de surface,Gerled,https://drive.google.com/file/d/1O_4gTtuLdMzWMUO7EK5BaHXgLsYkr80W/view?usp=sharing,Lachine
503,DS(C),Dépôt de surface,Relevés de méthane 2017,https://drive.google.com/open?id=1rE6W7yNnTGhEwxtxd-NPL3r7WPQvOFYG,Rivière-des-Prairies — Pointe-aux-Trembles
510,DS(J),Dépôt de surface,Relevés de méthane 2017,https://drive.google.com/file/d/1emj-l6HJD3UkQSBp2BONIVqAeWdEkgtJ/view?usp=sharing,Rivière-des-Prairies — Pointe-aux-Trembles
513,DS(M),Dépôt de surface,Plan de localisation,https://drive.google.com/file/d/1707VeGKN3tRMho9V7RAleuYyYFh_uK9O/view?usp=sharing,LaSalle
504,DS(D),Dépôt de surface,Relevés de méthane 2017,https://drive.google.com/file/d/1962DgcPy8hjAaOsAUgbkOoS3psWqSEcB/view?usp=sharing,Rivière-des-Prairies — Pointe-aux-Trembles
508,DS(H),Dépôt de surface,Relevés de méthane 2017,https://drive.google.com/file/d/1MBG8GtpgcA-S5DoRgF7t51W22u7RgjsG/view?usp=sharing,Verdun
508,DS(H),Dépôt de surface,Plan de localisation,https://drive.google.com/file/d/15EwDuu5UUUwfYsmtiw3n1Kd4izQgnf3u/view?usp=sharing,Verdun
508,DS(H),Dépôt de surface,Photo aérienne 1947,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-05.jpg,Verdun
508,DS(H),Dépôt de surface,Photo aérienne 1947,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-07.jpg,Verdun
508,DS(H),Dépôt de surface,Photo aérienne 1947,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-09.jpg,Verdun
508,DS(H),Dépôt de surface,Photo aérienne 1947,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-11.jpg,Verdun
508,DS(H),Dépôt de surface,Photo aérienne 1947,http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-12.jpg,Verdun
504,DS(D),Dépôt de surface,Relevés de méthane 2018,https://drive.google.com/file/d/11Ajp0aurzDONZ9CyS9N0RsGe_Pof9rc1/view?usp=sharing,Rivière-des-Prairies — Pointe-aux-Trembles
