Id_Carriere,Nom,Type,Description,URL,Arrondissement
18,Carrière No 18,Carrière,Rapport géologique 1,https://drive.google.com/file/d/1sQ0ikkQG14-h8-PHk8U-Qz64N1X5aFUR/view?usp=sharing,Côte-des-Neiges — Notre-Dame-de-Grâce
18,Carrière No 18,Carrière,Rapport géologique 2,https://drive.google.com/file/d/1wighIRGCm23zXhFA_O7X4qHRHcWF1kZt/view?usp=sharing,Côte-des-Neiges — Notre-Dame-de-Grâce
19,Carrière No 19,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Côte-des-Neiges — Notre-Dame-de-Grâce
19,Carrière No 19,Carrière,Rapport géologique 1,https://drive.google.com/file/d/1rVN0tF3HPRnWMYkpHDieq2kMW19tL38a/view?usp=sharing,Côte-des-Neiges — Notre-Dame-de-Grâce
19,Carrière No 19,Carrière,Rapport géologique 2,https://drive.google.com/file/d/1pd72BgEO7b3vnXBqeix_VkxbUjfM523A/view?usp=sharing,Côte-des-Neiges — Notre-Dame-de-Grâce
20,Carrière No 20,Carrière,Rapport géologique,https://drive.google.com/file/d/1x9KZ8Mz05t6Y8B6fM-zg2gBSNMRNL5hV/view?usp=sharing,Outremont
21,Carrière No 21,Carrière,Rapport géologique 1,https://drive.google.com/file/d/1sYOiUXboer6Qo__48m3WlyFKvSHBOTnJ/view?usp=sharing,Saint-Laurent
21,Carrière No 21,Carrière,Rapport géologique 2,https://drive.google.com/file/d/1BuBmrUpJWD7VaOVhHGbFXk4kTsdR-36q/view?usp=sharing,Saint-Laurent
22,Carrière No 22,Carrière,Photos aérienne 1947,https://drive.google.com/file/d/12jEAtdCqQY5hH1NqFHf6yqJ-S5VEEHHk/view?usp=sharing,Ahuntsic-Cartierville
22,Carrière No 22,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Ahuntsic-Cartierville
22,Carrière No 22,Carrière,Rapport géologique,https://drive.google.com/file/d/1Y-No7W3GtJT4sEr0MKUE-4c4R339jWnG/view?usp=sharing,Ahuntsic-Cartierville
23,Carrière No 23,Carrière,Photos aérienne 1947,https://drive.google.com/file/d/1lKHUrqaCeXTJANo4Jd0ax-X7mQW7TrYN/view?usp=sharing,Ahuntsic-Cartierville
23,Carrière No 23,Carrière,Plan de localisation,https://drive.google.com/file/d/1LinuJLH_83AUENQBickfqN1BC5qQaOtF/view?usp=sharing,Ahuntsic-Cartierville
23,Carrière No 23,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Ahuntsic-Cartierville
23,Carrière No 23,Carrière,Rapport géologique,https://drive.google.com/file/d/1Smyw6QVGrbU177biBzRQfvwxCjoLD4tI/view?usp=sharing,Ahuntsic-Cartierville
24,Carrière No 24,Carrière,Plan de localisation,https://drive.google.com/file/d/10OacHvkTmEfHGAGtQO73hJjWU3m4_rGU/view?usp=sharing,Ahuntsic-Cartierville
24,Carrière No 24,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Ahuntsic-Cartierville
24,Carrière No 24,Carrière,Rapport géologique,https://drive.google.com/file/d/1nrsbl79xBunbJVHPYBmad7DFxkJL5Fm1/view?usp=sharing,Ahuntsic-Cartierville
25,Carrière No 25,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
25,Carrière No 25,Carrière,Rapport géologique,https://drive.google.com/file/d/1cauo_5LFGx1w3yNgk2zwpLgkdMTmt4aL/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
26,Carrière No 26,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
26,Carrière No 26,Carrière,Rapport géologique,https://drive.google.com/file/d/1fl_A3BShu227tNpnNpandQ0cxyxWyMzA/view?usp=sharing,Rosemont — La Petite-Patrie
27,Carrière No 27,Carrière,Fortification Survey,https://drive.google.com/file/d/1HRQ2kuLannQWMdsVl_Ig52yzKwyZ4yFb/view?usp=sharing,Plateau-Mont-Royal
27,Carrière No 27,Carrière,Gerled,https://drive.google.com/file/d/1q-wJVDTkp_NOEgsGY4xwdaVYA9FCL6tF/view?usp=sharing,Plateau-Mont-Royal
27,Carrière No 27,Carrière,Plan de localisation 1,https://drive.google.com/file/d/1I9e8lSI5xscAzHraJOfEeZUq9X4aimHN/view?usp=sharing,Plateau-Mont-Royal
27,Carrière No 27,Carrière,Plan de localisation 2,https://drive.google.com/file/d/1u2cjgYXfoAjXtaHexActn96mSnikp0r7/view?usp=sharing,Plateau-Mont-Royal
27,Carrière No 27,Carrière,Plan de localisation 3,https://drive.google.com/file/d/19BX9KVOG4iuXMNLrZyngLdYNHEnyKR66/view?usp=sharing,Plateau-Mont-Royal
27,Carrière No 27,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Plateau-Mont-Royal
27,Carrière No 27,Carrière,Rapport géologique,https://drive.google.com/file/d/1rQcAbPejRgspbjcGGiTPodCCNULGWPSS/view?usp=sharing,Plateau-Mont-Royal
28,Carrière No 28,Carrière,Plan de localisation 2,https://drive.google.com/file/d/1RH4CdLrE1xkgXowI-lWhLYhGgfIYTpRr/view?usp=sharing,Rosemont — La Petite-Patrie
28,Carrière No 28,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
28,Carrière No 28,Carrière,Rapport géologique,https://drive.google.com/file/d/1DdzmF5wWhkexPXsycAKa-EJUZGcHZ6Up/view?usp=sharing,Rosemont — La Petite-Patrie
29,Carrière No 29,Carrière,Plan de localisation 1,https://drive.google.com/file/d/1ipz9Kl9Z3Y9HszOIcGQgG8UocVUCILtL/view?usp=sharing,Rosemont — La Petite-Patrie
29,Carrière No 29,Carrière,Plan de localisation 2,https://drive.google.com/file/d/1PI332TTCkVIkmWS0v_ShMo6QZRTcYsfm/view?usp=sharing,Rosemont — La Petite-Patrie
29,Carrière No 29,Carrière,Plan d'expropriation 1,https://drive.google.com/file/d/1iqJn1ThI-_xFTZOCelRPRcz2DMgdvrg4/view?usp=sharing,Rosemont — La Petite-Patrie
29,Carrière No 29,Carrière,Plan d'expropriation 2,https://drive.google.com/file/d/1XJUsLmjxmkrHYuRuBRXn9QUjxxrEdcyz/view?usp=sharing,Rosemont — La Petite-Patrie
29,Carrière No 29,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
29,Carrière No 29,Carrière,Rapport géologique 1,https://drive.google.com/file/d/1hitPD2_x48MAJi6C470DQQzL9HSisic_/view?usp=sharing,Rosemont — La Petite-Patrie
29,Carrière No 29,Carrière,Rapport géologique 2,https://drive.google.com/file/d/1qd0Jt-M4oTEK0lgd62aMAhC4ahD3Ig-f/view?usp=sharing,Rosemont — La Petite-Patrie
29,Carrière No 29,Carrière,Relevés de biogaz,https://drive.google.com/file/d/16IufFn4MLO5eOhDih65PUoF1E86MHeeD/view?usp=sharing,Rosemont — La Petite-Patrie
30,Carrière No 30,Carrière,Document historique,https://drive.google.com/file/d/1-QwLTM_CLt515ZlwqiXyKyI1naIhMJtB/view?usp=sharing,Rosemont — La Petite-Patrie
30,Carrière No 30,Carrière,Fortification Survey,https://drive.google.com/file/d/1UkOmntpLV7G6oONPM6XzqSBr_u1Oc6cq/view?usp=sharing,Rosemont — La Petite-Patrie
30,Carrière No 30,Carrière,Plan de localisation 1,https://drive.google.com/file/d/1pcnNfqUyrNUNpS6l3ktNQJtDzB5tYD1L/view?usp=sharing,Rosemont — La Petite-Patrie
30,Carrière No 30,Carrière,Plan de localisation 2,https://drive.google.com/file/d/1PI332TTCkVIkmWS0v_ShMo6QZRTcYsfm/view?usp=sharing,Rosemont — La Petite-Patrie
30,Carrière No 30,Carrière,Plan d'expropriation,https://drive.google.com/file/d/13bOJ6YovIyU3OesRDkgHHBRzlRdN11EK/view?usp=sharing,Rosemont — La Petite-Patrie
30,Carrière No 30,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
30,Carrière No 30,Carrière,Rapport géologique 1,https://drive.google.com/file/d/1DkULj5cDAYLXh1jNJ-lNnnHDahiE0QXc/view?usp=sharing,Rosemont — La Petite-Patrie
30,Carrière No 30,Carrière,Rapport géologique 2,https://drive.google.com/file/d/1FOcgvY0YU-6rNxB7HVX7WQBDNiyutn9V/view?usp=sharing,Rosemont — La Petite-Patrie
30,Carrière No 30,Carrière,Relevés de biogaz,https://drive.google.com/file/d/16IufFn4MLO5eOhDih65PUoF1E86MHeeD/view?usp=sharing,Rosemont — La Petite-Patrie
31,Carrière No 31,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Plateau-Mont-Royal
31,Carrière No 31,Carrière,Rapport géologique,https://drive.google.com/file/d/1i27oe6mykFgCPiabZKzQe9yZfIfw8Cx3/view?usp=sharing,Plateau-Mont-Royal
32,Carrière No 32,Carrière,Fortification Survey,https://drive.google.com/file/d/1S9dbkzGIgkX0NNkyvdCq7aRISPJOEdII/view?usp=sharing,Plateau-Mont-Royal
32,Carrière No 32,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Plateau-Mont-Royal
32,Carrière No 32,Carrière,Rapport géologique,https://drive.google.com/file/d/1qyMlAHT_ouv7cdBbjF2fL5rGp9qXOXJ_/view?usp=sharing,Plateau-Mont-Royal
33,Carrière No 33,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Plateau-Mont-Royal
33,Carrière No 33,Carrière,Rapport géologique,https://drive.google.com/file/d/13JYwiLD_FOcGyDp7CuK0WDuugOUhOOLk/view?usp=sharing,Plateau-Mont-Royal
34,Carrière No 34,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Plateau-Mont-Royal
34,Carrière No 34,Carrière,Rapport géologique,https://drive.google.com/file/d/1L38RRyETEfJSDqF0EXfkUqpVvNs8-pFF/view?usp=sharing,Plateau-Mont-Royal
36,Carrière No 36,Carrière,Gerled,https://drive.google.com/file/d/1p1pfyvP73qilC0yUv66Lcg8_-unF7xrX/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
36,Carrière No 36,Carrière,Plan d'expropriation 1,https://drive.google.com/file/d/1ImI1Ptuiww0tWEaUe9T16lTPNcDPvZ1s/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
36,Carrière No 36,Carrière,Plan d'expropriation 2,https://drive.google.com/file/d/163smyXkvirp3033rY3HjTSdDBEeQUWqK/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
36,Carrière No 36,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
36,Carrière No 36,Carrière,Rapport geologique,https://drive.google.com/file/d/1x4qMqqtaMfZDHIV9lxtDjYyVdb91RVLZ/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
37,Carrière No 37,Carrière,Plan d'expropriation,https://drive.google.com/file/d/1VzvzJGA8rG_2lyXOkCFRHsHpZ9BanST7/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
37,Carrière No 37,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
38,Carrière No 38,Carrière,Plan d'expropriation,https://drive.google.com/file/d/1Gb_P4eq1PyKaOK54krc9V9JUF1qpiehM/view?usp=sharing,Rosemont — La Petite-Patrie
38,Carrière No 38,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
38,Carrière No 38,Carrière,Rapport geologique,https://drive.google.com/file/d/1sL0O3e91B5uqztNTwjQJCTc9zxCoDLuq/view?usp=sharing,Rosemont — La Petite-Patrie
38,Carrière No 38,Carrière,Relevés de méthane 2016,https://drive.google.com/file/d/1QVssC6z_UmE9UYKvQezZOExXbwoY3PgD/view?usp=sharing,Rosemont — La Petite-Patrie
39,Carrière No 39,Carrière,Plan de localisation,https://drive.google.com/file/d/1HXHBn0G4hWva-sg8NY0CvYPUrGqcocQe/view?usp=sharing,Rosemont — La Petite-Patrie
39,Carrière No 39,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
39,Carrière No 39,Carrière,Rapport geologique,https://drive.google.com/file/d/1x54-ZuPLr-QjLHdPllRHF_hzV3jbu5zJ/view?usp=sharing,Rosemont — La Petite-Patrie
39,Carrière No 39,Carrière,Relevés de méthane 2016,https://drive.google.com/file/d/1QVssC6z_UmE9UYKvQezZOExXbwoY3PgD/view?usp=sharing,Rosemont — La Petite-Patrie
40,Carrière No 40,Carrière,Plan de localisation,https://drive.google.com/file/d/1xiZIr3NoAbrNo_LPYLqOQ8pWm03-UeVx/view?usp=sharing,Rosemont — La Petite-Patrie
40,Carrière No 40,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
40,Carrière No 40,Carrière,Rapport géologique,https://drive.google.com/file/d/1lnIPOYumhqCO35o_VN7Gf_caUtlx9JPR/view?usp=sharing,Rosemont — La Petite-Patrie
41,Carrière No 41,Carrière,Plan de localisation,https://drive.google.com/file/d/1HaMpBjO_srD9hJQOKtyTltt9sbO-66JD/view?usp=sharing,Rosemont — La Petite-Patrie
41,Carrière No 41,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
42,Carrière No 42,Carrière,Plan de locxlisation 1,https://drive.google.com/file/d/1Vs7Ht-HZ4g1t_UfFKQdJx6K13NDYlja_/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
42,Carrière No 42,Carrière,Plan de ocalisation 2,https://drive.google.com/file/d/1hTkMJNheP6QFxRXwqVV5IAinfjEH4EAD/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
42,Carrière No 42,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
43,Carrière No 43,Carrière,Gerled,https://drive.google.com/file/d/1egb2BQx4WXT0hOkVuG8fG3BIX-BPaGbY/view?usp=sharing,Rosemont — La Petite-Patrie
43,Carrière No 43,Carrière,Plan de localisation 1,https://drive.google.com/file/d/1Zs-7tb1_rMASC2HlkXmW3XA09-Y5PTi_/view?usp=sharing,Rosemont — La Petite-Patrie
43,Carrière No 43,Carrière,Plan de localisation 2,https://drive.google.com/file/d/1vP7hac30zIwwHOen96uhEp58kAdFWBrA/view?usp=sharing,Rosemont — La Petite-Patrie
43,Carrière No 43,Carrière,Plan de localisation 3,https://drive.google.com/file/d/1xucGlfCjV8GXcENtrGhD_uQXVbiJpHpW/view?usp=sharing,Rosemont — La Petite-Patrie
43,Carrière No 43,Carrière,Plan de localisation 4,https://drive.google.com/file/d/1U63RtHrPOq9mwiRQTJ0LqhJcKMpXD9UZ/view?usp=sharing,Rosemont — La Petite-Patrie
43,Carrière No 43,Carrière,Plan de localisation 5,https://drive.google.com/file/d/1uL40Gv5qAylY4N_mE2XbDBNaWYx-Frhh/view?usp=sharing,Rosemont — La Petite-Patrie
43,Carrière No 43,Carrière,Plan d'expropriation,https://drive.google.com/file/d/1CKnMHm-Vtkar3VzFwWJ2F0L7M3GCXTBw/view?usp=sharing,Rosemont — La Petite-Patrie
43,Carrière No 43,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
44,Carrière No 44,Carrière,Plan de localisation 1,https://drive.google.com/file/d/13yVL3SElijbvgiHa8gVkFeu7SwjSksNX/view?usp=sharing,Rosemont — La Petite-Patrie
44,Carrière No 44,Carrière,Plan de localisation 2,https://drive.google.com/file/d/1LhxBBIfWZ1nIcXKyerK1t9aBHa5kllXx/view?usp=sharing,Rosemont — La Petite-Patrie
44,Carrière No 44,Carrière,Plan de localisation 3,https://drive.google.com/file/d/1bnPGVVXTr6BC-S7dPZQrPmrBU9-gLtCD/view?usp=sharing,Rosemont — La Petite-Patrie
44,Carrière No 44,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
45,Carrière No 45,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
45,Carrière No 45,Carrière,Rapport géologique,https://drive.google.com/file/d/1JoY5giLQ8aiIBUmZRp7R1rTyd7tbheCx/view?usp=sharing,Rosemont — La Petite-Patrie
46,Carrière No 46,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
46,Carrière No 46,Carrière,Rapport géologique,https://drive.google.com/file/d/1LgWNzBKn5LEmfwNlvtXTx6BtwLh2bHzv/view?usp=sharing,Rosemont — La Petite-Patrie
47,Carrière No 47,Carrière,Gerled,https://drive.google.com/file/d/1uYtMLNwccJ5M4C1VIAWV9SwCmf8W8cpz/view?usp=sharing,Rosemont — La Petite-Patrie
47,Carrière No 47,Carrière,Plan de localisation,https://drive.google.com/file/d/17dZSO6C9R8XoJZ5TjirnZx9q2ROhtnGk/view?usp=sharing,Rosemont — La Petite-Patrie
47,Carrière No 47,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
47,Carrière No 47,Carrière,Relevés de biogaz,https://drive.google.com/file/d/1YHw6MQ0vS4yIJi1T0mOWfOdak3RlcZ1w/view?usp=sharing,Rosemont — La Petite-Patrie
48,Carrière No 48,Carrière,Plan de localisation,https://drive.google.com/file/d/17dZSO6C9R8XoJZ5TjirnZx9q2ROhtnGk/view?usp=sharing,Rosemont — La Petite-Patrie
48,Carrière No 48,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Rosemont — La Petite-Patrie
48,Carrière No 48,Carrière,Rapport géologique,https://drive.google.com/file/d/1R5gz5tYp9nRBvk_4o2mm8zcUqllhjb5o/view?usp=sharing,Rosemont — La Petite-Patrie
48,Carrière No 48,Carrière,Relevés de biogaz,https://drive.google.com/file/d/1YHw6MQ0vS4yIJi1T0mOWfOdak3RlcZ1w/view?usp=sharing,Rosemont — La Petite-Patrie
49,Carrière No 49,Carrière,Gerled,https://drive.google.com/file/d/1yUfQVCLA_6M0Z86TSsbGfRNsjNq2-gNO/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
49,Carrière No 49,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
51,Carrière No 51,Carrière,Plan de localisation 1,https://drive.google.com/file/d/16ahC86cXGPdrfALtZNBMm55uW0Fpy22n/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
51,Carrière No 51,Carrière,Plan de localisation 2,https://drive.google.com/file/d/1pBdqiTIY9N1R1iKwTdBvHwhGThl3S3v2/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
51,Carrière No 51,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
52,Carrière No 52,Carrière,Plan de localisation,https://drive.google.com/file/d/1BvRkApm6L740m8mJWTZUS91j3TEbsC7A/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
52,Carrière No 52,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
53,Carrière No 53,Carrière,Plan de localisation,https://drive.google.com/file/d/1sAzgVbIUMC21veY-im-lEu1jJMqIQFM9/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
53,Carrière No 53,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Villeray—Saint-Michel — Parc-Extension
54,Carrière No 54,Carrière,Plan d'expropriation,https://drive.google.com/file/d/1WVieagDZYb9vkds605fnVq__fk4UAg4S/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
54,Carrière No 54,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
54,Carrière No 54,Carrière,Rapport géologique,https://drive.google.com/file/d/1c07W5TGmKbraPCzVReVldji8m6SGYq_n/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
55,Carrière No 55,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
55,Carrière No 55,Carrière,Rapport géologique,https://drive.google.com/file/d/1-aDY5jXMNy5vC270QMW_TOLDCbrGyNDI/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
56,Carrière No 56,Carrière,Gerled,https://drive.google.com/file/d/1P6MxVEyHnTvnySn6vjIEx-W6okDOvWNY/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
56,Carrière No 56,Carrière,Plan de localisation 1,https://drive.google.com/file/d/15G0zkUBQFzep69H9ez7yYdym18bOtyFA/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
56,Carrière No 56,Carrière,Plan de localisation 2,https://drive.google.com/file/d/1lbr1Gbh-PqmoZtYhURhMjWwqKA51By2u/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
56,Carrière No 56,Carrière,Plan de localisation 3,https://drive.google.com/file/d/1TgOV-PoLRrDcMcva2iETu3e34r0DBLIv/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
56,Carrière No 56,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
56,Carrière No 56,Carrière,Rapport géologique,https://drive.google.com/file/d/1q_Qhn9t2h-v9iXkblof-F6xQn9lYs4I-/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
56,Carrière No 56,Carrière,Relevés de biogaz,https://drive.google.com/file/d/11BzwbV9DU6Ul4lLVZjTmuDLiclEG8vsz/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
57,Carrière No 57,Carrière,Photos aérienne 1935,https://drive.google.com/file/d/1Ff_1aQombA-u-Qte69iMjuzwq3jpPJ5w/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
57,Carrière No 57,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
57,Carrière No 57,Carrière,Rapport géologique,https://drive.google.com/file/d/1wCb-wJIVld7u8mZqW0UkxopCgLZURDzA/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
58,Carrière No 58,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
58,Carrière No 58,Carrière,Rapport géologique,https://drive.google.com/file/d/1bJWZ_rMm8X6Pxtdr5AlRsyosObe5Yv-d/view?usp=sharing,Mercier— Hochelaga-Maisonneuve
59,Carrière No 59,Carrière,Rapport biogaz 1994,https://drive.google.com/file/d/1qrwzzbIL1l6Ah8n0c4__z9mlCaApgKHk/view?usp=sharing,Anjou
59,Carrière No 59,Carrière,Rapport géologique,https://drive.google.com/file/d/1JwltxIWLVDme2-KoRdtMZeXw6Sl0Bsfp/view?usp=sharing,Anjou
60,Carrière No 60,Carrière,Plan de localisation,https://drive.google.com/file/d/1paDCkZv7cRTol0B-8DQpjBqp_YvoCAeZ/view?usp=sharing,Montréal-Est/Mercier-Hochelaga-Maisonneuve/Anjou
61,Carrière No 61,Carrière,Gerled,https://drive.google.com/file/d/164Xmp-c4uE7iiDfw6dd0rwDeuOEOu0DK/view?usp=sharing,Rivière-des-Prairies — Pointe-aux-Trembles
