fraction,nom_station,métaux,date,concentration_ng_m3,statut
PM10,Station Nomade,Beryllium,6/11/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,6/11/2023,0.0,<LDR
PM10,Station Nomade,Calcium,6/11/2023,1295.8,mesure
PM10,Station Nomade,Chrome,6/11/2023,2.3,mesure
PM10,Station Nomade,Cobalt,6/11/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,6/11/2023,30.2,mesure
PM10,Station Nomade,Etain,6/11/2023,0.0,<LDR
PM10,Station Nomade,Fer,6/11/2023,246.8,mesure
PM10,Station Nomade,Magnesium,6/11/2023,160.4,mesure
PM10,Station Nomade,Manganese,6/11/2023,6.8,mesure
PM10,Station Nomade,Molybdene,6/11/2023,0.0,<LDR
PM10,Station Nomade,Nickel,6/11/2023,1.8,mesure
PM10,Station Nomade,Plomb,6/11/2023,7.4,mesure
PM10,Station Nomade,Potassium,6/11/2023,0.0,<LDR
PM10,Station Nomade,Selenium,6/11/2023,0.0,<LDR
PM10,Station Nomade,Sodium,6/11/2023,61.7,mesure
PM10,Station Nomade,Thallium,6/11/2023,0.0,<LDR
PM10,Station Nomade,Uranium,6/11/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,6/11/2023,1.5,mesure
PM10,Station Nomade,Zinc,6/11/2023,0.0,<LDR
PM10,Station Nomade,Zinc,6/11/2023,0.0,<LDR
PST,Station Nomade,Aluminium,6/17/2023,129.5,mesure
PST,Station Nomade,Antimoine,6/17/2023,0.0,<LDR
PST,Station Nomade,Argent,6/17/2023,0.0,<LDR
PST,Station Nomade,Arsenic,6/17/2023,0.0,<LDR
PST,Station Nomade,Baryum,6/17/2023,0.0,<LDR
PST,Station Nomade,Beryllium,6/17/2023,0.0,<LDR
PST,Station Nomade,Cadmium,6/17/2023,0.0,<LDR
PST,Station Nomade,Calcium,6/17/2023,842.0,mesure
PST,Station Nomade,Chrome,6/17/2023,2.5,mesure
PST,Station Nomade,Cobalt,6/17/2023,0.0,<LDR
PST,Station Nomade,Cuivre,6/17/2023,33.0,mesure
PST,Station Nomade,Etain,6/17/2023,0.0,<LDR
PST,Station Nomade,Fer,6/17/2023,226.7,mesure
PST,Station Nomade,Magnesium,6/17/2023,142.5,mesure
PST,Station Nomade,Manganese,6/17/2023,7.8,mesure
PST,Station Nomade,Molybdene,6/17/2023,0.0,<LDR
PST,Station Nomade,Nickel,6/17/2023,1.6,mesure
PST,Station Nomade,Plomb,6/17/2023,1.5,mesure
PST,Station Nomade,Potassium,6/17/2023,0.0,<LDR
PST,Station Nomade,Selenium,6/17/2023,0.0,<LDR
PST,Station Nomade,Sodium,6/17/2023,259.1,mesure
PST,Station Nomade,Thallium,6/17/2023,0.0,<LDR
PST,Station Nomade,Uranium,6/17/2023,0.0,<LDR
PST,Station Nomade,Vanadium,6/17/2023,1.6,mesure
PST,Station Nomade,Zinc,6/17/2023,0.0,<LDR
PST,Station Nomade,Zinc,6/17/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,6/17/2023,52.0,mesure
PM10,Station Nomade,Antimoine,6/17/2023,0.0,<LDR
PM10,Station Nomade,Argent,6/17/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,6/17/2023,0.0,<LDR
PM10,Station Nomade,Baryum,6/17/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,6/17/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,6/17/2023,0.0,<LDR
PM10,Station Nomade,Calcium,6/17/2023,0.0,<LDR
PM10,Station Nomade,Chrome,6/17/2023,0.0,<LDR
PM10,Station Nomade,Cobalt,6/17/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,6/17/2023,20.3,mesure
PM10,Station Nomade,Etain,6/17/2023,0.0,<LDR
PM10,Station Nomade,Fer,6/17/2023,82.5,mesure
PM10,Station Nomade,Magnesium,6/17/2023,0.0,<LDR
PM10,Station Nomade,Manganese,6/17/2023,2.7,mesure
PM10,Station Nomade,Molybdene,6/17/2023,0.0,<LDR
PM10,Station Nomade,Nickel,6/17/2023,1.3,mesure
PM10,Station Nomade,Plomb,6/17/2023,0.0,<LDR
PM10,Station Nomade,Potassium,6/17/2023,0.0,<LDR
PM10,Station Nomade,Selenium,6/17/2023,0.0,<LDR
PM10,Station Nomade,Sodium,6/17/2023,190.4,mesure
PM10,Station Nomade,Thallium,6/17/2023,0.0,<LDR
PM10,Station Nomade,Uranium,6/17/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,6/17/2023,1.3,mesure
PM10,Station Nomade,Zinc,6/17/2023,0.0,<LDR
PM10,Station Nomade,Zinc,6/17/2023,0.0,<LDR
PST,Station Nomade,Aluminium,6/23/2023,0.0,<LDR
PST,Station Nomade,Antimoine,6/23/2023,0.0,<LDR
PST,Station Nomade,Argent,6/23/2023,0.0,<LDR
PST,Station Nomade,Arsenic,6/23/2023,0.0,<LDR
PST,Station Nomade,Baryum,6/23/2023,0.0,<LDR
PST,Station Nomade,Beryllium,6/23/2023,0.0,<LDR
PST,Station Nomade,Cadmium,6/23/2023,0.0,<LDR
PST,Station Nomade,Calcium,6/23/2023,0.0,<LDR
PST,Station Nomade,Chrome,6/23/2023,0.0,<LDR
PST,Station Nomade,Cobalt,6/23/2023,0.0,<LDR
PST,Station Nomade,Cuivre,6/23/2023,0.0,<LDR
PST,Station Nomade,Etain,6/23/2023,0.0,<LDR
PST,Station Nomade,Fer,6/23/2023,0.0,<LDR
PST,Station Nomade,Magnesium,6/23/2023,0.0,<LDR
PST,Station Nomade,Manganese,6/23/2023,0.0,<LDR
PST,Station Nomade,Molybdene,6/23/2023,0.0,<LDR
PST,Station Nomade,Nickel,6/23/2023,0.0,<LDR
PST,Station Nomade,Plomb,6/23/2023,0.0,<LDR
PST,Station Nomade,Potassium,6/23/2023,0.0,<LDR
PST,Station Nomade,Selenium,6/23/2023,0.0,<LDR
PST,Station Nomade,Sodium,6/23/2023,0.0,<LDR
PST,Station Nomade,Thallium,6/23/2023,0.0,<LDR
PST,Station Nomade,Uranium,6/23/2023,0.0,<LDR
PST,Station Nomade,Vanadium,6/23/2023,0.0,<LDR
PST,Station Nomade,Zinc,6/23/2023,0.0,<LDR
PST,Station Nomade,Zinc,6/23/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Antimoine,6/23/2023,0.0,<LDR
PM10,Station Nomade,Argent,6/23/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,6/23/2023,0.0,<LDR
PM10,Station Nomade,Baryum,6/23/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Calcium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Chrome,6/23/2023,0.0,<LDR
PM10,Station Nomade,Cobalt,6/23/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,6/23/2023,0.0,<LDR
PM10,Station Nomade,Etain,6/23/2023,0.0,<LDR
PM10,Station Nomade,Fer,6/23/2023,0.0,<LDR
PM10,Station Nomade,Magnesium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Manganese,6/23/2023,0.0,<LDR
PM10,Station Nomade,Molybdene,6/23/2023,0.0,<LDR
PM10,Station Nomade,Nickel,6/23/2023,0.0,<LDR
PM10,Station Nomade,Plomb,6/23/2023,0.0,<LDR
PM10,Station Nomade,Potassium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Selenium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Sodium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Thallium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Uranium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,6/23/2023,0.0,<LDR
PM10,Station Nomade,Zinc,6/23/2023,0.0,<LDR
PM10,Station Nomade,Zinc,6/23/2023,0.0,<LDR
PST,Station Nomade,Aluminium,6/29/2023,302.6,mesure
PST,Station Nomade,Antimoine,6/29/2023,0.0,<LDR
PST,Station Nomade,Argent,6/29/2023,0.0,<LDR
PST,Station Nomade,Arsenic,6/29/2023,1.7,mesure
PST,Station Nomade,Baryum,6/29/2023,36.8,mesure
PST,Station Nomade,Beryllium,6/29/2023,0.0,<LDR
PST,Station Nomade,Cadmium,6/29/2023,0.0,<LDR
PST,Station Nomade,Calcium,6/29/2023,2105.4,mesure
PST,Station Nomade,Chrome,6/29/2023,3.7,mesure
PST,Station Nomade,Cobalt,6/29/2023,1.4,mesure
PST,Station Nomade,Cuivre,6/29/2023,414.5,mesure
PST,Station Nomade,Etain,6/29/2023,0.0,<LDR
PST,Station Nomade,Fer,6/29/2023,388.2,mesure
PST,Station Nomade,Magnesium,6/29/2023,223.7,mesure
PST,Station Nomade,Manganese,6/29/2023,11.8,mesure
PST,Station Nomade,Molybdene,6/29/2023,0.0,<LDR
PST,Station Nomade,Nickel,6/29/2023,5.1,mesure
PST,Station Nomade,Plomb,6/29/2023,5.9,mesure
PST,Station Nomade,Potassium,6/29/2023,0.0,<LDR
PST,Station Nomade,Selenium,6/29/2023,0.0,<LDR
PST,Station Nomade,Sodium,6/29/2023,723.7,mesure
PST,Station Nomade,Thallium,6/29/2023,0.0,<LDR
PST,Station Nomade,Uranium,6/29/2023,0.0,<LDR
PST,Station Nomade,Vanadium,6/29/2023,0.0,<LDR
PST,Station Nomade,Zinc,6/29/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,6/29/2023,189.3,mesure
PM10,Station Nomade,Antimoine,6/29/2023,0.0,<LDR
PM10,Station Nomade,Argent,6/29/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,6/29/2023,1.4,mesure
PM10,Station Nomade,Baryum,6/29/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,6/29/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,6/29/2023,0.0,<LDR
PM10,Station Nomade,Calcium,6/29/2023,1175.0,mesure
PM10,Station Nomade,Chrome,6/29/2023,2.2,mesure
PM10,Station Nomade,Cobalt,6/29/2023,1.0,mesure
PM10,Station Nomade,Cuivre,6/29/2023,248.1,mesure
PM10,Station Nomade,Etain,6/29/2023,8.5,mesure
PM10,Station Nomade,Fer,6/29/2023,248.1,mesure
PM10,Station Nomade,Magnesium,6/29/2023,156.7,mesure
PM10,Station Nomade,Manganese,6/29/2023,7.8,mesure
PM10,Station Nomade,Molybdene,6/29/2023,0.0,<LDR
PM10,Station Nomade,Nickel,6/29/2023,4.7,mesure
PM10,Station Nomade,Plomb,6/29/2023,5.7,mesure
PM10,Station Nomade,Potassium,6/29/2023,0.0,<LDR
PM10,Station Nomade,Selenium,6/29/2023,0.0,<LDR
PM10,Station Nomade,Sodium,6/29/2023,652.8,mesure
PM10,Station Nomade,Thallium,6/29/2023,0.0,<LDR
PM10,Station Nomade,Uranium,6/29/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,6/29/2023,0.0,<LDR
PM10,Station Nomade,Zinc,6/29/2023,0.0,<LDR
PST,Station Nomade,Aluminium,7/5/2023,0.0,<LDR
PST,Station Nomade,Antimoine,7/5/2023,0.0,<LDR
PST,Station Nomade,Argent,7/5/2023,0.0,<LDR
PST,Station Nomade,Arsenic,7/5/2023,0.0,<LDR
PST,Station Nomade,Baryum,7/5/2023,0.0,<LDR
PST,Station Nomade,Beryllium,7/5/2023,0.0,<LDR
PST,Station Nomade,Cadmium,7/5/2023,0.0,<LDR
PST,Station Nomade,Calcium,7/5/2023,0.0,<LDR
PST,Station Nomade,Chrome,7/5/2023,0.0,<LDR
PST,Station Nomade,Cobalt,7/5/2023,0.0,<LDR
PST,Station Nomade,Cuivre,7/5/2023,0.0,<LDR
PST,Station Nomade,Etain,7/5/2023,0.0,<LDR
PST,Station Nomade,Fer,7/5/2023,0.0,<LDR
PST,Station Nomade,Magnesium,7/5/2023,0.0,<LDR
PST,Station Nomade,Manganese,7/5/2023,0.0,<LDR
PST,Station Nomade,Molybdene,7/5/2023,0.0,<LDR
PST,Station Nomade,Nickel,7/5/2023,0.0,<LDR
PST,Station Nomade,Plomb,7/5/2023,0.0,<LDR
PST,Station Nomade,Potassium,7/5/2023,0.0,<LDR
PST,Station Nomade,Selenium,7/5/2023,0.0,<LDR
PST,Station Nomade,Sodium,7/5/2023,0.0,<LDR
PST,Station Nomade,Thallium,7/5/2023,0.0,<LDR
PST,Station Nomade,Uranium,7/5/2023,0.0,<LDR
PST,Station Nomade,Vanadium,7/5/2023,0.0,<LDR
PST,Station Nomade,Zinc,7/5/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,7/5/2023,507.7,mesure
PM10,Station Nomade,Antimoine,7/5/2023,0.0,<LDR
PM10,Station Nomade,Argent,7/5/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,7/5/2023,2.0,mesure
PM10,Station Nomade,Baryum,7/5/2023,48.2,mesure
PM10,Station Nomade,Beryllium,7/5/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,7/5/2023,0.0,<LDR
PM10,Station Nomade,Calcium,7/5/2023,2855.7,mesure
PM10,Station Nomade,Chrome,7/5/2023,4.4,mesure
PM10,Station Nomade,Cobalt,7/5/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,7/5/2023,82.5,mesure
PM10,Station Nomade,Etain,7/5/2023,19.0,mesure
PM10,Station Nomade,Fer,7/5/2023,539.4,mesure
PM10,Station Nomade,Magnesium,7/5/2023,336.3,mesure
PM10,Station Nomade,Manganese,7/5/2023,13.3,mesure
PM10,Station Nomade,Molybdene,7/5/2023,0.0,<LDR
PM10,Station Nomade,Nickel,7/5/2023,2.3,mesure
PM10,Station Nomade,Plomb,7/5/2023,14.0,mesure
PM10,Station Nomade,Potassium,7/5/2023,368.1,mesure
PM10,Station Nomade,Selenium,7/5/2023,0.0,<LDR
PM10,Station Nomade,Sodium,7/5/2023,317.3,mesure
PM10,Station Nomade,Thallium,7/5/2023,0.0,<LDR
PM10,Station Nomade,Uranium,7/5/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,7/5/2023,1.3,mesure
PM10,Station Nomade,Zinc,7/5/2023,48.9,mesure
PST,Station Nomade,Aluminium,7/11/2023,598.7,mesure
PST,Station Nomade,Antimoine,7/11/2023,0.0,<LDR
PST,Station Nomade,Argent,7/11/2023,0.9,mesure
PST,Station Nomade,Arsenic,7/11/2023,1.6,mesure
PST,Station Nomade,Baryum,7/11/2023,35.5,mesure
PST,Station Nomade,Beryllium,7/11/2023,0.0,<LDR
PST,Station Nomade,Cadmium,7/11/2023,0.0,<LDR
PST,Station Nomade,Calcium,7/11/2023,5526.5,mesure
PST,Station Nomade,Chrome,7/11/2023,3.5,mesure
PST,Station Nomade,Cobalt,7/11/2023,0.8,mesure
PST,Station Nomade,Cuivre,7/11/2023,204.0,mesure
PST,Station Nomade,Etain,7/11/2023,0.0,<LDR
PST,Station Nomade,Fer,7/11/2023,723.7,mesure
PST,Station Nomade,Magnesium,7/11/2023,585.6,mesure
PST,Station Nomade,Manganese,7/11/2023,27.0,mesure
PST,Station Nomade,Molybdene,7/11/2023,0.0,<LDR
PST,Station Nomade,Nickel,7/11/2023,3.9,mesure
PST,Station Nomade,Plomb,7/11/2023,5.5,mesure
PST,Station Nomade,Potassium,7/11/2023,342.1,mesure
PST,Station Nomade,Selenium,7/11/2023,0.0,<LDR
PST,Station Nomade,Sodium,7/11/2023,263.2,mesure
PST,Station Nomade,Thallium,7/11/2023,0.0,<LDR
PST,Station Nomade,Uranium,7/11/2023,0.0,<LDR
PST,Station Nomade,Vanadium,7/11/2023,1.4,mesure
PST,Station Nomade,Zinc,7/11/2023,59.9,mesure
PM10,Station Nomade,Aluminium,7/11/2023,228.3,mesure
PM10,Station Nomade,Antimoine,7/11/2023,0.0,<LDR
PM10,Station Nomade,Argent,7/11/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,7/11/2023,0.0,<LDR
PM10,Station Nomade,Baryum,7/11/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,7/11/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,7/11/2023,0.0,<LDR
PM10,Station Nomade,Calcium,7/11/2023,1727.7,mesure
PM10,Station Nomade,Chrome,7/11/2023,1.0,mesure
PM10,Station Nomade,Cobalt,7/11/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,7/11/2023,92.6,mesure
PM10,Station Nomade,Etain,7/11/2023,0.0,<LDR
PM10,Station Nomade,Fer,7/11/2023,308.5,mesure
PM10,Station Nomade,Magnesium,7/11/2023,185.1,mesure
PM10,Station Nomade,Manganese,7/11/2023,13.6,mesure
PM10,Station Nomade,Molybdene,7/11/2023,0.0,<LDR
PM10,Station Nomade,Nickel,7/11/2023,2.1,mesure
PM10,Station Nomade,Plomb,7/11/2023,2.8,mesure
PM10,Station Nomade,Potassium,7/11/2023,0.0,<LDR
PM10,Station Nomade,Selenium,7/11/2023,0.0,<LDR
PM10,Station Nomade,Sodium,7/11/2023,61.7,mesure
PM10,Station Nomade,Thallium,7/11/2023,0.0,<LDR
PM10,Station Nomade,Uranium,7/11/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,7/11/2023,0.0,<LDR
PM10,Station Nomade,Zinc,7/11/2023,0.0,<LDR
PST,Station Nomade,Aluminium,7/17/2023,991.5,mesure
PST,Station Nomade,Antimoine,7/17/2023,0.0,<LDR
PST,Station Nomade,Argent,7/17/2023,0.9,mesure
PST,Station Nomade,Arsenic,7/17/2023,3.0,mesure
PST,Station Nomade,Baryum,7/17/2023,62.0,mesure
PST,Station Nomade,Beryllium,7/17/2023,0.0,<LDR
PST,Station Nomade,Cadmium,7/17/2023,0.0,<LDR
PST,Station Nomade,Calcium,7/17/2023,7436.4,mesure
PST,Station Nomade,Chrome,7/17/2023,1.3,mesure
PST,Station Nomade,Cobalt,7/17/2023,0.0,<LDR
PST,Station Nomade,Cuivre,7/17/2023,309.8,mesure
PST,Station Nomade,Etain,7/17/2023,0.0,<LDR
PST,Station Nomade,Fer,7/17/2023,867.6,mesure
PST,Station Nomade,Magnesium,7/17/2023,743.6,mesure
PST,Station Nomade,Manganese,7/17/2023,34.1,mesure
PST,Station Nomade,Molybdene,7/17/2023,0.0,<LDR
PST,Station Nomade,Nickel,7/17/2023,4.0,mesure
PST,Station Nomade,Plomb,7/17/2023,5.8,mesure
PST,Station Nomade,Potassium,7/17/2023,532.9,mesure
PST,Station Nomade,Selenium,7/17/2023,4.6,mesure
PST,Station Nomade,Sodium,7/17/2023,433.8,mesure
PST,Station Nomade,Thallium,7/17/2023,0.0,<LDR
PST,Station Nomade,Uranium,7/17/2023,0.0,<LDR
PST,Station Nomade,Vanadium,7/17/2023,1.8,mesure
PST,Station Nomade,Zinc,7/17/2023,45.2,mesure
PM10,Station Nomade,Aluminium,7/17/2023,387.1,mesure
PM10,Station Nomade,Antimoine,7/17/2023,0.0,<LDR
PM10,Station Nomade,Argent,7/17/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,7/17/2023,2.0,mesure
PM10,Station Nomade,Baryum,7/17/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,7/17/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,7/17/2023,0.0,<LDR
PM10,Station Nomade,Calcium,7/17/2023,2792.3,mesure
PM10,Station Nomade,Chrome,7/17/2023,0.4,mesure
PM10,Station Nomade,Cobalt,7/17/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,7/17/2023,177.7,mesure
PM10,Station Nomade,Etain,7/17/2023,0.0,<LDR
PM10,Station Nomade,Fer,7/17/2023,380.8,mesure
PM10,Station Nomade,Magnesium,7/17/2023,266.5,mesure
PM10,Station Nomade,Manganese,7/17/2023,17.8,mesure
PM10,Station Nomade,Molybdene,7/17/2023,0.0,<LDR
PM10,Station Nomade,Nickel,7/17/2023,1.4,mesure
PM10,Station Nomade,Plomb,7/17/2023,4.0,mesure
PM10,Station Nomade,Potassium,7/17/2023,0.0,<LDR
PM10,Station Nomade,Selenium,7/17/2023,3.5,mesure
PM10,Station Nomade,Sodium,7/17/2023,0.0,<LDR
PM10,Station Nomade,Thallium,7/17/2023,0.0,<LDR
PM10,Station Nomade,Uranium,7/17/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,7/17/2023,0.0,<LDR
PM10,Station Nomade,Zinc,7/17/2023,0.0,<LDR
PST,Station Nomade,Aluminium,7/23/2023,337.2,mesure
PST,Station Nomade,Antimoine,7/23/2023,0.0,<LDR
PST,Station Nomade,Argent,7/23/2023,0.0,<LDR
PST,Station Nomade,Arsenic,7/23/2023,1.6,mesure
PST,Station Nomade,Baryum,7/23/2023,0.0,<LDR
PST,Station Nomade,Beryllium,7/23/2023,0.0,<LDR
PST,Station Nomade,Cadmium,7/23/2023,0.0,<LDR
PST,Station Nomade,Calcium,7/23/2023,2890.6,mesure
PST,Station Nomade,Chrome,7/23/2023,0.0,<LDR
PST,Station Nomade,Cobalt,7/23/2023,0.0,<LDR
PST,Station Nomade,Cuivre,7/23/2023,168.6,mesure
PST,Station Nomade,Etain,7/23/2023,0.0,<LDR
PST,Station Nomade,Fer,7/23/2023,361.3,mesure
PST,Station Nomade,Magnesium,7/23/2023,349.3,mesure
PST,Station Nomade,Manganese,7/23/2023,9.6,mesure
PST,Station Nomade,Molybdene,7/23/2023,0.0,<LDR
PST,Station Nomade,Nickel,7/23/2023,2.1,mesure
PST,Station Nomade,Plomb,7/23/2023,4.2,mesure
PST,Station Nomade,Potassium,7/23/2023,0.0,<LDR
PST,Station Nomade,Selenium,7/23/2023,0.0,<LDR
PST,Station Nomade,Sodium,7/23/2023,361.3,mesure
PST,Station Nomade,Thallium,7/23/2023,0.0,<LDR
PST,Station Nomade,Uranium,7/23/2023,0.0,<LDR
PST,Station Nomade,Vanadium,7/23/2023,1.6,mesure
PST,Station Nomade,Zinc,7/23/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,7/23/2023,133.3,mesure
PM10,Station Nomade,Antimoine,7/23/2023,0.0,<LDR
PM10,Station Nomade,Argent,7/23/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,7/23/2023,1.3,mesure
PM10,Station Nomade,Baryum,7/23/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,7/23/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,7/23/2023,0.0,<LDR
PM10,Station Nomade,Calcium,7/23/2023,888.4,mesure
PM10,Station Nomade,Chrome,7/23/2023,5.9,mesure
PM10,Station Nomade,Cobalt,7/23/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,7/23/2023,69.8,mesure
PM10,Station Nomade,Etain,7/23/2023,0.0,<LDR
PM10,Station Nomade,Fer,7/23/2023,177.7,mesure
PM10,Station Nomade,Magnesium,7/23/2023,107.9,mesure
PM10,Station Nomade,Manganese,7/23/2023,3.7,mesure
PM10,Station Nomade,Molybdene,7/23/2023,0.0,<LDR
PM10,Station Nomade,Nickel,7/23/2023,1.6,mesure
PM10,Station Nomade,Plomb,7/23/2023,2.7,mesure
PM10,Station Nomade,Potassium,7/23/2023,0.0,<LDR
PM10,Station Nomade,Selenium,7/23/2023,0.0,<LDR
PM10,Station Nomade,Sodium,7/23/2023,571.1,mesure
PM10,Station Nomade,Thallium,7/23/2023,0.0,<LDR
PM10,Station Nomade,Uranium,7/23/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,7/23/2023,0.0,<LDR
PM10,Station Nomade,Zinc,7/23/2023,0.0,<LDR
PST,Station Nomade,Aluminium,7/29/2023,191.5,mesure
PST,Station Nomade,Antimoine,7/29/2023,0.0,<LDR
PST,Station Nomade,Argent,7/29/2023,0.0,<LDR
PST,Station Nomade,Arsenic,7/29/2023,0.0,<LDR
PST,Station Nomade,Baryum,7/29/2023,0.0,<LDR
PST,Station Nomade,Beryllium,7/29/2023,0.0,<LDR
PST,Station Nomade,Cadmium,7/29/2023,0.0,<LDR
PST,Station Nomade,Calcium,7/29/2023,1659.4,mesure
PST,Station Nomade,Chrome,7/29/2023,1.4,mesure
PST,Station Nomade,Cobalt,7/29/2023,0.0,<LDR
PST,Station Nomade,Cuivre,7/29/2023,117.4,mesure
PST,Station Nomade,Etain,7/29/2023,0.0,<LDR
PST,Station Nomade,Fer,7/29/2023,268.1,mesure
PST,Station Nomade,Magnesium,7/29/2023,236.1,mesure
PST,Station Nomade,Manganese,7/29/2023,12.1,mesure
PST,Station Nomade,Molybdene,7/29/2023,0.0,<LDR
PST,Station Nomade,Nickel,7/29/2023,0.0,<LDR
PST,Station Nomade,Plomb,7/29/2023,2.0,mesure
PST,Station Nomade,Potassium,7/29/2023,0.0,<LDR
PST,Station Nomade,Selenium,7/29/2023,0.0,<LDR
PST,Station Nomade,Sodium,7/29/2023,127.6,mesure
PST,Station Nomade,Thallium,7/29/2023,0.0,<LDR
PST,Station Nomade,Uranium,7/29/2023,0.0,<LDR
PST,Station Nomade,Vanadium,7/29/2023,0.0,<LDR
PST,Station Nomade,Zinc,7/29/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,7/29/2023,102.1,mesure
PM10,Station Nomade,Antimoine,7/29/2023,0.0,<LDR
PM10,Station Nomade,Argent,7/29/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,7/29/2023,0.0,<LDR
PM10,Station Nomade,Baryum,7/29/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,7/29/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,7/29/2023,0.0,<LDR
PM10,Station Nomade,Calcium,7/29/2023,660.8,mesure
PM10,Station Nomade,Chrome,7/29/2023,0.0,<LDR
PM10,Station Nomade,Cobalt,7/29/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,7/29/2023,34.2,mesure
PM10,Station Nomade,Etain,7/29/2023,0.0,<LDR
PM10,Station Nomade,Fer,7/29/2023,138.2,mesure
PM10,Station Nomade,Magnesium,7/29/2023,96.1,mesure
PM10,Station Nomade,Manganese,7/29/2023,6.0,mesure
PM10,Station Nomade,Molybdene,7/29/2023,0.0,<LDR
PM10,Station Nomade,Nickel,7/29/2023,0.0,<LDR
PM10,Station Nomade,Plomb,7/29/2023,1.6,mesure
PM10,Station Nomade,Potassium,7/29/2023,0.0,<LDR
PM10,Station Nomade,Selenium,7/29/2023,0.0,<LDR
PM10,Station Nomade,Sodium,7/29/2023,120.2,mesure
PM10,Station Nomade,Thallium,7/29/2023,0.0,<LDR
PM10,Station Nomade,Uranium,7/29/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,7/29/2023,0.0,<LDR
PM10,Station Nomade,Zinc,7/29/2023,0.0,<LDR
PST,Station Nomade,Aluminium,8/4/2023,276.3,mesure
PST,Station Nomade,Antimoine,8/4/2023,0.0,<LDR
PST,Station Nomade,Argent,8/4/2023,0.0,<LDR
PST,Station Nomade,Arsenic,8/4/2023,1.4,mesure
PST,Station Nomade,Baryum,8/4/2023,53.9,mesure
PST,Station Nomade,Beryllium,8/4/2023,0.0,<LDR
PST,Station Nomade,Cadmium,8/4/2023,0.0,<LDR
PST,Station Nomade,Calcium,8/4/2023,2236.9,mesure
PST,Station Nomade,Chrome,8/4/2023,0.5,mesure
PST,Station Nomade,Cobalt,8/4/2023,0.0,<LDR
PST,Station Nomade,Cuivre,8/4/2023,171.1,mesure
PST,Station Nomade,Etain,8/4/2023,0.0,<LDR
PST,Station Nomade,Fer,8/4/2023,335.5,mesure
PST,Station Nomade,Magnesium,8/4/2023,276.3,mesure
PST,Station Nomade,Manganese,8/4/2023,10.5,mesure
PST,Station Nomade,Molybdene,8/4/2023,0.0,<LDR
PST,Station Nomade,Nickel,8/4/2023,2.2,mesure
PST,Station Nomade,Plomb,8/4/2023,22.4,mesure
PST,Station Nomade,Potassium,8/4/2023,0.0,<LDR
