ï»¿OBJECTID,NOMGENERIQUE,TYPERUE,CLASSEURBANISME,VITESSE,PROPRIETAIRE,TYPESENSUNIQUE,CODEMUNICIPALITE,TOPONYMIE,NUMERORUE 
80649,Lorraine,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Lorraine,917
80650,Madone,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de la Madone,952
80651,Grives,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Grives,648
80652,Grives,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Grives,648
80653,Robert-Biron,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Robert-Biron,1269
80654,Haute-Forge,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de la Haute-Forge,669
80655,Cooke,Rue,Collectrice secondaire,40,Public,Pas de sens unique,37067,rue Cooke,324
80656,Cooke,Rue,Collectrice secondaire,30,Public,Pas de sens unique,37067,rue Cooke,324
80657,Cooke,Rue,Collectrice secondaire,40,Public,Pas de sens unique,37067,rue Cooke,324
80658,Hasty,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Hasty,667
80659,Binette,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Binette,159
80661,Normand,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Normand,1096
80662,Normand,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Normand,1096
80663,Normand,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Normand,1096
80664,Rousseau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Rousseau,1288
80665,Rousseau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Rousseau,1288
80666,Rousseau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Rousseau,1288
80667,Saint-ValÃ¨re,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Saint-ValÃ¨re,1367
80668,Saint-ValÃ¨re,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Saint-ValÃ¨re,1367
80669,Saint-ValÃ¨re,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Saint-ValÃ¨re,1367
80670,Saint-ValÃ¨re,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Saint-ValÃ¨re,1367
80671,Massicotte,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Massicotte,993
80672,Massicotte,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Massicotte,993
80673,Massicotte,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Massicotte,993
80674,Massicotte,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Massicotte,993
80675,Massicotte,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Massicotte,993
80676,Massicotte,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Massicotte,993
80677,Saint-LÃ©on,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Saint-LÃ©on,1347
80678,Saint-LÃ©on,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Saint-LÃ©on,1347
80679,Saint-LÃ©on,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Saint-LÃ©on,1347
80680,Toupin,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Toupin,1439
80681,Toupin,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Toupin,1439
80682,Toupin,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Toupin,1439
80683,Toupin,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Toupin,1439
80684,Toupin,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Toupin,1439
80685,Jean-Baptiste-Delorme,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Baptiste-Delorme,744
80686,Jean-Baptiste-Delorme,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Baptiste-Delorme,744
80687,Jean-Baptiste-Delorme,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Baptiste-Delorme,744
80688,Jean-Baptiste-Delorme,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Baptiste-Delorme,744
80689,Jean-Baptiste-Delorme,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Baptiste-Delorme,744
80690,Commandants,Rue,Locale secondaire,50,Public,Pas de sens unique,37067,rue des Commandants,318
80691,Guilbert,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Guilbert,654
80692,MÃ¨re-Gamelin,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de MÃ¨re-Gamelin,1019
80693,FranÃ§ois-Duclos,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue FranÃ§ois-Duclos,562
80694,Mathias-Balcer,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Mathias-Balcer,995
80695,Usine-de-Filtration,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de l'Usine-de-Filtration,1455
80696,Usine-de-Filtration,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de l'Usine-de-Filtration,1455
80697,Pointe-du-Lac,Chemin,Collectrice principale,50,Public,Pas de sens unique,37067,chemin de la Pointe-du-Lac,1207
80698,Pointe-du-Lac,Chemin,Collectrice principale,50,Public,Pas de sens unique,37067,chemin de la Pointe-du-Lac,1207
80699,Pointe-du-Lac,Chemin,Collectrice principale,50,Public,Pas de sens unique,37067,chemin de la Pointe-du-Lac,1207
80700,Pointe-du-Lac,Chemin,Collectrice principale,50,Public,Pas de sens unique,37067,chemin de la Pointe-du-Lac,1207
80701,Pointe-du-Lac,Chemin,Collectrice principale,50,Public,Pas de sens unique,37067,chemin de la Pointe-du-Lac,1207
80702,Pointe-du-Lac,Chemin,Collectrice principale,50,Public,Pas de sens unique,37067,chemin de la Pointe-du-Lac,1207
80703,AndrÃ©,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue AndrÃ©,64
80704,Colette,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Colette,312
80705,Alain-Beaumier,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Alain-Beaumier,41
80706,Alain-Beaumier,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Alain-Beaumier,41
80707,LongprÃ©,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue LongprÃ©,911
80708,LongprÃ©,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue LongprÃ©,911
80709,PÃ¨re-Marquette,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue du PÃ¨re-Marquette,1165
80710,PÃ¨re-Marquette,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue du PÃ¨re-Marquette,1165
80711,PÃ¨re-Marquette,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue du PÃ¨re-Marquette,1165
80712,PÃ¨re-Marquette,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue du PÃ¨re-Marquette,1165
80713,PÃ¨re-Marquette,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue du PÃ¨re-Marquette,1165
80714,PÃ¨re-Marquette,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue du PÃ¨re-Marquette,1165
80715,Laviolette,Rue,Locale principale,30,Public,MÃªme sens unique,37067,rue Laviolette,855
80716,Jean-XXIII,Boulevard,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,boulevard Jean-XXIII,769
80717,Jean-XXIII,Boulevard,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,boulevard Jean-XXIII,769
80718,RÃ©collets,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard des RÃ©collets,1239
80719,RÃ©collets,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard des RÃ©collets,1239
80720,RÃ©collets,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard des RÃ©collets,1239
80721,RÃ©collets,Boulevard,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,boulevard des RÃ©collets,1239
80722,RÃ©collets,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard des RÃ©collets,1239
80723,Gravel,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Gravel,643
80724,Brosseau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Brosseau,202
80725,Brosseau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Brosseau,202
80726,Brosseau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Brosseau,202
80727,Bourget,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Bourget,194
80728,MÃ©nard,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue MÃ©nard,1015
80729,Bernard,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Bernard,153
80730,Lauzon,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Lauzon,850
80731,Sienne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Sienne,1396
80732,Sienne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Sienne,1396
80733,Sienne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Sienne,1396
80734,Sienne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Sienne,1396
80735,Sienne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Sienne,1396
80736,Visons,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Visons,1479
80737,Visons,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Visons,1479
80738,Normandie,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Normandie,1097
80739,Normandie,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Normandie,1097
80740,Normandie,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Normandie,1097
80741,Rouen,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Rouen,1285
80742,Rouen,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Rouen,1285
80743,Bayonne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Bayonne,119
80744,Bayonne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Bayonne,119
80745,Beauvais,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Beauvais,130
80746,Cardinal-Villeneuve,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue du Cardinal-Villeneuve,226
80747,Dahlias,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Dahlias,343
80748,Marion,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue Marion,985
80749,Marion,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue Marion,985
80750,6e Avenue,Avenue,Locale secondaire,30,Public,Pas de sens unique,37067,6e Avenue,18
80751,6e Avenue,Avenue,Locale secondaire,30,Public,Pas de sens unique,37067,6e Avenue,18
80752,HÃ©tu,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue HÃ©tu,688
80753,HÃ©tu,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue HÃ©tu,688
80754,HÃ©tu,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue HÃ©tu,688
80755,Gingras,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Gingras,623
80756,Gingras,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Gingras,623
80757,Gingras,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Gingras,623
80758,Saint-Olivier,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Saint-Olivier,1356
80759,Saint-Olivier,Rue,Locale principale,30,Public,MÃªme sens unique,37067,rue Saint-Olivier,1356
80760,Saint-Olivier,Rue,Locale principale,30,Public,MÃªme sens unique,37067,rue Saint-Olivier,1356
80761,Saint-Olivier,Rue,Locale principale,30,Public,MÃªme sens unique,37067,rue Saint-Olivier,1356
80762,Saint-Olivier,Rue,Locale principale,30,Public,MÃªme sens unique,37067,rue Saint-Olivier,1356
80763,Saint-Olivier,Rue,Locale principale,30,Public,MÃªme sens unique,37067,rue Saint-Olivier,1356
80764,Saint-Olivier,Rue,Locale principale,30,Public,MÃªme sens unique,37067,rue Saint-Olivier,1356
80765,Bilodeau,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Bilodeau,158
80766,Frontenac,Rue,Collectrice secondaire,40,Public,Pas de sens unique,37067,rue Frontenac,577
80767,Frontenac,Rue,Collectrice secondaire,40,Public,MÃªme sens unique,37067,rue Frontenac,577
80768,Maurice-Bellemare,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Maurice-Bellemare,1000
80769,Maurice-Bellemare,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Maurice-Bellemare,1000
80770,Maurice-Bellemare,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Maurice-Bellemare,1000
80771,Brunelle,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Brunelle,207
80772,Dorval,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Dorval,452
80773,Jean-Marchand,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Marchand,754
80774,Lorette,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Lorette,916
80775,Loranger,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Loranger,914
80776,Loranger,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Loranger,914
80777,Houle,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Houle,700
80778,Houle,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Houle,700
80779,Roy,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Roy,1290
80780,Belleau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Belleau,138
80781,Belleau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Belleau,138
80782,Belleau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Belleau,138
80783,Charbonneau,Rue,Locale secondaire,50,Public,Pas de sens unique,37067,rue Charbonneau,268
80785,LÃ©andre-Tourigny,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue LÃ©andre-Tourigny,864
80786,Gene-H.-Kruger,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard Gene-H.-Kruger,597
80787,Gene-H.-Kruger,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard Gene-H.-Kruger,597
80788,Gene-H.-Kruger,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard Gene-H.-Kruger,597
80789,Gene-H.-Kruger,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard Gene-H.-Kruger,597
80790,Gene-H.-Kruger,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard Gene-H.-Kruger,597
80791,Gene-H.-Kruger,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard Gene-H.-Kruger,597
80792,Grande AllÃ©e,Rue,Collectrice secondaire,40,Public,Pas de sens unique,37067,Grande AllÃ©e,638
80793,Grande AllÃ©e,Rue,Collectrice secondaire,40,Public,Pas de sens unique,37067,Grande AllÃ©e,638
80794,Grande AllÃ©e,Rue,Collectrice secondaire,40,Public,Pas de sens unique,37067,Grande AllÃ©e,638
80795,ForÃªt,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de la ForÃªt,548
80796,ForÃªt,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de la ForÃªt,548
80797,Ãmissaire,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de l'Ãmissaire,496
80798,Ãmissaire,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de l'Ãmissaire,496
80799,Mauricien,Boulevard,Locale secondaire,30,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80800,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80801,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80802,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80803,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80804,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80805,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80806,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80807,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80808,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80809,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80810,Mauricien,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Mauricien,1007
80811,Petites-Terres,Chemin,ArtÃ¨re secondaire,50,Public,Pas de sens unique,37067,chemin des Petites-Terres,1174
80812,Petites-Terres,Chemin,Locale principale,50,Public,Pas de sens unique,37067,chemin des Petites-Terres,1174
80813,Petites-Terres,Chemin,Locale principale,50,Public,Pas de sens unique,37067,chemin des Petites-Terres,1174
80814,Petites-Terres,Chemin,Locale principale,50,Public,Pas de sens unique,37067,chemin des Petites-Terres,1174
80815,Petites-Terres,Chemin,Locale principale,50,Public,Pas de sens unique,37067,chemin des Petites-Terres,1174
80816,Petites-Terres,Chemin,Locale principale,50,Public,Pas de sens unique,37067,chemin des Petites-Terres,1174
80817,Petites-Terres,Chemin,Locale principale,50,Public,Pas de sens unique,37067,chemin des Petites-Terres,1174
80818,Carmel,Boulevard,Locale principale,30,Public,MÃªme sens unique,37067,boulevard du Carmel,230
80819,Carmel,Boulevard,Locale principale,30,Public,MÃªme sens unique,37067,boulevard du Carmel,230
80820,Carmel,Boulevard,Locale principale,30,Public,MÃªme sens unique,37067,boulevard du Carmel,230
80821,Carmel,Boulevard,Locale principale,30,Public,MÃªme sens unique,37067,boulevard du Carmel,230
80822,Carmel,Boulevard,Locale principale,30,Public,MÃªme sens unique,37067,boulevard du Carmel,230
80823,Sainte-Julienne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Sainte-Julienne,1320
80824,Huguette,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Huguette,704
80825,Huguette,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Huguette,704
80826,Huguette,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Huguette,704
80827,Dominique,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Dominique,445
80828,HÃ©lÃ¨ne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue HÃ©lÃ¨ne,675
80829,HÃ©lÃ¨ne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue HÃ©lÃ¨ne,675
80830,Tisonnier,Rue,Locale secondaire,50,PrivÃ©,Pas de sens unique,37067,rue du Tisonnier,1435
80831,Golf,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue du Golf,630
80832,Emmanuel,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Emmanuel,497
80833,Jean-Pierre,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Pierre,764
80834,JosÃ©e,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue JosÃ©e,783
80835,JosÃ©e,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue JosÃ©e,783
