"Point d'échantillonnage","Date","Raison d'annulation","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","Tl ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-MS69-12",2013-05-14 11:38,,95,"10,5",238,"8,5","11,0","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-12",2013-05-21 10:59,,93,"9,8",224,"8,6","13,0","=",180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-12",2013-07-30 10:49,,97,"8,4",260,"8,2","22,8","=",720,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-12",2013-09-17 10:40,,100,"9,5",293,"8,3","18,0","=",270,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-MS69-3",2013-05-14 11:29,,97,"10,7",219,"8,6","11,1","=",15000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-3",2013-05-21 10:49,,100,"10,5",212,"8,7","13,1","=",17000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-3",2013-07-30 10:38,,96,"8,3",257,"8,2","22,8","=",4900,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-3",2013-09-17 10:31,,100,"9,5",290,"8,2","17,9","=",18000,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-MS69-6",2013-05-14 11:32,,95,"10,5",218,"8,6","11,1","=",3500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-6",2013-05-21 10:52,,98,"10,4",211,"8,7","13,0","=",6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-6",2013-07-30 10:42,,96,"8,3",258,"8,2","22,8","=",1600,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-6",2013-09-17 10:34,,100,"9,6",291,"8,2","17,9","=",1500,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-MS69-9",2013-05-14 11:35,,93,"10,3",221,"8,5","11,1","=",1900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-9",2013-05-21 10:56,,98,"10,3",212,"8,6","13,1","=",2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-9",2013-07-30 10:44,,98,"8,5",258,"8,2","22,8","=",1300,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-9",2013-09-17 10:36,,100,"9,5",292,"8,2","17,9","=",1100,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-MT23",2013-05-14 10:32,,97,"10,8",290,"9,4","11,0","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MT23",2013-05-21 09:55,,108,"11,4",280,"10,2","13,2","<",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MT23",2013-07-30 09:41,,98,"8,4",262,"8,1","22,9","<",100,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MT23",2013-09-17 09:36,,98,"9,4",300,"7,9","17,5","=",360,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-MU4",2013-05-14 11:17,,97,"10,7",96,"9,1","11,3","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MU4",2013-05-21 10:37,,92,"9,7",91,"9,4","13,0","<",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MU4",2013-07-30 10:16,,,,,,,"=",180,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MU4",2013-09-17 10:15,,100,"9,6",280,"8,2","17,8","<",100,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"OER-Repentigny",2013-08-20 09:46,,88,"7,7",160,"8,5","22,2","=",3200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OER-Repentigny",2013-08-21 09:51,,80,"6,9",151,"8,1","22,7","=",21000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OER-Repentigny",2013-09-30 09:49,,95,"9,2",152,"7,7","16,9","=",5800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OER-Repentigny",2013-10-16 13:37,,100,"10,1",144,"8,0","15,2","=",340,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",2013-05-14 10:55,,96,"10,6",171,"9,1","11,2","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",2013-05-21 10:14,,97,"10,2",176,"9,6","13,1","<",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",2013-07-16 09:31,,106,"9,1",272,"8,8","23,1","<",100,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"FSL-69R",2013-07-17 09:11,,102,"8,7",273,"8,3","23,5","<",100,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"FSL-69R",2013-07-30 09:28,,95,"8,2",256,"8,7","22,8","<",100,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",2013-08-20 09:17,,99,"8,7",283,"9,0","22,2","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",2013-08-21 09:00,,95,"8,2",283,"9,1","22,5","=",11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",2013-09-17 09:26,,99,"9,5",281,"7,9","17,8","<",100,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"FSL-69R",2013-09-30 09:22,,102,"9,7",272,"8,4","17,9","=",36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",2013-10-16 14:15,,102,"10,0",271,"8,1","16,4","=",18,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RDP-58C",2013-08-22 09:11,,101,"8,6",117,"8,0","23,4","<",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RLA-62C",2013-08-22 09:54,,107,"8,9",178,"8,2","24,7","<",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RMI-58C",2013-08-22 09:21,,90,"7,6",179,"7,8","23,8","<",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-ACH-C-0.0",2013-06-19 10:29,,64,"8,3",730,"6,7","13,5",">",60000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-ACH-C-0.0",2013-09-16 13:20,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-ACH-E-0.0",2013-06-19 10:54,,118,"8,3",857,"11,0","15,9","=",3500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-ACH-E-0.0",2013-09-16 13:17,,,,1030,"7,4","16,0","=",3400,0,,,,,,,,,,,,,,,,,,120,,"128,0",,,,,,,,,
"S-ACH-O-0.0",2013-06-19 10:17,,119,"8,3",1359,"11,0","12,8","=",510,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-ACH-O-0.0",2013-09-16 13:27,,,,3200,"7,6","13,0","=",3700,0,,,,,,,,,,,,,,,,,,20,,"241,0",,,,,,,,,
