"Point d'échantillonnage","Date","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","Tl ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-26T-9",2012-09-19 13:58,106,"9,8",297,"8,5","19,3","=",8200,-1,"0,1",88,"0,8",23,"0,1",31100,"0,1","0,2",,"0,3","0,9",105,1717,8306,"6,9","1,0",13100,20,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-26T-9",2012-09-26 13:18,99,"9,4",293,"8,5","17,7","=",20000,1,"0,1",106,"0,9",23,"0,1",29840,"0,1","0,2",,"0,7","0,8",144,1695,8750,"7,9","1,0",13762,33,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-26T-9",2012-10-17 13:31,100,"11,9",5,"8,1","10,0","=",44000,-2,"0,1",78,"0,7",22,"0,1",30300,"0,1","0,2",,"0,4","1,0",105,1683,8368,"5,2","1,0",13326,57,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-30RN",2012-06-27 15:56,95,"8,5",227,"8,2","20,8","=",36000,0,"0,1",248,"0,7",24,"0,1",24780,"0,1","0,3",,"0,7","1,7",281,1513,6796,"12,7","1,0",11572,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,9","7,6"
"EMIS-30RN",2012-07-18 15:29,104,"8,6",245,"8,2","25,2","=",34000,-1,"0,1",355,"0,9",24,"0,1",25260,"0,1","0,3",,"0,8","1,9",358,1496,6748,"13,4","1,0",11622,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,3","1,0","7,9"
"EMIS-30RN",2012-07-31 15:03,108,"8,9",274,"8,5","25,1","=",7300,1,"0,1",154,"0,9",21,"0,1",27620,"0,1","0,3",,"0,4","1,2",184,1491,7334,"9,4","1,0",12118,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","1,1","3,0"
"EMIS-30RN",2012-08-13 12:37,98,"8,3",243,"8,1","23,6","=",30000,-1,"0,1",607,"0,8",26,"0,1",25640,"0,1","0,4",,"1,3","1,9",585,1650,7130,"22,3","1,0",11920,,"1,4",,"0,4",,"0,5","0,5","1,0","0,2","0,3","1,4","3,8"
"EMIS-30RN",2012-09-19 14:30,105,"9,7",239,"8,2","18,9","=",4600,-1,"0,1",222,"0,8",23,"0,1",24500,"0,1","0,1",,"0,9","1,4",233,1490,6698,"11,5","1,0",11560,,"0,8",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,8","5,1"
"EMIS-30RN",2012-09-26 13:51,98,"9,4",242,"8,1","17,1","=",12000,1,"0,1",189,"0,8",21,"0,1",23080,"0,1","0,2",,"0,6","1,1",248,1470,6792,"11,9","1,0",11268,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,2","0,6","3,0"
"EMIS-30RN",2012-10-17 14:10,119,"13,6",167,"8,0","10,9","=",2300,-2,"0,1",601,"0,5",22,"0,1",16036,"0,1","0,3",,"1,2","1,6",630,1345,4528,"25,5","1,0",8612,,"1,2",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,3","3,7"
"EMIS-36T-1",2012-06-27 16:33,90,"8,0",207,"8,2","21,3","=",11000,0,"0,1",500,"0,7",25,"0,1",22160,"0,1","0,3",,"1,2","2,1",564,1421,5912,"30,7","1,0",10434,,"1,3",,"0,5",,"0,5","0,5","1,0","0,2","0,2","1,5","7,3"
"EMIS-36T-1",2012-07-18 15:51,95,"7,8",216,"8,2","25,4","=",10000,-1,"0,1",547,"0,8",25,"0,1",21940,"0,1","0,4",,"1,2","2,3",580,1417,5674,"30,9","1,0",10360,,"1,4",,"0,5",,"0,5","0,5","1,0","0,2","0,2","1,5","6,2"
"EMIS-36T-1",2012-07-31 15:26,106,"8,7",212,"8,5","25,6","=",2100,1,"0,1",479,"0,7",23,"0,1",21640,"0,1","0,3",,"1,0","1,8",521,1403,5788,"24,0","1,0",10480,,"1,2",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,4","3,1"
"EMIS-36T-1",2012-08-13 12:58,90,"7,7",187,"8,0","23,2","=",3600,-1,"0,1",3453,"0,8",48,"0,1",17880,"0,1","1,4",,"6,1","5,0",2898,2534,5576,"67,1","1,0",11528,,"4,7",,"1,6",,"0,5","0,5","1,0","0,2","0,2","6,1","12,3"
"EMIS-36T-1",2012-09-19 14:53,109,"10,2",171,"8,2","18,3","=",1700,-1,"0,1",460,"0,6",22,"0,1",16428,"0,1","0,2",,"1,0","1,7",453,1378,4434,"18,0","1,0",9002,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,3","3,6"
"EMIS-36T-1",2012-09-26 14:09,97,"9,6",138,"8,2","16,1","=",2200,1,"0,1",406,"0,6",19,"0,1",12592,"0,1","0,2",,"1,1","1,6",504,1283,3764,"19,6","1,0",8228,,"1,2",,"0,4",,"0,5","0,5","1,0","0,2","0,1","1,1","3,0"
"EMIS-36T-1",2012-10-17 14:26,,"13,4",152,"7,9","10,3","=",1200,-2,"0,1",1087,"0,4",26,"0,1",13592,"0,1","0,4",,"2,2","2,3",997,1698,4040,"28,0","1,0",9330,,"1,7",,"0,6",,"0,5","0,5","1,0","0,2","0,1","2,0","5,5"
"EMIS-36T-10",2012-06-27 16:51,96,"8,7",284,"8,4","20,2","=",2400,0,"0,1",204,"0,9",26,"0,1",33420,"0,1","0,1",,"0,7","1,3",219,1637,8762,"8,8","1,0",13180,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,7","7,4"
"EMIS-36T-10",2012-07-18 16:13,102,"8,5",297,"8,5","24,6","=",7900,-1,"0,1",243,"0,8",25,"0,1",30980,"0,1","0,2",,"0,5","1,4",246,1543,8244,"9,8","1,0",12388,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","5,8"
"EMIS-36T-10",2012-07-31 15:47,110,"9,1",298,"8,6","25,1","=",1200,1,"0,1",123,"0,9",23,"0,1",31920,"0,1","0,1",,"0,4","1,0",149,1570,8250,"7,5","1,0",12674,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-36T-10",2012-08-13 13:16,99,"8,4",305,"8,3","23,9","=",3200,-1,"0,1",217,"0,9",25,"0,1",33000,"0,1","0,2",,"0,6","1,1",215,1733,9072,"9,8","1,0",13704,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-36T-10",2012-09-19 15:15,103,"9,5",298,"8,5","19,2","=",1800,-1,"0,1",177,"0,9",25,"0,1",31120,"0,1","0,2",,"0,7","1,0",197,1694,8604,"8,8","1,0",13082,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,7","3,0"
"EMIS-36T-10",2012-09-26 14:26,101,"9,7",293,"8,4","17,4","=",4000,1,"0,1",121,"0,9",23,"0,1",30900,"0,1","0,2",,"0,6","0,8",161,1684,8852,"7,7","1,0",13370,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-36T-10",2012-10-17 14:52,124,"13,3",295,"8,2","12,5","=",26000,-2,"0,1",111,"0,7",22,"0,1",30420,"0,1","0,2",,"0,4","0,9",135,1632,8352,"5,3","1,0",12982,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-36T-11",2012-06-27 16:52,96,"8,6",286,"8,4","20,2","=",1100,0,"0,1",215,"0,9",26,"0,1",33160,"0,1","0,1",,"0,6","1,3",232,1654,8776,"8,9","1,0",13318,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","6,3"
"EMIS-36T-11",2012-07-18 16:15,103,"8,6",298,"8,5","24,7","=",2300,-1,"0,1",271,"0,9",26,"0,1",31900,"0,1","0,2",,"0,6","1,5",284,1573,8474,"9,8","1,0",12568,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,9","6,4"
"EMIS-36T-11",2012-07-31 15:49,106,"8,8",298,"8,7","25,0","=",4400,1,"0,1",124,"0,9",24,"0,1",32660,"0,1","0,1",,"0,4","0,9",151,1611,8636,"7,3","1,0",13080,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","1,0","3,0"
"EMIS-36T-11",2012-08-13 13:19,101,"8,5",305,"8,4","23,9","=",3000,-1,"0,1",265,"0,9",25,"0,1",32820,"0,1","0,2",,"0,7","4,7",254,1746,9152,"11,3","1,0",13714,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,4","0,9","13,4"
"EMIS-36T-11",2012-09-19 15:19,105,"9,7",298,"8,5","19,3","=",820,-1,"0,1",195,"0,9",24,"0,1",32160,"0,1","0,1",,"0,6","0,9",207,1683,8618,"9,1","1,0",12916,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-36T-11",2012-09-26 14:28,100,"9,5",293,"8,4","17,5","=",4300,1,"0,1",128,"0,8",23,"0,1",29720,"0,1","0,1",,"0,7","0,7",167,1626,8582,"7,6","1,0",13144,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-36T-11",2012-10-17 14:54,126,"13,7",295,"8,2","12,6","=",6000,-2,"0,1",113,"0,8",22,"0,1",30420,"0,1","0,1",,"0,3","0,9",129,1592,8298,"5,1","1,0",12620,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-36T-12",2012-06-27 16:56,94,"8,5",287,"8,5","20,3","=",460,0,"0,1",256,"0,9",26,"0,1",32920,"0,1","0,2",,"0,8","1,4",274,1601,8586,"10,1","1,0",12894,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,8","7,2"
"EMIS-36T-12",2012-07-18 16:17,106,"8,8",297,"8,6","24,7","=",1900,-1,"0,1",278,"0,9",26,"0,1",31080,"0,1","0,2",,"0,6","1,6",276,1539,8378,"10,0","1,0",12446,,"1,0",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,9","7,2"
"EMIS-36T-12",2012-07-31 15:51,107,"8,8",298,"8,7","25,3","=",140,1,"0,1",135,"0,9",23,"0,1",30820,"0,1","0,1",,"0,5","0,9",165,1523,8466,"7,3","1,0",12942,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","1,0","3,0"
"EMIS-36T-12",2012-08-13 13:22,100,"8,5",305,"8,4","23,8","=",910,-1,"0,1",215,"1,0",26,"0,1",33200,"0,1","0,1",,"0,6","1,1",212,1716,9160,"9,1","1,0",13640,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,8","5,8"
"EMIS-36T-12",2012-09-19 15:20,104,"9,7",298,"8,6","18,7","=",540,-1,"0,1",170,"0,9",24,"0,1",31380,"0,1","0,1",,"0,5","0,9",189,1681,8674,"8,0","1,0",12992,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-36T-12",2012-09-26 14:30,98,"9,5",295,"8,4","17,1","=",2100,1,"0,1",124,"0,9",24,"0,1",29400,"0,1","0,1",,"0,9","0,8",161,1645,8772,"7,3","1,0",13256,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-36T-12",2012-10-17 14:56,121,"13,4",294,"8,3","12,8","=",2300,-2,"0,1",92,"0,8",22,"0,1",30420,"0,1","0,1",,"0,3","0,8",104,1604,8488,"4,1","1,0",12990,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-36T-2",2012-06-27 16:36,99,"8,8",220,"8,2","21,0","=",26000,0,"0,1",282,"0,7",24,"0,1",23600,"0,1","0,3",,"0,8","1,7",313,1471,6520,"14,1","1,0",11112,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","1,0","8,0"
"EMIS-36T-2",2012-07-18 15:54,98,"8,1",230,"8,2","25,3","=",20000,-1,"0,1",360,"0,7",23,"0,1",25740,"0,1","0,3",,"0,8","1,8",368,1368,5886,"14,9","1,0",10378,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,1","6,8"
"EMIS-36T-2",2012-07-31 15:29,109,"8,9",222,"8,5","25,4","=",3300,1,"0,1",279,"0,8",22,"0,1",22700,"0,1","0,2",,"0,8","1,4",310,1395,6158,"14,2","1,0",10808,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,2","1,4","3,0"
"EMIS-36T-2",2012-08-13 13:00,99,"8,4",200,"8,0","23,3","=",4600,-1,"0,1",2534,"0,8",42,"0,1",20920,"0,1","1,1",,"4,7","4,0",2162,2332,6328,"55,8","1,0",11720,,"3,7",,"1,2",,"0,5","0,5","1,0","0,2","0,2","4,7","10,0"
"EMIS-36T-2",2012-09-19 14:55,98,"9,1",203,"8,3","18,8","=",3400,-1,"0,1",246,"0,7",21,"0,1",20600,"0,1","0,2",,"0,7","1,3",267,1386,5652,"13,1","1,0",9958,,"0,8",,"0,3",,"0,5","0,5","1,0","0,2","0,2","0,9","3,3"
"EMIS-36T-2",2012-09-26 14:11,98,"9,6",178,"8,1","16,6","=",460,1,"0,1",287,"0,6",22,"0,1",17036,"0,1","0,2",,"0,9","1,3",361,1319,5156,"15,5","1,0",9368,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,2","0,8","3,0"
"EMIS-36T-2",2012-10-17 14:33,127,"13,6",170,"8,0","11,0","=",3200,-2,"0,1",742,"0,5",23,"0,1",15698,"0,1","0,4",,"1,8","1,9",781,1432,4504,"30,6","1,0",8816,,"1,4",,"0,5",,"0,5","0,5","1,0","0,2","0,2","1,6","4,4"
"EMIS-36T-3",2012-06-27 16:38,98,"8,8",239,"8,2","20,8","=",30000,0,"0,1",243,"0,7",25,"0,1",27720,"0,1","0,3",,"0,7","1,6",269,1529,7148,"11,8","1,0",11812,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,9","6,5"
"EMIS-36T-3",2012-07-18 15:56,101,"8,3",258,"8,3","25,1","=",32000,-1,"0,1",252,"0,8",23,"0,1",26240,"0,1","0,2",,"0,6","1,9",266,1481,6886,"11,6","1,0",11628,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,8","7,2"
"EMIS-36T-3",2012-07-31 15:31,109,"8,9",258,"8,6","25,3","=",6000,1,"0,1",161,"0,8",22,"0,1",26420,"0,1","0,2",,"0,5","1,2",186,1490,7082,"9,7","1,0",11996,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,9","3,0"
"EMIS-36T-3",2012-08-13 13:02,99,"8,4",256,"8,0","23,6","=",24000,-1,"0,1",804,"0,9",28,"0,1",26940,"0,1","0,5",,"1,6","2,0",714,1772,7400,"23,2","1,0",12270,,"1,5",,"0,5",,"0,5","0,5","1,0","0,2","0,3","1,7","4,6"
"EMIS-36T-3",2012-09-19 14:58,100,"9,3",262,"8,3","19,2","=",9100,-1,"0,1",175,"0,8",22,"0,1",27480,"0,1","0,2",,"0,5","1,3",189,1618,7348,"10,3","1,0",12184,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-36T-3",2012-09-26 14:13,99,"9,6",243,"8,1","17,1","=",13000,1,"0,1",189,"0,8",22,"0,1",24480,"0,1","0,3",,"0,6","1,2",246,1598,7328,"11,9","1,0",12312,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-36T-3",2012-10-17 14:35,124,"13,4",220,"8,0","11,7","=",11000,-2,"0,1",375,"0,6",22,"0,1",22180,"0,1","0,3",,"1,0","1,5",411,1470,6178,"16,8","1,0",10706,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,2","0,9","3,3"
"EMIS-36T-4",2012-06-27 16:40,97,"8,7",244,"8,3","20,8","=",31000,0,"0,1",213,"0,8",24,"0,1",28020,"0,1","0,3",,"0,6","1,6",239,1554,7340,"11,2","1,0",12226,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","6,7"
"EMIS-36T-4",2012-07-18 15:59,101,"8,3",263,"8,3","25,2","=",28000,-1,"0,1",235,"0,8",24,"0,1",27100,"0,1","0,3",,"0,5","1,6",248,1484,7062,"11,1","1,0",11954,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,8","6,3"
"EMIS-36T-4",2012-07-31 15:33,109,"8,9",272,"8,6","25,3","=",11000,1,"0,1",124,"0,9",22,"0,1",28100,"0,1","0,2",,"0,4","1,2",151,1540,7546,"9,3","1,0",12636,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-36T-4",2012-08-13 13:04,99,"8,4",274,"8,1","23,6","=",15000,-1,"0,1",449,"0,9",26,"0,1",29380,"0,1","0,3",,"1,0","1,6",425,1682,7716,"17,7","1,0",12620,,"1,2",,"0,3",,"0,5","0,5","1,0","0,2","0,3","1,2","3,7"
"EMIS-36T-4",2012-09-19 15:01,101,"9,3",278,"8,3","19,3","=",11000,-1,"0,1",163,"0,8",23,"0,1",27860,"0,1","0,3",,"0,8","1,2",177,1627,7472,"10,2","1,0",12282,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-36T-4",2012-09-26 14:15,99,"9,5",261,"8,2","17,2","=",17000,1,"0,1",149,"0,7",22,"0,1",25520,"0,1","0,3",,"0,7","1,2",200,1582,7570,"10,4","1,0",12414,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-36T-4",2012-10-17 14:37,124,"13,5",244,"8,0","12,0","=",18000,-2,"0,1",299,"0,7",22,"0,1",23280,"0,1","0,3",,"1,0","1,4",335,1482,6458,"14,4","1,0",11054,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,7","8,1"
"EMIS-36T-5",2012-06-27 16:42,94,"8,5",247,"8,3","20,8","=",32000,0,"0,1",196,"0,8",24,"0,1",26040,"0,1","0,3",,"0,6","1,5",223,1510,7198,"11,1","1,0",11928,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","7,1"
"EMIS-36T-5",2012-07-18 16:00,104,"8,6",263,"8,6","25,2","=",17000,-1,"0,1",166,"0,8",22,"0,1",26320,"0,1","0,2",,"0,4","1,5",177,1426,6984,"9,7","1,0",11658,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","6,7"
"EMIS-36T-5",2012-07-31 15:36,121,"9,8",274,"8,9","26,0","=",3000,1,"0,1",111,"1,0",22,"0,1",28660,"0,1","0,2",,"0,3","1,2",143,1529,7750,"10,7","1,0",13018,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-36T-5",2012-08-13 13:06,102,"8,6",290,"8,3","23,9","=",16000,-1,"0,1",192,"0,9",24,"0,1",30620,"0,1","0,3",,"0,5","1,3",206,1670,8402,"14,6","1,0",13524,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-36T-5",2012-09-19 15:03,102,"9,4",282,"8,4","19,2","=",15000,-1,"0,1",103,"0,9",22,"0,1",29720,"0,1","0,2",,"0,6","1,1",117,1671,7656,"8,1","1,0",12684,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-36T-5",2012-09-26 14:17,100,"9,7",281,"8,3","17,1","=",5100,1,"0,1",94,"0,8",22,"0,1",28540,"0,1","0,3",,"0,8","1,1",135,1771,8652,"9,0","1,0",14116,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-36T-5",2012-10-17 14:39,126,"13,6",265,"8,1","12,3","=",37000,-2,"0,1",172,"0,7",22,"0,1",26680,"0,1","0,2",,"0,8","1,2",196,1572,7330,"9,0","1,0",12314,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-36T-6",2012-06-27 16:44,95,"8,5",262,"8,4","20,4","=",37000,0,"0,1",178,"0,8",25,"0,1",28740,"0,1","0,3",,"0,5","1,6",205,1566,7512,"9,8","1,0",12260,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","7,0"
"EMIS-36T-6",2012-07-18 16:04,130,"12,5",284,"8,4","25,0","=",43000,-1,"0,1",188,"0,8",23,"0,1",28900,"0,1","0,3",,"0,4","1,6",199,1578,7646,"9,3","1,0",12742,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","8,2"
"EMIS-36T-6",2012-07-31 15:38,109,"9,3",5,"7,9","23,3","=",21000,1,"0,1",114,"0,9",23,"0,1",29840,"0,1","0,4",,"0,4","1,4",132,1655,7974,"8,2","1,0",13424,,"1,0",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-36T-6",2012-08-13 13:08,99,"8,3",304,"8,2","23,8","=",59000,-1,"0,1",151,"0,9",25,"0,1",32040,"0,1","0,4",,"0,5","1,5",163,1766,8716,"10,6","1,0",14270,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-36T-6",2012-09-19 15:06,99,"9,1",297,"8,3","19,5","=",35000,-1,"0,1",139,"0,8",23,"0,1",30840,"0,1","0,4",,"0,8","1,5",147,1836,8060,"9,3","1,0",13626,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-36T-6",2012-09-26 14:19,98,"9,4",290,"8,3","17,4","=",53000,1,"0,1",112,"0,9",22,"0,1",30460,"0,1","0,4",,"0,7","1,0",130,1793,8352,"8,8","1,0",13462,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-36T-6",2012-10-17 14:46,126,"13,4",283,"8,1","12,4","=",57000,-2,"0,1",140,"0,8",22,"0,1",28740,"0,1","0,3",,"0,4","1,3",178,1646,7836,"8,1","1,0",13100,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-36T-7",2012-06-27 16:45,96,"8,6",267,"8,3","20,5","=",25000,0,"0,1",154,"0,8",25,"0,1",29640,"0,1","0,2",,"0,5","1,7",181,1574,7724,"8,9","1,0",12558,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","5,9"
"EMIS-36T-7",2012-07-18 16:06,100,"8,3",289,"8,4","24,9","=",54000,-1,"0,1",192,"0,9",23,"0,1",30340,"0,1","0,3",,"0,4","1,7",200,1613,7960,"8,8","1,0",12982,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","11,5"
"EMIS-36T-7",2012-07-31 15:41,107,"8,8",304,"8,6","25,1","=",23000,1,"0,1",133,"0,9",24,"0,1",32220,"0,1","0,4",,"0,4","1,4",160,1787,8636,"8,8","1,0",14256,,"1,2",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-36T-7",2012-08-13 13:10,99,"8,4",313,"8,2","23,8","=",140000,-1,"0,1",162,"0,9",25,"0,1",32900,"0,1","0,6",,"0,5","1,7",184,1829,8970,"11,5","1,0",14900,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-36T-7",2012-09-19 15:09,96,"8,9",299,"8,3","19,5","=",40000,-1,"0,1",132,"0,8",23,"0,1",30760,"0,1","0,4",,"0,5","1,5",138,1815,8032,"8,6","1,0",13622,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","4,6"
"EMIS-36T-7",2012-09-26 14:21,96,"9,2",294,"8,3","17,5","=",50000,1,"0,1",101,"0,9",22,"0,1",30500,"0,1","0,4",,"0,4","1,0",119,1797,8352,"7,7","1,0",13540,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-36T-7",2012-10-17 14:44,121,"13,7",291,"8,1","12,4","=",110000,-2,"0,1",150,"0,8",23,"0,1",29080,"0,1","0,4",,"0,8","1,4",192,1707,8034,"8,8","1,0",13382,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-36T-8",2012-06-27 16:47,95,"8,6",271,"8,3","20,4","=",33000,0,"0,1",165,"0,8",25,"0,1",30560,"0,1","0,2",,"0,5","1,8",183,1608,8064,"8,4","1,0",12636,,"0,8",,"0,4",,"0,5","0,5","1,0","0,2","0,3","0,7","6,9"
"EMIS-36T-8",2012-07-18 16:08,100,"8,3",293,"8,4","24,9","=",56000,-1,"0,1",176,"0,9",24,"0,1",31020,"0,1","0,2",,"0,4","1,6",186,1616,8174,"8,2","1,0",13150,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,7","8,0"
"EMIS-36T-8",2012-07-31 15:43,108,"8,9",304,"8,5","25,2","=",17000,1,"0,1",114,"0,9",24,"0,1",31780,"0,1","0,3",,"0,4","1,3",133,1692,8386,"7,5","1,0",13600,,"1,0",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-36T-8",2012-08-13 13:12,98,"8,4",318,"8,2","23,3","=",33000,-1,"0,1",128,"0,9",25,"0,1",32960,"0,1","0,5",,"0,4","1,5",146,1824,9066,"9,8","1,0",14910,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-36T-8",2012-09-19 15:10,102,"9,4",298,"8,3","19,4","=",34000,-1,"0,1",132,"1,0",23,"0,1",32340,"0,1","0,4",,"0,4","1,4",152,1789,8176,"8,5","1,0",13422,,"0,7",,"0,2",,"0,5","0,5","1,1","0,2","0,3","0,5","3,0"
"EMIS-36T-8",2012-09-26 14:23,96,"9,2",295,"8,3","17,6","=",70000,1,"0,1",113,"0,8",22,"0,1",30800,"0,1","0,4",,"0,7","1,0",128,1792,8376,"7,7","1,0",13460,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-36T-8",2012-10-17 14:48,127,"13,1",296,"8,1","12,5","=",57000,-2,"0,1",131,"0,8",23,"0,1",29660,"0,1","0,5",,"0,4","1,3",179,1717,8230,"8,5","1,0",13656,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-36T-9",2012-06-27 16:49,94,"8,5",281,"8,4","20,4","=",5600,0,"0,1",156,"1,0",27,"0,1",30420,"0,1","0,2",,"0,5","1,2",180,1582,8402,"8,3","1,0",12918,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","6,5"
"EMIS-36T-9",2012-07-18 16:10,103,"8,6",296,"8,4","24,7","=",24000,-1,"0,1",186,"0,9",24,"0,1",31500,"0,1","0,2",,"0,4","1,5",190,1579,8372,"8,7","1,0",12890,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","6,8"
"EMIS-36T-9",2012-07-31 15:45,117,"9,6",299,"8,7","25,2","=",1500,1,"0,1",119,"0,9",23,"0,1",31340,"0,1","0,1",,"0,4","1,0",138,1593,8408,"7,9","1,0",13000,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
