"Point d'échantillonnage","Date","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","Tl ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-36T-9",2012-08-13 13:14,99,"8,4",306,"8,2","23,6","=",9000,-1,"0,1",171,"0,9",24,"0,1",33100,"0,1","0,2",,"0,5","1,1",200,1727,9358,"11,9","1,0",13794,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-36T-9",2012-09-19 15:13,102,"9,4",298,"8,4","19,2","=",6000,-1,"0,1",133,"0,8",23,"0,1",30540,"0,1","0,2",,"0,4","1,0",151,1686,8278,"8,2","1,0",12774,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-36T-9",2012-09-26 14:24,99,"9,5",294,"8,3","17,5","=",19000,1,"0,1",123,"0,8",22,"0,1",31380,"0,1","0,2",,"0,4","0,8",132,1739,8592,"7,4","1,0",12990,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-36T-9",2012-10-17 14:50,126,"13,5",295,"8,1","12,5","=",34000,-2,"0,1",96,"0,7",23,"0,1",30400,"0,1","0,3",,"0,4","1,1",129,1707,8382,"5,3","1,0",13358,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-40P",2012-06-27 17:28,102,"9,1",262,"8,3","20,6","=",13000,0,"0,1",207,"0,8",25,"0,1",29140,"0,1","0,2",,"0,6","1,5",227,1545,7606,"10,3","1,0",12180,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","8,2"
"EMIS-40P",2012-07-18 16:48,97,"8,0",277,"8,3","24,8","=",22000,-1,"0,1",218,"0,8",24,"0,1",27200,"0,1","0,2",,"0,5","2,0",225,1478,7128,"10,2","1,0",11748,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,9","8,6"
"EMIS-40P",2012-07-31 16:21,99,"8,2",274,"8,5","25,1","=",3800,1,"0,1",174,"0,8",23,"0,1",27660,"0,1","0,2",,"0,5","1,3",200,1547,7586,"10,1","1,0",12610,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-40P",2012-08-13 13:48,98,"8,3",304,"8,1","23,7","=",16000,-1,"0,1",189,"0,9",25,"0,1",31820,"0,1","0,3",,"0,6","1,3",195,1732,8670,"10,5","1,0",13870,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","5,6"
"EMIS-40P",2012-09-19 15:54,100,"9,3",299,"8,3","19,2","=",11000,-1,"0,1",129,"0,9",24,"0,1",31620,"0,1","0,3",,"0,7","1,1",147,1765,8444,"8,0","1,0",13368,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,6"
"EMIS-40P",2012-09-26 14:53,100,"9,6",294,"8,2","17,3","=",23000,1,"0,1",97,"0,9",23,"0,1",32580,"0,1","0,3",,"0,4","0,8",112,1825,8902,"6,9","1,0",13850,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-40P",2012-10-17 15:21,128,"14,1",291,"8,0","12,4","=",47000,-2,"0,2",108,"0,7",22,"0,1",29740,"0,1","0,4",,"0,9","1,2",145,1710,8232,"6,3","1,0",13566,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,3"
"EMIS-40RN",2012-06-27 17:22,103,"9,2",241,"8,2","20,8","=",6000,0,"0,1",320,"0,8",24,"0,1",24440,"0,1","0,3",,"0,9","1,7",362,1446,6488,"17,0","1,0",11074,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,3","1,0","8,1"
"EMIS-40RN",2012-07-18 16:40,95,"7,9",247,"8,2","25,0",">",6000,-1,"0,1",294,"0,8",23,"0,1",24920,"0,1","0,3",,"0,7","1,8",314,1424,6484,"13,7","1,0",10986,,"1,0",,"0,3",,"0,5","0,6","1,2","0,2","0,3","0,9","7,0"
"EMIS-40RN",2012-07-31 16:16,99,"8,2",245,"8,4","25,2","=",4800,1,"0,1",323,"0,8",23,"0,1",25140,"0,1","0,3",,"0,8","1,6",337,1491,6846,"15,3","1,0",11730,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,3","1,1","3,0"
"EMIS-40RN",2012-08-13 13:44,94,"8,1",203,"7,9","23,3","=",5900,-1,"0,1",2931,"0,9",44,"0,1",20360,"0,1","1,2",,"5,1","4,2",2422,2362,6280,"59,7","1,0",11824,,"4,0",,"1,4",,"0,5","0,5","1,0","0,2","0,2","5,1","10,4"
"EMIS-40RN",2012-09-19 15:48,99,"9,3",189,"8,3","18,5","=",1500,-1,"0,1",427,"0,6",22,"0,1",19034,"0,1","0,2",,"1,1","1,5",434,1385,5052,"18,3","1,0",9510,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,2","1,2","3,0"
"EMIS-40RN",2012-09-26 14:48,97,"9,6",158,"8,2","16,3","=",2300,1,"0,1",435,"0,5",19,"0,1",16092,"0,1","0,2",,"1,0","1,4",468,1309,4338,"19,6","1,0",8166,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,1","1,1","3,2"
"EMIS-40RN",2012-10-17 15:19,127,"13,9",155,"8,1","10,8","=",1500,-2,"0,1",852,"0,5",24,"0,1",14260,"0,1","0,4",,"2,0","2,1",835,1527,4150,"26,2","1,0",8842,,"1,5",,"0,5",,"0,5","0,5","1,0","0,2","0,2","1,7","4,4"
"EMIS-40RS",2012-06-27 17:34,100,"9,1",289,"8,4","20,1","=",430,0,"0,1",165,"0,9",29,"0,1",35120,"0,1","0,1",,"0,6","1,1",183,1696,9156,"7,7","1,0",13962,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,7","5,9"
"EMIS-40RS",2012-07-18 16:53,101,"8,5",302,"8,5","24,5","=",550,-1,"0,1",156,"1,0",25,"0,1",31580,"0,1","0,1",,"0,3","3,9",148,1583,8382,"5,4","1,0",12486,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","6,1"
"EMIS-40RS",2012-07-31 16:27,104,"8,6",302,"8,6","24,9","=",240,1,"0,1",203,"0,9",25,"0,1",32020,"0,1","0,1",,"0,5","1,1",214,1628,8812,"7,4","1,0",13224,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-40RS",2012-08-13 13:53,101,"8,5",309,"8,4","24,0","=",430,-1,"0,1",183,"1,0",25,"0,1",33380,"0,1","0,1",,"0,5","1,0",200,1707,9210,"8,5","1,0",13844,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,8","3,0"
"EMIS-40RS",2012-09-19 15:58,101,"9,3",302,"8,5","19,5","=",170,-1,"0,1",172,"0,9",24,"0,1",32060,"0,1","0,1",,"0,9","0,9",192,1680,8638,"8,1","1,0",13014,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-40RS",2012-09-26 14:56,103,"9,8",297,"8,4","17,7","=",340,1,"0,1",142,"0,9",23,"0,1",33040,"0,1","0,1",,"0,7","0,7",162,1714,8880,"7,4","1,0",13228,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,6","3,0"
"EMIS-40RS",2012-10-17 15:25,129,"13,9",299,"8,3","12,6","=",170,-2,"0,1",83,"0,8",23,"0,1",31420,"0,1","0,1",,"0,3","0,7",104,1617,8602,"4,1","1,0",12978,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-40T-1",2012-06-27 17:19,103,"9,2",215,"8,4","21,2","=",5200,0,"0,1",479,"0,7",26,"0,1",24420,"0,1","0,3",,"1,2","1,8",514,1491,6436,"24,8","1,0",11014,,"1,2",,"0,4",,"0,5","0,5","1,0","0,2","0,3","1,4","9,1"
"EMIS-40T-1",2012-07-18 16:37,98,"8,1",228,"8,4","25,2","=",13000,-1,"0,1",531,"1,2",25,"0,1",23280,"0,1","0,4",,"1,3","2,3",607,1499,6388,"25,9","1,0",10990,,"1,4",,"0,6",,"0,5","0,8","1,0","0,2","0,3","1,4","8,8"
"EMIS-40T-1",2012-07-31 16:13,100,"8,2",223,"8,4","25,3","=",3200,1,"0,1",512,"0,8",24,"0,1",22280,"0,1","0,3",,"1,1","1,9",531,1454,6150,"22,6","1,0",11032,,"1,1",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,4","3,3"
"EMIS-40T-1",2012-08-13 13:41,86,"7,4",194,"8,0","23,2","=",3000,-1,"0,1",3182,"0,8",49,"0,1",19294,"0,1","1,3",,"5,9","4,8",2774,2508,5794,"67,3","1,0",11872,,"4,5",,"1,6",,"0,5","0,5","1,0","0,2","0,2","5,9","12,0"
"EMIS-40T-1",2012-09-19 15:44,100,"9,4",192,"8,2","18,5","=",820,-1,"0,1",446,"0,6",22,"0,1",18038,"0,1","0,2",,"1,0","1,5",452,1388,4896,"18,9","1,0",9478,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,3","3,0"
"EMIS-40T-1",2012-09-26 14:46,97,"9,6",144,"8,5","16,1","=",1800,1,"0,1",468,"0,5",19,"0,1",14544,"0,1","0,2",,"1,1","1,5",500,1297,3786,"20,0","1,0",7884,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,1","1,2","3,0"
"EMIS-40T-1",2012-10-17 15:15,118,"13,0",154,"8,3","10,5","=",140,-2,"0,1",859,"0,4",24,"0,1",13362,"0,1","0,4",,"2,0","3,7",861,1581,4034,"24,4","1,0",9020,,"1,5",,"0,5",,"0,5","0,5","1,0","0,2","0,2","1,8","4,2"
"EMIS-40T-2",2012-06-27 17:24,102,"9,2",255,"8,2","20,6","=",16000,0,"0,1",218,"1,0",25,"0,1",28720,"0,1","0,2",,"0,6","1,5",249,1550,7514,"11,0","1,0",12082,,"0,9",,"0,2",,"0,5","0,6","1,0","0,2","0,3","0,8","8,1"
"EMIS-40T-2",2012-07-18 16:43,94,"7,8",267,"8,3","24,9","=",19000,-1,"0,1",217,"0,8",23,"0,1",27420,"0,1","0,2",,"0,6","1,7",240,1509,7412,"11,1","1,0",12022,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,7","8,8"
"EMIS-40T-2",2012-07-31 16:19,101,"8,4",277,"8,5","25,0","=",8000,1,"0,1",161,"0,9",23,"0,1",28660,"0,1","0,2",,"0,4","1,4",186,1571,7706,"9,6","1,0",12730,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-40T-2",2012-08-13 13:46,98,"8,3",272,"7,9","23,6","=",15000,-1,"0,1",628,"0,9",29,"0,1",29800,"0,1","0,5",,"1,3","1,9",611,1808,8286,"22,9","1,0",13420,,"1,4",,"0,4",,"0,5","0,5","1,0","0,2","0,3","1,5","3,6"
"EMIS-40T-2",2012-09-19 15:51,99,"9,1",285,"8,2","19,2","=",16000,-1,"0,1",161,"0,8",22,"0,1",29080,"0,1","0,3",,"0,5","1,6",176,1643,7600,"10,1","1,0",12662,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-40T-2",2012-09-26 14:50,97,"9,4",271,"8,1","17,1","=",1300,1,"0,1",163,"0,8",22,"0,1",29160,"0,1","0,3",,"0,5","1,0",183,1706,7958,"10,2","1,0",12680,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-40T-2",2012-10-17 15:19,123,"13,6",248,"8,0","12,0","=",14000,-2,"0,1",220,"0,7",22,"0,1",25300,"0,1","0,3",,"0,7","1,3",265,1555,7090,"10,8","1,0",11954,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-40T-3",2012-06-27 17:32,97,"8,8",275,"8,4","20,3","=",4000,0,"0,1",182,"1,4",25,"0,1",30780,"0,1","0,1",,"0,5","1,3",205,1507,8040,"8,6","1,0",12694,,"0,8",,"0,2",,"0,5","0,8","1,0","0,2","0,3","0,6","7,5"
"EMIS-40T-3",2012-07-18 16:51,99,"8,2",282,"8,4","24,7","=",8300,-1,"0,1",186,"0,8",23,"0,1",28500,"0,1","0,2",,"0,5","4,9",196,1534,7786,"7,8","1,0",12158,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","6,6"
"EMIS-40T-3",2012-07-31 16:24,104,"8,6",298,"8,6","24,9","=",730,1,"0,1",213,"0,9",24,"0,1",31760,"0,1","0,1",,"0,5","1,0",220,1621,8582,"7,9","1,0",12786,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-40T-3",2012-08-13 13:50,100,"8,4",306,"8,2","24,0","=",1000,-1,"0,1",220,"1,0",26,"0,1",33420,"0,1","0,1",,"0,5","1,1",229,1756,9214,"9,4","1,0",13826,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,7","3,0"
"EMIS-40T-3",2012-09-19 15:56,101,"9,3",300,"8,4","19,5","=",560,-1,"0,1",222,"0,9",25,"0,1",32500,"0,1","0,1",,"0,8","0,9",243,1646,8500,"9,7","1,0",12766,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-40T-3",2012-09-26 14:55,101,"9,6",295,"8,3","17,7","=",14000,1,"0,1",189,"0,8",23,"0,1",32900,"0,1","0,1",,"0,8","0,9",207,1729,8924,"8,6","1,0",13200,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,6","3,0"
"EMIS-40T-3",2012-10-17 15:23,128,"13,8",297,"8,1","12,5","=",4500,-2,"0,1",109,"0,8",22,"0,1",30200,"0,1","0,1",,"0,3","0,8",127,1520,8108,"4,7","1,0",12238,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-6RN",2012-07-31 11:42,106,"8,8",191,"8,6","24,9","=",72,1,"0,1",272,"0,6",18,"0,1",14650,"0,1","0,1",,"0,6","1,5",288,1055,3892,"12,7","1,0",7084,,"0,8",,"0,3",,"0,5","0,5","1,0","0,2","0,1","1,0","3,0"
"EMIS-6RN",2012-08-13 10:05,94,"8,1",156,"8,3","23,1","=",730,-1,"0,1",515,"0,6",21,"0,1",11150,"0,1","0,3",,"1,2","1,9",503,1088,2920,"22,6","1,0",6044,,"1,2",,"0,5",,"0,5","0,5","1,0","0,2","0,1","1,3","4,3"
"EMIS-6RN",2012-09-19 11:36,101,"9,5",122,"8,6","18,2","=",2800,-1,"0,1",430,"0,7",20,"0,1",11210,"0,1","0,2",,"1,1","1,7",445,1074,3014,"20,0","1,0",6116,,"0,9",,"0,4",,"0,5","0,5","1,4","0,2","0,2","1,1","3,5"
"EMIS-6RN",2012-09-26 10:55,95,"9,3",150,"8,3","16,3","=",63,1,"0,1",375,"0,6",20,"0,1",16498,"0,1","0,2",,"1,1","1,4",405,1234,4358,"18,1","1,0",7666,,"0,9",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,0","9,2"
"EMIS-6RN",2012-10-17 11:04,114,"12,9",102,"8,3","10,7","=",90,-2,"0,1",779,"0,5",22,"0,1",9742,"0,1","0,4",,"1,6","1,9",851,1091,2702,"39,3","1,0",5796,,"1,4",,"0,6",,"0,5","0,5","1,0","0,2","0,1","1,6","24,8"
"EMIS-LAVA",2012-06-27 16:05,91,"8,1",213,"8,2","21,0","=",22000,0,"0,1",274,"0,6",22,"0,1",22880,"0,1","0,2",,"0,7","1,6",299,1321,6034,"14,7","1,0",10656,,"0,8",,"0,3",,"0,5","0,5","1,0","0,2","0,2","0,8","6,4"
"EMIS-LAVA",2012-07-18 15:24,105,"8,6",216,"8,3","25,6","=",24000,-1,"0,1",397,"0,7",23,"0,1",22140,"0,1","0,3",,"0,9","2,1",413,1438,6000,"18,2","1,0",10718,,"1,1",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,2","7,9"
"EMIS-LAVA",2012-07-31 14:58,112,"9,2",191,"8,7","25,8","=",2100,1,"0,1",336,"0,7",22,"0,1",20140,"0,1","0,2",,"0,9","1,6",353,1305,5400,"16,9","1,0",9954,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,2","1,1","4,6"
"EMIS-LAVA",2012-08-13 12:33,99,"8,5",168,"8,3","23,1","=",3200,-1,"0,1",2136,"0,7",42,"0,1",17006,"0,1","1,0",,"4,4","5,1",1979,2198,4896,"47,1","1,0",10296,,"3,1",,"1,3",,"0,5","0,5","1,0","0,2","0,2","4,4","13,4"
"EMIS-LAVA",2012-09-19 14:26,103,"9,7",155,"8,3","18,6","=",1700,-1,"0,1",388,"0,6",20,"0,1",13918,"0,1","0,2",,"0,9","1,8",469,1262,3824,"19,1","1,0",8328,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,1","1,1","3,0"
"EMIS-LAVA",2012-09-26 13:48,96,"9,4",141,"8,1","16,3","=",550,1,"0,1",476,"0,6",19,"0,1",13926,"0,1","0,2",,"1,4","1,5",523,1275,3734,"22,0","1,0",7744,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,1","1,2","3,1"
"EMIS-LAVA",2012-10-17 14:05,111,"13,8",138,"8,0","10,6","=",480,-2,"0,1",971,"0,5",25,"0,1",12294,"0,1","0,5",,"1,9","2,2",958,1509,3710,"31,5","1,0",8260,,"1,6",,"0,6",,"0,5","0,5","1,0","0,2","0,1","1,9","5,0"
"EMIS-M104",2012-06-27 18:44,101,"9,2",286,"8,3","20,2","=",640,0,"0,1",116,"0,8",25,"0,1",34040,"0,1","0,1",,"0,3","1,0",131,1576,8858,"6,4","1,0",13652,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","5,6"
"EMIS-M104",2012-07-18 18:10,105,"8,8",301,"8,5","24,3","=",3200,-1,"0,1",121,"1,0",24,"0,1",32360,"0,1","0,1",,"0,3","4,5",137,1634,9078,"6,3","1,0",13252,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,6","6,2"
"EMIS-M104",2012-07-31 17:39,102,"8,5",300,"8,5","24,5","=",180,0,"0,1",131,"1,0",25,"0,1",32240,"0,1","0,1",,"0,4","0,9",167,1624,8714,"7,4","1,0",13120,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M104",2012-08-13 15:10,96,"8,2",306,"8,4","23,6","=",260,-1,"0,1",112,"0,9",24,"0,1",32020,"0,1","0,1",,"0,3","0,5",141,1698,8736,"6,6","1,0",13200,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M104",2012-09-19 17:34,102,"9,4",300,"8,4","19,0","=",820,-1,"0,1",110,"0,9",23,"0,1",31240,"0,1","0,1",,"0,6","1,0",156,1663,8626,"7,7","1,0",13130,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-M104",2012-09-26 16:01,100,"9,5",296,"8,3","17,7","=",390,1,"0,1",103,"0,8",22,"0,1",32540,"0,1","0,1",,"0,6","0,7",124,1704,8812,"6,5","1,0",12964,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,5","3,0"
"EMIS-M104",2012-10-17 16:36,122,"13,3",296,"8,4","12,6","=",63,-2,"0,1",85,"0,8",23,"0,1",31160,"0,1","0,1",,"0,6","0,8",113,1598,8442,"4,9","1,0",12896,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-M104N",2012-06-27 18:52,97,"8,8",285,"8,4","20,1","=",600,0,"0,1",113,"0,8",26,"0,1",33700,"0,1","0,1",,"0,3","1,1",123,1553,8782,"6,5","1,0",13506,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,5","5,8"
"EMIS-M104N",2012-07-18 18:14,102,"8,5",299,"8,5","24,5","=",2900,-1,"0,1",155,"0,9",25,"0,1",32520,"0,1","0,1",,"0,4","2,3",165,1636,8594,"7,6","1,0",12718,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","5,6"
"EMIS-M104N",2012-07-31 17:44,103,"8,4",296,"8,6","25,3","=",19000,0,"0,1",140,"0,9",24,"0,1",32860,"0,1","0,1",,"0,5","1,1",169,1582,8556,"8,1","1,0",12904,,"0,7",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-M104N",2012-08-13 15:14,98,"8,3",304,"8,4","24,2","=",1100,-1,"0,1",140,"1,0",24,"0,1",31600,"0,1","0,1",,"0,5","0,6",166,1687,8628,"7,6","1,0",12952,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-M104N",2012-09-19 17:37,106,"9,8",298,"8,5","19,2","=",15000,-1,"0,1",138,"0,9",24,"0,1",30660,"0,1","0,1",,"0,5","1,1",192,1697,8722,"8,9","1,0",13454,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M104N",2012-09-26 16:04,98,"9,4",292,"8,4","17,6","=",280,1,"0,1",114,"0,8",23,"0,1",32460,"0,1","0,1",,"0,6","0,7",132,1687,8834,"7,0","1,0",13118,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-M104N",2012-10-17 16:40,124,"10,3",294,"8,3","12,6","=",1700,-2,"0,1",100,"0,8",23,"0,1",30800,"0,1","0,1",,"0,6","0,9",124,1625,8466,"5,6","1,0",12890,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-M130",2012-06-27 10:33,104,"9,4",286,"8,2","19,8","=",280,0,"0,1",115,"0,8",25,"0,1",33600,"0,1","0,1",,"0,3","1,1",135,1543,8682,"7,2","1,0",13372,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","6,3"
"EMIS-M130",2012-07-18 10:39,99,"8,3",300,"8,4","24,2","=",1400,-1,"0,1",152,"0,9",25,"0,1",32500,"0,1","0,1",,"0,3","1,2",173,1630,8892,"7,9","1,0",13102,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","4,2"
"EMIS-M130",2012-07-31 10:40,104,"8,7",297,"8,4","24,2","=",460,1,"0,1",164,"0,9",25,"0,1",31860,"0,1","0,1",,"0,5","1,1",198,1637,8848,"8,9","1,0",13290,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-M130",2012-08-13 09:43,95,"8,1",305,"8,2","23,5","=",730,-1,"0,1",135,"0,9",25,"0,1",32220,"0,1","0,1",,"0,4","0,6",160,1678,8606,"7,8","1,0",13044,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M130",2012-09-19 10:30,100,"9,2",299,"8,5","19,4","=",360,-1,"0,1",101,"0,9",24,"0,1",30600,"0,1","0,1",,"0,5","1,0",146,1632,8508,"7,8","1,0",12932,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-M130",2012-09-26 10:09,98,"9,3",293,"8,3","17,6","=",430,1,"0,1",95,"0,8",22,"0,1",32940,"0,1","0,1",,"0,4","0,6",115,1697,8820,"6,7","1,0",12962,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-M130",2012-10-17 10:21,129,"13,3",295,"8,2","12,4","=",320,-2,"0,1",89,"0,8",23,"0,1",31700,"0,1","0,1",,"0,5","0,8",112,1634,8646,"5,2","1,0",13064,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,4","3,0"
"EMIS-M132",2012-06-27 10:29,102,"9,3",294,"8,1","19,9",">",600000,0,"0,1",137,"0,9",26,"0,1",32640,"0,1","0,3",,"0,5","1,7",171,1676,8498,"8,8","1,0",13550,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","7,1"
"EMIS-M132",2012-07-18 10:39,99,"8,3",300,"8,4","24,2","=",31000,-1,"0,1",183,"0,9",24,"0,1",31320,"0,1","0,2",,"0,4","1,3",207,1614,8624,"9,7","1,0",12824,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","6,1"
"EMIS-M132",2012-07-31 10:27,102,"8,5",300,"8,4","24,4","<",100,1,"0,1",161,"0,9",24,"0,1",31380,"0,1","0,3",,"0,4","1,2",190,1614,8450,"9,2","1,0",13030,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-M132",2012-08-13 09:39,99,"8,4",306,"8,2","23,5","=",44000,-1,"0,1",122,"0,8",24,"0,1",34380,"0,1","0,2",,"0,4","0,8",149,1655,8340,"7,6","1,0",12898,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M132",2012-09-19 10:15,100,"9,2",299,"8,4","19,4","=",50000,-1,"0,1",107,"0,9",23,"0,1",30520,"0,1","0,2",,"0,5","1,1",154,1699,8628,"9,2","2,0",13404,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M132",2012-09-26 09:57,98,"9,4",292,"8,2","17,5","=",29000,1,"0,1",101,"0,8",22,"0,1",32000,"0,1","0,1",,"0,5","0,9",124,1665,8570,"7,3","1,0",12706,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-M132",2012-10-17 10:05,130,"13,7",299,"8,1","12,3","=",60000,-2,"0,1",107,"0,8",23,"0,1",31540,"0,1","0,4",,"0,6","1,3",137,1806,8548,"7,0","1,0",13836,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-M138",2012-06-27 10:24,96,"8,8",319,"7,9","20,0","=",480000,0,"0,1",194,"0,8",27,"0,1",34640,"0,1","1,0",,"0,6","2,9",258,2192,8822,"13,9","1,0",17908,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,4","0,6","7,8"
"EMIS-M138",2012-07-18 10:27,101,"8,4",323,"8,2","24,3",">",6000,-1,"0,1",183,"0,8",26,"0,1",32960,"0,1","0,8",,"0,5","2,1",227,1928,8846,"11,7","1,0",15050,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","6,3"
"EMIS-M138",2012-07-31 10:21,101,"8,5",302,"8,3","24,4","=",150000,1,"0,1",167,"0,9",25,"0,1",31620,"0,1","1,0",,"0,7","1,9",219,1883,8702,"12,1","1,0",14710,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-M138",2012-08-13 09:36,90,"7,6",334,"8,0","23,7","=",100000,-1,"0,1",159,"0,8",25,"0,1",32980,"0,1","1,3",,"0,5","2,5",208,2198,8680,"12,9","1,0",16374,,"0,5",,"0,2",,"0,5","0,9","1,0","0,2","0,3","0,6","3,0"
