NUM_DISTRICT,ARRONDISSEMENT,NOM_DISTRICT,NOM_BASSIN,NOM_SECTION
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-001"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-008"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-007"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-001"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE ENFANTS-DU-MONDE-Gymnase 1","141-006"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE BEAU-SÉJOUR - ÉDIFICE NORD-Gymnase","141-020"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE BEAU-SÉJOUR - ÉDIFICE NORD-Gymnase","141-014"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","ÉCOLE ST. MONICA-Gymnase","035-025"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ACADÉMIE INTERNATIONALE MARYMOUNT-Gymnase","033-006"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","DOMAINE BONNEVILLE-Salle communautaire","122-029"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SIMONE-DESJARDINS PAVILLON PERRAS-Gymnase","121-022"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SIMONE-DESJARDINS PAVILLON PERRAS-Gymnase","121-017"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE NOTRE-DAME-DE-FATIMA-Gymnase","121-016"
51,"LaSalle","Sault-Saint-Louis","COMPLEXE SPORTIF CEGEP ANDRÉ-LAURENDEAU-Gymnase","051-082"
51,"LaSalle","Sault-Saint-Louis","CENTRE D'ÉDUCATION DES ADULTES DE LASALLE-Cafétéria","051-008"
51,"LaSalle","Sault-Saint-Louis","CENTRE CULTUREL ET COMMUNAUTAIRE HENRI-LEMIEUX-Théâtre du Grand Sault","051-069"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CEGEP MARIE-VICTORIN-Gymnase double","123-022"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE NOTRE-DAME-DE-FATIMA-Gymnase","121-011"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE MONTMARTRE-Gymnase B","121-044"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE BEAU-SÉJOUR - ÉDIFICE NORD-Gymnase","141-011"
141,"Saint-Laurent","Côte-de-Liesse","COMPLEXE SPORTIF DE SAINT-LAURENT-Gymnase 1","141-034"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SECONDAIRE POINTE-AUX-TREMBLES-Gymnase","121-052"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SECONDAIRE POINTE-AUX-TREMBLES-Gymnase","121-049"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CENTRE SALÉSIEN DES JEUNES-Salle - 2e étage","123-026"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-GERMAINE-COUSIN-Gymnase A","122-023"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE MONTMARTRE-Gymnase B","121-043"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE MONTMARTRE-Gymnase A","121-076"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE JEAN-GROU-Gymnase","121-009"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE EAST HILL-Gymnase","121-037"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE EAST HILL-Gymnase","121-036"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE INTERNATIONALE MICHELANGELO-Gymnase","121-031"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","CENTRE COMMUNAUTAIRE SAINT-RAYMOND-Gymnase","034-045"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ÉGLISE SAINT-ANTONIN-Sous-sol","033-038"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE JEAN-GROU-Gymnase","121-008"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE EAST HILL-Gymnase","121-035"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE EAST HILL-Gymnase","121-034"
142,"Saint-Laurent","Norman-McLaren","CENTRE DES LOISIRS DE SAINT-LAURENT-Salle A136","142-007"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-GERMAINE-COUSIN-Gymnase A","122-018"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINT-MARCEL-Gymnase","122-068"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINT-MARCEL-Gymnase","122-067"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE DE LA BELLE-RIVE PAVILLON DE LA POINTE-Gymnase","121-056"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE DE LA BELLE-RIVE PAVILLON DE LA POINTE-Gymnase","121-055"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","CENTRE COMMUNAUTAIRE SAINTE-MARIA-GORETTI-Grande salle","121-066"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CENTRE SPORTIF CÔTE-DES-NEIGES-Gymnase 2","033-021"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CEGEP MARIE-VICTORIN - CENTRE D'ÉDUCATION MULTICULTUREL-Pavillon Namur - Gymnase","033-026"
141,"Saint-Laurent","Côte-de-Liesse","ACADÉMIE LAURENHILL JUNIOR CAMPUS-Agora","141-055"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE GARDENVIEW-Gymnase","141-066"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE ENFANTS-DU-MONDE-Gymnase 2","141-024"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE ENFANTS-DU-MONDE-Gymnase 2","141-023"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINT-MARCEL-Gymnase","122-066"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINT-MARCEL-Gymnase","122-064"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","CENTRE COMMUNAUTAIRE SAINTE-MARIA-GORETTI-Grande salle","121-062"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","MISSION SANTA CRUZ-Sous-sol de l'église","113-041"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ACADÉMIE INTERNATIONALE MARYMOUNT-Gymnase","033-003"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE JOSEPH-CHARBONNEAU-Gymnase","193-032"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE GABRIELLE-ET-MARCEL LAPALME-Gymnase","133-078"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","ÉCOLE SAINTE-ANNE-Gymnase","132-038"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINT-MARCEL-Gymnase","122-063"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE MARC-LAFLAMME/LE PRÉLUDE-Gymnase","122-049"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE MARC-LAFLAMME/LE PRÉLUDE-Gymnase","122-048"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","MISSION SANTA CRUZ-Sous-sol de l'église","113-036"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE D'ÉDUCATION DES ADULTES DU HIGH SCHOOL DE MONTREAL-Gymnase","113-050"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE JOSEPH-CHARBONNEAU-Gymnase","193-027"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE HÉLÈNE-BOULLÉ-Gymnase","193-054"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE HÉLÈNE-BOULLÉ-Gymnase","193-052"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","ÉCOLE PIERRE ELLIOT TRUDEAU-Gymnase","132-003"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉGLISE SAINT-AMBROISE-Salle paroissiale - sous-sol","131-049"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE FRANÇOIS-LA BERNARDE-Gymnase","122-054"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE FRANÇOIS-LA BERNARDE-Gymnase","122-052"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase B","122-043"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase B","122-042"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE AU PIED-DE-LA-MONTAGNE - PAVILLON SAINT-JEAN-BAPTISTE-Gymnase","113-026"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ATELIERS D'ÉDUCATION POPULAIRE DU PLATEAU-Salle communautaire","113-013"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE GADBOIS-Gymnase","193-037"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE ST. GABRIEL-Gymnase","161-031"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","ÉCOLE ST. GABRIEL-Gymnase","161-028"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE PÈRE-MARQUETTE-Gymnase 1","131-061"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CENTRE RÉCRÉATIF RIVIÈRE-DES-PRAIRIES-Salle polyvalente","123-040"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ACADÉMIE LEONARDO DA VINCI-Gymnase","123-034"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase A","122-039"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase A","122-037"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE PAUL-BRUCHÉSI-Nouveau gymnase","112-071"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE JEANNE-MANCE-Cafétéria","112-057"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE LAMBERT-CLOSSE-Gymnase 2","151-010"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE LAMBERT-CLOSSE-Gymnase 1","151-007"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE ÉDOUARD-LAURIN-Gymnase","142-022"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE ÎLE-DES-SŒURS-Salle Multifonctionnelle","171-020"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE ÎLE-DES-SŒURS-Nouveau gymnase","171-023"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉGLISE SAINT-JEAN-DE-MATHA-Grande salle","162-057"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉGLISE SAINT-JEAN-DE-MATHA-Grande salle","162-055"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LA DAUVERSIÈRE-Gymnase Nicolas Gill","014-006"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE COMMUNAUTAIRE PETITE-CÔTE-Gymnase","133-012"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","ÉCOLE SAINTE-ANNE-Gymnase","132-034"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","ÉCOLE PIERRE ELLIOT TRUDEAU-Gymnase","132-009"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","ÉCOLE MADELEINE-DE-VERCHÈRES-Gymnase","132-014"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","ÉCOLE MADELEINE-DE-VERCHÈRES-Gymnase","132-012"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","COLLÈGE DE ROSEMONT (CEGEP)-Gymnase","132-047"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","COLLÈGE DE ROSEMONT (CEGEP)-Gymnase","132-046"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","CENTRE MARIE-MÉDIATRICE-Gymnase","132-031"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","CENTRE ÉTIENNE-DESMARTEAU-Gymnase 1","132-065"
132,"Rosemont-La Petite-Patrie","Étienne-Desmarteau","CENTRE ÉTIENNE-DESMARTEAU-Gymnase 1","132-063"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE PÈRE-MARQUETTE-Gymnase 2","131-058"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE LA MENNAIS-Gymnase","131-032"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE FÉLIX-LECLERC TRANSITOIRE-Gymnase","131-006"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE MARC-AURÈLE-FORTIN-Gymnase","123-058"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CEGEP MARIE-VICTORIN-Gymnase double","123-054"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE DENISE-PELLETIER-Gymnase","123-047"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CENTRE SALÉSIEN DES JEUNES-Salle - 2e étage","123-027"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CEGEP MARIE-VICTORIN-Gymnase double","123-020"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CEGEP MARIE-VICTORIN-Gymnase double","123-017"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-GERMAINE-COUSIN-Gymnase A","122-022"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINT-MARCEL-Gymnase","122-065"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase B","122-046"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase B","122-044"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ERMITAGE SAINTE-CROIX-Cafétéria","102-052"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE DE L'ÉTINCELLE-Gymnase","111-026"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","PARC-NATURE DU CAP-SAINT-JACQUES-Centre d'accueil","102-058"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ERMITAGE SAINTE-CROIX-Auditorium","102-050"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ERMITAGE SAINTE-CROIX-Auditorium","102-048"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. CHARLES-Gymnase","102-020"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. CHARLES-Gymnase","102-017"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-036"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-034"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-031"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-028"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE SAINT-GÉRARD-Gymnase","102-009"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE JOHN-F.-KENNEDY / ÉDIFICE PIERREFONDS-Gymnase","101-049"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE JOHN-F.-KENNEDY / ÉDIFICE PIERREFONDS-Gymnase","101-048"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE DU GRAND-CHÊNE-Gymnase","101-045"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE CHARLES-PERRAULT-Gymnase","101-017"
93,"Outremont","Robert-Bourassa","ÉCOLE VINCENT D'INDY-Gymnase","093-007"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SECONDAIRE HENRI-BOURASSA-Cafétéria","082-040"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SAINT-JUSTIN-Gymnase","071-011"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE PHILIPPE-LABARRE-Gymnase","071-024"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-056"
82,"Montréal-Nord","Ovide-Clermont","PAVILLON COMMUNAUTAIRE DU PARC HENRI-BOURASSA-Salle B","082-048"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SECONDAIRE HENRI-BOURASSA-Gymnase","082-044"
52,"LaSalle","Cecil-P.-Newman","MAIRIE D'ARRONDISSEMENT DE LASALLE-Salle du conseil","052-021"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE LAURENDEAU-DUNTON-Gymnase","052-056"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LA VÉRENDRYE-Gymnase","071-033"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LA VÉRENDRYE-Gymnase","071-031"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SAINTE-COLETTE ANNEXE-Gymnase","082-026"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SAINTE-COLETTE ANNEXE-Gymnase","082-024"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE L'EAU-VIVE-Gymnase","052-010"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE DU PETIT-COLLÈGE-Gymnase","052-074"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE DU PETIT-COLLÈGE-Gymnase","052-069"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE IRÉNÉE-LUSSIER ANNEXE LE CARON-Gymnase","071-053"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE IRÉNÉE-LUSSIER ANNEXE LE CARON-Gymnase","071-048"
64,"L'Île-Bizard-Sainte-Geneviève","Sainte-Geneviève","ÉCOLE SAINTE-GENEVIÈVE (OUEST)-Gymnase 1","064-005"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE JULES-VERNE-Gymnase","082-059"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE JEAN-NICOLET-Gymnase","082-065"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE JEAN-NICOLET-Gymnase","082-063"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE GERALD MCSHANE-Gymnase","082-012"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE ADÉLARD-DESROSIERS-Gymnase","082-017"
52,"LaSalle","Cecil-P.-Newman","ECOLE CAVELIER-DE LASALLE-Gymnase garçons","052-084"
52,"LaSalle","Cecil-P.-Newman","CHILDREN'S WORLD ACADEMY-Gymnase","052-031"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase A","051-046"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 1","051-084"
63,"L'Île-Bizard-Sainte-Geneviève","Jacques-Bizard","CENTRE SOCIOCULTUREL-Salle Boileau","063-007"
63,"L'Île-Bizard-Sainte-Geneviève","Jacques-Bizard","CENTRE SOCIOCULTUREL-Salle Boileau","063-002"
63,"L'Île-Bizard-Sainte-Geneviève","Jacques-Bizard","CENTRE SOCIOCULTUREL-Salle Boileau","063-004"
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-010"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase A","122-032"
93,"Outremont","Robert-Bourassa","ÉCOLE VINCENT D'INDY-Gymnase","093-005"
93,"Outremont","Robert-Bourassa","ÉCOLE VINCENT D'INDY-Gymnase","093-003"
172,"Verdun","Desmarchais-Crawford","ÉCOLE RIVERVIEW-Gymnase","172-065"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LOURDES-Gymnase","172-037"
172,"Verdun","Desmarchais-Crawford","ÉCOLE DES COQUELICOTS-Gymnase","172-075"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DU GRAND-HÉRON-Gymnase","051-075"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DES DÉCOUVREURS-Gymnase","051-047"
43,"Lachine","Fort-Rolland","ÉCOLE VICTOR-THÉRIEN-Gymnase","043-015"
43,"Lachine","Fort-Rolland","ÉCOLE MAPLE GROVE-Gymnase","043-030"
43,"Lachine","Fort-Rolland","ÉCOLE CATHERINE-SOUMILLARD-Gymnase","043-026"
92,"Outremont","Joseph-Beaubien","ÉCOLE GUY-DRUMMOND-Gymnase","092-002"
92,"Outremont","Joseph-Beaubien","COLLÈGE STANISLAS-Grand gymnase","092-007"
91,"Outremont","Claude-Ryan","ÉCOLE PAUL-GÉRIN-LAJOIE-D'OUTREMONT-Gymnase","091-010"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE SECONDAIRE MONSEIGNEUR-RICHARD-Gymnase 160-E","171-068"
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-005"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-004"
43,"Lachine","Fort-Rolland","COLLÈGE SAINT-LOUIS-Cafétéria","043-006"
42,"Lachine","J.-Émery-Provost","LÉGION ROYALE CANADIENNE-Grande salle","042-027"
42,"Lachine","J.-Émery-Provost","LÉGION ROYALE CANADIENNE-Grande salle","042-026"
41,"Lachine","du Canal","MAISON DU BRASSEUR-Salon C","041-027"
41,"Lachine","du Canal","ÉGLISE DES SAINTS-ANGES-Salle Albert-Simard","041-011"
92,"Outremont","Joseph-Beaubien","ÉCOLE GUY-DRUMMOND-Gymnase","092-001"
91,"Outremont","Claude-Ryan","ÉCOLE NOUVELLE-QUERBES-Grande salle","091-002"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","ÉCOLE LES-ENFANTS-DU-MONDE-Gymnase","035-046"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE COMMUNAUTAIRE WESTHAVEN-Gymnase","035-015"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE LAMBERT-CLOSSE-Gymnase 1","151-004"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE LAMBERT-CLOSSE-Gymnase 1","151-003"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE GABRIELLE-ROY-Gymnase","151-061"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE DES MARGUERITE-Gymnase","171-042"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE DES MARGUERITE-Gymnase","171-041"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE LA DAUVERSIÈRE-Gymnase Nicolas Gill","014-003"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE GILLES-VIGNEAULT-Gymnase 2","014-012"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE SPORTIF NDG-Gymnase 1","035-001"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE COMMUNAUTAIRE WESTHAVEN-Gymnase","035-018"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE GABRIELLE-ROY-Gymnase","151-056"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE FERLAND-Nouveau gymnase","151-050"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE FERLAND-Ancien gymnase","151-044"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE DES MARGUERITE-Gymnase","171-040"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE ÎLE-DES-SŒURS-Nouveau gymnase","171-024"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE GILLES-VIGNEAULT-Gymnase 2","014-011"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE GILLES-VIGNEAULT-Gymnase 1","014-007"
142,"Saint-Laurent","Norman-McLaren","CENTRE DE SERVICES SCOLAIRE MARGUERITE-BOURGEOYS-Salle du conseil","142-016"
142,"Saint-Laurent","Norman-McLaren","CENTRE DE SERVICES SCOLAIRE MARGUERITE-BOURGEOYS-Salle du conseil","142-014"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE MACKAY / PHILIP E. LAYTON-Gymnase","035-031"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE WILLINGDON-Gymnase","034-013"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE FERLAND-Ancien gymnase","151-043"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE FERLAND-Ancien gymnase","151-042"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE DES MARGUERITE-Gymnase","171-033"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DES-SEPT-DOULEURS-Gymnase","171-094"
