record,SEXE,AGE,LANGU,Q0QC,Q0QCP,Q1Ar1,Q1Ar2,Q1Ar3,Q1Ar4,Q1Ar5,Q1Ar6,Q1Ar7,Q1Ar8,Q1Ar9,Q1Ar96,Q1C,Q1B,Q2,Q3,Q4r1,Q4r2,Q5,Q6,Q7,Q8r1,Q8r2,Q8r3,Q8r4,Q9r1,Q9r2,Q9r3,Q9r4,Q9r5,Q9r6,Q10,N_BARRIERES,pond
10121,2,6,1,6,32,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,8,3,4,3,4,5,2,2,1,1,2,1,1,5,
10122,2,4,1,6,31,0,0,0,0,1,0,0,0,0,0,1,,6,2,5,4,3,9,1,3,4,4,3,1,1,1,1,2,1,1,3,
10123,2,7,1,6,14,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,4,7,6,2,4,4,2,4,1,1,1,1,2,1,2,2,
10125,2,3,4,6,24,0,1,0,0,1,0,0,0,0,0,1,,3,1,4,4,6,9,2,2,4,2,3,1,1,1,1,1,1,1,3,
10128,2,8,1,6,14,0,0,0,0,0,1,0,0,0,0,1,,5,1,5,1,7,5,4,5,5,5,5,1,1,1,1,1,2,1,4,
10129,2,6,1,6,30,0,0,0,0,1,1,0,0,0,0,1,,6,1,5,4,7,8,1,3,3,3,3,1,2,1,1,2,1,2,2,
10130,2,4,1,6,24,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,5,7,10,1,3,2,4,2,1,2,1,1,2,1,1,5,
10131,2,6,1,6,14,0,0,0,0,1,0,0,0,0,0,1,,5,2,5,3,5,10,2,2,2,4,3,1,1,2,2,2,2,1,7,
10135,1,4,1,6,15,0,0,0,0,0,1,0,0,0,0,3,2,6,3,5,5,5,11,3,4,5,5,5,1,1,1,1,1,1,2,2,
10136,2,4,1,6,30,0,0,0,0,0,1,0,0,0,0,1,,6,1,5,5,4,9,3,3,4,3,5,1,1,1,1,1,1,2,1,
10139,2,6,7,6,30,0,0,0,0,1,1,0,0,0,0,1,,6,1,5,5,6,11,3,3,5,5,5,1,1,1,1,1,1,1,2,
10144,1,3,1,6,30,0,0,0,0,0,1,0,0,0,0,1,,3,1,5,4,6,1,4,3,5,4,4,1,1,1,1,1,2,2,3,
10146,1,6,1,6,24,0,0,0,0,0,1,0,0,0,0,1,,3,3,5,3,5,7,1,3,3,2,5,1,2,2,2,2,1,1,7,
10147,2,4,1,6,15,0,0,1,0,0,1,0,0,0,0,3,2,5,1,5,4,5,8,3,2,3,1,5,1,1,1,1,1,1,2,3,
10148,1,7,1,6,29,0,0,0,0,0,1,0,0,0,0,1,,6,1,5,5,7,11,2,5,4,3,4,1,1,1,1,2,1,2,1,
10149,2,10,1,6,1,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,6,2,3,3,3,3,1,1,2,2,2,2,1,5,
10150,1,9,1,6,30,0,1,1,0,1,0,0,0,0,0,2,98,6,1,5,3,5,10,1,3,3,5,3,1,2,2,1,2,1,1,4,
10151,2,10,4,6,24,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,4,7,5,1,4,4,4,5,1,1,2,1,1,1,1,3,
10152,2,4,1,6,5,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,5,6,5,2,3,3,3,3,1,2,2,1,2,1,1,5,
10155,2,8,1,6,12,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,11,3,5,3,3,5,1,1,1,1,2,1,1,3,
10156,2,5,1,6,20,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,4,7,9,1,2,3,4,3,1,1,1,1,1,1,2,1,
10157,2,9,1,6,16,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,5,7,4,3,3,4,4,3,1,1,1,2,2,1,2,4,
10158,2,6,1,6,5,0,0,0,0,1,0,0,0,0,0,3,2,7,1,5,3,5,4,3,3,3,4,4,1,1,1,1,1,1,1,3,
10162,2,4,1,6,32,0,1,0,1,1,0,0,0,0,0,1,,6,1,5,3,7,6,2,2,2,1,3,1,2,2,2,1,1,1,7,
10166,2,8,1,6,1,0,0,0,0,1,0,0,0,0,0,1,,4,1,5,3,7,11,1,1,2,2,3,1,1,1,2,2,1,1,6,
10167,1,7,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,4,7,8,1,2,2,2,2,1,2,2,1,2,1,1,8,
10168,1,4,1,6,32,0,0,0,0,1,0,0,0,0,0,3,1,5,1,5,5,7,9,1,4,3,4,4,1,2,1,2,1,1,1,3,
10169,1,8,1,6,24,0,0,0,0,0,1,0,0,0,0,3,2,3,2,5,4,6,7,2,3,2,4,2,1,1,1,1,2,1,2,3,
10171,1,4,1,6,24,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,5,5,1,3,4,2,5,4,1,1,1,2,2,2,1,7,
10172,2,4,1,6,29,0,0,1,0,0,1,0,0,0,0,3,2,5,3,5,4,3,7,2,2,4,5,3,1,2,2,2,2,1,2,7,
10174,2,7,1,6,24,0,0,0,0,0,1,0,0,0,0,3,2,7,1,5,4,7,11,1,3,3,3,3,1,1,1,1,2,1,2,1,
10175,2,8,1,6,14,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,5,7,9,1,4,3,2,5,1,2,2,1,2,1,2,4,
10176,1,10,1,6,24,0,0,1,0,0,1,0,0,0,0,1,,6,1,5,4,7,10,1,4,3,3,3,1,1,2,1,1,1,2,1,
10178,2,6,1,6,21,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,4,7,8,1,3,4,4,5,1,1,1,1,1,1,1,1,
10179,2,5,1,6,15,0,0,0,0,1,0,0,0,0,0,3,98,5,1,5,3,7,6,1,2,5,2,5,1,2,1,1,1,1,1,4,
10182,2,7,1,6,31,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,4,7,11,1,3,3,3,3,1,1,1,2,2,1,2,2,
10183,2,10,1,6,1,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,4,7,11,1,2,4,3,4,1,2,1,1,1,1,1,3,
10187,2,4,1,6,1,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,5,7,9,4,3,3,2,4,1,2,2,2,2,1,1,7,
10188,2,4,7,6,24,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,5,6,2,1,3,3,3,4,1,2,1,1,1,1,1,3,
10189,1,4,4,6,15,0,0,0,1,0,0,0,0,0,0,1,,6,2,5,5,7,11,1,3,3,3,4,1,1,1,1,1,1,2,0,
10190,2,4,1,6,96,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,4,7,11,1,1,4,1,3,1,1,1,2,2,1,1,5,
10191,1,5,1,6,1,0,0,0,0,0,1,0,0,0,0,3,2,5,1,5,5,7,8,1,3,4,2,3,1,2,2,2,2,1,1,6,
10195,1,7,1,6,1,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,5,7,11,1,4,4,5,3,1,1,2,1,1,2,1,3,
10197,2,3,7,6,1,0,1,0,0,1,0,0,0,0,0,1,,3,1,5,5,6,5,3,3,4,5,5,1,1,1,1,1,1,1,3,
10198,2,4,1,6,30,0,0,0,0,0,1,0,0,0,0,3,2,6,2,5,2,4,7,2,2,2,4,3,1,2,1,1,1,1,2,3,
10232,2,8,1,6,14,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,4,5,9,1,3,4,2,3,1,1,1,1,2,1,2,2,
10265,2,6,7,6,31,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,5,7,11,1,1,5,2,3,1,2,1,2,2,1,2,5,
10298,2,9,1,6,4,0,0,0,0,1,1,0,0,0,0,1,,6,2,5,3,7,9,1,3,5,4,4,1,1,1,1,2,1,2,1,
10300,2,5,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,3,7,8,1,3,4,4,4,1,1,1,1,1,1,1,1,
10303,2,6,1,6,16,0,0,0,1,1,0,0,0,0,0,3,2,6,1,5,4,7,4,2,2,2,2,3,1,2,1,1,1,1,1,6,
10304,2,9,4,6,11,0,0,0,0,0,1,0,0,0,0,1,,5,1,5,5,7,11,1,4,4,3,5,1,1,1,2,2,1,2,2,
10307,2,4,1,6,32,0,0,0,0,0,1,0,0,0,0,1,,5,1,5,4,7,9,1,3,5,3,5,1,1,1,1,1,1,2,0,
10308,2,5,1,6,9,0,0,0,0,1,0,0,0,0,0,1,,4,1,5,5,7,3,2,4,5,4,5,1,1,1,1,1,1,1,2,
10309,2,7,1,6,14,0,0,0,0,0,1,0,0,0,0,3,2,5,1,4,2,7,11,2,2,3,2,3,2,2,2,1,1,1,2,5,
10310,2,10,1,6,21,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,5,7,10,2,2,3,3,4,1,1,1,2,2,1,2,3,
10311,2,7,1,6,2,0,0,0,0,1,0,0,0,0,0,3,98,4,1,5,5,7,8,2,3,5,3,4,1,1,1,1,1,1,1,1,
10314,1,6,1,6,1,0,0,0,1,1,0,0,0,0,0,3,98,6,3,5,4,4,2,2,3,4,4,4,1,1,2,1,1,2,1,5,
10319,2,9,1,6,32,0,0,0,1,0,1,0,0,0,0,3,2,4,1,5,4,7,8,1,3,4,3,5,1,1,1,1,2,1,2,1,
10320,1,5,1,6,15,0,0,0,0,1,0,0,0,0,0,3,2,6,2,5,3,5,9,3,2,3,5,4,1,1,2,2,2,1,1,6,
10321,2,8,1,6,30,0,0,0,0,0,1,0,0,0,0,1,,5,1,5,5,6,10,2,4,4,4,5,1,1,1,2,2,1,2,2,
10324,1,5,7,6,24,0,0,0,0,0,1,0,0,0,0,3,2,5,2,4,4,4,3,3,3,3,4,4,2,2,1,1,2,1,2,5,
10325,2,9,2,6,31,0,0,0,0,0,1,0,0,0,0,3,98,3,1,3,5,7,11,2,3,2,2,4,1,1,1,1,1,1,1,4,
10329,2,7,1,6,12,0,0,0,0,0,1,0,0,0,0,1,,5,2,5,5,5,8,1,3,5,5,5,1,1,1,1,1,1,2,0,1.16797
10336,2,7,7,6,33,0,0,0,0,0,0,0,1,0,0,1,,6,3,4,5,6,7,1,4,4,4,4,1,1,1,1,1,1,1,2,1.16797
10337,2,3,1,6,30,0,0,0,0,1,0,0,0,0,0,3,98,6,3,5,3,3,5,3,4,5,4,4,1,1,1,1,2,1,1,6,1.16797
10364,2,6,2,6,21,0,0,0,0,1,0,0,0,0,0,3,2,6,1,4,5,6,7,1,1,3,2,3,1,1,1,2,2,1,1,5,
10403,1,5,1,6,24,0,0,1,0,1,0,0,0,0,0,3,2,3,1,5,4,3,8,1,1,5,4,2,1,1,2,1,1,2,1,6,
10430,1,4,2,6,5,0,0,0,0,0,1,0,0,0,0,3,2,7,1,4,5,6,10,1,2,3,4,4,1,1,1,1,1,1,2,1,1.16797
10497,2,13,1,6,20,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,3,7,7,1,4,4,2,3,1,1,1,2,2,1,1,4,
10500,2,7,1,6,13,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,10,2,3,3,4,4,1,1,1,1,1,2,1,2,
10501,1,7,2,6,5,0,0,0,0,0,1,0,0,0,0,3,1,7,1,5,5,6,4,3,1,3,5,5,1,1,2,2,1,2,2,6,1.16797
10533,2,6,7,6,14,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,5,5,8,1,3,4,4,5,1,1,2,1,1,1,1,2,1.16797
10542,2,4,1,6,18,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,4,4,3,4,5,4,1,2,1,1,2,1,1,5,
10562,2,6,1,6,24,0,0,0,0,1,0,0,0,0,0,1,,3,1,5,2,7,2,4,4,4,4,5,1,2,1,1,1,1,1,4,
10565,2,6,1,6,18,0,0,1,0,0,0,0,0,0,0,2,98,2,1,5,5,7,6,3,3,3,3,3,2,2,2,2,2,2,2,8,
10630,1,11,1,6,1,0,0,0,0,0,1,0,0,0,0,1,,5,1,5,5,7,11,1,5,3,4,5,2,2,2,1,2,1,1,5,
10634,2,9,1,6,30,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,3,7,8,1,2,2,2,3,2,2,1,2,2,1,1,8,
10635,2,3,1,6,16,0,1,0,0,1,0,0,0,0,0,1,,5,1,4,3,6,3,4,2,3,2,4,1,2,2,1,1,2,1,8,
10644,1,4,1,6,32,0,0,0,0,0,1,0,0,0,0,3,2,7,1,5,4,4,6,3,2,3,4,3,1,1,2,1,1,1,2,3,1.16797
10652,2,7,1,6,24,0,0,0,0,1,0,0,0,0,0,1,,3,1,5,4,7,7,2,2,1,3,4,1,2,1,1,2,1,1,5,
10663,1,4,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,3,1,4,2,7,9,1,3,2,3,4,1,1,1,1,1,1,1,2,
10664,2,7,1,6,29,0,1,0,0,1,0,0,1,0,1,1,,5,1,5,5,7,1,4,1,3,1,3,2,2,2,1,1,2,1,9,
10741,2,4,1,6,16,0,0,0,0,1,0,0,0,0,0,3,98,4,3,5,4,5,9,1,2,4,3,4,1,1,1,1,1,1,1,3,
10742,2,9,1,6,32,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,5,7,6,2,4,5,4,4,1,1,1,1,1,1,1,1,
10751,2,4,1,6,5,0,0,0,0,1,0,0,0,0,0,1,,5,3,5,3,5,8,1,4,3,4,4,1,1,1,1,1,1,1,2,
10755,2,5,7,6,6,1,0,1,0,0,0,0,0,0,0,1,,7,2,1,5,4,6,1,2,3,4,5,1,1,1,1,1,1,2,2,1.16797
10756,2,5,7,6,16,0,0,0,0,1,0,0,0,0,0,3,2,5,2,4,5,4,7,3,4,4,4,4,1,1,1,2,2,1,1,4,
10761,2,5,1,6,24,0,0,0,0,1,1,0,0,0,0,3,2,5,1,5,5,7,10,2,2,4,4,4,1,2,1,2,2,1,1,5,1.16797
10767,2,6,2,6,15,0,0,0,0,1,0,0,1,0,0,1,,6,2,3,5,7,9,2,2,5,5,3,1,2,1,1,2,1,1,5,1.16797
10768,1,8,1,6,14,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,4,7,11,2,4,3,5,3,1,1,1,1,2,1,2,1,
10826,2,6,1,6,16,0,0,1,0,0,0,0,0,0,0,1,,6,2,5,3,6,5,2,2,2,3,3,2,2,2,2,2,1,1,9,
10859,2,4,1,6,29,0,0,0,0,0,1,0,0,0,0,1,,5,3,5,3,5,7,4,4,2,4,3,1,2,2,1,1,2,2,6,
10963,2,4,1,6,96,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,4,7,9,1,3,4,2,5,1,1,1,1,1,1,1,2,
10991,1,3,2,6,31,1,0,0,0,1,0,0,0,0,0,1,,7,1,1,4,5,9,3,1,2,4,3,2,2,2,1,2,2,1,10,1.16797
11024,2,9,1,6,4,0,0,0,0,1,1,0,0,0,0,3,98,6,2,5,4,7,10,1,4,5,4,4,1,1,1,2,2,1,2,2,
11027,2,8,1,6,15,0,0,0,0,1,0,0,0,0,0,3,2,5,2,5,5,7,10,2,5,3,3,5,1,1,1,1,1,1,1,1,
11028,2,5,1,6,32,0,0,0,0,0,1,0,0,0,0,1,,3,1,5,4,7,4,2,4,3,3,4,1,1,1,1,1,1,2,1,
11035,2,8,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,5,1,4,1,7,3,1,3,1,2,3,1,2,2,2,2,2,1,9,
11037,2,7,1,6,4,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,3,7,10,1,5,4,3,4,2,1,2,1,1,1,1,3,
11039,2,5,1,6,1,0,0,1,0,0,1,0,0,0,0,3,2,6,1,5,4,7,11,2,4,4,3,5,1,1,1,2,2,1,2,2,
11040,2,4,1,6,14,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,3,7,8,2,2,4,3,4,1,1,1,2,2,1,1,4,
11041,2,7,7,6,32,0,0,0,0,1,0,0,0,0,0,3,98,6,1,5,5,7,11,1,3,3,2,4,1,1,2,2,2,2,1,6,
11043,2,7,1,6,32,0,1,1,0,1,0,0,0,0,0,1,,6,1,5,4,7,10,2,3,5,4,5,1,1,1,1,2,1,1,2,
11045,2,7,1,6,2,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,5,7,8,2,3,5,3,4,1,1,1,2,2,2,1,4,
11048,2,5,5,6,24,0,0,0,0,1,0,0,0,0,0,2,98,6,2,5,3,4,2,3,2,4,3,3,2,2,2,1,1,2,1,8,
11049,2,5,1,6,32,0,0,0,0,1,0,0,0,0,0,3,1,3,1,5,4,7,3,2,3,3,3,4,1,1,1,1,2,1,1,3,
11051,2,4,1,6,14,0,0,1,0,0,0,0,0,0,0,1,,3,3,5,2,4,10,2,3,3,5,4,1,1,1,1,1,1,2,1,
11054,2,12,1,6,1,0,0,0,0,0,1,0,0,0,1,3,2,5,1,4,2,7,8,1,3,5,3,5,1,1,1,1,1,1,1,1,
11055,2,10,7,6,5,0,0,0,0,0,1,0,0,0,0,3,2,7,1,5,4,7,10,1,5,4,4,5,1,1,1,1,1,1,2,0,
11064,2,6,6,6,5,0,0,0,0,1,0,0,0,0,0,1,,7,1,3,5,5,2,3,3,2,4,4,2,2,2,2,2,2,1,11,
11065,2,2,1,6,16,0,0,0,0,0,1,0,0,0,0,3,2,2,1,5,5,6,6,3,2,4,3,4,1,2,1,1,2,1,2,5,
11072,2,3,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,5,6,3,3,3,3,3,3,1,2,1,1,2,1,1,5,
11074,1,10,1,6,30,0,0,0,1,0,0,0,0,0,0,1,,5,2,5,4,7,3,4,3,4,4,4,1,2,2,1,2,2,2,6,1.16797
11075,2,6,7,6,5,0,0,0,0,1,0,0,0,0,0,1,,3,3,4,5,7,1,2,3,3,3,4,1,1,1,1,1,1,1,3,1.16797
11077,1,3,4,6,14,0,0,0,0,0,1,0,0,0,0,1,,2,1,5,5,6,8,3,4,4,5,5,1,1,1,1,1,1,2,2,1.16797
11079,2,4,7,6,1,0,0,1,0,0,1,0,0,0,0,1,,5,3,3,5,3,5,1,3,4,4,4,1,2,1,1,2,1,2,6,1.16797
11080,2,10,1,6,26,0,0,0,0,1,0,0,0,0,0,1,,4,3,5,5,4,4,3,3,4,4,4,1,1,2,1,2,1,1,6,1.16797
11083,2,5,7,6,16,0,0,1,0,1,0,0,0,0,0,1,,5,1,5,5,7,11,1,3,5,5,3,1,2,2,2,2,1,1,5,1.16797
11084,2,5,1,6,16,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,3,5,10,1,3,3,5,2,2,2,1,1,1,1,2,3,1.16797
11086,1,10,1,6,32,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,5,7,3,4,5,5,4,5,2,2,2,1,1,1,2,5,1.16797
11087,2,4,1,6,1,1,0,1,0,0,0,0,0,0,0,1,,2,1,5,3,5,5,2,3,3,4,4,2,1,2,1,1,2,1,6,1.16797
11088,2,3,7,6,27,1,0,1,0,0,0,0,0,0,0,1,,2,1,5,3,6,5,1,1,1,1,1,1,2,2,1,1,2,1,10,1.16797
11089,2,9,1,6,14,1,0,0,0,0,0,0,0,0,0,1,,5,1,5,4,7,2,4,3,4,4,4,1,2,1,1,1,1,1,4,1.16797
11090,1,5,7,6,15,0,0,0,0,0,0,0,0,0,1,1,,5,3,4,4,5,4,3,2,3,5,4,1,2,2,1,1,1,1,7,1.16797
11091,2,7,2,6,19,0,0,0,0,0,0,0,0,0,1,1,,4,1,3,5,7,3,4,1,1,1,1,2,1,2,1,1,2,1,11,1.16797
11092,2,6,1,6,29,0,0,0,0,1,0,0,0,0,0,1,,6,3,5,5,2,4,1,1,1,2,2,2,2,2,1,2,1,1,12,
11093,1,9,1,6,16,0,0,1,0,1,0,0,0,0,0,1,,4,1,5,3,7,1,1,3,5,3,5,1,2,1,1,2,1,1,4,
11095,2,7,2,6,12,0,0,0,0,0,0,0,1,0,0,1,,2,1,3,5,7,2,3,3,4,4,3,2,2,2,2,2,2,1,11,1.16797
11096,2,7,1,6,32,0,0,0,0,0,1,0,0,0,0,1,,4,1,5,5,7,3,3,2,5,4,5,1,1,1,1,2,2,2,5,1.16797
11123,1,5,1,6,24,0,0,0,0,1,0,0,0,0,0,2,1,6,3,5,3,3,3,4,4,5,5,5,1,1,2,1,1,1,1,6,
11125,1,5,1,6,14,0,0,0,0,1,0,0,0,0,0,1,,6,1,4,3,7,3,2,3,4,2,4,1,1,1,1,2,1,1,4,1.16797
11126,2,8,7,6,30,0,0,0,0,0,0,0,1,0,0,1,,4,2,5,3,5,3,2,2,2,2,2,2,2,2,1,2,1,1,10,1.16797
11130,1,11,1,6,1,0,0,0,0,0,0,0,0,1,0,1,,6,1,5,4,5,5,3,5,4,4,5,2,2,1,1,1,1,2,4,1.16797
11132,2,5,2,6,15,0,0,0,0,1,0,0,0,0,0,3,2,6,1,4,5,5,9,4,2,5,5,3,1,2,2,1,1,2,1,6,1.16797
11135,2,9,1,6,5,0,0,0,0,1,0,0,0,0,0,1,,3,1,5,2,6,2,3,3,5,2,5,1,1,1,1,1,1,1,4,1.16797
11136,1,8,1,6,31,0,0,0,0,0,1,0,0,0,0,1,,7,2,5,3,3,11,2,3,3,3,4,1,2,1,2,2,1,2,4,1.16797
11141,1,2,1,6,5,0,0,0,0,0,1,0,0,0,0,1,,5,1,5,5,5,4,1,3,3,3,4,1,1,1,2,2,2,2,4,1.16797
11148,1,9,1,6,15,0,0,0,0,1,0,0,0,0,0,1,,2,2,4,1,6,1,4,1,1,3,1,2,2,1,2,1,1,1,10,1.16797
11149,1,8,2,6,5,0,0,0,0,0,1,0,0,0,0,3,2,5,1,2,5,7,11,1,4,4,4,5,1,1,1,1,2,1,2,2,1.16797
11150,1,4,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,3,1,4,4,7,2,2,3,3,5,4,1,2,1,2,2,1,1,5,
11152,2,4,1,6,14,0,0,0,0,1,0,0,0,0,0,3,1,6,1,5,4,5,5,4,1,4,3,3,2,2,2,2,2,1,1,9,
11155,2,5,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,3,3,3,3,4,4,1,2,2,1,1,1,1,5,
11156,2,4,5,6,24,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,5,4,6,4,4,4,5,5,1,1,1,1,1,1,2,1,
11160,1,3,6,6,7,0,0,0,0,0,1,0,0,0,0,3,2,7,1,4,5,6,9,2,2,3,2,2,1,1,1,1,1,1,2,3,1.16797
11161,2,11,2,6,96,0,0,1,0,0,0,0,0,0,0,3,1,3,3,1,5,4,7,4,3,2,4,3,2,1,2,2,2,1,1,9,1.16797
11163,2,7,7,6,24,0,0,1,0,0,1,0,0,0,0,1,,5,1,5,5,5,9,1,1,3,5,3,1,1,2,1,2,1,2,3,1.16797
11223,2,5,7,6,24,0,0,1,0,1,0,0,0,0,0,1,,7,3,5,3,4,6,4,4,4,4,4,1,1,1,1,1,1,2,2,
11226,2,6,1,6,5,0,0,0,0,0,1,0,0,0,0,1,,6,1,5,5,7,10,3,4,3,5,3,2,1,2,1,1,2,1,5,1.16797
11258,2,8,7,6,24,0,0,0,0,0,0,0,1,0,0,1,,5,3,4,5,4,11,1,3,4,2,4,2,2,2,2,2,1,1,8,1.16797
11354,2,6,1,6,96,0,0,1,0,0,0,0,0,0,0,2,98,2,1,4,3,5,4,1,3,2,2,2,2,2,2,2,2,1,2,10,1.16797
11355,2,7,1,6,32,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,2,7,4,2,1,2,3,3,2,2,2,1,1,1,1,7,1.16797
11356,1,10,1,6,32,0,0,0,0,0,1,0,0,0,0,1,,5,1,5,5,7,5,3,3,3,4,4,1,1,1,1,1,2,2,3,
11365,2,4,4,6,24,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,5,5,6,2,3,4,2,4,1,2,1,1,2,2,1,5,1.16797
11368,2,5,1,6,32,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,5,7,10,1,3,5,3,4,1,2,1,1,1,1,2,1,1.16797
11369,2,3,1,6,14,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,5,6,7,2,5,5,5,5,1,1,2,2,2,2,1,5,1.16797
11371,1,5,7,6,15,0,0,0,0,1,0,0,0,0,0,1,,5,3,4,4,5,4,4,2,3,4,3,1,2,2,1,1,1,1,7,1.16797
11372,1,5,1,6,12,0,0,0,0,0,0,0,1,0,0,2,1,6,1,5,4,5,4,3,5,5,5,3,2,2,1,2,2,1,1,7,1.16797
11374,1,3,1,6,26,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,4,3,7,1,1,5,1,5,1,1,1,2,2,1,1,7,1.16797
11377,1,5,1,6,24,0,0,0,0,0,0,0,0,0,1,1,,3,1,5,4,5,2,1,3,4,5,4,1,1,1,2,2,1,1,4,1.16797
11378,2,4,7,6,16,0,0,0,0,1,0,0,0,0,0,1,,2,3,5,1,5,4,3,5,1,5,5,1,2,2,2,2,2,1,11,1.16797
11380,2,4,7,6,23,0,0,0,0,0,0,0,0,0,1,1,,3,1,5,3,6,5,3,1,2,2,4,1,2,2,1,2,1,1,9,1.16797
11381,2,5,1,6,5,0,0,0,0,0,0,0,1,0,0,1,,5,1,5,5,7,5,3,1,3,5,1,1,2,1,1,1,1,1,6,1.16797
11385,1,4,7,6,2,0,0,0,0,0,1,0,0,0,0,1,,5,1,5,4,5,7,2,3,3,3,3,1,1,1,1,1,2,2,1,1.16797
11386,1,9,1,6,23,0,0,0,1,1,0,1,0,0,0,1,,5,1,5,4,6,8,1,2,3,5,5,1,2,2,1,2,2,1,6,1.16797
11453,2,5,1,6,5,0,0,0,0,1,0,0,0,0,0,1,,3,1,5,5,7,3,3,3,3,3,3,1,2,2,1,1,1,1,5,1.16797
11486,1,5,7,6,16,0,0,1,0,0,0,0,0,0,0,1,,6,1,4,1,3,5,1,5,1,3,3,1,1,1,1,2,1,1,5,1.16797
11519,2,6,1,6,1,0,0,0,0,1,0,0,0,0,0,3,2,6,2,5,4,7,8,1,2,3,3,3,1,1,1,1,1,1,1,2,
11554,2,4,4,6,16,0,0,0,0,0,0,0,0,0,1,1,,2,1,5,4,7,2,3,4,2,3,3,2,2,2,1,1,2,2,8,1.16797
11559,2,4,4,6,30,0,0,0,0,0,0,0,1,0,0,1,,5,1,5,5,7,8,3,1,3,2,4,1,1,1,1,2,1,1,5,1.16797
11560,2,5,1,6,14,0,0,0,0,0,1,0,0,0,0,1,,6,1,5,5,7,8,1,2,3,3,2,1,2,1,1,1,1,2,3,1.16797
11620,2,10,4,6,33,0,0,0,0,1,0,0,0,0,0,1,,3,1,5,5,7,9,1,2,4,1,5,1,1,1,1,2,1,1,4,
11621,2,8,1,6,24,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,4,7,10,1,3,3,3,4,1,1,1,1,1,1,2,0,
11630,2,10,1,6,1,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,4,7,9,1,3,3,4,5,1,1,1,1,2,1,1,2,
11633,1,8,1,6,30,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,3,7,11,1,4,4,4,4,1,1,1,1,2,1,1,2,
11634,2,7,1,6,16,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,3,7,10,2,1,4,4,3,1,2,2,1,1,2,2,4,
11635,2,7,2,6,33,0,0,0,0,1,0,0,0,0,0,2,98,5,1,5,5,7,11,1,3,3,3,4,1,1,1,1,1,1,1,1,
11638,2,9,1,6,29,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,4,7,11,1,4,5,3,5,1,1,1,2,2,1,2,2,
11640,1,7,1,6,26,0,0,1,0,1,0,0,0,0,1,1,,5,1,5,5,7,6,1,4,4,4,5,1,2,1,1,2,1,1,3,
11641,2,6,7,6,14,0,0,0,0,0,1,0,0,0,0,3,2,6,2,5,3,5,6,2,4,5,5,4,1,1,1,1,1,1,2,0,
