ï»¿id,municipalite,arrondissement,secteur,nom_rue,type,longueur,geom 
2776029,94068,La Baie,La Baie,Chemin Saint-Anicet,ArtÃ¨re Principale,303,"LINESTRING (-70.95618361171982 48.327566010045665,-70.95692119412992 48.32777381647763,-70.95759869245187 48.32802868091391,-70.95780880796123 48.328110611252626,-70.95844527152937 48.32838940966106,-70.95880288074292 48.32855625442998,-70.95912656746107 48.32871909175396,-70.95964721030761 48.328995681716705)"
36488,94068,La Baie,La Baie,Rue Cornerbrook,Rue,114,"LINESTRING (-70.99253752053838 48.338827895811754,-70.99219603486786 48.33882364271559,-70.99131022682302 48.338817904942914,-70.99100300972924 48.33881159700458)"
34517,94068,La Baie,La Baie,Rue Victoria,Rue,1098,"LINESTRING (-70.88086445407295 48.35846753010804,-70.88094771066713 48.35810760716394,-70.88096920202969 48.35799594268672,-70.88096428924311 48.35783695584742,-70.88092166069089 48.35766483051969,-70.88058394580045 48.356822082011114,-70.88044233278447 48.35645619536125,-70.8803898707453 48.35629022719723,-70.88036446298207 48.3561463216561,-70.88036268301522 48.355976449796714,-70.88038214261867 48.355832353621906,-70.88054442874017 48.355212641778174,-70.88061630692701 48.354994260164055,-70.8808838982759 48.35438717306145,-70.8809567769796 48.35409807922129,-70.8809868592554 48.35382054308986,-70.88101080640239 48.353660055697944,-70.88105907906176 48.35350787458407,-70.88112543591615 48.353369411372974,-70.88123556106706 48.35321441429343,-70.88140086305323 48.352981755748054,-70.88165623420365 48.35257097685794,-70.88190710765898 48.35208035945116,-70.88251202329656 48.35079010717652,-70.88304100153265 48.349918008695255,-70.88314070966238 48.349714324987474,-70.88321500157049 48.34951100826743,-70.88330651964218 48.34912744636182,-70.88334413678133 48.34895746283992)"
2774588,94068,La Baie,La Baie,Rue Prosper-Bernard,Rue,169,"LINESTRING (-70.88495542281338 48.34553077769464,-70.88696786930888 48.34623841454437)"
2780625,94068,La Baie,La Baie,Rue des Ãrables,Collectrice,129,"LINESTRING (-70.88916386731509 48.33951233072106,-70.8896663006498 48.34061875794636)"
2780828,94068,La Baie,La Baie,Rue des Pivoines,Rue,76,"LINESTRING (-70.88645030470029 48.350354817328814,-70.88621795491841 48.351023001648194)"
36997,94068,La Baie,La Baie,Boulevard de la Grande-Baie Sud,ArtÃ¨re Principale,12,"LINESTRING (-70.8795032278571 48.32997546705317,-70.879441387769 48.32987481334157)"
36479,94068,La Baie,La Baie,Rue Saguenay,Rue,58,"LINESTRING (-70.99823980028934 48.338851366026255,-70.99749087676979 48.339014662818514)"
2774600,94068,La Baie,La Baie,Rue FranÃ§ois-Tremblay,Rue,109,"LINESTRING (-70.87483359509693 48.32505618835967,-70.87425378172729 48.32415057913316)"
2780612,94068,La Baie,La Baie,Rue Saint-Stanislas,Collectrice,64,"LINESTRING (-70.90664588780305 48.3443869823495,-70.90680623106542 48.34465450594154,-70.90699325867124 48.34491421716394)"
2780816,94068,La Baie,La Baie,Rue J.-T.-Tardif,Collectrice,330,"LINESTRING (-70.88817961119408 48.34724778194523,-70.88858542929869 48.34678072492917,-70.88911222351295 48.34605263279865,-70.89026228775037 48.34462994274612)"
2780689,94068,La Baie,La Baie,Rue ElzÃ©ar-Boivin,Rue,80,"LINESTRING (-70.88540774296244 48.3501816655055,-70.88645030470029 48.350354817328814)"
2776018,94068,La Baie,La Baie,Rue Bagot,ArtÃ¨re Principale,366,"LINESTRING (-70.90859059967515 48.33375544213515,-70.90518720019274 48.33449750060687,-70.90428829078986 48.334637257906046,-70.90385805467568 48.334687207271074)"
2780813,94068,La Baie,La Baie,Rue Saint-Pierre,Collectrice,131,"LINESTRING (-70.88381130363182 48.35342511392012,-70.8836547584448 48.35364505804205,-70.88353344359858 48.353870717068894,-70.88336351432399 48.35434348497572,-70.8832898932659 48.35454784807618)"
2780792,94068,La Baie,La Baie,7e Avenue,Rue,176,"LINESTRING (-70.88307117308194 48.330797517043386,-70.88526854334125 48.33019136899533)"
5738604,94068,La Baie,La Baie,Rue Laurier-Simard,Rue,252,"LINESTRING (-70.86296347893666 48.311850815230834,-70.86259266819984 48.311440340285976,-70.86253275373528 48.31138512869466,-70.86245253228974 48.311350800421536,-70.86237226270639 48.31133803180645,-70.86228190076865 48.31134368319625,-70.86121690721211 48.31177778061761,-70.86117823688583 48.311814725365394,-70.8611609392604 48.31185673587627,-70.86116585330775 48.31190155832274,-70.86119222667317 48.31194154295426,-70.86159089644445 48.3124023237745)"
34884,94068,La Baie,La Baie,1re Rue,Rue,28,"LINESTRING (-70.87579494185292 48.32762378228384,-70.87597467644063 48.32740184642177)"
35862,94068,La Baie,La Baie,Chemin de la Batture,Route Rurale,304,"LINESTRING (-70.74338591495379 48.35192404245144,-70.7421380190204 48.35211055614949,-70.74178847924574 48.35212989802183,-70.74148145355204 48.35212861552401,-70.74058155774853 48.35207692140614,-70.7401631246184 48.35200303177444,-70.73998781360177 48.35194789061509,-70.73939902436513 48.351787695023006)"
2774619,94068,La Baie,La Baie,Sentier du Ruisseau,Rue,1574,"LINESTRING (-70.73399307039023 48.33203888003309,-70.73549999475284 48.33250749819849,-70.7356672804535 48.332623622150585,-70.73633690576574 48.3332883698141,-70.73648812696837 48.33340074629621,-70.73717357662692 48.33386186083833,-70.73789808458567 48.33428222784916,-70.73817512701758 48.334435730264936,-70.7383153278535 48.334493003995945,-70.73913646013409 48.33468648880649,-70.73935217749103 48.334677758496355,-70.73996883683657 48.33440143986915,-70.74016347352426 48.33432922759392,-70.74040662040593 48.334309011192445,-70.74168231861718 48.334325824287944,-70.74237527850907 48.33454521411411,-70.74269202197664 48.33461654301189,-70.7432628615515 48.33463873233611,-70.74360606791639 48.33470060944672,-70.74455255071236 48.334929215516006,-70.74498059181408 48.33501117514669,-70.74524645684446 48.33500607745738,-70.74582155750757 48.33482926688872,-70.74648416883991 48.334480080868715,-70.7470685609613 48.3343584734169,-70.74852795668335 48.3341253087123,-70.74918158479741 48.333965948796845,-70.74959516004508 48.333709691671956,-70.74991305632194 48.33352487053099,-70.75069493905912 48.33322366082661,-70.75111223570504 48.33313331812618,-70.75260521247134 48.33300702242165)"
2774604,94068,La Baie,La Baie,Rue du ThÃ©Ã¢tre-du-Pageant,Rue,69,"LINESTRING (-70.85660051726903 48.31238638379378,-70.85609887202156 48.31186048118554)"
2774589,94068,La Baie,La Baie,Rue R.-A.-Foster,Rue,312,"LINESTRING (-70.88330361431868 48.32172381620133,-70.88362850254379 48.32148138433685,-70.88391308052361 48.32128152790883,-70.88395014640716 48.321236522298534,-70.88395650118254 48.32118661673154,-70.8839357502194 48.32114321167262,-70.88388013936542 48.32110145104026,-70.88359883522739 48.3209093907593,-70.88328272672675 48.32064399171647,-70.88305077983846 48.320400245230054,-70.8829340748561 48.320253942472725,-70.88283726706136 48.32011507347217,-70.88279592645365 48.32007630478587,-70.88273738265389 48.32005014087011,-70.8826731907579 48.320039592224255,-70.88259806124167 48.32004566757335,-70.88189476591255 48.320306413439134,-70.8818347895093 48.32034756047314)"
36492,94068,La Baie,La Baie,Route des Cadets de l'air,Rue,52,"LINESTRING (-70.99780478727368 48.340972824953944,-70.99788884689987 48.34086834760672,-70.99800589958106 48.34068136758543,-70.99809312191408 48.34054268932934)"
2781104,94068,La Baie,La Baie,Rue des Lilas,Rue,143,"LINESTRING (-70.89787124572888 48.340815407198384,-70.89759549578157 48.34021008472024,-70.89758973648566 48.34013633422143,-70.89761766200901 48.34005342294601,-70.89769333051103 48.33997520875583,-70.89777784318521 48.33992595602066,-70.89791666789924 48.339887380983015,-70.89803099891186 48.33988171046038,-70.89824744281243 48.339921326286905)"
2774794,94068,La Baie,La Baie,Rue Charles-Ãmile-Leblanc,Rue,258,"LINESTRING (-70.99151177450989 48.341954768459736,-70.9905542060899 48.341505171396385,-70.98921429324669 48.34087311307843,-70.9886613275542 48.340618318114274)"
2780522,94068,La Baie,La Baie,2e Rue,Collectrice,87,"LINESTRING (-70.87847054549502 48.32831654222756,-70.87826653568173 48.32798150437448,-70.87802019955092 48.32758926853305)"
2780817,94068,La Baie,La Baie,Rue AimÃ©-Gravel,Rue,143,"LINESTRING (-70.88194914002665 48.336917253076116,-70.8838039848399 48.336553103431264)"
2780798,94068,La Baie,La Baie,4e Rue,Rue,90,"LINESTRING (-70.8842409258711 48.32854199818754,-70.88377084416084 48.327795760925014)"
2780715,94068,La Baie,La Baie,Rue Georges-Martin,Rue,55,"LINESTRING (-70.87655452627848 48.32157315265377,-70.87668195648763 48.32161859133749,-70.87683140942188 48.32165968557958,-70.877050849373 48.321701883136846,-70.87725425764553 48.32172118915319)"
2782806,94068,La Baie,La Baie,Sentier Bourget,Rue,307,"LINESTRING (-70.92266503081076 48.290851869992935,-70.9226202692387 48.29098174049929,-70.92110745982191 48.292180700352546,-70.92099134871685 48.292201515867475,-70.92085462463326 48.29218365850604,-70.92033964869017 48.29201415471079,-70.91988292317917 48.291796625348866,-70.91979943018956 48.29175841489812,-70.91971623439734 48.29173869238384)"
36512,94068,La Baie,La Baie,Rue MontrÃ©al,Rue,138,"LINESTRING (-70.99100300972924 48.33881159700458,-70.99097983757952 48.33859272455588,-70.99096480497707 48.338315627112976,-70.99091912474549 48.33819703839828,-70.99082095667231 48.338023819267335,-70.99077568775259 48.33788336973095,-70.99076588612894 48.3377646278633,-70.99076795958163 48.33759386712611)"
36972,94068,La Baie,La Baie,Chemin Juste-Aza-Simard,Rue,330,"LINESTRING (-70.83529013798594 48.25276525399058,-70.83594322467088 48.25313519302093,-70.836196709149 48.25325707334126,-70.8364937922653 48.25335715602511,-70.83687588642461 48.25344332327603,-70.83728975713342 48.25349643625044,-70.83750266711054 48.253533430292194,-70.837621642497 48.25355345807748,-70.8377500476158 48.253580772949704,-70.83822401693403 48.25370647733832,-70.83852466932069 48.253766640121185,-70.8387361374843 48.25378955315145,-70.83895031615972 48.25379279039085,-70.83931504141141 48.25377594895847,-70.83934022963341 48.253768931179415)"
2780809,94068,La Baie,La Baie,Rue Saint-Pierre,Collectrice,78,"LINESTRING (-70.88567355921037 48.34950734817594,-70.88540774296244 48.3501816655055)"
2780847,94068,La Baie,La Baie,4e Avenue,Rue,156,"LINESTRING (-70.87896491159164 48.32909403451531,-70.8779994051619 48.32938424212335,-70.87703862646546 48.329650352789564)"
36582,94068,La Baie,La Baie,Chemin du PÃ©rimÃ¨tre,Rue,1513,"LINESTRING (-70.99408666263177 48.32582800090122,-70.9936136016585 48.32484654729881,-70.9934693657105 48.324629571279175,-70.99328686440695 48.324464465781226,-70.99297519111147 48.32430422181792,-70.99232048088284 48.32408081389845,-70.99200220687807 48.323905514378225,-70.9918260496179 48.323727452311125,-70.99162229127339 48.32336638435994,-70.99158748297916 48.32310585052939,-70.99163478504632 48.32284619342536,-70.99175567839306 48.32259736347461,-70.99200896951139 48.322257367670225,-70.99214859170877 48.32199608768781,-70.99214660221627 48.321789274221565,-70.99165097447117 48.32063663353283,-70.99112994366796 48.31952718753694,-70.99103796080203 48.31936707742146,-70.9908507032244 48.31920845044183,-70.99068502062673 48.3191100549319,-70.99038336850832 48.31897992253953,-70.99014220406248 48.31892601319132,-70.98993699447412 48.31891611534416,-70.98973189761688 48.318927003639025,-70.98947405249847 48.31897733269674,-70.98616941317526 48.319637669650135,-70.98382764260546 48.32016352300998,-70.98358327345049 48.32028304330949,-70.98331708680125 48.3204866760067,-70.9831833144399 48.32068759783392,-70.98315687501658 48.32079542847867,-70.98316324602453 48.3209569819813,-70.9832297422636 48.32115706240729)"
36577,94068,La Baie,La Baie,Chemin du PÃ©rimÃ¨tre,Rue,386,"LINESTRING (-70.97806370904686 48.32970950831344,-70.98126988844963 48.326970980724894)"
5748836,94068,La Baie,La Baie,Rue Roy,Rue,51,"LINESTRING (-70.86153996086402 48.316061252454496,-70.86141010661771 48.31602479409981,-70.86113680673218 48.31598532878006,-70.86101647635088 48.315947271521786,-70.8608961474964 48.3159092141327)"
2780583,94068,La Baie,La Baie,6e Avenue,Rue,76,"LINESTRING (-70.89559575519402 48.322738346373484,-70.8962423555975 48.322213256896966)"
2780796,94068,La Baie,La Baie,4e Rue,Rue,91,"LINESTRING (-70.88526854334125 48.33019136899533,-70.88477000165526 48.329439008386686)"
2780829,94068,La Baie,La Baie,Rue des Pivoines,Rue,60,"LINESTRING (-70.88621795491841 48.351023001648194,-70.88603222517887 48.351550089153555)"
37145,94068,La Baie,La Baie,Rue Victoria,ArtÃ¨re Principale,6,"LINESTRING (-70.88095593258666 48.34354727833439,-70.88093275185017 48.3434966219111)"
2780620,94068,La Baie,La Baie,Rue des Ãrables,Rue,41,"LINESTRING (-70.88743994225821 48.33582451115833,-70.8876172507791 48.3361739443447)"
2774816,94068,La Baie,La Baie,Rue de NÃ®mes,Rue,85,"LINESTRING (-70.90119831630791 48.32306568511108,-70.9009879842596 48.323251417144874,-70.90094733501299 48.323284875339844,-70.9008950984592 48.32329975092079,-70.90084700530564 48.32330728822048,-70.90080701803532 48.32332714062651,-70.90077992054856 48.323361423057534,-70.9007781961526 48.32339556940777,-70.90080854790011 48.32343634139803,-70.90085818553224 48.32345808680818,-70.90091782324347 48.32346159617467,-70.90097007133198 48.323447139664346,-70.9010014948315 48.32342486709137,-70.90101950542712 48.32339181339177,-70.9010147831173 48.323356441145975,-70.90097694665238 48.32331879193785)"
2780676,94068,La Baie,La Baie,Rue des Pins,Rue,81,"LINESTRING (-70.88701366278433 48.33915791294091,-70.88732175428255 48.33985722621458)"
36953,94068,La Baie,La Baie,Chemin de l'AÃ©roport,Rue,251,"LINESTRING (-71.00299360027665 48.33672236819393,-71.00275207466458 48.33685577616245,-71.00263206095553 48.336968062759546,-71.00243511933316 48.337152229823126,-71.00218212328001 48.337281318298935,-71.00198858738871 48.33734233380343,-71.00181578387811 48.33737849716391,-71.00061253835116 48.33762637833304,-71.000504033284 48.33763297271862,-71.00037700887958 48.3376223017417,-71.00025019049652 48.33757849494636,-71.00016234317268 48.33750847195077,-71.00015196410189 48.3374847567402)"
36477,94068,La Baie,La Baie,Rue Saguenay,Rue,102,"LINESTRING (-70.99985770486107 48.33921430035615,-71.00025176592922 48.34009355612104)"
34894,94068,La Baie,La Baie,6e Rue,Collectrice,75,"LINESTRING (-70.89098622731677 48.330929979941786,-70.89096586472914 48.3308361698705,-70.89100416848157 48.330707228621634,-70.8911342133246 48.330586708603406,-70.89127130686853 48.33053166140813,-70.89155614912448 48.33053069213794)"
36583,94068,La Baie,La Baie,Chemin du PÃ©rimÃ¨tre,Rue,1310,"LINESTRING (-70.9832297422636 48.32115706240729,-70.98299716976851 48.32115803926761,-70.98267198880083 48.321101235496855,-70.98026050657053 48.320679955910556,-70.97722543452986 48.32014965474494,-70.97711984800253 48.32014091528363,-70.9770134783623 48.32014248252258,-70.97685803415762 48.3202098645063,-70.97674169111029 48.32030613310196,-70.97658935396379 48.32049536001383,-70.97659687818674 48.32095637035089,-70.97678882964615 48.32214265026978,-70.97688404296625 48.32230706730942,-70.97697680780081 48.32238208670029,-70.97716170534804 48.32246426442611,-70.98029280013442 48.32358767955114,-70.98194977715978 48.32418213703035,-70.98217865695545 48.32426424739761,-70.9827086197085 48.32455566471789,-70.983557198178 48.32498968434845)"
2781076,94068,La Baie,La Baie,Sentier du Hameau,Rue,30,"LINESTRING (-70.92654741005053 48.320073720142275,-70.92628425805961 48.32028248350564)"
36522,94068,La Baie,La Baie,Rue RÃ©gina,Rue,70,"LINESTRING (-70.98697238105223 48.336256063851074,-70.98700103777635 48.33562685201621)"
35832,94068,La Baie,La Baie,Chemin Saint-Bruno,Route Rurale,2426,"LINESTRING (-70.84958779816482 48.3105762419949,-70.84955640248009 48.310546473677036,-70.84941619785846 48.310406432014155,-70.84930336340436 48.310295760671316,-70.84920747800797 48.31019904864028,-70.84913230752457 48.31007365108271,-70.84908579784859 48.309892578051624,-70.84902927299635 48.3096967744034,-70.84895441252206 48.30942682928267,-70.84890378817893 48.309131873760805,-70.84891099675421 48.30883137694194,-70.84899595734544 48.308546515957644,-70.84912298628211 48.308249336709956,-70.84928305751565 48.307880123672255,-70.84966190362663 48.30716020978113,-70.84974780780747 48.30693395484513,-70.84981767995393 48.30672247541408,-70.84985521114383 48.30649948212705,-70.84985550210601 48.30623157351563,-70.8498061435675 48.305966082401454,-70.84973604057542 48.30577088688729,-70.84946210495889 48.305191725354504,-70.849218599057 48.3045920803638,-70.84909980420097 48.30435228696116,-70.84905318226139 48.30429808834265,-70.84893208711705 48.30415908612296,-70.84879875514481 48.30402808599565,-70.84862563946771 48.30386651238679,-70.84836357067874 48.303671834732796,-70.84823975414216 48.30358015850197,-70.8479081764792 48.30336955135519,-70.84745843390023 48.303182541759995,-70.847004400805 48.30308082743843,-70.84660537183727 48.303055294997385,-70.84589056289259 48.30307965139742,-70.845055410024 48.30311217937827,-70.84426602613131 48.30309839884894,-70.84386947373277 48.30307832326995,-70.843451914049 48.303012760592964,-70.84198846751885 48.302750055401674,-70.84004898413664 48.302392836684895,-70.83885343390256 48.30216150683868,-70.83841024353485 48.30202630842114,-70.83815795338742 48.30190573359228,-70.83789259119429 48.30175269758098,-70.83639838585323 48.300549220552476,-70.8311648442751 48.296298479496365)"
36506,94068,La Baie,La Baie,Rue de l'ArÃ©na,Rue,37,"LINESTRING (-70.99054512136684 48.33977840899908,-70.99055910250482 48.33944879242875)"
2774618,94068,La Baie,La Baie,Sentier des MarÃ©es,Rue,157,"LINESTRING (-70.7595513504482 48.35141115728361,-70.75961913714697 48.35153427174486,-70.75887115415338 48.35191516011009,-70.75856425349156 48.352056315960596,-70.75833440391253 48.352142924191796,-70.75803324971238 48.35224498522643)"
2782549,94068,La Baie,La Baie,Rue de NÃ®mes,Rue,74,"LINESTRING (-70.90197934426936 48.32347778421699,-70.90119831630791 48.32306568511108)"
37438,94068,La Baie,La Baie,Rue Maurice-Marquet,Rue,239,"LINESTRING (-70.99170245869357 48.346373451077206,-70.99177210865405 48.34635778172616,-70.99185396833775 48.346322830095595,-70.99194647646253 48.346257649065734,-70.99211884037175 48.34609364945249,-70.99360489558119 48.34465149008384)"
2780637,94068,La Baie,La Baie,Rue du Rond-Point,Rue,133,"LINESTRING (-70.88756092781753 48.347053150197375,-70.88739790483355 48.347037682868404,-70.8872348305423 48.34700456572247,-70.88707391686637 48.34694974762928,-70.88694906112866 48.346889132832615,-70.88674102863688 48.34672942863227,-70.88670797622268 48.34669425282165,-70.88668994475702 48.34665104346431,-70.88669263697383 48.346607592657065,-70.88696786930888 48.34623841454437)"
34886,94068,La Baie,La Baie,2e Rue,Collectrice,6,"LINESTRING (-70.87850413084074 48.32836123169943,-70.87847054549502 48.32831654222756)"
2780853,94068,La Baie,La Baie,2e Avenue,Rue,67,"LINESTRING (-70.87613944584704 48.3281252550482,-70.87697066168637 48.32789081443754)"
2774620,94068,La Baie,La Baie,Sentier de l'Anse-aux-Billots,Rue,272,"LINESTRING (-70.72359129567064 48.348484851194016,-70.72315165076905 48.348600116885706,-70.72262919483643 48.348822023228294,-70.72234730366522 48.348871278745506,-70.72173506765441 48.34876937635154,-70.72143381566781 48.348664606926846,-70.72106778061634 48.34851238414247,-70.72073416895988 48.34839068279855,-70.72052129932204 48.34828800692959,-70.72032627932445 48.348186429716876)"
2780693,94068,La Baie,La Baie,Rue de la Fabrique,Rue,53,"LINESTRING (-70.88265338660148 48.34010526559576,-70.88333339475443 48.3399689498947)"
2780852,94068,La Baie,La Baie,Rue du Cap,Rue,48,"LINESTRING (-70.88093275185017 48.3434966219111,-70.88155400048959 48.343363008138965)"
37158,94068,La Baie,La Baie,Chemin du Plateau Nord,Route Rurale,10,"LINESTRING (-71.01265306718001 48.34250424847677,-71.01268054391367 48.34258945830403)"
2780581,94068,La Baie,La Baie,6e Avenue,Rue,74,"LINESTRING (-70.8921134398587 48.32586666150784,-70.89271873254016 48.32533889718028)"
36982,94068,La Baie,La Baie,Rue de la Transformation,Rue,14,"LINESTRING (-70.9501914182758 48.326727594814855,-70.95020726131443 48.326852308446895)"
2780991,94068,La Baie,La Baie,Rue Alexis-Simard,Collectrice,35,"LINESTRING (-70.85336884123244 48.3118758435735,-70.85322500166515 48.31158000898737)"
36472,94068,La Baie,La Baie,Sentier de la TroisiÃ¨me-Pointe,Rue,134,"LINESTRING (-70.79293087008129 48.33837755142488,-70.79307038670393 48.33862858558554,-70.79311538727343 48.33875356264206,-70.79312488392091 48.33878384092214,-70.793123212688 48.338797053723226,-70.79311610660922 48.33887904196119,-70.79308459414929 48.338972358229505,-70.79307075375586 48.3389976449579,-70.79301920030818 48.33905099899891,-70.79290429076441 48.33913209616014,-70.7928686522955 48.33916886520249,-70.79284176580477 48.33920295963219,-70.79283261188438 48.33923250743425,-70.79283050105813 48.339270972813345,-70.79285288270371 48.339312871795585,-70.79291323191748 48.33937060241626,-70.79303954564595 48.33944914340968)"
2780848,94068,La Baie,La Baie,4e Avenue,Rue,208,"LINESTRING (-70.87896491159164 48.32909403451531,-70.88156863229057 48.32840285549304)"
2780718,94068,La Baie,La Baie,Rue Georges-Martin,Rue,119,"LINESTRING (-70.87998089531126 48.3216221353152,-70.8802426181213 48.32164764981684,-70.88077970664916 48.321662982332995,-70.88131003367035 48.32167811980002,-70.88157282510635 48.32163414814564)"
2780579,94068,La Baie,La Baie,6e Avenue,Rue,202,"LINESTRING (-70.89005374001975 48.327942439608464,-70.89033443741515 48.327756164317044,-70.89093283267053 48.32732243105953,-70.89105465684833 48.32720509318853,-70.89114390480383 48.32707538049952,-70.89132752157583 48.326760929290906,-70.89151113610714 48.32644647867743)"
36533,94068,La Baie,La Baie,Rue Edmonton,Rue,112,"LINESTRING (-70.98516358586288 48.334819629203615,-70.98668038961115 48.334823945136385)"
5745306,94068,La Baie,La Baie,Rue des FrÃªnes,Collectrice,76,"LINESTRING (-70.90121944018978 48.346728378198335,-70.90131977476514 48.34673684858767,-70.90156318129426 48.34676002024367,-70.90186335521288 48.34677884776528,-70.90223745721708 48.3467867932478)"
37489,94068,La Baie,La Baie,AllÃ©e AccÃ¨s,AccÃ¨s,124,"LINESTRING (-70.90077095761437 48.3361077740101,-70.90033863054359 48.33503442536073)"
2780647,94068,La Baie,La Baie,Rue Saint-FranÃ§ois,Rue,222,"LINESTRING (-70.89298396088701 48.338229060700726,-70.89374392772034 48.340157264073476)"
5748848,94068,La Baie,La Baie,Chemin Juste-Aza-Simard,Rue,76,"LINESTRING (-70.8295027841592 48.24998203800197,-70.82908581647527 48.24978582123015,-70.82885697835228 48.24966673730887,-70.82869007918131 48.2495710494633)"
2780891,94068,La Baie,La Baie,Boulevard de la Grande-Baie Sud,ArtÃ¨re Principale,95,"LINESTRING (-70.85132243341181 48.31749131109574,-70.8501077611236 48.31776214495399)"
4334859,94068,La Baie,La Baie,8e Avenue,Rue,175,"LINESTRING (-70.88572811553952 48.330918226966276,-70.88758290841837 48.33041231027268,-70.88792931121392 48.3303411746757)"
2780663,94068,La Baie,La Baie,Rue Sirois,Rue,63,"LINESTRING (-70.89097441491462 48.33731356048366,-70.8911347377292 48.33733053662368,-70.89175717819467 48.337520131460025)"
2778563,94068,La Baie,La Baie,Chemin de la RiviÃ¨re,Rue,301,"LINESTRING (-70.85792655831645 48.31456418323383,-70.85980808985731 48.31407226179973,-70.86031528961044 48.313942817813654,-70.86159470506998 48.31361424017889,-70.8617067326353 48.31357465963444)"
2780787,94068,La Baie,La Baie,Rue du Docteur-DesgagnÃ©,Rue,52,"LINESTRING (-70.88578873270782 48.34225722608872,-70.88524020809284 48.342542093935606)"
2780523,94068,La Baie,La Baie,2e Rue,Collectrice,90,"LINESTRING (-70.87802019955092 48.32758926853305,-70.87755047327957 48.32684625955167)"
2780968,94068,La Baie,La Baie,Rue Monseigneur-Dufour,Collectrice,115,"LINESTRING (-70.86089470763558 48.316957552436975,-70.86084779998448 48.31686472043369,-70.86081435479777 48.3167781239982,-70.86079127508836 48.31669572402158,-70.86077731531479 48.316620073319584,-70.86076927868625 48.316521008816515,-70.86074189635593 48.31637664099678,-70.86069080580286 48.31620907461369,-70.86057844243159 48.3159514373083)"
2780707,94068,La Baie,La Baie,1re Rue,Rue,61,"LINESTRING (-70.87613944584704 48.3281252550482,-70.8759533309708 48.32787170761829,-70.87587363402633 48.327719141221095,-70.87579494185292 48.32762378228384)"
2781132,94068,La Baie,La Baie,Rue Victoria,ArtÃ¨re Principale,108,"LINESTRING (-70.8819989627044 48.34561362215766,-70.88211232237627 48.346578682330325)"
2780695,94068,La Baie,La Baie,5e Rue,Rue,91,"LINESTRING (-70.88744313619219 48.32958185496459,-70.88698228941523 48.32882114197048)"
3735115,94068,La Baie,La Baie,Boulevard de la Grande-Baie Sud,ArtÃ¨re Principale,18,"LINESTRING (-70.87896491159164 48.32909403451531,-70.87886854284842 48.32894060595833)"
2780677,94068,La Baie,La Baie,Rue des Pins,Rue,131,"LINESTRING (-70.88732175428255 48.33985722621458,-70.88783359557398 48.34098955301057)"
5738598,94068,La Baie,La Baie,Sentier du Portage,Rue,150,"LINESTRING (-70.8750629587884 48.28239815100461,-70.87496219026295 48.28231181997923,-70.87486154774777 48.282242480042804,-70.87473551633245 48.28218285269618,-70.87455682803323 48.28211716563423,-70.87444544075868 48.282051810520215,-70.87432003912606 48.28200466083244,-70.87420424840349 48.281973027777546,-70.87407681703004 48.28195123870116,-70.87396934831564 48.28194002005336,-70.87383849463276 48.281944483828354,-70.87375366808593 48.281949290752436,-70.87367401353492 48.28196484310836,-70.87362154941799 48.28198540401307,-70.8735792765186 48.282007064141595,-70.87354388033259 48.28204059746983,-70.87344838305935 48.28217469524585)"
2780696,94068,La Baie,La Baie,5e Rue,Rue,105,"LINESTRING (-70.88698228941523 48.32882114197048,-70.8864470187864 48.32794625189482)"
2780846,94068,La Baie,La Baie,3e Avenue,Rue,176,"LINESTRING (-70.88109346131402 48.3276283308693,-70.8832934803715 48.32703971278349)"
5748698,94068,La Baie,La Baie,Boulevard de la Grande-Baie Sud,ArtÃ¨re Principale,174,"LINESTRING (-70.78759759195631 48.33932651953222,-70.78538087137945 48.339840178796564)"
2776010,94068,La Baie,La Baie,Rue Bagot,ArtÃ¨re Principale,123,"LINESTRING (-70.88903698159547 48.33677156840666,-70.89000356255251 48.33651367025206,-70.8905923925484 48.336383934384244)"
2780867,94068,La Baie,La Baie,Avenue MÃ©dÃ©ric-Gravel,Rue,24,"LINESTRING (-70.87504578059986 48.32691588346424,-70.875159067834 48.326768198667786,-70.87518118587096 48.32674806002146,-70.87520849460303 48.326730986681355)"
36574,94068,La Baie,La Baie,Rue Windsor,Rue,82,"LINESTRING (-70.97659356536859 48.33483594968762,-70.97649515161311 48.334782020171176,-70.97641773891158 48.33472558420495,-70.9763880701338 48.334684817673185,-70.97638855449118 48.33463950660687,-70.97640180508219 48.334587114758,-70.97641929365577 48.334548593885245,-70.97645794890161 48.334522191989656,-70.97651770270573 48.334500889517074,-70.97660460440542 48.33449534174207,-70.97664118742442 48.33449656354098,-70.97667145852229 48.33449933686702,-70.97674960077669 48.334535935178074,-70.97691163937067 48.334631040545965)"
