TYPE_RES,STAT_RES,WKT 
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280706.65183809 5046131.57356699, 280698.45300897 5046144.38480384, 280683.19361874 5046168.22710567, 280671.24180446 5046186.89890832, 280660.51898970 5046202.73043676, 280656.10613902 5046210.63119953, 280647.70935024 5046230.14308328, 280645.09463310 5046240.50408357, 280643.76665374 5046251.40513600, 280643.71716382 5046262.83623961, 280645.16886797 5046272.90721191, 280648.27848425 5046283.05819192, 280652.98002610 5046292.32908697, 280658.81158767 5046300.33986036, 280666.11135001 5046307.46054782, 280674.29368250 5046313.43112424, 280683.25135698 5046317.89155487, 280692.77816547 5046320.83183874, 280703.54222182 5046322.39198936, 280714.26503657 5046322.28197874, 280722.90927492 5046320.89184453, 280733.80530437 5046316.97146604, 280742.21034147 5046312.95107790, 280750.24420421 5046306.65046961, 280757.47798001 5046299.58978795, 280763.21056174 5046291.27898559, 280767.43370109 5046282.17810695, 280770.36185435 5046272.77719936, 280771.78881355 5046262.71622803, 280771.64034380 5046252.70526152, 280769.96593504 5046242.50427668, 280766.83157380 5046232.95335460, 280761.67637440 5046223.07240065, 280754.83026960 5046213.82150753, 280746.96962156 5046206.08076021, 280738.23465169 5046199.01007758, 280706.35489861 5046179.80822376, 280699.97069967 5046176.81793506)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280530.72344130 5046395.32903099, 280528.00974434 5046396.93918644, 280514.78768892 5046407.29018576, 280493.79571696 5046428.85226746, 280417.84519525 5046519.26099587, 280352.60099165 5046599.30872400)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280418.62878556 5046356.84531562, 280413.93549203 5046367.43633812, 280405.51395829 5046382.17776131, 280387.03772364 5046410.99054302, 280336.68998423 5046486.00778548, 280317.80958194 5046515.99068015)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280696.27545274 5046082.13879436, 280710.53679636 5046087.52931479, 280733.46712329 5046096.19015094, 280736.59323620 5046097.36026390, 280756.23248384 5046104.77097936)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281000.56419042 5046300.54988064, 280947.86568008 5046288.49871716, 280934.58588642 5046286.94856751, 280919.12028822 5046286.58853275, 280903.54746188 5046288.37870559, 280871.50274241 5046296.21946256, 280737.47580634 5046333.11302441, 280570.46384243 5046377.78733744, 280554.97349928 5046383.03784435, 280541.10807498 5046389.18843815, 280530.72344130 5046395.32903099)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280422.17556275 5046150.03534937, 280420.36918088 5046158.18613627, 280419.80004686 5046168.04708829, 280420.66612036 5046177.85803548, 280423.09937448 5046187.13893149, 280426.98433275 5046196.00978792, 280432.44471995 5046204.37059511, 280439.12585837 5046211.94132602, 280446.34313753 5046218.10192078, 280454.45948347 5046222.99239293, 280463.58212433 5046226.75275597, 280473.24090592 5046229.21299349, 280483.32035179 5046230.15308425, 280492.98738170 5046229.64303501, 280503.46274688 5046227.38281680, 280514.23505154 5046223.58244989, 280523.01951132 5046218.85199320, 280531.77097782 5046212.71140036, 280548.06140793 5046197.59994144, 280570.81027183 5046171.48742044, 280603.49011187 5046133.63376589, 280605.51919835 5046131.29353996, 280621.57042720 5046112.70174504, 280631.68286635 5046101.00061536)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280942.43828615 5045824.74394445, 280929.95033112 5045860.74742036, 280918.92232857 5045893.83061435, 280916.16739001 5045907.17190236, 280913.69289429 5045924.92361619, 280912.48863972 5045940.95516394, 280912.41440484 5045958.21683045, 280915.21058500 5045990.98999450, 280918.05625507 5046006.85152583, 280921.75150200 5046022.49303593, 280944.41788272 5046102.75078433, 280954.35710716 5046127.62318560, 280966.35841136 5046149.37528564, 280973.03130146 5046159.68628110, 280981.68378814 5046171.15738857, 280998.67532536 5046190.27923467, 281004.71309489 5046196.26981303, 281018.83421709 5046208.11095622, 281031.38815867 5046217.38185126, 281053.88957300 5046230.79314605, 281084.91974923 5046247.81478938)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280117.35068433 5045881.26940163, 280117.72185869 5045881.69944315, 280175.80652136 5045920.71320970, 280262.09218683 5045974.66841874, 280319.04682980 5046013.37215536, 280333.53912635 5046024.62324158, 280344.27843774 5046034.64420905, 280355.01774913 5046047.40544107, 280364.42908115 5046060.34669047, 280372.73513843 5046074.30803835, 280379.47401508 5046088.42940168, 280385.33032160 5046103.71087701, 280406.42952170 5046170.56733160)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281904.79441341 5044778.79296418, 281888.99888245 5044785.60362171)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281965.99694068 5044721.69745196, 281955.19989106 5044737.99902578, 281939.99823907 5044752.30040649, 281922.50355439 5044766.40176789, 281904.79441341 5044778.79296418)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281965.99694068 5044721.69745196, 281957.69913173 5044744.59966303, 281950.59732903 5044757.50090856, 281946.59689430 5044767.10183548, 281945.30190821 5044775.80267550, 281946.29995482 5044784.80354448, 281950.00345006 5044793.60439414, 281961.80679461 5044807.10569761, 281977.89926506 5044826.29755046)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282027.10048813 5044388.19525434, 282026.19317303 5044394.59587228, 282023.10005339 5044402.99668332, 282015.19816375 5044416.40797810, 281981.70174013 5044466.90285308, 281968.00128221 5044494.00546967, 281960.99845934 5044513.99739977, 281957.79811156 5044529.29887704, 281955.89274986 5044545.30042189, 281955.49683055 5044559.09175336, 281956.39589732 5044573.79317269, 281958.49921868 5044587.20446747, 281969.89839559 5044655.60107076, 281972.99976355 5044676.99313603, 281972.99976355 5044690.99448778, 281972.59559591 5044699.20528047, 281970.10460356 5044711.49646711, 281965.99694068 5044721.69745196)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286355.62036025 5044312.06790469, 286351.90036837 5044311.29783035, 286348.73301386 5044310.49775311)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283985.09470998 5046371.90676971, 283853.29482005 5046545.00348116)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286713.26747380 5044096.71711387, 286694.79948747 5044124.59980579)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286677.79970193 5044122.39959336, 286654.69616030 5044159.30315618)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286713.59740656 5044063.30388802, 286677.79970193 5044122.39959336)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286892.49519820 5043787.89729918, 286865.59742981 5043823.30071717, 286843.20324362 5043854.70374894, 286791.19759208 5043937.20171363, 286713.59740656 5044063.30388802)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286647.38814963 5044206.98775984, 286632.69789342 5044229.49993326, 286616.09402720 5044255.00239537)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286343.52007623 5044309.15762373, 286338.02669574 5044307.74748758)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285847.75486037 5044157.13294666, 285828.23933753 5044160.03322667)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285248.55572377 5044796.39466352, 285221.05582809 5044832.73817227)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286819.06041379 5043929.23094410, 286807.69423016 5043946.40260191, 286785.80319143 5043981.76601604)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286348.73301386 5044310.49775311, 286343.52007623 5044309.15762373)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285046.13372623 5045063.45044615, 285027.59150502 5045087.64278177)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286522.09618342 5044367.20322768, 286516.00067565 5044375.80405804)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285079.17649229 5045020.24627504, 285072.40462236 5045029.20714016, 285046.13372623 5045063.45044615)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285027.59150502 5045087.64278177, 285013.82506055 5045105.58451394)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284947.69828681 5045189.80264469, 284879.20424551 5045277.49111048, 284775.30017057 5045411.60405828, 284715.80504534 5045490.90171399)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286029.20138260 5044191.35625072, 285991.00341713 5044176.60482655)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284994.49924904 5045130.79694805, 284947.69828681 5045189.80264469)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286261.90295933 5044280.70487678, 286236.44039846 5044271.13395277)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285601.50129546 5044319.79865105, 285562.30528338 5044370.90358493)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286734.19345920 5044065.09406086, 286729.67338037 5044071.93472129)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285562.30528338 5044370.90358493, 285500.40164899 5044453.00151098)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286719.14027695 5044087.84625744, 286713.26747380 5044096.71711387)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285387.20171850 5044595.40525921, 285347.20561948 5044656.20112868, 285304.69378315 5044713.09662160, 285293.50081421 5044729.89824369, 285290.60565423 5044736.70890122, 285289.79731896 5044741.89940234)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285434.90174750 5044530.30897455, 285387.20171850 5044595.40525921)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285398.39468744 5044601.49584721, 285355.49518011 5044663.30181421, 285313.20604840 5044719.20721154, 285300.99853622 5044734.79871681, 285295.00200828 5044739.79919958, 285289.79731896 5044741.89940234)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285731.39582369 5044192.79638975, 285715.69927255 5044202.10728866, 285701.29770751 5044212.40828316, 285688.39733654 5044222.09921876, 285674.20197947 5044233.90035809, 285660.30356189 5044246.70159397, 285648.90438497 5044258.29271303, 285635.79780602 5044273.40417194, 285617.50303439 5044298.30657613, 285601.50129546 5044319.79865105)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285500.40164899 5044453.00151098, 285498.90045493 5044461.00228342, 285495.60112731 5044468.00295928, 285473.19869280 5044498.69592251, 285444.00789172 5044536.99962050, 285398.39468744 5044601.49584721)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284480.69495945 5045832.40468404, 284394.69798515 5045941.39520642, 284377.30228029 5045961.19711817)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284377.30228029 5045961.19711817, 284358.00121374 5045980.49898165, 284336.70405398 5045999.80084513, 284314.30161947 5046018.09261109, 284293.70556683 5046031.39389525, 284238.89548681 5046066.60729489)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284999.65444844 5045124.07629921, 284994.49924904 5045130.79694805)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284388.39626940 5045970.69803543, 284369.79630996 5045990.69996649, 284345.80194988 5046011.59198350, 284322.50044860 5046029.19368283, 284301.09606069 5046044.20513210, 284248.00163103 5046079.49853946)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283171.39803676 5047220.59870580, 283172.50331151 5047226.49927547, 283170.59794981 5047233.59996099, 283159.19877290 5047253.20185344, 283150.80198411 5047272.50371692, 283146.39738175 5047296.50603420, 283148.30274345 5047310.49738498, 283156.69953223 5047329.79924846, 283169.10500406 5047343.90060986, 283185.00776317 5047354.00158504, 283199.50005972 5047358.10198091, 283216.99474441 5047359.00206781, 283233.99452994 5047354.00158504, 283249.09720211 5047344.10062917, 283263.00386801 5047328.99917121, 283270.99648916 5047309.99733670, 283272.90185085 5047291.70557074, 283267.49920188 5047271.40361071, 283257.09807157 5047254.80200792, 283241.79743976 5047240.60063687, 283216.60707341 5047225.39916926, 283189.19790924 5047210.89776924, 283183.39934096 5047206.49734440, 283178.66480583 5047199.94671197)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285579.64325000 5048862.53722506, 285546.52624906 5048836.25468764, 285532.52885165 5048824.65356762, 285519.33154119 5048813.69250940, 285506.12598240 5048802.85146276, 285492.44202112 5048791.86040164, 285479.33544217 5048781.61941293, 285466.20411826 5048771.71845706, 285453.27075400 5048762.91760739, 285440.87353049 5048755.07685040, 285427.37928054 5048747.91615909, 285412.28485669 5048741.86557494, 285394.64995059 5048736.76508252, 285378.11207092 5048733.75479190, 285361.23601016 5048732.74469437, 285344.08775488 5048732.68468858, 285326.34562062 5048732.46466734, 285308.83443931 5048732.51467217, 285290.98507690 5048732.28464996, 285272.87176829 5048732.18464030, 285254.18932567 5048731.92461520, 285236.55441957 5048731.83460651, 285218.82878195 5048731.62458624, 285200.84744645 5048731.40456500, 285181.43915174 5048731.22454762, 285163.92797043 5048731.15454086, 285146.40854079 5048731.42456693, 285129.40875525 5048733.03472237, 285112.91211717 5048736.92509797, 285097.76820341 5048742.54564060, 285083.82854424 5048750.48640723, 285071.45606568 5048760.63738725, 285059.74345264 5048772.02848699, 285049.46604712 5048782.98954521, 285038.66899750 5048795.25072896, 285027.45953192 5048808.55201311, 285016.50576424 5048821.27324127, 285005.22206379 5048833.86445688, 284993.53419571 5048847.14573910, 284982.00304570 5048859.73695471, 284970.02648645 5048871.69810949, 284952.51530513 5048887.21960800)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285234.43460157 5048562.26823590, 285227.55550349 5048555.70760251, 285181.53813158 5048506.80288105)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285245.89976504 5048511.28331362, 285201.28460735 5048577.86974214, 285195.54377730 5048586.42056766, 285190.04214850 5048594.75137196, 285184.52402306 5048603.31219845, 285179.22035392 5048612.60309543, 285173.96617470 5048623.07410634, 285170.68334372 5048632.58502456, 285168.48104254 5048644.15614168, 285167.77168710 5048654.60715067, 285168.67075387 5048666.20827069, 285171.37620252 5048677.51936270, 285176.11898597 5048688.34040741, 285182.94859413 5048698.06134591, 285191.37012787 5048706.54216468, 285201.30935231 5048713.31281834, 285212.41983806 5048717.87325863, 285224.33041075 5048720.55351739, 285236.57916452 5048720.99355988, 285248.22579100 5048718.90335808, 285259.60847128 5048714.77295931, 285270.13332637 5048708.70237323, 285279.19822900 5048700.66159694, 285286.66295773 5048691.11067487, 285292.28006299 5048680.28963016, 285295.90107505 5048668.65850724, 285296.99810148 5048657.86746543, 285295.75260531 5048645.78629907, 285292.24706972 5048633.82514429, 285287.29807829 5048622.40404165, 285280.98811423 5048611.75301336, 285273.46564727 5048601.76204879, 285264.84615387 5048592.20112574, 285256.65557307 5048583.73030793, 285247.05452970 5048574.82944861, 285237.02457375 5048564.72847343, 285234.43460157 5048562.26823590)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283534.68700052 5047348.00100572, 283524.70653448 5047347.50095744, 283512.90318994 5047344.50066779, 283471.50487668 5047329.19919052, 283449.60558963 5047322.49854361, 283429.60341596 5047318.89819602, 283410.69826872 5047317.79808981, 283398.20206538 5047318.69817672, 283380.79811220 5047320.49835051, 283363.89730649 5047324.59874638, 283352.20119010 5047328.39911329, 283305.99410684 5047348.00100572, 283281.00170015 5047358.99206684, 283258.80547361 5047367.80291748, 283246.99388075 5047371.99332204, 283231.00039013 5047375.00361266, 283213.90162477 5047374.40355473, 283195.99452413 5047371.00322645, 283180.99908012 5047365.99274272, 283165.39326050 5047356.10178781, 283157.30165952 5047349.09111097)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283240.30449401 5046975.90508211, 283254.30189142 5046983.20578694, 283268.59622831 5046991.79661634, 283281.39761946 5046998.09722462, 283290.49551536 5046999.80738973, 283299.79961924 5046998.89730187, 283307.50354922 5046996.19704117, 283313.59905699 5046991.69660668, 283322.10307392 5046982.30570005, 283326.49942797 5046977.79526459, 283335.09417641 5046971.69467562, 283341.29691233 5046969.99451148)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283240.30449401 5046975.90508211, 283262.09655291 5047002.39763981, 283290.89968299 5047038.80115434)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283234.40694590 5047111.89821142, 283233.50787912 5047105.29757418, 283235.39674418 5047098.59692726, 283244.79982789 5047082.79540173, 283253.10588516 5047063.90357783, 283257.20529972 5047046.20186884, 283256.70215226 5047031.90048813, 283254.49985108 5047020.79941638, 283249.89728905 5047009.99837361, 283242.79548636 5046998.69728256, 283235.30601267 5046991.60659799, 283227.80004235 5046985.89604668, 283218.69389813 5046981.20559384, 283209.59600223 5046978.20530418, 283195.70583296 5046976.80516900, 283180.59491249 5046978.00528487, 283164.29623406 5046983.89585357, 283149.70495768 5046994.09683841, 283145.50656329 5046999.99740807, 283138.90790806 5047009.10828768, 283132.10304485 5047029.30023709, 283132.09479653 5047048.50209091, 283139.30382737 5047068.90406060, 283149.99364885 5047083.19544034, 283162.30014086 5047094.09649277, 283183.49832079 5047107.49778659, 283211.20442444 5047121.69915765, 283225.30080168 5047131.00005559, 283229.87037042 5047136.68060402)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283157.30165952 5047349.09111097, 283142.90009448 5047332.79953811, 283122.60098132 5047306.39698910, 283114.89705134 5047294.89587874)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285240.74456564 5048425.63504479, 285296.05779311 5048466.50899092, 285302.55746852 5048472.15953645)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283044.40691683 5047365.60270506, 283046.60096969 5047354.79166132, 283052.59749763 5047342.30045537, 283064.60705016 5047323.29862086, 283073.20179860 5047310.29736566, 283082.90182178 5047291.39554081, 283088.49418209 5047274.00386175, 283090.49852362 5047261.30263552, 283090.90269125 5047245.40110032, 283088.99732955 5047228.29944926, 283086.20114940 5047216.69832924, 283077.30121316 5047195.49628231, 283064.90398964 5047177.60455498, 283050.30446494 5047163.30317426, 283029.10628501 5047149.39183121, 283005.30163626 5047137.90072181, 282959.15229124 5047108.93792563)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283157.30165952 5047349.09111097, 283142.10000753 5047339.20015605, 283129.60380419 5047333.29958639, 283120.90182760 5047330.79934501, 283113.29687744 5047330.69933535, 283101.89770053 5047333.59961536, 283093.89683106 5047339.50018502, 283077.50742113 5047358.40200987, 283068.20331726 5047369.10304300, 283061.29947422 5047374.70358369, 283054.29665136 5047376.80378646)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283290.89968299 5047038.80115434, 283293.90207113 5047045.20177228, 283295.90641265 5047053.30255437)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287182.08543135 5045868.71818989, 287117.00619413 5045819.89347617, 287110.54776032 5045815.06300981, 287103.49544754 5045810.46256566, 287096.06371209 5045806.19215338, 287088.36803042 5045802.39178647, 287080.42489919 5045799.04146302, 287073.86748555 5045796.60122743, 287067.05437403 5045794.62103626, 287060.68667173 5045793.14089336, 287053.93954676 5045792.00078329, 287046.94497221 5045791.45073018, 287039.68645146 5045791.23070894, 287032.99706472 5045791.64074853, 287025.78803387 5045792.98087791, 287019.76676097 5045794.50102467, 287012.73919315 5045797.03126895, 287006.15703456 5045800.19157406, 287000.65540576 5045803.52189558, 286996.34153490 5045806.65219779, 286992.98446906 5045809.60248262, 286990.36150360 5045812.21273463, 286987.23539069 5045815.65306677, 286984.44745885 5045819.22341147, 286982.14617784 5045822.80375713, 286979.95212497 5045826.27409217, 286977.97252841 5045830.59450928, 286976.38060283 5045834.21485880, 286975.14335497 5045837.84520929, 286974.14530837 5045841.26553950, 286973.34522142 5045845.98599523, 286972.67710758 5045850.00638338, 286972.26469163 5045853.91676090, 286972.31418154 5045858.08716353, 286972.60287271 5045862.27756809, 286973.04003362 5045865.50787995, 286973.61741595 5045868.74819279, 286974.30202643 5045871.87849500, 286975.23408648 5045875.02879914, 286976.17439485 5045877.79906660, 286977.44463598 5045881.31940646, 286978.86334686 5045884.35969999, 286980.40578252 5045887.16997130, 286981.94821818 5045889.74021945, 286983.61437863 5045892.44048013, 286985.63521679 5045895.15074180, 286987.77153142 5045897.75099283, 286990.15529562 5045900.36124484, 286992.44832832 5045902.60146111, 286994.61763622 5045904.50164457, 286996.44876305 5045906.12180099, 286998.75829238 5045907.77196030, 287001.05957339 5045909.55213216, 287003.37735104 5045910.85225768, 287005.81885348 5045912.15238320, 287008.85423489 5045913.60252320, 287011.88961629 5045914.93265162, 287014.33936705 5045915.99275396, 287016.69838629 5045916.82283410, 287019.98121727 5045917.80292872, 287023.28879320 5045918.42298859, 287026.48089267 5045919.04304845, 287029.91219339 5045919.44308707, 287033.71466847 5045919.73311508, 287036.57683518 5045919.74311604, 287039.55447835 5045919.64310638, 287043.13424881 5045919.32307548, 287046.73876423 5045918.77302238, 287050.35152797 5045918.11295866, 287053.96429171 5045917.20287080, 287057.46157899 5045916.17277134, 287060.72791332 5045914.89264775, 287064.86856948 5045913.05247010, 287069.99077560 5045910.43221713, 287074.63457922 5045907.78196126, 287078.80822866 5045905.11170346, 287082.88289826 5045902.08141091, 287087.69991658 5045898.13102952, 287094.29032349 5045892.12044924, 287102.76959547 5045883.92965846, 287113.26970560 5045872.96860024, 287123.83580229 5045860.81742712, 287134.25342924 5045849.02628876, 287137.05785771 5045845.94599137)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287137.05785771 5045845.94599137, 287156.70535366 5045824.32390390, 287159.03962795 5045821.78365864)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287159.03962795 5045821.78365864, 287189.29446219 5045788.87048107, 287215.39214363 5045762.43792918)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286319.50097118 5049560.49460864, 286251.93074161 5049643.19259263)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286341.42500319 5049551.13370490, 286314.12306717 5049525.18119935)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286351.99934820 5049561.19467622, 286341.42500319 5049551.13370490)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284162.10363656 5047519.79759165, 284172.35629712 5047526.64825304)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286319.50097118 5049560.49460864, 286318.99782372 5049565.99513968, 286316.29237508 5049572.79579624, 286308.09354595 5049587.40720688, 286296.80159719 5049612.09959079, 286291.10200873 5049629.00122254, 286288.89970755 5049641.79245746, 286289.40285501 5049653.29356782, 286292.00107551 5049665.00469845, 286297.69241564 5049677.09586578, 286305.70153343 5049687.19684097, 286314.30453019 5049695.39763271, 286325.60472727 5049701.89826030, 286340.69915111 5049705.99865617, 286355.10071616 5049706.20867646, 286368.10006696 5049704.10847369, 286380.69525013 5049698.90797161, 286391.80573588 5049690.60717022, 286402.60278550 5049677.99595268, 286409.69633988 5049663.80458260, 286412.29456037 5049648.90314395, 286411.60170158 5049636.40193703, 286408.69829327 5049623.80072046, 286401.49751075 5049609.99938802, 286391.50054807 5049597.79821007, 286372.00152187 5049580.09650108, 286351.99934820 5049561.19467622)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286314.12306717 5049525.18119935, 286308.80290139 5049518.30053506, 286305.19838597 5049509.08964579)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286456.10138279 5049291.99868697, 286460.99263598 5049298.79934354, 286485.30043219 5049332.90263600)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286456.10138279 5049291.99868697, 286464.00327243 5049294.99897663, 286472.20210156 5049297.09917939, 286482.70221169 5049298.29929526, 286490.09270555 5049297.49921802, 286498.00284351 5049295.29900560, 286507.49665873 5049290.50854311, 286516.59455462 5049282.50777068, 286530.79816001 5049265.99617659, 286535.20276238 5049262.49583866, 286540.69614286 5049261.99579038)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286193.09548191 5049689.39705339, 286193.50789786 5049679.99614579, 286197.89600359 5049669.00508467, 286213.20488372 5049647.40299912, 286222.79767877 5049633.70167634, 286231.59863518 5049619.30028597, 286239.10460551 5049603.60877105, 286244.80419396 5049587.20718758, 286248.49944089 5049571.79569969, 286250.29757444 5049557.80434891, 286250.99868156 5049543.49296723, 286250.49553410 5049528.70153921, 286247.60037412 5049511.29985918, 286243.50095955 5049495.99838192, 286237.49618330 5049479.59679844, 286230.30364909 5049466.20550559, 286222.59971911 5049453.80430833, 286214.29366184 5049443.90335246, 286205.79789323 5049434.89248251, 286187.70108126 5049415.80063931, 286162.10654727 5049389.59810961, 286155.80483153 5049382.50742505, 286150.79810187 5049371.94640545)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286083.36809373 5049178.43772335, 286095.89729035 5049183.00816460, 286110.70302302 5049193.89921606, 286136.00061751 5049213.20107954, 286169.10112182 5049234.90317475, 286193.90381717 5049248.19445794, 286213.10590390 5049256.79528830, 286234.50204348 5049263.29591589, 286253.50617055 5049267.09628280, 286268.49336625 5049268.29639866, 286281.79790485 5049268.70643825, 286296.29844972 5049267.60633204, 286367.20100019 5049259.49554899, 286383.80486641 5049258.40544375, 286397.00217687 5049259.60555962, 286410.59540665 5049262.70585893, 286421.30172476 5049266.70624514, 286434.79597471 5049274.50699826, 286445.99719197 5049282.89780834, 286456.10138279 5049291.99868697)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286485.30043219 5049332.90263600, 286487.90690101 5049343.39364885, 286487.40375355 5049355.10477949)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284674.23351738 5049075.49778512, 284667.33792267 5049078.03803036, 284658.29776500 5049081.61837603)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284952.51530513 5048887.21960800, 284947.26937422 5048892.45011297, 284933.05752051 5048906.34145410, 284919.39005587 5048918.94267066, 284904.87301436 5048931.61389400, 284890.50444259 5048943.59505071, 284867.16169971 5048961.82681087, 284843.10960139 5048980.02856815, 284819.24721441 5048996.33014196, 284801.93399275 5049007.82125136, 284786.12196515 5049017.46218214, 284768.75100526 5049027.39314090, 284752.49356843 5049036.53402340, 284728.22701382 5049051.39545818, 284719.95394982 5049055.41584633, 284702.29429875 5049063.66664290, 284685.76466740 5049070.77732939, 284674.23351738 5049075.49778512)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287982.09814328 5050417.99739536, 287959.70395709 5050405.50618940, 287925.00327889 5050387.00440317, 287899.89539574 5050375.50329281, 287863.50381214 5050358.40164175, 287837.40613070 5050346.30047345, 287790.59692015 5050325.70848542, 287771.39483343 5050319.09784720, 287754.19708823 5050314.59741271, 287738.90470473 5050312.59721961, 287719.30669869 5050312.49720996, 287701.30061823 5050316.60760679, 287687.99607962 5050324.50836955, 287677.60319763 5050333.79926654, 287669.80028782 5050345.20036725, 287665.09874597 5050356.00141002, 287662.80571327 5050367.00247210, 287662.39329732 5050379.00363075, 287663.70478005 5050387.90449007, 287666.40198038 5050397.89545464, 287671.10352223 5050407.09634293, 287676.69588254 5050415.49715398, 287682.79963862 5050421.69775260, 287688.80441488 5050426.09817744, 287695.99694909 5050430.39859262, 287706.19187142 5050434.39897883, 287716.60125005 5050436.79921056, 287727.20034001 5050437.49927815, 287738.19534929 5050436.09914297, 287749.70175435 5050433.10885428, 287757.80160365 5050429.79853469, 287766.80051972 5050426.89825468, 287773.20121530 5050426.49821606)"
