TYPE_RES,STAT_RES,WKT 
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282858.95995987 5046982.49571840, 282867.69492973 5046982.80574833, 282881.79955529 5046985.09596943, 282922.49676143 5046999.99740807, 282940.99774103 5047005.99798740, 282970.59270975 5047012.59862465, 282987.40278395 5047014.59881775, 283002.29924813 5047014.29878879, 283017.20396064 5047013.50871252, 283031.69625719 5047010.99847016, 283045.50394326 5047006.69805498, 283065.80305642 5046998.49726325, 283100.40475479 5046985.29598874, 283121.99885403 5046976.00509176, 283150.70300429 5046964.50398140, 283174.00450557 5046960.00354691, 283188.99994959 5046960.00354691, 283205.10066835 5046962.30376898, 283218.60316662 5046966.19414457, 283240.30449401 5046975.90508211)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283290.89968299 5047038.80115434, 283293.90207113 5047045.20177228, 283295.90641265 5047053.30255437)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283114.89705134 5047294.89587874, 283112.70299847 5047287.10512659, 283111.70495187 5047277.70421900)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277277.00078158 5046039.53468119, 277258.31833896 5046029.75373690)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276610.80054942 5045689.00083927, 276645.60020745 5045707.20259654)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276546.50490251 5045653.39740197, 276610.80054942 5045689.00083927)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276349.40307075 5045546.60709200, 276462.09985378 5045607.70299045, 276477.49946543 5045614.99369432, 276491.90103047 5045620.59423502)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277296.43382124 5046049.71566410, 277291.06416554 5046046.91539376)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276356.70283309 5045534.49592275, 276423.49772067 5045570.49939866, 276447.50032908 5045585.40083732, 276491.90103047 5045620.59423502)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276349.40307075 5045546.60709200, 276356.70283309 5045534.49592275)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276295.40132600 5045500.70266021, 276356.70283309 5045534.49592275)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276290.99672363 5045514.70401195, 276349.40307075 5045546.60709200)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277284.10258427 5046043.24503940, 277277.00078158 5046039.53468119)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277316.62570624 5046060.29668564, 277303.75832854 5046053.56603584)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277291.06416554 5046046.91539376, 277284.10258427 5046043.24503940)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277258.31833896 5046029.75373690, 277198.48503265 5045998.47071671)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277148.29401129 5045972.10817157, 277107.39884550 5045950.50608602, 277039.49868316 5045914.99265742, 276946.20194651 5045865.89791761, 276933.40055536 5045859.20727167)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277990.69483477 5046415.30095916, 277818.79986599 5046324.80222205, 277707.09288124 5046266.09655437, 277683.89860810 5046253.90537739, 277621.59905440 5046221.20222010, 277596.79635905 5046207.90093594, 277529.89424332 5046172.49751796, 277468.39477657 5046140.20440024, 277431.69800516 5046120.60250780)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277344.29056830 5046074.78808470, 277316.62570624 5046060.29668564)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 278057.30001101 5046450.10431922, 277990.69483477 5046415.30095916)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 278366.99964598 5046612.80002650, 278057.30001101 5046450.10431922)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276259.53763482 5045496.10221607, 276280.00171435 5045508.40340368, 276290.99672363 5045514.70401195)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276672.99287498 5045722.00402552, 276645.60020745 5045707.20259654)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276265.83110224 5045486.26126598, 276295.40132600 5045500.70266021)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282863.11711267 5043485.77813140, 282892.45638349 5043504.16990701)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282877.24648318 5043483.15787843, 282894.06480570 5043497.73928618)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282894.06480570 5043497.73928618, 282898.03224716 5043508.79035309, 282898.60962949 5043519.93142869, 282897.65282448 5043527.03211422, 282884.97515812 5043573.13656533, 282876.00098700 5043578.79711182)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282872.30574008 5043589.89818356, 282876.00098700 5043578.79711182)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282384.83008486 5043339.38399793, 282381.53075724 5043339.18397862, 282377.27462462 5043337.28379517, 282371.74825086 5043334.92356730, 282364.64644817 5043333.65344468, 282359.75519498 5043333.33341378, 282353.61844561 5043333.96347461, 282349.04062855 5043335.71364358, 282343.36578505 5043338.87394869, 282339.57155829 5043342.65431366, 282334.91950635 5043344.11445463)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282513.08319760 5043427.96254965, 282384.83008486 5043339.38399793)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282825.08411357 5043449.01458210, 282819.60722973 5043454.98515853)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282384.83008486 5043339.38399793, 282353.29676117 5043317.60189500)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282863.11711267 5043485.77813140, 282866.36695037 5043488.77842107, 282869.52605656 5043492.24875610, 282872.55318965 5043495.56907666, 282875.41535635 5043499.94949956, 282877.83211383 5043504.16990701, 282879.94368350 5043508.55032992, 282881.45312589 5043512.77073738, 282882.19547460 5043516.84113034, 282882.65738047 5043520.62149532, 282882.96256827 5043524.39185933, 282883.11103802 5043528.01220885, 282883.11103802 5043530.57245603, 282883.02855482 5043535.08289148)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282353.29676117 5043317.60189500, 282346.09597865 5043328.10290881, 282334.91950635 5043344.11445463)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282892.45638349 5043504.16990701, 282883.02855482 5043535.08289148)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282894.06480570 5043497.73928618, 282892.45638349 5043504.16990701)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282559.95014638 5043459.17556309, 282537.70442993 5043444.30412734, 282513.08319760 5043427.96254965)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282291.80554273 5043388.20871166, 282345.30414002 5043312.20137361)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282360.59652352 5043307.00087153, 282353.29676117 5043302.10039842)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282353.29676117 5043317.60189500, 282345.30414002 5043312.20137361)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282353.29676117 5043317.60189500, 282360.59652352 5043307.00087153)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 282345.30414002 5043312.20137361, 282353.29676117 5043302.10039842)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276862.10208559 5045821.69364995, 276795.60413749 5045787.00030052)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 279406.40332139 5047538.29937788, 279377.30325181 5047499.30561327, 279355.49469627 5047470.80286150)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 279423.20514727 5047540.79961926, 279391.70481686 5047492.89499437)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276933.40055536 5045859.20727167, 276862.10208559 5045821.69364995)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276491.90103047 5045620.59423502, 276503.14348932 5045628.02495241)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 279466.19538610 5047599.70530626, 279423.20514727 5047540.79961926)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 279456.19842342 5047609.20622351, 279406.40332139 5047538.29937788)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276512.47233815 5045633.89551918, 276546.50490251 5045653.39740197)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276795.60413749 5045787.00030052, 276733.80773125 5045753.81709688)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276733.80773125 5045753.81709688, 276728.40508228 5045750.89681495)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 278887.30361097 5046893.40711743, 278877.49635963 5046886.80648018, 278843.49678855 5046865.09438400, 278801.99949547 5046840.80203872, 278789.40431229 5046834.10139182, 278771.10954066 5046824.38045332)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 276503.14348932 5045628.02495241, 276512.47233815 5045633.89551918)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 279119.49379192 5047133.00024870, 279078.69760595 5047075.99474516, 279050.80179097 5047041.30139573, 279035.69911881 5047023.79970605, 279012.60382549 5046999.30734145, 278976.69889272 5046965.39406733, 278947.49984332 5046939.40155792, 278923.90140255 5046920.29971374, 278900.10500212 5046902.60800572, 278887.30361097 5046893.40711743)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 279295.39744375 5047374.29354411, 279241.89884647 5047300.90645903, 279219.90057959 5047269.90346587, 279195.69176321 5047234.60005755, 279153.89753064 5047177.40453567, 279119.49379192 5047133.00024870)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 277303.75832854 5046053.56603584, 277296.43382124 5046049.71566410)"
Réseau artériel métropolitain secondaire,Actuel,"LINESTRING  ( 279391.70481686 5047492.89499437, 279312.49620912 5047383.30441405, 279307.10180847 5047378.50395060, 279300.49490492 5047375.40365129, 279295.39744375 5047374.29354411)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282792.56923992 5047727.26762163, 282762.39688887 5047766.45140458)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282385.78688986 5048435.72601902, 282384.30219244 5048443.69678854)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281930.73537679 5044383.82483239, 281918.69283099 5044399.56635214)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282898.19721354 5043007.90199534, 282844.90482423 5043084.79941933)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281714.79438434 5044667.70223904, 281526.89767663 5044918.29643240, 281462.89896920 5045002.39455157)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288678.59445127 5051096.90293960, 288657.09933186 5051065.49990782, 288632.89876380 5051030.20650045, 288576.29879855 5050950.60881578, 288518.89874635 5050872.80130393, 288493.50217203 5050842.10834071)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286931.20455945 5047502.50592224, 286686.69963817 5047315.99791602)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287394.80133105 5047884.40279208, 287274.69755752 5047791.40381360)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284645.29841420 5046948.20240758, 284638.79873879 5046956.90324760)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285527.46438376 5047952.67938378, 285522.90306333 5047958.66996213, 285510.97599400 5047974.67150698, 285499.17264946 5047990.57304218, 285488.66429100 5048004.27436496, 285477.59504685 5048019.61584609, 285464.40598470 5048037.24754832)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285138.32518813 5057861.11598357, 285120.81400681 5057879.26773600, 285107.41873669 5057893.42910320, 285094.03171488 5057907.71048198, 285080.51271998 5057921.98185980, 285066.99372508 5057936.25323761, 285063.04278026 5057940.40363831)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287900.49752303 5052484.39689377, 287916.90342960 5052507.19909518, 288027.29893162 5052648.40272754, 288125.30545844 5052775.80502746, 288130.40291961 5052784.89590513, 288132.70420062 5052794.29681273, 288132.59697247 5052802.39759482)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288578.79803922 5048985.39908664, 288548.50196339 5048954.29608382, 288519.20393416 5048921.40290819, 288493.10625272 5048888.89977021, 288452.40079826 5048836.10467315, 288389.40013744 5048752.19657234, 288369.00204446 5048725.69401367)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287252.07241840 5051111.22432223, 287244.90462915 5051120.79524625)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288297.88503770 5049744.62238507, 288294.40424707 5049748.96280410)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286690.10619393 5051866.60724990, 286680.59588208 5051879.59850413)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287328.55083253 5051008.38439366, 287322.35634493 5051016.81520761)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288842.19985942 5049166.90661009, 288895.40151722 5049207.40051953, 288922.80243307 5049232.20291405, 288952.19944212 5049262.60584927, 288977.40630511 5049292.29871594, 289005.10416044 5049332.29257711, 289021.19663089 5049358.39509715)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288192.22407081 5049876.01507023, 288168.40292542 5049905.39790698)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287996.20276884 5050181.89460106, 287996.80489613 5050189.99538314, 287994.39638697 5050199.59631005, 287974.79838093 5050228.89913906)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287453.65308740 5050840.36817271, 287445.87492254 5050850.66916721)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287929.11094177 5050289.01494288, 287920.70590467 5050299.19592579, 287900.39854320 5050323.19824307, 287880.70155733 5050345.60040587, 287854.53788934 5050372.58301087)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288252.59351785 5048567.59875053, 288190.20323264 5048501.60237898, 288129.99875198 5048440.29646027)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282921.19352702 5042711.50337984, 282922.00186229 5042705.89283819, 282922.99990889 5042701.50241431, 282924.99600210 5042695.09179541, 282931.60290565 5042679.50029013, 282933.20307954 5042673.79973978, 282933.69797868 5042669.29930529, 282932.79891191 5042659.99840735, 282929.20264481 5042650.89752872, 282923.79174752 5042644.39690112, 282916.29402551 5042639.00638069, 282900.59747438 5042629.50546344, 282888.69515001 5042619.90453653, 282882.69862206 5042610.99367624)"
