IdGeom;nomprojet;nomrue;nlog;unites_typ;loghlm_fam;loghlm_pa;loghlm_aut;projettype;type_prog;an_program;an_effecti;arrondvill;villelie;qr2008;localisati;aired_id;longitude;latitude;xnad83;ynad83
2384;C.h. Village Cloverdale;Anthony;12;logement;0;0;0;Coop;ACL;1983;2016;Pierrefonds-Roxboro;;72;Aire de diffusion;24662994;-73,78064522;45,50298825;282868,6684;5040379,056
2385;C.h. Village Cloverdale;Alexander;14;logement;0;0;0;Coop;ACL;1983;2016;Pierrefonds-Roxboro;;72;Aire de diffusion;24662994;-73,78064522;45,50298825;282868,6684;5040379,056
2386;C.h. Village Cloverdale;Alexander;14;logement;0;0;0;Coop;ACL;1983;2016;Pierrefonds-Roxboro;;72;Aire de diffusion;24662994;-73,78064522;45,50298825;282868,6684;5040379,056
2387;Domaine de Parc Cloverdale;Alexander;15;logement;0;0;0;OBNL;Autres;1983;2006;Pierrefonds-Roxboro;;72;Aire de diffusion;24662994;-73,78064522;45,50298825;282868,6684;5040379,056
2388;C.h. Village Cloverdale;Alexander;6;logement;0;0;0;Coop;ACL;1983;2016;Pierrefonds-Roxboro;;72;Aire de diffusion;24662994;-73,78064522;45,50298825;282868,6684;5040379,056
2389;C.h. Village Cloverdale;Alexander;6;logement;0;0;0;Coop;ACL;1983;2011;Pierrefonds-Roxboro;;72;Aire de diffusion;24663270;-73,77311042;45,50355641;283457,6979;5040440,166
2390;C.h. Village Cloverdale;Anthony;9;logement;0;0;0;Coop;ACL;1983;2016;Pierrefonds-Roxboro;;72;Aire de diffusion;24662994;-73,78064522;45,50298825;282868,6684;5040379,056
2391;C.h. Village Cloverdale;Alexander;9;logement;0;0;0;Coop;ACL;1983;2011;Pierrefonds-Roxboro;;72;Aire de diffusion;24663270;-73,77311042;45,50355641;283457,6979;5040440,166
2392;C.h. Village Cloverdale;Godard;12;logement;0;0;0;Coop;ACL;1983;2011;Pierrefonds-Roxboro;;72;Aire de diffusion;24663270;-73,77311042;45,50355641;283457,6979;5040440,166
2393;Domaine de Parc Cloverdale;Bonny;6;logement;0;0;0;OBNL;Autres;1983;2006;Pierrefonds-Roxboro;;72;Aire de diffusion;24663270;-73,77311042;45,50355641;283457,6979;5040440,166
2394;Domaine de Parc Cloverdale;Bonny;15;logement;0;0;0;OBNL;Autres;1983;2006;Pierrefonds-Roxboro;;72;Aire de diffusion;24663270;-73,77311042;45,50355641;283457,6979;5040440,166
2395;Domaine de Parc Cloverdale;Bonny;15;logement;0;0;0;OBNL;Autres;1983;2006;Pierrefonds-Roxboro;;72;Aire de diffusion;24663270;-73,77311042;45,50355641;283457,6979;5040440,166
2396;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;12;chambre;0;0;0;OBNL;ACL;2005;;Mercier–Hochelaga-Maisonneuve;;;Arrondissement / Ville liée;;-73,53399316;45,5759533;302147;5048450
2397;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;14;logement;0;0;0;OBNL;ACL;2002;;Villeray–Saint-Michel–Parc-Extension;;;Arrondissement / Ville liée;;-73,62031032;45,55573874;295407;5046210
2398;Loges du Mile End;Saint-Laurent;23;logement;0;0;0;OBNL;ACL;2001;;Le Plateau-Mont-Royal;;34;Aire de diffusion;24661374;-73,60079679;45,52628962;296926,3729;5042935,183
2399;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;8;logement;0;0;0;OBNL;ACL;2005;;Lachine;;;Arrondissement / Ville liée;;-73,69045679;45,44397274;289901;5033800
2400;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;8;logement;0;0;0;OBNL;ACL;2005;;Lachine;;;Arrondissement / Ville liée;;-73,69045679;45,44397274;289901;5033800
2401;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;18;9 logement / 9 chambre;0;0;0;OBNL;ACL;2008;;Le Sud-Ouest;;;Arrondissement / Ville liée;;-73,57667163;45,47083134;298805;5036770
2402;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;28;logement;0;0;0;OBNL;ACL;2008;;Pierrefonds-Roxboro;;;Arrondissement / Ville liée;;-73,86382818;45,4806439;276357;5037922
2403;C.h. Concorde;Carré Benoit;48;logement;0;0;0;Coop;LAQ;2007;;Saint-Laurent;;59;Aire de diffusion;24661601;-73,66011296;45,51531543;292290,5259;5041723,141
2404;C.h. Atlas;de Courtrai;71;logement;0;0;0;Coop;LAQ;2008;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660613;-73,64855809;45,49547147;293189,2183;5039516,136
2405;Hab. com. Côte-des-Neiges;Mountain Sights;36;logement;0;0;0;OBNL;ACL;2008;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660610;-73,65823696;45,49766667;292433,2318;5039761,534
2406;GERECOMM - Cité de l'Espérance;Garon;16;logement;0;0;0;OBNL;ACL;2007;;Montréal-Nord;;60C;Aire de diffusion;24662718;-73,63931024;45,59715549;293931,6103;5050815,122
2407;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;29;23 logement / 6 chambre;0;0;0;OBNL;ACL;2008;;Mercier–Hochelaga-Maisonneuve;;;Arrondissement / Ville liée;;-73,53399316;45,5759533;302147;5048450
2408;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;13;logement;0;0;0;OBNL;ACL;2007;;Villeray–Saint-Michel–Parc-Extension;;;Arrondissement / Ville liée;;-73,62031032;45,55573874;295407;5046210
2409;Hab. Terrasse St-Michel;Pie-IX;28;logement;0;0;0;OBNL;ACL;2007;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660372;-73,61106965;45,57593658;296131,5554;5048453,581
2410;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;21;logement;0;0;0;OBNL;ACL;2007;;Rosemont–La Petite-Patrie;;;Arrondissement / Ville liée;;-73,5804084;45,55334425;298522;5045940
2411;C.h. les Toiles de Saint-Henri;De Courcelle;32;logement;0;0;0;Coop;ACL;2008;;Le Sud-Ouest;;50;Aire de diffusion;24661050;-73,59023053;45,47184682;297744,9487;5036883,951
2412;OMHM - Résidence le Mile End;De Gaspé;181;logement;0;0;0;OMHM;LAQ;2007;;Le Plateau-Mont-Royal;;34;Aire de diffusion;24661375;-73,5976602;45,52771143;297171,5761;5043092,888
2413;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;16;chambre;0;0;0;OBNL;ACL;2007;;Ville-Marie;;;Arrondissement / Ville liée;;-73,55553046;45,50935694;300461;5041050
2414;C.h. Émile-Nelligan;Paul-David;142;logement;0;0;0;Coop;LAQ;2007;;Mercier–Hochelaga-Maisonneuve;;26;Aire de diffusion;24663314;-73,53552059;45,59025611;302028,496;5050039,552
2415;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;15;logement;0;0;0;OBNL;ACL;2007;;Côte-des-Neiges–Notre-Dame-de-Grâce;;;Arrondissement / Ville liée;;-73,63177501;45,48490866;294499;5038340
2416;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;22;logement;0;0;0;OBNL;ACL;2007;;Mercier–Hochelaga-Maisonneuve;;;Arrondissement / Ville liée;;-73,53399316;45,5759533;302147;5048450
2417;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;10;logement;0;0;0;OBNL;ACL;2008;;Le Sud-Ouest;;;Arrondissement / Ville liée;;-73,57667163;45,47083134;298805;5036770
2418;C.h. Manoir Bourget;Bourget;60;logement;0;0;0;Coop;ACL;2007;;Le Sud-Ouest;;50;Aire de diffusion;24662136;-73,58524402;45,480292;298135,835;5037822,039
2419;C.h. Béthel;Shelley;22;logement;0;0;0;Coop;LAQ;2007;;Villeray–Saint-Michel–Parc-Extension;;10;Aire de diffusion;24660360;-73,60733233;45,5638844;296421,4433;5047113,803
2420;C.h. Lachapelle;Dulongpré;33;logement;0;0;0;Coop;ACL;2007;;Ahuntsic-Cartierville;;1;Aire de diffusion;24663253;-73,71359455;45,52691084;288115,4877;5043021,47
2421;Hab. Loge accès;St-Clément;23;logement;0;0;0;OBNL;LAQ;2007;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24663328;-73,53735859;45,55855123;301883,4442;5046516,194
2422;Hab. Loge accès;Viau;55;logement;0;0;0;OBNL;ACL;2007;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24663328;-73,53735859;45,55855123;301883,4442;5046516,194
2423;Saint-Georges II;Lajeunesse;40;logement;0;40;0;HLM;;1991;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24661503;-73,61471585;45,54052961;295841,3624;5044519,148
2424;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;22;logement;0;0;0;OBNL;ACL;2005;;Ahuntsic-Cartierville;;;Arrondissement / Ville liée;;-73,68050874;45,54324175;290704;5044830
2425;C.h. Skanagowa Pointe-Saint-Charles;Centre;25;logement;0;0;0;Coop;Autres;1985;;Le Sud-Ouest;;47;Aire de diffusion;24661128;-73,56509221;45,48000987;299711,2278;5037789,212
2426;Hab. com. Loggia;20e avenue;23;logement;0;0;0;OBNL;ACL;2008;;Rosemont–La Petite-Patrie;;17;Aire de diffusion;24662087;-73,57546026;45,5604079;298909,0711;5046724,62
2427;C.h. le Côteau vert;De Saint-Vallier;95;logement;0;0;0;Coop;ACL;2009;;Rosemont–La Petite-Patrie;;14;Aire de diffusion;24661444;-73,59689955;45,53218783;297231,5922;5043590,283
2428;Un toit pour tous;Des Ateliers;60;logement;0;0;0;OBNL;ACL;2009;;Rosemont–La Petite-Patrie;;14;Aire de diffusion;24661444;-73,59689955;45,53218783;297231,5922;5043590,283
2429;Hab. com. Loggia;Bellechasse;68;logement;0;0;0;OBNL;ACL;2008;;Rosemont–La Petite-Patrie;;17;Aire de diffusion;24662087;-73,57546026;45,5604079;298909,0711;5046724,62
2430;C.h. des Roseaux;Notre-Dame est;28;logement;0;0;0;Coop;LAQ;2008;;Rivière-des-Prairies–Pointe-aux-Trembles;;54;Aire de diffusion;24660030;-73,49792493;45,66029892;304961,7067;5057822,999
2431;OMHM - Hersey;De La Salle;23;logement;0;0;0;OMHM;LAQ;2008;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661767;-73,54515595;45,55281708;301274,3523;5045879,262
2432;C.h. du Bon voisinage;A.-A.-Desroches;8;logement;0;0;0;Coop;ACL;2008;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
2433;C.h. du Bon voisinage;A.-A.-Desroches;8;logement;0;0;0;Coop;ACL;2008;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
2434;C.h. du Bon voisinage;A.-A.-Desroches;8;logement;0;0;0;Coop;ACL;2008;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
2435;C.h. du Bon voisinage;A.-A.-Desroches;8;logement;0;0;0;Coop;ACL;2008;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
2436;C.h. du Bon voisinage;A.-A.-Desroches;8;logement;0;0;0;Coop;ACL;2008;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
2437;C.h. du Bon voisinage;A.-A.-Desroches;8;logement;0;0;0;Coop;ACL;2008;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
2438;C.h. du Bon voisinage;A.-A.-Desroches;8;logement;0;0;0;Coop;ACL;2008;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
2439;C.h. du Bon voisinage;A.-A.-Desroches;8;logement;0;0;0;Coop;ACL;2008;;Mercier–Hochelaga-Maisonneuve;;23;Aire de diffusion;24660099;-73,52191552;45,5947598;303090,1719;5050539,677
2440;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;20;logement;0;0;0;OBNL;ACL;2009;;Mercier–Hochelaga-Maisonneuve;;;Arrondissement / Ville liée;;-73,53399316;45,5759533;302147;5048450
2441;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;8;logement;0;0;0;OBNL;ACL;2009;;Mercier–Hochelaga-Maisonneuve;;;Arrondissement / Ville liée;;-73,53399316;45,5759533;302147;5048450
2442;C.h. Côté Soleil;1ere Avenue;72;logement;0;0;0;Coop;ACL;2008;;Villeray–Saint-Michel–Parc-Extension;;9;Aire de diffusion;24660415;-73,60974534;45,55932694;296232,3863;5046607,579
2443;C.h. Rousselot;Rousselot;86;logement;0;0;0;Coop;ACL;2008;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24662619;-73,62269046;45,55215817;295220,5671;5045812,366
2444;Hab. la Traversée;Crémazie est;72;logement;0;0;0;OBNL;ACL;2008;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24662619;-73,62269046;45,55215817;295220,5671;5045812,366
2445;C.h. les Ambassadeurs;Pie IX;24;logement;0;0;0;Coop;ACL;2008;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660372;-73,61106965;45,57593658;296131,5554;5048453,581
2446;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;15;logement;0;0;0;OBNL;ACL;2008;;Villeray–Saint-Michel–Parc-Extension;;;Arrondissement / Ville liée;;-73,62031032;45,55573874;295407;5046210
2447;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;11;logement;0;0;0;OBNL;ACL;2009;;Ahuntsic-Cartierville;;;Arrondissement / Ville liée;;-73,68050874;45,54324175;290704;5044830
2448;Villa Raimbault;De Serres;63;logement;0;0;0;OBNL;ACL;2008;;Ahuntsic-Cartierville;;1;Aire de diffusion;24662480;-73,71713991;45,53707861;287841,6047;5044152,168
2449;C.h. Village Cloverdale;Alexander;10;logement;0;0;0;Coop;ACL;2008;;Pierrefonds-Roxboro;;72;Aire de diffusion;24662994;-73,78064522;45,50298825;282868,6684;5040379,056
2450;C.h. Village Cloverdale;Godard;22;logement;0;0;0;Coop;ACL;2008;;Pierrefonds-Roxboro;;72;Aire de diffusion;24663270;-73,77311042;45,50355641;283457,6979;5040440,166
2451;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;22;logement;0;0;0;OBNL;ACL;2008;;Ville-Marie;;;Arrondissement / Ville liée;;-73,55553046;45,50935694;300461;5041050
2452;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;20;logement;0;0;0;OBNL;ACL;2008;;Ville-Marie;;;Arrondissement / Ville liée;;-73,55553046;45,50935694;300461;5041050
2453;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;10;logement;0;0;0;OBNL;ACL;2009;;Ville-Marie;;;Arrondissement / Ville liée;;-73,55553046;45,50935694;300461;5041050
2454;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;23;logement;0;0;0;OBNL;ACL;2009;;Montréal-Nord;;;Arrondissement / Ville liée;;-73,63032218;45,60368875;294634;5051540
2455;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;29;logement;0;0;0;OBNL;ACL;2010;2010;Côte-des-Neiges–Notre-Dame-de-Grâce;;;Arrondissement / Ville liée;;-73,63177501;45,48490866;294499;5038340
2456;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;7;logement;0;0;0;OBNL;ACL;2008;;Le Plateau-Mont-Royal;;;Arrondissement / Ville liée;;-73,5807536;45,52607893;298492;5042910
2457;C.h. Château de Vannes;Vannes;36;logement;0;0;0;Coop;ACL;2008;;Saint-Léonard;;63;Aire de diffusion;24660223;-73,57461533;45,58481821;298977,555;5049437,321
2458;GERECOMM - Cité de l'Espérance;Garon;16;logement;0;0;0;OBNL;ACL;2007;;Montréal-Nord;;60C;Aire de diffusion;24662718;-73,63931024;45,59715549;293931,6103;5050815,122
2459;Hab. pop. de Parc-Extension (HAPOPEX);Vézina;34;logement;0;0;0;OBNL;ACL;2010;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660615;-73,64456117;45,49630395;293501,7699;5039608,08
2460;Hab. pop. de Parc-Extension (HAPOPEX);Vézina;34;logement;0;0;0;OBNL;ACL;2010;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660615;-73,64456117;45,49630395;293501,7699;5039608,08
2461;Porte d'or des îles;Lachapelle;67;logement;0;0;0;OBNL;ACL;2009;;Ahuntsic-Cartierville;;1;Aire de diffusion;24663253;-73,71359455;45,52691084;288115,4877;5043021,47
2462;Hab. com. SOCAM;Grenet;33;logement;0;0;0;OBNL;ACL;2009;;Ahuntsic-Cartierville;;1;Aire de diffusion;24663253;-73,71359455;45,52691084;288115,4877;5043021,47
2463;Hab. com. SOCAM;De Salaberry;25;logement;0;0;0;OBNL;ACL;2009;;Ahuntsic-Cartierville;;1;Aire de diffusion;24662502;-73,70899101;45,52837948;288475,5084;5043183,735
2464;Inter-loge Centre-Sud;Lafontaine;10;logement;0;0;0;OBNL;Autres;1990;;Ville-Marie;;30;Aire de diffusion;24661887;-73,55696068;45,52323995;300350,3402;5042592,908
2465;Inter-loge Centre-Sud;Dorion;6;logement;0;0;0;OBNL;Autres;1990;;Ville-Marie;;30;Aire de diffusion;24661881;-73,56195747;45,52948447;299960,5359;5043287,155
2466;Inter-loge Centre-Sud;Ontario est;92;logement;0;0;0;OBNL;ACL;2011;;Ville-Marie;;30;Aire de diffusion;24663330;-73,54746306;45,53413227;301092,9917;5043802,899
2467;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;6;logement;0;0;0;OBNL;Autres;1988;;Villeray–Saint-Michel–Parc-Extension;;;Arrondissement / Ville liée;;-73,62031032;45,55573874;295407;5046210
2468;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;15;logement;0;0;0;OBNL;Autres;1989;;Villeray–Saint-Michel–Parc-Extension;;;Arrondissement / Ville liée;;-73,62031032;45,55573874;295407;5046210
2469;Terrasses Saint-Michel;24e Avenue;7;logement;0;0;0;SHDM;Autres;1990;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660373;-73,61085834;45,57752147;296148,2906;5048629,689
2470;Terrasses Saint-Michel;24e Avenue;7;logement;0;0;0;SHDM;Autres;1990;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660373;-73,61085834;45,57752147;296148,2906;5048629,689
2471;Terrasses Saint-Michel;24e Avenue;7;logement;0;0;0;SHDM;Autres;1990;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660373;-73,61085834;45,57752147;296148,2906;5048629,689
2472;Terrasses Saint-Michel;24e Avenue;14;logement;0;0;0;SHDM;Autres;1990;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660373;-73,61085834;45,57752147;296148,2906;5048629,689
2473;Terrasses Saint-Michel;25e Avenue;7;logement;0;0;0;SHDM;Autres;1990;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660373;-73,61085834;45,57752147;296148,2906;5048629,689
2474;Terrasses Saint-Michel;25e Avenue;7;logement;0;0;0;SHDM;Autres;1990;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660373;-73,61085834;45,57752147;296148,2906;5048629,689
2475;Terrasses Saint-Michel;25e Avenue;7;logement;0;0;0;SHDM;Autres;1990;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660373;-73,61085834;45,57752147;296148,2906;5048629,689
2476;Terrasses Saint-Michel;Robert;12;logement;0;0;0;SHDM;Autres;1990;;Villeray–Saint-Michel–Parc-Extension;;8;Aire de diffusion;24660373;-73,61085834;45,57752147;296148,2906;5048629,689
2477;Maison des sours;Crémazie Est;26;logement;0;0;0;OBNL;ACL;2009;;Villeray–Saint-Michel–Parc-Extension;;9;Aire de diffusion;24662626;-73,61537799;45,5561283;295792,1447;5046252,727
2478;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;34;logement;0;0;0;OBNL;ACL;2009;;Villeray–Saint-Michel–Parc-Extension;;;Arrondissement / Ville liée;;-73,62031032;45,55573874;295407;5046210
2479;C.h. Trilogis;Christophe-Colomb;21;logement;0;0;0;Coop;ACL;2009;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24660456;-73,62665794;45,54778616;294910,0272;5045326,981
2480;C.h. Trilogis;Christophe-Colomb;21;logement;0;0;0;Coop;ACL;2009;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24660456;-73,62665794;45,54778616;294910,0272;5045326,981
2481;C.h. Trilogis;Christophe-Colomb;21;logement;0;0;0;Coop;ACL;2009;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24660456;-73,62665794;45,54778616;294910,0272;5045326,981
2482;Hab. com. SOCAM;Christophe-Colomb;28;logement;0;0;0;OBNL;ACL;2009;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24660456;-73,62665794;45,54778616;294910,0272;5045326,981
2483;Hab. com. SOCAM;Christophe-Colomb;24;logement;0;0;0;OBNL;ACL;2009;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24660456;-73,62665794;45,54778616;294910,0272;5045326,981
2484;Hab. com. Loggia;Préfontaine;20;logement;0;0;0;OBNL;LAQ;2005;;Rosemont–La Petite-Patrie;;19;Aire de diffusion;24661778;-73,5598259;45,54250424;300128,1099;5044733,931
2485;Hab. com. Loggia;Marcel-Pépin;12;logement;0;0;0;OBNL;LAQ;2005;;Rosemont–La Petite-Patrie;;19;Aire de diffusion;24661778;-73,5598259;45,54250424;300128,1099;5044733,931
2486;C.h. Saint-Urbain;Saint-Urbain;3;logement;0;0;0;Coop;Autres;1980;;Le Plateau-Mont-Royal;;35;Aire de diffusion;24661942;-73,57910828;45,5138035;298619,1793;5041545,693
2487;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;33;1 logement / 32 chambre;0;0;0;OBNL;ACL;2015;1991;Le Plateau-Mont-Royal;;;Arrondissement / Ville liée;;-73,5807536;45,52607893;298492;5042910
2488;Société d'entraide S.O.S. OSBL;Perras;13;logement;0;0;0;OBNL;Autres;1983;1999;Rivière-des-Prairies–Pointe-aux-Trembles;;52;Aire de diffusion;24662886;-73,60594145;45,63548079;296540,5291;5055070,336
2489;GERECOMM - Cité de l'Espérance;Villeneuve;6;logement;0;0;0;OBNL;ACL;2009;;Montréal-Nord;;61;Aire de diffusion;24662814;-73,62324086;45,62198908;295189,5165;5053572,89
2490;GERECOMM - Cité de l'Espérance;Villeneuve;7;logement;0;0;0;OBNL;ACL;2009;;Montréal-Nord;;61;Aire de diffusion;24662814;-73,62324086;45,62198908;295189,5165;5053572,89
2491;GERECOMM - Cité de l'Espérance;Lapierre;7;logement;0;0;0;OBNL;ACL;2009;;Montréal-Nord;;61;Aire de diffusion;24662770;-73,61911358;45,616646;295510,4851;5052978,613
2492;GERECOMM - Cité de l'Espérance;Lapierre;7;logement;0;0;0;OBNL;ACL;2009;;Montréal-Nord;;61;Aire de diffusion;24662770;-73,61911358;45,616646;295510,4851;5052978,613
2493;GERECOMM - Cité de l'Espérance;Villeneuve;15;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662781;-73,62625685;45,61959972;294953,9077;5053307,72
2494;GERECOMM - Cité de l'Espérance;Villeneuve;15;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662781;-73,62625685;45,61959972;294953,9077;5053307,72
2495;GERECOMM - Cité de l'Espérance;Villeneuve;15;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662781;-73,62625685;45,61959972;294953,9077;5053307,72
2496;GERECOMM - Cité de l'Espérance;Villeneuve;15;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662781;-73,62625685;45,61959972;294953,9077;5053307,72
2497;Hab. de la SHAPEM;Pelletier;8;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;60C;Aire de diffusion;24662718;-73,63931024;45,59715549;293931,6103;5050815,122
2498;Hab. de la SHAPEM;Pelletier;31;logement;0;0;0;OBNL;Autres;2010;;Montréal-Nord;;60C;Aire de diffusion;24662718;-73,63931024;45,59715549;293931,6103;5050815,122
2499;Hab. de la SHAPEM;Pelletier;27;logement;0;0;0;OBNL;Autres;2010;;Montréal-Nord;;61;Aire de diffusion;24662718;-73,63931024;45,59715549;293931,6103;5050815,122
2500;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;30;logement;0;0;0;OBNL;ACL;2009;2009;Montréal-Nord;;;Arrondissement / Ville liée;;-73,63032218;45,60368875;294634;5051540
2501;Hab. de la SHAPEM;Lapierre;7;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662770;-73,61911358;45,616646;295510,4851;5052978,613
2502;Hab. de la SHAPEM;Lapierre;8;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662770;-73,61911358;45,616646;295510,4851;5052978,613
2503;Hab. de la SHAPEM;Lapierre;7;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662769;-73,61832372;45,61704104;295572,1501;5053022,423
2504;Hab. de la SHAPEM;Lapierre;7;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662769;-73,61832372;45,61704104;295572,1501;5053022,423
2505;Hab. de la SHAPEM;Arthur-Chevrier;6;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662774;-73,62010078;45,61909559;295433,9026;5053250,957
2506;Hab. de la SHAPEM;Arthur-Chevrier;6;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;61;Aire de diffusion;24662774;-73,62010078;45,61909559;295433,9026;5053250,957
2507;Hab. com. SOCAM;Langelier;52;logement;0;0;0;OBNL;Aucun;2010;2010;Montréal-Nord;;61;Aire de diffusion;24662760;-73,61012346;45,61122452;296210,7854;5052375,107
2508;Hab. de la SHAPEM;Pelletier;8;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;60C;Aire de diffusion;24662718;-73,63931024;45,59715549;293931,6103;5050815,122
2509;Hab. de la SHAPEM;Pelletier;8;logement;0;0;0;OBNL;ACL;2010;;Montréal-Nord;;60C;Aire de diffusion;24662718;-73,63931024;45,59715549;293931,6103;5050815,122
2510;C.h. Jolie fontaine;Joliette;35;logement;0;0;0;Coop;ACL;2004;;Mercier–Hochelaga-Maisonneuve;;27;Aire de diffusion;24661763;-73,54221299;45,54522363;301503,6864;5045035,266
2511;Projet impliquant des groupes vulnérables de la population - Données obfusquées;;3;logement;0;0;0;OBNL;Autres;1990;;Mercier–Hochelaga-Maisonneuve;;;Arrondissement / Ville liée;;-73,53399316;45,5759533;302147;5048450
2512;C.h. Aquarium;Richmond;24;logement;0;0;0;Coop;Autres;1986;;Le Sud-Ouest;;51;Aire de diffusion;24661113;-73,57204504;45,49136341;299168,8013;5039051,395
2513;C.h. de Tannerie de Montréal;Saint-Jacques;36;logement;0;0;0;Coop;Autres;1982;;Le Sud-Ouest;;50;Aire de diffusion;24662133;-73,58242832;45,4796976;298355,892;5037755,752
2514;Citadelle de Saint-Ambroise;Saint-Ambroise;6;logement;0;0;0;OBNL;ACL;2005;;Le Sud-Ouest;;50;Aire de diffusion;24661048;-73,59121595;45,46833957;297667,4565;5036494,277
2515;Citadelle de Saint-Ambroise;Saint-Ambroise;6;logement;0;0;0;OBNL;ACL;2005;;Le Sud-Ouest;;50;Aire de diffusion;24661048;-73,59121595;45,46833957;297667,4565;5036494,277
