IdGeom;nomprojet;nomrue;nlog;unites_typ;loghlm_fam;loghlm_pa;loghlm_aut;projettype;type_prog;an_program;an_effecti;arrondvill;villelie;qr2008;localisati;aired_id;longitude;latitude;xnad83;ynad83
524;PLM REST. 370-1 (Petite-Bourgogne);Saint-Antoine;4;logement;4;0;0;HLM;;1973;;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
525;PLM REST. 370-1 (Petite-Bourgogne);Saint-Antoine;4;logement;4;0;0;HLM;;1973;;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
526;PLM REST. 370-1 (Petite-Bourgogne);Saint-Antoine;6;logement;6;0;0;HLM;;1973;;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
527;PLM REST. 370-1 (Petite-Bourgogne);Saint-Antoine;4;logement;4;0;0;HLM;;1973;;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
528;Vinet A et B;Saint-Antoine;12;logement;12;0;0;HLM;;1977;;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
529;PLM REST. 370-2 (Petite-Bourgogne);Saint-Antoine;2;logement;2;0;0;HLM;;1974;;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
530;PLM REST. 370-2 (Petite-Bourgogne);Saint-Antoine;2;logement;2;0;0;HLM;;1974;;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
531;PLM REST. 370-2 (Petite-Bourgogne);Saint-Antoine;4;logement;4;0;0;HLM;;1974;;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
532;Quesnel - Coursol II;Saint-Antoine;75;logement;70;0;5;HLM;;1971;;Le Sud-Ouest;;51;Aire de diffusion;24663436;-73,57876398;45,48698955;298643,1577;5038565,82
533;John-Patterson;Saint-Antoine;102;logement;0;96;6;HLM;;1980;;Lachine;;70;Aire de diffusion;24662217;-73,68913821;45,43867921;290002,766;5033211,491
534;Rose-de-Lima E et F;Saint-Augustin;12;logement;12;0;0;HLM;;1976;;Le Sud-Ouest;;50;Aire de diffusion;24662131;-73,57890921;45,47784733;298630,808;5037549,856
535;Rose-de-Lima E et F;Saint-Augustin;12;logement;12;0;0;HLM;;1976;;Le Sud-Ouest;;50;Aire de diffusion;24662131;-73,57890921;45,47784733;298630,808;5037549,856
536;André-Laurendeau;Saint-Charles;41;logement;0;38;3;HLM;;1980;;Le Sud-Ouest;;47;Aire de diffusion;24662129;-73,56903765;45,47966997;299402,7495;5037751,696
537;Coleraine-Saint-Gabriel;Saint-Charles;12;logement;12;0;0;HLM;;1973;;Le Sud-Ouest;;47;Aire de diffusion;24661125;-73,5680893;45,48181216;299477,0916;5037989,694
538;Wellington-Centre;Saint-Charles;7;logement;7;0;0;HLM;;1975;;Le Sud-Ouest;;47;Aire de diffusion;24662128;-73,57229996;45,47826044;299147,5664;5037595,278
539;Notre-Dame;Saint-Clément;6;logement;6;0;0;HLM;;1987;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661728;-73,52568518;45,55612127;302794,6918;5046245,791
540;De La Mennais;Beaubien;111;logement;0;105;6;HLM;;1983;;Rosemont–La Petite-Patrie;;14;Aire de diffusion;24661462;-73,6071008;45,53440673;296435,1457;5043837,884
541;Émile-Nelligan I;Saint-Dominique;80;logement;0;74;6;HLM;;1983;;Le Plateau-Mont-Royal;;34;Aire de diffusion;24661433;-73,5910916;45,52374452;297684,162;5042651,439
542;Émile-Nelligan II;Saint-Dominique;15;logement;15;0;0;HLM;;1983;;Le Plateau-Mont-Royal;;34;Aire de diffusion;24661376;-73,59686807;45,52577134;297233,191;5042877,209
543;Plateau Mont-Royal;Saint-Dominique;5;logement;5;0;0;HLM;;1973;;Le Plateau-Mont-Royal;;34;Aire de diffusion;24661423;-73,58752798;45,52131606;297962,2484;5042381,253
544;Plateau Mont-Royal;Saint-Dominique;12;logement;12;0;0;HLM;;1973;;Le Plateau-Mont-Royal;;34;Aire de diffusion;24661423;-73,58752798;45,52131606;297962,2484;5042381,253
545;Saint-Dominique;Saint-Dominique;9;logement;9;0;0;HLM;;1990;;Le Plateau-Mont-Royal;;35;Aire de diffusion;24661958;-73,57991159;45,51817036;298556,8985;5042031,048
546;La résidence du Vieux-Couvent II;Sainte-Anne;15;logement;0;15;0;HLM;;1991;;;Sainte-Anne-de-Bellevue;91;Aire de diffusion;24663123;-73,95407591;45,40764309;269255,8899;5029845,378
547;La résidence du Vieux-Couvent I;Sainte-Anne;15;logement;0;15;0;HLM;;1983;;;Sainte-Anne-de-Bellevue;91;Aire de diffusion;24663123;-73,95407591;45,40764309;269255,8899;5029845,378
548;Nicolet;Sainte-Catherine;78;logement;0;77;1;HLM;;1973;;Mercier–Hochelaga-Maisonneuve;;27;Aire de diffusion;24661743;-73,53798903;45,54505563;301833,5168;5045016,432
549;Badeaux-Sauvé;Sainte-Croix;48;logement;0;44;4;HLM;;1993;;Saint-Laurent;;59;Aire de diffusion;24660601;-73,67394582;45,51148234;291208,8545;5041299,415
550;Lenoir Saint-Henri;Sainte-Émilie;8;logement;8;0;0;HLM;;1972;;Le Sud-Ouest;;50;Aire de diffusion;24662132;-73,58126354;45,47822682;298446,7868;5037592,212
551;Lenoir Saint-Henri;Sainte-Émilie;6;logement;6;0;0;HLM;;1972;;Le Sud-Ouest;;50;Aire de diffusion;24661049;-73,58829727;45,4710986;297896,0174;5036800,634
552;Lenoir Saint-Henri;Sainte-Émilie;3;logement;3;0;0;HLM;;1972;;Le Sud-Ouest;;50;Aire de diffusion;24661054;-73,58511862;45,47119605;298144,5675;5036811,195
553;Rose-de-Lima A, B, C, D;Sainte-Émilie;5;logement;5;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24661049;-73,58829727;45,4710986;297896,0174;5036800,634
554;Rose-de-Lima A, B, C, D;Sainte-Marguerite;8;logement;8;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24661053;-73,58563844;45,47422829;298104,2819;5037148,211
555;Rose-de-Lima A, B, C, D;Sainte-Marguerite;5;logement;5;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24661058;-73,58813959;45,47795966;297909,1827;5037563,089
556;Rose-de-Lima E et F;Sainte-Marie;8;logement;8;0;0;HLM;;1976;;Le Sud-Ouest;;50;Aire de diffusion;24661048;-73,59121595;45,46833957;297667,4565;5036494,277
557;Rose-de-Lima A, B, C, D;Sainte-Marie;6;logement;6;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24661048;-73,59121595;45,46833957;297667,4565;5036494,277
558;Sainte-Brigide;Alexandre-DeSève;64;logement;0;62;2;HLM;;1991;;Ville-Marie;;30;Aire de diffusion;24661867;-73,55193376;45,52113869;300742,8825;5042359,127
559;Lenoir Saint-Henri;Saint-Ferdinand;5;logement;5;0;0;HLM;;1972;;Le Sud-Ouest;;50;Aire de diffusion;24663289;-73,58580731;45,47599075;298091,288;5037344,087
560;Rose-de-Lima A, B, C, D;Saint-Ferdinand;8;logement;8;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24661058;-73,58813959;45,47795966;297909,1827;5037563,089
561;Adélard-Langevin;Saint-Germain;68;logement;0;62;6;HLM;;1985;;Mercier–Hochelaga-Maisonneuve;;27;Aire de diffusion;24661750;-73,54572779;45,54062925;301228,9328;5044524,837
562;Saint-Hubert;Saint-Hubert;43;logement;42;0;1;HLM;;1992;;Ahuntsic-Cartierville;;4;Aire de diffusion;24660499;-73,65359569;45,55298985;292807,7241;5045908,946
563;Charlebois A;Saint-Jacques;78;logement;0;71;7;HLM;;1978;;Le Sud-Ouest;;50;Aire de diffusion;24662167;-73,59161375;45,47577278;297637,2926;5037320,365
564;Îlots Saint-Martin;Saint-Jacques;150;logement;147;0;3;HLM;;1969;;Le Sud-Ouest;;51;Aire de diffusion;24661113;-73,57204504;45,49136341;299168,8013;5039051,395
565;Îlots Saint-Martin;Saint-Jacques;163;logement;160;0;3;HLM;;1969;;Le Sud-Ouest;;51;Aire de diffusion;24661111;-73,57271765;45,49021231;299116,1133;5038923,521
566;Des Pointeliers;Saint-Jean-Baptiste;54;logement;0;50;4;HLM;;1987;;Rivière-des-Prairies–Pointe-aux-Trembles;;54;Aire de diffusion;24660049;-73,49519831;45,63986716;305174,3228;5055552,358
567;Joliette;Saint-Joseph;34;logement;30;0;4;HLM;;1988;;Rosemont–La Petite-Patrie;;19;Aire de diffusion;24663397;-73,56750081;45,54806326;299529,285;5045352,188
568;Saint-Joseph;Saint-Joseph;8;logement;8;0;0;HLM;;1994;;Rosemont–La Petite-Patrie;;19;Aire de diffusion;24662071;-73,56253531;45,55381304;299917,5076;5045990,855
569;Télesphore-Savaria;Saint-Louis;72;logement;0;72;0;HLM;;1980;;Lachine;;70;Aire de diffusion;24663394;-73,67588777;45,43300852;291038,036;5032578,959
570;Rosaire Destroimaisons;Saint-Louis;20;logement;0;18;2;HLM;;1991;;Lachine;;70;Aire de diffusion;24663395;-73,6704375;45,4325995;291464,3849;5032532,587
571;Des Carriers;Saint-Michel;89;logement;0;85;4;HLM;;1982;;Villeray–Saint-Michel–Parc-Extension;;7;Aire de diffusion;24660349;-73,61746837;45,56769116;295630,8246;5047537,963
572;Joliette;Saint-Michel;34;logement;34;0;0;HLM;;1988;;Rosemont–La Petite-Patrie;;19;Aire de diffusion;24662035;-73,56316736;45,5486582;299867,709;5045418,029
573;Joliette;Saint-Michel;30;logement;30;0;0;HLM;;1988;;Rosemont–La Petite-Patrie;;19;Aire de diffusion;24662037;-73,56009906;45,5483203;300107,2627;5045380,294
574;Dollier-De-Casson;Saint-Paul;31;logement;30;0;1;HLM;;1978;;Ville-Marie;;37;Aire de diffusion;24663464;-73,54986625;45,5127634;300903,8205;5041428,271
575;Tourville A;Saint-Philippe;6;logement;6;0;0;HLM;;1978;;Le Sud-Ouest;;50;Aire de diffusion;24661055;-73,5812247;45,47608602;298449,583;5037354,302
576;Rose-de-Lima A, B, C, D;Saint-Philippe;8;logement;8;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24661055;-73,5812247;45,47608602;298449,583;5037354,302
577;Tourville A;Saint-Philippe;6;logement;6;0;0;HLM;;1978;;Le Sud-Ouest;;50;Aire de diffusion;24661055;-73,5812247;45,47608602;298449,583;5037354,302
578;PLM REST. 732-3 (Saint-Philippe);Saint-Philippe;9;logement;9;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24661055;-73,5812247;45,47608602;298449,583;5037354,302
579;Lenoir Saint-Henri;Saint-Philippe;3;logement;3;0;0;HLM;;1972;;Le Sud-Ouest;;50;Aire de diffusion;24663289;-73,58580731;45,47599075;298091,288;5037344,087
580;Rose-de-Lima A, B, C, D;Saint-Philippe;5;logement;5;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24663289;-73,58580731;45,47599075;298091,288;5037344,087
581;Rose-de-Lima A, B, C, D;Saint-Philippe;18;logement;18;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24661058;-73,58813959;45,47795966;297909,1827;5037563,089
582;Montcalm;Saint-Timothée;6;logement;6;0;0;HLM;;1974;;Ville-Marie;;38;Aire de diffusion;24661849;-73,56455202;45,52010759;299757,0399;5042245,254
583;De Terrebonne;Terrebonne;127;logement;0;121;6;HLM;;1984;;Côte-des-Neiges–Notre-Dame-de-Grâce;;45;Aire de diffusion;24660753;-73,63254646;45,46709034;294435,4289;5036359,95
584;Notre-Dame;Théodore;6;logement;2;0;4;HLM;;1987;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661728;-73,52568518;45,55612127;302794,6918;5046245,791
585;PLM REST. 732-4 (Théodore-Joliette);Théodore;6;logement;6;0;0;HLM;;1974;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24663328;-73,53735859;45,55855123;301883,4442;5046516,194
586;Leclaire;Théodore;31;logement;31;0;0;HLM;;1993;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24663328;-73,53735859;45,55855123;301883,4442;5046516,194
587;Angrignon I et II;Trinitaires;47;logement;0;41;6;HLM;;1979;;Le Sud-Ouest;;49;Aire de diffusion;24661001;-73,59688535;45,44669843;297221,2449;5034089,825
588;Des Trinitaires;Trinitaires;24;logement;22;0;2;HLM;;1971;;Le Sud-Ouest;;49;Aire de diffusion;24660997;-73,60332659;45,44806254;296717,5804;5034242,045
589;Des Trinitaires;Trinitaires;24;logement;24;0;0;HLM;;1971;;Le Sud-Ouest;;49;Aire de diffusion;24660998;-73,60054826;45,44813058;296934,9171;5034249,331
590;Des Trinitaires;Trinitaires;24;logement;24;0;0;HLM;;1971;;Le Sud-Ouest;;49;Aire de diffusion;24660997;-73,60332659;45,44806254;296717,5804;5034242,045
591;Des Trinitaires;Trinitaires;24;logement;24;0;0;HLM;;1971;;Le Sud-Ouest;;49;Aire de diffusion;24660997;-73,60332659;45,44806254;296717,5804;5034242,045
592;Lenoir Saint-Henri;Turgeon;11;logement;11;0;0;HLM;;1972;;Le Sud-Ouest;;50;Aire de diffusion;24662131;-73,57890921;45,47784733;298630,808;5037549,856
593;Rose-de-Lima A, B, C, D;Turgeon;5;logement;5;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24662131;-73,57890921;45,47784733;298630,808;5037549,856
594;Lenoir Saint-Henri;Turgeon;5;logement;5;0;0;HLM;;1972;;Le Sud-Ouest;;50;Aire de diffusion;24662131;-73,57890921;45,47784733;298630,808;5037549,856
595;Rose-de-Lima E et F;Turgeon;12;logement;12;0;0;HLM;;1976;;Le Sud-Ouest;;50;Aire de diffusion;24662131;-73,57890921;45,47784733;298630,808;5037549,856
596;Rose-de-Lima A, B, C, D;Turgeon;5;logement;5;0;0;HLM;;1975;;Le Sud-Ouest;;50;Aire de diffusion;24662132;-73,58126354;45,47822682;298446,7868;5037592,212
597;Rose-de-Lima G;Turgeon;3;logement;3;0;0;HLM;;1978;;Le Sud-Ouest;;50;Aire de diffusion;24662132;-73,58126354;45,47822682;298446,7868;5037592,212
598;Lenoir Saint-Henri;Turgeon;3;logement;3;0;0;HLM;;1972;;Le Sud-Ouest;;50;Aire de diffusion;24662132;-73,58126354;45,47822682;298446,7868;5037592,212
599;Saint-Raymond;Upper-Lachine;105;logement;0;102;3;HLM;;1980;;Côte-des-Neiges–Notre-Dame-de-Grâce;;44;Aire de diffusion;24662155;-73,60948346;45,4692325;296239,1817;5036595,292
600;Upper Lachine I;Upper-Lachine;4;logement;4;0;0;HLM;;1991;;Côte-des-Neiges–Notre-Dame-de-Grâce;;44;Aire de diffusion;24662162;-73,60224245;45,47206366;296805,7769;5036909,173
601;Valois;Valois;9;logement;9;0;0;HLM;;1987;;Mercier–Hochelaga-Maisonneuve;;27;Aire de diffusion;24661743;-73,53798903;45,54505563;301833,5168;5045016,432
602;Vézina;Vézina;22;logement;22;0;0;HLM;;1987;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660615;-73,64456117;45,49630395;293501,7699;5039608,08
603;Vimont;Viau;3;logement;3;0;0;HLM;;1989;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661728;-73,52568518;45,55612127;302794,6918;5046245,791
604;Vimont;Viau;6;logement;6;0;0;HLM;;1989;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661728;-73,52568518;45,55612127;302794,6918;5046245,791
605;Plamondon;Victoria;76;logement;0;76;0;HLM;;1980;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660617;-73,64173078;45,49503326;293722,7311;5039466,473
606;Vimont;Ville-Marie;6;logement;6;0;0;HLM;;1989;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661728;-73,52568518;45,55612127;302794,6918;5046245,791
607;Vimont;Ville-Marie;6;logement;6;0;0;HLM;;1989;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661728;-73,52568518;45,55612127;302794,6918;5046245,791
608;Boyer;Villeray;96;logement;0;91;5;HLM;;1985;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24660434;-73,61783104;45,54452551;295598,7358;5044963,57
609;De Pontbriand I;Villeray;87;logement;0;81;6;HLM;;1982;;Villeray–Saint-Michel–Parc-Extension;;13;Aire de diffusion;24660436;-73,62028044;45,54299785;295407,2111;5044794,083
610;Monk;De Villiers;12;logement;12;0;0;HLM;;1989;;Le Sud-Ouest;;48;Aire de diffusion;24661033;-73,5947618;45,46121684;297389,2592;5035703,051
611;De Villiers;De Villiers;8;logement;8;0;0;HLM;;1974;;Le Sud-Ouest;;48;Aire de diffusion;24661028;-73,58909898;45,46175747;297832,1806;5035762,626
612;Vimont;Vimont;3;logement;3;0;0;HLM;;1989;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661728;-73,52568518;45,55612127;302794,6918;5046245,791
613;Vimont;Vimont;3;logement;3;0;0;HLM;;1989;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661728;-73,52568518;45,55612127;302794,6918;5046245,791
614;PLM REST. 732-5 (Chambly-Visitation);Visitation;4;logement;4;0;0;HLM;;1977;;Ville-Marie;;30;Aire de diffusion;24661863;-73,55669778;45,52121316;300370,7188;5042367,654
615;Montcalm;Visitation;5;logement;5;0;0;HLM;;1974;;Ville-Marie;;30;Aire de diffusion;24661862;-73,55841524;45,51998956;300236,4504;5042231,771
616;Lafontaine A et B;Visitation;6;logement;6;0;0;HLM;;1979;;Ville-Marie;;30;Aire de diffusion;24661862;-73,55841524;45,51998956;300236,4504;5042231,771
617;Lafontaine A et B;Visitation;9;logement;9;0;0;HLM;;1979;;Ville-Marie;;30;Aire de diffusion;24661854;-73,56078648;45,52108098;300051,2948;5042353,199
618;Larivière A;Visitation;14;logement;14;0;0;HLM;;1978;;Ville-Marie;;30;Aire de diffusion;24661852;-73,56314003;45,52375454;299867,6664;5042650,455
619;Walkley;Walkley;32;logement;32;0;0;HLM;;1988;;Côte-des-Neiges–Notre-Dame-de-Grâce;;45;Aire de diffusion;24660847;-73,64778049;45,47002935;293244,7925;5036688,638
620;Chester;Walkley;18;logement;18;0;0;HLM;;1989;;Côte-des-Neiges–Notre-Dame-de-Grâce;;45;Aire de diffusion;24660844;-73,64539656;45,46785534;293430,7591;5036446,701
621;D'Arcy McGee;Walkley;12;logement;12;0;0;HLM;;1993;;Côte-des-Neiges–Notre-Dame-de-Grâce;;45;Aire de diffusion;24660845;-73,64485569;45,46853517;293473,1883;5036522,174
622;Desnoyers;Walnut;22;logement;22;0;0;HLM;;1994;;Le Sud-Ouest;;50;Aire de diffusion;24662163;-73,59474822;45,47298174;297391,8625;5037010,481
623;Dublin-Fortune;Wellington;76;logement;70;6;0;HLM;;1971;;Le Sud-Ouest;;47;Aire de diffusion;24661248;-73,55830691;45,47695862;300241,4427;5037449,718
624;De Châteauguay I et I;Wellington;23;logement;23;0;0;HLM;;1976;;Le Sud-Ouest;;47;Aire de diffusion;24661132;-73,56186758;45,47518888;299962,9102;5037253,255
625;Vimont;William-David;3;logement;3;0;0;HLM;;1989;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661921;-73,52999088;45,55090422;302458,318;5045666,129
626;Terrasse Ontario A et C;Wolfe;4;logement;4;0;0;HLM;;1978;;Ville-Marie;;30;Aire de diffusion;24661855;-73,56080824;45,519691;300049,4775;5042198,73
627;Papineau C et D;Wolfe;48;logement;48;0;0;HLM;;1978;;Ville-Marie;;30;Aire de diffusion;24661850;-73,56409654;45,52132223;299792,7308;5042380,21
628;Bourget;Workman;18;logement;18;0;0;HLM;;1992;;Le Sud-Ouest;;50;Aire de diffusion;24662133;-73,58242832;45,4796976;298355,892;5037755,752
629;Workman-Delisle A;Workman;39;logement;39;0;0;HLM;;1971;;Le Sud-Ouest;;51;Aire de diffusion;24661118;-73,57643748;45,48286403;298824,5801;5038107,175
630;Parc de l'Encan;Workman;30;logement;30;0;0;HLM;;1971;;Le Sud-Ouest;;51;Aire de diffusion;24661121;-73,57330013;45,48436885;299069,992;5038274,178
631;Lafontaine A et B;Wurtele;9;logement;9;0;0;HLM;;1979;;Ville-Marie;;30;Aire de diffusion;24661784;-73,55220949;45,53649045;300722,4516;5044065,197
632;2e Avenue;2e;24;logement;0;0;0;SHDM;Autres;1989;;Rosemont–La Petite-Patrie;;18;Aire de diffusion;24662025;-73,57472899;45,54504799;298964,5702;5045017,598
633;2e Avenue;2e;24;logement;0;0;0;SHDM;Autres;1989;;Rosemont–La Petite-Patrie;;18;Aire de diffusion;24662025;-73,57472899;45,54504799;298964,5702;5045017,598
634;2e Avenue;2e;23;logement;0;0;0;SHDM;Autres;1989;;Rosemont–La Petite-Patrie;;18;Aire de diffusion;24662025;-73,57472899;45,54504799;298964,5702;5045017,598
635;2e Avenue;2e;30;logement;0;0;0;SHDM;Autres;1989;;Rosemont–La Petite-Patrie;;18;Aire de diffusion;24662025;-73,57472899;45,54504799;298964,5702;5045017,598
636;Résidence Alléluia;6e;76;logement;0;0;0;SHDM;Autres;1986;;Rosemont–La Petite-Patrie;;18;Aire de diffusion;24661990;-73,57680138;45,54799756;298803,0552;5045345,54
637;Adam-Aird;Adam;5;logement;0;0;0;SHDM;Autres;1994;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661734;-73,53599555;45,55464727;301989,6616;5046082,293
638;Adam-Aird;Aird;6;logement;0;0;0;SHDM;Autres;1994;;Mercier–Hochelaga-Maisonneuve;;28;Aire de diffusion;24661734;-73,53599555;45,55464727;301989,6616;5046082,293
639;Barclay 2675-5110;Barclay;10;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661343;-73,62871692;45,51097164;294742,6951;5041236,001
640;Barclay 2675-5110;Barclay;10;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661343;-73,62871692;45,51097164;294742,6951;5041236,001
641;Barclay 2675-5110;Barclay;10;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661343;-73,62871692;45,51097164;294742,6951;5041236,001
642;Barclay 2675-5110;Barclay;10;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661343;-73,62871692;45,51097164;294742,6951;5041236,001
643;Barclay 2675-5110;Barclay;10;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661310;-73,63075456;45,50843773;294583,0249;5040954,663
644;Barclay 2675-5110;Barclay;10;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661309;-73,62881463;45,50733248;294734,4114;5040831,591
645;Barclay 2675-5110;Barclay;10;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661310;-73,63075456;45,50843773;294583,0249;5040954,663
646;Barclay 4180;Barclay;10;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660679;-73,63828801;45,49888488;293992,5444;5039894,037
647;Maison Légaré-Barclay;Barclay;14;logement;0;0;0;OBNL;Autres;1991;2008;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24661319;-73,63633022;45,50107073;294145,9617;5040136,69
648;Maison Légaré-Barclay;Barclay;14;logement;0;0;0;OBNL;Autres;1991;2008;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660679;-73,63828801;45,49888488;293992,5444;5039894,037
649;Barclay 4081;Barclay;14;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660678;-73,63921234;45,49930049;293920,3866;5039940,348
650;Barclay 4180;Barclay;14;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660679;-73,63828801;45,49888488;293992,5444;5039894,037
651;Barclay 2675-5110;Barclay;14;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660671;-73,64009601;45,49687121;293850,8556;5039670,502
652;C.h. Soksay;Barclay;14;logement;0;0;0;Coop;Autres;1993;2008;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660617;-73,64173078;45,49503326;293722,7311;5039466,473
653;Barclay 2675-5110;Barclay;14;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660617;-73,64173078;45,49503326;293722,7311;5039466,473
654;Barclay 2675-5110;Barclay;14;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660616;-73,64364319;45,49469842;293573,1956;5039429,528
655;Barclay 2675-5110;Barclay;14;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660671;-73,64009601;45,49687121;293850,8556;5039670,502
656;C.h. Cactus vert;Barclay;20;logement;0;0;0;Coop;Autres;1991;2007;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24661319;-73,63633022;45,50107073;294145,9617;5040136,69
657;C.h. Cactus vert;Barclay;20;logement;0;0;0;Coop;Autres;1991;2007;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24661319;-73,63633022;45,50107073;294145,9617;5040136,69
658;Barclay 2675-5110;Barclay;20;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660679;-73,63828801;45,49888488;293992,5444;5039894,037
659;Barclay 2675-5110;Barclay;20;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660671;-73,64009601;45,49687121;293850,8556;5039670,502
660;Barclay 2675-5110;Barclay;20;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;43;Aire de diffusion;24660617;-73,64173078;45,49503326;293722,7311;5039466,473
661;Bloomfield;Bloomfield;14;logement;0;0;0;SHDM;Autres;1993;;Villeray–Saint-Michel–Parc-Extension;;11;Aire de diffusion;24661615;-73,64441154;45,53288486;293520,7742;5043673,321
662;C.h. De Castelnau-Casgrain;Casgrain;6;logement;0;0;0;Coop;Autres;1994;2008;Villeray–Saint-Michel–Parc-Extension;;12;Aire de diffusion;24661521;-73,62136121;45,53414824;295321,3267;5043810,742
663;Maison Champlain II (Coloniale);Coloniale;2;logement;0;0;0;SHDM;Autres;1985;;Le Plateau-Mont-Royal;;35;Aire de diffusion;24661957;-73,58212572;45,51944359;298384,064;5042172,717
664;Maison Champlain II (De Gaspé);De Gaspé;2;logement;0;0;0;SHDM;Autres;1985;;Le Plateau-Mont-Royal;;34;Aire de diffusion;24661434;-73,5927095;45,52534548;297557,9814;5042829,499
665;Decelles;Decelles;32;logement;0;0;0;SHDM;Autres;1990;;Côte-des-Neiges–Notre-Dame-de-Grâce;;42;Aire de diffusion;24661315;-73,63302872;45,50644014;294404,9582;5040732,962
