Plan d’eau;Point d’échantillonnage;Localisation;Longitude;Latitude
Émissaire de la STEP;EMIS-M130;Bouée M-130;-73,45163285199;45,695333400165
Émissaire de la STEP;EMIS-M132;Bouée M-132;-73,4547251614586;45,6896555734535
Émissaire de la STEP;EMIS-M138;Bouée M-138;-73,4560557964057;45,6810223225095
Émissaire de la STEP;EMIS-M140;Bouée M-140;-73,4575785193088;45,6762740049923
Émissaire de la STEP;EMIS-M144;Bouée M-144, amont de l'émissaire;-73,4635423252479;45,6657711116928
Émissaire de la STEP;EMIS-M52;Près bouée M52;-73,2757182511414;45,8481594270101
Émissaire de la STEP;EMIS-M52-1;Nord et amont de la  bouée M52, extrémité aval des îles de Verchères;-73,2840846777472;45,8438683031338
Émissaire de la STEP;EMIS-M52-3;Aval et au sud de EMIS-M52-1;-73,2818940433451;45,8450209849049
Émissaire de la STEP;EMIS-M52-6;Aval et au sud de EMIS-M52-3;-73,2799714565946;45,8458022665445
Émissaire de la STEP;EMIS-M52-9;Centre de la voie maritime, au sud de la bouée M-52;-73,2741666666667;45,8474999999925
Émissaire de la STEP;EMIS-MA2;Près de la Bouée MA2, en aval du chenal St-Pierre;-73,3522141737385;45,7920865886185
Émissaire de la STEP;EMIS-MS57;En aval  de la bouée MS-57;-73,4162499997963;45,7580666667598
Émissaire de la STEP;EMIS-MS57N;Nord bouée MS57;-73,4175500000021;45,7583499999926
Émissaire de la STEP;EMIS-MS57P;Sud bouée MS-57, centre du panache;-73,4145166666948;45,7578999999885
Émissaire de la STEP;EMIS-MS57P1;Entre bouée MS-57 et centre du panache;-73,4156833333334;45,7580333333262
Émissaire de la STEP;EMIS-MS57P2;Au sud du centre du panache et île de Verchères;-73,4117833333369;45,7572833333304
Émissaire de la STEP;EMIS-MS57RN;Nord bouée MS57;-73,4187333333216;45,7585999999871
Émissaire de la STEP;EMIS-MS57RN-1;Nord de la station EMIS-MS57RN;-73,4196833333304;45,7588833333257
Émissaire de la STEP;EMIS-MS69;Aval bouée MS-69;-73,4401855256461;45,7231875387942
Émissaire de la STEP;EMIS-MS69-1;Au nord de la bouée MS-69, au nordd du chenal des petites embarcations;-73,4413847959916;45,7230657030578
Émissaire de la STEP;EMIS-MS69-12;Au sud et en aval de EMIS-MS69-9;-73,4297108447138;45,7291761067131
Émissaire de la STEP;EMIS-MS69-3;Au sud de EMIS-MS-69, au sud du chenal des petites embarcations;-73,4391739525547;45,7238701071846
Émissaire de la STEP;EMIS-MS69-6;Au sud et en aval de EMIS-MS69-3;-73,4371479004891;45,7249908792542
Émissaire de la STEP;EMIS-MS69-9;Au sud et en aval de EMIS-MS69-6;-73,435298935337;45,726662455467
Émissaire de la STEP;EMIS-MS72;Bouée MS-72;-73,445096;45,7118960009429
Émissaire de la STEP;EMIS-MS72P1;Près bouée MU-2;-73,4524009091853;45,7130481681814
Émissaire de la STEP;EMIS-MS72P2;Aval de la bouée MU-1;-73,4498171779765;45,712347568743
Émissaire de la STEP;EMIS-MT23;En aval de bouée MT-23, RIVE SUD;-73,4527621673955;45,650064961706
Émissaire de la STEP;EMIS-MU4;En aval de la bouée MU-4;-73,4564798928005;45,7098335954574
Émissaire de la STEP;EMIS-PERES-1;Amont de l'archipel de Sorel, entrée du chenal entre l'île aux cochons et l'île St-Ignace, 150m de la Pointe des Pères;-73,1566333333332;46,0550999999923
Lac Saint-Pierre;LSP-GRACE-10;Premier transect Lac St-Pierre - sud de LSP-T1-5;-73,0734999945952;46,0749670607101
Lac Saint-Pierre;LSP-GRACE-13;Premier transect Lac St-Pierre - entre LSP-GRACE-10 et LSP-GRACE-15;-73,0707769427835;46,0741410511311
Lac Saint-Pierre;LSP-GRACE-15;En amont de l'île aux Foins - rive nord;-73,0684831550467;46,0739671117642
Lac Saint-Pierre;LSP-GRACE-20;En amont de l'île aux Foins entre l'île et Ste-Anne-De-Sorel - rive Nord;-73,0643781451641;46,0674498302329
Lac Saint-Pierre;LSP-GRACE-21;En amont de l'île aux Foins entre l'île et Ste-Anne-De-Sorel - au sud de LSP-GRACE-20;-73,0631031810398;46,0661996000242
Lac Saint-Pierre;LSP-GRACE-22;En amont de l'île aux Foins entre l'île et Ste-Anne-De-Sorel - au sud de LSP-GRACE-21;-73,0619169234111;46,0652498287256
Lac Saint-Pierre;LSP-GRACE-23;En amont de l'île aux Foins entre l'île et Ste-Anne-De-Sorel - au sud de LSP-GRACE-22;-73,0605169370961;46,0644170097685
Lac Saint-Pierre;LSP-GRACE-25;En amont de l'île aux Foins - rive sud;-73,0588002958847;46,0641824993068
Lac Saint-Pierre;LSP-GRACE-26;En amont de l'île aux Foins entre l'île et Ste-Anne-De-Sorel - au sud de LSP-GRACE-25;-73,05751655169;46,0630500480403
Lac Saint-Pierre;LSP-GRACE-27;En amont de l'île aux Foins entre l'île et Ste-Anne-De-Sorel - au sud de LSP-GRACE-26;-73,0552501025681;46,0612667145726
Lac Saint-Pierre;LSP-GRACE-5;Premier transect Lac St-Pierre - rive nord;-73,0860163961605;46,078817186704
Lac Saint-Pierre;LSP-GRACE-8;Premier transect Lac St-Pierre - sud-est de LSP-GRACE-5;-73,0758630406835;46,0761933362486
Lac Saint-Pierre;LSP-RICHELIEU;Face au port de Sorel;-73,1200335877027;46,0464832593359
Lac Saint-Pierre;LSP-T1-15;Premier transect Lac St-Pierre - Nord;-72,9619990646228;46,130016020057
Lac Saint-Pierre;LSP-T1-16;Premier transect Lac St-Pierre - Nord - au sud de LSP-T1-15;-72,9619070839228;46,1288746029177
Lac Saint-Pierre;LSP-T1-17;Premier transect Lac St-Pierre - Nord - au sud de LSP-T1-16;-72,9617286243474;46,12776815355
Lac Saint-Pierre;LSP-T1-18;Premier transect Lac St-Pierre - Nord - au sud de LSP-T1-17;-72,9613717049774;46,1266260121817
Lac Saint-Pierre;LSP-T1-19;Premier transect Lac St-Pierre - Nord - au sud de LSP-T1-18;-72,961157553706;46,1256266386447
Lac Saint-Pierre;LSP-T1-20;Premier transect Lac St-Pierre - Centre;-72,9611450034047;46,1245509418105
Lac Saint-Pierre;LSP-T1-22;Premier transect Lac St-Pierre - Nord - au sud de LSP-T1-20;-72,9602652558288;46,1234494318244
Lac Saint-Pierre;LSP-T1-23;Premier transect Lac St-Pierre - Nord - au sud de LSP-T1-22;-72,9589089630555;46,1222715986265
Lac Saint-Pierre;LSP-T1-24;Premier transect Lac St-Pierre - Nord - au sud de LSP-T1-23;-72,956731755778;46,1213436087418
Lac Saint-Pierre;LSP-T1-25;Premier transect Lac St-Pierre - sud de LSP-T1-20;-72,9546076279586;46,1209014489183
Lac Saint-Pierre;LSP-T2-10;Deuxième transect Lac St-Pierre - sud de LSP-T2-5;-72,9069639246153;46,1961323933969
Lac Saint-Pierre;LSP-T2-15;Deuxième transect Lac St-Pierre - sud de LSP-T2-10;-72,90401107028;46,1929465583232
Lac Saint-Pierre;LSP-T2-20;Deuxième transect Lac St-Pierre - sud de LSP-T2-15;-72,9023129383829;46,1899644974994
Lac Saint-Pierre;LSP-T2-25;Deuxième transect Lac St-Pierre - sud de LSP-T2-20;-72,8992355826426;46,1870488170984
Lac Saint-Pierre;LSP-T2-5;Deuxième transect Lac St-Pierre - rive nord;-72,9092816023453;46,1993351928515
Lac Saint-Pierre;LSP-T3-10;Troisième transect Lac St-Pierre -sud de LSP-T3-5;-72,7901167113359;46,2313620496261
Lac Saint-Pierre;LSP-T3-15;Troisième transect Lac St-Pierre -sud de LSP-T3-10;-72,7885712485241;46,2281774520401
Lac Saint-Pierre;LSP-T3-20;Troisième transect Lac St-Pierre -sud de LSP-T3-15;-72,7879987570841;46,2265498475416
Lac Saint-Pierre;LSP-T3-25;Troisième transect Lac St-Pierre -sud de LSP-T3-20;-72,7866294947562;46,2240715037876
Lac Saint-Pierre;LSP-T3-4;Transect T3 Lac St-Pierre;-72,7922015278984;46,2357851906674
Lac Saint-Pierre;LSP-T3-5;Troisième transect Lac St-Pierre - rive nord;-72,7913358711577;46,233441808906
Lac Saint-Pierre;LSP-T4-10;Quatrième transect Lac St-Pierre - Transect bouée S32 - sud de LSP-T4-5;-72,745362653664;46,2557832725344
Lac Saint-Pierre;LSP-T4-15;Quatrième transect Lac St-Pierre - Transect bouée S32 - sud de LSP-T4-10;-72,7406301409527;46,2519515482807
Lac Saint-Pierre;LSP-T4-20;Quatrième transect Lac St-Pierre - Transect bouée S32 - sud de LSP-T4-15;-72,7374340653234;46,2480334328423
Lac Saint-Pierre;LSP-T4-25;Quatrième transect Lac St-Pierre - Transect bouée S32 - sud de LSP-T4-20;-72,7311647591277;46,2455682473696
Lac Saint-Pierre;LSP-T4-5;Quatrième transect Lac St-Pierre - Transect bouée S32 - rive nord;-72,7537694436573;46,2651112505839
Lac Saint-Pierre;LSP-T5-10;5e Transect Lac St-Pierre -  Fin de la voie maritime entretenue à l'Est du lac St-Pierre -  entre le T5 et le T6  LIMITE NORD;-72,6319350807499;46,2794063589468
Lac Saint-Pierre;LSP-T5-15;5e Transect Lac St-Pierre -  Fin de la voie maritime entretenue à l'Est du lac St-Pierre -  entre le T5 et le T6;-72,6260401069856;46,2772930238352
Lac Saint-Pierre;LSP-T5-20;5e Transect Lac St-Pierre -  Fin de la voie maritime entretenue à l'Est du lac St-Pierre - entre le T5 et le T6;-72,6226919890576;46,2751511423923
Lac Saint-Pierre;LSP-T5-25;5e Transect Lac St-Pierre -  Fin de la voie maritime entretenue à l'Est du lac St-Pierre - Limite sud du transect;-72,6201290742688;46,2731781128439
Lac Saint-Pierre;LSP-T6-10;Pont de Trois-Rivières - Sixième transect Lac St-Pierre - sud de LSP-T6-9;-72,5831013022315;46,293843954552
Lac Saint-Pierre;LSP-T6-12;Pont de Trois-Rivières - Sixième transect Lac St-Pierre - sud de LSP-T6-10;-72,5811771838354;46,2920872175248
Lac Saint-Pierre;LSP-T6-15;Pont de Trois-Rivières - Sixième transect Lac St-Pierre - limite sud du transect;-72,5791155969367;46,2905979581307
Lac Saint-Pierre;LSP-T6-5;Pont de Trois-Rivières - Sixième transect Lac St-Pierre - limite nord du transect;-72,5859987289784;46,2968371844668
Lac Saint-Pierre;LSP-T6-7;Pont de Trois-Rivières - Sixième transect Lac St-Pierre - entre LSP-T6-5 et LSP-T6-9;-72,5850513431355;46,2956289805668
Lac Saint-Pierre;LSP-T6-9;Pont de Trois-Rivières - Sixième transect Lac St-Pierre - entre LSP-T6-7 et LSP-T6-10;-72,5839553932469;46,2946469018407
Émissaire de la STEP;S-ACH-C-0.0;Exutoire du ruisseau April-Chevalier, branche centre;-73,3926870903597;45,7918628755787
Émissaire de la STEP;S-ACH-E-0.0;Exutoire du ruisseau April-Chevalier, branche est;-73,3635221888565;45,822419376546
Émissaire de la STEP;S-ACH-O-0.0;Exutoire du ruisseau April-Chevalier, branche ouest;-73,3959277300891;45,7891535995816
Émissaire de la STEP;S-BMR-0.0;Exutoire du r.Bellemarre, est de St-Sulpice;-73,3291481899769;45,8352652104064
Émissaire de la STEP;S-CPC-0.0;Exutoire entre chemin de la Petite Cöte  et cours D'eau Bellemare;-73,3338499008421;45,8321502239415
Émissaire de la STEP;S-GRT-0.0;Exutoire du Grand Ruisseau T, dans St-Sulpice;-73,35767860042;45,825858032364
Émissaire de la STEP;S-LAVA-1;En berge, extrémité est de Repentigny, en amont de ruisseau April-Chevalier;-73,3962701989151;45,7868183972609
Émissaire de la STEP;S-LAVA-1a;Au bout d'un quai, extrémité est de Repentigny, en amont de ruisseau April-Chevalier;-73,3958079216666;45,7866337789385
Émissaire de la STEP;S-LAVA-20;En berge, en aval du  du village de  Lavaltrie, en amont du cours d'eau non-nommé;-73,2644380957036;45,8974916254409
Émissaire de la STEP;S-LAVA-5;En berge, extrémité est du village de  St-Sulpice, bien en amont du cours d'eau Bellemarre;-73,3526167615983;45,8273860981035
Émissaire de la STEP;S-LAVA-9;En berge, en amont du  du village de  Lavaltrie, bien en amont de la riviere St-Jean;-73,2917180289394;45,8645044882244
Émissaire de la STEP;S-PCO-0.0;Exutoire du cours d'eau de la petite Coulée;-73,3208988998015;45,8395398793341
Émissaire de la STEP;S-SJE-0.0;Exutoire de la riviere St-Jean, en amont du village de Lavaltrie, au bout de la Terrasse Pelletier;-73,2844807633036;45,872544673232
Émissaire de la STEP;S-SNO-0.0;Exutoire de du cours d'eau sans nom, limite des comtés l'Asssomptiom et d'Autray;-73,3081582573163;45,855969267083
