Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQNT,,2018-2019,2018-2019,"ROY-THIBAULT, SIMON",265665,Collège Lionel-Groulx,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Technologie de l'information et des communications ,,,,,
FRQNT,,2018-2019,2018-2019,"ARSENAULT, THIERRY",265666,Cégep de Saint-Hyacinthe,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Nature et interactions de la matière,,,,,
FRQNT,,2018-2019,2018-2019,"LÉVESQUE, ANDRÉA",265667,Cégep de Rimouski,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Organismes vivants ,,,,,
FRQNT,,2018-2019,2018-2019,"BRUCHER, ARIANE",265668,Cégep André-Laurendeau,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Organismes vivants ,,,,,
FRQNT,,2018-2019,2018-2019,"VIBERT, CÉDRIC",265669,Cégep de Sept-Iles,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"ARSENEAULT, ALEX",265670,Cégep de Sept-Iles,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"ABONNENC, NANOUK",265671,Cégep de Shawinigan,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Organismes vivants ,,,,,
FRQNT,,2018-2019,2018-2019,"BARRETTE, GUILLAUME",265672,Cégep Édouard-Montpetit,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"ZOE, DESKIN",265673,Cégep John Abbott,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Nature et interactions de la matière,,,,,
FRQNT,,2018-2019,2018-2019,"LACHANCE, BENJAMIN",265674,Cégep de Sainte-Foy,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Environnement,,,,,
FRQNT,,2018-2019,2018-2019,"MARTEL, JOSIANE",265675,Cégep de Saint-Hyacinthe,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Nature et interactions de la matière,,,,,
FRQNT,,2018-2019,2018-2019,"LAPOINTE, ÉLIANE",265676,Cégep de Rivière-du-Loup,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"LAROCHE, BENJAMIN",265677,Cégep de Trois-Rivières,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Fabrication et construction,,,,,
FRQNT,,2018-2019,2018-2019,"ANCTIL, GUILLAUME",265765,École de technologie supérieure [ÉTS],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Fabrication et construction,,,,,Fenêtre // Aluminium // Oscillo // Énergie // Recyclable // Battant
FRQNT,,2018-2019,2018-2019,"LAABI, HICHAM",265766,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,Infrastructures souterraines 3D // Localisation précise en 3D // Cartographie du réseau au Québec // système d’information territoriale 3D // captage 3D // Aménagement du territoire
FRQNT,,2018-2019,2018-2019,"CORBEIL-ROBITAILLE, MADELEINE-ZOÉ",265767,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Suivi estival // Reproduction // Nidification // Ponte // Stabilité // Bernaches du Canada
FRQNT,,2018-2019,2018-2019,"VARLAN, ANDREI VLAD",265768,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Souris // Mémoire de peur // Plasticité synaptique // Période critique // Interneurones GABA à parvalbumine // Histone déacétylase 2 (HDAC2)
FRQNT,,2018-2019,2018-2019,"LACHANCE, GABRIEL",265770,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Organismes vivants ,,,,,Lecture de la littérature // Comptes rendus hebdomadaires // Idéation // Essais In Vitro // Développement de prototypes // Documentation des résultats
FRQNT,,2018-2019,2018-2019,"GUNTHER, KEVIN",265771,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Énergie,,,,,Hydrolienne à aile oscillante // Mécanique des fluides numérique // Énergie électrique renouvelable // Simulations numériques // Interaction fluide structure // Écoulement de fluide autour d'objets
FRQNT,,2018-2019,2018-2019,"PELLETIER BOILY, CLARA",265773,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,paléoécologie // paléolimnologie // reconstitution environnementale // géomorphologie du Quaternaire // sédimentologie // dendrochronologie
FRQNT,,2018-2019,2018-2019,"DARCHE, ALEXANDRE",265777,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Séismes // Santé Structurelle // Vibrations ambiantes // Structures // Ponts // Bâtiments historiques
FRQNT,,2018-2019,2018-2019,"HILLYER, THOMAS",265780,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Technologie de l'information et des communications ,,,,,developer // devops // continuous integration // continuous deployment // automation // cloud
FRQNT,,2018-2019,2018-2019,"LEBREUX, MARJORIE",265782,Cégep régional de Lanaudière,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Fabrication et construction,,,,,
FRQNT,,2018-2019,2018-2019,"MAHESWARAN, MAIURI",265783,Collège Marianopolis,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"DAOUST, MATTHIEU",265784,Cégep de Trois-Rivières,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Technologie de l'information et des communications ,,,,,
FRQNT,,2018-2019,2018-2019,"UNGUL, ELYA",265785,Cégep André-Laurendeau,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"HARMOUCH, MEHDI",265786,Cégep Édouard-Montpetit,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"REESOR, TRISTAN",265787,Cégep de la Gaspésie et des Îles,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Ressources naturelles ,,,,,
FRQNT,,2018-2019,2018-2019,"BADEAU, MIKAEL",265788,Cégep de Saint-Jérôme,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"FAUTEUX, CHARLES-ANTOINE",265789,Cégep de Saint-Jérôme,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"LÉVESQUE, JASON",265790,Cégep Limoilou,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"MARSOLAIS, DOROTHÉE",265791,Cégep régional de Lanaudière,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Organismes vivants ,,,,,
FRQNT,,2018-2019,2018-2019,"BOURGEOIS, SYLVIE",265792,Collège Mérici,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Structures abstraites,,,,,
FRQNT,,2018-2019,2018-2019,"MAILLOUX-BOURASSA, LAURENT",265793,Collège de Maisonneuve,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"OSORIO SALAZAR, LILIANA",265794,Collège de Maisonneuve,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"KOBAA, KAMAL",265795,Cégep de Trois-Rivières,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Ressources naturelles ,,,,,
FRQNT,,2018-2019,2018-2019,"GUINDON LÉGER, NORIKO",265796,Cégep Édouard-Montpetit,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Fabrication et construction,,,,,
FRQNT,,2018-2019,2018-2019,"CÔTÉ, JULIEN-CHARLES",265797,Collège d'Alma,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Matériaux,,,,,
FRQNT,,2018-2019,2018-2019,"ABUD, ÉMILY",265798,Cégep de Rimouski,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Ressources naturelles ,,,,,
FRQNT,,2018-2019,2018-2019,"GAUCHER, LOU-GABRIEL",265799,Cégep Limoilou,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Fabrication et construction,,,,,
FRQNT,,2018-2019,2018-2019,"LEI, ZHAOYING",265800,Collège Dawson,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"MARTINEAU, CAROLE-ANNE",265801,Cégep de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"OUELLET, ALEXY",265802,Cégep de Rimouski,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"BROCHU, MARIE-PIER",265804,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Épinoche à trois épines // Rythme circadien // Comportement // Interactions hôte-parasite // Expression de gènes // Horloge biologique
FRQNT,,2018-2019,2018-2019,"VENUTO, DAVID ANTHONY",265815,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Organismes vivants ,,,,,Machine learning // cardiology // hypertension // statistics // mobile health // blood pressure tracking
FRQNT,,2018-2019,2018-2019,"TURNER, GEORGES",265821,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Polyoxométallates // Oxydation de cellulose // Photosynthèse artificielle // Chimie verte // Réduction de l'eau // Production d'acide formique
FRQNT,,2018-2019,2018-2019,"BARBEAU, CLAUDE",265825,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Microbiote // Signalisation cellulaire // Oméga-3/oméga-6 // Infarctus du myocarde // Mort cellulaire // Inflammation
FRQNT,,2018-2019,2018-2019,"ROY, JÉRÉMIE",265826,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Caméra // Auto-calibrage // Nuage de points // Apprentissage automatique // Reconstruction projective // Tenseur trifocal
FRQNT,,2018-2019,2018-2019,"RIOUX, CHARLIE",265827,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Fabrication et construction,,,,,réparation d'équipements // techniques de fabrication // techniques d'assemblage // apprentissage de nouveaux procédés // recherche de solutions pour des clients // développement de nouveaux équipements 
FRQNT,,2018-2019,2018-2019,"MATTE, ERIC",265830,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Technologie de l'information et des communications ,,,,,Communication // Statistiques // Intelligence artificielle // Partage de l'information // Gestion du transport scolaire // Données temps réel
FRQNT,,2018-2019,2018-2019,"LEE, JANGHYUN",265831,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,conception // acier // connexions // poutres // flexion // seismique
FRQNT,,2018-2019,2018-2019,"ARCHAMBAULT, GUILLAUME",265834,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Fabrication et construction,,,,,orthèse plantaire // impression 3D // biomécanique // cinématique // cinétique // déformation
FRQNT,,2018-2019,2018-2019,"GODIN, MARC-ANTOINE",265840,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Fabrication et construction,,,,,Produit de santé naturel (PSN) // capsule // viabilité bacétrienne // Probiotiques // lyophilisation // stabilité bactérienne
FRQNT,,2018-2019,2018-2019,"JACOB-TURMEL, HÉLIE",265842,Cégep de l'Abitibi-Témiscamingue,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,Matériaux,,,,,
FRQNT,,2018-2019,2018-2019,"XU, ANQI",265843,Collège Dawson,CANADA,Québec,Bourses et stages de formation,Bourses d'initiation à la recherche au collégial,BIC,Projets ad hoc / Bourses d'initiation à la recherche au collégial,PHBC,5000,0,5000,"Techniques, mesures et systèmes",,,,,
FRQNT,,2018-2019,2018-2019,"TOMASSO, DANIEL",265853,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Nanoparticules // Fonctionnalisation // Cancer // Anticorps // Microscopie par éclairage latéral // Résonance plasmon de surface 
FRQNT,,2018-2019,2018-2019,"BURCHELL-REYES, KELLY",265857,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,ARNt-NT // mutagénèse dirigée // adressage des protéines // Saccharomyces cerevisiae // modification post-traductionnelle // addition de cytidine-cytidine-adénosine
FRQNT,,2018-2019,2018-2019,"ROBERT, FÉLIX",265858,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Technologie de l'information et des communications ,,,,,Cybersécurité // Android // Application // Vie Privée // SSL // Détection
FRQNT,,2018-2019,2018-2019,"TREMBLAY, FRÉDÉRIQUE",265859,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Environnement,,,,,production maraichère // oignons // champignon // biologie mooléculaire // analyse de spores // réduction fungicides
FRQNT,,2018-2019,2018-2019,"BOUDREAULT, LOUIS-VINCENT",265860,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Structures abstraites,,,,,théorie des graphes // sous-arbres induits // combinatoire // programmation fonctionnelle // circuits et cycles // optimisation
FRQNT,,2018-2019,2018-2019,"BEAUDRY, PHILIPPE",265863,Institut national de la recherche scientifique [INRS],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Transport // Membrane // protéines // Golgi // Alzheimer // neurones
FRQNT,,2018-2019,2018-2019,"IBIN CHAABANE, KAMEL",265864,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Fabrication et construction,,,,,Lait fermenté // Procédé de fabrication industrielle // Équipements // Rentabilité // Contrôle du procédé // Dimensionnement préliminaire
FRQNT,,2018-2019,2018-2019,"GRANATO, BIANCA",265882,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Bird Song // Vocal Learning // Syntax // Computational Modelling // Hierarchical Structures // Hidden Markov Model
FRQNT,,2018-2019,2018-2019,"BEAUDET, FRANCIS",265886,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Écologie // Toxicologie // Changements globaux // Température // Contaminants // Transgérénationnel
FRQNT,,2018-2019,2018-2019,"BEAUDRY-SYLVESTRE, MANUELLE",265887,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Estuaire Saint-Laurent // Production secondaire // Taux de ponte // Complexe d'espèces // Copépode // Biodiversité
FRQNT,,2018-2019,2018-2019,"VEAS ROY, VICTORIA",265888,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Organismes vivants ,,,,,Inflammation // Prolifération des cellules // Photobiomodulation // Mitochondrie // Biogenèse mitochondriale // Expression des gènes
FRQNT,,2018-2019,2018-2019,"LABRECQUE, VIRGINIE",265890,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Zoologie // Ornithologie // Physiologie  // Reproduction // Mésange à tête noire // Mésange à tête brune
FRQNT,,2018-2019,2018-2019,"CÔTÉ, ANTOINE",265892,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Fabrication et construction,,,,,Simulation // Optimisation // Automatisation // Production // Robotique // Procédés plasma
FRQNT,,2018-2019,2018-2019,"ARSENAULT-HURTUBISE, UGO",265894,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Fabrication et construction,,,,,eau // résidenciel // matériaux // irrigation // urbain // jardinière
FRQNT,,2018-2019,2018-2019,"GENOIS, ÉLIE",265896,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Physique // Médicale // Imagerie // Résonance magnétique // Simulation Monte Carlo // Cerveau
FRQNT,,2018-2019,2018-2019,"GAUDY, SIMON",265899,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Technologie de l'information et des communications ,,,,,stations // monitorage // énergétique // son // gps // transmission
FRQNT,,2018-2019,2018-2019,"DE MONTIGNY-DESAUTELS, SHEAN",265901,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Technologie de l'information et des communications ,,,,,Donnée // Optimisation // Énergie Residuelle // Abstrait // RT60 // Tir Pyramide
FRQNT,,2018-2019,2018-2019,S. O.,265912,Institut du Nouveau Monde [INM],CANADA,Québec,"Projets stratégiques, prix et autres initiatives",Projets stratégiques,PST,Projets stratégiques,PSTX,20000,0,20000,Technologie de l'information et des communications ,,,,,
FRQNT,,2018-2019,2018-2019,"BARRETTE, CATHERINE",265915,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Organismes vivants ,,,,,Probiotiques // Identification // Syndrome métabolique // Cholestérol // Souches // Triglycérides
FRQNT,,2018-2019,2018-2019,"LEBIED, YASMINE",265916,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Organismes vivants ,,,,,Probiotiques // Colonie-PCR // Nouveaux milieux de cultures // Identifications de souches bactériennes // Microbiote intestinal // Chambre anaérobique
FRQNT,,2018-2019,2018-2019,"LASNIER GUILLEMETTE, SAMUEL",265917,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Automatisation // gestion des matières organiques jetées // ligne de production // Production d'insect // Farine et gras d'insect // Usine de larve de mouche soldat noir
