Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles
FRQNT,,2018-2019,2015-2016,"LABRIE, STEVE",195927,Université Laval,CANADA,Québec,Subventions de recherche,Projets de recherche orientée en partenariat,PRO,Projets de recherche orientée en partenariat / Production et transformation laitières - VII,0LG,18240,4925,23165,Organismes vivants ,Produits de transformation agroalimentaire,Génomique,Fabrication et production industrielle,Fondements et avancement des connaissances,Terroir // Métagénomique // Typicité // Microflore secondaire // Aptitude du lait à la transformation // Fromage // Fromage // Terroir // Métagénomique // Typicité // Microflore secondaire // Aptitude du lait à la transformation
FRQNT,,2018-2019,2015-2016,"SIRARD, MARC-ANDRÉ",195937,Université Laval,CANADA,Québec,Subventions de recherche,Projets de recherche orientée en partenariat,PRO,Projets de recherche orientée en partenariat / Production et transformation laitières - VII,0LG,19760,5335,25095,Organismes vivants ,Mécanismes biologiques et biochimiques,Animal,Fondements et avancement des connaissances,Fabrication et production industrielle,reproduction // lactation // nutrition // épigénétique // économique // embryons // reproduction // lactation // nutrition // épigénétique // économique // embryons
FRQNT,,2018-2019,2015-2016,"LA ROCHE-CARRIER, NICOLAS",196090,Université du Québec à Chicoutimi [UQAC],CANADA,Québec,Bourses et stages de formation,Bourses en milieu de pratique,BP,Bourses en milieu de pratique - BMP Innovation / Doctorat,BP2,3000,0,3000,Technologie de l'information et des communications ,Bases de données informatiques,,Technologies des communications et de l'information,Ressources naturelles,Fiabilité // Analyse de maintenance  // Équipements miniers // Statistique // Système mécanique // Cycles de sollicitation
FRQNT,,2018-2019,2015-2016,"B LAVOIE, FRANCIS",196489,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses en milieu de pratique,BP,Bourses en milieu de pratique - BMP Innovation / Doctorat,BP2,3000,0,3000,"Techniques, mesures et systèmes",Procédés chimiques,Analyse numérique,Fabrication et production industrielle,,Pharmaceutical process // Continuous process // Portable Continuous Miniature & Modular // PAT // Multivariate analysis
FRQNT,,2018-2019,2015-2016,"PELLETIER, SERGE",196564,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses en milieu de pratique,BP,Bourses en milieu de pratique - BMP Innovation / Doctorat,BP2,3000,0,3000,Organismes vivants ,Sensation et  perception,Apprentissage et mémoire,Sécurité,Technologies des communications et de l'information,Perception // Performance // Sécurité // Facteurs Humains // Design // Traitement Sériel
FRQNT,Programme 3 Fonds,2018-2019,2015-2016,"SHRIVASTAVA, PAUL",196577,Future Earth International,CANADA,Québec,"Projets stratégiques, prix et autres initiatives",Recherche intersectorielle / Pôles stratégiques de recherche,RIP,"Grands défis de société - Développement durable, changements climatiques et numérique",GDS1X,600000,0,600000,Technologie de l'information et des communications ,,,,,
FRQNT,,2018-2019,2015-2016,"TISSERANT, MAXIME",196754,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses en milieu de pratique,BP,Bourses en milieu de pratique - BMP Innovation / Doctorat,BP2,3000,0,3000,Environnement,Paysage et restauration ,Écosystème (terrestre et aquatique) ,Environnement,Transport,Restauration des milieux riverains // Stabilisation des berges // Phytotechnologies // Génie végétal // Biodiversité // Résistance aux crues
FRQNT,,2018-2019,2015-2016,"PARENT, SAMUEL",196798,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses en milieu de pratique,BP,Bourses en milieu de pratique - BMP Innovation / Doctorat,BP2,6000,0,6000,"Techniques, mesures et systèmes",Micro et nanoélectronique ,Optique et photonique,Fondements et avancement des connaissances,Fabrication et production industrielle,Imagerie // Photodétecteur // Circuit intégré // Photodiode à avalanche monnophotonique // Comptage de photon // Résolution temporelle
FRQNT,,2018-2019,2015-2016,"FORTIN, MÉLISSA",196814,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses en milieu de pratique,BP,Bourses en milieu de pratique - BMP Innovation / Doctorat,BP2,7644,0,7644,Énergie,Hydro-électricité,,Énergie,,Turbines hydrauliques // Démarrage // Simulations numériques transitoires // Étude de l'écoulement // Compressibilité de l'eau // Cavitation
FRQNT,,2018-2019,2015-2016,"BERGER, MAXIME",196838,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses en milieu de pratique,BP,Bourses en milieu de pratique - BMP Innovation / Doctorat,BP2,12000,0,12000,Énergie,Systèmes ferroviaires,Distribution et réseaux d'énergie,Énergie,Transport,Métro // Convertisseur de Puissance // Efficacité Énergétique
FRQNT,,2018-2019,2016-2017,"ELLIOTT, TAMMY",196942,University of Cape Town [UCT],AFRIQUE DU SUD,,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses de recherche postdoctorale,B3X,23333,0,23333,Environnement,Biodiversité et biocomplexité,Biogéographie,Environnement,,Écologie // Évolution des traits // Adaptation // Migration // Phylogénie // Carex
FRQNT,,2018-2019,2016-2017,"SIMARD, FRÉDÉRIC",197014,Université d'Ottawa,CANADA,Ontario,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2X,20000,0,20000,Technologie de l'information et des communications ,Analyse des réseaux (information),Mathématique informatique,Technologies des communications et de l'information,Fondements et avancement des connaissances,Théorie des graphes // Graphes dynamiques // Flots de liens // Détection de communautés
FRQNT,,2018-2019,2016-2017,"ELKIN, IGOR",197117,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses de recherche postdoctorale,B3X,23333,0,23333,Matériaux,Supramolécules et autoassemblages ,Nanomatériaux ,Évolution et traitement des maladies,Technologies des communications et de l'information,biomatériaux nanostructurés // isomérisation trans-cis diarylazo // liaison récepteur/ligand non covalente // autoassemblage réversible photocontrôlé // encapsulation/libération d'antifongiques // stockage des données holographiques 
FRQNT,,2018-2019,2016-2017,"RANSFORD, JULIAN",197228,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1X,5000,0,5000,Structures abstraites,Analyse fonctionnelle ,Asymptotique et analyse classique appliquée ,Fondements et avancement des connaissances,,analyse // analyse fonctionnelle // analyse complexe // équations différentielles // théorie analytique des nombres // topologie
FRQNT,,2018-2019,2016-2017,"BINETTE, VINCENT",197283,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2X,20000,0,20000,Nature et interactions de la matière,Modélisation et simulation,Protéines,Fondements et avancement des connaissances,,Simulation et modélisation numérique // Potentiel tout-atome // Dynamique moléculaire // Repliement des protéines // Protéine amyloide
FRQNT,,2018-2019,2016-2017,"RICHAN, ETIENNE",197427,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1X,10000,0,10000,Technologie de l'information et des communications ,Systèmes neuronaux,Reconnaissance des formes et infographie,Technologies des communications et de l'information,Évolution et traitement des maladies,Substitution sensorielle // Audition à vision // Aprentissage machine // Réseaux neuronaux // Traitement temps-réel // Téléphone intelligent
FRQNT,,2018-2019,2016-2017,"KHAN, HAYAT",197642,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses de recherche postdoctorale,B3X,11667,0,11667,Environnement,Polluants chimiques,Nanoparticules ,Environnement,,Heterogeneous photocatalysis // Pollutants // Degradation // Ultraviolet-visible-near infrared light // electron-hole pairs // Band gap
FRQNT,,2018-2019,2016-2017,"LAFRENIÈRE, NADIA",197647,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2X,6666,0,6666,Structures abstraites,Combinatoire (Math),Algèbre,Fondements et avancement des connaissances,,Combinatoire algébrique // Marches aléatoires // Groupe symétrique // Théorie de la représentation // Valeurs propres
FRQNT,,2018-2019,2016-2017,"LETENDRE, CORINNE",197783,Western Sydney University,AUSTRALIE,,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2X,21500,0,21500,Organismes vivants ,Réactions immunitaires,Évolution et phylogénie,Fondements et avancement des connaissances,,Ontogénèse du système immunitaire // Immunité adaptative // Lymphocytes T  // Récepteur des cellules T (TCR) // Microbiote // Marsupiaux
FRQNT,,2018-2019,2016-2017,"LABRIE, RICHARD",197809,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2X,6666,0,6666,Environnement,Milieu marin,Écosystème (terrestre et aquatique) ,Environnement,,Carbone // Biogéochimie // Biologie moléculaire // Matière organique // Processus bactériens // Séquestration de carbone
FRQNT,,2018-2019,2015-2016,"GUIRAUD, JAMES",197836,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses en milieu de pratique,BP,Bourses en milieu de pratique - BMP Innovation / Doctorat,BP2,6000,0,6000,Ressources naturelles ,Exploration minière,,Ressources naturelles,,Gisement aurifère // Bouclier Guyanais // Métallogénie // Amas sulfurés volcanogènes
FRQNT,,2018-2019,2016-2017,"SAID, DHAOU",197838,Université d'Ottawa,CANADA,Ontario,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses de recherche postdoctorale,B3X,23333,0,23333,Technologie de l'information et des communications ,Réseaux de télécommunications,Planification économique de l'énergie,Technologies des communications et de l'information,Transport,Smart Grid // Electric vehicle // V2G // G2V // VANETs // Load balancing
FRQNT,,2018-2019,2016-2017,"ROBITAILLE, SOPHIE",197862,Institut national de la recherche scientifique [INRS],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2X,6666,0,6666,Organismes vivants ,Micro-organismes,,Fondements et avancement des connaissances,,Bactérie // Interaction bactérie // Système de sécrétion
FRQNT,,2018-2019,2016-2017,"DUMONT, VINCENT",197942,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2X,20000,0,20000,Nature et interactions de la matière,Interactions rayonnement-matière,Phénomènes quantiques,Fondements et avancement des connaissances,Technologies des communications et de l'information,Optomécanique // Optique Quantique // Photonique // Informatique Quantique // Microsystème Électromécanique // Microfabrication
FRQNT,,2018-2019,2016-2017,"KOLHATKAR, DHANVIN",197943,Université d'Ottawa,CANADA,Ontario,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1X,5000,0,5000,Technologie de l'information et des communications ,Algorithmes,Développement de logiciels,Technologies des communications et de l'information,,Algorithme en C++ // Traitement d'image // Reconnaissance de signes distinctifs // Anonymisation
FRQNT,,2018-2019,2016-2017,"BÉRUBÉ, CHRISTOPHER",197953,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2X,20000,0,20000,Nature et interactions de la matière,Synthèse chimique et catalyse,Molécules organiques et biomolécules,Environnement,Fondements et avancement des connaissances,Procédés chimiques écoresponsables // Synthèse chimique en milieu aqueux // Chimie verte // Biocatalyse // Protéines naturelles // Transformations énantiosélectives
FRQNT,,2018-2019,2016-2017,"VERMANDELE, FANNY",197991,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1X,5000,0,5000,Organismes vivants ,Processus écologique et écophysiologique ,"Changements climatiques, impacts",Fondements et avancement des connaissances,Environnement,Changement climatique // Acclimatation // Histoire de vie // Compétition // Tolérance thermale // Norme de réaction
FRQNT,,2018-2019,2016-2017,"WING, SARA",198011,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1X,5000,0,5000,Organismes vivants ,Animal,Espèces menacées ou vulnérables ,Fondements et avancement des connaissances,Environnement,Conservation // Mammifères marins // Inventaires visuels // Estimation d'abondance // Aires de résidence // Patrons de plongée
FRQNT,,2018-2019,2016-2017,"GAGNON, DENIS",198093,University of Waterloo,CANADA,Ontario,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses de recherche postdoctorale,B3X,9698,0,9698,Nature et interactions de la matière,Phénomènes quantiques,Solides ,Fondements et avancement des connaissances,Énergie,Électrodynamique quantique // Matière condensée // Graphène // Dispositifs intégrés // Physique numérique // Lasers haute-puissance
FRQNT,,2018-2019,2016-2017,"BOIVIN-RIOUX, AUDE",198118,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1X,5000,0,5000,Environnement,Milieu marin,Écosystème (terrestre et aquatique) ,Environnement,Fondements et avancement des connaissances,Changements climatiques // Océan Arctique // Production primaire // Picophytoplancton // Bactéries hétérotrophes // Dynamique spatio-temporelle
