IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT 
DI99992OFIM300;11;2022-06-23;;ANC;c.C-24.2;513;CO;VR;Véhicule routier;Permis spécial;;
DI99992OHUL300;1;2022-02-08;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992OHUL300;2;2022-02-08;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992OKSL300;1;2022-01-26;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI99992OOOM300;4;2022-07-31;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992ORYM300;4;2022-09-27;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI99992OU8M300;1;2022-05-03;;ANC;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;
DI99992OV6N300;1;2022-11-02;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI99992P0TL300;3;2022-01-30;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992P13M300;1;2022-03-21;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI99992P13M300;2;2022-03-21;;ANC;c.C-24.2;274;PR;VR;Véhicule routier;Équipement;;
DI99992P4PM300;2;2022-08-03;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992PALM300;1;2022-07-08;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99992PB7N300;3;2022-11-04;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992PB7N300;4;2022-11-04;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992PGHM300;4;2022-06-17;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI99992Q1SL300;1;2022-01-25;;ANC;c.C-24.2;237;EX;VL;Véhicule lourd;Équipement;;
DI99992Q1SL300;2;2022-01-25;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI99992Q4QL300;1;2022-01-13;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI99992Q4QL300;2;2022-01-13;;ANC;c.C-24.2;519.27;EX;VL;Véhicule lourd;Règles de circulation;;
DI99992Q4QL300;3;2022-01-13;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992Q4QL300;4;2022-01-13;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Q4QL300;5;2022-01-13;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Q4QL300;6;2022-01-13;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Q4QL300;7;2022-01-13;;ANC;c.C-24.2;441;CO;VR;Véhicule routier;Équipement;;
DI99992Q4QL300;8;2022-01-13;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992Q4QL300;9;2022-01-13;;ANC;c.C-24.2;519.15.2;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Q4QL300;10;2022-01-13;;ANC;c.C-24.2;28;AU;VR;Véhicule routier;Immatriculation;;
DI99992Q5OM300;3;2022-07-27;;ANC;c.C-24.2;519.17;PR;VL;Véhicule lourd;Vérification mécanique;;
DI99992Q8MM300;3;2022-07-15;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992Q8YM300;4;2022-09-25;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Q8YM300;5;2022-09-25;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Q8YM300;6;2022-09-25;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992QBKM300;1;2022-07-05;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992QEIM300;1;2022-06-22;;ANC;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99992QEIM300;2;2022-06-22;;ANC;c.C-24.2;270;PR;VR;Véhicule routier;Équipement;;
DI99992QFGN300;3;2022-12-15;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992QFGN300;4;2022-12-15;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992QGUL300;1;2022-02-08;;ANC;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;
DI99992QGUL300;2;2022-02-08;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992QHGM300;1;2022-06-14;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99992QJSL300;1;2022-01-26;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992QQAM300;2;2022-05-12;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99992QQAM300;3;2022-05-12;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI99992QQAM300;4;2022-05-12;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992QQAM300;5;2022-05-12;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99992QQMM300;1;2022-07-19;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI99992QQMM300;2;2022-07-19;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI99992QWUM300;1;2022-09-07;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99992R0RM300;2;2022-08-16;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI99992R11N300;1;2022-10-06;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99992R2RL300;3;2022-01-19;;ANC;c.C-24.2;441;CO;VR;Véhicule routier;Équipement;;
DI99992R2RL300;4;2022-01-19;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI99992R5PL300;2;2022-01-10;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI99992R5PL300;3;2022-01-10;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI99992R79N300;2;2022-11-14;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI99992RG3N300;3;2022-10-18;;ANC;c.C-24.2;442;CO;VR;Véhicule routier;Règles de circulation;;
DI99992RGFN300;1;2022-12-12;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992RIFM300;1;2022-06-09;;ANC;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;
DI99992RIFM300;2;2022-06-09;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992RIFM300;3;2022-06-09;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992RIFM300;4;2022-06-09;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992RIFM300;5;2022-06-09;;ANC;c.C-24.2;225;PR;VL;Véhicule lourd;Équipement;;
DI99992RIRM300;1;2022-08-18;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;32000;32330
DI99992RJ1N300;2;2022-10-11;;ANC;c.C-24.2;474;CO;VR;Véhicule routier;Dimension;;
DI99992RJ1N300;3;2022-10-11;;ANC;c.C-24.2;473;PR;VR;Véhicule routier;Dimension;;
DI99992RONM300;1;2022-07-24;;ANC;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;
DI99992RONM300;2;2022-07-24;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI99992RRLM300;3;2022-07-13;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992S0SL300;2;2022-01-25;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992S1QM300;1;2022-08-09;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992S2CN300;1;2022-11-28;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI99992S7YM300;3;2022-09-24;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992S7YM300;4;2022-09-24;;ANC;c.C-24.2;519.17;PR;VL;Véhicule lourd;Ronde de sécurité;;
DI99992S7YM300;5;2022-09-24;;ANC;c.C-24.2;519.6;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992S7YM300;6;2022-09-24;;ANC;c.C-24.2;519.17;PR;VL;Véhicule lourd;Vérification mécanique;;
DI99992S7YM300;7;2022-09-24;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992SAKM300;1;2022-07-05;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI99992SDIM300;1;2022-06-22;;ANC;c.C-24.2;473;PR;VR;Véhicule routier;Dimension;;
DI99992SDIM300;2;2022-06-22;;ANC;c.C-24.2;474;CO;VR;Véhicule routier;Dimension;;
DI99992SGSM300;1;2022-08-24;;ANC;c.C-24.2;310;CO;VR;Véhicule routier;Signalisation routière;;
DI99992SJ2M300;1;2022-03-24;;ANC;c.C-24.2;322;CO;VR;Véhicule routier;Règles de circulation;;
DI99992SJ2M300;2;2022-03-24;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992SJ2M300;3;2022-03-24;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992SNAN300;1;2022-11-21;;ANC;c.C-24.2;265;CD;VL;Véhicule lourd;Équipement;;
DI99992SQ8N300;1;2022-11-10;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99992SSWM300;1;2022-09-19;;ANC;c.C-24.2;35;AU;VR;Véhicule routier;Immatriculation;;
DI99992SSWM300;2;2022-09-19;;ANC;c.C-24.2;211;AU;VR;Véhicule routier;Équipement;;
DI99992SZ2N300;4;2022-10-17;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99992SZ2N300;5;2022-10-17;;ANC;c.C-24.2;272;EX;VL;Véhicule lourd;Équipement;;
DI99992T0DN300;1;2022-12-01;;ANC;c.C-24.2;225;PR;VR;Véhicule routier;Équipement;;
DI99992T2PM300;1;2022-08-03;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992T4PL300;1;2022-01-10;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992T4PL300;2;2022-01-10;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992T5NM300;1;2022-07-20;;ANC;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;
DI99992T5NM300;2;2022-07-20;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99992T8XM300;2;2022-09-20;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI99992T8XM300;3;2022-09-20;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99992TBJM300;3;2022-06-29;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;24000;26590
DI99992TC5N300;1;2022-10-26;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992TC5N300;2;2022-10-26;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992TEHM300;1;2022-06-17;;ANC;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;
DI99992TEHM300;2;2022-06-17;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992TEHM300;3;2022-06-17;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992TEHM300;4;2022-06-17;;ANC;c.C-24.2;225;PR;VL;Véhicule lourd;Équipement;;
DI99992TF3N300;1;2022-10-18;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99992TJRL300;2;2022-01-21;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992TJRL300;3;2022-01-21;;ANC;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;
DI99992TO9N300;2;2022-11-16;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99992TQXM300;1;2022-09-22;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI99992TT7M300;5;2022-04-25;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992TT7M300;6;2022-04-25;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992TT7M300;7;2022-04-25;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992TT7M300;8;2022-04-25;;ANC;c.C-24.2;225;CD;VL;Véhicule lourd;Équipement;;
DI99992TT7M300;9;2022-04-25;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992TT7M300;10;2022-04-25;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI99992TT7M300;11;2022-04-25;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99992TT7M300;12;2022-04-25;;ANC;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;
DI99992TT7M300;13;2022-04-25;;ANC;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;
DI99992TX3N300;5;2022-10-20;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI99992TZFM300;2;2022-06-10;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99992TZFM300;3;2022-06-10;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992TZFM300;4;2022-06-10;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992U10N300;3;2022-09-30;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99992U4AN300;1;2022-11-18;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI99992U6YM300;3;2022-09-23;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992U6YM300;4;2022-09-23;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992U6YM300;5;2022-09-23;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992UFGM300;1;2022-06-14;;ANC;c.C-24.2;474;CD;VL;Véhicule lourd;Dimension;;
DI99992UFSM300;3;2022-08-24;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992UKQL300;1;2022-01-18;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI99992UKQL300;2;2022-01-18;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992UNOL300;1;2022-01-05;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99992UQYL300;1;2022-02-22;;ANC;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;
DI99992UVGN300;1;2022-12-19;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI99992UXSM300;2;2022-08-26;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992UXSM300;3;2022-08-26;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992UY2N300;1;2022-10-17;;ANC;c.C-24.2;32;CO;VR;Véhicule routier;Immatriculation;;
DI99992V11M300;1;2022-03-10;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI99992V11M300;2;2022-03-10;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992V11M300;3;2022-03-10;;ANC;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;
DI99992V2BN300;2;2022-11-23;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992V2BN300;3;2022-11-23;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992V2BN300;4;2022-11-23;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992V3PL300;3;2022-01-09;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99992V3PL300;4;2022-01-09;;ANC;c.C-24.2;519.6;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992V3PL300;5;2022-01-09;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99992V3PL300;6;2022-01-09;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99992V4BM300;1;2022-05-13;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992V4BM300;2;2022-05-13;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992V4NM300;3;2022-07-20;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99992V7LM300;2;2022-07-08;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI99992V7LM300;3;2022-07-08;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992V7LM300;4;2022-07-08;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992V7LM300;5;2022-07-08;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992V87N300;2;2022-11-03;;ANC;c.C-24.2;519.4.1;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992VAVM300;2;2022-09-09;;ANC;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;
DI99992VAVM300;3;2022-09-09;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI99992VAVM300;4;2022-09-09;;ANC;c.C-24.2;519.27;EX;VL;Véhicule lourd;Règles de circulation;;
DI99992VDTM300;2;2022-08-30;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992VDTM300;3;2022-08-30;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99992VH1N300;2;2022-10-10;;ANC;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;
DI99992VH1N300;3;2022-10-10;;ANC;c.C-24.2;28;AU;VR;Véhicule routier;Immatriculation;;
DI99992VH1N300;4;2022-10-10;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992VJPM300;1;2022-08-05;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99992VN9N300;2;2022-11-16;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI99992VN9N300;3;2022-11-16;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992VOZL300;1;2022-02-28;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI99992VSJM300;2;2022-06-30;;ANC;c.C-24.2;210;PR;VR;Véhicule routier;Équipement;;
DI99992VSJM300;3;2022-06-30;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992VW3N300;1;2022-10-20;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99992VWFN300;2;2022-12-13;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99992VWFN300;3;2022-12-13;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI99992W00N300;2;2022-09-30;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992W00N300;3;2022-09-30;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992W00N300;4;2022-09-30;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992W00N300;5;2022-09-30;;ANC;c.T-12;4;EX;VL;Véhicule lourd;Documents d'expédition;;
DI99992W00N300;6;2022-09-30;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99992W00N300;7;2022-09-30;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992W00N300;8;2022-09-30;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992W0CN300;2;2022-11-28;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99992W68N300;2;2022-11-08;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992W8WM300;2;2022-09-14;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99992W8WM300;3;2022-09-14;;ANC;c.T-12;3;EX;VL;Véhicule lourd;Documents d'expédition;;
DI99992W8WM300;4;2022-09-14;;ANC;c.T-12;3;CO;VL;Véhicule lourd;Documents d'expédition;;
DI99992WESM300;3;2022-08-24;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992WI0N300;3;2022-10-04;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992WI0N300;4;2022-10-04;;ANC;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;
DI99992WI0N300;5;2022-10-04;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992WI0N300;6;2022-10-04;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI99992WJQL300;1;2022-01-17;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI99992WMOL300;2;2022-01-05;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI99992WO8N300;1;2022-11-10;;ANC;c.C-24.2;379;CO;VR;Véhicule routier;Règles de circulation;;
DI99992WO8N300;2;2022-11-10;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99992WPYL300;1;2022-02-22;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI99992WPYL300;2;2022-02-22;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99992WPYL300;3;2022-02-22;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI99992WQKM300;1;2022-07-06;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99992WU4N300;2;2022-10-24;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99992WWSM300;5;2022-08-26;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992WWSM300;6;2022-08-26;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992WX2N300;1;2022-10-17;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI99992X9JM300;1;2022-06-28;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992XDFN300;1;2022-12-12;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI99992XDFN300;2;2022-12-12;;ANC;c.C-24.2;225;PR;VR;Véhicule routier;Équipement;;
DI99992XG1N300;1;2022-10-10;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI99992XG1N300;2;2022-10-10;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992XS5N300;1;2022-10-28;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992XV3N300;4;2022-10-20;;ANC;c.C-24.2;210.1;PR;VR;Véhicule routier;Équipement;;
DI99992XXRM300;1;2022-08-22;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI99992Y58N300;1;2022-11-08;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Y58N300;3;2022-11-08;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Y58N300;4;2022-11-08;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Y58N300;5;2022-11-08;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992Y58N300;6;2022-11-08;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992Y58N300;7;2022-11-08;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992YCUL300;4;2022-02-07;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992YCUL300;5;2022-02-07;;ANC;c.C-24.2;519.17;PR;VL;Véhicule lourd;Ronde de sécurité;;
DI99992YCUL300;6;2022-02-07;;ANC;c.C-24.2;519.6;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992YCUL300;7;2022-02-07;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992YCUL300;8;2022-02-07;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99992YCUL300;9;2022-02-07;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99992YCUL300;10;2022-02-07;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99992YCUL300;11;2022-02-07;;ANC;c.T-12;3;EX;VL;Véhicule lourd;Documents d'expédition;;
DI99992YDGM300;1;2022-06-14;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19110
DI99992YE2N300;2;2022-10-13;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992YE2N300;3;2022-10-13;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99992YE2N300;4;2022-10-13;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99992YFSL300;1;2022-01-26;;ANC;c.C-24.2;239;PR;VR;Véhicule routier;Équipement;;
