IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT;NO_ARTCL_L_R;CODE_LOI_REGLEMENT;DESCR_TYPE_VEH_INFRA;DESCN_CAT_INFRA 
DI9999R4T1L300;2;2021-08-20;;ANC;AU;VR;;;28;c.C-24.2;Véhicule routier;Immatriculation
DI9999R4T1L300;3;2021-08-20;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI9999R4T1L300;4;2021-08-20;;ANC;PR;VR;;;210;c.C-24.2;Véhicule routier;Équipement
DI9999R4T1L300;5;2021-08-20;;ANC;PR;VL;;;523;c.C-24.2;Véhicule lourd;Vérification mécanique (fréquence)
DI9999R4YBK300;1;2021-03-31;;ANC;PR;VR;;;239;c.C-24.2;Véhicule routier;Équipement
DI9999R51YJ300;3;2021-01-27;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R528K300;1;2021-03-17;;ANC;EX;VL;6000;6600;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI9999R52WK300;2;2021-07-14;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R52WK300;3;2021-07-14;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R58SK300;1;2021-06-21;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R5B2K300;1;2021-02-17;;ANC;CO;VR;;110;328;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R5MWJ300;2;2021-01-21;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R5N6K300;4;2021-03-10;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R5N6K300;5;2021-03-10;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R5N6K300;6;2021-03-10;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R5N6K300;7;2021-03-10;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R5ZAK300;3;2021-03-27;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R5ZMK300;1;2021-05-25;;ANC;CO;VR;;;443.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R609K300;2;2021-03-19;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R68TJ300;1;2021-01-05;;ANC;CO;VR;;;370;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R693K300;1;2021-02-23;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R6CDK300;1;2021-04-08;;ANC;EX;VL;15500;15760;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI9999R6FZK300;2;2021-08-05;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R6FZK300;3;2021-08-05;;ANC;PR;VL;;;262;c.C-24.2;Véhicule lourd;Équipement
DI9999R6FZK300;4;2021-08-05;;ANC;PR;VR;;;6;c.C-24.2;Véhicule routier;Immatriculation
DI9999R6J7L300;2;2021-09-23;;ANC;CO;HN;;;464;c.C-24.2;Véhicule hors normes;Permis spécial
DI9999R6J7L300;3;2021-09-23;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R6LJK300;2;2021-05-06;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R6LJK300;3;2021-05-06;;ANC;CO;VR;;;36;c.C-24.2;Véhicule routier;Immatriculation
DI9999R6LJK300;4;2021-05-06;;ANC;CO;VR;;;36;c.C-24.2;Véhicule routier;Immatriculation
DI9999R6LJK300;5;2021-05-06;;ANC;CO;VR;;;443.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R6LVK300;2;2021-07-13;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R6O5K300;1;2021-03-05;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R6O5K300;2;2021-03-05;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R6O5K300;3;2021-03-05;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R6OTK300;1;2021-06-30;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R6OTK300;2;2021-06-30;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R6P3L300;1;2021-09-01;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999R6QTJ300;2;2021-01-07;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R6S1L300;2;2021-08-20;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R6S1L300;3;2021-08-20;;ANC;EX;VL;;;4;c.T-12;Véhicule lourd;Documents d'expédition
DI9999R71KK300;1;2021-05-07;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R73WJ300;1;2021-01-19;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R73WJ300;2;2021-01-19;;ANC;CO;VR;;;326.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R73WJ300;3;2021-01-19;;ANC;CO;VR;;;443.2;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R754L300;1;2021-09-03;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R7DCK300;1;2021-04-01;;ANC;CO;VR;;;417;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R7GAK300;1;2021-03-25;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R7J8K300;5;2021-03-18;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R7LWJ300;1;2021-01-21;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R7P4K300;1;2021-03-02;;ANC;XP;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R7SEK300;1;2021-04-15;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R84VJ300;2;2021-01-15;;ANC;PR;VL;;;257.1;c.C-24.2;Véhicule lourd;Équipement
DI9999R883K300;1;2021-02-23;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R88FK300;1;2021-04-16;;ANC;AU;RM;;;437.1;c.C-24.2;Remorque;Équipement
DI9999R88FK300;2;2021-04-16;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R88FK300;3;2021-04-16;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R891L300;1;2021-08-18;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R8BPK300;1;2021-06-04;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R8EZK300;2;2021-08-05;;ANC;AU;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R8HXK300;3;2021-07-22;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8HXK300;4;2021-07-22;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8JXJ300;1;2021-01-26;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8JXJ300;2;2021-01-26;;ANC;CD;VL;;;519.4;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8JXJ300;3;2021-01-26;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8JXJ300;4;2021-01-26;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8K7K300;1;2021-03-15;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999R8K7K300;2;2021-03-15;;ANC;CO;VR;;;474;c.C-24.2;Véhicule routier;Dimension
DI9999R8MVJ300;1;2021-01-18;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999R8MVJ300;2;2021-01-18;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999R8N5K300;1;2021-03-05;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8N5K300;2;2021-03-05;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R8N5K300;3;2021-03-05;;ANC;CO;VR;;;32;c.C-24.2;Véhicule routier;Immatriculation
DI9999R8NTK300;1;2021-06-30;;ANC;CD;VL;;;228;c.C-24.2;Véhicule lourd;Équipement
DI9999R8QRK300;1;2021-06-17;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R8R1L300;2;2021-08-20;;ANC;PR;VL;;;257.1;c.C-24.2;Véhicule lourd;Équipement
DI9999R8RDL300;1;2021-10-26;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8RDL300;2;2021-10-26;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R8T1K300;1;2021-02-16;;ANC;AU;VR;;;384;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R8WBK300;1;2021-03-31;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8X9L300;2;2021-10-05;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R8X9L300;3;2021-10-05;;ANC;PR;VL;;;519.15;c.C-24.2;Véhicule lourd;Vérification mécanique
DI9999R8ZLK300;1;2021-05-18;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R8ZLK300;2;2021-05-18;;ANC;CO;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI9999R8ZXK300;3;2021-07-26;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R8ZXK300;4;2021-07-26;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R92WJ300;1;2021-01-19;;ANC;CO;VR;;;370;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R94GL300;1;2021-11-08;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R95UJ300;3;2021-01-11;;ANC;AU;VR;;;531;c.C-24.2;Véhicule routier;Vérification mécanique
DI9999R964K300;1;2021-02-26;;ANC;PR;EN;;;473;c.C-24.2;Ensemble de véhicules routiers;Dimension
DI9999R96GK300;1;2021-04-21;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R99QK300;1;2021-06-10;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R9C0K300;1;2021-02-08;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R9FMK300;3;2021-05-20;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R9IKK300;1;2021-05-11;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R9JIL300;6;2021-11-19;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R9JIL300;7;2021-11-19;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R9JIL300;8;2021-11-19;;ANC;PR;VL;;;257.1;c.C-24.2;Véhicule lourd;Équipement
DI9999R9L6K300;1;2021-03-10;;ANC;CO;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI9999R9LUK300;1;2021-07-06;;ANC;CO;VR;;;443.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R9O4K300;2;2021-03-02;;ANC;EX;VL;;;519.17;c.C-24.2;Véhicule lourd;Vérification mécanique
DI9999R9P2L300;3;2021-08-26;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R9P2L300;4;2021-08-26;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R9S0L300;3;2021-08-16;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R9SCL300;2;2021-10-21;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R9XAK300;1;2021-03-26;;ANC;PR;VR;;;32;c.C-24.2;Véhicule routier;Immatriculation
DI9999R9XYK300;1;2021-08-03;;ANC;PR;VL;;;523;c.C-24.2;Véhicule lourd;Vérification mécanique (fréquence)
DI9999R9YKL300;2;2021-12-03;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R9ZYJ300;1;2021-02-02;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R9ZYJ300;2;2021-02-02;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R9ZYJ300;3;2021-02-02;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R9ZYJ300;4;2021-02-02;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R9ZYJ300;5;2021-02-02;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R9ZYJ300;7;2021-02-02;;ANC;AU;VR;;;28;c.C-24.2;Véhicule routier;Immatriculation
DI9999R9ZYJ300;8;2021-02-02;;ANC;PR;VL;;;519.15;c.C-24.2;Véhicule lourd;Vérification mécanique
DI9999RA25L300;1;2021-09-10;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RA3VJ300;2;2021-01-15;;ANC;CD;VL;;;519.4;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RA45K300;1;2021-03-03;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999RA4TK300;2;2021-06-25;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RA5FL300;2;2021-11-02;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RA73K300;1;2021-02-23;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999RA7RK300;3;2021-06-15;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999RAAPK300;4;2021-06-04;;ANC;AU;VR;;;95;c.C-24.2;Véhicule routier;Permis de conduire
DI9999RAAPK300;5;2021-06-04;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RAGXK300;1;2021-07-22;;ANC;CD;VL;;;474;c.C-24.2;Véhicule lourd;Dimension
DI9999RAGXK300;2;2021-07-22;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RAGXK300;3;2021-07-22;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RAGXK300;4;2021-07-22;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI9999RAJJK300;4;2021-05-06;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RAK5L300;1;2021-09-14;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999RALVJ300;1;2021-01-18;;ANC;EX;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999RAM5K300;1;2021-03-05;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999RAM5K300;2;2021-03-05;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RAM5K300;4;2021-03-05;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RAM5K300;5;2021-03-05;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999RAMHK300;1;2021-04-28;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RANFL300;3;2021-11-04;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999RATNL300;1;2021-12-21;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RATNL300;2;2021-12-21;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RAYXK300;1;2021-07-26;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999RAZ7L300;3;2021-09-26;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RB1WJ300;1;2021-01-19;;ANC;CO;VR;;72;328;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RB2IK300;1;2021-04-30;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999RB2UK300;5;2021-07-02;;ANC;EX;VL;;;4;c.T-12;Véhicule lourd;Documents d'expédition
DI9999RB2UK300;6;2021-07-02;;ANC;CD;VL;;;636;c.C-24.2;Véhicule lourd;Autres
DI9999RB2UK300;7;2021-07-02;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RB82K300;1;2021-02-17;;ANC;CQ;AQ;;;55;c.T-11.2;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile
DI9999RB90L300;4;2021-08-11;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RB90L300;5;2021-08-11;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RBBOK300;1;2021-06-01;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RBBOK300;2;2021-06-01;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RBH8K300;1;2021-03-18;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RBHWK300;3;2021-07-16;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI9999RBHWK300;4;2021-07-16;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RBHWK300;5;2021-07-16;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RBHWK300;6;2021-07-16;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RBIIL300;3;2021-11-19;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999RBIIL300;4;2021-11-19;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RBK6K300;1;2021-03-10;;ANC;CO;VR;;;50;c.C-24.2;Véhicule routier;Immatriculation
DI9999RBK6K300;2;2021-03-10;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI9999RBKUK300;1;2021-07-06;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999RBLGL300;1;2021-11-09;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999RBLGL300;3;2021-11-09;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999RBNGK300;3;2021-04-23;;ANC;EX;VL;;;4;c.T-12;Véhicule lourd;Documents d'expédition
DI9999RBOEL300;1;2021-10-31;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RBQ2K300;1;2021-02-19;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999RBQQK300;2;2021-06-14;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RBQQK300;3;2021-06-14;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RBQQK300;4;2021-06-14;;ANC;CD;VL;;;519.4;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RBQQK300;5;2021-06-14;;ANC;PR;VL;;;519.17;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RBR0L300;2;2021-08-14;;ANC;EX;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI9999RBT0K300;1;2021-02-10;;ANC;CO;VR;;;406.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RBWYK300;2;2021-08-02;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RBWYK300;3;2021-08-02;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RC0JK300;2;2021-05-05;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999RC2VJ300;1;2021-01-14;;ANC;CO;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI9999RC3HK300;1;2021-04-27;;ANC;EX;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI9999RC5TJ300;2;2021-01-05;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RC6RK300;2;2021-06-15;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999RC6RK300;3;2021-06-15;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RC71L300;1;2021-08-17;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RC91K300;2;2021-02-11;;ANC;CO;VR;;;416;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RCCBK300;2;2021-03-29;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RCCBK300;3;2021-03-29;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RCCZK300;1;2021-08-04;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RCCZK300;2;2021-08-04;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RCCZK300;3;2021-08-04;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RCG7L300;3;2021-09-22;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RCHXJ300;3;2021-01-26;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RCI7K300;1;2021-03-15;;ANC;CD;VL;;;310;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999RCKVJ300;1;2021-01-18;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999RCMFL300;4;2021-11-04;;ANC;PR;VL;;;519.15;c.C-24.2;Véhicule lourd;Vérification mécanique
DI9999RCO3K300;2;2021-02-24;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RCORK300;4;2021-06-17;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999RCRDK300;2;2021-04-10;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RCRPK300;1;2021-06-08;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RCUBK300;1;2021-03-31;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999RCUBK300;2;2021-03-31;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RCUZK300;3;2021-08-09;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RCUZK300;4;2021-08-09;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RCUZK300;5;2021-08-09;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RCXXK300;1;2021-07-26;;ANC;PR;VL;19;23,04;463;c.C-24.2;Véhicule lourd;Dimension
DI9999RCY7L300;2;2021-09-26;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RD0WJ300;1;2021-01-19;;ANC;CO;VR;;;443.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RD1IK300;1;2021-04-30;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RD52L300;1;2021-08-24;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RD52L300;2;2021-08-24;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RD52L300;3;2021-08-24;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999RD7EK300;2;2021-04-13;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RDACK300;2;2021-04-01;;ANC;CO;VR;;;424;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RDBML300;1;2021-12-13;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RDDYK300;1;2021-07-28;;ANC;EX;VL;;;519.20;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RDDYK300;2;2021-07-28;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999RDDYK300;3;2021-07-28;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999RDK4L300;1;2021-09-08;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999RDLUJ300;1;2021-01-13;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999RDN2L300;4;2021-08-25;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RDNEL300;1;2021-10-29;;ANC;;;;;50.0.8;c.T-1;;Permis IFTA
DI9999RDPQK300;1;2021-06-14;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999RDS0K300;2;2021-02-10;;ANC;CD;VL;;;519.5;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RDW8L300;2;2021-09-30;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999RDYKK300;2;2021-05-13;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RDYKK300;3;2021-05-13;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RE0HL300;2;2021-11-11;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999RE0HL300;3;2021-11-11;;ANC;EX;VL;;;519.20;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999RE3FL300;1;2021-11-02;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
