code_alea,alea,code_municipalite,municipalite,precision_localisation,info_compl_localisation,severite,date_signalement,date_debut,date_debut_imprecise,commentaire_date_debut,date_fin,coord_x,coord_y
"101",Mouvement de terrain,"91025",Roberval,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-09,2022-05-27,Non,,2023-11-08,-72.176803,48.453811
"8",Inondation,"07100",Saint-Noël,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-26,,Oui,,2021-05-19,-67.833174,48.580623
"142",Tempête hivernale,"99020",Chapais,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-23,2022-12-23,Non,,2023-10-26,-74.854439,49.781677
"39",Feu de forêt,"99020",Chapais,Imprécise,,Menace possible à la vie ou à la propriété,2023-05-31,2023-05-31,Non,,2023-07-14,-74.854439,49.781677
"39",Feu de forêt,"99020",Chapais,Imprécise,,Menace possible à la vie ou à la propriété,2023-06-01,2023-06-01,Non,,2023-07-14,-74.854439,49.781677
"138",Orage violent,"75040",Prévost,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-22,,,,2022-06-08,-74.068773,45.853256
"25",Panne d'électricité,"75040",Prévost,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-06,Non,,2023-07-18,-74.068773,45.853256
"8",Inondation,"75040",Prévost,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-18,2023-04-18,Non,,2023-05-05,-74.064832,45.84695
"138",Orage violent,"75040",Prévost,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-07-25,2024-07-24,Non,,,-74.068773,45.853256
"8",Inondation,"75040",Prévost,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-13,2023-04-13,Non,,2024-04-16,-74.068773,45.853256
"25",Panne d'électricité,"08065",Saint-Léandre,Imprécise,,Gravité inconnue,2023-02-03,2023-02-03,Non,,2023-09-14,-67.601949,48.733638
"8",Inondation,"83050",Bouchette,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-28,2022-05-28,Non,,2022-07-20,-75.950899,46.20482
"8",Inondation,"83050",Bouchette,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-23,2022-07-23,Non,,2023-01-20,-75.950899,46.20482
"9",Érosion,"18070",Saint-Antoine-de-l'Isle-aux-Grues,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-08-16,,Oui,Lors des grandes marées d'automne et du printemps,2022-06-06,-70.512595,47.105958
"96",Onde de tempête,"18070",Saint-Antoine-de-l'Isle-aux-Grues,Précise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-05,2024-04-05,Non,,,-70.557264,47.056159
"9",Érosion,"18070",Saint-Antoine-de-l'Isle-aux-Grues,Très précise,Entre le 197 et le 233 chemin du Roy,Menace faible ou non-existante à la vie ou la propriété,2023-01-13,2022-12-23,Non,,2024-05-21,-70.54704,47.065266
"158",Fermeture de route,"41085",Lingwick,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-11,2023-07-11,Non,,2023-11-24,-71.352868,45.609091
"142",Tempête hivernale,"09015",Les Hauteurs,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-26,2022-12-24,Non,,2023-09-14,-68.1114,48.379592
"39",Feu de forêt,"99010",Waswanipi,Imprécise,,Menace importante à la vie ou à la propriété,2023-06-07,2023-06-07,Non,,2024-07-31,-76.154221,49.733183
"39",Feu de forêt,"96902",Rivière-aux-Outardes,Précise,,Menace possible à la vie ou à la propriété,2021-06-08,,,,2021-12-06,-68.8236,49.6564
"39",Feu de forêt,"96902",Rivière-aux-Outardes,Imprécise,,Menace possible à la vie ou à la propriété,2023-06-21,2023-06-21,Non,,2024-01-09,-68.86003,50.292229
"39",Feu de forêt,"96902",Rivière-aux-Outardes,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-06-01,2023-06-01,Non,,2024-01-09,-68.86003,50.292229
"8",Inondation,"53065",Sainte-Anne-de-Sorel,Imprécise,,Menace possible à la vie ou à la propriété,2023-06-27,2023-06-26,Non,,2024-03-06,-72.973632,46.076387
"8",Inondation,"53065",Sainte-Anne-de-Sorel,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-24,2023-04-24,Non,,2023-06-26,-72.961659,46.082811
"8",Inondation,"06045",Matapédia,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-12,2022-04-12,Non,,2022-06-15,-66.970854,47.917685
"8",Inondation,"06045",Matapédia,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-26,2021-03-26,Non,,2021-05-07,-66.934291,47.961593
"101",Mouvement de terrain,"06045",Matapédia,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-05,2022-04-23,Non,,2022-06-15,-66.947882,47.9566
"8",Inondation,"06045",Matapédia,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-15,2023-04-15,Non,,2023-05-31,-66.970501,47.915059
"156",Accident de voiture,"41055",Ascot Corner,Très précise,,Menace possible à la vie ou à la propriété,2022-05-03,2022-05-03,Non,,2022-05-05,-71.738258,45.455163
"138",Orage violent,"78047",Mont-Blanc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-23,2022-05-21,Non,,2022-06-08,-74.467288,46.122009
"101",Mouvement de terrain,"78047",Mont-Blanc,Très précise,,Menace possible à la vie ou à la propriété,2023-01-01,2023-01-01,Non,,2023-01-27,-74.475206,46.108437
"8",Inondation,"78047",Mont-Blanc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-12,2024-08-09,Non,,,-74.467288,46.122009
"8",Inondation,"78047",Mont-Blanc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-06-25,2024-06-24,Non,,2024-07-02,-74.467288,46.122009
"0",Autre,"78047",Mont-Blanc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-30,2024-04-30,Non,,2024-05-07,-74.467288,46.122009
"142",Tempête hivernale,"35035",Hérouxville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-24,2022-12-24,Non,,2023-03-07,-72.615859,46.675409
"158",Fermeture de route,"35035",Hérouxville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-10,2024-08-10,Non,,,-72.615859,46.675409
"8",Inondation,"35035",Hérouxville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-13,2024-08-10,Non,,,-72.615859,46.675409
"8",Inondation,"94205",Petit-Saguenay,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-26,2023-04-20,Oui,Vers la fin de la semaine dernière,2024-02-13,-69.932191,48.20212
"8",Inondation,"94205",Petit-Saguenay,Imprécise,,Menace possible à la vie ou à la propriété,2023-10-08,2023-10-08,Non,,2023-11-08,-70.068583,48.209718
"138",Orage violent,"78055",Montcalm,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-21,Non,,2022-06-08,-74.550507,45.94582
"8",Inondation,"78055",Montcalm,Précise,,Menace possible à la vie ou à la propriété,2023-04-16,2023-04-16,Non,,2023-05-02,-74.517888,45.971426
"8",Inondation,"78055",Montcalm,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-06-26,2024-06-23,Non,,2024-06-26,-74.550507,45.94582
"8",Inondation,"62047",Chertsey,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-06-30,2021-06-30,Non,,2022-10-11,-73.886652,46.07309
"138",Orage violent,"62047",Chertsey,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-21,2022-05-21,Non,,2022-06-08,-73.886652,46.07309
"101",Mouvement de terrain,"62047",Chertsey,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-08-04,2022-08-04,Non,,2022-11-29,-73.866787,46.144713
"101",Mouvement de terrain,"62047",Chertsey,Très précise,Glissement de terrain - route touchée,Menace faible ou non-existante à la vie ou la propriété,2024-06-27,2024-06-23,Non,,,-73.881472,46.164632
"92",Débordement de barrage,"62047",Chertsey,Très précise,Rupture du barrage (X0004268)  https://www.cehq.gouv.qc.ca/barrages/detail.asp?no_mef_lieu=X0004264,Menace possible à la vie ou à la propriété,2023-04-24,2023-04-24,Non,,2023-07-13,-73.831266,46.11337
"92",Débordement de barrage,"62047",Chertsey,Très précise,Menace de rupture de barrage (X0004264),Menace possible à la vie ou à la propriété,2023-04-23,2023-04-23,Non,,2024-03-15,-73.942651,46.021986
"8",Inondation,"62047",Chertsey,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-01,2023-05-01,Non,,2023-07-13,-73.886652,46.07309
"92",Débordement de barrage,"62047",Chertsey,Imprécise,,Menace possible à la vie ou à la propriété,2024-06-24,2024-06-24,Non,,2024-07-23,-73.886652,46.07309
"8",Inondation,"62047",Chertsey,Imprécise,,Menace possible à la vie ou à la propriété,2024-04-13,2024-04-13,Non,,2024-04-14,-73.886652,46.07309
"101",Mouvement de terrain,"62047",Chertsey,Très précise,Face au 7309,Menace faible ou non-existante à la vie ou la propriété,2024-06-18,,Oui,,2024-06-26,-73.884522,46.067669
"101",Mouvement de terrain,"95032",Longue-Rive,Très précise,,Menace importante à la vie ou à la propriété,2021-04-13,,Oui,le propriétaire à remarqué les déformations ce printemps mais les déformations ne sont pas récentes.,2021-06-22,-69.280624,48.515574
"101",Mouvement de terrain,"95032",Longue-Rive,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-25,2023-04-17,Oui,,2023-05-02,-69.278537,48.490843
"142",Tempête hivernale,"80087",Notre-Dame-de-la-Salette,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-23,2022-12-23,Non,,2023-01-30,-75.581603,45.769184
"130",Pluie verglaçante,"80087",Notre-Dame-de-la-Salette,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-05,Non,,2023-04-14,-75.581603,45.769184
"101",Mouvement de terrain,"80087",Notre-Dame-de-la-Salette,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-18,,Oui,Le glissement aurait eu lieu ce printemps,,-75.591417,45.836465
"8",Inondation,"69050",Elgin,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-15,2021-03-13,Oui,L'évènement est arrivé au courant de la fin de semaine.,2021-10-15,-74.27105,45.021442
"25",Panne d'électricité,"69050",Elgin,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-08,2023-04-06,Non,,2023-06-26,-74.27105,45.021442
"8",Inondation,"69050",Elgin,Imprécise,,Menace possible à la vie ou à la propriété,2023-12-19,2023-12-19,Non,,,-74.27105,45.021442
"8",Inondation,"69050",Elgin,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-12,2024-08-09,Non,,,-74.27105,45.021442
"158",Fermeture de route,"41020",Chartierville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-17,2023-07-16,Non,,2024-01-30,-71.202995,45.29436
"8",Inondation,"84035",L'Île-du-Grand-Calumet,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-29,2022-04-29,Non,,2023-07-17,-76.703707,45.82658
"8",Inondation,"84035",L'Île-du-Grand-Calumet,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-21,2023-04-21,Non,,2023-05-31,-76.612008,45.721224
"8",Inondation,"94245",Saint-David-de-Falardeau,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-16,2022-05-16,Non,,2023-11-08,-71.001086,48.571771
"101",Mouvement de terrain,"94245",Saint-David-de-Falardeau,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-18,2022-07-18,Non,,2023-11-08,-70.887624,48.655792
"9",Érosion,"59020",Varennes,Très précise,,Menace importante à la vie ou à la propriété,2021-07-27,2021-07-09,Oui,La situation perdure depuis plusieurs années,2021-10-15,-73.471522,45.694242
"25",Panne d'électricité,"59020",Varennes,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-06,Non,,2023-06-26,-73.425325,45.684454
"10",Matières dangereuses,"59020",Varennes,Très précise,Air Liquide - Usine d'acétylène,Menace faible ou non-existante à la vie ou la propriété,2023-10-30,2023-10-30,Non,,2024-01-30,-73.41485,45.69771
"122",Accident maritime,"59020",Varennes,Imprécise,,Gravité inconnue,2024-07-09,2024-07-09,Non,,,-73.425325,45.684454
"101",Mouvement de terrain,"59020",Varennes,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-09,2024-08-09,Non,,,-73.401093,45.742744
"101",Mouvement de terrain,"59020",Varennes,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-09,2024-08-09,Non,,2024-08-14,-73.400643,45.742932
"101",Mouvement de terrain,"59020",Varennes,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-09,2024-08-09,Non,,,-73.39924,45.742057
"101",Mouvement de terrain,"59020",Varennes,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-13,2024-08-09,Non,,,-73.439367,45.670742
"8",Inondation,"50100",Baie-du-Febvre,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-17,2023-07-13,Non,,2024-05-21,-72.716981,46.137969
"8",Inondation,"80045",Plaisance,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-02,2023-05-02,Non,,2023-06-01,-75.117177,45.6062
"25",Panne d'électricité,"80045",Plaisance,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-21,Non,,2023-07-17,-75.117177,45.6062
"39",Feu de forêt,"96020",Baie-Comeau,Imprécise,,Menace possible à la vie ou à la propriété,2020-06-19,2020-06-19,Non,,2020-11-17,-68.275959,49.197737
"101",Mouvement de terrain,"96020",Baie-Comeau,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-02,,Oui,1er ou 2 décembre 2020,2021-03-26,-68.154926,49.286167
"142",Tempête hivernale,"96020",Baie-Comeau,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-23,2022-12-23,Non,,2024-05-02,-68.275959,49.197737
"25",Panne d'électricité,"96020",Baie-Comeau,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-02-04,2023-02-04,Non,,2023-02-20,-68.275959,49.197737
"39",Feu de forêt,"96020",Baie-Comeau,Imprécise,,Menace importante à la vie ou à la propriété,2023-06-02,2023-06-02,Non,,2024-01-09,-68.275959,49.197737
"8",Inondation,"96020",Baie-Comeau,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-12-19,2023-12-19,Non,,2024-05-02,-68.233014,49.339192
"8",Inondation,"56083",Saint-Jean-sur-Richelieu,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-12,2021-03-12,Non,,2021-10-15,-73.282325,45.324358
"101",Mouvement de terrain,"56083",Saint-Jean-sur-Richelieu,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-19,,,,,-73.363484,45.335192
"8",Inondation,"56083",Saint-Jean-sur-Richelieu,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-24,2023-07-21,Non,,2023-11-30,-73.282325,45.324358
"248",Alimentation publique en eau potable,"56083",Saint-Jean-sur-Richelieu,Précise,,Menace possible à la vie ou à la propriété,2023-11-27,2023-11-27,Non,,2023-12-04,-73.299458,45.346629
"166",Vague de chaleur,"56083",Saint-Jean-sur-Richelieu,Imprécise,,Menace possible à la vie ou à la propriété,2024-06-20,2024-06-19,Non,,,-73.282325,45.324358
"25",Panne d'électricité,"63005",Sainte-Marie-Salomé,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-06,Non,,2023-07-18,-73.493091,45.93455
"101",Mouvement de terrain,"63005",Sainte-Marie-Salomé,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-03,2023-05-03,Non,,2023-06-22,-73.519902,45.930405
"101",Mouvement de terrain,"63005",Sainte-Marie-Salomé,Très précise,,Menace possible à la vie ou à la propriété,2024-08-11,2024-08-10,Non,,,-73.482221,45.928601
"101",Mouvement de terrain,"63005",Sainte-Marie-Salomé,Très précise,Agrandissement du glissement de mai 2023.,Menace faible ou non-existante à la vie ou la propriété,2024-01-09,,Oui,,2024-01-25,-73.519819,45.930371
"101",Mouvement de terrain,"63005",Sainte-Marie-Salomé,Très précise,Secteur du glissement à proximité de cette adresse,Menace possible à la vie ou à la propriété,2023-05-20,2023-05-20,Oui,Remarqué par des marcheurs le samedi 20 mai,,-73.463673,45.934632
"158",Fermeture de route,"63005",Sainte-Marie-Salomé,Précise,,Menace importante à la vie ou à la propriété,2024-08-09,2024-08-09,Non,,,-73.503384,45.931614
"101",Mouvement de terrain,"63005",Sainte-Marie-Salomé,Très précise,,Menace possible à la vie ou à la propriété,2024-08-11,2024-08-09,Non,,,-73.519771,45.929562
"25",Panne d'électricité,"46075",Lac-Brome,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-12-13,2021-12-12,Non,,2022-02-23,-72.521544,45.241541
"138",Orage violent,"46075",Lac-Brome,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-12,,,,2023-03-24,-72.521544,45.241541
"158",Fermeture de route,"46075",Lac-Brome,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-11,2023-07-10,Non,,2023-11-24,-72.521544,45.241541
"248",Alimentation publique en eau potable,"77030",Piedmont,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-09-30,2023-09-30,Non,,2023-10-03,-74.134698,45.897576
