no_demande,date_inspection,fondation,structure,enveloppe,ouvertures,saillies,interieur,moy_composants_inspectes,constat_signifie,indicateur_insp_integrale,adresse,arrondissement,nombre_unite_logement,statut_dem,code_type_demande,no_ident_uev,longitude,latitude,X,Y
3003427341,2024-07-17,2,,2,2,3,2,2.2,"non","non","12405 boul. Langelier","Montréal-Nord",8,"ET","PX","02081272",-73.61959818972105,45.62208777995066,295473.5932127951,5053583.429019443
3003427354,2024-07-17,2,,2,2,3,2,2.2,"non","non","12425 boul. Langelier","Montréal-Nord",8,"ET","PX","02081276",-73.61988350023474,45.622357594349474,295451.3892087962,5053613.447487484
3003421217,2024-07-09,2,,3,2,4,2,2.6,"non","non","11971 boul. Langelier","Montréal-Nord",7,"ET","PX","02081218",-73.61553489026254,45.618250568896045,295789.8394623649,5053156.524387088
3003421305,2024-07-09,2,2,3,2,2,2,2.2,"non","non","11979 boul. Langelier","Montréal-Nord",8,"ET","PX","02081221",-73.61579687351849,45.618498366890805,295769.44808582653,5053184.092335911
3003421318,2024-07-09,2,,3,2,4,3,2.8,"non","non","12001 boul. Langelier","Montréal-Nord",8,"ET","PX","02081225",-73.61614618873043,45.618828813682576,295742.25954414246,5053220.855204422
3003426557,2024-07-16,2,,2,2,2,2,2,"non","oui","12313 boul. Langelier","Montréal-Nord",7,"ET","PX","02081253",-73.61847866833351,45.62103478728406,295560.7218438269,5053466.277351334
3003426566,2024-07-16,2,,2,2,4,2,2.4,"oui","non","12323 boul. Langelier","Montréal-Nord",7,"ET","PX","02081257",-73.61871156692851,45.62125504564331,295542.59604773106,5053490.782147828
3003346039,2024-03-08,2,2,2,2,2,2,2,"non","non"," 2525 boul. Cavendish","Côte-des-Neiges - Notre-Dame-de-Grâce",417,"FR","PX","03063949",-73.62628806144568,45.46310866312647,294924.1136275822,5035916.679184368
3003346055,2024-03-07,2,2,2,2,2,2,2,"non","non"," 2500 boul. Cavendish","Côte-des-Neiges - Notre-Dame-de-Grâce",143,"FR","PX","03110685",-73.62728667451059,45.4622825787388,294845.8754512299,5035824.999850545
3003357874,2024-04-11,1,1,1,1,1,2,1.2,"non","non"," 2700 rue R.-Rockhead","Le Sud-Ouest",187,"FR","PX","05090891",-73.57504050335815,45.479659357067845,298933.4548518277,5037750.936831165
3003357903,2024-04-09,,1,3,3,,3,2.5,"oui","oui"," 1648 boul. R.-Lévesque O","Ville-Marie",100,"ET","PX","01002204",-73.5753096056003,45.49288391250093,298913.7943398135,5039220.603537427
3003357908,2024-04-10,2,2,2,2,2,2,2,"non","non"," 2021 av. Atwater","Ville-Marie",385,"FR","PX","01109387",-73.58603894614737,45.49059906487859,298074.91618963826,5038967.529893993
3003357910,2024-04-10,,2,2,3,2,2,2.2,"non","non"," 2070 boul. De Maisonneuve O","Ville-Marie",110,"FR","PX","01037781",-73.58294888044469,45.49213211999812,298316.6216665348,5039137.644707365
3003357916,2024-04-11,2,2,2,2,2,2,2,"non","non"," 2121 rue Tupper","Ville-Marie",138,"FR","PX","01037477",-73.58198123603381,45.49049264178296,298392.06793554017,5038955.3714305945
3003357913,2024-04-11,1,1,2,2,2,2,1.7,"non","non"," 2255 rue St-Mathieu","Ville-Marie",102,"FR","PX","01037201",-73.58141303035222,45.49538346670415,298437.03159925475,5039498.845084961
3003435741,2024-08-01,2,,2,3,3,2,2.4,"non","non"," 6396 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087659",-73.62169504056523,45.622157917659415,295310.09016814147,5053591.469713894
3003435774,2024-08-01,2,,2,2,2,2,2,"non","non"," 6390 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087655",-73.62185929162308,45.6220756364781,295297.2677943478,5053582.345032232
3003352359,2024-03-26,2,2,2,2,3,2,2.2,"non","oui"," 7121 av. de La Devinière","Anjou",209,"FR","PX","02167627",-73.55376686989541,45.606142743956525,300606.008154204,5051805.863574827
3003352361,2024-03-26,2,2,2,2,2,2,2,"non","non"," 7400 rue Beaubien E","Anjou",115,"FR","PX","02036261",-73.55393751277347,45.59720695748896,300592.02950727294,5050812.816936677
3003352365,2024-03-27,2,2,2,2,2,2,2,"non","non","10300 av. du Bois-de-Boulogne","Ahuntsic - Cartierville",119,"FR","PX","03020796",-73.67285172755129,45.5372293660206,291300.5003600148,5044160.520403409
3003435779,2024-08-01,3,,3,2,4,2,2.8,"non","oui"," 6400 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087661",-73.62153240392468,45.62224114521847,295322.78677012963,5053600.699786426
3003435782,2024-08-01,2,,2,2,2,2,2,"non","non"," 6418 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087668",-73.62120777456566,45.62240863065722,295348.1298211978,5053619.274587456
3003435796,2024-08-01,2,,3,2,3,2,2.4,"non","oui"," 6311 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087610",-73.62413886540139,45.62116511219271,295119.3472320363,5053481.428668734
3003435817,2024-08-01,2,,3,2,2,2,2.2,"non","non"," 6271 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087594",-73.62462973341842,45.62076180344334,295080.99846100557,5053436.667235744
3003347127,2024-03-12,2,2,2,2,2,2,2,"non","oui"," 6445 boul. H.-Bourassa E","Montréal-Nord",97,"FR","PX","05014315",-73.61016829277284,45.610361073918114,296207.1567457148,5052279.154643642
3003347130,2024-03-13,,2,,2,2,2,2,"non","non"," 5353 rue Sherbrooke O","Côte-des-Neiges - Notre-Dame-de-Grâce",149,"FR","PX","05007508",-73.61052576658616,45.47370299130247,296158.36404703156,5037092.209158753
3003401496,2024-06-25,2,,2,4,5,2,3,"non","oui","  250 boul. Bishop-Power","LaSalle",58,"ET","PX","04045999",-73.59857185395995,45.42677683844357,297086.60643207683,5031876.115269285
3003368311,2024-04-23,2,2,2,2,4,2,2.3,"non","non","    1 av. V.-D'Indy","Outremont",149,"FR","PX","03037809",-73.61513678771934,45.51123342635962,295803.8210518,5041263.483216412
3003368320,2024-04-24,3,3,2,2,3,3,2.7,"non","non","11700 boul. de Pierrefonds","Pierrefonds - Roxboro",128,"FR","PX","04000005",-73.82155316681514,45.50544050594264,279672.9626905803,5040663.55937603
3003368324,2024-04-29,2,2,2,2,2,2,2,"non","non"," 5025 boul. des Sources","Pierrefonds - Roxboro",216,"FR","PX","04154723",-73.82200389549742,45.51022403198395,279639.87273824785,5041195.296400077
3003368332,2024-04-26,2,2,2,2,,2,2,"non","non","  201 rue Corot","Verdun",204,"FR","PX",,,,,
3003368334,2024-04-17,1,2,1,2,2,2,1.7,"non","non","  200 rue De Gaspé","Verdun",204,"FR","PX",,,,,
3003368327,2024-04-23,1,1,1,1,1,1,1,"non","non"," 5045 rue J.-Talon E","Saint-Léonard",112,"FR","PX","05103875",-73.58422503796709,45.576170106442895,298226.67350291717,5048476.982345079
3003423935,2024-07-11,2,,2,2,4,,2.5,"non","oui","12255 boul. Langelier","Montréal-Nord",14,"ET","PX","02081238",-73.61729663119232,45.6199168629846,295652.71842225926,5053341.903756217
3003423942,2024-07-11,2,,2,3,4,2,2.6,"non","non","12285 boul. Langelier","Montréal-Nord",8,"ET","PX","02081242",-73.61771535863963,45.620312885117244,295620.1289326875,5053385.962659566
3003423948,2024-07-11,2,,3,2,5,2,2.8,"non","oui","12295 boul. Langelier","Montréal-Nord",8,"ET","PX","02081246",-73.61799832284751,45.62058050159806,295598.1061340161,5053415.736065683
3003351996,2024-03-05,2,2,2,2,2,2,2,"non","non"," 1150 rue Sherbrooke E","Ville-Marie",145,"FR","PX","01040587",-73.56517466118002,45.52204393240362,299708.5720300202,5042460.480859309
3003351998,2024-03-05,2,2,2,2,2,2,2,"non","oui"," 1819 boul. De Maisonneuve O","Ville-Marie",187,"FR","PX","01037706",-73.58126699662714,45.494309261339815,298448.3243456361,5039379.456730024
3003333285,2024-01-16,2,2,2,2,4,2,2.3,"non","non","    7 ch. de la Côte-Ste-Catherine","Le Plateau-Mont-Royal",106,"FR","PX","01000662",-73.59073520369226,45.51619092177552,297711.0540281632,5041811.969538236
3003354738,2024-04-02,2,2,2,2,2,3,2.2,"oui","non","10500 boul. de l' Acadie","Ahuntsic - Cartierville",208,"FR","PX","03114258",-73.6773022642163,45.53316626905247,290951.9219193282,5043709.741938649
3003354791,2024-04-03,2,2,2,2,2,2,2,"non","non"," 5555 boul. H.-Bourassa E","Montréal-Nord",178,"FR","PX","02082174",-73.62253101917571,45.606316299491056,295242.209014836,5051831.047826987
3003354780,2024-04-03,2,2,2,2,3,2,2.2,"non","non","10231 boul. St-Laurent","Ahuntsic - Cartierville",105,"FR","PX","03019144",-73.66387649502366,45.54853184654726,292004.0188348059,5045415.109290834
3003354790,2024-04-03,4,,3,2,3,2,2.8,"non","non"," 3500 boul. H.-Bourassa E","Montréal-Nord",141,"FR","PX","02081919",-73.64732337340438,45.58854959848356,293304.70316043135,5049859.847087889
3003354794,2024-03-12,3,2,2,2,2,2,2.2,"non","oui"," 6475 boul. H.-Bourassa E","Montréal-Nord",98,"FR","PX","05014315",-73.61016829277284,45.610361073918114,296207.1567457148,5052279.154643642
3003354797,2024-04-04,2,2,2,2,2,2,2,"non","non"," 7705 boul. de l' Acadie","Villeray - Saint-Michel - Parc-Extension",121,"FR","PX","03008020",-73.63173712412254,45.52616703995003,294509.48119213263,5042925.061039511
3003354801,2024-04-04,2,2,2,2,2,2,2,"non","non"," 1350 rue du Fort","Ville-Marie",161,"FR","PX","01037561",-73.58092841270447,45.4912618147873,298474.4462858598,5039040.766391938
3003339145,2024-01-25,2,2,2,2,2,2,2,"non","non"," 1225 rue St-Marc","Ville-Marie",134,"FR","PX","01037233",-73.57881498078376,45.49221936942157,298639.7414492071,5039147.015475727
3003339154,2024-01-30,2,2,2,2,2,2,2,"non","non"," 2125 rue St-Marc","Ville-Marie",322,"FR","PX","01037271",-73.58191854607894,45.494061402975014,298397.3723797808,5039351.963869876
3003339156,2024-01-31,2,2,2,2,2,2,2,"non","non"," 2285 rue St-Mathieu","Ville-Marie",137,"FR","PX","01037199",-73.58163446081171,45.49552574752124,298419.74140723445,5039514.674363054
3003339158,2024-02-01,2,2,2,2,2,2,2,"non","non"," 2250 rue Guy","Ville-Marie",240,"FR","PX","01037107",-73.58109112198916,45.49599853331677,298462.25986774795,5039567.172206149
3003339160,2024-02-01,2,2,2,2,2,2,2,"non","non"," 2055 rue St-Mathieu","Ville-Marie",202,"FR","PX","01037205",-73.58058323075018,45.494908508469074,298501.8329982732,5039445.997427558
3003431163,2024-07-24,2,,2,2,2,2,2,"non","oui","12550 boul. Langelier","Montréal-Nord",8,"ET","PX","02081284",-73.62131934259163,45.62283415395589,295339.50123524625,5053666.577354925
3003431171,2024-07-24,2,,3,2,2,2,2.2,"non","oui","12551 boul. Langelier","Montréal-Nord",8,"ET","PX","02081285",-73.62074343230779,45.623130104670416,295384.46033622464,5053699.399389877
3003431194,2024-07-24,2,,2,2,2,2,2,"non","non"," 6419 rue Villeneuve","Montréal-Nord",16,"ET","PX","02087670",-73.62162851155968,45.622779632052534,295315.38300446095,5053660.554715453
3003342315,2024-02-20,2,2,2,2,3,2,2.2,"non","non"," 4854 ch. de la Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",150,"FR","PX","03007720",-73.61499201062054,45.49441069419059,295812.4568450098,5039393.948605544
3003427417,2024-07-17,2,,2,2,2,2,2,"non","oui","12369 boul. Langelier","Montréal-Nord",8,"ET","PX","02081264",-73.6190725617213,45.62159644616759,295514.50119149056,5053528.764696249
3003421303,2024-07-09,2,,3,3,2,2,2.4,"non","non","11965 boul. Langelier","Montréal-Nord",8,"ET","PX","02081216",-73.61539516602541,45.61811840976676,295800.7149238696,5053141.821486767
3003421309,2024-07-09,2,,2,2,2,2,2,"non","non","11975 boul. Langelier","Montréal-Nord",7,"ET","PX","02081220",-73.61565132652207,45.61836070127466,295780.77666404814,5053168.776793257
3003421317,2024-07-09,2,,2,2,2,,2,"non","non","11985 boul. Langelier","Montréal-Nord",8,"ET","PX","02081223",-73.61597153170194,45.61866356578032,295755.85372596607,5053202.471031668
3003427456,2024-07-17,2,,2,2,2,2,2,"non","non","12415 boul. Langelier","Montréal-Nord",8,"ET","PX","02081274",-73.61974142623285,45.62222323794121,295462.4459486897,5053598.499522066
3003431054,2024-07-24,2,,2,2,3,2,2.2,"non","non","12560 boul. Langelier","Montréal-Nord",8,"ET","PX","02081286",-73.6214646959224,45.62297192649196,295328.1897632072,5053681.9055714365
3003431055,2024-07-24,2,2,2,2,2,2,2,"non","non","12561 boul. Langelier","Montréal-Nord",7,"ET","PX","02081287",-73.62090055819792,45.62327883551251,295372.2326320209,5053715.9467379125
3003431057,2024-07-24,2,,3,2,2,2,2.2,"non","non"," 6411 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087666",-73.62178626633978,45.622655589890385,295303.060310634,5053646.788236662
3003386226,2024-05-15,1,3,4,2,3,3,2.7,"oui","oui","  175 boul. Deguire","Saint-Laurent",187,"ET","PX","04097813",-73.67572095672547,45.53161655209931,291075.05196531565,5043537.248713869
3003386230,2024-05-22,2,2,2,2,3,2,2.2,"non","oui","  145 boul. Deguire","Saint-Laurent",198,"FR","PX","04097812",-73.67495362642902,45.53170714397082,291135.00738050294,5043547.185395142
3003386232,,2,2,2,2,2,2,2,"non","non","  335 boul. Deguire","Saint-Laurent",180,"ET","PX","04097817",-73.67956155147682,45.53052108385428,290774.80431634653,5043416.171917918
3003386267,2024-05-14,2,2,2,2,2,2,2,"non","non","   55 rue Quintin","Saint-Laurent",148,"FR","PX","04121298",-73.67233269788802,45.53170018973931,291339.7169245882,5043545.969816641
3003434255,2024-07-30,2,,2,2,2,2,2,"non","non"," 6331 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087618",-73.62383913064996,45.62137987860295,295142.75815260224,5053505.260108574
3003344786,2024-02-13,2,2,2,2,2,2,2,"non","oui"," 4311 av. Old Orchard","Côte-des-Neiges - Notre-Dame-de-Grâce",120,"FR","PX","03039583",-73.62242364689877,45.476633332986175,295228.60511516506,5037419.206081023
3003344796,2024-02-14,2,2,2,2,2,2,2,"non","non"," 2444 rue Benny-Crescent","Côte-des-Neiges - Notre-Dame-de-Grâce",125,"FR","PX","03063632",-73.62537266374754,45.46390434435205,294995.8368032209,5036004.990953354
3003344798,2024-02-15,2,2,2,2,2,2,2,"non","non"," 4530 ch. de la Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",259,"FR","PX","03007695",-73.6085992878986,45.49533352788649,296312.2377562544,5039495.808135563
3003344802,2024-02-14,2,2,2,2,2,2,2,"non","non"," 2460 rue Benny-Crescent","Côte-des-Neiges - Notre-Dame-de-Grâce",150,"FR","PX","03063639",-73.62608404864628,45.46354541018474,294940.143818519,5035965.189714687
3003344805,2024-02-13,3,2,2,2,3,2,2.3,"oui","oui"," 5317 rue Sherbrooke O","Côte-des-Neiges - Notre-Dame-de-Grâce",139,"ET","PX","03064920",-73.60936894376036,45.474252658704074,296248.8952391165,5037153.1699153995
3003431916,2024-07-25,2,,2,2,2,2,2,"non","non"," 6403 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087663",-73.62196690249239,45.62256175701307,295288.95836858125,5053636.381740087
3003431920,2024-07-25,,,3,2,5,2,3,"non","oui"," 6385 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087653",-73.62235034752409,45.62235465042372,295259.0219997129,5053613.410966666
3003431935,2024-08-14,3,,3,2,3,2,2.6,"non","oui"," 6375 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087645",-73.62264894086692,45.62217091468593,295235.7062113636,5053593.027478425
3003344793,2024-02-15,2,2,2,2,2,2,2,"non","non"," 3355 ch. Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",199,"FR","PX","03074998",-73.6187548348803,45.49619584098972,295518.65536520793,5039592.760414622
3003383319,2024-05-01,2,2,2,2,1,2,1.8,"non","non"," 1420 rue St-Mathieu","Ville-Marie",207,"FR","PX","01037167",-73.58009595005288,45.4940504123761,298539.82246396015,5039350.5988443205
3003383334,2024-05-01,1,2,2,2,2,2,1.8,"non","non"," 1440 rue Mackay","Ville-Marie",105,"FR","PX","01036931",-73.57829469821282,45.49615897995302,298680.83393283025,5039584.785890817
3003383338,2024-05-03,2,2,1,2,2,2,1.8,"non","non"," 1975 boul. De Maisonneuve O","Ville-Marie",230,"FR","PX","01037741",-73.58285784756568,45.492963150088435,298323.8321453291,5039229.989977795
3003383341,2024-05-03,2,2,2,2,2,2,2,"non","non"," 1617 boul. De Maisonneuve O","Ville-Marie",301,"FR","PX","01037103",-73.57991588354304,45.495608679970154,298554.06844991865,5039523.755623731
3003370334,2024-04-30,2,2,2,2,3,2,2.2,"non","oui"," 4050 boul. Rosemont","Rosemont - La Petite-Patrie",109,"FR","PX","02010583",-73.57372310839654,45.560465827272544,299044.69094900775,5046730.931204915
3003401501,2024-07-02,5,4,3,4,,3,3.8,"oui","oui"," 5133 rue St-Hubert","Le Plateau-Mont-Royal",39,"ET","PX","01025654",-73.58833179334464,45.529411304738595,297900.443461675,5043280.952959711
3003401503,2024-06-27,2,3,2,3,2,2,2.3,"non","oui"," 4480 rue de Bellechasse","Rosemont - La Petite-Patrie",23,"ET","PX","02011104",-73.5722969784411,45.56522714109439,299156.500729159,5047259.962626195
3003401506,,3,2,4,4,5,3,3.5,"non","oui"," 6351 boul. J.-Renaud","Anjou",38,"ET","PX","02032921",-73.54937428093284,45.60532742609128,300948.58867739316,5051715.034896587
3003401511,2024-06-13,2,3,3,5,3,4,3.3,"non","oui"," 2995 rue Goyer","Côte-des-Neiges - Notre-Dame-de-Grâce",31,"ET","PX","03042467",-73.63215479933707,45.50846529184385,294473.6175982028,5040957.905790249
3003401513,2024-06-13,3,2,3,2,4,2,2.7,"non","non"," 4060 av. Kindersley","Côte-des-Neiges - Notre-Dame-de-Grâce",20,"ET","PX","03040650",-73.65160111563407,45.50298641386828,292952.9618002724,5040351.719234556
3003401520,2024-06-11,3,2,2,2,4,2,2.5,"non","non"," 8161 boul. Newman","LaSalle",104,"ET","PX","04027188",-73.62864806087279,45.43442021558516,294734.45742644696,5032728.8410421815
3003392667,2024-05-21,2,2,3,2,3,3,2.5,"oui","oui"," 1425 boul. J.-Poitras","Saint-Laurent",108,"ET","PX","04020158",-73.6777538587078,45.52813968822767,290915.41369378904,5043151.210855401
3003436215,2024-08-02,2,,3,4,4,2,3,"non","oui"," 6303 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087606",-73.6242642558327,45.62106718669719,295109.55210980756,5053470.5610845
3003436228,2024-08-02,2,,4,2,3,2,2.6,"non","non"," 6281 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087598",-73.62451507629054,45.620870899943455,295089.9586003371,5053448.777539758
3003436232,2024-08-02,2,,3,3,2,2,2.4,"non","non"," 6270 rue Villeneuve","Montréal-Nord",8,"ET","PX","02087592",-73.6242250094305,45.62039070927905,295112.4961466481,5053395.377519311
3003385890,2024-05-22,3,2,2,2,3,2,2.3,"non","oui","  135 boul. Deguire","Saint-Laurent",195,"FR","PX","04097811",-73.67417885411896,45.53175514203039,291195.5336018719,5043552.387893425
3003352372,2024-03-27,2,2,2,2,2,2,2,"non","non","10350 av. du Bois-de-Boulogne","Ahuntsic - Cartierville",121,"FR","PX","03020794",-73.67372941494664,45.53748118677207,291232.01465845644,5044188.653498745
3003352375,2024-03-28,2,3,4,5,3,3,3.3,"non","oui","10355 av. du Bois-de-Boulogne","Ahuntsic - Cartierville",119,"FR","PX","03020317",-73.67369529471807,45.53793981096769,291234.78966912936,5044239.6151727075
3003352376,2024-03-28,2,2,4,2,3,2,2.5,"oui","oui","  770 boul. H.-Bourassa E","Ahuntsic - Cartierville",100,"FR","PX","03017372",-73.66684249366972,45.55797993642204,291774.6072957311,5046465.5665099155
3003335265,2024-01-18,2,2,2,2,2,2,2,"non","non"," 3655 av. Papineau","Le Plateau-Mont-Royal",121,"FR","PX","01032907",-73.56697589163508,45.52973422701985,299568.5732331671,5043315.226307721
3003434222,2024-07-30,2,,2,3,4,2,2.6,"non","non"," 6365 rue Villeneuve","Montréal-Nord",16,"ET","PX","02087637",-73.62299905383281,45.62195697674232,295208.36755342555,5053569.293784623
3003430386,2024-07-23,2,,3,2,3,2,2.4,"non","non","12480 boul. Langelier","Montréal-Nord",8,"ET","PX","02081280",-73.62074199285938,45.62229130767148,295384.43217670155,5053606.181338748
3003430436,2024-07-23,3,,3,2,4,2,2.8,"non","oui","12500 boul. Langelier","Montréal-Nord",8,"ET","PX","02081282",-73.62088250426518,45.622425620380824,295373.4974816335,5053621.124402482
3003349794,2024-03-13,2,2,2,2,2,,2,"non","non"," 6350 rue Sherbrooke O","Côte-des-Neiges - Notre-Dame-de-Grâce",181,"FR","PX","03064805",-73.62592128396186,45.46492654075142,294953.112570518,5036118.654431614
3003349795,2024-03-14,2,2,2,2,2,2,2,"non","non"," 6590 rue Sherbrooke O","Côte-des-Neiges - Notre-Dame-de-Grâce",252,"ET","PX","03064825",-73.62971539137706,45.46297568217235,294656.0682439509,5035902.327855907
3003349796,2024-03-14,2,2,2,2,2,,2,"non","non"," 7370 rue Sherbrooke O","Côte-des-Neiges - Notre-Dame-de-Grâce",402,"FR","PX","03115792",-73.6406350177462,45.4552146601509,293800.62875683035,5035041.284377838
3003350034,2024-03-20,2,2,2,2,2,2,2,"non","non"," 5999 av. de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",170,"FR","PX","03065859",-73.62694418007207,45.471543258514345,294874.2847384732,5036854.094838512
3003350036,2024-03-21,2,2,2,2,2,2,2,"non","non"," 6260 boul. Décarie","Côte-des-Neiges - Notre-Dame-de-Grâce",140,"FR","PX","03037656",-73.64322726754675,45.489476392559276,293604.6687294662,5038849.144843015
3003350038,2024-03-21,2,2,2,2,2,2,2,"non","non"," 1900 rue Ste-Catherine O","Ville-Marie",136,"FR","PX","01002645",-73.58026545822092,45.4924801181789,298526.3996178008,5039176.104799541
