Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de contraintes,Sans contraintes,101435,0,0,0,0,0,12619,3229,15881,41179,60256,9139,46460,40.085956524,122.28154976
Types de contraintes,État de santé,0,11197,0,0,0,0,64,131,1098,5826,5371,1105,6943,40.57988747,103.71286952
Types de contraintes,Grossesse ou enfant à charge,0,0,11615,0,0,0,858,546,1689,10864,751,2593,6193,30.383814034,65.537322428
Types de contraintes,Enfant handicapé,0,0,0,1778,0,0,5,32,453,1548,230,7,434,41.456130484,157.42069741
Types de contraintes,Âge,0,0,0,0,30725,0,1059,1483,7511,13402,17323,0,7015,62.029812856,215.79515053
Types de contraintes,Autres,0,0,0,0,0,1346,6,34,146,786,560,38,299,47.190936107,198.24294205
Région,01 - Bas-Saint-Laurent,1625,316,168,43,663,41,0,20,29,1227,1629,237,1131,44.656162465,168.01295518
Région,02 - Saguenay - Lac-St-Jean,2849,393,278,50,1087,45,0,2,38,2087,2615,373,1797,44.438324117,175.93662271
Région,03 - Capitale-Nationale,5265,813,547,110,1808,100,2,321,792,3691,4952,606,3356,44.787920861,159.47379382
Région,04 - Mauricie,4600,497,553,79,1417,76,0,64,188,3220,4002,734,2455,43.020077541,171.52395458
Région,05 - Estrie,3883,576,454,60,1098,56,1,321,529,2767,3360,661,2456,42.295576954,138.99738861
Région,06 - Île-de-Montréal,43012,2727,4015,614,12182,367,14592,2929,19635,29764,33153,4617,30314,44.058616908,116.01350986
Région,07 - Outaouais,4918,606,826,69,1279,64,5,236,753,3745,4017,721,2757,42.343468178,134.07652667
Région,08 - Abitibi-Témiscamingue,1345,197,203,18,415,17,0,2,12,1001,1194,193,1004,43.210933941,151.58678815
Région,09 - Côte-Nord,683,80,100,10,241,10,0,1,9,506,618,92,495,44.290035587,167.99199288
Région,10 - Nord-du-Québec,550,16,88,2,59,6,0,0,6,339,382,106,401,39.970873786,120.19001387
Région,11 - Gaspésie - Îles-de-la-Madeleine,897,164,102,23,380,53,0,0,10,714,905,137,611,44.945027795,184.93699815
Région,12 - Chaudières-Appalaches,2343,425,263,48,739,34,0,14,83,1685,2167,314,1678,43.744288681,149.55919003
Région,13 - Laval,3134,366,339,57,1472,53,5,639,1841,2782,2639,322,2048,47.123777901,121.441247
Région,14 - Lanaudière,4735,763,768,123,1548,120,2,87,340,3953,4104,721,3164,43.447809358,152.20987961
Région,15 - Laurentides,5427,974,732,125,1824,81,0,108,418,4166,4997,706,3746,43.663974681,144.10935283
Région,16 - Montérégie,13187,1885,1813,301,3681,187,3,600,1945,9873,11181,1833,8030,42.946945949,142.63479624
Région,17 - Centre-du-Québec,2978,396,364,46,830,35,1,111,150,2081,2568,507,1894,42.454936545,149.37664014
Région,99 - Central,4,3,2,0,2,1,0,0,0,4,8,2,7,38.083333333,86.666666667
