Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Primaire,5411,442,548,70,2723,63,34,749,2840,4533,4724,859,2625,46.538295344,177.43221346
Scolarité,Secondaire I à IV,42001,4290,5453,692,9971,623,38,514,6022,27448,35582,6591,22148,41.828541964,166.31521498
Scolarité,Secondaire V,20581,3130,2132,481,7604,347,70,511,5717,16111,18164,1303,13626,46.080058352,149.06249453
Scolarité,Collégiale,6049,1091,611,136,2140,115,33,195,2361,4919,5223,237,4305,46.698875961,129.43738908
Scolarité,Universitaire,5064,648,371,96,2365,51,91,749,3834,3933,4662,25,3776,49.282257126,112.39813845
Scolarité,Inconnue,21056,937,2230,306,5581,164,14316,2454,5498,15873,14401,3410,18417,41.981138931,60.414910484
Diplôme maximum obtenu,Aucun diplôme,52059,5251,6351,885,15149,752,129,1536,11685,35892,44555,7769,27374,43.065844593,166.83621515
Diplôme maximum obtenu,Secondaire - DES,13543,2279,1562,304,4215,243,14,239,2790,10661,11485,996,9340,44.703738824,138.54587736
Diplôme maximum obtenu,Secondaire - DEP,4165,661,427,87,1395,73,0,28,614,2925,3883,109,2947,46.618683901,160.32417744
Diplôme maximum obtenu,Secondaire - ASP,381,41,28,10,156,5,0,1,58,216,405,7,245,47.610305958,181.98389694
Diplôme maximum obtenu,Collégial - AEC,1161,241,107,34,407,28,2,23,421,958,1020,14,959,47.350353893,125.81547017
Diplôme maximum obtenu,Collégial - DEC général,847,172,63,12,349,14,1,14,283,655,802,28,603,47.647906658,133.25875086
Diplôme maximum obtenu,Collégial - DEC professionnel,1275,275,119,30,489,23,3,44,442,1112,1099,24,968,47.794663048,116.74129353
Diplôme maximum obtenu,Universitaire - Certificat,486,63,28,4,225,6,0,12,291,410,402,0,355,49.918719212,122.95197044
Diplôme maximum obtenu,Universitaire - Baccalauréat,2022,270,157,41,957,23,19,318,1509,1665,1805,6,1571,49.222766571,103.1314121
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,570,77,38,9,226,5,11,89,546,394,531,0,452,49.355675676,86.940540541
Diplôme maximum obtenu,Inconnu,23653,1208,2465,365,6816,191,14403,2868,7633,17929,16769,3472,20083,42.871923454,69.421983976
Durée cumulative,Premier mois,1352,219,150,4,115,9,1199,95,84,893,956,413,1849,34.861005949,0.9994591671
Durée cumulative,De 2 à 5 mois,5567,878,752,10,477,31,4964,376,374,3653,4062,1724,7715,35.052495139,3.4828256643
Durée cumulative,De 6 à 11 mois,5682,744,932,27,552,16,4194,491,507,3935,4018,1695,7953,35.249968565,8.2289701999
Durée cumulative,De 12 à 23 mois,6819,969,1444,51,1045,38,3308,1063,1036,5238,5128,1953,10366,36.658113062,17.202681844
Durée cumulative,De 24 à 47 mois,12169,1444,2351,122,2084,87,797,2656,2750,8998,9259,3875,8999,36.996494495,34.81875445
Durée cumulative,De 48 à 119 mois,26478,2723,3876,478,5191,257,82,491,8481,18116,20887,2764,14840,40.195600338,80.732969259
Durée cumulative,120 mois et plus,42095,3561,1840,1089,20920,925,38,0,13040,31984,38446,1,13175,50.779028823,245.42484737
Types de contraintes,Sans contraintes,100162,0,0,0,0,0,12595,3009,15632,41038,59124,8736,44778,40.15705557,123.65303209
Types de contraintes,État de santé,0,10538,0,0,0,0,56,139,968,5475,5063,1047,6590,40.52419814,102.90757259
Types de contraintes,Grossesse ou enfant à charge,0,0,11345,0,0,0,853,536,1660,10618,727,2596,6069,30.24777435,64.886029088
Types de contraintes,Enfant handicapé,0,0,0,1781,0,0,6,31,453,1553,228,5,429,41.290847838,157.02582819
Types de contraintes,Âge,0,0,0,0,30384,0,1066,1425,7412,13331,17053,0,6737,62.027382833,216.75770142
Types de contraintes,Autres,0,0,0,0,0,1363,6,32,147,802,561,41,294,47.098312546,198.63242847
Région,01 - Bas-Saint-Laurent,1566,300,158,43,658,44,0,19,26,1194,1575,223,1049,44.871072589,171.09750813
Région,02 - Saguenay - Lac-St-Jean,2752,376,269,50,1079,48,0,2,40,2058,2516,351,1663,44.682553564,179.22125055
Région,03 - Capitale-Nationale,5166,788,521,110,1790,112,2,317,764,3631,4856,576,3190,44.913279133,161.77035466
Région,04 - Mauricie,4605,445,542,78,1414,79,0,74,175,3171,3992,702,2373,43.157615524,172.52771185
Région,05 - Estrie,3836,549,445,61,1093,57,1,301,500,2723,3318,630,2381,42.443304089,140.51117365
Région,06 - Île-de-Montréal,42610,2523,3940,619,12038,366,14560,2769,19373,29492,32604,4508,29577,44.078716826,116.60522417
Région,07 - Outaouais,4881,581,805,68,1253,58,5,244,735,3704,3942,706,2627,42.379675647,135.05283809
Région,08 - Abitibi-Témiscamingue,1349,168,198,18,415,17,0,2,12,983,1182,188,987,43.24665127,152.8073903
Région,09 - Côte-Nord,669,83,94,10,241,7,0,0,9,499,605,87,476,44.383152174,170.25452899
Région,10 - Nord-du-Québec,556,10,86,2,59,5,0,0,5,339,379,106,403,39.789693593,119.73955432
Région,11 - Gaspésie - Îles-de-la-Madeleine,891,157,92,23,385,51,0,0,8,696,903,122,581,45.385866166,188.96747967
Région,12 - Chaudières-Appalaches,2275,423,241,48,746,32,0,9,77,1678,2087,294,1589,44.009827357,152.1187251
Région,13 - Laval,3001,354,328,54,1463,53,6,588,1791,2708,2545,287,1886,47.369122406,124.37064535
Région,14 - Lanaudière,4723,716,764,123,1520,126,2,88,340,3956,4016,710,3065,43.402784747,152.69882087
Région,15 - Laurentides,5330,903,718,128,1806,77,1,108,404,4119,4843,679,3579,43.622628877,144.82715912
Région,16 - Montérégie,13056,1788,1781,300,3605,196,4,542,1874,9812,10914,1771,7704,42.964103059,144.02031265
Région,17 - Centre-du-Québec,2889,374,363,46,818,35,1,109,138,2051,2474,483,1764,42.498563536,151.15624309
Région,99 - Central,7,0,0,0,1,0,0,0,1,3,5,2,3,33.875,81.75
