cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0102,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
83045,2015,2015,172901287.24,0,172660290,0,155009030,0,1082950,0,1639000,0,14929310,0,0.8978,0,0.0063,0,0.0095,0,0.0865,0,150728,143260,115808,0,0.8065,0,1216,0,0,1156,0,0,96,75,80,Blue Sea,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,641
83050,2015,2015,123039792.61,0,122720796,0,97913475,0,2766654,0,7923762,0,14116905,0,0.7979,0,0.0225,0,0.0646,0,0.115,0,103759,90795,97035,0,1.0252,0,1064,0,0,931,0,0,81,95,100,Bouchette,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,787
83055,2015,2015,91067328.6,0,90833000,0,78060800,0,2000300,0,1634700,0,9137200,0,0.8594,0,0.022,0,0.018,0,0.1006,0,105494,99756,85590,0,1.2435,0,1358,0,0,1284,0,0,71,115,124,Sainte-Therese-de-la-Gatineau,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,537
83060,2015,2015,206720203.9,0,206357868,0,181630620,0,7669296,0,4875876,0,12182076,0,0.8802,0,0.0372,0,0.0236,0,0.059,0,153632,138253,124007,0,0.9444,0,1451,0,0,1306,0,0,103,87,68,Messines,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,1626
83065,2015,2015,238469259.38,0,210162012,0,146896925,0,60589799,0,184325,0,2490963,0,0.699,0,0.2883,0,0.0009,0,0.0119,0,95136,69790,137605,0,2.2658,0,2156,0,0,1581,0,0,75,221,263,Maniwaki,2 000 @ 9 999,V,AR830,La Vallee-de-la-Gatineau,07,Outaouais,3845
83070,2015,2015,119089027.18,0,118888615,0,102960713,0,3179076,0,5375321,0,7373505,0,0.866,0,0.0267,0,0.0452,0,0.062,0,109236,97692,81401,0,1.3056,0,1438,0,0,1286,0,0,68,121,136,Deleage,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,1849
83075,2015,2015,43789300,0,43192000,0,24385700,0,11291800,0,3708400,0,3806100,0,0.5646,0,0.2614,0,0.0859,0,0.0881,0,121786,103267,110579,0,1.2187,0,1484,0,0,1259,0,0,92,113,124,Egan-Sud,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,536
83085,2015,2015,34743237.7,0,34304700,0,18793600,0,11260900,0,1973600,0,2276600,0,0.5478,0,0.3283,0,0.0575,0,0.0664,0,94348,88049,98145,0,1.239,0,1170,0,0,1092,0,0,82,115,124,Bois-Franc,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,436
83088,2015,2015,51681577.184,0,51194779,0,38255063,0,3962331,0,4286238,0,4691147,0,0.7472,0,0.0774,0,0.0837,0,0.0916,0,83161,74730,75119,0,1.2427,0,1036,0,0,931,0,0,62,115,159,Montcerf-Lytton,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,706
83090,2015,2015,73913000,0,73913000,0,59151800,0,1373600,0,3802600,0,9585000,0,0.8003,0,0.0186,0,0.0514,0,0.1297,0,106602,99387,73765,0,1.3387,0,1427,0,0,1330,0,0,61,124,129,Aumond,1 @ 1 999,CT,AR830,La Vallee-de-la-Gatineau,07,Outaouais,760
83095,2015,2015,104087648.3,0,103599800,0,79034100,0,13600400,0,2175900,0,8789400,0,0.7629,0,0.1313,0,0.021,0,0.0848,0,102208,91641,91305,0,1.109,0,1139,0,0,1022,0,0,76,103,147,Grand-Remous,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,1149
84005,2015,2015,184649180.1,0,184648604,0,138064677,0,3518133,0,33010234,0,10055560,0,0.7477,0,0.0191,0,0.1788,0,0.0545,0,140598,126557,111167,0,0.7364,0,1057,0,0,952,0,0,92,68,81,Bristol,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1142
84010,2015,2015,134062223.3,0,110308500,0,91246500,0,15107300,0,1521800,0,2432900,0,0.8272,0,0.137,0,0.0138,0,0.0221,0,145242,117945,160362,0,1.2003,0,1743,0,0,1416,0,0,133,111,126,Shawville,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1646
84015,2015,2015,173399808.24,0,173347062,0,91380168,0,5243412,0,66481152,0,10242330,0,0.5272,0,0.0302,0,0.3835,0,0.0591,0,128456,108896,115292,0,0.602,0,773,0,0,656,0,0,96,56,88,Clarendon,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1176
84020,2015,2015,17376108,0,17370978,0,15091662,0,1229490,0,0,0,1049826,0,0.8688,0,0.0708,0,0,0,0.0604,0,90591,85198,70349,0,2.3548,0,2133,0,0,2006,0,0,59,218,218,Portage-du-Fort,1 @ 1 999,VL,AR840,Pontiac,07,Outaouais,266
84025,2015,2015,31461604,0,31384256,0,28484194,0,2396568,0,0,0,503494,0,0.9076,0,0.0764,0,0,0,0.016,0,100776,89165,88128,0,2.3669,0,2385,0,0,2110,0,0,73,219,237,Bryson,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,616
84030,2015,2015,39319980.886,0,31130642,0,25659926,0,4538162,0,388220,0,544334,0,0.8243,0,0.1458,0,0.0125,0,0.0175,0,84866,74832,100306,0,2.3132,0,1963,0,0,1731,0,0,83,214,208,Campbell's Bay,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,763
84035,2015,2015,84153974.67,0,83508113,0,56111863,0,391577,0,17737317,0,9267356,0,0.6719,0,0.0047,0,0.2124,0,0.111,0,132322,111616,94449,0,0.9233,0,1222,0,0,1031,0,0,79,85,95,L'Ile-du-Grand-Calumet,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,666
84040,2015,2015,87965169,0,87965169,0,53236488,0,7639464,0,16907520,0,10181697,0,0.6052,0,0.0868,0,0.1922,0,0.1157,0,130801,107294,99621,0,0.8351,0,1092,0,0,896,0,0,83,77,85,Litchfield,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,450
84045,2015,2015,118663930,0,118657110,0,101115740,0,1431100,0,4356000,0,11754270,0,0.8522,0,0.0121,0,0.0367,0,0.0991,0,151862,138697,106139,0,0.5455,0,828,0,0,757,0,0,88,50,58,Thorne,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,284
84050,2015,2015,51108123.717,0,51106620,0,43348164,0,184260,0,579309,0,6994887,0,0.8482,0,0.0036,0,0.0113,0,0.1369,0,105707,98746,67963,0,0,0,0,0,0,0,0,0,57,0,0,Alleyn-et-Cawood,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,212
84055,2015,2015,199584225.02,0,198888728,0,175618200,0,3074580,0,1437936,0,18758012,0,0.883,0,0.0155,0,0.0072,0,0.0943,0,138276,123613,106388,0,0.7585,0,1049,0,0,938,0,0,89,70,77,Otter Lake,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1098
84060,2015,2015,57935343.273,0,54083592,0,49102953,0,4175727,0,0,0,804912,0,0.9079,0,0.0772,0,0,0,0.0149,0,90581,72962,93595,0,2.4697,0,2237,0,0,1802,0,0,78,228,252,Fort-Coulonge,1 @ 1 999,VL,AR840,Pontiac,07,Outaouais,1356
84065,2015,2015,211608965.9,0,202748500,0,165659500,0,12121100,0,8435400,0,16532500,0,0.8171,0,0.0598,0,0.0416,0,0.0815,0,141925,125514,100670,0,1.0299,0,1462,0,0,1293,0,0,55,100,106,Mansfield-et-Pontefract,2 000 @ 9 999,M,AR840,Pontiac,07,Outaouais,2283
84070,2015,2015,54296833.67,0,49555950,0,40555182,0,1366077,0,1834608,0,5800083,0,0.8184,0,0.0276,0,0.037,0,0.117,0,104679,100500,83023,0,0.8562,0,896,0,0,860,0,0,69,79,93,Waltham,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,372
84082,2015,2015,270914471.05,0,267969164,0,220597780,0,3845168,0,23685924,0,19840292,0,0.8232,0,0.0143,0,0.0884,0,0.074,0,170507,147467,136070,0,0.7075,0,1206,0,0,1043,0,0,113,65,69,L'Isle-aux-Allumettes,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,1314
84090,2015,2015,33407706.552,0,33389796,0,22638000,0,871596,0,6990324,0,2889876,0,0.678,0,0.0261,0,0.2094,0,0.0865,0,104406,98261,74905,0,1.0721,0,1119,0,0,1053,0,0,62,99,125,Chichester,1 @ 1 999,CT,AR840,Pontiac,07,Outaouais,360
84095,2015,2015,74925084,0,74815104,0,60673236,0,1240668,0,6840132,0,6061068,0,0.811,0,0.0166,0,0.0914,0,0.081,0,185883,152759,128737,0,0.6186,0,1150,0,0,945,0,0,107,57,67,Sheenboro,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,120
84100,2015,2015,18065295,0,17943660,0,13585050,0,3271050,0,0,0,1087560,0,0.7571,0,0.1823,0,0,0,0.0606,0,87269,82944,78888,0,1.037,0,905,0,0,860,0,0,66,96,164,Rapides-des-Joachims,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,160
85005,2015,2015,226867718.6,0,216950436,0,132513030,0,80876958,0,155610,0,3404838,0,0.6108,0,0.3728,0,0.0007,0,0.0157,0,101521,89800,145521,0,1.7846,0,1994,0,0,1764,0,0,79,174,205,Temiscaming,2 000 @ 9 999,V,AR850,Temiscamingue,08,Abitibi-Temiscamingue,2354
85010,2015,2015,51507677,0,50094283,0,47231236,0,2163622,0,41208,0,658217,0,0.9428,0,0.0432,0,0.0008,0,0.0131,0,152790,128469,125936,0,1.482,0,2285,0,0,1921,0,0,105,137,120,Kipawa,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,476
85015,2015,2015,43403062.644,0,42983004,0,31361736,0,1066512,0,9722334,0,832422,0,0.7296,0,0.0248,0,0.2262,0,0.0194,0,116997,105953,92151,0,1.6185,0,1885,0,0,1707,0,0,77,150,141,Saint-Edouard-de-Fabre,1 @ 1 999,P,AR850,Temiscamingue,08,Abitibi-Temiscamingue,631
85020,2015,2015,41442986.97,0,40598880,0,28267680,0,5459475,0,6512625,0,359100,0,0.6963,0,0.1345,0,0.1604,0,0.0088,0,83133,72397,63955,0,1.6674,0,1390,0,0,1210,0,0,53,154,207,Bearn,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,775
85025,2015,2015,207030303.97,0,187844982,0,147017136,0,38428602,0,646152,0,1753092,0,0.7827,0,0.2046,0,0.0034,0,0.0093,0,164214,112058,186514,0,1.4927,0,2494,0,0,1702,0,0,102,146,165,Ville-Marie,2 000 @ 9 999,V,AR850,Temiscamingue,08,Abitibi-Temiscamingue,2607
85030,2015,2015,93834133.5,0,92961200,0,72147100,0,5753000,0,11607500,0,3453600,0,0.7761,0,0.0619,0,0.1249,0,0.0372,0,197118,180187,125615,0,0.8631,0,1701,0,0,1555,0,0,104,80,91,Duhamel-Ouest,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,883
85037,2015,2015,78552303.752,0,72488832,0,54600936,0,4192656,0,13253552,0,441688,0,0.7532,0,0.0578,0,0.1828,0,0.0061,0,121485,99688,133366,0,1.5577,0,1898,0,0,1557,0,0,111,144,166,Lorrainville,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,1323
85045,2015,2015,96878709.676,0,94042725,0,63012285,0,4614463,0,22844787,0,3571190,0,0.67,0,0.0491,0,0.2429,0,0.038,0,146603,117242,123728,0,1.2228,0,1796,0,0,1436,0,0,103,113,123,Saint-Bruno-de-Guigues,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,1158
85050,2015,2015,40992047.46,0,40551516,0,27604476,0,3035448,0,9571392,0,340200,0,0.6807,0,0.0749,0,0.236,0,0.0084,0,108582,94642,99254,0,1.421,0,1566,0,0,1365,0,0,83,131,175,Laverlochere,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,683
85055,2015,2015,21570651.2,0,21054000,0,14727200,0,1983000,0,3908800,0,435000,0,0.6995,0,0.0942,0,0.1857,0,0.0207,0,78626,75137,54471,0,1.1353,0,893,0,0,853,0,0,45,105,207,Fugereville,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,333
85060,2015,2015,16868780.2,0,15348000,0,10716900,0,1328700,0,3061700,0,240700,0,0.6983,0,0.0866,0,0.1995,0,0.0157,0,61060,57007,44159,0,1.54,0,940,0,0,878,0,0,37,142,212,Latulipe-et-Gaboury,1 @ 1 999,CU,AR850,Temiscamingue,08,Abitibi-Temiscamingue,302
85065,2015,2015,13972776.444,0,13677642,0,11351241,0,2115630,0,49698,0,161073,0,0.8299,0,0.1547,0,0.0036,0,0.0118,0,61560,50488,36867,0,1.394,0,860,0,0,705,0,0,31,129,229,Belleterre,1 @ 1 999,V,AR850,Temiscamingue,08,Abitibi-Temiscamingue,281
85070,2015,2015,11391200,0,5255900,0,3774200,0,361100,0,1082800,0,37800,0,0.7181,0,0.0687,0,0.206,0,0.0072,0,53002,52973,60591,0,1.2132,0,643,0,0,643,0,0,50,112,197,Laforce,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,509
85075,2015,2015,18820200,0,18802600,0,12772900,0,3407500,0,1502100,0,1120100,0,0.6793,0,0.1812,0,0.0799,0,0.0596,0,72462,68890,45350,0,1.1122,0,806,0,0,766,0,0,38,103,130,Moffet,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,189
85080,2015,2015,20643182,0,19784476,0,16768882,0,1628584,0,871850,0,515160,0,0.8476,0,0.0823,0,0.0441,0,0.026,0,71104,63102,52527,0,1.8382,0,1363,0,0,1210,0,0,44,170,188,Angliers,1 @ 1 999,VL,AR850,Temiscamingue,08,Abitibi-Temiscamingue,302
85085,2015,2015,39148065.621,0,38669187,0,23736041,0,1040197,0,12951220,0,941729,0,0.6138,0,0.0269,0,0.3349,0,0.0244,0,107994,102486,88771,0,1.357,0,1479,0,0,1403,0,0,74,125,102,Saint-Eugene-de-Guigues,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,469
85090,2015,2015,71120527.446,0,62760498,0,44698746,0,9366456,0,8063712,0,631584,0,0.7122,0,0.1492,0,0.1285,0,0.0101,0,102308,79120,107109,0,1.8903,0,1966,0,0,1521,0,0,89,175,177,Notre-Dame-du-Nord,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,1072
85095,2015,2015,18683923.125,0,18321765,0,14528115,0,582330,0,2753940,0,457380,0,0.7929,0,0.0318,0,0.1503,0,0.025,0,72499,70098,42271,0,1.4194,0,1029,0,0,995,0,0,35,131,161,Guerin,1 @ 1 999,CT,AR850,Temiscamingue,08,Abitibi-Temiscamingue,324
85100,2015,2015,22155313.34,0,21504220,0,8435692,0,528198,0,12336386,0,203944,0,0.3923,0,0.0246,0,0.5737,0,0.0095,0,60743,56915,61886,0,1.4544,0,891,0,0,835,0,0,51,134,185,Nedelec,1 @ 1 999,CT,AR850,Temiscamingue,08,Abitibi-Temiscamingue,372
85105,2015,2015,19544888,0,19544888,0,14436260,0,901458,0,3708312,0,498858,0,0.7386,0,0.0461,0,0.1897,0,0.0255,0,82707,75060,30115,0,1.3348,0,1114,0,0,1011,0,0,25,123,177,Remigny,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,280
86042,2015,2015,4259259960.8,0,3927875370,0,3136004230,0,711022460,0,32152965,0,48695715,0,0.7984,0,0.181,0,0.0082,0,0.0124,0,227939,154778,215615,0,1.0071,0,2344,0,0,1592,0,0,72,95,109,Rouyn-Noranda,25 000 @ 99 999,V,AR861,Hors MRC - Rouyn-Noranda,08,Abitibi-Temiscamingue,42167
87005,2015,2015,49653958.64,0,48833070,0,45617000,0,2770170,0,0,0,445900,0,0.9341,0,0.0567,0,0,0,0.0091,0,138901,115826,117663,0,1.4085,0,1965,0,0,1639,0,0,98,130,107,Duparquet,1 @ 1 999,V,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,612
87010,2015,2015,28354296.7,0,26030918,0,22675352,0,203078,0,1460368,0,1692120,0,0.8711,0,0.0078,0,0.0561,0,0.065,0,139044,130704,75611,0,1.1788,0,1639,0,0,1541,0,0,63,109,111,Rapide-Danseur,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,336
87015,2015,2015,26877665.854,0,26502650,0,20233667,0,346884,0,4402769,0,1519330,0,0.7635,0,0.0131,0,0.1661,0,0.0573,0,106594,100217,70177,0,1.2097,0,1293,0,0,1216,0,0,58,112,152,Roquemaure,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,431
87020,2015,2015,33208511.232,0,33202305.28,0,28323712,0,653696,0,3025280,0,1199617.28,0,0.8531,0,0.0197,0,0.0911,0,0.0361,0,133056,116106,76872,0,1.1445,0,1523,0,0,1329,0,0,64,106,130,Gallichan,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,503
87025,2015,2015,104771078.62,0,102453260,0,83921370,0,3573700,0,13694720,0,1263470,0,0.8191,0,0.0349,0,0.1337,0,0.0123,0,165612,140881,136421,0,1.1951,0,1989,0,0,1692,0,0,113,110,109,Palmarolle,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,1456
87030,2015,2015,47984485.56,0,47002543.14,0,33749130,0,1994887.14,0,10642926,0,615600,0,0.718,0,0.0424,0,0.2264,0,0.0131,0,115313,96699,93903,0,1.3872,0,1600,0,0,1342,0,0,78,128,153,Sainte-Germaine-Boule,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,955
87035,2015,2015,30539942.23,0,29900178,0,19072844,0,1124431,0,8985214,0,717689,0,0.6379,0,0.0376,0,0.3005,0,0.024,0,96079,84538,77316,0,1.231,0,1260,0,0,1109,0,0,64,114,159,Poularies,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,671
87042,2015,2015,36436223.038,0,35381311,0,30687645,0,2135124,0,1519047,0,1039495,0,0.8673,0,0.0603,0,0.0429,0,0.0294,0,79215,69011,52806,0,1.3013,0,1031,0,0,898,0,0,44,120,202,Taschereau,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,956
87050,2015,2015,10197903.99,0,10194750,0,7062840,0,863535,0,1497415,0,770960,0,0.6928,0,0.0847,0,0.1469,0,0.0756,0,65541,58041,41287,0,1.1712,0,768,0,0,680,0,0,34,108,222,Authier,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,274
87058,2015,2015,147779640.88,0,129136625,0,111927750,0,7332500,0,7564125,0,2312250,0,0.8667,0,0.0568,0,0.0586,0,0.0179,0,125366,100065,102839,0,1.5969,0,2003,0,0,1599,0,0,56,156,143,Macamic,2 000 @ 9 999,V,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,2798
87070,2015,2015,21905010.336,0,21511116,0,16655760,0,175296,0,4166976,0,513084,0,0.7743,0,0.0081,0,0.1937,0,0.0239,0,119488,111697,83607,0,1.1856,0,1417,0,0,1324,0,0,70,110,176,Sainte-Helene-de-Mancebourg,1 @ 1 999,P,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,354
87075,2015,2015,30605896.86,0,30605740,0,24865610,0,95370,0,4931190,0,713570,0,0.8124,0,0.0031,0,0.1611,0,0.0233,0,119662,104390,69876,0,1.1005,0,1331,0,0,1161,0,0,58,102,127,Clerval,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,380
87080,2015,2015,13386975.232,0,13378944,0,7796608,0,831872,0,3987328,0,763136,0,0.5828,0,0.0622,0,0.298,0,0.057,0,57182,53084,36576,0,1.166,0,667,0,0,619,0,0,30,108,246,La Reine,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,344
87085,2015,2015,43162594.944,0,42575233.12,0,35027216,0,1100961.12,0,5764192,0,682864,0,0.8227,0,0.0259,0,0.1354,0,0.016,0,104715,90912,67973,0,1.5558,0,1629,0,0,1414,0,0,57,144,226,Dupuy,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,961
87090,2015,2015,537615363,0,492942095,0,372874045,0,107586410,0,6184355,0,6297285,0,0.7564,0,0.2183,0,0.0125,0,0.0128,0,148952,101086,157289,0,1.549,0,2317,0,0,1572,0,0,86,151,168,La Sarre,2 000 @ 9 999,V,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,7576
87095,2015,2015,13488314,0,13488314,0,10156947,0,741091,0,1814196,0,776080,0,0.753,0,0.0549,0,0.1345,0,0.0575,0,89266,80007,53953,0,1.1875,0,1072,0,0,961,0,0,45,110,177,Chazel,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,304
87100,2015,2015,11778623.142,0,11438328,0,8904087,0,64269,0,1775445,0,694527,0,0.7784,0,0.0056,0,0.1552,0,0.0607,0,67218,64984,40063,0,0.9984,0,671,0,0,649,0,0,33,92,201,Authier-Nord,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,266
87105,2015,2015,6291174,0,6291174,0,5776212,0,39406,0,164334,0,311222,0,0.9181,0,0.0063,0,0.0261,0,0.0495,0,70437,66842,51993,0,1.5932,0,1133,0,0,1076,0,0,43,147,316,Val-Saint-Gilles,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,175
87110,2015,2015,28573519.46,0,28172618,0,25851794,0,133340,0,1392636,0,794848,0,0.9176,0,0.0047,0,0.0494,0,0.0282,0,126340,119880,87114,0,0.6388,0,807,0,0,766,0,0,72,59,108,Clermont,1 @ 1 999,CT,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,483
87115,2015,2015,18786433.344,0,17504704,0,16202816,0,1130864,0,0,0,171024,0,0.9256,0,0.0646,0,0,0,0.0098,0,45741,38492,40228,0,2.2905,0,1048,0,0,882,0,0,33,212,251,Normetal,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,843
87120,2015,2015,5614956,0,5614956,0,4321512,0,62586,0,1008900,0,221958,0,0.7696,0,0.0111,0,0.1797,0,0.0395,0,53035,53827,36941,0,2.3157,0,1240,0,0,1259,0,0,31,214,340,Saint-Lambert,1 @ 1 999,P,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,196
88005,2015,2015,3932809,0,3932809,0,2961513,0,286131,0,98679,0,586486,0,0.753,0,0.0728,0,0.0251,0,0.1491,0,54127,50520,29349,0,1.9523,0,1056,0,0,985,0,0,24,180,388,Champneuf,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,133
88010,2015,2015,5804963.4,0,5803680,0,3102000,0,164520,0,2082000,0,455160,0,0.5345,0,0.0283,0,0.3587,0,0.0784,0,50968,44849,39223,0,1.3777,0,702,0,0,618,0,0,33,127,373,Rochebaucourt,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,166
88015,2015,2015,10485505.52,0,9618784,0,6071632,0,507808,0,1095696,0,1943648,0,0.6312,0,0.0528,0,0.1139,0,0.2021,0,55348,51169,33182,0,1.0313,0,571,0,0,528,0,0,28,95,586,La Morandiere,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,226
88022,2015,2015,117746312.9,0,113655400,0,96385100,0,8983400,0,4651200,0,3635700,0,0.848,0,0.079,0,0.0409,0,0.032,0,119597,90713,82168,0,1.3548,0,1620,0,0,1229,0,0,45,132,139,Barraute,2 000 @ 9 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,2014
88030,2015,2015,81980818.176,0,81582276,0,51391200,0,25848930,0,2119032,0,2223114,0,0.6299,0,0.3168,0,0.026,0,0.0272,0,146972,134901,121453,0,0.9193,0,1351,0,0,1240,0,0,101,85,114,La Corne,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,745
88035,2015,2015,62635828.4,0,61931300,0,50519700,0,5484500,0,4495500,0,1431600,0,0.8157,0,0.0886,0,0.0726,0,0.0231,0,148469,121825,111850,0,1.9737,0,2930,0,0,2404,0,0,93,182,198,Landrienne,1 @ 1 999,CT,AR880,Abitibi,08,Abitibi-Temiscamingue,966
88040,2015,2015,71151056.607,0,70764337,0,60942693,0,485608,0,5122619,0,4213417,0,0.8612,0,0.0069,0,0.0724,0,0.0595,0,208187,180753,125487,0,1.0661,0,2219,0,0,1927,0,0,104,99,83,Saint-Marc-de-Figuery,1 @ 1 999,P,AR880,Abitibi,08,Abitibi-Temiscamingue,860
88045,2015,2015,38617107.12,0,38076240,0,31850640,0,525000,0,3472320,0,2228280,0,0.8365,0,0.0138,0,0.0912,0,0.0585,0,161210,141083,97272,0,0.8156,0,1315,0,0,1151,0,0,81,75,113,La Motte,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,476
88050,2015,2015,76234977.5,0,75973400,0,56728200,0,16236800,0,812300,0,2196100,0,0.7467,0,0.2137,0,0.0107,0,0.0289,0,194916,182903,166089,0,0.7458,0,1454,0,0,1364,0,0,138,69,108,Saint-Mathieu-d'Harricana,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,717
88055,2015,2015,1067863035.5,0,970416108,0,751324524,0,196012740,0,7693860,0,15384984,0,0.7742,0,0.202,0,0.0079,0,0.0159,0,191586,128752,212383,0,1.4922,0,2859,0,0,1921,0,0,84,136,224,Amos,10 000 @ 24 999,V,AR880,Abitibi,08,Abitibi-Temiscamingue,12856
88060,2015,2015,60457325.784,0,59959660,0,50677255,0,2403497,0,4780027,0,2098881,0,0.8452,0,0.0401,0,0.0797,0,0.035,0,155661,132305,110324,0,1.4369,0,2237,0,0,1901,0,0,92,133,142,Saint-Felix-de-Dalquier,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,930
88065,2015,2015,25960878.628,0,25567650,0,22542956,0,1005478,0,536428,0,1482788,0,0.8817,0,0.0393,0,0.021,0,0.058,0,122789,110893,60798,0,0.9648,0,1185,0,0,1070,0,0,51,89,153,Saint-Dominique-du-Rosaire,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,456
88070,2015,2015,40153939.98,0,39528595,0,34131550,0,1374745,0,2263305,0,1758995,0,0.8635,0,0.0348,0,0.0573,0,0.0445,0,139797,132856,81119,0,0.8828,0,1234,0,0,1173,0,0,67,82,136,Berry,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,625
88075,2015,2015,100537385.14,0,97286427,0,89804540,0,2670717,0,1384327,0,3426843,0,0.9231,0,0.0275,0,0.0142,0,0.0352,0,176800,166165,127263,0,0.9194,0,1617,0,0,1520,0,0,106,85,92,Trecesson,1 @ 1 999,CT,AR880,Abitibi,08,Abitibi-Temiscamingue,1172
88080,2015,2015,11594281.625,0,11250125,0,8289625,0,385625,0,1393500,0,1181375,0,0.7368,0,0.0343,0,0.1239,0,0.105,0,85419,79658,54949,0,1.3311,0,1137,0,0,1060,0,0,46,123,274,Launay,1 @ 1 999,CT,AR880,Abitibi,08,Abitibi-Temiscamingue,226
