cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010102,POSTE_9061,POSTE_5428,POSTE_9682,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_1508,POSTE_8978,POSTE_8958,POSTE_8938,RF05021002,RF06010101,POSTE_3022,RF12010101,PRC0300,PRC0301,PRC0100,PRC0102,PRC0101,PRC3200,PRC3202,PRC3201,PRC3203,PRC3100,PRC3102,PRC3101,PRC3103,PRC3000,PRC3002,PRC3001,PRC3003,PRC2400,PRC2500,PRC2600,PRC0200,PRC2100,PRC2700,PRC2800,PRC2900,PRN0300,PRN0200,PRN0100,POSTE_6805,POSTE_6833,POSTE_6825,POSTE_6827,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
73015,2015,2014,6800693710.4,0,109169400,0,67215444,0,105779058,0,67215444,0,137813,0,1341538,0,7655521,0,104425433,0,244232161,0,0,0,0,20970319,531103729,280591104,17586668,0.0153,0,0.0359,0,0,3544,0,0,0,5171,0,0,0,12111,0,0,0,1.8928,0.1663,0.1982,0.2106,0.7122,0.6354,0.0127,0.0724,0,0,0,0,0,0,0,Blainville,25 000 @ 99 999,V,AR730,Therese-De Blainville,15,Laurentides,55710
73020,2015,2014,2581762081.9,0,31861336,0,21729862,0,31087665,0,21729862,0,2087742,0,526429,0,1995129,0,32454674,0,19275377,0,0,0,0,3943959,99684319,34699085,4027628,0.0118,0,0.0075,0,0,4077,0,0,0,5557,0,0,0,3527,0,0,0,2.8728,0.1296,0.1269,0.1354,0.5192,0.699,0.0169,0.0642,0,0,0,0,0,0,0,Rosemere,10 000 @ 24 999,V,AR730,Therese-De Blainville,15,Laurentides,14365
73025,2015,2014,1271867905.3,0,20652973,0,13168098,0,18753377,0,13168098,0,14007,0,154045,0,697280,0,15963768,0,20565251,0,0,0,0,2518304,59514634,28518651,5552471,0.0125,0,0.0162,0,0,3730,0,0,0,4338,0,0,0,5593,0,0,0,2.0869,0.2961,0.1343,0.1603,0.57,0.7022,0.0082,0.0372,0,0,0,0,0,0,0,Lorraine,2 000 @ 9 999,V,AR730,Therese-De Blainville,15,Laurentides,9501
73030,2015,2014,958939747.92,0,16253343,0,12178177,0,16059661,0,12178177,0,482611,0,158160,0,724419,0,16016702,0,17885933,0,0,0,0,2991957,68911722,25071476,1977606,0.0162,0,0.0187,0,0,3502,0,0,0,4226,0,0,0,4866,0,0,0,2.7486,0.1231,0.1863,0.1958,0.6896,0.7583,0.0098,0.0451,0,0,0,0,0,0,0,Bois-des-Filion,2 000 @ 9 999,V,AR730,Therese-De Blainville,15,Laurentides,9670
73035,2015,2014,1221850875.5,0,20736215,0,14243875,0,19826713,0,14243875,0,33366,0,2262098,0,534436,0,21025633,0,31895098,0,0,0,0,3750261,85159347,39624671,1608526,0.0172,0,0.0261,0,0,2698,0,0,0,3893,0,0,0,5915,0,0,0,2.1491,0.0811,0.1892,0.189,0.6292,0.7184,0.1141,0.027,0,0,0,0,0,0,0,Sainte-Anne-des-Plaines,10 000 @ 24 999,V,AR730,Therese-De Blainville,15,Laurentides,14990
74005,2015,2014,5589134946.3,0,90706955,0,50118187,0,75857902,0,49235945,0,2323952,0,2373754,0,2668855,0,73366380,0,107801807,0,0,0,0,11283229,395373546,136967459,14650303,0.0127,0,0.0193,0,0,2751,0,0,0,3539,0,0,0,5370,0,0,0,2.8866,0.1931,0.1487,0.1777,0.6868,0.6491,0.0313,0.0352,0,0,0,0,0,0,0,Mirabel,25 000 @ 99 999,V,AR740,Mirabel,15,Laurentides,46076
75005,2015,2014,1355473448,0,15039977,0,11596240,0,14771101,0,11596240,0,33191,0,144014,0,771394,0,15551519,0,16413516,0,0,0,0,1824068,52507548,20795975,3434853,0.0114,0,0.0121,0,0,1502,0,0,0,1852,0,0,0,1959,0,0,0,2.5249,0.2325,0.1235,0.1256,0.6926,0.7851,0.0097,0.0522,0,0,0,0,0,0,0,Saint-Colomban,10 000 @ 24 999,V,AR750,La Riviere-du-Nord,15,Laurentides,14440
75017,2015,2014,6667588477.4,0,149418001,0,97519421,0,130182487,0,97144299,0,708695,0,6436070,0,6295195,0,130452032,0,200688614,0,0,0,0,31865559,571865596,299960159,26541910,0.0195,0,0.0301,0,0,3886,0,0,0,4755,0,0,0,7355,0,0,0,1.9065,0.2039,0.2448,0.2479,0.6591,0.7462,0.0494,0.0484,0,0,0,0,0,0,0,Saint-Jerome,25 000 @ 99 999,V,AR750,La Riviere-du-Nord,15,Laurentides,71617
75028,2015,2014,1262473899.4,0,17389548,0,10672417,0,14532975,0,10646740,0,0,0,28481,0,474026,0,15351526,0,29830756,0,0,0,0,2730430,51332128,31505980,1340942,0.0122,0,0.0236,0,0,1186,0,0,0,1649,0,0,0,3205,0,0,0,1.6293,0.0923,0.1879,0.1959,0.6522,0.7326,0.002,0.0326,0,0,0,0,0,0,0,Sainte-Sophie,10 000 @ 24 999,M,AR750,La Riviere-du-Nord,15,Laurentides,14631
75040,2015,2014,1328889110.9,0,15297586,0,11887536,0,14170373,0,11887536,0,16750,0,132104,0,527505,0,15404939,0,26811400,0,0,0,0,2818144,82115507,27667024,3536740,0.0116,0,0.0202,0,0,2041,0,0,0,2422,0,0,0,4220,0,0,0,2.968,0.2496,0.1989,0.1878,0.7709,0.8389,0.0093,0.0372,0,0,0,0,0,0,0,Prevost,10 000 @ 24 999,V,AR750,La Riviere-du-Nord,15,Laurentides,13012
75045,2015,2014,1210522358.3,0,14416701,0,10839668,0,12824217,0,10825094,0,87377,0,122800,0,390492,0,12835008,0,11584432,0,0,0,0,1287573,31900548,14398005,2375111,0.0105,0,0.0096,0,0,1323,0,0,0,1522,0,0,0,1383,0,0,0,2.2156,0.1852,0.1004,0.1082,0.5681,0.8441,0.0096,0.0304,0,0,0,0,0,0,0,Saint-Hippolyte,2 000 @ 9 999,M,AR750,La Riviere-du-Nord,15,Laurentides,8687
76008,2015,2014,343400479.9,0,5356489,0,3786503,0,4934248,0,3786503,0,39922,0,36774,0,189978,0,5164618,0,3902027,0,0,0,0,462796,19226029,5960094,2762395,0.0149,0,0.0114,0,0,1510,0,0,0,1857,0,0,0,1414,0,0,0,3.2258,0.5598,0.0938,0.0989,0.6269,0.7674,0.0075,0.0385,0,0,0,0,0,0,0,Saint-Andre-d'Argenteuil,2 000 @ 9 999,M,AR760,Argenteuil,15,Laurentides,3318
76020,2015,2014,1172742378.8,0,19680923,0,13970360,0,18320189,0,13970360,0,629678,0,1159247,0,726348,0,21254006,0,31377446,0,0,0,0,5417119,110081804,44948814,3077993,0.0176,0,0.0268,0,0,2417,0,0,0,3207,0,0,0,4878,0,0,0,2.449,0.168,0.2957,0.2651,0.5962,0.7626,0.0633,0.0396,0,0,0,0,0,0,0,Lachute,10 000 @ 24 999,V,AR760,Argenteuil,15,Laurentides,12804
76025,2015,2014,354208887.5,0,3726056,0,3047135,0,3610209,0,3047135,0,7997,0,3592,0,229439,0,3592197,0,2704018,0,0,0,0,200376,6376149,2629329,855987,0.0101,0,0.0076,0,0,735,0,0,0,839,0,0,0,633,0,0,0,2.425,0.2371,0.0555,0.061,0.6074,0.844,0.001,0.0636,0,0,0,0,0,0,0,Gore,1 @ 1 999,CT,AR760,Argenteuil,15,Laurentides,1880
76030,2015,2014,267903000,0,2648709,0,2125586,0,2632401,0,2125586,0,5178,0,0,0,187975,0,2600462,0,730646,0,0,0,0,29248,5861047,900884,416766,0.0097,0,0.0027,0,0,1070,0,0,0,1234,0,0,0,347,0,0,0,6.5059,0.1583,0.0111,0.0126,0.6377,0.8075,0,0.0714,0,0,0,0,0,0,0,Mille-Isles,1 @ 1 999,M,AR760,Argenteuil,15,Laurentides,1724
76035,2015,2014,237600606,0,2058995,0,1727568,0,2028995,0,1727568,0,0,0,6424,0,81494,0,1903399,0,658210,0,0,0,0,194088,5847645,586947,715120,0.008,0,0.0028,0,0,714,0,0,0,768,0,0,0,266,0,0,0,9.9628,0.3525,0.0957,0.1092,0.6213,0.8514,0.0032,0.0402,0,0,0,0,0,0,0,Wentworth,1 @ 1 999,CT,AR760,Argenteuil,15,Laurentides,520
76043,2015,2014,713824071.39,0,12019913,0,8456226,0,11910493,0,8456226,0,118440,0,49767,0,650434,0,11265219,0,14109736,0,0,0,0,2824206,46128265,20773583,1048485,0.0156,0,0.0198,0,0,1377,0,0,0,1609,0,0,0,2037,0,0,0,2.2205,0.088,0.2371,0.2366,0.6311,0.71,0.0042,0.0546,0,0,0,0,0,0,0,Brownsburg-Chatham,2 000 @ 9 999,V,AR760,Argenteuil,15,Laurentides,7303
76052,2015,2014,357348856.5,0,5517498,0,4049764,0,5183167,0,4049764,0,7359,0,71200,0,527589,0,5147542,0,2244368,0,0,0,0,816876,15961332,4502324,1785220,0.0144,0,0.0063,0,0,1014,0,0,0,1250,0,0,0,546,0,0,0,3.5451,0.3444,0.1576,0.1543,0.6961,0.7813,0.0137,0.1018,0,0,0,0,0,0,0,Grenville-sur-la-Rouge,2 000 @ 9 999,M,AR760,Argenteuil,15,Laurentides,2793
76055,2015,2014,130328038.63,0,2422607,0,1788996,0,2396340,0,1788996,0,12534,0,61306,0,178263,0,2560126,0,1764279,0,0,0,0,307836,10398153,2079659,1171071,0.0195,0,0.0135,0,0,2294,0,0,0,3095,0,0,0,2144,0,0,0,4.9999,0.4887,0.1285,0.1329,0.6153,0.7466,0.0256,0.0744,0,0,0,0,0,0,0,Grenville,1 @ 1 999,VL,AR760,Argenteuil,15,Laurentides,1669
76065,2015,2014,275367279.94,0,2589889,0,2157201,0,2562164,0,2157201,0,3275,0,30857,0,299003,0,2237650,0,751890,0,0,0,0,63530,4427595,640309,638094,0.0081,0,0.0027,0,0,753,0,0,0,763,0,0,0,257,0,0,0,6.9148,0.249,0.0248,0.0304,0.6989,0.8419,0.012,0.1167,0,0,0,0,0,0,0,Harrington,1 @ 1 999,CT,AR760,Argenteuil,15,Laurentides,857
77011,2015,2014,289107840,0,3791558,0,3208659,0,3681877,0,3208659,0,14781,0,0,0,179369,0,3555662,0,7675531,0,0,0,0,703522,10585571,7157548,442591,0.0122,0,0.0265,0,0,3557,0,0,0,3606,0,0,0,7816,0,0,0,1.4789,0.1202,0.1911,0.2015,0.7858,0.8715,0,0.0487,0,0,0,0,0,0,0,Esterel,1 @ 1 999,V,AR770,Les Pays-d'en-Haut,15,Laurentides,208
77012,2015,2014,522242239.68,0,7419409,0,5473261,5455013,7167877,0,5473261,5455013,64601,58000,24912,24912,301029,0,8123620,0,0,5634873,6566456,2678502,3887954,2858904,26027883,9651371,571240,0.0143,0,0.0108,0,0,1276,0,0,0,1685,0,0,0,1274,0,0,0,2.6968,0.0797,0.3988,0.3153,0.5543,0.7636,0.0035,0.042,0,0,0,0,0,0,0,Sainte-Marguerite-du-Lac-Masson,2 000 @ 9 999,V,AR770,Les Pays-d'en-Haut,15,Laurentides,2871
77022,2015,2014,1764332356.7,0,24885266,0,20022539,0,24611068,0,20022539,0,873235,0,407089,0,997868,0,27211035,0,37385645,0,0,0,0,8144752,73590137,45148200,1339162,0.0149,0,0.0212,0,0,2018,0,0,0,2594,0,0,0,3682,0,0,0,1.63,0.0544,0.3309,0.2771,0.5247,0.8136,0.0165,0.0405,0,0,0,0,0,0,0,Sainte-Adele,10 000 @ 24 999,V,AR770,Les Pays-d'en-Haut,15,Laurentides,12652
77030,2015,2014,635625234.39,0,6933964,0,5658325,0,6884311,0,5658325,0,33328,0,42881,0,350803,0,6259263,0,4669566,0,0,0,0,862504,25058236,4586558,1677605,0.0098,0,0.0073,0,0,2052,0,0,0,2206,0,0,0,1655,0,0,0,5.4634,0.2437,0.1253,0.1396,0.6816,0.8219,0.0062,0.051,0,0,0,0,0,0,0,Piedmont,2 000 @ 9 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,3009
77035,2015,2014,691583200,0,6248022,0,4613407,0,4915270,0,4101707,0,42855,0,0,0,241168,0,4933030,0,2888964,0,0,0,0,134816,14472146,3945165,1169536,0.0071,0,0.0042,0,0,1408,0,0,0,1471,0,0,0,869,0,0,0,3.6683,0.2379,0.0274,0.0295,0.777,0.8345,0,0.0491,0,0,0,0,0,0,0,Sainte-Anne-des-Lacs,2 000 @ 9 999,P,AR770,Les Pays-d'en-Haut,15,Laurentides,3567
77043,2015,2014,2192549786.3,0,21045126,0,17164989,0,20866111,0,17164989,0,638566,0,44031,0,590867,0,20503533,0,16418888,0,0,0,0,2116873,63470101,19672082,1639969,0.0091,0,0.0075,0,0,2028,0,0,0,2326,0,0,0,1922,0,0,0,3.2264,0.0786,0.1015,0.113,0.6672,0.8226,0.0021,0.0283,0,0,0,0,0,0,0,Saint-Sauveur,10 000 @ 24 999,V,AR770,Les Pays-d'en-Haut,15,Laurentides,10329
77050,2015,2014,830164335.77,0,8638791,0,7067837,0,8455164,0,7067837,0,90897,0,38362,0,204337,0,7931806,0,8860573,0,0,0,0,1001456,28929673,10815174,441134,0.0094,0,0.0107,0,0,1620,0,0,0,1771,0,0,0,2001,0,0,0,2.6749,0.0522,0.1184,0.1316,0.7675,0.8359,0.0045,0.0242,0,0,0,0,0,0,0,Morin-Heights,2 000 @ 9 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,4039
77055,2015,2014,87592128,0,1305876,0,874980,0,1211937,0,874980,0,922,0,83,0,165633,0,1158028,0,12996,0,0,0,0,0,1759162,194754,202193,0.0132,0,0.0001,0,0,1488,0,0,0,1929,0,0,0,22,0,0,0,9.0327,0.1668,0,0,0.6292,0.722,0.0001,0.1367,0,0,0,0,0,0,0,Lac-des-Seize-Iles,1 @ 1 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,220
77060,2015,2014,490665200,0,5053089,0,4086191,0,4638559,0,3840395,0,50808,0,68394,0,351762,0,4317226,0,1538519,0,0,0,0,198472,10361405,2304626,654487,0.0087,0,0.0031,0,0,862,0,0,0,834,0,0,0,301,0,0,0,4.4959,0.1411,0.0428,0.0503,0.6942,0.8279,0.0147,0.0758,0,0,0,0,0,0,0,Wentworth-Nord,1 @ 1 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,1500
77065,2015,2014,941052035.5,0,11553677,0,9408404,0,11446982,0,9408404,0,0,0,36145,0,634293,0,11891722,0,10514900,0,0,0,0,1148927,23960351,12924653,-158821,0.0126,0,0.0112,0,0,1190,0,0,0,1310,0,0,0,1159,0,0,0,1.8538,-0.0139,0.1004,0.101,0.3514,0.8219,0.0032,0.0554,0,0,0,0,0,0,0,Saint-Adolphe-d'Howard,2 000 @ 9 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,3726
78005,2015,2014,413974384.08,0,6396617,0,5074212,0,6293825,0,5074212,0,30683,0,49907,0,599454,0,5919831,0,13557739,0,0,0,0,2049430,26918976,16853061,275844,0.0142,0,0.0328,0,0,1725,0,0,0,1947,0,0,0,4482,0,0,0,1.5973,0.0438,0.3256,0.3188,0.7238,0.8062,0.0079,0.0952,0,0,0,0,0,0,0,Val-Morin,2 000 @ 9 999,M,AR780,Les Laurentides,15,Laurentides,2788
78010,2015,2014,673032724.19,0,8756648,0,6594321,0,8394764,0,6594321,0,74192,0,44637,0,575100,0,7869701,0,11061333,0,0,0,0,1084458,25111578,11919541,1768804,0.0116,0,0.0164,0,0,1595,0,0,0,1846,0,0,0,2619,0,0,0,2.1068,0.2107,0.1292,0.1412,0.5773,0.7855,0.0053,0.0685,0,0,0,0,0,0,0,Val-David,2 000 @ 9 999,VL,AR780,Les Laurentides,15,Laurentides,4607
78015,2015,2014,230498528,0,2086926,0,1707115,0,2046619,0,1707115,0,9729,0,28244,0,51372,0,1967784,0,482817,0,0,0,0,133567,4744673,570609,271350,0.0085,0,0.0021,0,0,1262,0,0,0,1399,0,0,0,345,0,0,0,8.3151,0.1326,0.0653,0.0716,0.7038,0.8341,0.0138,0.0251,0,0,0,0,0,0,0,Lantier,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,724
78020,2015,2014,201189016.08,0,2717517,0,1927915,0,2661324,0,1927915,0,3291,0,29074,0,372113,0,2942802,0,2724415,0,0,0,0,366466,7710480,3382505,93828,0.0146,0,0.0135,0,0,808,0,0,0,1148,0,0,0,1064,0,0,0,2.2795,0.0353,0.1377,0.1279,0.6127,0.7244,0.0109,0.1398,0,0,0,0,0,0,0,Sainte-Lucie-des-Laurentides,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1303
78032,2015,2014,1548766612.6,0,30167887,25269721,19613718,16387966,27251195,22353029,19613718,16387966,62328,0,1129950,834691,1865857,1693437,25092884,20218674.662,0,26943836,30636713,3692877,26943836,4245748,92097400,46724279,3222809,0.0131,0.0158,0.0174,0,0.0194,1868,315,2183,0,2103,429,2532,0,2803,329,3132,0,1.9711,0.1183,0.1558,0.1717,0.6199,0.7197,0.0415,0.0685,0,0,0,0,0,0,0,Sainte-Agathe-des-Monts,10 000 @ 24 999,V,AR780,Les Laurentides,15,Laurentides,10600
78042,2015,2014,260620608,0,1274494,0,1158796,0,1256494,0,1158796,0,2120,0,0,0,49731,0,1202118,0,1350016,0,0,0,0,99486,2970540,818461,136967,0.0046,0.0073,0.0052,0,0.0072,1469,589,2058,0,1500,866,2366,0,1688,665,2353,0,3.6294,0.109,0.0792,0.0841,0.7717,0.9222,0,0.0396,0,0,0,0,0,0,0,Ivry-sur-le-Lac,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,448
78047,2015,2014,629836189.32,0,7351219,0,5594024,0,6882211,0,5594024,0,95712,0,80184,0,318452,0,6654852,0,7834196,0,0,0,0,886681,18827529,8689348,1199600,0.0104,0,0.0124,0,0,1505,0,0,0,1716,0,0,0,2050,0,0,0,2.1667,0.1743,0.1288,0.1382,0.6691,0.8128,0.0117,0.0463,0,0,0,0,0,0,0,Saint-Faustin--Lac-Carre,2 000 @ 9 999,M,AR780,Les Laurentides,15,Laurentides,3593
78050,2015,2014,80381961,0,652535,0,453739,0,632233,0,453739,0,0,0,2836,0,6072,0,474278,0,16080,0,0,0,0,199,912116,195667,317661,0.0059,0,0.0002,0,0,1282,0,0,0,1192,0,0,0,40,0,0,0,4.6616,0.5024,0.0003,0.0004,0.714,0.7177,0.0045,0.0096,0,0,0,0,0,0,0,Barkmere,1 @ 1 999,V,AR780,Les Laurentides,15,Laurentides,57
78055,2015,2014,127205472,0,1314817,0,746873,0,1035733,0,746873,0,60549,0,23213,0,124819,0,1072249,0,221154,0,0,0,0,87923,3451602,636507,177098,0.008,0,0.0017,0,0,635,0,0,0,815,0,0,0,178,0,0,0,5.4227,0.171,0.0849,0.0932,0.743,0.7211,0.0224,0.1205,0,0,0,0,0,0,0,Montcalm,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,688
78060,2015,2014,91309117.803,0,1318904,0,868427,0,1094522,0,868427,0,31983,0,14289,0,68808,0,961830,0,370436,0,0,0,0,149892,2164705,452923,164590,0.0102,0,0.0041,0,0,1407,0,0,0,1431,0,0,0,570,0,0,0,4.7794,0.1504,0.1369,0.1506,0.6687,0.7934,0.0131,0.0629,0,0,0,0,0,0,0,Arundel,1 @ 1 999,CT,AR780,Les Laurentides,15,Laurentides,594
78065,2015,2014,92353537.068,0,1472244,0,875487,0,1297960,0,875487,0,49627,0,67381,0,215391,0,1284624,0,842534,0,0,0,0,151520,5878600,1068898,549240,0.0134,0,0.0091,0,0,1280,0,0,0,1737,0,0,0,1185,0,0,0,5.4997,0.4232,0.1167,0.1411,0.5825,0.6745,0.0519,0.1659,0,0,0,0,0,0,0,Huberdeau,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,913
78070,2015,2014,322094461.27,0,3143053,0,2400531,0,3094853,0,2400531,0,129507,0,61772,0,346558,0,3361722,0,2256081,0,0,0,0,650365,6037805,2391458,170059,0.01,0,0.007,0,0,918,0,0,0,1147,0,0,0,801,0,0,0,2.5247,0.0549,0.2101,0.1949,0.6509,0.7757,0.02,0.112,0,0,0,0,0,0,0,Amherst,1 @ 1 999,CT,AR780,Les Laurentides,15,Laurentides,1547
78075,2015,2014,108436812,0,1380107,0,1063595,0,1349227,0,1063595,0,8428,0,1587,0,86588,0,1437424,0,1189248,0,0,0,0,142476,6117151,1240068,297076,0.0132,0,0.011,0,0,1431,0,0,0,1832,0,0,0,1525,0,0,0,4.9329,0.2202,0.1056,0.1135,0.5793,0.7883,0.0012,0.0642,0,0,0,0,0,0,0,Brebeuf,1 @ 1 999,P,AR780,Les Laurentides,15,Laurentides,1064
78095,2015,2014,548642294.43,0,4912727,0,3890309,0,4896727,0,3890309,0,31158,0,120060,0,188518,0,4944942,0,2076372,0,0,0,0,443393,12396348,4184735,801875,0.009,0,0.0038,0,0,986,0,0,0,1195,0,0,0,505,0,0,0,2.9623,0.1638,0.0905,0.0952,0.6503,0.7945,0.0245,0.0385,0,0,0,0,0,0,0,Lac-Superieur,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1963
78100,2015,2014,203591053,0,2607086,0,2103617,0,2529670,0,2103617,0,8987,0,43209,0,215680,0,2172500,0,1470242,0,0,0,0,319863,6072522,2000082,254092,0.0106,0,0.0072,0,0,983,0,0,0,983,0,0,0,668,0,0,0,3.0361,0.1004,0.1264,0.1488,0.7201,0.8316,0.0171,0.0853,0,0,0,0,0,0,0,Val-des-Lacs,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,737
78102,2015,2014,3615194772.1,0,39528390,22583065,31408939,16117287,37820393,20940486,31408939,16117287,142091,932,288339,158894,1006981,749911,37591332,19017785.426,0,20079735,31733437,11653702,20079735,3662499,155292807,37164602,15965348,0.0053,0.0102,0.0056,0,0.0087,1361,1236,2597,0,1568,1454,3022,0,1656,919,2575,0,4.1785,0.4221,0.0968,0.1098,0.6927,0.8305,0.0076,0.0266,0,0,0,0,0,0,0,Mont-Tremblant,2 000 @ 9 999,V,AR780,Les Laurentides,15,Laurentides,9658
78115,2015,2014,299221624,0,3708473,0,2719630,0,3674473,0,2719630,0,9238,0,47113,0,426514,0,3291753,0,3127872,0,0,0,0,531265,10514220,4551906,740427,0.011,0,0.0105,0,0,1385,0,0,0,1538,0,0,0,1466,0,0,0,2.3098,0.2015,0.1446,0.1607,0.7803,0.7401,0.0128,0.1161,0,0,0,0,0,0,0,La Conception,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1357
78120,2015,2014,411529430.01,0,6334107,0,4321622,0,5400198,0,4321622,0,40117,0,131356,0,217756,0,5165571,0,4082698,0,0,0,0,721573,18384215,6091048,1218052,0.0125,0,0.0099,0,0,1635,0,0,0,1745,0,0,0,1390,0,0,0,3.0182,0.2256,0.1336,0.1491,0.5732,0.8003,0.0243,0.0403,0,0,0,0,0,0,0,Labelle,2 000 @ 9 999,M,AR780,Les Laurentides,15,Laurentides,2545
78127,2015,2014,163697200,0,366767,0,264154,0,351281,0,264154,0,3517,0,610,0,0,0,325664,0,6171,0,0,0,0,773,1473755,14861,198037,0.002,0.0069,0,0,0.0031,881,2208,3089,0,1013,2511,3524,0,19,1587,1606,0,99.1693,0.5638,0.0022,0.0025,0.9435,0.752,0.0017,0,0,0,0,0,0,0,0,Lac-Tremblant-Nord,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,56
78130,2015,2014,416836358.42,0,4424161,0,3109870,0,4336157,0,3109870,0,33921,0,90268,0,467011,0,4166142,0,1306172,0,0,0,0,444764,7082835,1991923,998034,0.0099,0,0.0031,0,0,1209,0,0,0,1502,0,0,0,475,0,0,0,3.5558,0.2302,0.1026,0.11,0.499,0.7172,0.0208,0.1077,0,0,0,0,0,0,0,La Minerve,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1214
79005,2015,2014,342771768.96,0,3916918,0,2722171,0,3916918,0,2722171,0,30046,0,196684,0,314538,0,3615575,0,2323996,0,0,0,0,419671,9802423,2368356,1779412,0.0105,0,0.0068,0,0,993,0,0,0,1117,0,0,0,724,0,0,0,4.1389,0.4543,0.1071,0.1174,0.6817,0.695,0.0502,0.0803,0,0,0,0,0,0,0,Notre-Dame-du-Laus,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,1603
79010,2015,2014,158094225.6,0,1899471,0,1265164,0,1897487,0,1265164,0,13347,0,95359,0,258038,0,1861768,0,3592456,0,0,0,0,304525,6717750,3702627,583777,0.0117,0,0.0227,0,0,995,0,0,0,1399,0,0,0,2719,0,0,0,1.8143,0.3077,0.1605,0.1677,0.7755,0.6668,0.0503,0.136,0,0,0,0,0,0,0,Notre-Dame-de-Pontmain,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,746
79015,2015,2014,96462576,0,1403470,0,929145,0,1382470,0,929145,0,6548,0,24515,0,151677,0,1309291,0,382386,0,0,0,0,80804,2600508,376363,597595,0.0135,0,0.004,0,0,1271,0,0,0,1692,0,0,0,497,0,0,0,6.9096,0.4323,0.0584,0.0662,0.5709,0.6721,0.0177,0.1097,0,0,0,0,0,0,0,Lac-du-Cerf,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,431
79022,2015,2014,85176128,0,1320181,0,819873,0,1306181,0,819873,0,6175,0,47913,0,327679,0,1401317,0,746916,0,0,0,0,131483,3755852,680582,511930,0.0164,0,0.0088,0,0,990,0,0,0,1593,0,0,0,853,0,0,0,5.5186,0.3919,0.1007,0.1026,0.6342,0.6277,0.0367,0.2509,0,0,0,0,0,0,0,Saint-Aime-du-Lac-des-Iles,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,804
79025,2015,2014,84467549.504,0,1552292,0,862910,0,1498792,0,862910,0,16945,0,99951,0,313994,0,1520143,0,699847,0,0,0,0,191408,4912236,1123699,292742,0.0178,0,0.0083,0,0,1168,0,0,0,1915,0,0,0,892,0,0,0,4.3715,0.1953,0.1277,0.1359,0.6312,0.5757,0.0667,0.2095,0,0,0,0,0,0,0,Kiamika,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,807
79030,2015,2014,452508315.71,0,4821521,0,3818727,0,4738395,0,3818727,0,900,0,79633,0,478506,0,5066597,0,3860274,0,0,0,0,266486,8938627,5530224,315072,0.0112,0,0.0085,0,0,1033,0,0,0,1277,0,0,0,973,0,0,0,1.6163,0.0665,0.0562,0.0569,0.5206,0.8059,0.0168,0.101,0,0,0,0,0,0,0,Nominingue,2 000 @ 9 999,M,AR790,Antoine-Labelle,15,Laurentides,2056
79037,2015,2014,558891250.34,0,11073001,0,6235212,6235212,10251720,0,6235212,6235212,399178,301937,671471,671471,738916,0,10347356,0,0,8674284,8906715,836500,8070215,1120893,25990810,10461277,992261,0.016,0,0.0155,0,0,1577,0,0,0,2125,0,0,0,2064,0,0,0,2.4845,0.0968,0.1093,0.1162,0.564,0.6082,0.0655,0.0721,0,0,0,0,0,0,0,Riviere-Rouge,2 000 @ 9 999,V,AR790,Antoine-Labelle,15,Laurentides,4669
79047,2015,2014,214304805,0,2694706,0,1623629,0,2526293,0,1623629,0,0,0,430204,0,224429,0,2416155,0,879919,0,0,0,0,113771,6525982,478081,946172,0.0113,0,0.0041,0,0,1206,0,0,0,1680,0,0,0,612,0,0,0,13.6504,0.3745,0.045,0.05,0.6289,0.6427,0.1703,0.0888,0,0,0,0,0,0,0,La Macaza,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,1070
