"cod_geo","nom_mun","designation","population","facteur_comparatif","RFU0100","RFU0200","RFU0300","RFU0400","RFU0500","RFU0600","RFU0700","RFU0710","RFU0750","RFU0755","RFU0760","RFU0800","RFU0900","RFU1000","RFU1100","RFU1150","RFU1300","RFU1350","RFU1400","RFU1501","RFU1502","RFU1600","RFU3000","no_classe_population","classe_population","cod_mrc","nom_mrc","cod_cm","nom_cm","no_reg","desc_reg"
03020,Grande-Vallée,M,1069,1.08,69029064.00,8676504.00,6520824.00,10024452.00,166428.00,2848608.00,97265880.00,0.00,97265880.00,0.00,0.00,0.00,0.00,0.00,149364.00,0.00,1846260.00,0.00,0.00,1960452.72,4331558.16,0.00,105553514.88,01,1 @ 1 999,AR030,La Côte-de-Gaspé,,,11,Gaspésie-Îles-de-la-Madeleine
03025,Murdochville,V,608,1.61,18276559.00,4067665.00,3657115.00,6833162.00,0.00,734643.00,33569144.00,0.00,33569144.00,0.00,0.00,0.00,0.00,0.00,97244.00,0.00,634984.00,0.00,0.00,0.00,736275.54,0.00,35037647.54,01,1 @ 1 999,AR030,La Côte-de-Gaspé,,,11,Gaspésie-Îles-de-la-Madeleine
04005,Sainte-Madeleine-de-la-Rivière-Madeleine,M,279,1.01,14350181.00,3843656.00,6045961.00,3308255.00,381376.00,2246240.00,30175669.00,0.00,30175669.00,0.00,0.00,0.00,0.00,48581.00,32118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30256368.00,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie-Îles-de-la-Madeleine
04010,Saint-Maxime-du-Mont-Louis,M,1131,1.08,47716236.00,4484052.00,6219072.00,8559108.00,625212.00,3646944.00,71250624.00,0.00,71250624.00,0.00,0.00,0.00,0.00,2414124.00,261252.00,297108.00,0.00,0.00,0.00,1063339.92,4152135.60,0.00,79438583.52,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie-Îles-de-la-Madeleine
04015,Mont-Saint-Pierre,VL,170,1.23,12140715.00,919056.00,1723968.00,3067005.00,186960.00,962475.00,19000179.00,0.00,19000179.00,0.00,0.00,0.00,0.00,34317.00,50430.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19084926.00,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie-Îles-de-la-Madeleine
04020,Rivière-à-Claude,M,143,1.05,7169505.00,372225.00,1923285.00,1377180.00,104055.00,1302105.00,12248355.00,0.00,12248355.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12248355.00,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie-Îles-de-la-Madeleine
04025,Marsoui,VL,266,1.11,10285593.00,372627.00,1412586.00,2504382.00,60828.00,658341.00,15294357.00,0.00,15294357.00,0.00,0.00,0.00,0.00,0.00,34632.00,0.00,0.00,0.00,0.00,1076402.52,0.00,0.00,16405391.52,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie-Îles-de-la-Madeleine
04030,La Martre,M,208,1.19,11106627.00,429471.00,3215261.00,2894080.00,475405.00,2158660.00,20279504.00,0.00,20279504.00,0.00,0.00,0.00,0.00,0.00,49028.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20328532.00,01,1 @ 1 999,AR040,La Haute-Gaspésie,,,11,Gaspésie-Îles-de-la-Madeleine
04037,Sainte-Anne-des-Monts,V,6359,1.15,323291105.00,69513590.00,31524260.00,81947735.00,2748615.00,11464235.00,520489540.00,0.00,520489540.00,0.00,0.00,0.00,0.00,142600.00,1303985.00,4299735.00,46835245.00,0.00,0.00,2628895.40,22048094.40,0.00,597748094.80,02,2 000 @ 9 999,AR040,La Haute-Gaspésie,,,11,Gaspésie-Îles-de-la-Madeleine
04047,Cap-Chat,V,2452,1.15,108859575.00,20890440.00,17025865.00,29540855.00,6710135.00,3205855.00,186232725.00,0.00,186232725.00,0.00,0.00,0.00,0.00,6555.00,43930.00,0.00,9640105.00,0.00,0.00,1629221.10,4247272.00,0.00,201799808.10,02,2 000 @ 9 999,AR040,La Haute-Gaspésie,,,11,Gaspésie-Îles-de-la-Madeleine
05010,Shigawake,M,284,1.05,14504805.00,612570.00,821730.00,880740.00,1896405.00,2819145.00,21535395.00,0.00,21535395.00,0.00,0.00,0.00,0.00,0.00,63315.00,0.00,0.00,0.00,0.00,0.00,8868.30,0.00,21607578.30,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05015,Saint-Godefroi,CT,355,1.12,19220768.00,1744960.00,791840.00,2199792.00,1069040.00,2039520.00,27065920.00,0.00,27065920.00,0.00,0.00,0.00,0.00,0.00,74816.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27140736.00,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05020,Hope Town,M,397,1.15,21766855.00,1712695.00,2015030.00,2222375.00,1129990.00,4583785.00,33430730.00,0.00,33430730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3111.90,0.00,33433841.90,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05025,Hope,CT,608,1.41,43350309.00,3862413.00,2814078.00,2644737.00,1212459.00,6065397.00,59949393.00,0.00,59949393.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2774.88,0.00,59952167.88,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05032,Paspébiac,V,3198,0.99,195675777.00,23832468.00,12923658.00,27532395.00,3220569.00,10722690.00,273907557.00,0.00,273907557.00,0.00,0.00,0.00,0.00,109296.00,415602.00,0.00,5467077.00,0.00,0.00,1451985.48,13469791.50,0.00,294821308.98,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05040,New Carlisle,M,1436,1.10,73810110.00,6449300.00,7437650.00,5041300.00,546040.00,6978730.00,100263130.00,0.00,100263130.00,0.00,0.00,0.00,0.00,212740.00,254320.00,14127520.00,6364050.00,0.00,0.00,0.00,6454170.80,0.00,127675930.80,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05045,Bonaventure,V,2739,1.15,176921060.00,31360730.00,25406145.00,40987886.00,13411070.00,13498470.00,301585361.00,0.00,301585361.00,0.00,0.00,834670.00,0.00,2964930.00,46230.00,0.00,2615790.00,0.00,0.00,2930938.30,16987296.30,0.00,327965215.60,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05050,Saint-Elzéar,M,465,0.99,17843760.00,854667.00,6563898.00,5545782.00,830115.00,3992175.00,35630397.00,0.00,35630397.00,0.00,0.00,0.00,0.00,0.00,66132.00,0.00,408573.00,0.00,0.00,491544.90,0.00,0.00,36596646.90,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05055,Saint-Siméon,P,1215,1.08,73147320.00,14599332.00,8119116.00,6735852.00,3271860.00,4019112.00,109892592.00,0.00,109892592.00,0.00,0.00,0.00,0.00,52272.00,172692.00,0.00,0.00,0.00,0.00,891799.20,0.00,0.00,111009355.20,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05060,Caplan,M,2016,1.04,124534904.00,20769632.00,16520400.00,18933304.00,6227000.00,7508904.00,194494144.00,0.00,194494144.00,0.00,0.00,0.00,0.00,58864.00,106600.00,0.00,3236688.00,0.00,0.00,1237498.08,1364.48,0.00,199135158.56,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05065,Saint-Alphonse,M,730,0.99,31875129.00,2088801.00,5715765.00,7117209.00,2327193.00,3517470.00,52641567.00,0.00,52641567.00,0.00,0.00,0.00,0.00,0.00,84447.00,0.00,0.00,0.00,0.00,1253419.20,6494.40,0.00,53985927.60,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05070,New Richmond,V,3873,1.23,226056534.00,41639682.00,26660250.00,81400416.00,8906553.00,14616213.00,399279648.00,0.00,399279648.00,0.00,0.00,0.00,0.00,356577.00,69249.00,692613.00,2529495.00,0.00,0.00,4190329.56,2978597.52,0.00,410096509.08,02,2 000 @ 9 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
05077,Cascapédia-Saint-Jules,M,763,1.05,51281160.00,3805305.00,8028930.00,6136515.00,1518510.00,7680750.00,78451170.00,0.00,78451170.00,0.00,0.00,0.00,0.00,67515.00,60270.00,212625.00,0.00,0.00,0.00,0.00,1119.30,0.00,78792699.30,01,1 @ 1 999,AR050,Bonaventure,,,11,Gaspésie-Îles-de-la-Madeleine
06005,Maria,M,2673,1.00,191966400.00,27204100.00,22130000.00,22994900.00,4745300.00,10419900.00,279460600.00,0.00,279460600.00,0.00,0.00,0.00,0.00,28400.00,306600.00,0.00,43307500.00,0.00,0.00,4590606.00,9348.00,0.00,327703054.00,02,2 000 @ 9 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06013,Carleton-sur-Mer,V,4190,1.16,306737292.00,40496528.00,36930224.00,66268317.60,7039692.00,16942612.00,474414665.60,0.00,474414665.60,0.00,0.00,3828.00,0.00,44776.00,425720.00,0.00,737296.00,0.00,7663888.00,3331387.76,17001653.68,0.00,503623215.04,02,2 000 @ 9 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06020,Nouvelle,M,1723,1.06,97533250.00,13612414.00,13177920.00,22738250.80,3741694.00,10474602.00,161278130.80,0.00,161278130.80,0.00,0.00,0.00,0.00,4059482.00,161014.00,504030.00,0.00,0.00,39326.00,1839922.56,0.00,0.00,167881905.36,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06025,Escuminac,M,566,1.06,34816654.00,3041882.00,10083992.00,3150850.00,1506684.00,8219770.00,60819832.00,0.00,60819832.00,0.00,0.00,0.00,0.00,26182.00,56604.00,0.00,0.00,0.00,0.00,1379855.00,0.00,0.00,62282473.00,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06030,Pointe-à-la-Croix,M,1342,1.06,51778032.00,12422776.00,10091624.00,16243758.00,281960.00,5461014.00,96279164.00,0.00,96279164.00,0.00,0.00,0.00,0.00,179140.00,2246034.00,0.00,419124.00,0.00,0.00,2600559.48,173.84,0.00,101724195.32,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06035,Ristigouche-Partie-Sud-Est,CT,163,1.27,13946759.00,543687.00,3211322.00,1024255.00,470408.00,1777619.00,20974050.00,0.00,20974050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20974050.00,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06040,Saint-André-de-Restigouche,M,151,1.33,6661704.00,846811.00,1470448.00,3267943.00,2623026.00,1723414.00,16593346.00,0.00,16593346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3817.10,0.00,16597163.10,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06045,Matapédia,M,618,0.99,22471416.00,4891590.00,6020982.00,5471769.60,1499157.00,3629637.00,43984551.60,0.00,43984551.60,0.00,0.00,0.00,0.00,770715.00,122265.00,3524301.00,4722003.00,0.00,0.00,0.00,7766896.50,0.00,60890732.10,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06050,Saint-Alexis-de-Matapédia,M,493,0.99,17360937.00,1924560.00,2833578.00,3086721.00,3524796.00,1988415.00,30719007.00,0.00,30719007.00,0.00,0.00,0.00,0.00,1881.00,54747.00,0.00,0.00,0.00,0.00,605602.80,0.00,0.00,31381237.80,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06055,Saint-François-d'Assise,M,653,0.98,22146922.00,2610132.00,2879828.00,5070030.00,1152284.00,2837884.00,36697080.00,0.00,36697080.00,0.00,0.00,0.00,0.00,0.00,62328.00,0.00,0.00,0.00,0.00,1011089.52,1607.20,0.00,37772104.72,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
06060,L'Ascension-de-Patapédia,M,168,1.01,5073230.00,0.00,977781.00,4085349.00,2287549.00,1264823.00,13688732.00,0.00,13688732.00,0.00,0.00,0.00,0.00,0.00,56156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13744888.00,01,1 @ 1 999,AR060,Avignon,,,11,Gaspésie-Îles-de-la-Madeleine
07005,Sainte-Marguerite-Marie,M,175,1.09,5379477.00,371254.00,509793.00,7490371.00,0.00,41965.00,13792860.00,0.00,13792860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,983.18,0.00,13793843.18,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07010,Sainte-Florence,M,361,1.03,10156830.00,1682402.00,560732.00,8329816.00,2044859.00,207957.00,22982596.00,0.00,22982596.00,0.00,0.00,0.00,0.00,0.00,26574.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23009170.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07018,Causapscal,V,2242,1.25,81955875.00,17565625.00,6120000.00,34348887.50,11611625.00,1565750.00,153167762.50,0.00,153167762.50,0.00,0.00,0.00,0.00,33125.00,0.00,0.00,375500.00,0.00,0.00,2124312.50,8144342.50,0.00,163845042.50,02,2 000 @ 9 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07025,Albertville,M,227,1.37,8535785.00,500598.00,1585501.00,14388836.00,3704206.00,415932.00,29130858.00,0.00,29130858.00,0.00,0.00,0.00,0.00,0.00,47950.00,0.00,0.00,0.00,0.00,244451.84,224.68,0.00,29423484.52,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07030,Saint-Léon-le-Grand,P,988,1.22,41120954.00,1580144.00,2193682.00,17634856.00,14801650.00,829112.00,78160398.00,0.00,78160398.00,0.00,0.00,0.00,0.00,0.00,66978.00,0.00,0.00,0.00,0.00,1309923.76,0.00,0.00,79537299.76,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07035,Saint-Zénon-du-Lac-Humqui,P,344,1.10,13092310.00,988350.00,6435880.00,15627480.00,3811280.00,594770.00,40550070.00,0.00,40550070.00,0.00,0.00,0.00,0.00,0.00,34100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40584170.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07040,Sainte-Irène,P,341,1.12,18663456.00,607040.00,11725728.00,13656608.00,7490000.00,965328.00,53108160.00,0.00,53108160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216558.72,0.00,0.00,53324718.72,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07047,Amqui,V,6255,1.03,316343900.00,67581081.00,54588043.00,97683964.00,32694569.00,7002455.00,575894012.00,0.00,575894012.00,0.00,0.00,103.00,0.00,46968.00,467105.00,773942.00,13856899.00,0.00,1897363.00,9916870.90,14407946.94,0.00,617261209.84,02,2 000 @ 9 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07057,Lac-au-Saumon,M,1414,1.32,56461416.00,6127044.00,4990920.00,15824820.00,11992068.00,1179948.00,96576216.00,0.00,96576216.00,0.00,0.00,1716.00,0.00,0.00,92532.00,437844.00,11112684.00,0.00,0.00,1150699.44,0.00,0.00,109371691.44,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07065,Saint-Alexandre-des-Lacs,P,281,1.04,10424648.00,271544.00,1004224.00,7987720.00,1340456.00,201656.00,21230248.00,0.00,21230248.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21230248.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07070,Saint-Tharcisius,P,426,0.99,12727836.00,1051974.00,863478.00,3833874.00,8621217.00,1161765.00,28260144.00,0.00,28260144.00,0.00,0.00,0.00,0.00,0.00,59004.00,0.00,0.00,0.00,0.00,944366.94,0.00,0.00,29263514.94,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07075,Saint-Vianney,M,445,1.08,13871196.00,1244484.00,1006560.00,15207156.00,2165184.00,290628.00,33785208.00,0.00,33785208.00,0.00,0.00,0.00,0.00,0.00,34452.00,0.00,0.00,0.00,0.00,591049.44,0.00,0.00,34410709.44,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07080,Val-Brillant,M,941,1.37,64554537.00,4494833.00,9879618.00,8798688.00,22745562.00,3030029.00,113503267.00,0.00,113503267.00,0.00,0.00,0.00,0.00,142206.00,120149.00,0.00,0.00,0.00,0.00,1341901.30,0.00,0.00,115107523.30,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07085,Sayabec,M,1777,1.19,72144940.00,9814882.00,7633493.00,66125682.00,10459624.00,2235653.00,168414274.00,0.00,168414274.00,0.00,0.00,0.00,0.00,0.00,108409.00,0.00,722568.00,0.00,0.00,1447892.04,3815573.16,0.00,174508716.20,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07090,Saint-Cléophas,P,333,1.15,8491255.00,102925.00,632040.00,14708385.00,2893860.00,113045.00,26941510.00,0.00,26941510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26941510.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07095,Saint-Moïse,P,574,1.20,18049080.00,1817640.00,1958760.00,19278120.00,5529240.00,769080.00,47401920.00,0.00,47401920.00,0.00,0.00,0.00,0.00,0.00,54120.00,0.00,164400.00,0.00,0.00,524964.00,0.00,0.00,48145404.00,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07100,Saint-Noël,VL,398,1.12,11656176.00,592032.00,499072.00,5344528.00,4548880.00,214704.00,22855392.00,0.00,22855392.00,0.00,0.00,0.00,0.00,0.00,64960.00,0.00,0.00,0.00,0.00,510354.88,0.00,0.00,23430706.88,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
07105,Saint-Damase,P,358,0.99,13732290.00,636669.00,2731806.00,10204623.00,11331837.00,1684584.00,40321809.00,0.00,40321809.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,759601.26,0.00,0.00,41081410.26,01,1 @ 1 999,AR070,La Matapédia,,,01,Bas-Saint-Laurent
08005,Les Méchins,M,973,1.00,47414600.00,5895800.00,10141300.00,30142600.00,648200.00,1475600.00,95718100.00,0.00,95718100.00,0.00,0.00,0.00,0.00,136600.00,48100.00,0.00,0.00,0.00,0.00,1669438.00,0.00,0.00,97572238.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08010,Saint-Jean-de-Cherbourg,P,179,1.09,4911976.00,0.00,2065768.00,3964439.00,107801.00,260619.00,11310603.00,0.00,11310603.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11310603.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08015,Grosses-Roches,M,403,1.08,20070396.00,1119744.00,5816448.00,3774384.00,386424.00,3889728.00,35057124.00,0.00,35057124.00,0.00,0.00,0.00,0.00,45144.00,44388.00,0.00,0.00,0.00,0.00,424910.88,0.00,0.00,35571566.88,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08023,Sainte-Félicité,M,1144,1.06,54540816.00,4595736.00,7870500.00,7579848.00,8041690.00,595720.00,83224310.00,0.00,83224310.00,0.00,0.00,0.00,0.00,0.00,69006.00,0.00,0.00,0.00,0.00,1442176.64,0.00,0.00,84735492.64,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08030,Saint-Adelme,P,514,1.09,21406510.00,1167499.00,5800653.00,7067778.00,5590719.00,522001.00,41555160.00,0.00,41555160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,844015.34,0.00,0.00,42399175.34,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08035,Saint-René-de-Matane,M,954,1.00,48113100.00,2706600.00,10267200.00,7130700.00,2839400.00,2911000.00,73968000.00,0.00,73968000.00,0.00,0.00,0.00,0.00,10800.00,59600.00,0.00,0.00,0.00,0.00,2557744.00,0.00,0.00,76596144.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08040,Sainte-Paule,M,255,1.15,20648595.00,602025.00,14950460.00,2816695.00,1178520.00,1636220.00,41832515.00,0.00,41832515.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260173.70,1037.30,0.00,42093726.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08053,Matane,V,14000,1.00,714348700.00,174423900.00,76004100.00,292769700.00,32271100.00,15203400.00,1305020900.00,0.00,1305020900.00,0.00,0.00,50400.00,0.00,6575000.00,12683900.00,4105000.00,48471200.00,0.00,42111100.00,17575880.00,31063732.00,0.00,1467657112.00,03,10 000 @ 24 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08065,Saint-Léandre,P,376,1.00,17520100.00,501300.00,3970300.00,3739100.00,8837400.00,892700.00,35460900.00,0.00,35460900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,919876.00,0.00,0.00,36380776.00,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08073,Saint-Ulric,M,1617,1.12,91711760.00,6442016.00,21546112.00,11262160.00,19591376.00,2593024.00,153146448.00,0.00,153146448.00,0.00,0.00,0.00,0.00,17360.00,1232.00,0.00,0.00,0.00,0.00,1632180.48,1744.96,0.00,154798965.44,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
08080,Baie-des-Sables,M,622,1.12,35498064.00,2793168.00,3812704.00,5305776.00,14554512.00,1036560.00,63000784.00,0.00,63000784.00,0.00,0.00,0.00,0.00,19600.00,45360.00,0.00,0.00,0.00,0.00,1523350.08,0.00,0.00,64589094.08,01,1 @ 1 999,AR080,La Matanie,,,01,Bas-Saint-Laurent
09005,La Rédemption,P,430,0.98,12695508.00,634844.00,2299962.00,5934586.00,3059462.00,1637678.00,26262040.00,0.00,26262040.00,0.00,0.00,0.00,0.00,0.00,32928.00,0.00,0.00,0.00,0.00,714320.04,0.00,0.00,27009288.04,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
09010,Saint-Charles-Garnier,P,249,1.06,9129462.00,255884.00,2398250.00,2533506.00,4365504.00,1522160.00,20204766.00,0.00,20204766.00,0.00,0.00,0.00,0.00,0.00,40068.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20244834.00,01,1 @ 1 999,AR090,La Mitis,,,01,Bas-Saint-Laurent
