"cod_geo","nom_mun","designation","population","facteur_comparatif","RFU0100","RFU0200","RFU0300","RFU0400","RFU0500","RFU0600","RFU0700","RFU0710","RFU0750","RFU0755","RFU0760","RFU0800","RFU0900","RFU1000","RFU1100","RFU1300","RFU1400","RFU1501","RFU1502","RFU1600","RFU3000","no_classe_population","classe_population","cod_mrc","nom_mrc","cod_cm","nom_cm","no_reg","desc_reg" 
38015,"Sainte-Marie-de-Blandford","M",449,"1.00","28008500.00","2409500.00","12069400.00","4054200.00","17499400.00","5115800.00","69156800.00","0.00","69156800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","332260.50","0.00","69489060.50",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38020,"Lemieux","M",283,"1.00","12166600.00","1099200.00","2545300.00","2928000.00","27603100.00","2981900.00","49324100.00","0.00","49324100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","49324100.00",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38028,"Manseau","M",819,"1.00","41041500.00","2597000.00","6294200.00","18338700.00","29003800.00","5799900.00","103075100.00","0.00","103075100.00","0.00","0.00","0.00","0.00","0.00","110400.00","0.00","0.00","635563.50","2717.00","0.00","103823780.50",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38035,"Sainte-Françoise","M",471,"1.00","25147500.00","1649300.00","4969700.00","4158200.00","41781400.00","2939700.00","80645800.00","0.00","80645800.00","0.00","0.00","0.00","0.00","0.00","37200.00","0.00","0.00","829972.00","929.50","0.00","81513901.50",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38040,"Sainte-Sophie-de-Lévrard","P",730,"1.00","42367800.00","3069600.00","6792200.00","9652200.00","47941000.00","3979500.00","113802300.00","21218.00","113781082.00","100.00","21218.00","0.00","0.00","0.00","0.00","313157.00","0.00","858071.50","643.50","0.00","114974172.00",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38047,"Fortierville","M",646,"1.00","27765800.00","4334700.00","1774300.00","6110600.00","45506100.00","775100.00","86266600.00","11037.00","86255563.00","100.00","11037.00","0.00","0.00","1000.00","0.00","4486020.50","0.00","0.00","0.00","0.00","90753620.50",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38055,"Parisville","P",538,"1.00","28001300.00","1994800.00","1210800.00","5090800.00","37302900.00","1172800.00","74773400.00","5005.00","74768395.00","100.00","5005.00","0.00","0.00","0.00","74600.00","0.00","0.00","0.00","0.00","0.00","74848000.00",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38060,"Sainte-Cécile-de-Lévrard","P",375,"1.00","18169700.00","0.00","722500.00","1643100.00","47474800.00","310300.00","68320400.00","0.00","68320400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","910266.50","0.00","0.00","69230666.50",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38065,"Saint-Pierre-les-Becquets","M",1128,"1.00","75038200.00","4702400.00","17231900.00","7088800.00","49890200.00","2682600.00","156634100.00","0.00","156634100.00","0.00","0.00","0.00","0.00","0.00","0.00","1799596.50","0.00","790575.50","7290855.00","0.00","166515127.00",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38070,"Deschaillons-sur-Saint-Laurent","M",896,"1.00","64650200.00","8094400.00","8138400.00","10612700.00","28038700.00","2172200.00","121706600.00","0.00","121706600.00","0.00","0.00","0.00","0.00","8200.00","195200.00","633158.50","0.00","1678391.00","0.00","0.00","124221549.50",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
39005,"Saints-Martyrs-Canadiens","P",273,"1.05","56161350.00","656985.00","22611960.00","13900740.00","2980320.00","10464195.00","106775550.00","0.00","106775550.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","675.68","0.00","106776225.68",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39010,"Ham-Nord","CT",858,"1.00","35442100.00","4707600.00","8523000.00","10917700.00","40866500.00","2632300.00","103089200.00","0.00","103089200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","566852.00","3718.00","0.00","103659770.00",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39015,"Notre-Dame-de-Ham","M",433,"1.02","20968344.00","1026120.00","2077026.00","2075700.00","7451712.00","1747158.00","35346060.00","0.00","35346060.00","0.00","0.00","0.00","0.00","8160.00","0.00","0.00","0.00","0.00","0.00","0.00","35354220.00",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39020,"Saint-Rémi-de-Tingwick","M",476,"1.22","33984686.00","439200.00","10272156.00","1602592.00","35666334.00","2746342.00","84711310.00","0.00","84711310.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","84711310.00",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39025,"Tingwick","M",1455,"1.15","92564305.00","6908740.00","13091140.00","5307365.00","97237560.00","5248600.00","220357710.00","0.00","220357710.00","0.00","0.00","0.00","0.00","29095.00","0.00","0.00","0.00","830554.73","822.25","0.00","221218181.98",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39030,"Chesterville","M",939,"1.00","46386100.00","4080900.00","4024100.00","16863000.00","75425600.00","4672100.00","151451800.00","0.00","151451800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1098597.50","0.00","0.00","152550397.50",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39035,"Sainte-Hélène-de-Chester","M",407,"1.00","22784000.00","1508900.00","3094300.00","7134700.00","45450100.00","3297800.00","83269800.00","0.00","83269800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","214.50","0.00","83270014.50",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39043,"Saint-Norbert-d'Arthabaska","M",1240,"1.00","76387500.00","3048400.00","3906800.00","5918800.00","97232500.00","2527500.00","189021500.00","0.00","189021500.00","0.00","0.00","0.00","0.00","5800.00","0.00","0.00","0.00","1077791.00","71.50","0.00","190105162.50",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39060,"Saint-Christophe-d'Arthabaska","P",3086,"1.10","268153160.00","11680130.00","5578760.00","24870340.00","51358560.00","7183000.00","368823950.00","247003.90","368576946.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","368576946.10",2,"2 000 @ 9 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39062,"Victoriaville","V",48041,"1.12","2582443472.00","794672368.00","179477088.00","1041974528.00","68852336.00","54905200.00","4722324992.00","0.00","4722324992.00","0.00","0.00","295792.00","0.00","16035488.00","2189600.00","100976148.00","58176438.32","33861507.68","78205327.20","0.00","5012065293.20",4,"25 000 @ 99 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39077,"Warwick","V",4866,"1.00","251657900.00","48057100.00","8583700.00","84314300.00","188350700.00","9026900.00","589990600.00","10800.00","589979800.00","100.00","10800.00","0.00","0.00","100.00","0.00","3575195.00","0.00","3506932.00","7356277.50","0.00","604429104.50",2,"2 000 @ 9 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39085,"Saint-Albert","M",1734,"1.04","104065312.00","9766120.00","3503448.00","3212560.00","80870608.00","2302248.00","203720296.00","0.00","203720296.00","0.00","0.00","0.00","0.00","104.00","0.00","0.00","0.00","576810.52","1784.64","0.00","204298995.16",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39090,"Sainte-Élizabeth-de-Warwick","M",383,"1.14","17061240.00","925452.00","405156.00","944718.00","48930966.00","350664.00","68618196.00","0.00","68618196.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","68618196.00",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39097,"Kingsey Falls","V",1932,"1.11","123670428.00","11499156.00","7926288.00","89744388.00","37247715.00","4184478.00","274272453.00","0.00","274272453.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1632934.88","1111.11","0.00","275906498.99",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39105,"Sainte-Séraphine","P",385,"1.28","18069632.00","576512.00","4072704.00","867968.00","44590720.00","2840320.00","71017856.00","0.00","71017856.00","0.00","0.00","0.00","0.00","1536.00","0.00","0.00","0.00","0.00","0.00","0.00","71019392.00",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39117,"Sainte-Clotilde-de-Horton","M",1602,"1.18","100042996.00","6421324.00","10934942.00","7821276.00","69900368.00","7628818.00","202749724.00","0.00","202749724.00","0.00","0.00","0.00","0.00","118.00","77644.00","0.00","0.00","923345.28","759.33","0.00","203751590.61",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39130,"Saint-Samuel","M",822,"1.08","46004004.00","1856736.00","2744172.00","4805676.00","31315140.00","3211920.00","89937648.00","0.00","89937648.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","328648.32","0.00","0.00","90266296.32",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39135,"Saint-Valère","M",1228,"1.08","76267980.00","3235140.00","5106780.00","16336944.00","78877260.00","4811508.00","184635612.00","0.00","184635612.00","0.00","0.00","0.00","0.00","1080.00","0.00","0.00","0.00","770887.26","0.00","0.00","185407579.26",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39145,"Saint-Rosaire","P",920,"1.02","55712196.00","982464.00","6650604.00","31863168.00","53596818.00","6096234.00","154901484.00","14508.48","154886975.52","0.00","0.00","0.00","0.00","102.00","0.00","0.00","0.00","848686.41","0.00","0.00","155735763.93",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39152,"Daveluyville","V",2390,"1.09","124601606.00","16484506.00","7376139.00","31933512.00","30633142.00","8039731.00","219068636.00","1507.47","219067128.53","0.00","0.00","0.00","0.00","168623.00","0.00","198946.80","0.00","1852514.95","1717921.21","0.00","223005134.49",2,"2 000 @ 9 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39165,"Maddington Falls","M",440,"1.08","20679192.00","1871316.00","1832004.00","792072.00","11588292.00","1495476.00","38258352.00","0.00","38258352.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38258352.00",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
39170,"Saint-Louis-de-Blandford","M",1157,"1.14","71010828.00","3420684.00","10912878.00","12075678.00","56143746.00","8163654.00","161727468.00","0.00","161727468.00","0.00","0.00","0.00","0.00","1111728.00","0.00","0.00","0.00","0.00","163.02","0.00","162839359.02",1,"1 @ 1 999","AR390","Arthabaska",,,17,"Centre-du-Québec"
40005,"Ham-Sud","M",242,"1.15","21115035.00","1062025.00","13243515.00","15262800.00","11455265.00","10617835.00","72756475.00","0.00","72756475.00","0.00","0.00","464485.00","0.00","0.00","288650.00","0.00","0.00","0.00","0.00","0.00","73509610.00",1,"1 @ 1 999","AR400","Les Sources",,,5,"Estrie"
40010,"Saint-Adrien","M",549,"1.01","24364937.00","2189478.00","8254225.00","2396831.00","22236160.00","8473092.00","67914723.00","0.00","67914723.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","543851.17","3466.32","0.00","68462040.49",1,"1 @ 1 999","AR400","Les Sources",,,5,"Estrie"
40017,"Wotton","M",1406,"1.02","63639738.00","6574716.00","9642366.00","5942928.00","70134486.00","4802772.00","160737006.00","13362.00","160723644.00","0.00","0.00","0.00","0.00","0.00","51816.00","401128.26","0.00","824036.07","0.00","0.00","162000624.33",1,"1 @ 1 999","AR400","Les Sources",,,5,"Estrie"
40025,"Saint-Camille","CT",548,"1.00","27430700.00","2734600.00","5808000.00","3175700.00","34011000.00","2835500.00","75995500.00","0.00","75995500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","417202.50","1001.00","0.00","76413703.50",1,"1 @ 1 999","AR400","Les Sources",,,5,"Estrie"
40032,"Saint-Georges-de-Windsor","M",976,"1.06","53482618.00","3163994.00","11582090.00","2756530.00","58788342.00","8629566.00","138403140.00","0.00","138403140.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","882195.60","0.00","0.00","139285335.60",1,"1 @ 1 999","AR400","Les Sources",,,5,"Estrie"
40043,"Val-des-Sources","V",6994,"1.06","236455048.00","89369660.00","26211892.00","59189552.00","1629962.00","4526200.00","417382314.00","0.00","417382314.00","0.00","0.00","0.00","0.00","2332.00","510920.00","13347721.40","0.00","4273267.57","7705569.30","0.00","443222124.27",2,"2 000 @ 9 999","AR400","Les Sources",,,5,"Estrie"
40047,"Danville","V",3848,"1.16","220095848.00","30090864.00","20597076.00","26727096.00","56758336.00","8868896.00","363138116.00","0.00","363138116.00","0.00","0.00","199172.00","0.00","9396.00","0.00","154577.54","0.00","1839360.38","1559437.88","0.00","366900059.80",2,"2 000 @ 9 999","AR400","Les Sources",,,5,"Estrie"
41012,"Saint-Isidore-de-Clifton","M",693,"1.06","25270294.00","2204906.00","1148086.00","38193708.00","44998060.00","210516.00","112025570.00","0.00","112025570.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","764872.68","0.00","0.00","112790442.68",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41020,"Chartierville","M",297,"1.06","21926100.00","1066996.00","7141856.00","24055640.00","8001304.00","3441820.00","65633716.00","0.00","65633716.00","0.00","0.00","0.00","0.00","0.00","131864.00","0.00","0.00","0.00","0.00","0.00","65765580.00",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41027,"La Patrie","M",815,"1.01","36873888.00","2688822.00","8929410.00","25990027.00","25375644.00","5404106.00","105261897.00","0.00","105261897.00","0.00","0.00","0.00","0.00","345117.00","75548.00","495001.00","709985.06","1122654.39","0.00","0.00","108010202.45",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41037,"Newport","M",740,"1.15","26506235.00","1573315.00","5087600.00","69214705.00","59843930.00","624105.00","162849890.00","0.00","162849890.00","0.00","0.00","0.00","0.00","345.00","3565.00","0.00","0.00","0.00","0.00","0.00","162853800.00",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41038,"Cookshire-Eaton","V",5446,"1.08","266283936.00","46203264.00","23939604.00","113195448.00","141234840.00","5032476.00","595889568.00","0.00","595889568.00","0.00","0.00","0.00","0.00","2039904.00","998352.00","727342.20","505397.88","3959996.04","77065.56","0.00","604197625.68",2,"2 000 @ 9 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41055,"Ascot Corner","M",3365,"1.05","280949760.00","35958090.00","7297605.00","38433885.00","19780845.00","13916595.00","396336780.00","9187.50","396327592.50","0.00","0.00","0.00","0.00","421995.00","0.00","534656.85","0.00","1424548.13","0.00","0.00","398708792.48",2,"2 000 @ 9 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41060,"East Angus","V",3909,"0.99","170615016.00","53662653.00","8786745.00","41992236.00","740817.00","5247594.00","281045061.00","0.00","281045061.00","0.00","0.00","0.00","0.00","1135629.00","0.00","17981056.67","0.00","3685916.52","9815685.17","0.00","313663348.35",2,"2 000 @ 9 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41065,"Westbury","CT",1077,"1.06","85099450.00","4728978.00","3071774.00","15579138.00","23153580.00","5534260.00","137167180.00","2195.26","137164984.74","0.00","0.00","0.00","0.00","173628.00","0.00","0.00","0.00","0.00","0.00","0.00","137338612.74",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41070,"Bury","M",1196,"1.00","77761400.00","6059900.00","18189300.00","24409200.00","52785300.00","8016700.00","187221800.00","3.00","187221797.00","100.00","3.00","0.00","0.00","0.00","89400.00","0.00","0.00","521950.00","0.00","0.00","187833150.00",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41075,"Hampden","CT",183,"1.01","12612375.00","93627.00","3872340.00","11786296.00","3740939.00","2424000.00","34529577.00","0.00","34529577.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","34529577.00",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41080,"Scotstown","V",485,"1.02","25130658.00","2360280.00","1083852.00","5838582.00","902598.00","1423818.00","36739788.00","0.00","36739788.00","0.00","0.00","0.00","0.00","14790.00","89046.00","0.00","0.00","475430.67","0.00","0.00","37319054.67",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41085,"Lingwick","CT",472,"0.99","26701488.00","1939509.00","11018898.00","35793549.00","21039777.00","2640231.00","99133452.00","0.00","99133452.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","99133452.00",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41098,"Weedon","M",2748,"1.12","158788560.00","15480640.00","62115424.00","57346240.00","41086528.00","5908672.00","340726064.00","0.00","340726064.00","0.00","0.00","0.00","0.00","1085504.00","42112.00","4657707.60","0.00","1368727.36","800.80","0.00","347880915.76",2,"2 000 @ 9 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
41117,"Dudswell","M",1888,"1.03","132579643.00","8748202.00","40617638.00","33503531.00","41985684.00","11920946.02","269355644.02","0.00","269355644.02","0.00","0.00","0.00","0.00","333205.00","0.00","0.00","0.00","555356.95","981.69","0.00","270245187.65",1,"1 @ 1 999","AR410","Le Haut-Saint-François",,,5,"Estrie"
42005,"Stoke","M",3152,"1.00","258013200.00","25674800.00","47523500.00","12681100.00","72477600.00","18166700.00","434536900.00","0.00","434536900.00","0.00","0.00","0.00","0.00","1300.00","0.00","223164.50","0.00","2495993.50","0.00","0.00","437257358.00",2,"2 000 @ 9 999","AR420","Le Val-Saint-François",,,5,"Estrie"
42020,"Saint-François-Xavier-de-Brompton","M",2438,"1.00","163149200.00","26444700.00","9238000.00","15111800.00","67760200.00","8819800.00","290523700.00","0.00","290523700.00","0.00","0.00","0.00","0.00","6400.00","0.00","0.00","0.00","1123622.50","0.00","0.00","291653722.50",2,"2 000 @ 9 999","AR420","Le Val-Saint-François",,,5,"Estrie"
42025,"Saint-Denis-de-Brompton","M",4693,"1.00","657848800.00","50052900.00","112471000.00","27793000.00","11189300.00","61079700.00","920434700.00","0.00","920434700.00","0.00","0.00","0.00","0.00","53100.00","617300.00","706758.00","0.00","3327252.50","11154.00","0.00","925150264.50",2,"2 000 @ 9 999","AR420","Le Val-Saint-François",,,5,"Estrie"
42032,"Racine","M",1413,"1.05","146473215.00","14180565.00","52470075.00","10409490.00","43253805.00","19172370.00","285959520.00","0.00","285959520.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","472747.28","1201.20","0.00","286433468.48",1,"1 @ 1 999","AR420","Le Val-Saint-François",,,5,"Estrie"
