ID_SEANCE,NOM_SEANCE,TYPE_ASSEMBLEE,DATE_VIDEO,TITRE_VIDEO,DESCRIPTION_VIDEO,DUREE,URL
"CA_2021-02-25_R","Conseil d'agglomération","Ordinaire",2021-02-25T22:46:34,"Conseil d'agglomération - jeudi 25 février 2021, 17 h 00","(10:33) Ouverture de séance (11:37) 01 – Période de questions du public (36:37) 03 – Ordre du jour et procès-verbal (37:12) 04 ...","0:53:56","https://www.youtube.com/watch?v=K-3-5kLY02s"
"CA_2021-02-19_E","Conseil d'agglomération","Extraordinaire",2021-02-19T18:47:59,"Conseil d'agglomération extraordinaire - vendredi 19 février 2021, 11 h","Conseil d'agglomération extraordinaire - vendredi 19 février, 11 h Chapitres: (00:00) 00 – Ouverture de la séance (01:41) 03 ...","0:02:57","https://www.youtube.com/watch?v=onEP6DiinJU"
"CA_2021-01-22_E","Conseil d'agglomération","Extraordinaire",2021-01-22T19:11:15,"Conseil d'agglomération extraordinaire - vendredi 11 décembre 2020, 11 h","(00:00) Mot de bienvenue (01:07 ) 01 – Période de questions du public (07:25) 03 – Ordre du jour et procès-verbal (07:58) 41 ...","0:09:10","https://www.youtube.com/watch?v=E-F0mmA8J2M"
"CA_2020-12-17_R","Conseil d'agglomération","Ordinaire",2020-12-17T23:05:02,"Conseil d'agglomération - jeudi 17 décembre 2020, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h Chapitrage : (00:11:45) 01 – Période de questions du public (00:32:02) 03 ...","1:10:01","https://www.youtube.com/watch?v=BJELJudFHsk"
"CA_2020-10-22_R","Conseil d'agglomération","Ordinaire",2020-10-22T22:07:16,"Conseil d'agglomération - jeudi 22 octobre 2020, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","1:04:14","https://www.youtube.com/watch?v=VUdft5YxD2w"
"CA_2020-08-31_E","Conseil d'agglomération","Extraordinaire",2020-08-31T20:45:40,"Conseil d'agglomération extraordinaire - lundi 31 août 2020, 16h00",,"0:09:42","https://www.youtube.com/watch?v=Pyz1aH4_yL8"
"CA_2020-08-27_R","Conseil d'agglomération","Ordinaire",2020-08-27T21:41:42,"Conseil d'agglomération - jeudi 27 août 2020, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","0:35:58","https://www.youtube.com/watch?v=rjM7lBVCEG4"
"CA_2020-06-30_E","Conseil d'agglomération","Extraordinaire",2020-06-30T21:07:11,"Conseil d'agglomération extraordinaire - mardi 30 juin 2020, 16h00",,"0:08:23","https://www.youtube.com/watch?v=f1UsbkKzUp8"
"CA_2020-06-29_E","Conseil d'agglomération","Extraordinaire",2020-06-29T12:50:23,"Conseil d'agglomération extraordinaire - jeudi 14 mai 2020, 16h00",,"0:10:00","https://www.youtube.com/watch?v=nJQAkfmB7no"
"CA_2020-06-18_R","Conseil d'agglomération","Ordinaire",2020-06-18T21:32:34,"Conseil d'agglomération - jeudi 18 juin 2020, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","0:25:36","https://www.youtube.com/watch?v=79PnUPBABO4"
"CA_2020-05-28_R","Conseil d'agglomération","Ordinaire",2020-05-28T21:33:41,"Conseil d'agglomération - jeudi 28 mai 2020, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","0:25:57","https://www.youtube.com/watch?v=fYBcOHdGPYE"
"CA_2020-04-27_R","Conseil d'agglomération","Ordinaire",2020-04-27T17:55:07,"Conseil d'agglomération - jeudi 23 avril, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","0:41:26","https://www.youtube.com/watch?v=LfnheYsEDTg"
"CA_2020-04-23_E","Conseil d'agglomération","Extraordinaire",2020-04-23T17:20:45,"Conseil d'agglomération extraordinaire - jeudi 2 avril 2020, 16h00","Conseil d'agglomération extraordinaire - jeudi 2 avril, 16h00.","0:24:46","https://www.youtube.com/watch?v=aq2AdZewc8I"
"CA_2020-04-23_E","Conseil d'agglomération","Extraordinaire",2020-04-23T17:20:55,"Conseil d'agglomération extraordinaire - Dimanche 29 mars 2020, 15h00","Conseil d'agglomération extraordinaire - Dimanche 29 mars, 15h00.","0:29:18","https://www.youtube.com/watch?v=O2Hg2lqfIhQ"
"CA_2020-04-23_R","Conseil d'agglomération","Ordinaire",2020-04-23T17:21:38,"Conseil d'agglomération - jeudi 27 fév, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","0:47:30","https://www.youtube.com/watch?v=12E1vABLe_8"
"CA_2020-03-27_R","Conseil d'agglomération","Ordinaire",2020-03-27T14:12:51,"Conseil d'agglomération - jeudi 26 mars 2020, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","0:43:15","https://www.youtube.com/watch?v=eOkbpWc-Gtc"
"CA_2020-02-03_R","Conseil d'agglomération","Ordinaire",2020-02-03T15:06:47,"Conseil d'agglomération - jeudi 30 janvier 2020, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","0:23:11","https://www.youtube.com/watch?v=rkXQep1-1I8"
"CA_2019-12-20_R","Conseil d'agglomération","Ordinaire",2019-12-20T19:20:15,"Conseil d'agglomération - jeudi 19 décembre 2019, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","0:29:25","https://www.youtube.com/watch?v=l9XortekL6s"
"CA_2019-11-25_E","Conseil d'agglomération","Extraordinaire",2019-11-25T22:49:27,"Conseil d'agglomération, séance extraordinaire - 25 novembre 2019, 17 h",,"0:17:34","https://www.youtube.com/watch?v=gMkLlBtM_5Y"
"CA_2019-11-22_R","Conseil d'agglomération","Ordinaire",2019-11-22T15:01:17,"Conseil d'agglomération - jeudi 21 novembre 2019, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","1:09:04","https://www.youtube.com/watch?v=dm_QENqQbqQ"
"CA_2019-10-25_R","Conseil d'agglomération","Ordinaire",2019-10-25T13:35:23,"Conseil d'agglomération - jeudi 24 octobre 2019, 17h00","Conseil d'agglomération - 1 jeudi par mois, 17h.","0:46:43","https://www.youtube.com/watch?v=beOF4ffwFFw"
"CA_2019-10-17_E","Conseil d'agglomération","Extraordinaire",2019-10-17T20:24:51,"Conseil d'agglomération extraordinaire -  mercredi 16 octobre 2019, 16h30","Conseil d'agglomération extraordinaire.","1:08:10","https://www.youtube.com/watch?v=yZCFR1-9BsA"
"CA_2019-09-25_R","Conseil d'agglomération","Ordinaire",2019-09-25T02:40:00,"Conseil d'agglomération - 19 septembre 2019, 17h","Conseil d'agglomération - 19 septembre 2019, 17h.","0:17:58","https://www.youtube.com/watch?v=lwTD4TEwUV8"
"CA_2019-08-23_R","Conseil d'agglomération","Ordinaire",2019-08-23T13:06:45,"Conseil d'agglomération - 22 août 2019, 17 h","Conseil d'agglomération - 22 août 2019, 17 h.","1:21:35","https://www.youtube.com/watch?v=by9I0Nkjuy0"
"CA_2019-06-21_R","Conseil d'agglomération","Ordinaire",2019-06-21T19:40:55,"Conseil d'agglomération - 20 juin 2019, 17 h","Séance ordinaire du conseil d'agglomération - Jeudi 20 juin 2019, 17 h.","0:25:23","https://www.youtube.com/watch?v=2veQjYzP_8o"
"CA_2019-05-17_R","Conseil d'agglomération","Ordinaire",2019-05-17T14:45:24,"Conseil d'agglomération - 16 mai 2019, 17 h","Séance ordinaire du conseil d'agglomération - Jeudi 16 mai 2019, 17 h.","0:25:48","https://www.youtube.com/watch?v=nmQnYeBOckY"
"CA_2019-05-06_E","Conseil d'agglomération","Extraordinaire",2019-05-06T19:43:15,"Conseil d'agglomération extraordinaire - vendredi 3 mai 2019, 15 h","Séance extraordinaire du conseil d'agglomération - vendredi 3 mai 2019, 15 h.","0:13:42","https://www.youtube.com/watch?v=nH8J4jgTW6g"
