ID_SEANCE,NOM_SEANCE,TYPE_ASSEMBLEE,DATE_VIDEO,TITRE_VIDEO,DESCRIPTION_VIDEO,DUREE,URL
"CP_2024-01-30_R","Commission Permanente","Ordinaire",2024-01-30T02:51:46,"2024-01-29 9 H 00 - Commissions sur le transport et les travaux publics","Le chemin de l'école : sécurisation et déplacements actifs.","0:54:20","https://www.youtube.com/watch?v=fbnpDdE-dMg"
"CP_2024-01-18_R","Commission Permanente","Ordinaire",2024-01-18T09:31:23,"2024-01-17 13 H 30 - Commissions sur le transport et les travaux publics","Le chemin de l'école : sécurisation et déplacements actifs.","2:48:50","https://www.youtube.com/watch?v=w21ibm7GeZU"
"CP_2024-01-17_R","Commission Permanente","Ordinaire",2024-01-17T13:46:53,"2024-01-16 19 H 00 - Commissions sur le transport et les travaux publics","Le chemin de l'école : sécurisation et déplacements actifs.","1:07:01","https://www.youtube.com/watch?v=I1E5uxTnnis"
"CP_2023-12-09_R","Commission Permanente","Ordinaire",2023-12-09T06:58:55,"2023-12-08 13H 00 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","0:53:46","https://www.youtube.com/watch?v=ttDw2J6TRZs"
"CP_2023-12-01_R","Commission Permanente","Ordinaire",2023-12-01T18:31:04,"2023-12-01 9 H 00 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","4:26:10","https://www.youtube.com/watch?v=umh2xSyZGEY"
"CP_2023-12-01_R","Commission Permanente","Ordinaire",2023-12-01T11:33:05,"2023-11-30 13 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","2:47:56","https://www.youtube.com/watch?v=DsFBnvA5P68"
"CP_2023-12-01_R","Commission Permanente","Ordinaire",2023-12-01T06:01:05,"2023-11-30 9 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","3:03:40","https://www.youtube.com/watch?v=E0c2XN2t2Gg"
"CP_2023-11-30_R","Commission Permanente","Ordinaire",2023-11-30T10:20:33,"2023-11-29 13 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","2:54:46","https://www.youtube.com/watch?v=3EOU2BrsN2Y"
"CP_2023-11-29_R","Commission Permanente","Ordinaire",2023-11-29T13:01:29,"2023-11-28 18 H - Commission sur le développement social et la diversité montréalaise","Mettre les jeunes au cœur de nos actions.","1:37:31","https://www.youtube.com/watch?v=cYtmWM2yoeQ"
"CP_2023-11-29_R","Commission Permanente","Ordinaire",2023-11-29T10:50:48,"2023-11-28 13 H - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","3:36:05","https://www.youtube.com/watch?v=hX-UPRRTPN4"
"CP_2023-11-29_R","Commission Permanente","Ordinaire",2023-11-29T05:09:53,"2023-11-28 9 H - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","2:41:16","https://www.youtube.com/watch?v=QOzDtcYj2lg"
"CP_2023-11-28_R","Commission Permanente","Ordinaire",2023-11-28T09:18:13,"2023-11-27 13 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","2:14:20","https://www.youtube.com/watch?v=_bvRMFc1rBk"
"CP_2023-11-28_R","Commission Permanente","Ordinaire",2023-11-28T06:07:47,"2023-11-27 9H 30 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","3:29:16","https://www.youtube.com/watch?v=vD7uRgsEv9k"
"CP_2023-11-25_R","Commission Permanente","Ordinaire",2023-11-25T09:58:00,"2023-11-24 13 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","3:18:01","https://www.youtube.com/watch?v=z7vG7kTWdy0"
"CP_2023-11-25_R","Commission Permanente","Ordinaire",2023-11-25T06:12:36,"2023-11-24 9 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","3:10:11","https://www.youtube.com/watch?v=0jvIktG5ZZk"
"CP_2023-11-24_R","Commission Permanente","Ordinaire",2023-11-24T05:59:45,"2023-11-23 9 H 00 - Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","3:54:15","https://www.youtube.com/watch?v=wxi-6sy_a6I"
"CP_2023-11-23_R","Commission Permanente","Ordinaire",2023-11-23T05:39:50,"2023-11-22 9 H 00-Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","3:22:31","https://www.youtube.com/watch?v=tJZTgS_Qc8M"
"CP_2023-11-22_R","Commission Permanente","Ordinaire",2023-11-22T22:08:43,"2023-11-22 13 H 00-Commission sur les finances et l'administration","Étude publique du budget 2024 et du PDI 2024-2033.","4:01:26","https://www.youtube.com/watch?v=mUnAPoJHC0I"
"CP_2023-11-17_R","Commission Permanente","Ordinaire",2023-11-17T19:50:04,"2023-11-17 9 H 00-Commission sur les finances et l'administration","Gestion financière et administrative de l'Office de consultation publique de Montréal.","5:27:43","https://www.youtube.com/watch?v=rbWNlub6rRA"
"CP_2023-11-11_R","Commission Permanente","Ordinaire",2023-11-11T10:23:28,"2023-11-10 13 H 30-Commission sur le développement économique et urbain et l'habitation","Règlement pour une métropole mixte: Bilan des deux premières années de mise en oeuvre.","3:06:40","https://www.youtube.com/watch?v=P-eS5jTGcO4"
"CP_2023-10-26_R","Commission Permanente","Ordinaire",2023-10-26T13:21:14,"2023-10-25 19 H 00 Commission sur le transport et les travaux publics","Le chemin de l'école : sécurisation et déplacements actifs.","1:51:40","https://www.youtube.com/watch?v=iZFd0VQ7Jn0"
"CP_2023-10-25_R","Commission Permanente","Ordinaire",2023-10-25T03:42:27,"2023-10-24 9 H 30 Commission de la sécurité publique","Vision du SIM en matière de prévention incendie et bilan de la campagne des inspections des bâtiments patrimoniaux dans le ...","1:56:03","https://www.youtube.com/watch?v=VDe78bdA818"
"CP_2023-10-05_R","Commission Permanente","Ordinaire",2023-10-05T07:31:31,"2023-10-04 13H30 - Commission sur l'eau, l'environnement, le développement durable, les grands parcs",,"1:38:29","https://www.youtube.com/watch?v=lvNzu8_5vkA"
"CP_2023-10-04_R","Commission Permanente","Ordinaire",2023-10-04T07:34:53,"2023-10-03 13H30 - Commission sur l'eau, l'environnement, le développement durable, les grands parcs",,"1:49:38","https://www.youtube.com/watch?v=i8zCeUcUzsQ"
"CP_2023-10-04_R","Commission Permanente","Ordinaire",2023-10-04T03:40:20,"2023-10-03 9H 30 - Commission sur l'eau, l'environnement, le développement durable, les grands parcs",,"1:59:51","https://www.youtube.com/watch?v=mCYohoQVPTA"
"CP_2023-09-14_R","Commission Permanente","Ordinaire",2023-09-14T05:16:52,"2023-09-13 09 H 30 - Commission sur la culture, le patrimoine et le sport","Bilan du Plan d'action en patrimoine 2017-2022.","2:21:15","https://www.youtube.com/watch?v=qrAuuwknOyg"
"CP_2023-08-29_R","Commission Permanente","Ordinaire",2023-08-29T07:13:05,"2023-08-28 13H30 - Commission sur le développement économique et urbain et l'habitation","Vers une feuille de route montréalaise en économie circulaire.","1:08:44","https://www.youtube.com/watch?v=lrPt7Ahxw38"
"CP_2023-08-25_R","Commission Permanente","Ordinaire",2023-08-25T06:32:23,"2023-08-24 9H30 - Commission sur l'eau, l'environnement, le développement durable, les grands parcs","Consultation sur l'avenir de l'eau de Montréal.","2:20:26","https://www.youtube.com/watch?v=gqNtZ4NOuy0"
"CP_2023-06-23_R","Commission Permanente","Ordinaire",2023-06-23T07:50:24,"2023-06-22 Commission sur les finances et l'administration","Rapport 2022 du Bureau du vérificateur général de la Ville de Montréal.","0:32:56","https://www.youtube.com/watch?v=-9fHueKTBl0"
"CP_2023-06-21_R","Commission Permanente","Ordinaire",2023-06-21T05:05:16,"2023-06-20 Commission de la sécurité publique","Rapport annuel d'activités 2022 du Service de police de la Ville de Montréal.","2:36:38","https://www.youtube.com/watch?v=1_oGxLdP07I"
"CP_2023-06-07_R","Commission Permanente","Ordinaire",2023-06-07T07:21:08,"2023-06-06 Commission sur le développement économique et urbain et l'habitation","Étude du projet de règlement sur l'occupation et l'entretien des bâtiments.","1:26:45","https://www.youtube.com/watch?v=BCKP_nCQwIE"
"CP_2023-05-31_R","Commission Permanente","Ordinaire",2023-05-31T03:41:24,"2023-05-30 Commission de la sécurité  publique","Rapport annuel d'activités 2022 du Service de sécurité incendie de Montréal.","1:21:57","https://www.youtube.com/watch?v=7bdHua9J8Jw"
"CP_2023-05-30_R","Commission Permanente","Ordinaire",2023-05-30T02:58:43,"2023-05-29 - Commission sur les finances et l'administration","Rapport 2022 du Bureau du vérificateur général de la Ville de Montréal.","1:20:25","https://www.youtube.com/watch?v=Uyaq4uTtQOE"
"CP_2023-05-24_R","Commission Permanente","Ordinaire",2023-05-24T08:57:44,"2023-05-23 13 H 00 - Commission sur le développement économique et urbain et l'habitation",,"3:38:03","https://www.youtube.com/watch?v=IS-sXcXT_Bg"
"CP_2023-05-11_R","Commission Permanente","Ordinaire",2023-05-11T07:51:30,"2023-05-10 14 H 00 - Commission sur le transport et les travaux publics",,"1:40:21","https://www.youtube.com/watch?v=XTYf7-hQwyQ"
"CP_2023-05-03_R","Commission Permanente","Ordinaire",2023-05-03T08:46:08,"2023-05-02 13 H 00 - Commission sur le développement économique et urbain et l'habitation",,"3:18:43","https://www.youtube.com/watch?v=S3Lp_Tc0z_M"
"CP_2023-04-28_R","Commission Permanente","Ordinaire",2023-04-28T02:46:42,"2023-04-27  9 H 30 - Commission sur les finances et l'administration",,"1:00:19","https://www.youtube.com/watch?v=4YrTd24G1co"
"CP_2023-04-26_R","Commission Permanente","Ordinaire",2023-04-26T09:46:09,"2023-04-25 13 H 30 - Commission sur les finances et l'administration",,"3:36:19","https://www.youtube.com/watch?v=juYL-x_k-iE"
"CP_2023-03-29_R","Commission Permanente","Ordinaire",2023-03-29T23:19:03,"2023-03-29 18 H 00 - Commission sur les finances et l'administration",,"1:03:20","https://www.youtube.com/watch?v=EO4F1PROpqw"
"CP_2023-03-29_R","Commission Permanente","Ordinaire",2023-03-29T20:21:19,"2023-03-29 13 H 00 - Commission sur le transport et les travaux publics",,"2:38:15","https://www.youtube.com/watch?v=ZusMuV0Z6Ww"
"CP_2023-03-27_R","Commission Permanente","Ordinaire",2023-03-27T20:34:47,"2023-03-27 13 H 30 - Commission sur le transport et les travaux publics",,"2:37:34","https://www.youtube.com/watch?v=8z4K4nnNAbE"
"CP_2023-03-15_R","Commission Permanente","Ordinaire",2023-03-15T01:10:25,"2023-03-14 19 H - Commission sur le transport et les travaux publics",,"1:30:21","https://www.youtube.com/watch?v=O8yw9VjA6mE"
"CP_2023-03-08_R","Commission Permanente","Ordinaire",2023-03-08T21:40:03,"2023-03-08 13 H 30 - Commission sur la culture, le patrimoine et les sports",,"2:16:08","https://www.youtube.com/watch?v=QmoiQqAAiD4"
"CP_2023-02-17_R","Commission Permanente","Ordinaire",2023-02-17T01:13:18,"2023-02-16 18 h 00 - Commission sur le développement économique et urbain et l'habitation",,"1:54:06","https://www.youtube.com/watch?v=bezNTSC01Uw"
"CP_2023-02-16_R","Commission Permanente","Ordinaire",2023-02-16T21:08:55,"2023-02-16 15 H 30 - Commission sur l'eau, l'environnement, le développement durable et les grands..",,"0:32:06","https://www.youtube.com/watch?v=HnmFHBw9D68"
"CP_2023-02-14_R","Commission Permanente","Ordinaire",2023-02-14T17:30:24,"2023-02-14 9 H 30 - Commission de la sécurité publique",,"1:47:48","https://www.youtube.com/watch?v=RyzoMSTIrHY"
"CP_2023-01-19_R","Commission Permanente","Ordinaire",2023-01-19T03:32:28,"2023-01-18 19 H 00 - Commission sur le transport et les travaux publics",,"2:36:28","https://www.youtube.com/watch?v=7Z7GEDnn16w"
"CP_2022-12-14_R","Commission Permanente","Ordinaire",2022-12-14T19:07:24,"2022-12-14 13H00 - Commission sur les finances et l'administration",,"1:11:39","https://www.youtube.com/watch?v=ntIjdWMwQPc"
"CP_2022-12-13_R","Commission Permanente","Ordinaire",2022-12-13T20:27:14,"2022-12-13 13h00 - Commission de la sécurité publique",,"2:16:31","https://www.youtube.com/watch?v=T8EEVosng2s"
"CP_2022-12-13_R","Commission Permanente","Ordinaire",2022-12-13T16:38:55,"2022-12-13 9H30 Commission sur l’eau, l’environnement, le développement durable et les grands parcs",,"2:00:45","https://www.youtube.com/watch?v=dgUG6nVnsug"
"CP_2022-12-12_R","Commission Permanente","Ordinaire",2022-12-12T20:53:24,"2022-12-12 13H30 Commission sur l’eau, l’environnement, le développement durable et les grands parcs",,"2:25:05","https://www.youtube.com/watch?v=7jXSD_k7mkY"
"CP_2022-12-08_R","Commission Permanente","Ordinaire",2022-12-08T22:28:19,"2022-12-08 13H30 Commission sur les finances et l'administration",,"3:56:11","https://www.youtube.com/watch?v=k3UChLW0aUI"
"CP_2022-12-08_R","Commission Permanente","Ordinaire",2022-12-08T18:34:19,"2022-12-08 9H00 Commission sur les finances et l'administration",,"3:45:30","https://www.youtube.com/watch?v=RgPgYsiq7-0"
"CP_2022-12-08_R","Commission Permanente","Ordinaire",2022-12-08T01:40:37,"2022-12-07 18H00 Commission sur la culture, le patrimoine et les sports",,"2:37:20","https://www.youtube.com/watch?v=4q2OVhCybkY"
"CP_2022-12-07_R","Commission Permanente","Ordinaire",2022-12-07T21:58:56,"2022-12-07 13H30 Commission sur les finances et l'administration",,"3:23:36","https://www.youtube.com/watch?v=-myHi3kpU1I"
"CP_2022-12-06_R","Commission Permanente","Ordinaire",2022-12-06T22:06:16,"2022-12-06 13:00 Commission sur les finances et l'administration",,"3:59:00","https://www.youtube.com/watch?v=0qn3yM65xaU"
"CP_2022-12-06_R","Commission Permanente","Ordinaire",2022-12-06T17:30:02,"2022-12-06 9H30 Commission sur les finances et l'administration",,"3:01:40","https://www.youtube.com/watch?v=e89EV2GD6eI"
"CP_2022-12-05_R","Commission Permanente","Ordinaire",2022-12-05T21:06:13,"2022-12-05 13 H - Commission sur les finances et l'administration",,"1:37:14","https://www.youtube.com/watch?v=oSMlM7mjzlY"
"CP_2022-12-05_R","Commission Permanente","Ordinaire",2022-12-05T16:33:36,"2022-12-05 9H 30 - Commission sur les finances et l'administration",,"1:52:00","https://www.youtube.com/watch?v=mUHVL0WVpHA"
"CP_2022-12-03_R","Commission Permanente","Ordinaire",2022-12-03T01:52:27,"2022-12-02 13 H 30 - Commission sur les finances et l'administration",,"3:11:20","https://www.youtube.com/watch?v=MOrGT9FlXYE"
"CP_2022-12-02_R","Commission Permanente","Ordinaire",2022-12-02T17:43:48,"2022-12-02 9 H 30 - Commission sur les finances et l'administration",,"3:27:32","https://www.youtube.com/watch?v=Cs6EcMv9hog"
"CP_2022-12-01_R","Commission Permanente","Ordinaire",2022-12-01T22:23:31,"2022-12-01 13 H 30 - Commission sur les finances et l'administration",,"3:36:47","https://www.youtube.com/watch?v=5tzXxoEvrAM"
"CP_2022-12-01_R","Commission Permanente","Ordinaire",2022-12-01T17:44:12,"2022-12-01 9 H 30 - Commission sur les finances et l'administration",,"2:36:00","https://www.youtube.com/watch?v=I5J9trVKTAk"
"CP_2022-11-18_R","Commission Permanente","Ordinaire",2022-11-18T02:49:00,"2022-11-17 19 H 00 - Commission sur l’eau, l’environnement, le développement durable et...",,"2:53:05","https://www.youtube.com/watch?v=DbqbzteI8RQ"
"CP_2022-11-15_R","Commission Permanente","Ordinaire",2022-11-15T19:31:20,"2022-11-15 13 H 30 - Commission de la présidence du conseil",,"1:00:02","https://www.youtube.com/watch?v=25UsRool0oU"
"CP_2022-11-15_R","Commission Permanente","Ordinaire",2022-11-15T17:52:56,"2022-11-15 9 H 30 - Commission de la sécurité publique",,"2:32:00","https://www.youtube.com/watch?v=pU_YOOOmvT0"
"CP_2022-11-08_R","Commission Permanente","Ordinaire",2022-11-08T16:39:14,"2022-11-08 9 H 30 - Commission sur la culture, le patrimoine et les sports",,"2:14:31","https://www.youtube.com/watch?v=IyTEBgHhuI0"
"CP_2022-10-04_R","Commission Permanente","Ordinaire",2022-10-04T15:05:38,"2022-10-04 9 h 30 - Commission de la sécurité publique",,"1:27:12","https://www.youtube.com/watch?v=7XEkiR0yzwA"
"CP_2022-09-27_R","Commission Permanente","Ordinaire",2022-09-27T18:23:26,"2022-09-27 13 H 30 - Commission de la présidence du conseil",,"0:40:47","https://www.youtube.com/watch?v=Z1xbUuFxlDM"
"CP_2022-09-26_R","Commission Permanente","Ordinaire",2022-09-26T15:23:06,"2022-09-26 9H - Commission de la présidence du conseil",,"2:03:17","https://www.youtube.com/watch?v=T8gN9qz0tJ8"
"CP_2022-09-21_R","Commission Permanente","Ordinaire",2022-09-21T18:49:47,"2022-09-21 13H30 - Commission sur le développement économique et urbain et l'habitation",,"0:57:17","https://www.youtube.com/watch?v=qxNa9rdGrPw"
"CP_2022-07-05_R","Commission Permanente","Ordinaire",2022-07-05T14:04:54,"2022-07-05 09 H 00 - Commission sur les finances et l'administration","Consultation prébudgétaire 2023.","1:20:30","https://www.youtube.com/watch?v=y9hfFdiwIBk"
"CP_2022-06-21_R","Commission Permanente","Ordinaire",2022-06-21T16:09:54,"2022-06-21 09 H 30 - Rapport des activités 2021 du Service de sécurité incendie de Montréal (SIM)",,"1:31:17","https://www.youtube.com/watch?v=qNVyJRiiuLo"
"CP_2022-06-15_R","Commission Permanente","Ordinaire",2022-06-15T14:55:40,"2022-06-15 9 H 00 - Commission sur les finances et l'administration","Rapport annuel 2021 du Bureau du vérificateur général de la Ville de Montréal.","1:42:16","https://www.youtube.com/watch?v=pSmk1mgiWEA"
"CP_2022-06-09_R","Commission Permanente","Ordinaire",2022-06-09T20:08:48,"2022-06-09 13 H 30 - Commission sur les finances et l'administration","Consultation prébudgétaire 2023.","2:22:29","https://www.youtube.com/watch?v=i4YLMaHe9HQ"
"CP_2022-06-08_R","Commission Permanente","Ordinaire",2022-06-08T20:08:08,"2022-06-08 13 H 30 - Rapport d'activités 2021 du SPVM",,"2:16:58","https://www.youtube.com/watch?v=pHqHoMeqdoU"
"CP_2022-05-19_R","Commission Permanente","Ordinaire",2022-05-19T00:27:19,"2022-05-18 19 H 00 - Commission sur les finances et l'administration","Consultation prébudgétaire 2023.","1:18:02","https://www.youtube.com/watch?v=SU7ES_I1Gpk"
"CP_2022-01-19_R","Commission Permanente","Ordinaire",2022-01-19T20:27:24,"2022-01-19 14 H 00 - Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","1:21:31","https://www.youtube.com/watch?v=tQ0GBfumXYc"
"CP_2022-01-14_R","Commission Permanente","Ordinaire",2022-01-14T17:06:48,"2022-01-14 9 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","2:33:51","https://www.youtube.com/watch?v=Scjp-ztGDBc"
"CP_2022-01-14_R","Commission Permanente","Ordinaire",2022-01-14T02:10:18,"2022-01-13 19 H 00 - Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","2:05:21","https://www.youtube.com/watch?v=9aMQ3u40cA8"
"CP_2022-01-13_R","Commission Permanente","Ordinaire",2022-01-13T21:08:20,"2022-01-13 13 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","2:36:20","https://www.youtube.com/watch?v=qTsW5cxmnyM"
"CP_2022-01-11_R","Commission Permanente","Ordinaire",2022-01-11T18:02:48,"2022-01-11 9 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","3:21:46","https://www.youtube.com/watch?v=lLvWdkGbews"
"CP_2022-01-11_R","Commission Permanente","Ordinaire",2022-01-11T01:37:39,"2022-01-10 19 H 00 Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","1:36:55","https://www.youtube.com/watch?v=KnEbQyp0zh4"
"CP_2022-01-10_R","Commission Permanente","Ordinaire",2022-01-10T22:41:34,"2022-01-10 13 H 30 Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","3:54:18","https://www.youtube.com/watch?v=DdkPDues6bY"
"CP_2022-01-10_R","Commission Permanente","Ordinaire",2022-01-10T17:51:20,"2022-01-10 9 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","3:16:06","https://www.youtube.com/watch?v=K6Nw4LBCEzE"
"CP_2022-01-07_R","Commission Permanente","Ordinaire",2022-01-07T20:47:25,"2022-01-07 13 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","2:16:31","https://www.youtube.com/watch?v=mssixLsdTFY"
"CP_2022-01-07_R","Commission Permanente","Ordinaire",2022-01-07T02:40:41,"2022-01-06 19 H 00 - Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","2:38:06","https://www.youtube.com/watch?v=sA5gwEdg47E"
"CP_2022-01-06_R","Commission Permanente","Ordinaire",2022-01-06T22:39:42,"2022-01-06 13 H 30 - Commission sur les finances et l'administration","Étude publique du budget 2022 et du PDI 2022-2031.","4:01:41","https://www.youtube.com/watch?v=TiIRwroQHV4"
"CP_2021-12-22_R","Commission Permanente","Ordinaire",2021-12-22T17:08:20,"2021-12-22 - Commission sur les finances et l'administration","Conférence de presse - Budget 2022 et programme décennal d'immobilisations 2022-2031.","1:16:20","https://www.youtube.com/watch?v=Qz-OWh2vUi4"
"CP_2021-08-17_R","Commission Permanente","Ordinaire",2021-08-17T18:14:25,"2021-08-17 13 H  - Commission sur la culture, le patrimoine et les sports","Consultation sur le cadre d'intervention en reconnaissance à la ville de montréal.","1:13:01","https://www.youtube.com/watch?v=4xA8z7He-PI"
"CP_2021-06-23_R","Commission Permanente","Ordinaire",2021-06-23T15:00:24,"2021-06-23 9 H 30 - Commission sur la culture, le patrimoine et les sports","Consultation sur le cadre d'intervention en reconnaissance à la ville de montréal.","1:12:51","https://www.youtube.com/watch?v=Hju77AqnzIg"
"CP_2021-06-21_R","Commission Permanente","Ordinaire",2021-06-21T18:41:59,"2021-06-21 13 H 00 - Commission sur la culture, le patrimoine et les sports","Consultation sur le cadre d'intervention en reconnaissance à la ville de montréal (00:07:11) Ouverture de la séance (00:13:48) ...","1:36:35","https://www.youtube.com/watch?v=wxQlrzV56-w"
