stationId,polluant,valeur,date,heure
3,"O3",11,"2024-10-09",0
3,"NO2",3,"2024-10-09",0
3,"PM",8,"2024-10-09",0
17,"O3",12,"2024-10-09",0
17,"NO2",2,"2024-10-09",0
17,"PM",8,"2024-10-09",0
28,"CO",1,"2024-10-09",0
28,"O3",7,"2024-10-09",0
28,"NO2",5,"2024-10-09",0
28,"PM",6,"2024-10-09",0
31,"SO2",0,"2024-10-09",0
31,"CO",1,"2024-10-09",0
31,"NO2",2,"2024-10-09",0
31,"PM",5,"2024-10-09",0
50,"PM",5,"2024-10-09",0
55,"CO",1,"2024-10-09",0
55,"O3",12,"2024-10-09",0
55,"NO2",2,"2024-10-09",0
55,"PM",7,"2024-10-09",0
66,"O3",17,"2024-10-09",0
66,"NO2",2,"2024-10-09",0
66,"PM",3,"2024-10-09",0
80,"SO2",1,"2024-10-09",0
80,"O3",15,"2024-10-09",0
80,"NO2",3,"2024-10-09",0
80,"PM",5,"2024-10-09",0
99,"SO2",1,"2024-10-09",0
99,"O3",12,"2024-10-09",0
80,"O3",5,"2024-10-09",7
80,"NO2",5,"2024-10-09",7
80,"PM",6,"2024-10-09",7
99,"SO2",0,"2024-10-09",7
99,"O3",8,"2024-10-09",7
99,"NO2",2,"2024-10-09",7
99,"PM",7,"2024-10-09",7
103,"O3",5,"2024-10-09",7
103,"NO2",4,"2024-10-09",7
103,"PM",8,"2024-10-09",7
103,"O3",7,"2024-10-09",6
103,"NO2",3,"2024-10-09",6
103,"PM",7,"2024-10-09",6
103,"O3",9,"2024-10-09",5
50,"PM",5,"2024-10-09",4
55,"CO",1,"2024-10-09",4
55,"O3",10,"2024-10-09",4
55,"NO2",1,"2024-10-09",4
55,"PM",7,"2024-10-09",4
66,"O3",12,"2024-10-09",4
66,"NO2",2,"2024-10-09",4
66,"PM",5,"2024-10-09",4
80,"SO2",1,"2024-10-09",4
80,"O3",12,"2024-10-09",4
80,"NO2",2,"2024-10-09",4
80,"PM",5,"2024-10-09",4
99,"SO2",0,"2024-10-09",4
99,"O3",11,"2024-10-09",4
99,"NO2",1,"2024-10-09",4
99,"PM",5,"2024-10-09",4
66,"O3",11,"2024-10-09",5
66,"NO2",2,"2024-10-09",5
66,"PM",5,"2024-10-09",5
80,"SO2",1,"2024-10-09",5
80,"O3",12,"2024-10-09",5
80,"NO2",2,"2024-10-09",5
80,"PM",5,"2024-10-09",5
99,"SO2",1,"2024-10-09",5
99,"O3",10,"2024-10-09",5
99,"NO2",1,"2024-10-09",5
99,"PM",5,"2024-10-09",5
3,"SO2",1,"2024-10-09",5
3,"O3",11,"2024-10-09",5
3,"NO2",2,"2024-10-09",5
3,"PM",6,"2024-10-09",5
17,"O3",10,"2024-10-09",5
17,"NO2",2,"2024-10-09",5
17,"PM",6,"2024-10-09",5
28,"CO",1,"2024-10-09",5
28,"O3",5,"2024-10-09",5
28,"NO2",4,"2024-10-09",5
28,"PM",6,"2024-10-09",5
31,"SO2",0,"2024-10-09",5
31,"CO",1,"2024-10-09",5
31,"NO2",2,"2024-10-09",5
31,"PM",5,"2024-10-09",5
50,"PM",5,"2024-10-09",5
55,"CO",1,"2024-10-09",5
55,"O3",10,"2024-10-09",5
55,"NO2",1,"2024-10-09",5
55,"PM",7,"2024-10-09",5
103,"NO2",3,"2024-10-09",5
103,"PM",6,"2024-10-09",5
103,"O3",12,"2024-10-09",4
103,"NO2",2,"2024-10-09",4
103,"PM",5,"2024-10-09",4
103,"O3",11,"2024-10-09",3
103,"NO2",1,"2024-10-09",3
103,"PM",5,"2024-10-09",3
103,"O3",14,"2024-10-09",2
103,"NO2",1,"2024-10-09",2
103,"PM",4,"2024-10-09",2
103,"O3",16,"2024-10-09",1
103,"NO2",1,"2024-10-09",1
103,"PM",4,"2024-10-09",1
103,"O3",15,"2024-10-09",0
103,"NO2",1,"2024-10-09",0
103,"PM",4,"2024-10-09",0
3,"SO2",1,"2024-10-09",4
3,"O3",12,"2024-10-09",4
3,"NO2",2,"2024-10-09",4
3,"PM",5,"2024-10-09",4
17,"O3",12,"2024-10-09",4
17,"NO2",1,"2024-10-09",4
17,"PM",6,"2024-10-09",4
28,"CO",1,"2024-10-09",4
28,"O3",10,"2024-10-09",4
28,"NO2",2,"2024-10-09",4
28,"PM",5,"2024-10-09",4
31,"SO2",0,"2024-10-09",4
31,"CO",1,"2024-10-09",4
31,"NO2",1,"2024-10-09",4
31,"PM",5,"2024-10-09",4
3,"SO2",1,"2024-10-09",3
3,"O3",12,"2024-10-09",3
3,"NO2",2,"2024-10-09",3
3,"PM",5,"2024-10-09",3
17,"O3",12,"2024-10-09",3
17,"NO2",1,"2024-10-09",3
17,"PM",5,"2024-10-09",3
28,"CO",1,"2024-10-09",3
28,"O3",10,"2024-10-09",3
28,"NO2",2,"2024-10-09",3
28,"PM",5,"2024-10-09",3
31,"SO2",0,"2024-10-09",3
31,"CO",1,"2024-10-09",3
99,"O3",12,"2024-10-09",3
31,"NO2",1,"2024-10-09",3
99,"NO2",1,"2024-10-09",3
31,"PM",5,"2024-10-09",3
50,"PM",5,"2024-10-09",3
55,"CO",1,"2024-10-09",3
55,"O3",7,"2024-10-09",3
55,"NO2",2,"2024-10-09",3
55,"PM",6,"2024-10-09",3
99,"PM",5,"2024-10-09",3
66,"O3",13,"2024-10-09",3
66,"NO2",1,"2024-10-09",3
66,"PM",4,"2024-10-09",3
80,"SO2",1,"2024-10-09",3
80,"O3",12,"2024-10-09",3
80,"NO2",3,"2024-10-09",3
80,"PM",5,"2024-10-09",3
99,"SO2",1,"2024-10-09",3
3,"SO2",1,"2024-10-09",10
3,"O3",12,"2024-10-09",10
3,"NO2",2,"2024-10-09",10
3,"PM",10,"2024-10-09",10
6,"SO2",1,"2024-10-09",10
6,"O3",10,"2024-10-09",10
6,"NO2",2,"2024-10-09",10
6,"PM",9,"2024-10-09",10
17,"O3",11,"2024-10-09",10
17,"NO2",2,"2024-10-09",10
17,"PM",8,"2024-10-09",10
28,"CO",1,"2024-10-09",10
28,"O3",7,"2024-10-09",10
28,"NO2",3,"2024-10-09",10
28,"PM",12,"2024-10-09",10
31,"SO2",1,"2024-10-09",10
31,"CO",1,"2024-10-09",10
31,"NO2",2,"2024-10-09",10
31,"PM",9,"2024-10-09",10
50,"PM",9,"2024-10-09",10
55,"CO",1,"2024-10-09",10
55,"O3",11,"2024-10-09",10
55,"NO2",1,"2024-10-09",10
55,"PM",9,"2024-10-09",10
66,"O3",12,"2024-10-09",10
66,"NO2",1,"2024-10-09",10
66,"PM",8,"2024-10-09",10
80,"SO2",1,"2024-10-09",10
80,"O3",10,"2024-10-09",10
80,"NO2",3,"2024-10-09",10
80,"PM",9,"2024-10-09",10
99,"SO2",1,"2024-10-09",10
99,"O3",11,"2024-10-09",10
99,"NO2",1,"2024-10-09",10
99,"PM",8,"2024-10-09",10
103,"PM",9,"2024-10-09",10
3,"O3",13,"2024-10-09",1
3,"NO2",3,"2024-10-09",1
3,"PM",6,"2024-10-09",1
17,"O3",14,"2024-10-09",1
17,"NO2",2,"2024-10-09",1
17,"PM",6,"2024-10-09",1
28,"CO",1,"2024-10-09",1
28,"O3",11,"2024-10-09",1
3,"SO2",1,"2024-10-09",1
28,"PM",6,"2024-10-09",1
31,"SO2",0,"2024-10-09",1
31,"CO",1,"2024-10-09",1
31,"NO2",2,"2024-10-09",1
31,"PM",5,"2024-10-09",1
50,"PM",4,"2024-10-09",1
55,"CO",1,"2024-10-09",1
55,"O3",12,"2024-10-09",1
55,"NO2",2,"2024-10-09",1
55,"PM",6,"2024-10-09",1
66,"O3",17,"2024-10-09",1
66,"NO2",1,"2024-10-09",1
66,"PM",3,"2024-10-09",1
80,"SO2",1,"2024-10-09",1
80,"O3",10,"2024-10-09",1
80,"NO2",4,"2024-10-09",1
28,"NO2",3,"2024-10-09",1
80,"PM",5,"2024-10-09",1
99,"SO2",1,"2024-10-09",1
99,"O3",12,"2024-10-09",1
99,"NO2",2,"2024-10-09",1
99,"PM",4,"2024-10-09",1
3,"SO2",1,"2024-10-09",9
3,"O3",9,"2024-10-09",9
3,"NO2",3,"2024-10-09",9
3,"PM",10,"2024-10-09",9
6,"SO2",1,"2024-10-09",9
6,"O3",7,"2024-10-09",9
6,"NO2",3,"2024-10-09",9
6,"PM",9,"2024-10-09",9
17,"O3",10,"2024-10-09",9
17,"NO2",2,"2024-10-09",9
17,"PM",8,"2024-10-09",9
28,"CO",1,"2024-10-09",9
28,"O3",5,"2024-10-09",9
28,"NO2",4,"2024-10-09",9
28,"PM",12,"2024-10-09",9
31,"SO2",1,"2024-10-09",9
31,"CO",1,"2024-10-09",9
31,"NO2",3,"2024-10-09",9
31,"PM",8,"2024-10-09",9
50,"PM",8,"2024-10-09",9
55,"CO",1,"2024-10-09",9
55,"O3",9,"2024-10-09",9
55,"NO2",2,"2024-10-09",9
55,"PM",9,"2024-10-09",9
66,"O3",9,"2024-10-09",9
66,"NO2",2,"2024-10-09",9
66,"PM",8,"2024-10-09",9
80,"SO2",1,"2024-10-09",9
80,"O3",8,"2024-10-09",9
80,"NO2",3,"2024-10-09",9
80,"PM",9,"2024-10-09",9
99,"SO2",1,"2024-10-09",9
99,"O3",10,"2024-10-09",9
99,"NO2",1,"2024-10-09",9
99,"PM",9,"2024-10-09",9
103,"PM",10,"2024-10-09",9
66,"O3",18,"2024-10-09",13
66,"NO2",1,"2024-10-09",13
66,"PM",5,"2024-10-09",13
80,"SO2",1,"2024-10-09",13
80,"O3",18,"2024-10-09",13
80,"NO2",1,"2024-10-09",13
80,"PM",6,"2024-10-09",13
99,"SO2",1,"2024-10-09",13
99,"O3",17,"2024-10-09",13
99,"NO2",1,"2024-10-09",13
99,"PM",6,"2024-10-09",13
3,"SO2",6,"2024-10-09",12
3,"O3",15,"2024-10-09",12
3,"NO2",1,"2024-10-09",12
3,"PM",8,"2024-10-09",12
6,"SO2",1,"2024-10-09",12
6,"O3",13,"2024-10-09",12
6,"NO2",2,"2024-10-09",12
6,"PM",8,"2024-10-09",12
17,"O3",14,"2024-10-09",12
17,"NO2",1,"2024-10-09",12
17,"PM",7,"2024-10-09",12
28,"CO",1,"2024-10-09",12
28,"O3",13,"2024-10-09",12
28,"NO2",2,"2024-10-09",12
28,"PM",9,"2024-10-09",12
31,"SO2",1,"2024-10-09",12
31,"CO",1,"2024-10-09",12
31,"NO2",2,"2024-10-09",12
31,"PM",8,"2024-10-09",12
50,"PM",8,"2024-10-09",12
55,"CO",1,"2024-10-09",12
55,"O3",15,"2024-10-09",12
55,"NO2",1,"2024-10-09",12
66,"O3",16,"2024-10-09",12
66,"NO2",1,"2024-10-09",12
66,"PM",6,"2024-10-09",12
80,"SO2",1,"2024-10-09",12
80,"O3",15,"2024-10-09",12
80,"NO2",2,"2024-10-09",12
80,"PM",8,"2024-10-09",12
99,"SO2",1,"2024-10-09",12
99,"O3",15,"2024-10-09",12
99,"NO2",1,"2024-10-09",12
99,"PM",6,"2024-10-09",12
103,"PM",7,"2024-10-09",12
3,"SO2",6,"2024-10-09",11
3,"O3",13,"2024-10-09",11
3,"NO2",2,"2024-10-09",11
3,"PM",10,"2024-10-09",11
6,"SO2",1,"2024-10-09",11
6,"O3",11,"2024-10-09",11
6,"NO2",2,"2024-10-09",11
6,"PM",8,"2024-10-09",11
17,"O3",12,"2024-10-09",11
17,"NO2",1,"2024-10-09",11
17,"PM",8,"2024-10-09",11
28,"CO",1,"2024-10-09",11
28,"O3",10,"2024-10-09",11
28,"NO2",3,"2024-10-09",11
28,"PM",11,"2024-10-09",11
31,"SO2",1,"2024-10-09",11
31,"CO",1,"2024-10-09",11
31,"NO2",2,"2024-10-09",11
31,"PM",9,"2024-10-09",11
50,"PM",9,"2024-10-09",11
55,"CO",1,"2024-10-09",11
55,"O3",13,"2024-10-09",11
55,"NO2",1,"2024-10-09",11
66,"O3",14,"2024-10-09",11
66,"NO2",2,"2024-10-09",11
66,"PM",7,"2024-10-09",11
80,"SO2",1,"2024-10-09",11
80,"O3",13,"2024-10-09",11
80,"NO2",2,"2024-10-09",11
80,"PM",9,"2024-10-09",11
99,"SO2",1,"2024-10-09",11
99,"O3",13,"2024-10-09",11
99,"NO2",1,"2024-10-09",11
99,"PM",7,"2024-10-09",11
103,"PM",8,"2024-10-09",11
3,"SO2",1,"2024-10-09",8
3,"O3",6,"2024-10-09",8
3,"NO2",4,"2024-10-09",8
3,"PM",9,"2024-10-09",8
6,"SO2",1,"2024-10-09",8
6,"O3",5,"2024-10-09",8
6,"NO2",4,"2024-10-09",8
6,"PM",8,"2024-10-09",8
17,"O3",7,"2024-10-09",8
17,"NO2",3,"2024-10-09",8
17,"PM",8,"2024-10-09",8
28,"CO",1,"2024-10-09",8
28,"O3",4,"2024-10-09",8
28,"NO2",4,"2024-10-09",8
28,"PM",10,"2024-10-09",8
31,"SO2",0,"2024-10-09",8
31,"CO",1,"2024-10-09",8
31,"NO2",3,"2024-10-09",8
31,"PM",7,"2024-10-09",8
50,"PM",7,"2024-10-09",8
55,"CO",1,"2024-10-09",8
55,"O3",7,"2024-10-09",8
55,"NO2",2,"2024-10-09",8
55,"PM",8,"2024-10-09",8
66,"O3",8,"2024-10-09",8
66,"NO2",2,"2024-10-09",8
66,"PM",7,"2024-10-09",8
80,"SO2",1,"2024-10-09",8
80,"O3",8,"2024-10-09",8
80,"NO2",4,"2024-10-09",8
80,"PM",7,"2024-10-09",8
99,"SO2",1,"2024-10-09",8
99,"O3",8,"2024-10-09",8
99,"NO2",1,"2024-10-09",8
99,"PM",9,"2024-10-09",8
103,"O3",8,"2024-10-09",8
103,"NO2",2,"2024-10-09",8
103,"PM",9,"2024-10-09",8
