ï»¿NO_LAMPE,TYPE_LAMPE,NO_CIVIQUE,NOMRUEAC,TYPEAC,PARTAC 
91170-10-2,SHP,1700,Gilles-Villeneuve,avenue,
91170-11,BOSL,1700,Gilles-Villeneuve,avenue,
91150-2-1,SHP,1700,Gilles-Villeneuve,avenue,
91150-3-1,SHP,1700,Gilles-Villeneuve,avenue,
91135-16-1,IND,1350,Hippodrome,rue,de l'
91135-17-1,IND,1350,Hippodrome,rue,de l'
91170-12-1,DEL,1700,Gilles-Villeneuve,avenue,
91170-13-1,DEL,1700,Gilles-Villeneuve,avenue,
91160-1-1,SHP,1760,Gilles-Villeneuve,avenue,
71115-1-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-2-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-3-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-4-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-5-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-6-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-7-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-8-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-9-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-10-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-11-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-12-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-13-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-14-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
91130-1-1,SHP,2425,Louis-Allyson,rue,
91130-1-2,SHP,2425,Louis-Allyson,rue,
91130-2-1,SHP,2425,Louis-Allyson,rue,
91130-2-2,SHP,2425,Louis-Allyson,rue,
91130-3-1,DEL,2425,Louis-Allyson,rue,
91130-3-2,SHP,2425,Louis-Allyson,rue,
91130-3-3,SHP,2425,Louis-Allyson,rue,
91130-4-1,SHP,2425,Louis-Allyson,rue,
91130-5-1,SHP,2425,Louis-Allyson,rue,
91130-5-2,SHP,2425,Louis-Allyson,rue,
91130-6-1,SHP,2425,Louis-Allyson,rue,
91130-6-2,SHP,2425,Louis-Allyson,rue,
91130-7-1,SHP,2425,Louis-Allyson,rue,
91130-8-1,HM,2425,Louis-Allyson,rue,
91130-8-2,HM,2425,Louis-Allyson,rue,
91130-9-1,SHP,2425,Louis-Allyson,rue,
91130-10-1,SHP,2425,Louis-Allyson,rue,
91130-11-1,DEL,2425,Louis-Allyson,rue,
91130-11-2,DEL,2425,Louis-Allyson,rue,
91130-12-1,SHP,2425,Louis-Allyson,rue,
91645-1-5,SHP,3881,Plaines,rue,des
92176-1-1,IND,7225,Jean-XXIII,boulevard,
80020-1,BOSL,5194,La ChÃ¢telaine,rue,de
80020-2-1,SHP,5194,La ChÃ¢telaine,rue,de
80020-2-2,SHP,5194,La ChÃ¢telaine,rue,de
91145-1,BOSL,1800,Saint-Paul,rue,
91145-2-1,HM,1800,Saint-Paul,rue,
91145-2-2,HM,1800,Saint-Paul,rue,
91120-1-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-2-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-3-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-4-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-5-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-6-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-7-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-8-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-9-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-10-1,DEL,1200,Usine-de-Filtration,rue,de l'
91120-11-1,SHP,1200,Usine-de-Filtration,rue,de l'
91120-11-2,SHP,1200,Usine-de-Filtration,rue,de l'
91120-12-1,SHP,1200,Usine-de-Filtration,rue,de l'
91120-12-2,SHP,1200,Usine-de-Filtration,rue,de l'
92145-18-1,IND,6415,Notre-Dame Ouest,rue,
92145-19-1,IND,6415,Notre-Dame Ouest,rue,
92145-20-1,IND,6415,Notre-Dame Ouest,rue,
92145-21-1,IND,6415,Notre-Dame Ouest,rue,
92145-22-1,IND,6415,Notre-Dame Ouest,rue,
92145-23-1,IND,6415,Notre-Dame Ouest,rue,
80019-4-1,IND,355,Chapais,rue,
80019-5-1,IND,355,Chapais,rue,
80019-6-1,IND,355,Chapais,rue,
80419-1-1,DEL,,Draveurs,avenue,des
80419-1-2,DEL,,Draveurs,avenue,des
80419-2-1,DEL,,Draveurs,avenue,des
80419-2-2,DEL,,Draveurs,avenue,des
80419-3-1,DEL,,Draveurs,avenue,des
80419-3-2,DEL,,Draveurs,avenue,des
80419-4-1,DEL,,Draveurs,avenue,des
80419-4-2,DEL,,Draveurs,avenue,des
80419-5-1,DEL,,Draveurs,avenue,des
80419-5-2,DEL,,Draveurs,avenue,des
80419-6-1,DEL,,Draveurs,avenue,des
80419-6-2,DEL,,Draveurs,avenue,des
80419-7-1,DEL,,Draveurs,avenue,des
80419-7-2,DEL,,Draveurs,avenue,des
80419-8-1,DEL,,Draveurs,avenue,des
80419-8-2,DEL,,Draveurs,avenue,des
80419-9-1,DEL,,Draveurs,avenue,des
80419-9-2,DEL,,Draveurs,avenue,des
80419-10-1,DEL,,Draveurs,avenue,des
80419-10-2,DEL,,Draveurs,avenue,des
80419-11-1,DEL,,Draveurs,avenue,des
80419-11-2,DEL,,Draveurs,avenue,des
80419-12-1,DEL,,Draveurs,avenue,des
80419-12-2,DEL,,Draveurs,avenue,des
80056-1-1,SHP,1655,Gilles-Lupien,rue,
80056-2-1,SHP,1655,Gilles-Lupien,rue,
80056-3-1,SHP,1655,Gilles-Lupien,rue,
80056-4-1,SHP,1655,Gilles-Lupien,rue,
71115-15-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-16-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-17-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-18-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-19-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-20-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-21-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-22-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-23-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-24-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-25-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-26-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-27-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-28-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-29-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-30-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-31-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-32-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-33-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-34-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-35-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-36-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-37-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-38-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-39-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-40-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-41-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-42-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-43-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-44-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-45-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-46-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-47-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-48-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
71115-49-1,SHP,1325,HÃ´tel-de-Ville,place,de l'
91238-1-1,SHP,8180,Industriel,boulevard,
91238-1-2,SHP,8180,Industriel,boulevard,
91238-1-3,SHP,8180,Industriel,boulevard,
91238-1-4,SHP,8180,Industriel,boulevard,
91238-1-5,SHP,8180,Industriel,boulevard,
91238-2-1,SHP,8180,Industriel,boulevard,
91238-2-2,SHP,8180,Industriel,boulevard,
91238-2-3,SHP,8180,Industriel,boulevard,
91238-2-4,SHP,8180,Industriel,boulevard,
91238-2-5,SHP,8180,Industriel,boulevard,
91238-3-1,SHP,8180,Industriel,boulevard,
91238-3-2,SHP,8180,Industriel,boulevard,
91238-3-3,SHP,8180,Industriel,boulevard,
91238-3-4,SHP,8180,Industriel,boulevard,
91238-3-5,IND (ICE),8180,Industriel,boulevard,
94135-1-1,SHP,200,De Grandmont,rue,
94135-2-1,SHP,200,De Grandmont,rue,
94135-3-1,SHP,200,De Grandmont,rue,
94135-4-1,SHP,200,De Grandmont,rue,
94135-4-2,DEL,200,De Grandmont,rue,
94135-5-1,SHP,200,De Grandmont,rue,
94135-5-2,SHP,200,De Grandmont,rue,
94135-6-1,SHP,200,De Grandmont,rue,
94135-7-1,SHP,200,De Grandmont,rue,
94135-8-1,SHP,200,De Grandmont,rue,
94135-9-1,SHP,200,De Grandmont,rue,
94135-10-1,SHP,200,De Grandmont,rue,
94135-11-1,SHP,200,De Grandmont,rue,
94135-12-1,SHP,200,De Grandmont,rue,
94135-13-1,SHP,200,De Grandmont,rue,
94135-14-1,SHP,200,De Grandmont,rue,
94135-15,BOSL,200,De Grandmont,rue,
94135-16,BOSL,200,De Grandmont,rue,
94135-17,BOSL,200,De Grandmont,rue,
94135-18,BOSL,200,De Grandmont,rue,
94135-19,BOSL,200,De Grandmont,rue,
94135-20,BOSL,200,De Grandmont,rue,
93175-1-1,DEL,10597,Sainte-Marguerite,chemin,
93175-1-2,DEL,10597,Sainte-Marguerite,chemin,
93422-42-1,DEL,10655,Sainte-Marguerite,chemin,
93422-43-1,DEL,10655,Sainte-Marguerite,chemin,
91130-13-1,SHP,2425,Louis-Allyson,rue,
91130-14-1,SHP,2425,Louis-Allyson,rue,
91130-15-1,SHP,2425,Louis-Allyson,rue,
91566-1-1,DEL,1055,Draveurs,avenue,des
91566-1-2,DEL,1055,Draveurs,avenue,des
91566-2-1,DEL,1055,Draveurs,avenue,des
91566-2-2,DEL,1055,Draveurs,avenue,des
91566-3-1,DEL,1055,Draveurs,avenue,des
91566-3-2,DEL,1055,Draveurs,avenue,des
91566-4-1,DEL,1055,Draveurs,avenue,des
91566-4-2,DEL,1055,Draveurs,avenue,des
91566-5-1,DEL,1055,Draveurs,avenue,des
91566-6-1,DEL,1055,Draveurs,avenue,des
91566-7-1,DEL,1055,Draveurs,avenue,des
91566-8-1,DEL,1055,Draveurs,avenue,des
91566-9-1,DEL,1055,Draveurs,avenue,des
91566-10-1,DEL,1055,Draveurs,avenue,des
91130-5-3,SHP,2425,Louis-Allyson,rue,
91130-5-4,SHP,2425,Louis-Allyson,rue,
91130-15-2,SHP,2425,Louis-Allyson,rue,
93530-3,BOSL,900,Puits,rue,des
80255-1-1,IND,2190,Chenaux,boulevard,des
80255-2-1,IND,2190,Chenaux,boulevard,des
80255-3-1,IND,2190,Chenaux,boulevard,des
80255-4-1,IND,2190,Chenaux,boulevard,des
80255-5-1,IND,2190,Chenaux,boulevard,des
80255-6-1,IND,2190,Chenaux,boulevard,des
80255-7-1,IND,2190,Chenaux,boulevard,des
80255-8,BOSL,2190,Chenaux,boulevard,des
80255-9-1,IND,2190,Chenaux,boulevard,des
80255-10-1,IND,2190,Chenaux,boulevard,des
80255-11-1,IND,2190,Chenaux,boulevard,des
80255-12-1,IND,2190,Chenaux,boulevard,des
80255-13,BOSL,2190,Chenaux,boulevard,des
80255-14-1,IND,2190,Chenaux,boulevard,des
80255-15-1,IND,2190,Chenaux,boulevard,des
80255-16-1,IND,2190,Chenaux,boulevard,des
80255-17-1,IND,2190,Chenaux,boulevard,des
80255-18-1,IND,2190,Chenaux,boulevard,des
94992-1-1,HM,180,Patry,rue,
94992-1-2,HM,180,Patry,rue,
94992-1-3,HM,180,Patry,rue,
94992-1-4,HM,180,Patry,rue,
94992-2-1,HM,180,Patry,rue,
94992-2-2,HM,180,Patry,rue,
94992-2-3,HM,180,Patry,rue,
94992-2-4,HM,180,Patry,rue,
94992-3-1,HM,180,Patry,rue,
94992-3-2,HM,180,Patry,rue,
94992-3-3,HM,180,Patry,rue,
94992-3-4,HM,180,Patry,rue,
94992-3-5,HM,180,Patry,rue,
94992-3-6,HM,180,Patry,rue,
94992-3-7,HM,180,Patry,rue,
94992-3-8,HM,180,Patry,rue,
94992-4-1,HM,180,Patry,rue,
94992-4-2,HM,180,Patry,rue,
94992-4-3,HM,180,Patry,rue,
94992-4-4,HM,180,Patry,rue,
94992-4-5,HM,180,Patry,rue,
94992-4-6,HM,180,Patry,rue,
94992-4-7,HM,180,Patry,rue,
94992-4-8,HM,180,Patry,rue,
94992-5-1,HM,180,Patry,rue,
94992-5-2,HM,180,Patry,rue,
94992-5-3,HM,180,Patry,rue,
94992-5-4,HM,180,Patry,rue,
94992-6-1,HM,180,Patry,rue,
94992-6-2,HM,180,Patry,rue,
94992-6-3,HM,180,Patry,rue,
94992-6-4,HM,180,Patry,rue,
94992-7-1,HM,180,Patry,rue,
94992-7-2,HM,180,Patry,rue,
94992-7-3,HM,180,Patry,rue,
94992-7-4,HM,180,Patry,rue,
94992-8-1,HM,180,Patry,rue,
94992-8-2,HM,180,Patry,rue,
94992-8-3,HM,180,Patry,rue,
94992-8-4,HM,180,Patry,rue,
94992-9-1,HM,180,Patry,rue,
94992-9-2,HM,180,Patry,rue,
94992-9-3,HM,180,Patry,rue,
94992-9-4,HM,180,Patry,rue,
94992-9-5,HM,180,Patry,rue,
94992-9-6,HM,180,Patry,rue,
94992-9-7,HM,180,Patry,rue,
94992-9-8,HM,180,Patry,rue,
94992-10-1,HM,180,Patry,rue,
94992-10-2,HM,180,Patry,rue,
94992-10-3,HM,180,Patry,rue,
94992-10-4,HM,180,Patry,rue,
94992-10-5,HM,180,Patry,rue,
94992-10-6,HM,180,Patry,rue,
94992-10-7,HM,180,Patry,rue,
94992-10-8,HM,180,Patry,rue,
94992-11-1,HM,180,Patry,rue,
94992-11-2,HM,180,Patry,rue,
94992-11-3,HM,180,Patry,rue,
94992-11-4,HM,180,Patry,rue,
94992-12-1,HM,180,Patry,rue,
94992-12-2,HM,180,Patry,rue,
94992-12-3,HM,180,Patry,rue,
94992-12-4,HM,180,Patry,rue,
92159-1-1,DEL,6000,ColisÃ©e,rue,du
92159-2-1,DEL,6000,ColisÃ©e,rue,du
92159-3-1,DEL,6000,ColisÃ©e,rue,du
92159-4-1,DEL,6000,ColisÃ©e,rue,du
92159-5-1,DEL,6000,ColisÃ©e,rue,du
92159-6-1,DEL,6000,ColisÃ©e,rue,du
92159-7-1,DEL,6000,ColisÃ©e,rue,du
92159-8-1,DEL,6000,ColisÃ©e,rue,du
92159-9-1,DEL,6000,ColisÃ©e,rue,du
92159-10-1,DEL,6000,ColisÃ©e,rue,du
92159-11-1,DEL,6000,ColisÃ©e,rue,du
92159-12-1,DEL,6000,ColisÃ©e,rue,du
92159-13-1,DEL,6000,ColisÃ©e,rue,du
92159-14-1,DEL,6000,ColisÃ©e,rue,du
92159-15-1,DEL,6000,ColisÃ©e,rue,du
92159-16-1,DEL,6000,ColisÃ©e,rue,du
91353-1-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-2-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-2-2,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-3-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-3-2,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-4-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-4-2,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-5-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-6-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-7-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-8-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-9-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-10-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-11-1,DEL,2900,Monseigneur-Saint-Arnaud,rue,
91353-12-1,HM,2900,Monseigneur-Saint-Arnaud,rue,
91353-13-1,HM,2900,Monseigneur-Saint-Arnaud,rue,
91353-14-1,HM,2900,Monseigneur-Saint-Arnaud,rue,
91353-15-1,HM,2900,Monseigneur-Saint-Arnaud,rue,
91353-16-1,HM,2900,Monseigneur-Saint-Arnaud,rue,
91353-16-2,HM,2900,Monseigneur-Saint-Arnaud,rue,
91353-17,BOSL,2900,Monseigneur-Saint-Arnaud,rue,
91353-18,BOSL,2900,Monseigneur-Saint-Arnaud,rue,
91353-19,BOSL,2900,Monseigneur-Saint-Arnaud,rue,
91686-1-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-1-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-1-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-1-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-2-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-2-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-2-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-2-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-5,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-6,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-7,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-8,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-9,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-3-10,DEL,2700,AbbÃ©-Paquin,rue,de l'
91686-4-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-4-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-4-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-4-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-4-5,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-5-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-5-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-5-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-5-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-5-5,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-6-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-6-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-6-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-6-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-6-5,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-7-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-7-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-7-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-7-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-7-5,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-8-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-8-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-8-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-8-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-8-5,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-9-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-9-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-9-3,DEL,2700,AbbÃ©-Paquin,rue,de l'
91686-9-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-9-5,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-9-6,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-9-7,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-9-8,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-9-9,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-9-10,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-10-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-10-2,HM,2770,AbbÃ©-Paquin,rue,de l'
91686-10-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-10-4,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-10-5,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-11-1,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-11-2,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-11-3,HM,2700,AbbÃ©-Paquin,rue,de l'
91686-12,BOSL,2700,AbbÃ©-Paquin,rue,de l'
91686-13,BOSL,2700,AbbÃ©-Paquin,rue,de l'
91686-14,BOSL,2700,AbbÃ©-Paquin,rue,de l'
91686-15,BOSL,2700,AbbÃ©-Paquin,rue,de l'
91686-16,BOSL,2700,AbbÃ©-Paquin,rue,de l'
91686-17,BOSL,2700,AbbÃ©-Paquin,rue,de l'
91351-1-1,HM,745,Commune,boulevard,de la
91351-1-2,HM,745,Commune,boulevard,de la
91351-1-3,HM,745,Commune,boulevard,de la
91351-1-4,HM,745,Commune,boulevard,de la
91351-2-1,HM,745,Commune,boulevard,de la
91351-2-2,HM,745,Commune,boulevard,de la
91351-2-3,HM,745,Commune,boulevard,de la
91351-2-4,HM,745,Commune,boulevard,de la
91351-3-1,HM,745,Commune,boulevard,de la
91351-3-2,HM,745,Commune,boulevard,de la
91351-3-3,HM,745,Commune,boulevard,de la
91351-3-4,HM,745,Commune,boulevard,de la
91351-4-1,HM,745,Commune,boulevard,de la
91351-4-2,HM,745,Commune,boulevard,de la
91351-4-3,HM,745,Commune,boulevard,de la
91351-4-4,HM,745,Commune,boulevard,de la
91351-5-1,DEL,745,Commune,boulevard,de la
91351-6-1,DEL,745,Commune,boulevard,de la
91351-7-1,DEL,745,Commune,boulevard,de la
91351-8,BOSL,745,Commune,boulevard,de la
91351-9-1,IND,745,Commune,boulevard,de la
91351-10-1,IND,745,Commune,boulevard,de la
91351-11-1,IND,745,Commune,boulevard,de la
91351-12-1,IND,745,Commune,boulevard,de la
91351-13-1,IND,745,Commune,boulevard,de la
91351-14-1,IND,745,Commune,boulevard,de la
91351-15-1,IND,745,Commune,boulevard,de la
91351-16-1,IND,745,Commune,boulevard,de la
91351-17-1,IND,745,Commune,boulevard,de la
91351-18-1,IND,745,Commune,boulevard,de la
91351-19-1,IND,745,Commune,boulevard,de la
91351-20-1,IND,745,Commune,boulevard,de la
91351-21-1,IND,745,Commune,boulevard,de la
91351-22-1,IND,745,Commune,boulevard,de la
91351-23-1,IND,745,Commune,boulevard,de la
91351-24-1,DEL,745,Commune,boulevard,de la
91351-25-1,DEL,745,Commune,boulevard,de la
91351-26-1,DEL,745,Commune,boulevard,de la
91351-27-1,DEL,745,Commune,boulevard,de la
91351-28-1,DEL,745,Commune,boulevard,de la
91351-29-1,DEL,745,Commune,boulevard,de la
91351-30-1,DEL,745,Commune,boulevard,de la
91351-31-1,DEL,745,Commune,boulevard,de la
91351-32-1,DEL,745,Commune,boulevard,de la
91351-33-1,DEL,745,Commune,boulevard,de la
91351-34-1,DEL,745,Commune,boulevard,de la
91351-35-1,HM,745,Commune,boulevard,de la
91351-35-2,HM,745,Commune,boulevard,de la
91351-36-1,HM,745,Commune,boulevard,de la
91351-36-2,HM,745,Commune,boulevard,de la
91351-37-1,HM,745,Commune,boulevard,de la
91351-38,BOSL,745,Commune,boulevard,de la
91351-39-1,SHP,745,Commune,boulevard,de la
91351-40-1,DEL,745,Commune,boulevard,de la
91351-41-1,DEL,745,Commune,boulevard,de la
91351-42-1,DEL,745,Commune,boulevard,de la
91351-43-1,DEL,745,Commune,boulevard,de la
91351-44-1,DEL,745,Commune,boulevard,de la
91351-45-1,DEL,745,Commune,boulevard,de la
91351-46-1,DEL,745,Commune,boulevard,de la
91351-47-1,DEL,745,Commune,boulevard,de la
91410-1-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-2-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-3-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-4-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-5-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-6-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-7-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-8-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-9-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-10-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-11-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-12-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-13-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-14-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-15-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-16-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-17-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-18-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-19-1,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-19-2,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-20-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-20-2,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-21-1,DEL,1705,Saint-FranÃ§ois-Xavier,rue,
91410-22-1,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-22-2,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-23-1,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-23-2,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-24-1,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-24-2,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-25-1,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-25-2,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-26-1,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-26-2,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-27-1,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91410-27-2,HM,1705,Saint-FranÃ§ois-Xavier,rue,
91190-1-1,SHP,800,Fleuve,rue,du
91190-2-1,SHP,800,Fleuve,rue,du
91190-3-1,SHP,800,Fleuve,rue,du
91190-4-1,SHP,800,Fleuve,rue,du
91190-5-1,SHP,800,Fleuve,rue,du
91190-6-1,SHP,800,Fleuve,rue,du
91190-7-1,SHP,800,Fleuve,rue,du
91190-8-1,SHP,800,Fleuve,rue,du
91190-9-1,SHP,800,Fleuve,rue,du
91190-10-1,SHP,800,Fleuve,rue,du
91190-11-1,SHP,800,Fleuve,rue,du
91190-12-1,SHP,800,Fleuve,rue,du
91190-13-1,SHP,800,Fleuve,rue,du
91190-14-1,SHP,800,Fleuve,rue,du
91190-15-1,SHP,800,Fleuve,rue,du
