OBJECTID,TYPE,NOM,STATUT,V_TYPE
60508,Continu,,Cours d'eau,Cours d'eau continu
60511,Continu,,Cours d'eau,Cours d'eau continu
60512,Continu,,Cours d'eau,Cours d'eau continu
60513,,,Canalisation,Conduite de canalisation
60514,Continu,,Cours d'eau,Cours d'eau continu
60515,,,Canalisation,Conduite de canalisation
60516,Continu,,Cours d'eau,Cours d'eau continu
60517,Continu,,Cours d'eau,Cours d'eau continu
60518,Continu,,Cours d'eau,Cours d'eau continu
60519,Continu,,Cours d'eau,Cours d'eau continu
60520,Continu,,Cours d'eau,Cours d'eau continu
60521,,,Canalisation,Conduite de canalisation
60523,Continu,,Cours d'eau,Cours d'eau continu
60524,,,Canalisation,Conduite de canalisation
60525,Continu,,Cours d'eau,Cours d'eau continu
60526,,,Canalisation,Conduite de canalisation
60527,,,Canalisation,Conduite de canalisation
60528,Continu,,Cours d'eau,Cours d'eau continu
60531,Continu,Cours d'eau Paquette,Cours d'eau,Cours d'eau continu
60532,Continu,Cours d'eau Paquette,Cours d'eau,Cours d'eau continu
60533,Continu,,Cours d'eau,Cours d'eau continu
60534,Continu,,Cours d'eau,Cours d'eau continu
60535,,,Canalisation,Conduite de canalisation
60536,,,Canalisation,Conduite de canalisation
60537,Continu,,Cours d'eau,Cours d'eau continu
60538,,,Canalisation,Conduite de canalisation
60541,Continu,,Cours d'eau,Cours d'eau continu
60542,Continu,,Cours d'eau,Cours d'eau continu
60543,,,Canalisation,Conduite de canalisation
60544,,,Canalisation,Conduite de canalisation
60545,Continu,,Cours d'eau,Cours d'eau continu
60546,,,Canalisation,Conduite de canalisation
60547,,,Canalisation,Conduite de canalisation
60548,,,Canalisation,Conduite de canalisation
60549,,,Canalisation,Conduite de canalisation
60550,,,Canalisation,Conduite de canalisation
60551,,,Canalisation,Conduite de canalisation
60552,,,Canalisation,Conduite de canalisation
60553,,,Canalisation,Conduite de canalisation
60554,Continu,,Cours d'eau,Cours d'eau continu
60555,Continu,,Cours d'eau,Cours d'eau continu
60558,Continu,,Cours d'eau,Cours d'eau continu
60559,,,Canalisation,Conduite de canalisation
60560,,,Canalisation,Conduite de canalisation
60561,Continu,,Cours d'eau,Cours d'eau continu
60562,,,Canalisation,Conduite de canalisation
60563,Continu,,Cours d'eau,Cours d'eau continu
60564,Continu,,Cours d'eau,Cours d'eau continu
60565,Continu,,Cours d'eau,Cours d'eau continu
60566,Continu,,Cours d'eau,Cours d'eau continu
60567,,,,Cours d'eau continu
60568,,,,Cours d'eau continu
60573,,,,Cours d'eau continu
60574,,,,Cours d'eau continu
60576,,,Fossé,Cours d'eau continu
60577,,,Fossé,Cours d'eau continu
60578,,,Fossé,Cours d'eau continu
60579,,,Fossé,Cours d'eau continu
60580,,,Fossé,Cours d'eau continu
60581,,,,Cours d'eau continu
60584,Fossé,,Fossé,Cours d'eau continu
60585,,,Fossé,Cours d'eau continu
60586,,,Fossé,Cours d'eau continu
60587,,,,Cours d'eau continu
60589,,,Fossé,Cours d'eau continu
60590,,,Fossé,Cours d'eau continu
60591,Fossé,,Fossé,Cours d'eau continu
60604,,,,Cours d'eau continu
60605,,,,Cours d'eau continu
60606,,,,Cours d'eau continu
60607,,,Fossé,Cours d'eau continu
60608,,,Fossé,Cours d'eau continu
60609,,,Fossé,Cours d'eau continu
60610,,,Fossé,Cours d'eau continu
60611,,,Fossé,Cours d'eau continu
60612,,,Fossé,Cours d'eau continu
60613,,,Fossé,Cours d'eau continu
60614,,,,Conduite de canalisation
60615,,,,Conduite de canalisation
60616,,,,Conduite de canalisation
60617,,,,Conduite de canalisation
60618,,,,Conduite de canalisation
60619,,,Fossé,Cours d'eau continu
60620,,,,Cours d'eau continu
60626,Continu,Cours d'eau Guilbault-Caron,Cours d'eau,Cours d'eau continu
60627,Continu,Cours d'eau Guilbault-Caron,Canalisation,Conduite de canalisation
60628,,,Canalisation,Conduite de canalisation
60629,Continu,,Cours d'eau,Cours d'eau continu
60630,,,Canalisation,Conduite de canalisation
60631,Continu,Cours d'eau Lacerte-Branche 3,Cours d'eau,Cours d'eau continu
60634,,,Canalisation,Conduite de canalisation
60635,Continu,Cours d'eau Lacerte-Branche 3,Cours d'eau,Cours d'eau continu
60636,,,,Conduite de canalisation
60637,,,,Conduite de canalisation
60638,,,,Conduite de canalisation
60639,Continu,Cours d'eau Denoncourt-Dupont,Cours d'eau,Cours d'eau continu
60640,Continu,Cours d'eau Denoncourt-Dupont,Cours d'eau,Cours d'eau continu
60641,Fossé,Cours d'eau Denoncourt-Dupont,Cours d'eau,Cours d'eau continu
60642,,Cours d'eau Denoncourt-Dupont,Canalisation,Conduite de canalisation
60643,,Cours d'eau Denoncourt-Dupont,Canalisation,Conduite de canalisation
60644,,Cours d'eau Denoncourt-Dupont,Canalisation,Conduite de canalisation
60646,,,Canalisation,Conduite de canalisation
60647,Continu,,Cours d'eau,Cours d'eau continu
60651,,,,Cours d'eau continu
60745,Intermittent,,Cours d'eau,Cours d'eau intermittent
60746,,,Canalisation,Conduite de canalisation
60747,Intermittent,,Cours d'eau,Cours d'eau intermittent
60750,,,Canalisation,Conduite de canalisation
60751,Intermittent,,Cours d'eau,Cours d'eau intermittent
60752,Intermittent,,Cours d'eau,Cours d'eau intermittent
60753,Intermittent,,Cours d'eau,Cours d'eau intermittent
60754,Intermittent,,Cours d'eau,Cours d'eau intermittent
60755,Intermittent,,Cours d'eau,Cours d'eau intermittent
61544,Continu,,Cours d'eau,Cours d'eau continu
