OBJECTID,TYPE,SUPERFICIE,CLASSIFICATION,GEOM,LONGUEUR
12186,Chaussée,2542.80912608125,Arthère,Polygone,
12187,Chaussée,2562.0374177696876,Arthère,Polygone,
12188,Chaussée,1776.042423625,Arthère,Polygone,
12189,Chaussée,1510.73882986125,Arthère,Polygone,
12190,Chaussée,1521.45971497,Arthère,Polygone,
12191,Chaussée,1003.8755864484375,Arthère,Polygone,
12192,Chaussée,957.621372319375,Arthère,Polygone,
12193,Chaussée,810.41217152875,Arthère,Polygone,
12194,Chaussée,827.531855954375,Arthère,Polygone,
12195,Chaussée,702.458308135625,Arthère,Polygone,
12196,Chaussée,643.5948387553125,Arthère,Polygone,
12197,Chaussée,2336.556252905,Arthère,Polygone,
12198,Chaussée,443.613340795,Arthère,Polygone,
12199,Chaussée,4496.90485896,Arthère,Polygone,
12200,Chaussée,7384.797753605,Arthère,Polygone,
12201,Chaussée,1746.419476065,Arthère,Polygone,
12202,Chaussée,3776.372856185,Arthère,Polygone,
12203,Chaussée,4814.954507155,Arthère,Polygone,
12204,Chaussée,1579.32149742,Arthère,Polygone,
12205,Chaussée,3626.792939975,Arthère,Polygone,
12206,Chaussée,3173.8095933375,Arthère,Polygone,
12207,Chaussée,3099.699818315,Arthère,Polygone,
12208,Chaussée,4013.908114016875,Arthère,Polygone,
12209,Chaussée,1871.5975205625,Arthère,Polygone,
12210,Chaussée,18348.47607356,Arthère,Polygone,
12211,Chaussée,1956.5438371625,Arthère,Polygone,
12212,Chaussée,2132.23536138625,Arthère,Polygone,
12213,Chaussée,3804.4251157246877,Arthère,Polygone,
12214,Chaussée,5105.1774695703125,Arthère,Polygone,
12215,Chaussée,5222.52953365875,Arthère,Polygone,
12216,Chaussée,2272.4974399103126,Arthère,Polygone,
12217,Chaussée,1750.75505531625,Arthère,Polygone,
12218,Chaussée,1773.51439663875,Arthère,Polygone,
12219,Chaussée,2085.654504815,Arthère,Polygone,
12220,Chaussée,3431.813453656875,Arthère,Polygone,
12221,Chaussée,1923.7059323009375,Arthère,Polygone,
12222,Chaussée,7498.054629125,Arthère,Polygone,
12223,Chaussée,424.083437395,Arthère,Polygone,
12224,Chaussée,409.5599381678125,Arthère,Polygone,
12225,Chaussée,521.72503545375,Arthère,Polygone,
12226,Chaussée,889.83192777875,Arthère,Polygone,
12227,Chaussée,718.008839365,Arthère,Polygone,
12228,Chaussée,599.313250805,Arthère,Polygone,
12229,Chaussée,604.41200144,Arthère,Polygone,
12230,Chaussée,2669.872567575,Arthère,Polygone,
12231,Chaussée,736.699138825,Arthère,Polygone,
12232,Chaussée,6015.87258285375,Arthère,Polygone,
12233,Chaussée,656.445518745,Locale,Polygone,
12234,Chaussée,2495.593305975,Locale,Polygone,
12235,Chaussée,2526.155184175,Locale,Polygone,
12236,Chaussée,2463.141572155,Locale,Polygone,
12237,Chaussée,740.33846539,Locale,Polygone,
12238,Chaussée,966.01037048,Locale,Polygone,
12239,Chaussée,3135.8456044375,Locale,Polygone,
12240,Chaussée,623.36299698125,Locale,Polygone,
12241,Chaussée,1947.30514716,Locale,Polygone,
12242,Chaussée,1840.57634396,Locale,Polygone,
12243,Chaussée,544.509428185,Locale,Polygone,
12244,Chaussée,1844.903764685,Locale,Polygone,
12245,Chaussée,2761.19906266,Locale,Polygone,
12246,Chaussée,27605.672138585,Locale,Polygone,
12247,Chaussée,1119.754485965,Arthère,Polygone,
12248,Chaussée,1130.857063675,Arthère,Polygone,
12249,Chaussée,940.811338495,Arthère,Polygone,
12250,Chaussée,941.25709677,Arthère,Polygone,
12251,Chaussée,476.027236955,Arthère,Polygone,
12252,Chaussée,1998.551738365,Arthère,Polygone,
12253,Chaussée,524.907544605,Arthère,Polygone,
12254,Chaussée,2852.929323745,Arthère,Polygone,
12255,Chaussée,553.83550517,Locale,Polygone,
12256,Chaussée,302.68041746,Locale,Polygone,
12257,Chaussée,485.198700665,Locale,Polygone,
12258,Chaussée,3094.362692435,Locale,Polygone,
12259,Chaussée,873.222092195,Locale,Polygone,
12260,Chaussée,528.598859395,Locale,Polygone,
12261,Chaussée,566.57019224,Locale,Polygone,
12262,Chaussée,573.50057472,Locale,Polygone,
12263,Chaussée,1316.974914225,Locale,Polygone,
12264,Chaussée,2784.05212665,Locale,Polygone,
12265,Chaussée,1535.695991205,Locale,Polygone,
12266,Chaussée,488.21377582,Locale,Polygone,
12267,Chaussée,371.59223615,Locale,Polygone,
12268,Chaussée,468.38098693,Locale,Polygone,
12269,Chaussée,505.469187034375,Locale,Polygone,
12270,Chaussée,323.746642779375,Locale,Polygone,
12271,Chaussée,585.68250564,Locale,Polygone,
12272,Chaussée,1152.565930125,Locale,Polygone,
12273,Chaussée,1709.354927695,Locale,Polygone,
12274,Chaussée,588.84858115875,Locale,Polygone,
12275,Chaussée,1082.53227656,Locale,Polygone,
12276,Chaussée,1169.729816225625,Locale,Polygone,
12277,Chaussée,1651.71423003375,Locale,Polygone,
12278,Chaussée,1236.003780315625,Locale,Polygone,
12279,Chaussée,2103.116376755,Locale,Polygone,
12280,Chaussée,1622.666142855,Locale,Polygone,
12281,Chaussée,626.65067262,Locale,Polygone,
12282,Chaussée,1041.53877799,Locale,Polygone,
12283,Chaussée,1386.1956637978126,Locale,Polygone,
12284,Chaussée,453.470346213125,Locale,Polygone,
12285,Chaussée,517.9734261215625,Locale,Polygone,
12286,Chaussée,594.3261094196876,Locale,Polygone,
12287,Chaussée,569.065311285,Locale,Polygone,
12288,Chaussée,305.002076885625,Locale,Polygone,
12289,Chaussée,422.4356556796875,Locale,Polygone,
12290,Chaussée,646.6064392484375,Locale,Polygone,
12291,Chaussée,558.17635995875,Locale,Polygone,
12292,Chaussée,1135.4168751509376,Locale,Polygone,
12293,Chaussée,1152.1872818,Locale,Polygone,
12294,Chaussée,1188.94545617,Locale,Polygone,
12295,Chaussée,1109.10245931,Locale,Polygone,
12296,Chaussée,724.642485485,Locale,Polygone,
12297,Chaussée,816.81140354,Locale,Polygone,
12298,Chaussée,504.6382951909375,Locale,Polygone,
12299,Chaussée,376.7497441809375,Locale,Polygone,
12300,Chaussée,1789.328896461875,Locale,Polygone,
12301,Chaussée,1102.8375292390624,Locale,Polygone,
12302,Chaussée,486.6304265921875,Locale,Polygone,
12303,Chaussée,1777.6960332946876,Locale,Polygone,
12304,Chaussée,1370.841916224375,Locale,Polygone,
12305,Chaussée,1522.81297729,Locale,Polygone,
12306,Chaussée,401.116860415,Locale,Polygone,
12307,Chaussée,869.870667275,Locale,Polygone,
12308,Chaussée,479.069249825,Locale,Polygone,
12309,Chaussée,799.091136515,Locale,Polygone,
12310,Chaussée,282.495769865,Locale,Polygone,
12311,Chaussée,373.051854485,Locale,Polygone,
12312,Chaussée,665.00976174,Locale,Polygone,
12313,Chaussée,785.46039506,Locale,Polygone,
12314,Chaussée,525.723317195,Locale,Polygone,
12315,Chaussée,706.55288583,Locale,Polygone,
12316,Chaussée,928.3352643046875,Locale,Polygone,
12317,Chaussée,1031.9161078371876,Locale,Polygone,
12318,Chaussée,1130.5308735228125,Locale,Polygone,
12319,Chaussée,1151.7976642878125,Locale,Polygone,
12320,Chaussée,1547.59697884875,Locale,Polygone,
12321,Chaussée,1665.208765709375,Locale,Polygone,
12322,Chaussée,2641.5171879640625,Locale,Polygone,
12323,Chaussée,807.01745678125,Locale,Polygone,
12324,Chaussée,1121.527242035,Locale,Polygone,
12325,Chaussée,4395.66014352,Locale,Polygone,
12326,Chaussée,1197.34749615,Locale,Polygone,
12327,Chaussée,498.286226405,Locale,Polygone,
12328,Chaussée,333.351491545,Locale,Polygone,
12329,Chaussée,964.96541978,Locale,Polygone,
12330,Chaussée,811.274418456875,Locale,Polygone,
12331,Chaussée,283.481333045625,Locale,Polygone,
12332,Chaussée,2009.7355390834375,Locale,Polygone,
12333,Chaussée,1753.56703791,Locale,Polygone,
12334,Chaussée,414.76544545,Locale,Polygone,
12335,Chaussée,1962.6674645690625,Locale,Polygone,
12336,Chaussée,509.447439485,Locale,Polygone,
12337,Chaussée,530.421496525,Locale,Polygone,
12338,Chaussée,582.916968165,Locale,Polygone,
12339,Chaussée,450.339898165,Locale,Polygone,
12340,Chaussée,737.565814485,Locale,Polygone,
12341,Chaussée,665.74162441,Locale,Polygone,
12342,Chaussée,1954.37031306375,Locale,Polygone,
12343,Chaussée,1257.409728255,Locale,Polygone,
12344,Chaussée,2118.774393395625,Locale,Polygone,
12345,Chaussée,2371.67727241,Locale,Polygone,
12346,Chaussée,1325.49044765,Locale,Polygone,
12347,Chaussée,1341.00307223,Locale,Polygone,
12348,Chaussée,632.417360905,Locale,Polygone,
12349,Chaussée,677.238568365,Locale,Polygone,
12350,Chaussée,1433.986608235,Locale,Polygone,
12351,Chaussée,441.819562635,Locale,Polygone,
12352,Chaussée,977.679060645,Locale,Polygone,
12353,Chaussée,1950.15357565,Locale,Polygone,
12354,Chaussée,1288.773110775,Locale,Polygone,
12355,Chaussée,663.16950256,Locale,Polygone,
12356,Chaussée,982.85623011,Locale,Polygone,
12357,Chaussée,2522.07410525,Locale,Polygone,
12358,Chaussée,3656.83698062,Locale,Polygone,
12359,Chaussée,3212.945423975625,Arthère,Polygone,
12360,Chaussée,1433.337135765,Locale,Polygone,
12361,Chaussée,1880.001235135,Locale,Polygone,
12362,Chaussée,2337.88989855,Locale,Polygone,
12363,Chaussée,1216.055813755,Locale,Polygone,
12364,Chaussée,1337.3479813971876,Locale,Polygone,
12365,Chaussée,1600.822452425,Locale,Polygone,
12366,Chaussée,1088.57549865,Locale,Polygone,
12367,Chaussée,961.42975388,Locale,Polygone,
12368,Chaussée,484.53610821,Locale,Polygone,
12369,Chaussée,1239.71453426,Locale,Polygone,
12370,Chaussée,387.58443188,Locale,Polygone,
12371,Chaussée,2385.371908935,Locale,Polygone,
12372,Chaussée,1210.887743605,Locale,Polygone,
12373,Chaussée,505.00752376,Locale,Polygone,
12374,Chaussée,459.64075428,Locale,Polygone,
12375,Chaussée,459.032278656875,Locale,Polygone,
12376,Chaussée,478.169489075,Locale,Polygone,
12377,Chaussée,558.560436665,Locale,Polygone,
12378,Chaussée,495.943197405,Locale,Polygone,
12379,Chaussée,437.92639921,Locale,Polygone,
12380,Chaussée,527.311564245,Locale,Polygone,
12381,Chaussée,2044.804501505,Locale,Polygone,
12382,Chaussée,639.65992293,Locale,Polygone,
12383,Chaussée,571.09466714125,Locale,Polygone,
12384,Chaussée,554.48205795,Locale,Polygone,
12385,Chaussée,669.29948694,Locale,Polygone,
12386,Chaussée,408.70452072,Locale,Polygone,
12387,Chaussée,298.31458396,Locale,Polygone,
12388,Chaussée,494.205679465,Locale,Polygone,
12389,Chaussée,468.251309545,Locale,Polygone,
12390,Chaussée,639.585697415,Locale,Polygone,
12392,Chaussée,505.279613535,Locale,Polygone,
12393,Chaussée,494.472088405,Locale,Polygone,
12394,Chaussée,2308.62798692,Locale,Polygone,
12395,Chaussée,1177.10699117,Locale,Polygone,
12396,Chaussée,522.798781755,Privé,Polygone,
12397,Chaussée,2351.102921775,Locale,Polygone,
12398,Chaussée,2075.704204965,Locale,Polygone,
12399,Chaussée,2281.5153851540626,Locale,Polygone,
12400,Chaussée,946.665203735,Locale,Polygone,
12401,Chaussée,1350.89205882,Locale,Polygone,
12402,Chaussée,1117.89663052,Locale,Polygone,
12403,Chaussée,1524.28383048,Locale,Polygone,
12404,Chaussée,385.628014355,Locale,Polygone,
12405,Chaussée,496.460039555,Locale,Polygone,
12406,Chaussée,1529.059424835,Locale,Polygone,
12407,Chaussée,1006.902158,Locale,Polygone,
12408,Chaussée,2069.35159319,Locale,Polygone,
12409,Chaussée,1379.477269845,Locale,Polygone,
12410,Chaussée,488.7566166125,Locale,Polygone,
12411,Chaussée,2164.8531342325,Locale,Polygone,
12412,Chaussée,1143.449816845,Locale,Polygone,
12413,Chaussée,519.78564061,Locale,Polygone,
12414,Chaussée,502.798018255,Locale,Polygone,
12415,Chaussée,1734.49639291,Locale,Polygone,
12416,Chaussée,1296.09564672,Locale,Polygone,
12417,Chaussée,799.788234045,Locale,Polygone,
12418,Chaussée,206.99206074,Locale,Polygone,
12419,Chaussée,2154.677638275625,Locale,Polygone,
12420,Chaussée,1825.96425037125,Locale,Polygone,
12421,Chaussée,2369.154984915,Locale,Polygone,
12422,Chaussée,1025.1830819,Locale,Polygone,
12423,Chaussée,486.043766795,Locale,Polygone,
12424,Chaussée,452.220188210625,Locale,Polygone,
12425,Chaussée,459.854424,Locale,Polygone,
12426,Chaussée,482.27337016,Locale,Polygone,
12427,Chaussée,2491.46668408,Locale,Polygone,
12428,Chaussée,951.037238815,Locale,Polygone,
12429,Chaussée,472.014373675,Locale,Polygone,
12430,Chaussée,1073.501150125,Locale,Polygone,
12431,Chaussée,409.0676833,Locale,Polygone,
12432,Chaussée,1120.58401929,Locale,Polygone,
12433,Chaussée,453.28715308,Locale,Polygone,
12434,Chaussée,532.66381592,Locale,Polygone,
12435,Chaussée,603.29379894,Locale,Polygone,
12436,Chaussée,2294.52737967,Locale,Polygone,
12437,Chaussée,2115.621099025,Locale,Polygone,
12438,Chaussée,601.19622404,Locale,Polygone,
12439,Chaussée,1753.145146825,Locale,Polygone,
12440,Chaussée,1902.682591405,Locale,Polygone,
12441,Chaussée,2425.320393805,Locale,Polygone,
12442,Chaussée,2409.89592414,Locale,Polygone,
12443,Chaussée,534.86654647,Locale,Polygone,
12444,Chaussée,1827.965353985,Locale,Polygone,
12445,Chaussée,1887.496070145,Locale,Polygone,
12446,Chaussée,1836.665300995,Locale,Polygone,
12447,Chaussée,2203.137267835,Locale,Polygone,
12448,Chaussée,1680.259469695,Locale,Polygone,
12449,Chaussée,1672.673570465,Locale,Polygone,
12450,Chaussée,2195.89287661,Locale,Polygone,
12451,Chaussée,3186.22262572875,Locale,Polygone,
12452,Chaussée,2562.35627239,Locale,Polygone,
12453,Chaussée,551.91779102,Locale,Polygone,
12454,Chaussée,505.457395975,Locale,Polygone,
12455,Chaussée,2645.34857936,Locale,Polygone,
12456,Chaussée,481.0835604725,Locale,Polygone,
12457,Chaussée,545.006783265,Locale,Polygone,
12458,Chaussée,545.11770066,Locale,Polygone,
12459,Chaussée,498.855218455,Locale,Polygone,
12460,Chaussée,569.107120105,Locale,Polygone,
12461,Chaussée,546.56733713,Locale,Polygone,
12462,Chaussée,553.383869695,Locale,Polygone,
12463,Chaussée,556.14514809,Locale,Polygone,
12464,Chaussée,544.629423585,Locale,Polygone,
12465,Chaussée,518.44560935,Locale,Polygone,
12466,Chaussée,518.81618601,Locale,Polygone,
12467,Chaussée,564.73896938,Locale,Polygone,
12468,Chaussée,536.789054755,Locale,Polygone,
12469,Chaussée,563.427160625,Locale,Polygone,
12470,Chaussée,593.15401798,Locale,Polygone,
12471,Chaussée,554.57345446,Locale,Polygone,
12472,Chaussée,2069.4379290925,Locale,Polygone,
12473,Chaussée,2406.88803115,Locale,Polygone,
12474,Chaussée,2004.25320046,Locale,Polygone,
12475,Chaussée,1990.10491289,Locale,Polygone,
12476,Chaussée,2618.68365785,Locale,Polygone,
12477,Chaussée,1947.62050987125,Locale,Polygone,
12478,Chaussée,2669.61749586,Locale,Polygone,
12479,Chaussée,2658.1427908,Locale,Polygone,
12480,Chaussée,1980.538243535,Locale,Polygone,
12481,Chaussée,2533.91254704,Locale,Polygone,
12482,Chaussée,2590.45737502,Locale,Polygone,
12483,Chaussée,595.61202739,Locale,Polygone,
12484,Chaussée,2466.486481405,Locale,Polygone,
12485,Chaussée,2218.44489815,Locale,Polygone,
12486,Chaussée,534.266311335,Locale,Polygone,
12487,Chaussée,1691.76103264,Locale,Polygone,
12488,Chaussée,2340.76652298,Locale,Polygone,
12489,Chaussée,706.62156873,Locale,Polygone,
12490,Chaussée,743.727907955,Locale,Polygone,
12491,Chaussée,2625.487793315,Locale,Polygone,
12492,Chaussée,2581.84899532,Locale,Polygone,
12493,Chaussée,2525.08690476,Locale,Polygone,
12494,Chaussée,2511.831033875,Locale,Polygone,
12495,Chaussée,2526.581888985,Locale,Polygone,
12496,Chaussée,2409.443659875,Locale,Polygone,
12497,Chaussée,529.168439065,Locale,Polygone,
12498,Chaussée,537.25569522,Locale,Polygone,
12499,Chaussée,515.75524055,Locale,Polygone,
12500,Chaussée,607.435058435,Locale,Polygone,
12501,Chaussée,2816.135289565,Locale,Polygone,
12502,Chaussée,2074.307693345,Locale,Polygone,
12503,Chaussée,687.946256461875,Locale,Polygone,
12504,Chaussée,1480.471116160625,Locale,Polygone,
12505,Chaussée,833.583987735,Locale,Polygone,
12506,Chaussée,2835.41735376,Locale,Polygone,
12507,Chaussée,2221.507545925,Locale,Polygone,
12508,Chaussée,498.0305368259375,Locale,Polygone,
12509,Chaussée,3231.434981625,Locale,Polygone,
12510,Chaussée,1254.21386509,Locale,Polygone,
12511,Chaussée,1893.11514187,Locale,Polygone,
12512,Chaussée,694.71141769,Locale,Polygone,
12513,Chaussée,515.83119504,Locale,Polygone,
12514,Chaussée,516.51226809,Locale,Polygone,
12515,Chaussée,1416.74687892,Locale,Polygone,
12516,Chaussée,537.882112215,Locale,Polygone,
12517,Chaussée,505.919454743125,Locale,Polygone,
12518,Chaussée,543.50441049,Locale,Polygone,
12519,Chaussée,566.629599385,Locale,Polygone,
12520,Chaussée,3493.718027,Locale,Polygone,
12521,Chaussée,3766.133956415,Locale,Polygone,
12522,Chaussée,2796.1390573509375,Locale,Polygone,
12523,Chaussée,2228.171016995,Locale,Polygone,
12524,Chaussée,512.91595085,Locale,Polygone,
12525,Chaussée,2028.174680505,Locale,Polygone,
12526,Chaussée,484.500238895,Locale,Polygone,
12527,Chaussée,2433.686264795,Locale,Polygone,
12528,Chaussée,676.70222884,Locale,Polygone,
12529,Chaussée,1045.3423675,Locale,Polygone,
12530,Chaussée,583.11844185,Locale,Polygone,
12531,Chaussée,516.250692915,Locale,Polygone,
12532,Chaussée,491.26773471,Locale,Polygone,
12533,Chaussée,514.305751455,Locale,Polygone,
12534,Chaussée,1423.952011555,Locale,Polygone,
12535,Chaussée,1450.061989895,Locale,Polygone,
12536,Chaussée,625.02171743,Locale,Polygone,
12537,Chaussée,2233.64752428,Locale,Polygone,
12538,Chaussée,1016.647451285,Arthère,Polygone,
12539,Chaussée,2964.6368167325,Arthère,Polygone,
12540,Chaussée,7298.1458049,Arthère,Polygone,
12541,Chaussée,3845.99791009,Locale,Polygone,
12542,Chaussée,498.712883815,Locale,Polygone,
12543,Chaussée,3352.66747281,Arthère,Polygone,
12544,Chaussée,1918.464515815,Arthère,Polygone,
12545,Chaussée,996.2365806025,Locale,Polygone,
12546,Chaussée,874.237933575,Locale,Polygone,
12547,Chaussée,558.720678375,Locale,Polygone,
12548,Chaussée,736.624380525,Locale,Polygone,
12549,Chaussée,1991.562397415,Locale,Polygone,
12550,Chaussée,4046.69132897,Locale,Polygone,
12551,Chaussée,590.398116045,Locale,Polygone,
12552,Chaussée,1510.58789413,Locale,Polygone,
12553,Chaussée,991.90389018,Locale,Polygone,
12554,Chaussée,654.470172375,Locale,Polygone,
12555,Chaussée,987.387869725,Locale,Polygone,
12556,Chaussée,1524.194412145,Locale,Polygone,
12557,Chaussée,527.586609035,Locale,Polygone,
12558,Chaussée,735.734753535,Locale,Polygone,
12559,Chaussée,3125.510212685,Locale,Polygone,
12560,Chaussée,639.147334575,Locale,Polygone,
12561,Chaussée,1536.87176658,Locale,Polygone,
12562,Chaussée,3897.65577871,Locale,Polygone,
12563,Chaussée,757.35178073,Locale,Polygone,
12564,Chaussée,565.67397363,Locale,Polygone,
12565,Chaussée,819.45749657,Locale,Polygone,
12566,Chaussée,496.8245418509375,Locale,Polygone,
12567,Chaussée,2963.007872265,Locale,Polygone,
12568,Chaussée,538.4893606,Locale,Polygone,
12569,Chaussée,1941.395052415,Locale,Polygone,
12570,Chaussée,611.45076559,Locale,Polygone,
12571,Chaussée,1955.55651394,Locale,Polygone,
12572,Chaussée,683.540800405,Locale,Polygone,
12573,Chaussée,2247.477714895,Locale,Polygone,
12574,Chaussée,652.88098606,Locale,Polygone,
12575,Chaussée,578.787364045,Locale,Polygone,
12576,Chaussée,1076.74398608,Locale,Polygone,
12577,Chaussée,1693.65217271,Locale,Polygone,
12578,Chaussée,1424.905666498125,Locale,Polygone,
12579,Chaussée,1763.230072401875,Locale,Polygone,
12580,Chaussée,608.25859881,Locale,Polygone,
12581,Chaussée,2451.94037736,Locale,Polygone,
12582,Chaussée,584.564427135,Locale,Polygone,
12583,Chaussée,596.3398612746875,Locale,Polygone,
12584,Chaussée,1162.454827385,Locale,Polygone,
12585,Chaussée,1624.841424795,Locale,Polygone,
12586,Chaussée,663.015538705,Locale,Polygone,
12587,Chaussée,888.017945225,Locale,Polygone,
12588,Chaussée,587.457330265,Locale,Polygone,
12589,Chaussée,2375.17249246,Locale,Polygone,
12590,Chaussée,696.001801365,Locale,Polygone,
12591,Chaussée,1031.017668355,Locale,Polygone,
12592,Chaussée,1099.392607405,Locale,Polygone,
12593,Chaussée,2677.232039555,Locale,Polygone,
12594,Chaussée,574.1001812,Locale,Polygone,
12595,Chaussée,1493.93610227,Locale,Polygone,
12596,Chaussée,1599.66535365,Locale,Polygone,
12597,Chaussée,564.26757323,Locale,Polygone,
12598,Chaussée,1616.73232007,Locale,Polygone,
12599,Chaussée,746.25266559,Locale,Polygone,
12600,Chaussée,756.692665015,Locale,Polygone,
12601,Chaussée,1040.59752032,Locale,Polygone,
12602,Chaussée,1173.68266594,Locale,Polygone,
12603,Chaussée,4280.406565165,Locale,Polygone,
12604,Chaussée,569.466493155,Locale,Polygone,
12605,Chaussée,1113.809880315,Locale,Polygone,
