NUMÉRO,DATE D'APPROBATION,NOM DU FOURNISSEUR,SERVICE,DESCRIPTION,NUMÉRO ENTENTE-CADRE,MONTANT 
1564294,2022-11-22,GDLC excavation inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Travaux de réparation de drain d'égout_21-2364 Régent,N/A,"20 210,09"
1564277,2022-11-22,Cleanflow utility supply company,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Machine à eau chaude en réseau fermé,N/A,"5 269,82"
1564289,2022-11-22,Embouteillages Warwick inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022 -2023_eau embouteillée en format 4 litres pour urgences,1553263,"2 870,00"
1564472,2022-11-22,Distribution Sports Loisirs G.P. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Table de ping-pong,N/A,"957,48"
1562071,2022-11-22,PGVMédia,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Panneau: Plan d'urgence,N/A,"154,33"
1564390,2022-11-22,Sani-Dépôt,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Lumières ultraviolets,N/A,"229,13"
1563093,2022-11-22,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur portable et 2 stations d'accueil,N/A,"1 521,55"
1564389,2022-11-22,Les solutions de rangement Prisma inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation de tiroirs_bibliothèque Benny,N/A,"1 732,29"
1564505,2022-11-23,Construction DJL inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert pour la saison hivernale 2022-2023_asphalte,1534796,"8 399,00"
1564852,2022-11-23,Dépistage St-Jacques inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de recherche des informations de propriétaire,N/A,"209,97"
1549147,2022-11-23,Tabasko communications inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Frais de livraison pour accroche-portes,N/A,"52,49"
1564489,2022-11-23,Arbres de Noël ASJ,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Décors du temps des fêtes (sapins, branches, tiges de bouleau)",N/A,"3 174,82"
1564507,2022-11-23,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Unités d'alimentation,N/A,"482,90"
1564509,2022-11-23,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Écran portatif,N/A,"199,47"
1564503,2022-11-23,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Tables pliables,N/A,"993,56"
1565084,2022-11-24,Montreal Stencil inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Plaquette d'identification,N/A,"25,23"
1563704,2022-11-24,Groupe ameublement Focus inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Tables à diner pour salle à manger,N/A,"1 987,37"
1563683,2022-11-24,Solutions Zoom inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bases de table ajustables,N/A,"2 580,50"
1564944,2022-11-24,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Caméras Logitech,N/A,"73,47"
1565016,2022-11-24,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Ruban, papier à coulisse, bouchons à oreille, vestes et pantalons de sécurité",N/A,"845,70"
1565020,2022-11-24,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Trousses de déversement, racloirs, raccords, etc.",N/A,"723,56"
1564949,2022-11-24,Walter technologies pour surfaces,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Dégraissant écologique,N/A,"4 302,39"
1565089,2022-11-24,Groupe Trium inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Polos et manteaux pour les inspecteurs,N/A,"1 574,81"
1564926,2022-11-24,Ferronnerie Bronx,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Épinette,N/A,"882,95"
1563068,2022-11-24,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Tabouret d'atelier et ruban adhésif,N/A,"316,49"
1537370,2022-11-24,Cima+ S.E.N.C.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Serv. d'ingénierie structurale_projet de remplacement des dormants du toit_Centre sportif NDG,N/A,"3 664,06"
1565047,2022-11-24,Équipements Halt inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Station de réparation de vélo, ancrages et outils d'installation",N/A,"3 128,59"
1565042,2022-11-24,Les films Criterion pictures,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Licence - droits canadiens pour visionnement - 1 an,N/A,"1 574,81"
1565045,2022-11-24,Librairie Renaud-Bray inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Casse-têtes,N/A,"173,32"
1565044,2022-11-24,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chargeurs de manettes de jeux vidéos_Fab Lab,N/A,"147,12"
1564990,2022-11-24,Albert Viau division Emco corporation,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pièces et accessoires pour l'aqueduc,N/A,"1 855,38"
1565053,2022-11-24,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Gants et joints d'étanchéité,N/A,"474,21"
1565048,2022-11-25,Brault & Bouthillier ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Tabouret oscillant,N/A,"75,54"
1565144,2022-11-25,Réal Huot inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Claplet anti-retour,N/A,"5 388,82"
1554793,2022-11-25,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Bêches, rateaux, gants et serviettes nettoyantes sèches",N/A,"27,72"
1565186,2022-11-28,Centre de services scolaires de Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation maçonnerie ,N/A,"1 648,73"
1565183,2022-11-28,Santinel inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Secourisme en milieu de travail,N/A,"281,37"
1565196,2022-11-28,Six Creativelab,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Adaptation, conception et production d'un visuel_campagne ""Votre future équipe""",N/A,"602,64"
1565462,2022-11-28,Solutions supérieures S.E.C.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Nettoyant pour acier inoxydable,N/A,"110,87"
1562070,2022-11-28,Conceptions Snotech inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Entretien des pistes de ski de fond et de la butte à glisser,N/A,"19 097,22"
1565052,2022-11-28,Machinerie plus ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Installation de grille de protection,N/A,"519,68"
1526685,2022-11-28,GFL environnemental inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_location de toilettes chimiques_ajout pour paiement de factures,1408749,"6 834,73"
1565500,2022-11-28,Distribution Sports Loisirs G.P. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Jeux pour la programmation hivernale au centre communautaire Walkley,N/A,"277,65"
1565499,2022-11-28,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Cafetière grand format pour la programmation hivernale au centre communautaire Walkley,N/A,"199,47"
1565496,2022-11-28,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bac d'entreposage pour la programmation hivernale au centre communautaire Walkley,N/A,"313,91"
1565274,2022-11-28,Service Au fil des saisons inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Enlèvement et transport de bacs à fleurs,N/A,"1 076,12"
1564510,2022-11-28,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur portable,1526425,"2 041,69"
1565493,2022-11-28,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Équipement informatique pour le support d'équipements techniques de son, éclairage et vidéo",N/A,"3 046,03"
1565590,2022-11-29,Les constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Travaux  urgents d'excavation_Centre Sportif NDG,N/A,"10 219,22"
1565595,2022-11-29,XYZ technologie culturelle inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Écran motorisé Strongview,N/A,"14 372,78"
1565589,2022-11-29,Stores J. Fauteux inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Toiles solaires manuelles,N/A,"2 126,00"
1565791,2022-11-29,Leblanc illuminations-Canada inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Guirlandes lumineuses,N/A,"3 336,08"
1516715,2022-11-30,Telus communications inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_Frais cellulaire DSAG_ajout pour paiement de factures,1408829,"283,47"
1562775,2022-11-30,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur portable et station d'accueil,1526425,"1 315,38"
1565855,2022-11-30,G & B Cotton inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Remplacement de colonnes de l'entrepôt du CSM Madison_GDD 2229487003,N/A,"61 039,73"
1565613,2022-11-30,Groupe Artea inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat gré a gré_projet d'illumination hivernale pour le Chemin Queen-Mary_ GDD 2229223004,N/A,"71 239,09"
1565996,2022-11-30,Sani-Dépôt,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Crème nettoyante multi-surfaces,N/A,"130,52"
1565754,2022-12-01,Productions Midor inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Animation pour l'activité du temps des fêtes des employés 2022,N/A,"750,00"
1561673,2022-12-01,COOP de solidarité Jardinons,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Balles de paille,N/A,"1 049,87"
1565591,2022-12-01,Auvitec ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Équipement de scène,N/A,"1 961,16"
1565594,2022-12-01,XYZ technologie culturelle inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Pied de microphone, câbles, pinces, barres d'alimentation",N/A,"845,16"
1565596,2022-12-01,Peauseidon eau de source naturelle,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Eau de source_bibliothèque Benny,N/A,"300,00"
1566270,2022-12-01,SPI santé sécurité inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_inspection annuelle d'équipements - service mobile,N/A,"626,15"
1566139,2022-12-01,ISM Art & Design,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat gré a gré_installation de décors hivernaux non-lumineux sur Victoria et Van Horne_GDD 2229223003,N/A,"25 782,59"
1564509,2022-12-01,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Écran portatif Epson,N/A,"2,10"
1566180,2022-12-01,Empire Canada,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Manomètres,N/A,"42,27"
1566155,2022-12-01,Footage tools inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Outil à découper,N/A,"456,38"
1566146,2022-12-01,Le groupe Lam-E St-Pierre,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Montage d'accessoire de levage avec crochet,N/A,"1 763,79"
1566032,2022-12-02,Société canadienne des postes,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_frais de poste,N/A,"263,76"
1558131,2022-12-02,Quatro air technologies inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Filtres pour découpe laser TROTEC,N/A,"115,49"
1566212,2022-12-05,Réjean Beaudry,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Supervision de contrats de neige pour l'hiver 2022-2023_GDD 2229454002,N/A,"2 400,00"
1566217,2022-12-05,Sylvain Beaudry,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Supervision de contrats de neige pour l'hiver 2022-2023_GDD 2229454003,N/A,"2 400,00"
1566601,2022-12-05,Duroking construction,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Arpentage de cinq intersections prévues dans le projet de PRR-2023_GDD 2225153001,N/A,"9 606,36"
1547304,2022-12-05,Gorl'eau inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,2022_Service de localisation et  dépistage de fuites d'eau dans CDN-NDG et Outremont,N/A,"2 099,75"
1566008,2022-12-05,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Vêtement haute visibilité,N/A,"3 783,10"
1566223,2022-12-05,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Douilles à choc,N/A,"59,96"
1566608,2022-12-05,CF salubrité inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation entretien ménager salubrité,N/A,"1 102,37"
1566772,2022-12-05,Distribution sports loisirs G.P. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Traineaux et raquettes_programmation hivernale au centre Westhaven,N/A,"1 263,71"
1566767,2022-12-05,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bouteilles cylindriques_programmation hivernale au Centre communautaire Walkley,N/A,"77,59"
1566873,2022-12-05,Solidcad une compagnie Cansel,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Renouvellement abonnement annuel AutoCAD,N/A,"566,93"
1566621,2022-12-05,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Marteau pneumatique,N/A,"247,27"
1566893,2022-12-06,942931 Ontario inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Préfiltres pour purificateur d'air,N/A,"408,75"
1566982,2022-12-06,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Boyau usage multiple,N/A,"144,73"
1566936,2022-12-06,Techsport inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Modules de jeux pour enfants_GDD 2228424008,N/A,"22 719,65"
1566932,2022-12-06,11246321 Canada,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réfection des dalles d'entrée et installation d'un compteur d'eau au centre sportif Notre-Dame-des-Neiges_GDD 2225302009,N/A,"1 055,94"
1550094,2022-12-06,Groupe de sécurité Garda SENC,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_service de gardiennage lors d'événements_Greffe,N/A,"430,45"
1566928,2022-12-06,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Achat de trousses de  déversement,N/A,"460,41"
1567223,2022-12-07,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Papier à main, savon, couvre-siège de toilette, détergent, chaudière et essoreuse",N/A,"919,65"
1512401,2022-12-07,Réno-Dépôt,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"BC ouvert pour 2022_petits outils, urgences et autres",N/A,"314,96"
1567299,2022-12-07,Capital winch,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Treuil pour la Maison de la Culture NDG,N/A,"4 731,90"
1541655,2022-12-07,Mauricio Meza,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_services de décoration de salles pour les conseils et événements publics,N/A,"525,00"
1567716,2022-12-08,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pelle à main,N/A,"94,33"
1567584,2022-12-08,FNX-Innov inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Offre de services professionnels_ajout d'une entrée de services au YMCA,N/A,"17 112,96"
1567705,2022-12-08,Tessier Récréo-Parc inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Modules de jeux pour enfants_GDD 2228424007,N/A,"22 827,43"
1567644,2022-12-08,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Sacs refermables et gants,N/A,"667,80"
1567575,2022-12-08,Gabriella Fanous,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Rédaction et stratégie de communication,N/A,"8 800,00"
1567721,2022-12-08,Conceptions Snotech inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Traçage d'une piste de ski de fond supplémentaire (près de la rue Paré),N/A,"3 149,62"
1566192,2022-12-08,Aqua-mécanique inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Couteau à fonte et scie,N/A,"937,12"
1567713,2022-12-09,Solotech inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Équipement de scène pour CC NDG,N/A,"6 141,56"
1567722,2022-12-09,Le monde de m. Fun,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,2 jours d'animation des événements parcs,N/A,"4 398,98"
1511590,2022-12-12,Quincaillerie Notre-Dame de St-Henri inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022 _accessoires et outils pour divers urgences,N/A,"524,94"
1564944,2022-12-12,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Caméras,N/A,"0,42"
1568284,2022-12-12,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Papier brun,N/A,"582,83"
1568239,2022-12-12,Arbo-Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Élagage complet et allègement au 5372 Newman,N/A,"2 204,74"
1544569,2022-12-12,Édifice 5160 Décarie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Frais de stationnement_juillet à déc 2022_ajout pour paiement de facture de décembre ,N/A,"288,72"
1512282,2022-12-12,RMB extermination inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert_inspection mensuelle des centres sportifs,N/A,"1 119,71"
1567971,2022-12-12,Atmosphare inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Modules de jeux pour enfants_GDD 2228424009,N/A,"6 892,52"
1544300,2022-12-12,Giant Montreal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Cadenas pour vélo électrique,N/A,"131,23"
1565795,2022-12-12,Mon pâtissier Udson,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Assortiments de viennoiseries_présentation de plan stratégique,N/A,"2 810,00"
1568066,2022-12-12,Société d'habitation et de développement de Montréal (SHDM),Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Mise aux normes du système d'alarme incendie au Centre communautaire Monkland (4400-4410 West-Hill),N/A,"51 114,59"
1535082,2022-12-12,TotalMed solutions santé inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_expertises médicales,N/A,"3 404,69"
1511584,2022-12-12,Les gestions M&D Picard inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"BC ouvert 2022_divers petits outils, pièces et autres urgences",N/A,"1 049,87"
1568074,2022-12-12,Location Sauvageau inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réclamation du dommage du camion en location pour les activités Hors-les-murs,N/A,"1 212,00"
1568070,2022-12-12,XYZ technologie culturelle inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Adaptateur pour haut-parleur,N/A,"188,96"
1568061,2022-12-12,Le potager ornemental de Catherine,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Graine, semence_bibliothèque Benny",N/A,"2 052,20"
1511596,2022-12-12,Regard sécurité,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_lunettes de sécurité avec prescription,1255847,"170,00"
1566477,2022-12-13,Northern micro,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Écrans d'ordinateur,N/A,"802,48"
1568512,2022-12-13,Cafétéria communautaire Multicaf,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Collation et intervention_parc de la Savane,N/A,"1 945,00"
