ID_SEANCE,INSTANCE,DATE,TYPE_ASSEMBLEE,TYPE_QUESTION,NOMBRE_QUESTIONS,FRANCAIS,ANGLAIS,BILINGUE,AUTRE_LANGUE,FEMME,HOMME,AUTRE_GENRE,PAS_REPONDRE_GENRE,0_14,15_24,25_34,35_44,45_54,55_64,65_74,75_PLUS,PAS_REPONDRE_AGE,AUTOCHTONE,MIN_VISIBLE,MIN_ETHNIQUE,LGBTQ,NAIS_EXT_CAN,HANDICAP,AUCUN_GROUPE,PAS_REPONDRE_GROUPE,PRIMAIRE,SECONDAIRE,COLLEGIAL,UNI_1,UNI_2,UNI_3,AUCUN_SCOL,PAS_REPONDRE_SCOL,AHU,ANJ,CDN,LAC,LAS,PMR,LSO,IBI,MHM,MTN,OUT,PRF,RDP,RPP,VSL,STL,VER,VIM,VSE,NON_RES_ARROND,PAS_REPONDRE_ARROND ,BU,BEA,CSL,DDO,DOR,HAM,KIR,VMR,MTL,ME,MO,PC,SADB,SEN,WES,NON_RES_VILLE_LIEE,PAS_REPONDRE_VILLE_LIEE,ARCHIVE_MIN_VISIBLE_ET_ETHNIQUE,ARCHIVE_PAS_REPONDRE_MIN,ARCHIVE_HANDICAP_NON
CM_2021-03-22_R,Conseil municipal,2021-03-22,Régulière,Question soumise,100,79,20,1,0,42,49,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,3,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,8,1,0,20,2,0,6,2,2,4,0,11,2,1,2,5,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,43,0
CM_2021-03-22_R,Conseil municipal,2021-03-22,Régulière,Question répondue,64,51,12,1,0,32,28,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,5,0,0,16,1,0,3,2,2,2,0,7,1,0,2,4,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,23,0
CA_2021-03-25_R,Conseil d'agglomération,2021-03-25,Régulière,Question soumise,10,9,1,0,0,4,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,3,0
CA_2021-03-25_R,Conseil d'agglomération,2021-03-25,Régulière,Question répondue,10,9,1,0,0,4,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,3,0
CA_2021-04-16_E,Conseil d'agglomération,2021-04-16,Extraordinaire,Question soumise,3,2,1,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0
CA_2021-04-16_E,Conseil d'agglomération,2021-04-16,Extraordinaire,Question répondue,3,2,1,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0
CM_2021-04-19_R,Conseil municipal,2021-04-19,Régulière,Question soumise,204,94,110,0,0,94,68,24,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,9,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,9,2,1,19,8,1,16,1,11,2,0,23,0,0,3,15,45,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,46,0
CM_2021-04-19_R,Conseil municipal,2021-04-19,Régulière,Question répondue,105,46,59,0,0,52,29,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,5,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,0,0,12,5,0,8,1,6,0,0,9,0,0,1,8,23,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,19,0
CA_2021-04-22_R,Conseil d'agglomération,2021-04-22,Régulière,Question soumise,7,6,1,0,0,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0
CA_2021-04-22_R,Conseil d'agglomération,2021-04-22,Régulière,Question répondue,7,6,1,0,0,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0
CM_2021-05-17_R,Conseil municipal,2021-05-17,Régulière,Question soumise,153,75,74,4,0,65,55,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,6,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,18,1,0,16,4,2,20,1,6,1,2,15,2,0,1,15,22,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,32,0
CM_2021-05-17_R,Conseil municipal,2021-05-17,Régulière,Question répondue,75,33,39,2,0,33,27,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,3,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,12,0,0,8,1,0,8,0,0,1,0,10,1,0,1,5,12,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,14,0
CA_2021-05-20_R,Conseil d'agglomération,2021-05-20,Régulière,Question soumise,6,3,3,0,0,2,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,NA,0,2,0
CA_2021-05-20_R,Conseil d'agglomération,2021-05-20,Régulière,Question répondue,6,3,3,0,0,2,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,NA,0,2,0
CM_2021-06-14_R,Conseil municipal,2021-06-14,Régulière,Question soumise,164,89,74,1,0,67,49,23,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,5,NA,NA,6,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,9,1,0,16,16,2,8,2,7,0,2,24,0,2,2,6,21,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,0,139
CM_2021-06-14_R,Conseil municipal,2021-06-14,Régulière,Question répondue,88,50,37,1,0,40,24,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,3,NA,NA,4,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,5,0,0,7,9,0,3,0,3,0,0,16,0,0,0,5,14,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,0,77
CA_2021-06-17_R,Conseil d'agglomération,2021-06-17,Régulière,Question soumise,20,17,3,0,0,6,13,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,2,0,2,0,1,1,1,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,1,1,14,1,0,2,0,0,0,0,NA,0,0,17
CA_2021-06-17_R,Conseil d'agglomération,2021-06-17,Régulière,Question répondue,20,17,3,0,0,6,13,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2,2,0,2,0,1,1,1,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,1,1,14,1,0,2,0,0,0,0,NA,0,0,17
CM_2021-08-23_R,Conseil municipal,2021-08-23,Régulière,Question soumise,53,40,11,0,2,21,31,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,NA,NA,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,1,0,5,2,0,6,1,6,0,2,2,0,1,0,9,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,48
CM_2021-08-23_R,Conseil municipal,2021-08-23,Régulière,Question répondue,53,40,11,0,2,21,31,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,NA,NA,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,1,0,5,2,0,6,1,6,0,2,2,0,1,0,9,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,48
CA_2021-08-26_R,Conseil d'agglomération,2021-08-26,Régulière,Question soumise,13,11,2,0,0,6,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,NA,0,2,12
CA_2021-08-26_R,Conseil d'agglomération,2021-08-26,Régulière,Question répondue,13,11,2,0,0,6,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,NA,0,2,12
CM_2021-09-27_R,Conseil municipal,2021-09-27,Régulière,Question soumise,65,58,7,0,0,38,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,NA,NA,43,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,0,2,2,0,2,4,4,2,0,2,5,1,0,0,3,12,0,NA,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,NA,0,0,1
CM_2021-09-27_R,Conseil municipal,2021-09-27,Régulière,Question répondue,65,58,7,0,0,38,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,NA,NA,43,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,0,2,2,0,2,4,4,2,0,2,5,1,0,0,3,12,0,NA,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,NA,0,0,1
CA_2021-09-30_R,Conseil d'agglomération,2021-09-30,Régulière,Question soumise,4,4,0,0,0,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,NA,0,0,4
CA_2021-09-30_R,Conseil d'agglomération,2021-09-30,Régulière,Question répondue,4,4,0,0,0,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,NA,0,0,4
CM_2021-11-29_R,Conseil municipal,2021-11-29,Régulière,Question soumise,18,13,5,0,0,10,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,2,0,NA,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,NA,0,0,14
CM_2021-11-29_R,Conseil municipal,2021-11-29,Régulière,Question répondue,18,13,5,0,0,10,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,2,0,NA,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,NA,0,0,14
CA_2021-12-02_R,Conseil d'agglomération,2021-12-02,Régulière,Question soumise,1,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1
CA_2021-12-02_R,Conseil d'agglomération,2021-12-02,Régulière,Question répondue,1,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1
CM_2021-12-20_R,Conseil municipal,2021-12-20,Régulière,Question soumise,24,15,9,0,0,10,13,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,1,0,0,1,3,1,0,1,1,0,0,2,1,3,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,21
CM_2021-12-20_R,Conseil municipal,2021-12-20,Régulière,Question répondue,24,15,9,0,0,10,13,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,1,0,0,1,3,1,0,1,1,0,0,2,1,3,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,21
CA_2021-12-22_E,Conseil d'agglomération,2021-12-22,Extraordinaire,Question soumise,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CA_2021-12-22_E,Conseil d'agglomération,2021-12-22,Extraordinaire,Question répondue,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CM_2021-12-22_E,Conseil municipal,2021-12-22,Extraordinaire,Question soumise,2,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CM_2021-12-22_E,Conseil municipal,2021-12-22,Extraordinaire,Question répondue,2,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CA_2021-12-23_R,Conseil d'agglomération,2021-12-23,Régulière,Question soumise,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CA_2021-12-23_R,Conseil d'agglomération,2021-12-23,Régulière,Question répondue,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CA_2021-12-24_E,Conseil d'agglomération,2021-12-24,Extraordinaire,Question soumise,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CA_2021-12-24_E,Conseil d'agglomération,2021-12-24,Extraordinaire,Question répondue,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CM_2021-12-24_E,Conseil municipal,2021-12-24,Extraordinaire,Question soumise,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CM_2021-12-24_E,Conseil municipal,2021-12-24,Extraordinaire,Question répondue,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CM_2022-01-20_E,Conseil municipal,2022-01-20,Extraordinaire,Question soumise,41,35,6,0,0,19,18,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,1,1,0,15,1,3,0,0,3,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,38
CM_2022-01-20_E,Conseil municipal,2022-01-20,Extraordinaire,Question répondue,30,24,6,0,0,14,14,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,1,1,0,7,1,3,0,0,3,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,27
CA_2022-01-21_E,Conseil d'agglomération,2022-01-21,Extraordinaire,Question soumise,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CA_2022-01-21_E,Conseil d'agglomération,2022-01-21,Extraordinaire,Question répondue,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CA_2022-01-21_E,Conseil d'agglomération,2022-01-21,Extraordinaire,Question soumise,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CA_2022-01-21_E,Conseil d'agglomération,2022-01-21,Extraordinaire,Question répondue,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
CM_2022-01-24_R,Conseil municipal,2022-01-24,Régulière,Question soumise,60,34,26,0,0,29,18,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,NA,NA,9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,7,3,1,13,0,3,0,1,9,0,0,1,3,7,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,6,49
CM_2022-01-24_R,Conseil municipal,2022-01-24,Régulière,Question répondue,47,30,17,0,0,23,16,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,NA,NA,6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,4,1,1,13,0,3,0,1,6,0,0,1,2,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,5,39
