ANNEE_FINANCIERE,SUB_ID,ORG_ID,ORG_NOM,ORG_TYPE,BEN_NOM,BEN_TYPE,SUB_TYPE,TITRE_VERSON_ORIGINALW,TITRE_VERSION_DOUBLEE,LANGUE_VERSION_ORIGINALE,LANGUE_VERSION_DOUBLEE,PREMIER_MARCHE,FORMAT,CATEGORIE,ANIMATION,DESTINE_AUX_ENFANTS,DUREE_DE_L_OEUVRE_DOUBLEE,NBR_EPISODES,NO_PREMIER_EPISODE,NO_DERNIER_EPISODE
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,I Saw It: Bigfoot and Beyond I,Bigfoot : mythe ou réalité? I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,2,101,102
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Giant Pop-Up Constructions I,Construits en un éclair I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,5,101,105
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Family Flashback I,"Frères Scott: souvenirs de famille I, Les",Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,"Detective, The II",Histoire de Détectives II,Anglais,"Espagnol, Français",Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,8,201,208
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,"Detective, The III",Histoire de Détectives III,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,8,301,308
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Rock the Park IV,À la conquête des parcs américains IV,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,30,16,411,426
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,How not to get Cancer I,Comment prévenir le cancer I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,4,1,4
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,David Rocco's Dolce Italia I,Dolce vita en Italie I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,13,101,113
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,My New Greek Life I,Ma nouvelle vie en Grèce I,Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,4,101,104
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Spiky Gold Hunters I,"Or des mers, L' I",Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,60,6,101,106
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,My Misdiagnosis I-A,Erreur de diagnostic I-A,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,13,101,113
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Pixcom International inc.,Entreprise,Crédit d'impôt,"Center Seat, The","Star Trek, 55 ans dhistoire",Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Island of Bryan III,"Ile de Bryan, L' III",Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,10,3022,3031
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Pixcom International inc.,Entreprise,Crédit d'impôt,Outdaughtered V-B,"Vie avec des quintuplées, La V-B",Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,14,605,618
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Pixcom International inc.,Entreprise,Crédit d'impôt,America's Book of Secrets - Special Edition,"Histoire secrète des États-Unis - Édition Spéciale, L'",Anglais,Français,Télévision,Minisérie (2 à 6 épisodes),Documentaire,FAUX,FAUX,120,5,101,105
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Rock Solid Builds I,Construit sur le roc I,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,10,101,110
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Pixcom International inc.,Entreprise,Crédit d'impôt,Neighbor vs Neighbor,Que le meilleur vende!,Anglais,Français,Télévision,Émission Unique,Documentaire,FAUX,FAUX,60,0,0,0
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Injustice with Nancy Grace II,Victimes de justice II,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,11,801,811
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Little Women : LA  I,Petites divas de L.A. I,Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,9,101,109
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Pixcom International inc.,Entreprise,Crédit d'impôt,"You, Me and My Ex I","Toi, moi et mon ex I",Anglais,Français,Télévision,Série (7 épisodes et plus),Documentaire,FAUX,FAUX,60,9,101,109
2022-2023,SUB_SODEC_CRIDOUB,539.00,SODEC,Public,Mels Doublage inc.,Entreprise,Crédit d'impôt,Tiny House Big Living VII,Mini-maison : grande vie VII,Anglais,Français,Télévision,Série (7 épisodes et plus),Magazine,FAUX,FAUX,60,14,701,714
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
