IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Type structure,Année de construction,Superficie du tablier,Superficie du mur,Charg conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp Générale Fermee,X,Y,latitude,longitude
202132,81-03238,Boulevard Henri-Bourassa Ouest (direction ouest),Autoroute 40,,15 - Arrondissement Saint-Laurent,Pont à dalle évidée en béton armé,1965,1546,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"284258,825475894","5038921,0078197","45,4899105492451","-73,7627951726824"
202554,81-03242,Boulevard Henri-Bourassa Ouest (direction est),Autoroute 13,,15 - Arrondissement Saint-Laurent,Pont à dalle pleine en béton précont.,1975,1281,,14-H25-S20,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2016-05-27,"285284,402740146","5039896,21683916","45,498715261402","-73,7497132759362"
202553,81-03243,Boulevard Henri-Bourassa Ouest (direction ouest),Autoroute 13,,15 - Arrondissement Saint-Laurent,Pont à dalle pleine en béton précont.,1975,1281,,14-H25-S20,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,65",4,2016-05-30,"285251,196871482","5039885,83300576","45,4986208944101","-73,750137746306"
202042,81-03248,Boulevard de l'Acadie Nord,Autoroute 40,,24 - Arrondissement Ahuntsic-Cartierville,Pont à poutres en acier,2002,2700,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,88",4,2016-09-26,"293248,320169722","5043490,75291363","45,5312375788998","-73,6478955387062"
202043,81-03249,Boulevard de l'Acadie Nord,Autoroute 40 Ouest,,24 - Arrondissement Ahuntsic-Cartierville,Pont à poutres en acier,2002,175,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-20,"293204,675646189","5043510,57492867","45,531415219629","-73,6484547845695"
202054,81-03250,Boulevard de l'Acadie Sud et bret. A,Autoroute 40 Est,,24 - Arrondissement Ahuntsic-Cartierville,Pont à poutres en acier,2003,1928,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,92",4,2016-09-22,"293123,714350121","5043407,05216449","45,5304823332327","-73,6494888596589"
202055,81-03251,Triangle Acadie Ouest,Autoroute 40 Est,,24 - Arrondissement Ahuntsic-Cartierville,Pont à poutres en acier,2003,189,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-22,"293165,228106387","5043380,26759819","45,5302420104408","-73,6489567339843"
6030308,81-03252A,Rue Fairway,Chemin de fer CP,"P.S. Rue Fairway / CP, à l'Est de croissant Brandon",17 - Arrondissement Lachine,"Pont à pout. béton précont., préfabr.",1992,833,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,34",4,2016-07-19,"288852,935360824","5034926,84983429","45,4540895253408","-73,7038908503989"
6041683,81-03252B,"Rue Fairway, côté Nord",,,17 - Arrondissement Lachine,Mur,1992,,933,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,"99,48",4,2016-07-19,"288713,711004925","5034917,4437776","45,4540016942324","-73,7056705812406"
6052600,81-03253A,Chemin de la Côte-de-Liesse direction Ouest,chemin Devonshire,"P.S. Ch. de la Côte-de-Liesse / Authier, CN et Devonshire",15 - Arrondissement Saint-Laurent,Pont à dalle évidée en béton armé,1960,2453,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"72,33",3,2015-12-09,"291365,931310955","5039916,68541539","45,4990430510905","-73,6718976177627"
6011790,81-03253B,"Chemin de la Côte-de-Liesse, direction Ouest",Cours du MTMDET,,15 - Arrondissement Saint-Laurent,Pont à dalle évidée en béton armé,1960,1957,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291102,647147033","5039638,50491128","45,4965347533695","-73,6752587280755"
6011802,81-03302,Pont Jacques-Bizard,Rivière des Prairies,,06 - Arrondissement L'Île-Bizard-Sainte-Geneviève,Pont à poutres en acier,1966,3664,,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"52,25",3,2015-05-10,"276066,680526428","5038649,8153803","45,4871810928525","-73,8675843047364"
6029158,81-03303,rue Louis-Roch,Rivière-des-Prairies,,06 - Arrondissement L'Île-Bizard-Sainte-Geneviève,Pont à dalle pleine en béton armé,1969,84,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"275237,439552138","5038279,14806457","45,4838111016679","-73,8781702070248"
6011805,81-03304,rue Louis-Roch,Rivière des Prairies,,06 - Arrondissement L'Île-Bizard-Sainte-Geneviève,Pont à poutres en acier,1992,47,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2016-09-14,"275262,403258654","5038276,68119217","45,4837899608583","-73,877850724883"
6057303,81-03305,Chemin de l'Anse-à-l'Orme,Ruisseau  à l'Orme,,13 - Arrondissement Pierrefonds-Roxboro,Ponceau portique en béton armé,1800,,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,,,,"272249,420104415","5033946,18609396","45,4446890731143","-73,9161056484666"
6036117,81-03308,chemin du Musée,Canal Lachine,,17 - Arrondissement Lachine,Pont à poutres en acier,1986,220,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291788,834301229","5032454,23335053","45,4319005516085","-73,66628877719"
6011808,81-03309,chemin des Iroquois,Canal Lachine,,17 - Arrondissement Lachine,Pont acier-bois,1999,197,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,88",4,2016-08-19,"291597,589460669","5032283,74130383","45,4303627936863","-73,6687283936795"
6041914,81-03311,12ième avenue,Canal Lachine,,17 - Arrondissement Lachine,Pont acier-bois,1800,43,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291084,923500211","5032418,34771371","45,4315641836508","-73,6752840452803"
6041919,81-03312,15ième avenue,Accès au Parc Promenade Père Marquette,,17 - Arrondissement Lachine,Pont acier-bois,1800,84,,99-Inconnu,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"290913,129282683","5032432,5562508","45,4316886488341","-73,6774800328123"
6041922,81-03313,18ième avenue,Canal Lachine,,17 - Arrondissement Lachine,Pont acier-bois,1900,104,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"53,34",3,2016-08-19,"290655,219328341","5032549,40616065","45,4327349533711","-73,6807795707373"
6036120,81-03314,Rue de l'Île Barwick,Rivière des Prairies,,13 - Arrondissement Pierrefonds-Roxboro,"Pont à pout. béton précont., préfabr.",1968,198,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"276946,828064982","5040782,21017735","45,5064046257962","-73,8564458711927"
6013182,81-03315,Boulevard Pitfield  direction Nord,Ruisseau Bertrand,,13 - Arrondissement Pierrefonds-Roxboro,Pont à dalle pleine en béton armé,1975,494,,14-H25-S20,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"66,68",3,2016-06-21,"284531,771508953","5040824,48307942","45,5070466567268","-73,7593818813713"
6015561,81-03316,Boulevard Pitfield direction Sud,Ruisseau Bertrand,,13 - Arrondissement Pierrefonds-Roxboro,Pont à dalle pleine en béton armé,1975,579,,14-H25-S20,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"65,54",3,2016-06-21,"284464,260031976","5040759,65211167","45,5064613211287","-73,760243159812"
6061801,81-03404,CN,Rue des Érables,,17 - Arrondissement Lachine,Ponceau rectang. en béton armé,1959,,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2015-11-24,"293067,821711122","5034145,95515412","45,4471461369216","-73,6499831059643"
6023361,81-03405,Autoroute 20 direction Ouest, Accès gare Lachine,,17 - Arrondissement Lachine,Ponceau rectang. en béton armé,1965,,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,91",4,2015-11-24,"288290,617253839","5034277,11089757","45,4482298220233","-73,7110585002909"
6007841,81-03516,boulevard Saint-Joseph,,,17 - Arrondissement Lachine,Mur,1800,,615,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"49,38",3,2016-08-19,"291118,94202936","5032418,71345765","45,4315681411438","-73,6748492873658"
6041685,81-03517,"Boul. St-Joseph, côté Sud",,,17 - Arrondissement Lachine,Mur,1800,,72,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"288407,336397167","5032919,45571662","45,4360157548671","-73,7095211300476"
6069087,81-03519,"Voie de service Nord, dir. Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,2003,,402,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-26,"293037,061738807","5043266,62312664","45,5292172454898","-73,6505948775186"
6069097,81-03520,"Voie de service Nord, dir. Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,2003,,234,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-26,"293101,911048564","5043364,4449829","45,5300985729951","-73,6497669839359"
6069099,81-03521,"Voie de service Nord, dir. Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,2002,,978,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-22,"293143,723224133","5043460,69660737","45,5309653799632","-73,6492339679888"
6069103,81-03522,"Voie de service Nord, dir. Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,2002,,345,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,32",4,2016-09-27,"293215,759366988","5043568,38749337","45,5319356219229","-73,6483142476407"
6069112,81-03523,"Sortie de l'Acadie Nord, dir. Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,2002,,221,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-26,"293157,349363376","5043440,43519255","45,5307832883174","-73,6490590330957"
6069115,81-03524,"Sortie de l'Acadie Nord, dir. Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,2002,,494,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"92,58",4,2016-09-26,"293153,611009844","5043454,50980227","45,5309098741999","-73,6491072291368"
6041935,81-03705,6ième avenue,Canal Lachine,,17 - Arrondissement Lachine,"Pont de type Pony-Warren, en acier",1800,32,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"291528,604475585","5032393,06521359","45,4313452397205","-73,6696129727442"
6041938,81-03707,21e avenue,Canal Lachine,,17 - Arrondissement Lachine,"Pont à tablier inférieur, en acier",1870,97,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"290423,865363119","5032534,71546826","45,432598041302","-73,6837359819726"
6059184,81-03903,"Quai, boul. St-Joseph, côté Sud",,,17 - Arrondissement Lachine,Mur,1907,,1926,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"289542,783790349","5032493,13168708","45,4322051816758","-73,694995402608"
202349,81-05002,Chemin de la Côte-Saint-Antoine,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,"Pont à pout. béton préc., coul. place",1966,1136,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"295847,259272646","5037228,12876367","45,4749221387973","-73,6145072384398"
202361,81-05003,Chemin Côte Ste-Catherine,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1966,956,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"294058,509782046","5038612,97672201","45,4873583833924","-73,6374159099488"
202358,81-05005,Boulevard Edouard-Montpetit,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1966,810,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"294294,780644628","5038462,51592407","45,4860080683766","-73,6343900852471"
202376,81-05006,Rue Ferrier,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,"Pont à pout. béton précont., préfabr.",1966,1049,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-09-28,"292455,824496165","5039730,27373484","45,4973857784006","-73,6579470938441"
202357,81-05007,Rue Isabella,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,"Pont à pout. béton précont., préfabr.",1966,682,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-09-28,"294451,930049718","5038360,54841787","45,4850928679967","-73,6323775769444"
202371,81-05008,Rue Jean-Talon Ouest,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1966,1394,,14-H25-S20,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-09-28,"292828,658624997","5039393,19857702","45,4943591347243","-73,6531683738023"
202373,81-05009,Rue des Jockeys,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,"Pont à pout. béton précont., préfabr.",1966,616,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-09-28,"292793,331223683","5039429,87055255","45,4946885172773","-73,6536212688951"
202367,81-05010,Virage en U voie de Service CP,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1966,821,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-10-05,"293059,743310282","5039232,83018745","45,4929199997389","-73,6502079146526"
202274,81-05011,Boulevard de Maisonneuve,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,"Pont à pout. béton précont., préfabr.",1966,1162,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-10-01,"296397,808741746","5036872,73706458","45,471731002059","-73,6074595421702"
202350,81-05013,Avenue Notre-Dame-de-Grâce,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,"Port. béton armé, ss remblai",1965,7928,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-11-12,"295638,268537432","5037393,08374795","45,4764037679351","-73,617183340126"
202374,81-05014,Rue Paré,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1966,861,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,95",4,2015-10-01,"292637,947033991","5039572,82001366","45,4959721440737","-73,6556128925031"
202364,81-05015,Rue Plamondon,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,"Pont à pout. béton précont., préfabr.",1966,669,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"293436,705991665","5039009,71760995","45,490918579484","-73,6453798060285"
202356,81-05016,Chemin Queen-Mary,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1966,1327,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"294705,995111753","5038198,75203393","45,4836406736842","-73,629124134612"
202377,81-05017,Avenue Royalmount/Rue de la Savane,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1966,1411,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-10-05,"292266,000804857","5039903,87691563","45,4989445455335","-73,6603803649557"
202343,81-05019,Route 138,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1966,1362,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-10-01,"296142,781684527","5037036,55033032","45,4732019545301","-73,6107240824977"
202355,81-05020,Rue Snowdon,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1966,616,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-10-01,"294883,920047603","5038084,39285404","45,4826141696487","-73,6268457865497"
