IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Type structure,Année de construction,Superficie du tablier,Superficie du mur,Charg conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp Générale Fermee,X,Y,latitude,longitude
6041759,81-05171D,Rue Clark,,"P.I. Clark / CP, Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1952,,74,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"91,14",4,2015-08-06,"296429,882713477","5043196,22284565","45,5286327620512","-73,6071572163855"
6041761,81-05171E,"Rue Clark, côté Est",,"P.I. Clark / CP, Van Horne",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1972,,111,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,25",4,2015-08-06,"296489,816472504","5043138,08412691","45,5281103252657","-73,606388938199"
6041763,81-05172A,"Ch. Côte-des-Neiges, côté Ouest",,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1933,,403,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"293892,042279865","5040465,70818773","45,5040274485453","-73,639586705592"
6041765,81-05172B,"CP, au Sud de Jean-Talon Ouest",Ch. Côte-des-Neiges dir Nord,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier enr. de béton,1933,728,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"293842,939396939","5040514,64151314","45,5044670006863","-73,6402161554437"
6041768,81-05172C,"Ch. Côte-des-Neiges, côté Ouest",,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1933,,372,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"293777,388427081","5040539,87397447","45,5046930197339","-73,641055567613"
6041770,81-05172D,"Ch. Côte-des-Neiges, côté Est",,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1933,,372,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"293774,930121424","5040568,92967641","45,5049544357152","-73,6410876793798"
6041772,81-05172E,"Ch. Côte-des-Neiges, côté Est",,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1933,,403,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"293924,24735613","5040476,11037159","45,5041215544324","-73,6391748162699"
6009043,81-05173A,Voie d'accès vers West Broadway,Chemin de la Côte-Saint-Luc,"P.I. Ch. Côte-St-Luc / CP, West Broadway",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier,1969,495,,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,"69,61",3,2015-09-03,"292617,559071427","5035908,9535984","45,4630027275819","-73,6557828754408"
6007985,81-05173B,"Ch. de la Côte-St-Luc, dir. Ouest, côté Nord",,"P.I. Ch. Côte-St-Luc / CP, West Broadway",72 - Ville Côte-Saint-Luc,Mur,1969,,132,,,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,"95,11",4,2015-09-03,"292648,089338034","5035990,41165713","45,463736256419","-73,6553944850524"
6008003,81-05173C,"Ch. de la Côte-St-Luc, dir. Ouest, côté Nord",,"P.I. Ch. Côte-St-Luc / CP, West Broadway",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1969,,340,,,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,"98,87",4,2015-09-09,"292668,827859294","5035976,019812","45,4636071124465","-73,6551289337216"
6041774,81-05175A,"Avenue De Lorimier, dir. Sud, côté Ouest",,"P.I. De Lorimier / CP,  Nord de Masson",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1930,,89,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-13,"298307,117175198","5044460,56685758","45,5400298150858","-73,583140985517"
6041776,81-05175B,"CP, Nord de la rue Masson",Avenue De Lorimier dir Nord,"P.I. De Lorimier / CP,  Nord de Masson",25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier enr. de béton,1930,681,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"298285,659700913","5044489,97731028","45,54029426068","-73,5834161382637"
6041779,81-05175C,"Avenue De Lorimier, dir. Sud, côté Ouest",,"P.I. De Lorimier / CP,  Nord de Masson",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1930,,413,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-13,"298163,858805092","5044556,27454667","45,5408896776","-73,5849766958851"
6041782,81-05175D,"Avenue De Lorimier, dir. Nord, côté Est",,"P.I. De Lorimier / CP,  Nord de Masson",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1930,,431,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-15,"298204,895193484","5044557,50823102","45,5409011684198","-73,5844512365139"
6030301,81-05175E,Avenue de Lorimier,,"P.I. De Lorimier / CP,  Nord de Masson",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1930,,74,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-15,"298337,228573604","5044466,00603494","45,5400790387492","-73,5827554830245"
6041784,81-05176B,"Rue St-Marc, dir. Nord, côté Ouest",,,20 - Arrondissement Ville-Marie,Mur,1972,,381,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-06-29,"298666,543678831","5039069,10811112","45,4915185607907","-73,5784710970822"
6041786,81-05176C,"Rue St-Marc, dir. Nord, côté Est",,,20 - Arrondissement Ville-Marie,Mur,1972,,381,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-06-29,"298682,561943551","5039069,80930744","45,4915250110625","-73,5782661692314"
6041789,81-05177B,"Rue du Fort, dir. Sud, côté Ouest",,"T.V. St-Marc, du Fort / Aut. 720, CP et René-Lévesque Ouest",20 - Arrondissement Ville-Marie,Mur,1972,,121,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298597,734053983","5038973,36170241","45,4906563842742","-73,5793502328879"
6041794,81-05177C,"Rue du Fort, dir. Sud, côté Est",,"T.V. St-Marc, du Fort / Aut. 720, CP et René-Lévesque Ouest",20 - Arrondissement Ville-Marie,Mur,1972,,403,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298615,714924128","5038972,0256074","45,4906445210699","-73,5791201735387"
6009045,81-05178A,Avenue Girouard,,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1931,,194,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-12-04,"296350,644204761","5036757,57928033","45,4706941897587","-73,6080607701083"
6009046,81-05178B,Chemin de fer du CP P.M. 2.58 sub Westmount,Avenue Girouard,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en acier enr. de béton,1931,654,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,"36,12",2,2015-12-04,"296319,260818232","5036791,17600451","45,4709961283044","-73,6084627186526"
6009047,81-05178C,Boul. De Maisonneuve Ouest,Avenue Girouard,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,"Pont à béquilles, béton armé",1961,287,,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-12-02,"296302,485141789","5036803,49312022","45,4711067595137","-73,6086774804347"
6009052,81-05178D, Avenue Girouard,,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1931,,320,,,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,100,4,2015-12-04,"296243,822249136","5036822,59414588","45,4712779231465","-73,6094280704818"
6009053,81-05178E,Avenue Girouard,,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1931,,330,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-12-04,"296253,28876209","5036847,42567721","45,4715014847042","-73,6093074319498"
6036549,81-05179,Rue Notre-Dame Est et Château Ramezay,Ancienne rue Gosford,,20 - Arrondissement Ville-Marie,"Port. béton armé, ss remblai",1932,207,,99-Inconnu,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300650,411689682","5041009,68897006","45,5089953594733","-73,5531060278258"
6041796,81-05183A,"Boul. Henri-Bourassa Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,1961,,350,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-03-21,"290944,780733074","5044414,10262335","45,5395042000627","-73,6774136246101"
6041798,81-05183B,"Boul. Henri-Bourassa Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,1961,,339,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,41",4,2016-03-21,"290911,836907816","5044417,71935297","45,5395360886619","-73,6778355649972"
6029220,81-05183C,Virage en U à l'ouest du CP,Boulevard Henri-Bourassa Ouest dir. Est,"P.I. Henri-Bourassa / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,Pont à dalle pleine en béton armé,1961,313,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,93",4,2016-05-10,"290949,126343464","5044486,04631735","45,5401516594883","-73,6773600154497"
6029300,81-05183D,Chemin de fer CP,Boul. Henri-Bourassa Ouest dir. Est,"P.I. Henri-Bourassa / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,Pont à dalle pleine en béton armé,1961,784,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,"60,92",3,2016-05-10,"290961,406642864","5044500,82199574","45,5402848599297","-73,6772031850007"
6029255,81-05183E,"Virage en U, à l'Est du CP",Boul. Henri-Bourassa Ouest dir. Est,"P.I. Henri-Bourassa / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,Pont à dalle pleine en béton armé,1961,335,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,83",4,2016-05-10,"290974,686939089","5044515,57898374","45,5404179118165","-73,6770335483558"
6041800,81-05183F,"Boul. Henri-Bourassa Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,1961,,346,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-03-21,"290981,864354038","5044578,46663263","45,5409839378842","-73,6769434167988"
6041802,81-05183G,"Boul. Henri-Bourassa Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,1961,,322,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-03-21,"291009,527846094","5044559,94338841","45,5408178078087","-73,6765886613149"
6030292,81-05184,Chemin de fer CP,Rue Hochelaga direction Ouest,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Pont à dalle pleine en béton armé,1931,1170,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300436,908918902","5044412,75929989","45,53961621848","-73,5558687167764"
6015825,81-05185,Canadien national,Rue Hochelaga,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Pont à poutres en acier enr. de béton,1930,457,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,"99,63",4,2015-07-22,"301603,671136712","5047162,82703754","45,5643686217473","-73,5409464743784"
6041804,81-05186A,"Rue Jarry Ouest, dir. Est",,"P.I. Jarry / CP, à l'Est de Querbes",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1956,,494,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-08-30,"294269,373159909","5043635,72808268","45,5325582942713","-73,6348262071179"
6041806,81-05186B,"Rue Jarry Ouest, dir. Ouest",,"P.I. Jarry / CP, à l'Est de Querbes",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1956,,461,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-01,"294251,709754278","5043654,06421434","45,5327230222156","-73,6350527503206"
6029328,81-05186C,Canadien Pacifique,"Rue Jarry O, dir. Est","P.I. Jarry / CP, à l'Est de Querbes",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Pont à dalle pleine en béton armé,1956,622,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,100,4,2016-08-30,"294288,849194358","5043714,39069849","45,5332664226952","-73,6345785395663"
6041808,81-05186D,"Rue Jarry Ouest, dir. Ouest",,"P.I. Jarry / CP, à l'Est de Querbes",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1956,,388,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-01,"294302,00764055","5043776,16564986","45,5338224941269","-73,6344113912613"
6041810,81-05187A,"Rue Jean-Talon Ouest, côté Sud",,"P.I. Jean-Talon / CP, Est de du Parc",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1930,,250,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"295288,677244767","5043419,61462528","45,5306282840605","-73,6217716406932"
6041829,81-05187B,"Rue Jean-Talon Ouest, côté Nord",,"P.I. Jean-Talon / CP, Est de du Parc",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1930,,247,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"295264,808426804","5043427,06298343","45,5306949809519","-73,6220773728865"
6041832,81-05187C,"CP, à l'Est de du Parc",Rue Jean-Talon Ouest dir Est,"P.I. Jean-Talon / CP, Est de du Parc",25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier enr. de béton,1930,627,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"295307,667331224","5043472,27743308","45,531102422189","-73,6215295353739"
6041843,81-05187D,"Rue Jean-Talon Ouest, côté Nord",,"P.I. Jean-Talon / CP, Est de du Parc",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1930,,203,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"295309,227906618","5043502,25827057","45,5313722219734","-73,6215101364245"
6041848,81-05187E,"Rue Jean-Talon Ouest, côté Sud",,"P.I. Jean-Talon / CP, Est de du Parc",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1930,,256,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"295350,657041743","5043524,49175963","45,5315728499992","-73,6209801502854"
6045101,81-05189A,"Rue Masson, côté Sud",,"P.I. Masson / CP, Est de De Lorimier",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1959,,237,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298504,635588019","5044484,88439011","45,5402504458516","-73,5806120890242"
6041850,81-05189B,"Rue Masson, côté Nord",,"P.I. Masson / CP, Est de De Lorimier",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1959,,318,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298491,196617345","5044515,14528821","45,5405226228076","-73,5807845647104"
6036559,81-05189C,"Virage en U, à l'Ouest du CP","Rue Masson, dir. Est","P.I. Masson / CP, Est de De Lorimier",22 - Arrondissement Le Plateau-Mont-Royal,Pont à dalle pleine en béton armé,1959,276,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298556,652784639","5044591,94720359","45,541214303881","-73,5799473752613"
6041852,81-05189D,"CP, à l'Est de De Lorimier",Rue Masson dir Est,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,Portique en béton armé,1959,700,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"298597,156391855","5044618,19893739","45,5414508882658","-73,579429051171"
6037568,81-05189E,"Virage en U, à l'Ouest du CP","Rue Masson, dir. Est","P.I. Masson / CP, Est de De Lorimier",22 - Arrondissement Le Plateau-Mont-Royal,Pont à dalle pleine en béton armé,1959,276,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298583,605298223","5044642,4599847","45,5416690771317","-73,5796028844109"
6041892,81-05189F,"Rue Masson, côté Nord",,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1959,,492,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298639,398150793","5044737,44829655","45,5425243117685","-73,5788896355145"
6041894,81-05189G,"Rue Masson, côté Sud",,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1959,,362,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298663,1545694","5044724,00006939","45,5424035094696","-73,5785852542052"
6048984,81-05191,CN,Rue Notre-Dame Ouest direction Ouest,,21 - Arrondissement Le Sud-Ouest,Pont à poutres en acier enr. de béton,1939,443,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2015-11-11,"298141,140397584","5037449,39076132","45,4769387996086","-73,5851711047603"
6032180,81-05192,Chemin de fer CP,Rue Hochelaga direction Ouest,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Pont à dalle pleine en béton armé,1924,936,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300990,340289843","5044319,3895747","45,5387792892121","-73,5487813886197"
6036581,81-05193A,Rue des Carrières,Avenue Papineau Nord,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en béton armé,1934,437,,98-Autre,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297918,201474227","5044364,80197992","45,5391643549892","-73,5881196765178"
6041896,81-05193B,"Avenue Papineau, côté Ouest",,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1934,,778,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297835,969653078","5044407,35220905","45,5395464202505","-73,5891732379852"
6041898,81-05193C,"Avenue Papineau, côté Est",,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1934,,734,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297838,511589469","5044436,31415933","45,5398070557494","-73,5891411007642"
6041900,81-05194A,"Avenue Papineau, côté Ouest",,"P.I. Papineau / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1934,,222,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298096,823728141","5044234,42232747","45,5379928928753","-73,5858306817271"
6041990,81-05194B,"CP, au Sud de la rue des Carrières",Avenue Papineau dir Nord,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier enr. de béton,1934,591,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"298059,534800335","5044273,1315869","45,5383408531545","-73,586308679373"
6041994,81-05194C,"Avenue Papineau, côté Ouest",,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1934,,1001,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297983,209416959","5044310,56976277","45,5386769928953","-73,5872865122889"
6041996,81-05194D,"Avenue Papineau, côté Est",,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1934,,1040,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298018,283344914","5044313,91556226","45,5387074418973","-73,5868374503225"
6041998,81-05194E,"Avenue Papineau, côté Est",,"P.I. Papineau / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1934,,222,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298114,141026539","5044251,10421543","45,5381431689785","-73,5856091707757"
6042005,81-05195A,Du Parc entre Beaubien et Van Horne coté Ouest,,"P.I. Du Parc / CP, entre Beaubien et Van Horne",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1914,,248,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"296162,927057371","5042882,10562201","45,5258029603257","-73,6105693334538"
6036699,81-05195B,"CP, entre Beaubien Ouest et Van Horne","Avenue du Parc, dir. Nord","P.I. Du Parc / CP, entre Beaubien et Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier,1914,702,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"42,1",3,2015-10-21,"296104,824999501","5042931,20714345","45,5262440719496","-73,6113140093609"
6039979,81-05195C,Avenue du Parc,,"P.I. Du Parc / CP, entre Beaubien et Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1914,,196,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"296050,237059828","5042954,23440979","45,5264505968496","-73,6120132438902"
6030297,81-05195D,Avenue du Parc,,"P.I. Du Parc / CP, entre Beaubien et Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1914,,184,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"296031,854002646","5042987,58882928","45,5267505014406","-73,6122491777027"
6030298,81-05195E,Avenue du Parc,,"P.I. Du Parc / CP, entre Beaubien et Van Horne",22 - Arrondissement Le Plateau-Mont-Royal,Mur,1914,,199,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,94",4,2015-10-21,"296150,525205044","5042914,34793678","45,5260929350521","-73,6107286673184"
6041951,81-05196A,Du Parc entre Beaubien et Beaumont coté Ouest,,"P.I. Du Parc / CP, entre Beaubien et Beaumont",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1931,,215,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"295729,811602476","5043151,28503811","45,5282196359874","-73,6161189257186"
6041953,81-05196B,CP,Avenue du Parc dir Nord,"P.I. Du Parc / CP, entre Beaubien et Beaumont",25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier enr. de béton,1931,572,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"295667,803003762","5043205,4613229","45,5287063245995","-73,6169137843025"
6041957,81-05196C,Du Parc entre Beaubien et Beaumont coté Ouest,,"P.I. Du Parc / CP, entre Beaubien et Beaumont",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1931,,209,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"295617,121517199","5043223,41400176","45,5288672035453","-73,6175629627115"
6041959,81-05196D,Au Nord du CP,,"P.I. Du Parc / CP, entre Beaubien et Beaumont",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Mur,1931,,166,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"295604,794418824","5043259,65631273","45,5291931627478","-73,6177214592236"
6041961,81-05196E,Du Parc entre Beaubien et Beaumont coté Est,,"P.I. Du Parc / CP, entre Beaubien et Beaumont",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1931,,284,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"295720,46576416","5043186,47129521","45,5285361333193","-73,6162392254819"
6015828,81-05197,Canadien pacifique,Rue de Rouen,,20 - Arrondissement Ville-Marie,Portique en béton armé,1939,389,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,"98,92",4,2015-08-03,"300700,283992069","5044374,82643515","45,5392764841718","-73,5524959229142"
6009054,81-05198A,Rue des Carrières,Rue St-Denis,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,"Pont à pout. béton précont., préfabr.",1970,386,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,49",4,2015-11-12,"297260,341482481","5043366,76593271","45,5301768513222","-73,5965280290165"
6009055,81-05198B,Rue St-Denis,,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1970,,57,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,59",4,2015-11-13,"297219,435791443","5043372,53195275","45,5302282923956","-73,5970518210183"
6009057,81-05198C,Rue St-Denis,,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,Mur,1970,,50,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,41",4,2015-11-12,"297240,846435432","5043394,13907435","45,5304229539184","-73,5967780404316"
