TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0082",681,"Aucune influence","Mod̩r̩e",3.6,11.6,12.8,16.6,21.3,16.6,33.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0084",472,"Aucune influence","Mod̩r̩e",3.7,11.8,13.2,16.9,22.3,16.8,33,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0092",2380,"Aucune influence","Mod̩r̩e",3.3,11.4,11.4,15,21.2,16.8,42.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0093",773,"Aucune influence","Mod̩r̩e",3.8,10.8,11.8,15.1,20,15.7,33.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0094",339,"Aucune influence","Mod̩r̩e",3.8,11.2,12.3,16.5,21.2,16.6,34.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0102",1606,"Aucune influence","Mod̩r̩e",3,11.4,11.4,15.7,21.2,17.1,45.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",2.8,10.8,11.1,15.4,21.3,17.2,47.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",2.9,11.4,11.6,16.1,22.4,18.2,50.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0108",959,"Aucune influence","Mod̩r̩e",2.6,10.7,11.7,15.9,22.3,18.8,53.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0110",668,"Aucune influence","Mod̩r̩e",2.7,12.3,13.3,18.4,26.8,22.4,65.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0112",551,"Aucune influence","Limit̩e",2.7,13.8,15.1,20.8,29.9,25.1,73.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",2.9,9.7,10.2,13.2,17.9,14.8,33.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",3,9.8,11,13.9,19.2,15.2,33.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",3.1,10.1,11.5,14.3,19.9,15.8,33.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",3,9.7,10.6,13.8,18.5,15,33.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0121",546,"Aucune influence","Limit̩e",3.3,11.6,13.4,17.3,24.8,18.5,38.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0126",500,"Aucune influence","Limit̩e",2.5,5.5,5.8,7.4,9.9,8.6,16.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0129",425,"Aucune influence","Mod̩r̩e",3,10.5,11.7,14.6,19.2,14.9,33.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0131",267,"Aucune influence","Mod̩r̩e",2.8,9.3,9.7,12.9,16.7,13.4,30.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0135",361,"Aucune influence","Limit̩e",2.6,8.6,8.5,12,16.1,13.3,37.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",4.4,13.6,16.1,19.3,30.4,21.1,44.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",4.4,13.9,16.5,19.5,30.8,21.4,44.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0142",873,"Aucune influence","Mod̩r̩e",3.1,11,11.9,14.6,20.9,16.8,35.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0144",817,"Aucune influence","Limit̩e",3.2,11.1,12.1,15,21.4,17.1,35.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0146",628,"Aucune influence","Limit̩e",3.2,11.2,12.7,15.5,21.6,17.4,36,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0149",8246,"Aucune influence","Mod̩r̩e",4.6,14.2,16.8,19.8,30.6,21.6,44.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0151",7950,"Aucune influence","Mod̩r̩e",4.6,14.3,17.2,19.8,30.7,21.6,44.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0153",7800,"Aucune influence","Mod̩r̩e",4.6,14.3,17.1,19.8,31.2,21.6,45.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0155",7653,"Aucune influence","Mod̩r̩e",4.6,14.2,17.1,19.8,30.7,21.6,45.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0156",7211,"Aucune influence","Mod̩r̩e",4.7,14.3,16.9,19.9,31.2,21.7,45.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0160",7038,"Aucune influence","Mod̩r̩e",4.7,14.5,17,20,31.2,21.8,45,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0162",6971,"Aucune influence","Mod̩r̩e",4.7,14.4,17.1,19.9,31.1,21.8,44.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0163",6899,"Aucune influence","Mod̩r̩e",4.7,14.5,17.1,19.8,31.1,21.9,44.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0164",431,"Aucune influence","Limit̩e",3.7,12.4,14.7,17.4,27.9,19.8,40.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0167",6446,"Aucune influence","Mod̩r̩e",4.7,14.6,16.8,19.9,31.3,21.9,44,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0168",1015,"Aucune influence","Mod̩r̩e",4,14.3,16.4,20.4,32,23.5,44.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0170",912,"Aucune influence","Mod̩r̩e",4,14.4,16.5,20.8,32.2,23.6,44.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0172",830,"Aucune influence","Mod̩r̩e",4,15,16.7,20.9,32.7,24.2,45.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0174",676,"Aucune influence","Mod̩r̩e",4.1,15.5,17.2,21.2,33.5,24.8,46.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0175",485,"Aucune influence","Mod̩r̩e",4.3,15.8,18,21.7,34.7,25.7,44.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0180",5400,"Aucune influence","Mod̩r̩e",4.7,14.6,16.5,19.7,31.2,22.1,43.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0182",5169,"Aucune influence","Mod̩r̩e",4.7,14.4,16.6,19.6,31.3,22.5,43.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0184",4916,"Aucune influence","Mod̩r̩e",4.8,14.6,16.9,19.6,31.2,22.6,43.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0185",4750,"Aucune influence","Mod̩r̩e",4.7,14.4,17,19.6,31.3,22.7,42.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0186",4135,"Aucune influence","Mod̩r̩e",4.7,14.5,17.2,19.8,31.6,22.7,39.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0187",4084,"Aucune influence","Mod̩r̩e",4.7,14.5,17.2,19.8,31.6,22.8,39.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0188",3843,"Aucune influence","Mod̩r̩e",4.5,14.5,17.5,20.2,32.3,22.5,40.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0189",332,"Aucune influence","Limit̩e",3.6,12.2,14.8,17.5,28.3,20.1,46.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0192",3183,"Aucune influence","Mod̩r̩e",5.6,14.5,17.1,20.3,31,22.1,32,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0193",3182,"Aucune influence","Mod̩r̩e",5.6,14.5,17.1,20.3,31,22.1,32,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0194",3149,"Aucune influence","Mod̩r̩e",5.6,14.6,17.1,20.4,31.4,22.3,32.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0195",3054,"Aucune influence","Mod̩r̩e",5.6,14.7,17,20.2,30.5,21.8,30.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0197",2936,"Aucune influence","Mod̩r̩e",5.4,14.8,17.5,20.6,31.7,22.5,33.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",5.6,15.5,18.5,22.2,34.1,24.2,48.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",5.8,15.5,18.6,22.1,34.7,24,46.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",4.6,17.4,21.9,25.3,38.4,28.4,63.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",4.7,17.5,22.4,25.8,38.8,28.9,63.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",4.7,17.4,22.2,25.7,38.6,28.8,63,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",4.4,15,19.7,23.3,35.1,26.6,61.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0208",429,"Aucune influence","Mod̩r̩e",4.7,15.1,20.7,23.3,34.9,26,59,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0209",357,"Aucune influence","Mod̩r̩e",4.8,15.2,20.4,22.6,34.3,25.4,56,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0220",304,"Aucune influence","Limit̩e",4.1,17,20.4,23.3,36.7,27.9,53.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0223",918,"Aucune influence","Mod̩r̩e",7.2,14.1,15.3,18,26.2,18.7,18,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation probable"
"ABI0225",779,"Aucune influence","Mod̩r̩e",5.7,15.9,18.3,22.7,35.1,24.2,46.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
