numero_station,nom_station,metaux_pm10,date,concentration_ng_m3,statut
3,Saint-Jean-Baptiste,Nickel,2018-01-08,2.6,mesure
3,Saint-Jean-Baptiste,Plomb,2018-01-08,5.1,mesure
3,Saint-Jean-Baptiste,Potassium,2018-01-08,353.1,mesure
3,Saint-Jean-Baptiste,Selenium,2018-01-08,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-01-08,3530.5,mesure
3,Saint-Jean-Baptiste,Thallium,2018-01-08,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-01-08,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-01-08,2.5,mesure
3,Saint-Jean-Baptiste,Zinc,2018-01-08,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-01-14,400.8,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-01-14,2691.4,mesure
3,Saint-Jean-Baptiste,Chrome,2018-01-14,0.9,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2018-01-14,31.1,mesure
3,Saint-Jean-Baptiste,Etain,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-01-14,126,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-01-14,1259.8,mesure
3,Saint-Jean-Baptiste,Manganese,2018-01-14,3.7,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-01-14,1.3,mesure
3,Saint-Jean-Baptiste,Plomb,2018-01-14,6.3,mesure
3,Saint-Jean-Baptiste,Potassium,2018-01-14,515.4,mesure
3,Saint-Jean-Baptiste,Selenium,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-01-14,7444.2,mesure
3,Saint-Jean-Baptiste,Thallium,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-01-14,1.5,mesure
3,Saint-Jean-Baptiste,Zinc,2018-01-14,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Antimoine,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Chrome,2018-01-20,1,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2018-01-20,15.7,mesure
3,Saint-Jean-Baptiste,Etain,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-01-20,84.7,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Manganese,2018-01-20,3.9,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-01-20,1.6,mesure
3,Saint-Jean-Baptiste,Plomb,2018-01-20,3,mesure
3,Saint-Jean-Baptiste,Potassium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Selenium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Thallium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-01-20,1.7,mesure
3,Saint-Jean-Baptiste,Zinc,2018-01-20,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Antimoine,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Chrome,2018-01-26,1.2,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2018-01-26,27.4,mesure
3,Saint-Jean-Baptiste,Etain,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-01-26,212.2,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Manganese,2018-01-26,8.4,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-01-26,1.6,mesure
3,Saint-Jean-Baptiste,Plomb,2018-01-26,13.7,mesure
3,Saint-Jean-Baptiste,Potassium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Selenium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Thallium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-01-26,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-01-26,1.8,mesure
3,Saint-Jean-Baptiste,Zinc,2018-01-26,75.5,mesure
3,Saint-Jean-Baptiste,Aluminium,2018-02-01,181.5,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-02-01,1270.7,mesure
3,Saint-Jean-Baptiste,Chrome,2018-02-01,0.8,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2018-02-01,16,mesure
3,Saint-Jean-Baptiste,Etain,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-02-01,211.8,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-02-01,423.6,mesure
3,Saint-Jean-Baptiste,Manganese,2018-02-01,7,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-02-01,1.7,mesure
3,Saint-Jean-Baptiste,Plomb,2018-02-01,4.5,mesure
3,Saint-Jean-Baptiste,Potassium,2018-02-01,181.5,mesure
3,Saint-Jean-Baptiste,Selenium,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-02-01,4840.9,mesure
3,Saint-Jean-Baptiste,Thallium,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-02-01,2.2,mesure
3,Saint-Jean-Baptiste,Zinc,2018-02-01,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-02-07,121,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-02-07,726.1,mesure
3,Saint-Jean-Baptiste,Chrome,2018-02-07,3,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2018-02-07,17.1,mesure
3,Saint-Jean-Baptiste,Etain,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-02-07,199.7,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-02-07,181.5,mesure
3,Saint-Jean-Baptiste,Manganese,2018-02-07,8.4,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-02-07,1.6,mesure
3,Saint-Jean-Baptiste,Plomb,2018-02-07,9.7,mesure
3,Saint-Jean-Baptiste,Potassium,2018-02-07,181.5,mesure
3,Saint-Jean-Baptiste,Selenium,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-02-07,2420.5,mesure
3,Saint-Jean-Baptiste,Thallium,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-02-07,1.8,mesure
3,Saint-Jean-Baptiste,Zinc,2018-02-07,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-02-13,605.1,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-02-13,4538.4,mesure
3,Saint-Jean-Baptiste,Chrome,2018-02-13,1.7,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2018-02-13,115,mesure
3,Saint-Jean-Baptiste,Etain,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-02-13,357,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-02-13,1391.8,mesure
3,Saint-Jean-Baptiste,Manganese,2018-02-13,13.9,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-02-13,2.1,mesure
3,Saint-Jean-Baptiste,Plomb,2018-02-13,17.5,mesure
3,Saint-Jean-Baptiste,Potassium,2018-02-13,544.6,mesure
3,Saint-Jean-Baptiste,Selenium,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-02-13,10286.9,mesure
3,Saint-Jean-Baptiste,Thallium,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-02-13,1.6,mesure
3,Saint-Jean-Baptiste,Zinc,2018-02-13,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-02-19,64.1,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Chrome,2018-02-19,0.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2018-02-19,10.9,mesure
3,Saint-Jean-Baptiste,Etain,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-02-19,185.9,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Manganese,2018-02-19,6.3,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-02-19,1.5,mesure
3,Saint-Jean-Baptiste,Plomb,2018-02-19,6,mesure
3,Saint-Jean-Baptiste,Potassium,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Selenium,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Thallium,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-02-19,2.2,mesure
3,Saint-Jean-Baptiste,Zinc,2018-02-19,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-02-25,311.2,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-02-25,0.1,mesure
3,Saint-Jean-Baptiste,Arsenic,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-02-25,31.1,mesure
3,Saint-Jean-Baptiste,Beryllium,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-02-25,3112,mesure
3,Saint-Jean-Baptiste,Chrome,2018-02-25,0.4,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Cuivre,2018-02-25,6.8,mesure
3,Saint-Jean-Baptiste,Etain,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-02-25,56,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-02-25,871.3,mesure
3,Saint-Jean-Baptiste,Manganese,2018-02-25,3.7,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-02-25,1.6,mesure
3,Saint-Jean-Baptiste,Plomb,2018-02-25,1.2,mesure
3,Saint-Jean-Baptiste,Potassium,2018-02-25,373.4,mesure
3,Saint-Jean-Baptiste,Selenium,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-02-25,6223.9,mesure
3,Saint-Jean-Baptiste,Thallium,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-02-25,1.4,mesure
3,Saint-Jean-Baptiste,Zinc,2018-02-25,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Antimoine,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Chrome,2018-03-09,1.1,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-03-09,1,mesure
3,Saint-Jean-Baptiste,Cuivre,2018-03-09,58.7,mesure
3,Saint-Jean-Baptiste,Etain,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-03-09,163.4,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Manganese,2018-03-09,6.7,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-03-09,2.1,mesure
3,Saint-Jean-Baptiste,Plomb,2018-03-09,4.5,mesure
3,Saint-Jean-Baptiste,Potassium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Selenium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Thallium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Zinc,2018-03-09,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-03-15,746.9,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Arsenic,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-03-15,14.3,mesure
3,Saint-Jean-Baptiste,Beryllium,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-03-15,4979.1,mesure
3,Saint-Jean-Baptiste,Chrome,2018-03-15,1,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-03-15,0.8,mesure
3,Saint-Jean-Baptiste,Cuivre,2018-03-15,24.3,mesure
3,Saint-Jean-Baptiste,Etain,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-03-15,205.4,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-03-15,1867.2,mesure
3,Saint-Jean-Baptiste,Manganese,2018-03-15,6.8,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-03-15,3.4,mesure
3,Saint-Jean-Baptiste,Plomb,2018-03-15,2.2,mesure
3,Saint-Jean-Baptiste,Potassium,2018-03-15,560.2,mesure
3,Saint-Jean-Baptiste,Selenium,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-03-15,12447.8,mesure
3,Saint-Jean-Baptiste,Thallium,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-03-15,3.5,mesure
3,Saint-Jean-Baptiste,Zinc,2018-03-15,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-03-21,2551.8,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-03-21,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-03-21,0.5,mesure
3,Saint-Jean-Baptiste,Arsenic,2018-03-21,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-03-21,62.2,mesure
3,Saint-Jean-Baptiste,Beryllium,2018-03-21,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-03-21,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-03-21,17427,mesure
3,Saint-Jean-Baptiste,Chrome,2018-03-21,3.1,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-03-21,1.1,mesure
3,Saint-Jean-Baptiste,Cuivre,2018-03-21,19.3,mesure
3,Saint-Jean-Baptiste,Etain,2018-03-21,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-03-21,591.3,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-03-21,6099.4,mesure
3,Saint-Jean-Baptiste,Manganese,2018-03-21,26.8,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-03-21,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-03-21,3.9,mesure
3,Saint-Jean-Baptiste,Plomb,2018-03-21,7.5,mesure
3,Saint-Jean-Baptiste,Potassium,2018-03-21,1991.7,mesure
3,Saint-Jean-Baptiste,Selenium,2018-03-21,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-03-21,36098.7,mesure
3,Saint-Jean-Baptiste,Thallium,2018-03-21,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-03-21,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-03-21,4.4,mesure
3,Saint-Jean-Baptiste,Zinc,2018-03-21,62.2,mesure
3,Saint-Jean-Baptiste,Aluminium,2018-03-27,1694.3,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-03-27,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-03-27,0.4,mesure
3,Saint-Jean-Baptiste,Arsenic,2018-03-27,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-03-27,58.1,mesure
3,Saint-Jean-Baptiste,Beryllium,2018-03-27,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-03-27,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-03-27,12102.3,mesure
3,Saint-Jean-Baptiste,Chrome,2018-03-27,2.3,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-03-27,1,mesure
3,Saint-Jean-Baptiste,Cuivre,2018-03-27,20,mesure
3,Saint-Jean-Baptiste,Etain,2018-03-27,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-03-27,490.1,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-03-27,3933.2,mesure
3,Saint-Jean-Baptiste,Manganese,2018-03-27,20.6,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-03-27,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-03-27,3,mesure
3,Saint-Jean-Baptiste,Plomb,2018-03-27,6.7,mesure
3,Saint-Jean-Baptiste,Potassium,2018-03-27,1391.8,mesure
3,Saint-Jean-Baptiste,Selenium,2018-03-27,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-03-27,25414.8,mesure
3,Saint-Jean-Baptiste,Thallium,2018-03-27,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-03-27,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-03-27,4.6,mesure
3,Saint-Jean-Baptiste,Zinc,2018-03-27,57.5,mesure
3,Saint-Jean-Baptiste,Aluminium,2018-04-02,560.2,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-04-02,0.6,mesure
3,Saint-Jean-Baptiste,Arsenic,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-04-02,42.3,mesure
3,Saint-Jean-Baptiste,Beryllium,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-04-02,4356.7,mesure
3,Saint-Jean-Baptiste,Chrome,2018-04-02,0.7,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-04-02,0.7,mesure
3,Saint-Jean-Baptiste,Cuivre,2018-04-02,31.7,mesure
3,Saint-Jean-Baptiste,Etain,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-04-02,180.5,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Manganese,2018-04-02,9.3,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-04-02,0.4,mesure
3,Saint-Jean-Baptiste,Plomb,2018-04-02,6.6,mesure
3,Saint-Jean-Baptiste,Potassium,2018-04-02,497.9,mesure
3,Saint-Jean-Baptiste,Selenium,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Sodium,2018-04-02,8713.5,mesure
3,Saint-Jean-Baptiste,Thallium,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Uranium,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Vanadium,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Zinc,2018-04-02,,<LDR
3,Saint-Jean-Baptiste,Aluminium,2018-04-08,2871.9,mesure
3,Saint-Jean-Baptiste,Antimoine,2018-04-08,,<LDR
3,Saint-Jean-Baptiste,Argent,2018-04-08,1.2,mesure
3,Saint-Jean-Baptiste,Arsenic,2018-04-08,,<LDR
3,Saint-Jean-Baptiste,Baryum,2018-04-08,,<LDR
3,Saint-Jean-Baptiste,Beryllium,2018-04-08,,<LDR
3,Saint-Jean-Baptiste,Cadmium,2018-04-08,,<LDR
3,Saint-Jean-Baptiste,Calcium,2018-04-08,19729.8,mesure
3,Saint-Jean-Baptiste,Chrome,2018-04-08,1.5,mesure
3,Saint-Jean-Baptiste,Cobalt,2018-04-08,0.3,mesure
3,Saint-Jean-Baptiste,Cuivre,2018-04-08,,<LDR
3,Saint-Jean-Baptiste,Etain,2018-04-08,,<LDR
3,Saint-Jean-Baptiste,Fer,2018-04-08,216.1,mesure
3,Saint-Jean-Baptiste,Magnesium,2018-04-08,,<LDR
3,Saint-Jean-Baptiste,Manganese,2018-04-08,18.7,mesure
3,Saint-Jean-Baptiste,Molybdene,2018-04-08,,<LDR
3,Saint-Jean-Baptiste,Nickel,2018-04-08,0.6,mesure
3,Saint-Jean-Baptiste,Plomb,2018-04-08,2.9,mesure
3,Saint-Jean-Baptiste,Potassium,2018-04-08,2329.5,mesure
3,Saint-Jean-Baptiste,Selenium,2018-04-08,,<LDR
