"Cote/Titre","Dates","Fichier jpg - 300 dpi (CLIQUEZ SUR LE LIEN)","Mention de crédits"
"VM97-3_7P2-04.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-04.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-05.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-05.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-06.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-06.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-07.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-07.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-08.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-08.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-09.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-09.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-10.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-10.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-11.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-11.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-12.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-12.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-13.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-13.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-14.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-14.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-15.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-15.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-16.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-16.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-17.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-17.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-18.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-18.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-19.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-19.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-20.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-20.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-21.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-21.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-22.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-22.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-23.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-23.jpg","Archives de la Ville de Montréal"
"VM97-3_7P2-24.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P2-24.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-01.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-01.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-02.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-02.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-03.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-03.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-04.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-04.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-05.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-05.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-06.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-06.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-07.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-07.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-08.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-08.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-09.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-09.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-10.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-10.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-11.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-11.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-12.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-12.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-13.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-13.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-14.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-14.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-15.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-15.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-16.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-16.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-17.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-17.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-18.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-18.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-19.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-19.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-20.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-20.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-21.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-21.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-22.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-22.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-23.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-23.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-24.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-24.jpg","Archives de la Ville de Montréal"
"VM97-3_7P3-25.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P3-25.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-01.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-01.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-02.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-02.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-03.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-03.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-04.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-04.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-05.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-05.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-06.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-06.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-07.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-07.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-08.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-08.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-09.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-09.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-10.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-10.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-11.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-11.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-12.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-12.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-13.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-13.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-14.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-14.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-15.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-15.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-16.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-16.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-17.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-17.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-18.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-18.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-19.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-19.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-20.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-20.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-21.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-21.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-22.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-22.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-23.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-23.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-24.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-24.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-25.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-25.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-26.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-26.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-27.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-27.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-28.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-28.jpg","Archives de la Ville de Montréal"
"VM97-3_7P4-29.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P4-29.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-01.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-01.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-02.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-02.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-03.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-03.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-04.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-04.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-05.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-05.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-06.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-06.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-07.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-07.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-08.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-08.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-09.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-09.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-10.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-10.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-11.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-11.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-12.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-12.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-13.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-13.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-14.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-14.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-15.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-15.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-16.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-16.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-17.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-17.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-18.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-18.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-19.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-19.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-20.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-20.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-21.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-21.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-22.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-22.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-23.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-23.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-24.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-24.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-25.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-25.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-26.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-26.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-27.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-27.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-28.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-28.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-29.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-29.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-30.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-30.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-31.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-31.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-32.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-32.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-33.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-33.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-34.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-34.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-35.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-35.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-36.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-36.jpg","Archives de la Ville de Montréal"
"VM97-3_7P5-37.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P5-37.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-01.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-01.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-02.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-02.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-03.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-03.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-04.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-04.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-05.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-05.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-06.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-06.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-07.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-07.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-08.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-08.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-09.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-09.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-10.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-10.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-11.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-11.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-12.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-12.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-13.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-13.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-14.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-14.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-15.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-15.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-16.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-16.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-17.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-17.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-18.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-18.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-19.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-19.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-20.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-20.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-21.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-21.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-22.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-22.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-23.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-23.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-24.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-24.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-25.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-25.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-26.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-26.jpg","Archives de la Ville de Montréal"
"VM97-3_7P6-27.jpg","1947-1949","http://archivesdemontreal.com/greffe/vues-aeriennes-archives/jpeg/VM97-3_7P6-27.jpg","Archives de la Ville de Montréal"
