ï»¿ID_GTFS,NOM,NUM_ARRET,HORAIRE_SE,HORAIRE_FDS,CIRCUIT,TYPE_POINTEUR,LATITUDE,LONGITUDE,GEOM
AJ_428,des Flandres (135),428,"06:56, 07:26, 07:56, 08:26, 08:56, 09:26, 09:56, 10:26, 10:56, 11:26, 11:56, 12:26, 12:56, 13:26, 13:56, 14:26, 14:56, 15:26, 15:56, 16:26, 16:56, 17:26, 17:56, 18:26, 18:56, 19:26, 19:56, 20:26, 20:56, 21:26, 21:56, 22:26, 22:56","07:26, 07:56, 08:26, 08:56, 09:26, 09:56, 10:26, 10:56, 11:26, 11:56, 12:26, 12:56, 13:26, 13:56, 14:26, 14:56, 15:26, 15:56, 16:26, 16:56, 17:26, 17:56",04-Jaune,,"48,4441032005533","-68,4981711571656",Point
AJ_430,des Flandres / Belzile,430,"06:57, 07:27, 07:57, 08:27, 08:57, 09:27, 09:57, 10:27, 10:57, 11:27, 11:57, 12:27, 12:57, 13:27, 13:57, 14:27, 14:57, 15:27, 15:57, 16:27, 16:57, 17:27, 17:57, 18:27, 18:57, 19:27, 19:57, 20:27, 20:57, 21:27, 21:57, 22:27, 22:57","07:27, 07:57, 08:27, 08:57, 09:27, 09:57, 10:27, 10:57, 11:27, 11:57, 12:27, 12:57, 13:27, 13:57, 14:27, 14:57, 15:27, 15:57, 16:27, 16:57, 17:27, 17:57",04-Jaune,,"48,4462320122615","-68,5003186758385",Point
AJ_432,Belzile / Pascal-Parent,432,"06:58, 07:28, 07:58, 08:28, 08:58, 09:28, 09:58, 10:28, 10:58, 11:28, 11:58, 12:28, 12:58, 13:28, 13:58, 14:28, 14:58, 15:28, 15:58, 16:28, 16:58, 17:28, 17:58, 18:28, 18:58, 19:28, 19:58, 20:28, 20:58, 21:28, 21:58, 22:28, 22:58","07:28, 07:58, 08:28, 08:58, 09:28, 09:58, 10:28, 10:58, 11:28, 11:58, 12:28, 12:58, 13:28, 13:58, 14:28, 14:58, 15:28, 15:58, 16:28, 16:58, 17:28, 17:58",04-Jaune,,"48,4476465001194","-68,4984752329734",Point
AJ_434,Belzile / LÃ©onidas S,434,"06:58, 07:28, 07:58, 08:28, 08:58, 09:28, 09:58, 10:28, 10:58, 11:28, 11:58, 12:28, 12:58, 13:28, 13:58, 14:28, 14:58, 15:28, 15:58, 16:28, 16:58, 17:28, 17:58, 18:28, 18:58, 19:28, 19:58, 20:28, 20:58, 21:28, 21:58, 22:28, 22:58","07:28, 07:58, 08:28, 08:58, 09:28, 09:58, 10:28, 10:58, 11:28, 11:58, 12:28, 12:58, 13:28, 13:58, 14:28, 14:58, 15:28, 15:58, 16:28, 16:58, 17:28, 17:58",04-Jaune,,"48,4490430522913","-68,4958006221967",Point
RJ_452,LÃ©onidas S / Belzile,452,"07:30, 08:00, 08:30, 09:00, 09:30, 10:00, 15:30, 16:00, 16:30, 17:00, 17:30, 18:00",,04-Jaune,,"48,4492238740373","-68,4959250934686",Point
RJ_454,Belzile / Pascal-Parent,454,"07:30, 08:00, 08:30, 09:00, 09:30, 10:00, 15:30, 16:00, 16:30, 17:00, 17:30, 18:00",,04-Jaune,,"48,4479399739786","-68,4983864751477",Point
RJ_456,des Flandres / Belzile,456,"07:31, 08:01, 08:31, 09:01, 09:31, 10:01, 15:31, 16:01, 16:31, 17:01, 17:31, 18:01",,04-Jaune,,"48,4459699319733","-68,5003553191738",Point
RJ_458,des Flandres (135),458,"07:32, 08:02, 08:32, 09:02, 09:32, 10:02, 15:32, 16:02, 16:32, 17:02, 17:32, 18:02",,04-Jaune,,"48,4441279686425","-68,4984090477237",Point
RJ_460,des Flandres / Isidore-Soucy,460,"07:32, 08:02, 08:32, 09:02, 09:32, 10:02, 15:32, 16:02, 16:32, 17:02, 17:32, 18:02",,04-Jaune,,"48,4423530352661","-68,498606608213",Point
RJ_462,des Flandres / Sylvain-LeliÃ¨vre,462,"07:33, 08:03, 08:33, 09:03, 09:33, 10:03, 15:33, 16:03, 16:33, 17:03, 17:33, 18:03",,04-Jaune,,"48,44045604829","-68,4991199902375",Point
RJ_464,des Flandres (31),464,"07:33, 08:03, 08:33, 09:03, 09:33, 10:03, 15:33, 16:03, 16:33, 17:03, 17:33, 18:03",,04-Jaune,,"48,4376214542429","-68,5031605293116",Point
RJ_466,de la CathÃ©drale / de Bourgogne,466,"07:34, 08:04, 08:34, 09:04, 09:34, 10:04, 15:34, 16:04, 16:34, 17:04, 17:34, 18:04",,04-Jaune,,"48,4377176761024","-68,5058988669661",Point
RJ_468,de la CathÃ©drale / 14e rue E,468,"07:34, 08:04, 08:34, 09:04, 09:34, 10:04, 15:34, 16:04, 16:34, 17:04, 17:34, 18:04",,04-Jaune,,"48,4397414681534","-68,5091534590334",Point
RJ_470,HupÃ© / Arthur-Buies E,470,"07:35, 08:05, 08:35, 09:05, 09:35, 10:05, 15:35, 16:05, 16:35, 17:05, 17:35, 18:05",,04-Jaune,,"48,4424733724078","-68,5087999184283",Point
RJ_472,HupÃ© / 6e rue E,472,"07:36, 08:06, 08:36, 09:06, 09:36, 10:06, 15:36, 16:06, 16:36, 17:06, 17:36, 18:06",,04-Jaune,,"48,4450037370082","-68,5128526803333",Point
RJ_474,HupÃ© / 3e rue E,474,"07:36, 08:06, 08:36, 09:06, 09:36, 10:06, 15:36, 16:06, 16:36, 17:06, 17:36, 18:06",,04-Jaune,,"48,4459779114049","-68,514401578801",Point
RJ_476,Complexe Desjardins,476,"07:37, 08:07, 08:37, 09:07, 09:37, 10:07, 15:37, 16:07, 16:37, 17:07, 17:37, 18:07",,04-Jaune,,"48,4483208290172","-68,5123708380522",Point
RJ_478,RÃ©sidences UQAR,478,"07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09",,04-Jaune,,"48,4508910116226","-68,5099280963783",Point
RJ_480,UQAR,480,"07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09",,04-Jaune,,"48,4520907732075","-68,513069688544",Point
RJ_482,Notre-Dame E / des Ursulines,482,"07:40, 08:10, 08:40, 09:10, 09:40, 10:10, 15:40, 16:10, 16:40, 17:10, 17:40, 18:10",,04-Jaune,,"48,4536443110769","-68,51435782764",Point
RJ_484,Notre-Dame E / Belzile,484,"07:43, 08:13, 08:43, 09:13, 09:43, 10:13, 15:43, 16:13, 16:43, 17:13, 17:43, 18:13",,04-Jaune,,"48,4513047020529","-68,5177887317176",Point
Gare,Gare,001-Bleue,"07:15, 07:45, 08:15, 08:45, 09:15, 09:45, 15:15, 15:45, 16:15, 16:45, 17:15, 17:45",,05-Bleue,G,"48,4502896037654","-68,5215506688493",Point
AB_502,Belzile / Saint-Pierre,502,"07:16, 07:46, 08:16, 08:46, 09:16, 09:46, 15:16, 15:46, 16:16, 16:46, 17:16, 17:46",,05-Bleue,,"48,4528744147308","-68,5207336162273",Point
AB_504,St-Pierre / Jean-Brillant,504,"07:16, 07:46, 08:16, 08:46, 09:16, 09:46, 15:16, 15:46, 16:16, 16:46, 17:16, 17:46",,05-Bleue,,"48,4540049072095","-68,5188041025018",Point
AB_506,St-Pierre / Blais,506,"07:17, 07:47, 08:17, 08:47, 09:17, 09:47, 15:17, 15:47, 16:17, 16:47, 17:17, 17:47",,05-Bleue,,"48,4557005975759","-68,5154593416219",Point
AB_508,St-Pierre / Toussaint-Cartier,508,"07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48",,05-Bleue,,"48,4582253523133","-68,5120812936559",Point
AB_510,St-Pierre / D'Auteuil,510,"07:18, 07:48, 08:18, 08:48, 09:18, 09:48, 15:18, 15:48, 16:18, 16:48, 17:18, 17:48",,05-Bleue,,"48,4617361368865","-68,5124830283256",Point
AB_512,D'Auteuil / Moreault,512,"07:19, 07:49, 08:19, 08:49, 09:19, 09:49, 15:19, 15:49, 16:19, 16:49, 17:19, 17:49",,05-Bleue,,"48,4632140946376","-68,5150404086809",Point
AB_514,Moreault (OrlÃ©ans Express),514,"07:19, 07:49, 08:19, 08:49, 09:19, 09:49, 15:19, 15:49, 16:19, 16:49, 17:19, 17:49",,05-Bleue,,"48,4654024580439","-68,5124680705703",Point
Carrefour (1),Carrefour (1),516,"07:21, 07:51, 08:21, 08:51, 09:21, 09:51, 15:21, 15:51, 16:21, 16:51, 17:21, 17:51",,05-Bleue,,"48,4663403228129","-68,5129929975209",Point
Carrefour (2),Carrefour (2),518,"07:21, 07:51, 08:21, 08:51, 09:21, 09:51, 15:21, 15:51, 16:21, 16:51, 17:21, 17:51",,05-Bleue,,"48,4674463059289","-68,5147430622693",Point
AB_520,LÃ©onidas S (217),520,"07:23, 07:53, 08:23, 08:53, 09:23, 09:53, 15:23, 15:53, 16:23, 16:53, 17:23, 17:53",,05-Bleue,,"48,4608705883363","-68,5069563242899",Point
AB_522,St-Jean-Baptiste E / ElzÃ©ar-Sasseville,522,"07:24, 07:54, 08:24, 08:54, 09:24, 09:54, 15:24, 15:54, 16:24, 16:54, 17:24, 17:54",,05-Bleue,,"48,4586052290229","-68,5058315850598",Point
AB_524,ElzÃ©ar-Sasseville / Perreault,524,"07:24, 07:54, 08:24, 08:54, 09:24, 09:54, 15:24, 15:54, 16:24, 16:54, 17:24, 17:54",,05-Bleue,,"48,45710200941","-68,5040733784028",Point
AB_526,Corneau / Perreault,526,"07:25, 07:55, 08:25, 08:55, 09:25, 09:55, 15:25, 15:55, 16:25, 16:55, 17:25, 17:55",,05-Bleue,,"48,4552703284488","-68,5065871595578",Point
AB_528,Corneau / 2e rue E,528,"07:25, 07:55, 08:25, 08:55, 09:25, 09:55, 15:25, 15:55, 16:25, 16:55, 17:25, 17:55",,05-Bleue,,"48,4541719398022","-68,5049077292917",Point
AB_530,2e Rue Est / LÃ©onidas S,530,"07:26, 07:56, 08:26, 08:56, 09:26, 09:56, 15:26, 15:56, 16:26, 16:56, 17:26, 17:56",,05-Bleue,,"48,4563446649321","-68,5009992081411",Point
AB_532,CitÃ© des achats ,532,"07:27, 07:57, 08:27, 08:57, 09:27, 09:57, 15:27, 15:57, 16:27, 16:57, 17:27, 17:57",,05-Bleue,,"48,4543322352959","-68,4991429089553",Point
AB_534,LÃ©onidas S / Arthur-Buies E,534,"07:27, 07:57, 08:27, 08:57, 09:27, 09:57, 15:27, 15:57, 16:27, 16:57, 17:27, 17:57",,05-Bleue,,"48,4528742019531","-68,4982313182766",Point
AB_536,LÃ©onidas S / Belzile,536,"07:30, 08:00, 08:30, 09:00, 09:30, 10:00, 15:30, 16:00, 16:30, 17:00, 17:30, 18:00",,05-Bleue,,"48,4492238740373","-68,4959250934686",Point
RB_552,LÃ©onidas S / Arthur-Buies E,552,"07:00, 07:30, 08:00, 08:30, 09:00, 09:30, 10:00, 10:30, 11:00, 11:30, 12:00, 12:30, 13:00, 13:30, 14:00, 14:30, 15:00, 15:30, 16:00, 16:30, 17:00, 17:30, 18:00, 18:30, 19:00, 19:30, 20:00, 20:30, 21:00, 21:30, 22:00, 22:30, 23:00","07:30, 08:00, 08:30, 09:00, 09:30, 10:00, 15:30, 16:00, 16:30, 17:00, 17:30, 18:00",05-Bleue,,"48,4521818069808","-68,4975674407027",Point
RB_554,CitÃ© des achats ,554,"07:01, 07:31, 08:01, 08:31, 09:01, 09:31, 10:01, 10:31, 11:01, 11:31, 12:01, 12:31, 13:01, 13:31, 14:01, 14:31, 15:01, 15:31, 16:01, 16:31, 17:01, 17:31, 18:01, 18:31, 19:01, 19:31, 20:01, 20:31, 21:01, 21:31, 22:01, 22:31, 23:01","07:31, 08:01, 08:31, 09:01, 09:31, 10:01, 15:31, 16:01, 16:31, 17:01, 17:31, 18:01",05-Bleue,,"48,4547754184417","-68,4991713287756",Point
RB_556,2e Rue Est / LÃ©onidas S,556,"07:01, 07:31, 08:01, 08:31, 09:01, 09:31, 10:01, 10:31, 11:01, 11:31, 12:01, 12:31, 13:01, 13:31, 14:01, 14:31, 15:01, 15:31, 16:01, 16:31, 17:01, 17:31, 18:01, 18:31, 19:01, 19:31, 20:01, 20:31, 21:01, 21:31, 22:01, 22:31, 23:01","07:31, 08:01, 08:31, 09:01, 09:31, 10:01, 15:31, 16:01, 16:31, 17:01, 17:31, 18:01",05-Bleue,,"48,456336233124","-68,5013659911164",Point
RB_558,Corneau / 2e rue E,558,"07:02, 07:32, 08:02, 08:32, 09:02, 09:32, 10:02, 10:32, 11:02, 11:32, 12:02, 12:32, 13:02, 13:32, 14:02, 14:32, 15:02, 15:32, 16:02, 16:32, 17:02, 17:32, 18:02, 18:32, 19:02, 19:32, 20:02, 20:32, 21:02, 21:32, 22:02, 22:32, 23:02","07:32, 08:02, 08:32, 09:02, 09:32, 10:02, 15:32, 16:02, 16:32, 17:02, 17:32, 18:02",05-Bleue,,"48,4542691068236","-68,5047422977139",Point
RB_560,Corneau / Perreault,560,"07:03, 07:33, 08:03, 08:33, 09:03, 09:33, 10:03, 10:33, 11:03, 11:33, 12:03, 12:33, 13:03, 13:33, 14:03, 14:33, 15:03, 15:33, 16:03, 16:33, 17:03, 17:33, 18:03, 18:33, 19:03, 19:33, 20:03, 20:33, 21:03, 21:33, 22:03, 22:33, 23:03","07:33, 08:03, 08:33, 09:03, 09:33, 10:03, 15:33, 16:03, 16:33, 17:03, 17:33, 18:03",05-Bleue,,"48,4553916756031","-68,5064926065358",Point
RB_562,ElzÃ©ar-Sasseville / Perreault,562,"07:04, 07:34, 08:04, 08:34, 09:04, 09:34, 10:04, 10:34, 11:04, 11:34, 12:04, 12:34, 13:04, 13:34, 14:04, 14:34, 15:04, 15:34, 16:04, 16:34, 17:04, 17:34, 18:04, 18:34, 19:04, 19:34, 20:04, 20:34, 21:04, 21:34, 22:04, 22:34, 23:04","07:34, 08:04, 08:34, 09:04, 09:34, 10:04, 15:34, 16:04, 16:34, 17:04, 17:34, 18:04",05-Bleue,,"48,4572418363968","-68,5039555420498",Point
RB_564,St-Jean-Baptiste E / ElzÃ©ar-Sasseville,564,"07:04, 07:34, 08:04, 08:34, 09:04, 09:34, 10:04, 10:34, 11:04, 11:34, 12:04, 12:34, 13:04, 13:34, 14:04, 14:34, 15:04, 15:34, 16:04, 16:34, 17:04, 17:34, 18:04, 18:34, 19:04, 19:34, 20:04, 20:34, 21:04, 21:34, 22:04, 22:34, 23:04","07:34, 08:04, 08:34, 09:04, 09:34, 10:04, 15:34, 16:04, 16:34, 17:04, 17:34, 18:04",05-Bleue,,"48,4583939553659","-68,5057667650652",Point
RB_566,LÃ©onidas S (200),566,"07:05, 07:35, 08:05, 08:35, 09:05, 09:35, 10:05, 10:35, 11:05, 11:35, 12:05, 12:35, 13:05, 13:35, 14:05, 14:35, 15:05, 15:35, 16:05, 16:35, 17:05, 17:35, 18:05, 18:35, 19:05, 19:35, 20:05, 20:35, 21:05, 21:35, 22:05, 22:35, 23:05","07:35, 08:05, 08:35, 09:05, 09:35, 10:05, 15:35, 16:05, 16:35, 17:05, 17:35, 18:05",05-Bleue,,"48,4615397679559","-68,5076817419256",Point
RB_568,Moreault (OrlÃ©ans Express),568,"07:06, 07:36, 08:06, 08:36, 09:06, 09:36, 10:06, 10:36, 11:06, 11:36, 12:06, 12:36, 13:06, 13:36, 14:06, 14:36, 15:06, 15:36, 16:06, 16:36, 17:06, 17:36, 18:06, 18:36, 19:06, 19:36, 20:06, 20:36, 21:06, 21:36, 22:06, 22:36, 23:06","07:36, 08:06, 08:36, 09:06, 09:36, 10:06, 15:36, 16:06, 16:36, 17:06, 17:36, 18:06",05-Bleue,,"48,4654024580439","-68,5124680705703",Point
Carrefour (1),Carrefour (1),570,"07:07, 07:37, 08:07, 08:37, 09:07, 09:37, 10:07, 10:37, 11:07, 11:37, 12:07, 12:37, 13:07, 13:37, 14:07, 14:37, 15:07, 15:37, 16:07, 16:37, 17:07, 17:37, 18:07, 18:37, 19:07, 19:37, 20:07, 20:37, 21:07, 21:37, 22:07, 22:37, 23:07","07:37, 08:07, 08:37, 09:07, 09:37, 10:07, 15:37, 16:07, 16:37, 17:07, 17:37, 18:07",05-Bleue,,"48,4663403228129","-68,5129929975209",Point
Carrefour (2),Carrefour (2),572,"07:08, 07:38, 08:08, 08:38, 09:08, 09:38, 10:08, 10:38, 11:08, 11:38, 12:08, 12:38, 13:08, 13:38, 14:08, 14:38, 15:08, 15:38, 16:08, 16:38, 17:08, 17:38, 18:08, 18:38, 19:08, 19:38, 20:08, 20:38, 21:08, 21:38, 22:08, 22:38, 23:08","07:38, 08:08, 08:38, 09:08, 09:38, 10:08, 15:38, 16:08, 16:38, 17:08, 17:38, 18:08",05-Bleue,,"48,4674463059289","-68,5147430622693",Point
RB_574,D'Auteuil / Moreault,574,"07:09, 07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 10:39, 11:09, 11:39, 12:09, 12:39, 13:09, 13:39, 14:09, 14:39, 15:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09, 18:39, 19:09, 19:39, 20:09, 20:39, 21:09, 21:39, 22:09, 22:39, 23:09","07:39, 08:09, 08:39, 09:09, 09:39, 10:09, 15:39, 16:09, 16:39, 17:09, 17:39, 18:09",05-Bleue,,"48,4635597955306","-68,5153227861602",Point
RB_576,St-Pierre / D'Auteuil,576,"07:10, 07:40, 08:10, 08:40, 09:10, 09:40, 10:10, 10:40, 11:10, 11:40, 12:10, 12:40, 13:10, 13:40, 14:10, 14:40, 15:10, 15:40, 16:10, 16:40, 17:10, 17:40, 18:10, 18:40, 19:10, 19:40, 20:10, 20:40, 21:10, 21:40, 22:10, 22:40, 23:10","07:40, 08:10, 08:40, 09:10, 09:40, 10:10, 15:40, 16:10, 16:40, 17:10, 17:40, 18:10",05-Bleue,,"48,4615921304185","-68,5124068575694",Point
RB_578,St-Pierre / Toussaint-Cartier,578,"07:11, 07:41, 08:11, 08:41, 09:11, 09:41, 10:11, 10:41, 11:11, 11:41, 12:11, 12:41, 13:11, 13:41, 14:11, 14:41, 15:11, 15:41, 16:11, 16:41, 17:11, 17:41, 18:11, 18:41, 19:11, 19:41, 20:11, 20:41, 21:11, 21:41, 22:11, 22:41, 23:11","07:41, 08:11, 08:41, 09:11, 09:41, 10:11, 15:41, 16:11, 16:41, 17:11, 17:41, 18:11",05-Bleue,,"48,4581915952293","-68,51234790516",Point
RB_580,St-Pierre / Blais,580,"07:12, 07:42, 08:12, 08:42, 09:12, 09:42, 10:12, 10:42, 11:12, 11:42, 12:12, 12:42, 13:12, 13:42, 14:12, 14:42, 15:12, 15:42, 16:12, 16:42, 17:12, 17:42, 18:12, 18:42, 19:12, 19:42, 20:12, 20:42, 21:12, 21:42, 22:12, 22:42, 23:12","07:42, 08:12, 08:42, 09:12, 09:42, 10:12, 15:42, 16:12, 16:42, 17:12, 17:42, 18:12",05-Bleue,,"48,4558009690434","-68,5156271469092",Point
RB_582,St-Pierre / Jean-Brillant,582,"07:12, 07:42, 08:12, 08:42, 09:12, 09:42, 10:12, 10:42, 11:12, 11:42, 12:12, 12:42, 13:12, 13:42, 14:12, 14:42, 15:12, 15:42, 16:12, 16:42, 17:12, 17:42, 18:12, 18:42, 19:12, 19:42, 20:12, 20:42, 21:12, 21:42, 22:12, 22:42, 23:12","07:42, 08:12, 08:42, 09:12, 09:42, 10:12, 15:42, 16:12, 16:42, 17:12, 17:42, 18:12",05-Bleue,,"48,4542232604926","-68,518644687448",Point
RB_584,Belzile / Saint-Pierre,584,"07:13, 07:43, 08:13, 08:43, 09:13, 09:43, 10:13, 10:43, 11:13, 11:43, 12:13, 12:43, 13:13, 13:43, 14:13, 14:43, 15:13, 15:43, 16:13, 16:43, 17:13, 17:43, 18:13, 18:43, 19:13, 19:43, 20:13, 20:43, 21:13, 21:43, 22:13, 22:43, 23:13","07:43, 08:13, 08:43, 09:13, 09:43, 10:13, 15:43, 16:13, 16:43, 17:13, 17:43, 18:13",05-Bleue,,"48,4529626566916","-68,5209294070881",Point
