ï»¿OBJECTID,NOM,CODE,TYPE_ARRET,LATITUDE,LONGITUDE,SEM_SEUL,FDS_SEUL,FDS_VERS_B,SEM_VERS_B,SEM_VERS_T,FDS_VERS_T,SEM_Corr_M,FDS_Corr_M,SEM_DEP_M,FDS_DEP_M,M_VERS_G,TYPE_POINTEUR,GEOM
209,0178,0178,Taxibus - Zone bleue,"48,5042453831187","-68,4494600186504","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
234,0180,0180,Taxibus - Zone bleue,"48,5151020182395","-68,4677689252362","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
235,0181,0181,Taxibus - Zone bleue,"48,5112656336844","-68,4604694223231","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
237,0183,0183,Taxibus - Zone bleue,"48,50899290396","-68,4562455246716","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
221,0184,0184,Taxibus - Zone bleue,"48,5079341172568","-68,4533053430172","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
223,0185,0185,Taxibus - Zone bleue,"48,5175111325512","-68,4632764500631","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
207,0187,0187,Taxibus - Zone bleue,"48,5140154684742","-68,4601225196555","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
222,0188,0188,Taxibus - Zone bleue,"48,5132301052413","-68,4598943326896","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
208,0190,0190,Taxibus - Zone bleue,"48,5107953068621","-68,4555602354201","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
206,0191,0191,Taxibus - Zone bleue,"48,5206872517593","-68,457047200335","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
213,0192,0192,Taxibus - Zone bleue,"48,5235502225377","-68,449674467769","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
205,0194,0194,Taxibus - Zone bleue,"48,5258507437638","-68,4396261860633","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
236,0196,0196,Taxibus - Zone bleue,"48,5270324709399","-68,4426498309597","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
232,0198,0198,Taxibus - Zone bleue,"48,5282251370162","-68,4265893703891","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
160,0200,0200,Taxibus - Ligne rouge,"48,4147878021318","-68,548888216301","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
142,0208,0208,Taxibus - Ligne rouge,"48,3945815777719","-68,534851141329","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
152,0210,0210,Taxibus - Ligne rouge,"48,3936328973542","-68,5328828815068","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
153,0212,0212,Taxibus - Ligne rouge,"48,3924565386617","-68,5298660311871","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
