ï»¿OBJECTID,NOM,CODE,TYPE_ARRET,LATITUDE,LONGITUDE,SEM_SEUL,FDS_SEUL,FDS_VERS_B,SEM_VERS_B,SEM_VERS_T,FDS_VERS_T,SEM_Corr_M,FDS_Corr_M,SEM_DEP_M,FDS_DEP_M,M_VERS_G,TYPE_POINTEUR,GEOM
258,0158,0158,Taxibus - Zone bleue,"48,4870740507821","-68,483876355735","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
253,0159,0159,Taxibus - Zone bleue,"48,4933296684222","-68,4925256037129","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
229,0160,0160,Taxibus - Zone bleue,"48,4907662171788","-68,490726023982","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
211,0161,0161,Taxibus - Zone bleue,"48,4931603573664","-68,489669372848","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
242,0162,0162,Taxibus - Zone bleue,"48,4941890849732","-68,4893252809368","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
257,0163,0163,Taxibus - Zone bleue,"48,4998512289593","-68,4804167116749","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
230,0164,0164,Taxibus - Zone bleue,"48,498405053446","-68,4765447177017","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
256,0165,0165,Taxibus - Zone bleue,"48,4974653392455","-68,4876139556415","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
240,0166,0166,Taxibus - Zone bleue,"48,5009332735914","-68,4718493582477","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
255,0167,0167,Taxibus - Zone bleue,"48,5008565482967","-68,4808252646841","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
212,0168,0168,Taxibus - Zone bleue,"48,5021918653581","-68,474612210521","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
210,0170,0170,Taxibus - Zone bleue,"48,5027826190637","-68,4675494783778","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
243,0171,0171,Taxibus - Zone bleue,"48,5041711687943","-68,4733754191454","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
220,0172,0172,Taxibus - Zone bleue,"48,5056628779289","-68,4671454479778","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
239,0174,0174,Taxibus - Zone bleue,"48,5053982235331","-68,4596953995987","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
238,0176,0176,Taxibus - Zone bleue,"48,5064491777947","-68,4553808326858","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20, 17:50, 18:20, 18:50, 19:20, 19:50, 20:20, 20:50, 21:20, 21:50","07:20, 07:50, 08:20, 08:50, 09:20, 09:50, 10:20, 10:50, 11:20, 11:50, 12:20, 12:50, 13:20, 13:50, 14:20, 14:50, 15:20, 15:50, 16:20, 16:50, 17:20","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:50, 10:50, 11:20, 11:50, 12:20, 12:50, 13:50, 14:50, 15:50, 16:20, 16:50, 17:20, 17:50, 18:50, 19:50, 20:50,  21:50","06:50, 07:20, 07:50, 08:20, 08:50, 09:20, 10:20, 11:20, 11:50, 12:20, 12:50, 13:20, 14:20, 15:20, 16:20, 16:50, 17:20, 17:50, 18:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20, 18:20","08:50, 09:50, 12:50, 13:50, 14:50, 17:50, 18:50, 19:50, 20:50,  21:50","07:50, 08:50, 09:50, 10:50, 11:50, 12:50, 13:50, 14:50, 15:50, 16:50","10:20, 14:20, 15:20, 19:20, 20:20, 21:20, 23:20","07:20, 08:20, 09:20, 10:20, 11:20, 12:20, 13:20, 14:20, 15:20, 16:20, 17:20","08:20, 12:20, 17:20",,Point
