annee,reg_n,num_c,num_n,num_d,coord_x,coord_y,indice_fuites_ifi,indice_fuites_ifi_reg,indice_fuites_ifi_cpop,indice_fuites_ifi_qc,pertes_eau_reelles,pertes_eau_reelles_inev,pression_moy,nb_fuites_reparees,pourc_reseau_ausculte,long_reseau_km
2018,Capitale-Nationale,16023,L'Isle-aux-Coudres,M,-70.4189319732332,47.3749627695,0.8,4.0,2.1,6.0,11,14,46,2,0.00,18.490
2018,Capitale-Nationale,16048,Les Éboulements,M,-70.3354166705849,47.502218011,1.0,4.0,2.1,6.0,25,24,67,3,0.00,14.764
2018,Capitale-Nationale,16050,Saint-Hilarion,P,-70.3817867547591,47.5831715925,0.8,4.0,2.1,6.0,6,8,60,2,84.00,5.925
2018,Capitale-Nationale,16055,Saint-Urbain,P,-70.570296615543,47.6229899745,1.9,4.0,2.8,6.0,28,15,63,2,0.00,9.840
2018,Capitale-Nationale,20005,Saint-François-de-l'Île-d'Orléans,M,-70.7991756609937,46.989382751,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,20010,Sainte-Famille-de-l'Île-d'Orléans,M,-70.9529498932444,46.9574848495,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,20015,Saint-Jean-de-l'Île-d'Orléans,M,-70.9041347775078,46.941119657,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,20020,Saint-Laurent-de-l'Île-d'Orléans,M,-71.004717418164,46.8823831585,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,20025,Saint-Pierre-de-l'Île-d'Orléans,M,-71.0561637320622,46.894538009,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,20030,Sainte-Pétronille,VL,-71.1193049673641,46.8566893225,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,21005,Saint-Tite-des-Caps,M,-70.7602517681278,47.1884273445,0.7,4.0,2.1,6.0,6,9,49,1,0.00,6.376
2018,Capitale-Nationale,21010,Saint-Ferréol-les-Neiges,M,-70.8571972170833,47.139502957,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,21015,Saint-Louis-de-Gonzague-du-Cap-Tourmente,P,-70.8052602710846,47.061502267,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,21020,Saint-Joachim,P,-70.8355745059001,47.0820853235,1.4,4.0,2.8,6.0,22,16,45,2,147.00,21.205
2018,Capitale-Nationale,21025,Beaupré,V,-70.9173925793568,47.0695559025,1.9,4.0,2.8,6.0,117,61,53,6,0.00,45.335
2018,Capitale-Nationale,21030,Sainte-Anne-de-Beaupré,V,-70.9703997523274,47.057741537,1.5,4.0,2.8,6.0,59,38,58,6,0.00,27.996
2018,Capitale-Nationale,21035,Château-Richer,V,-71.0524748003996,47.0603023585,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,21040,L'Ange-Gardien,M,-71.1252498276318,46.949301522,2.1,4.0,2.8,6.0,70,34,60,6,100.00,23.677
2018,Capitale-Nationale,21045,Boischatel,M,-71.1507049929884,46.917733624,1.2,4.0,3.2,6.0,101,79,60,11,100.00,46.900
2018,Capitale-Nationale,22005,Sainte-Catherine-de-la-Jacques-Cartier,V,-71.6710804425794,46.8686907945,1.8,4.0,2.8,6.0,71,41,50,2,0.00,35.222
2018,Capitale-Nationale,22010,Fossambault-sur-le-Lac,V,-71.602311610413,46.887709541,0.6,4.0,2.8,6.0,24,43,69,14,135.00,29.429
2018,Capitale-Nationale,22015,Lac-Saint-Joseph,V,-71.6531576224507,46.920440984,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,22020,Shannon,V,-71.5755297956613,46.922026402,0.4,4.0,2.8,6.0,25,63,65,3,0.00,41.198
2018,Capitale-Nationale,22025,Saint-Gabriel-de-Valcartier,M,-71.5852732168191,47.0327791625,4.7,4.0,,6.0,,,,0,1500.00,
2018,Capitale-Nationale,22030,Lac-Delage,V,-71.4024242317664,46.9680722505,1.3,4.0,2.1,6.0,7,6,39,2,100.00,6.281
2018,Capitale-Nationale,22035,Stoneham-et-Tewkesbury,CU,-71.3976698401126,47.120052966,1.0,4.0,2.8,6.0,36,36,65,1,0.00,15.022
2018,Capitale-Nationale,22040,Lac-Beauport,M,-71.2991148639013,46.9822396295,0.9,4.0,2.8,6.0,36,40,42,1,0.00,31.860
2018,Capitale-Nationale,22045,Sainte-Brigitte-de-Laval,V,-71.1904390327218,47.020814268,1.6,4.0,2.8,6.0,79,50,59,5,40.00,38.241
2018,Capitale-Nationale,23015,Notre-Dame-des-Anges,P,-71.2333023139013,46.8142746685,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,23027,Québec,V,-71.3496523801923,46.852995181,4.7,4.0,9.3,6.0,20978,4498,56,782,282.00,2915.808
2018,Capitale-Nationale,23057,L'Ancienne-Lorette,V,-71.3589195189195,46.803867193,4.7,4.0,,6.0,,,,11,1500.00,
2018,Capitale-Nationale,23072,Saint-Augustin-de-Desmaures,V,-71.4720726457176,46.7532782075,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,34007,Neuville,V,-71.6081008666805,46.7092975375,1.2,4.0,2.8,6.0,36,29,46,1,0.00,30.944
2018,Capitale-Nationale,34017,Pont-Rouge,V,-71.6953555969253,46.7781778665,2.1,4.0,3.2,6.0,160,77,43,15,100.00,62.900
2018,Capitale-Nationale,34025,Donnacona,V,-71.7061960155962,46.68195118,1.9,4.0,3.2,6.0,119,56,42,22,0.00,56.591
2018,Capitale-Nationale,34030,Cap-Santé,V,-71.8033222094625,46.694637164,1.7,4.0,2.8,6.0,52,31,42,7,0.00,30.993
2018,Capitale-Nationale,34038,Saint-Basile,V,-71.8489021438366,46.778671786,3.8,4.0,2.8,6.0,74,19,29,9,100.00,37.443
2018,Capitale-Nationale,34048,Portneuf,V,-71.907802798032,46.731322225,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,34058,Deschambault-Grondines,M,-72.0108144341461,46.6447874615,2.1,4.0,2.8,6.0,95,46,56,2,0.00,61.190
2018,Capitale-Nationale,34060,Saint-Gilbert,P,-71.9984991166108,46.7245182235,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,34065,Saint-Marc-des-Carrières,V,-72.039919726105,46.6760939875,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,34078,Saint-Casimir,M,-72.1551139438484,46.667013275,5.7,4.0,2.8,6.0,92,16,35,6,134.00,36.367
2018,Capitale-Nationale,34085,Saint-Thuribe,P,-72.1947965684669,46.7211213275,5.7,4.0,,6.0,,,,0,700.00,
2018,Capitale-Nationale,34090,Saint-Ubalde,M,-72.2840437039395,46.7712639625,2.9,4.0,2.1,6.0,34,12,44,1,0.00,14.700
2018,Capitale-Nationale,34097,Saint-Alban,M,-72.123184833742,46.780326747,2.0,4.0,2.8,6.0,19,9,37,0,0.00,12.740
2018,Capitale-Nationale,34105,Sainte-Christine-d'Auvergne,M,-71.9989683785023,46.826754139,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,34115,Saint-Léonard-de-Portneuf,M,-72.0043342567481,46.9153040265,1.4,4.0,2.1,6.0,11,8,63,2,0.00,4.637
2018,Capitale-Nationale,34120,Lac-Sergent,V,-71.7191740772551,46.8717834555,,4.0,,6.0,,,,,,
2018,Capitale-Nationale,34128,Saint-Raymond,V,-71.8255039763038,46.985433914,1.7,4.0,3.2,6.0,90,52,46,9,89.00,58.756
2018,Capitale-Nationale,34135,Rivière-à-Pierre,M,-72.2484023174792,47.0446474965,4.3,4.0,2.1,6.0,23,5,49,0,100.00,6.410
2018,Centre-du-Québec,32013,Saint-Ferdinand,M,-71.6196248833087,46.1046973275,2.0,2.6,2.8,6.0,28,14,54,7,0.00,10.811
2018,Centre-du-Québec,32023,Sainte-Sophie-d'Halifax,M,-71.712110303872,46.1559268405,3.2,2.6,2.1,6.0,1,1,32,0,100.00,0.889
2018,Centre-du-Québec,32033,Princeville,V,-71.8754517299595,46.1970949365,1.8,2.6,2.8,6.0,108,61,63,38,100.00,42.667
2018,Centre-du-Québec,32040,Plessisville,V,-71.7758506542649,46.223191186,3.5,2.6,3.2,6.0,264,75,49,5,200.00,54.442
2018,Centre-du-Québec,32045,Plessisville,P,-71.7220842261807,46.2323119865,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,32050,Saint-Pierre-Baptiste,P,-71.6094228596677,46.210063938,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,32058,Inverness,M,-71.4818762185338,46.2541593265,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,32065,Lyster,M,-71.614249894818,46.3831541615,0.6,2.6,2.8,6.0,7,11,46,1,0.00,12.723
2018,Centre-du-Québec,32072,Laurierville,M,-71.6664709584081,46.306323289,1.4,2.6,2.1,6.0,16,12,63,3,100.00,10.764
2018,Centre-du-Québec,32080,Notre-Dame-de-Lourdes,P,-71.8150456714322,46.317659004,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,32085,Villeroy,M,-71.8825038938887,46.3866640125,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,38005,Saint-Sylvère,M,-72.2280404214158,46.2390558335,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,38010,Bécancour,V,-72.3315001757735,46.323408797,2.0,2.6,3.5,6.0,292,147,55,43,20.00,330.670
2018,Centre-du-Québec,38015,Sainte-Marie-de-Blandford,M,-72.1806497838727,46.331512655,1.2,2.6,2.1,6.0,7,5,42,0,100.00,7.805
2018,Centre-du-Québec,38020,Lemieux,M,-72.0811903237501,46.302515366,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,38028,Manseau,M,-72.0058625096927,46.3588954985,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,38035,Sainte-Françoise,M,-71.966776462363,46.446746051,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,38040,Sainte-Sophie-de-Lévrard,P,-72.1084086008233,46.4033797775,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,38047,Fortierville,M,-72.0342286061666,46.4884983475,1.3,2.6,2.1,6.0,6,5,40,0,0.00,4.501
2018,Centre-du-Québec,38055,Parisville,P,-72.0663741928185,46.514106944,1.9,2.6,2.1,6.0,18,9,37,3,0.00,19.573
2018,Centre-du-Québec,38060,Sainte-Cécile-de-Lévrard,P,-72.1594246429294,46.446474509,0.8,2.6,2.1,6.0,9,11,58,5,0.00,18.617
2018,Centre-du-Québec,38065,Saint-Pierre-les-Becquets,M,-72.1990278065831,46.474506367,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,38070,Deschaillons-sur-Saint-Laurent,M,-72.1206567208601,46.535136675,1.0,2.6,2.1,6.0,13,13,42,4,34.00,17.280
2018,Centre-du-Québec,39005,Saints-Martyrs-Canadiens,P,-71.539092323379,45.8518562925,0.6,2.6,2.1,6.0,0,1,28,1,0.00,2.381
2018,Centre-du-Québec,39010,Ham-Nord,CT,-71.6543186998631,45.8845701785,0.7,2.6,2.1,6.0,5,8,54,1,25.00,7.903
2018,Centre-du-Québec,39015,Notre-Dame-de-Ham,M,-71.712960931939,45.9176736825,1.8,2.6,2.1,6.0,3,2,42,1,0.00,2.105
2018,Centre-du-Québec,39020,Saint-Rémi-de-Tingwick,M,-71.8268868745196,45.867077204,0.8,2.6,2.1,6.0,3,4,42,10,100.00,5.925
2018,Centre-du-Québec,39025,Tingwick,M,-71.9370443906217,45.8896239545,1.2,2.6,2.1,6.0,8,7,56,1,100.00,7.177
2018,Centre-du-Québec,39030,Chesterville,M,-71.7809632935175,45.9677667425,1.0,2.6,2.1,6.0,5,4,50,0,0.00,4.517
2018,Centre-du-Québec,39035,Sainte-Hélène-de-Chester,M,-71.7079823338233,46.023948554,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,39043,Saint-Norbert-d'Arthabaska,M,-71.8063006253284,46.0861026505,1.3,2.6,2.1,6.0,4,3,37,2,0.00,4.996
2018,Centre-du-Québec,39060,Saint-Christophe-d'Arthabaska,P,-71.869889343028,46.01985789,5.7,2.6,,6.0,,,,0,1500.00,
2018,Centre-du-Québec,39062,Victoriaville,V,-71.9730181284137,46.061848445,4.7,2.6,3.5,6.0,1781,380,54,69,78.00,346.087
2018,Centre-du-Québec,39077,Warwick,V,-72.0061218665292,45.951439175,0.9,2.6,2.8,6.0,40,46,53,3,0.00,32.202
2018,Centre-du-Québec,39085,Saint-Albert,M,-72.1072468296265,45.992402474,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,39090,Sainte-Élizabeth-de-Warwick,M,-72.1011953013339,45.919663115,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,39097,Kingsey Falls,V,-72.090319219166,45.845397834,4.2,2.6,2.8,6.0,46,11,39,1,100.00,13.099
2018,Centre-du-Québec,39105,Sainte-Séraphine,P,-72.1914708732107,45.916648115,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,39117,Sainte-Clotilde-de-Horton,M,-72.2433613914483,45.981973001,1.4,2.6,2.1,6.0,5,4,46,0,0.00,3.345
2018,Centre-du-Québec,39130,Saint-Samuel,M,-72.2106464733716,46.062685809,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,39135,Saint-Valère,M,-72.0939342825899,46.072829749,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,39145,Saint-Rosaire,P,-72.0337915526612,46.1583075575,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,39152,Daveluyville,V,-72.1300273615273,46.170669118,1.2,2.6,2.8,6.0,24,20,52,2,0.00,22.161
2018,Centre-du-Québec,39165,Maddington Falls,M,-72.1335323894233,46.2273142075,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,39170,Saint-Louis-de-Blandford,M,-71.9986550686154,46.262820288,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49005,Saint-Félix-de-Kingsey,M,-72.1802308543243,45.7834825045,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49015,Durham-Sud,M,-72.3191622928215,45.647196992,1.1,2.6,2.1,6.0,8,7,60,3,0.00,6.202
2018,Centre-du-Québec,49020,Lefebvre,M,-72.4143357042655,45.7129014095,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49025,L'Avenir,M,-72.3028384015329,45.757077724,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49030,Saint-Lucien,M,-72.2707787363484,45.866835245,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49040,Wickham,M,-72.4883089391088,45.76458283,1.3,2.6,2.1,6.0,8,6,32,1,0.00,8.625
2018,Centre-du-Québec,49048,Saint-Germain-de-Grantham,M,-72.5919853951075,45.8339943565,1.1,2.6,2.8,6.0,44,41,45,1,0.00,44.453
2018,Centre-du-Québec,49058,Drummondville,V,-72.5188365148827,45.892472795,2.2,2.6,2.5,6.0,1146,514,46,45,53.00,482.273
2018,Centre-du-Québec,49070,Saint-Cyrille-de-Wendover,M,-72.4039422870788,45.9261521635,1.4,2.6,2.8,6.0,29,20,38,2,0.00,24.986
2018,Centre-du-Québec,49075,Notre-Dame-du-Bon-Conseil,VL,-72.3534419418279,45.999990634,6.1,2.6,2.8,6.0,82,13,44,4,100.00,14.472
2018,Centre-du-Québec,49080,Notre-Dame-du-Bon-Conseil,P,-72.3964809449813,45.992620082,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49085,Sainte-Brigitte-des-Saults,P,-72.5092915740447,46.040138457,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49095,Saint-Majorique-de-Grantham,P,-72.586591757941,45.932146603,0.4,2.6,2.1,6.0,4,10,54,2,0.00,10.746
2018,Centre-du-Québec,49100,Saint-Edmond-de-Grantham,P,-72.6690172588547,45.874012025,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49105,Saint-Eugène,M,-72.7051983318737,45.807613528,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49113,Saint-Guillaume,M,-72.7854118695722,45.879127615,0.9,2.6,2.8,6.0,11,13,43,6,47.00,23.575
2018,Centre-du-Québec,49125,Saint-Bonaventure,M,-72.6706335506374,45.9592921185,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,49130,Saint-Pie-de-Guire,P,-72.7490176159141,45.987710445,0.8,2.6,2.1,6.0,6,8,53,0,0.00,16.999
2018,Centre-du-Québec,50005,Sainte-Eulalie,M,-72.2332765344515,46.1072021975,1.5,2.6,2.1,6.0,14,10,65,0,100.00,7.483
2018,Centre-du-Québec,50013,Aston-Jonction,M,-72.221126324772,46.166186887,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,50023,Saint-Wenceslas,M,-72.3210713540267,46.168348267,1.2,2.6,2.1,6.0,10,8,51,0,0.00,9.717
2018,Centre-du-Québec,50030,Saint-Célestin,VL,-72.435873784312,46.215283534,1.5,2.6,2.1,6.0,15,10,46,0,0.00,11.877
2018,Centre-du-Québec,50035,Saint-Célestin,M,-72.4209645306821,46.20141225,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,50042,Saint-Léonard-d'Aston,M,-72.3503728540022,46.0954769555,2.7,2.6,2.8,6.0,50,19,46,1,0.00,15.400
2018,Centre-du-Québec,50050,Sainte-Perpétue,P,-72.4521664490527,46.076722137,3.0,2.6,2.1,6.0,13,4,34,3,99.00,7.472
2018,Centre-du-Québec,50057,Sainte-Monique,M,-72.5332422493719,46.151532688,,2.6,,6.0,,,,,,
2018,Centre-du-Québec,50065,Grand-Saint-Esprit,M,-72.4805864305079,46.1718469775,0.8,2.6,2.1,6.0,4,5,46,0,0.00,5.973
2018,Centre-du-Québec,50072,Nicolet,V,-72.6078524788784,46.2128236305,2.7,2.6,3.2,6.0,422,154,50,30,0.00,110.851
2018,Centre-du-Québec,50085,La Visitation-de-Yamaska,M,-72.6021826768047,46.115915676,0.3,2.6,2.1,6.0,3,11,55,0,0.00,19.208
2018,Centre-du-Québec,50090,Saint-Zéphirin-de-Courval,P,-72.6136997599612,46.061900228,0.7,2.6,2.1,6.0,8,12,46,2,0.00,27.375
2018,Centre-du-Québec,50095,Saint-Elphège,P,-72.695932815096,46.055377655,0.6,2.6,2.1,6.0,4,6,34,0,0.00,17.339
2018,Centre-du-Québec,50100,Baie-du-Febvre,M,-72.7337097808516,46.16066316,3.2,2.6,2.1,6.0,80,25,55,3,100.00,37.802
2018,Centre-du-Québec,50113,Pierreville,M,-72.837710149282,46.1088891285,1.3,2.6,2.8,6.0,46,36,42,2,0.00,68.425
2018,Centre-du-Québec,50128,Saint-François-du-Lac,M,-72.8858645926835,46.0735446765,0.7,2.6,2.8,6.0,56,36,49,3,100.00,47.010
2018,Chaudière-Appalaches,17005,Saint-Omer,M,-69.723386081681,47.060164867,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,17010,Saint-Pamphile,V,-69.7980335843641,46.961956582,0.7,2.5,2.8,6.0,18,26,75,10,26.00,19.470
2018,Chaudière-Appalaches,17015,Saint-Adalbert,M,-69.9638947286955,46.8315555785,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,17020,Saint-Marcel,M,-70.0808773928747,46.9046517475,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,17025,Sainte-Félicité,M,-69.949569720663,46.961956582,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,17030,Sainte-Perpétue,M,-69.8732431033681,47.082213518,2.2,2.5,2.8,6.0,23,11,35,0,0.00,16.770
2018,Chaudière-Appalaches,17035,Tourville,M,-69.976793488388,47.1177793535,1.2,2.5,2.1,6.0,5,4,30,0,0.00,10.154
2018,Chaudière-Appalaches,17040,Saint-Damase-de-L'Islet,M,-70.0488595894424,47.18296631,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,17045,Saint-Cyrille-de-Lessard,P,-70.2301515446633,47.0231052535,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,17055,Saint-Aubert,M,-70.1840230003513,47.1556343535,3.8,2.5,2.1,6.0,24,6,56,0,100.00,7.249
2018,Chaudière-Appalaches,17060,Sainte-Louise,P,-70.0962346833354,47.264913154,0.6,2.5,2.1,6.0,3,4,48,2,0.00,4.044
2018,Chaudière-Appalaches,17065,Saint-Roch-des-Aulnaies,P,-70.1900572758349,47.3246578825,1.8,2.5,2.1,6.0,11,6,52,0,0.00,4.950
2018,Chaudière-Appalaches,17070,Saint-Jean-Port-Joli,M,-70.3213589585259,47.224377966,11.1,2.5,2.8,6.0,363,33,60,11,100.00,27.448
2018,Chaudière-Appalaches,17078,L'Islet,M,-70.3474177560356,47.1259147255,1.7,2.5,2.8,6.0,43,31,53,9,0.00,33.360
2018,Chaudière-Appalaches,18005,Saint-Just-de-Bretenières,M,-70.0992518408618,46.5504397615,1.9,2.5,2.1,6.0,7,4,42,1,50.00,3.789
2018,Chaudière-Appalaches,18010,Lac-Frontière,M,-70.0165040881448,46.670907305,1.4,2.5,2.1,6.0,4,3,58,2,0.00,3.455
2018,Chaudière-Appalaches,18015,Saint-Fabien-de-Panet,P,-70.1528955829015,46.670907305,2.1,2.5,2.1,6.0,13,6,50,1,100.00,4.338
2018,Chaudière-Appalaches,18020,Sainte-Lucie-de-Beauregard,M,-70.0618081638242,46.7509962875,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,18025,Sainte-Apolline-de-Patton,P,-70.2059491984683,46.8406662325,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,18030,Saint-Paul-de-Montminy,M,-70.3141034431172,46.739057687,1.0,2.5,2.1,6.0,15,15,70,1,0.00,13.570
2018,Chaudière-Appalaches,18035,Sainte-Euphémie-sur-Rivière-du-Sud,M,-70.4575265333036,46.7887387945,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,18040,Notre-Dame-du-Rosaire,M,-70.4068862572234,46.860207666,0.0,2.5,2.1,6.0,4,4,55,1,0.00,3.442
2018,Chaudière-Appalaches,18045,Cap-Saint-Ignace,M,-70.3903684821375,46.97932209,9.5,2.5,2.8,6.0,154,16,42,6,100.00,19.969
2018,Chaudière-Appalaches,18050,Montmagny,V,-70.5278459843833,46.946336865,1.6,2.5,3.5,6.0,139,90,49,8,23.00,78.282
2018,Chaudière-Appalaches,18055,Saint-Pierre-de-la-Rivière-du-Sud,P,-70.5963727662084,46.8908505505,1.5,2.5,2.1,6.0,21,13,63,0,0.00,15.699
2018,Chaudière-Appalaches,18060,Saint-François-de-la-Rivière-du-Sud,M,-70.6897772079164,46.8606873465,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,18065,Berthier-sur-Mer,M,-70.7233545406228,46.9192054155,1.1,2.5,2.8,6.0,16,15,51,1,0.00,12.429
2018,Chaudière-Appalaches,18070,Saint-Antoine-de-l'Isle-aux-Grues,P,-70.6717467122891,47.0281384365,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,19005,Saint-Philémon,P,-70.4000255054491,46.658413283,0.8,2.5,2.1,6.0,8,9,50,0,0.00,11.745
2018,Chaudière-Appalaches,19010,Notre-Dame-Auxiliatrice-de-Buckland,P,-70.5427269014931,46.6145749725,0.7,2.5,2.1,6.0,5,8,56,1,100.00,7.161
2018,Chaudière-Appalaches,19015,Saint-Nazaire-de-Dorchester,P,-70.6453762399477,46.5534350715,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,19020,Saint-Léon-de-Standon,P,-70.6254914746517,46.4714292695,2.5,2.5,2.1,6.0,13,5,27,2,100.00,8.725
2018,Chaudière-Appalaches,19025,Saint-Malachie,P,-70.7593050713952,46.5328526395,1.2,2.5,2.8,6.0,15,12,37,0,0.00,18.380
2018,Chaudière-Appalaches,19030,Saint-Damien-de-Buckland,P,-70.6719731983148,46.632930938,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,19037,Armagh,M,-70.5895171766781,46.7508343125,1.5,2.5,2.1,6.0,15,10,42,0,0.00,9.151
2018,Chaudière-Appalaches,19045,Saint-Nérée-de-Bellechasse,M,-70.7245672898766,46.706192534,1.1,2.5,2.1,6.0,4,4,42,2,0.00,4.293
2018,Chaudière-Appalaches,19050,Saint-Lazare-de-Bellechasse,M,-70.771455808895,46.639142507,0.7,2.5,2.1,6.0,5,7,42,2,100.00,8.911
2018,Chaudière-Appalaches,19055,Sainte-Claire,M,-70.849466263153,46.5694127775,3.7,2.5,2.8,6.0,95,26,42,4,0.00,24.920
2018,Chaudière-Appalaches,19062,Saint-Anselme,M,-70.9938334206636,46.6341598345,4.4,2.5,2.8,6.0,137,31,49,2,0.00,27.858
2018,Chaudière-Appalaches,19068,Saint-Henri,M,-71.0533647177174,46.6840625975,0.7,2.5,2.8,6.0,23,32,40,3,97.00,34.925
2018,Chaudière-Appalaches,19070,Honfleur,M,-70.8816462708118,46.645191945,0.6,2.5,2.1,6.0,3,5,44,0,0.00,5.004
2018,Chaudière-Appalaches,19075,Saint-Gervais,M,-70.8445000885579,46.7202948265,3.2,2.5,2.8,6.0,41,13,44,3,16.00,12.470
2018,Chaudière-Appalaches,19082,Saint-Raphaël,M,-70.7272668520411,46.7863639745,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,19090,La Durantaye,P,-70.8512439130257,46.811149314,0.8,2.5,2.1,6.0,4,6,54,4,100.00,4.526
2018,Chaudière-Appalaches,19097,Saint-Charles-de-Bellechasse,M,-70.9471329367271,46.7652815005,5.5,2.5,2.8,6.0,96,17,52,6,100.00,16.547
2018,Chaudière-Appalaches,19105,Beaumont,M,-70.9908661339836,46.8158805635,1.9,2.5,2.8,6.0,28,15,42,0,0.00,14.207
2018,Chaudière-Appalaches,19110,Saint-Michel-de-Bellechasse,M,-70.8957297867126,46.8509035755,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,19117,Saint-Vallier,M,-70.8061582623701,46.8784170825,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,25213,Lévis,V,-71.3142575899491,46.7078038865,3.2,2.5,9.3,6.0,3601,1121,53,143,42.00,841.600
2018,Chaudière-Appalaches,26005,Frampton,M,-70.7853607862276,46.4452840985,0.7,2.5,2.1,6.0,6,8,49,0,100.00,8.670
2018,Chaudière-Appalaches,26010,Saints-Anges,P,-70.8822036017719,46.4180088975,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,26015,Vallée-Jonction,M,-70.9369743966904,46.373856332,2.3,2.5,2.8,6.0,56,24,60,2,0.00,17.425
2018,Chaudière-Appalaches,26022,Saint-Elzéar,M,-71.0917139897311,46.4043503135,2.9,2.5,2.8,6.0,44,15,40,0,107.00,14.659
2018,Chaudière-Appalaches,26030,Sainte-Marie,V,-71.0114417670274,46.4420636825,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,26035,Sainte-Marguerite,P,-70.9297811331725,46.5100756775,1.6,2.5,2.1,6.0,9,6,42,1,100.00,5.640
2018,Chaudière-Appalaches,26040,Sainte-Hénédine,P,-70.9837836647455,46.5495897315,1.7,2.5,2.1,6.0,12,7,43,10,54.00,6.515
2018,Chaudière-Appalaches,26048,Scott,M,-71.0734651437753,46.509418355,1.8,2.5,2.8,6.0,24,13,52,1,0.00,13.224
2018,Chaudière-Appalaches,26055,Saint-Bernard,M,-71.1614600682989,46.483178417,1.1,2.5,2.8,6.0,15,13,43,2,0.00,10.884
2018,Chaudière-Appalaches,26063,Saint-Isidore,M,-71.0987208317387,46.588055491,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,26070,Saint-Lambert-de-Lauzon,M,-71.2401279541275,46.590830082,1.0,2.5,2.8,6.0,24,23,46,2,0.00,21.432
2018,Chaudière-Appalaches,27008,Saint-Victor,M,-70.9360479911174,46.138569837,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,27015,Saint-Alfred,M,-70.8113228043972,46.1557657675,,2.5,,6.0,,,,,,
2018,Chaudière-Appalaches,27028,Beauceville,V,-70.7830582976164,46.221667553,3.7,2.5,2.8,6.0,145,39,49,4,100.00,42.200
