annee,reg_n,mun_c,mun_n,mun_d,coord_x,coord_y,consom_resid,consom_resid_reg,consom_resid_cpop,consom_resid_qb,nb_reseau_dist,pop_desservie,nb_resid_desservi,nb_pers_resid,vol_eau_dist,consom_resid_ml,qte_eau_pers,qte_eau_pers_prec,qte_eau_pers_reg,qte_eau_pers_cpop,qte_eau_pers_qc
2018,Estrie,45055,Hatley,CT,-71.9661615605788,45.300416655,,269,,268,,,,,,,,567,416,,536
2018,Estrie,45060,Sainte-Catherine-de-Hatley,M,-72.050899804596,45.2348717555,,269,,268,,,,,,,,,416,,536
2018,Estrie,45072,Magog,V,-72.1669792296051,45.233496713,325,269,275,268,1,23483,11819.00,1.99,3665,2789,428,409,416,466,536
2018,Estrie,45080,Saint-Benoît-du-Lac,M,-72.2675455595239,45.1673335615,132,269,252,268,1,30,1.00,30.00,20,1,1799,1081,416,425,536
2018,Estrie,45085,Austin,M,-72.2538741888841,45.2229546435,,269,,268,,,,,,,,,416,,536
2018,Estrie,45093,Eastman,M,-72.3054094446724,45.330846932,214,269,252,268,1,705,321.00,2.20,140,55,542,470,416,425,536
2018,Estrie,45095,Bolton-Est,M,-72.3262569100568,45.2197849525,,269,,268,,,,,,,,,416,,536
2018,Estrie,45100,Saint-Étienne-de-Bolton,M,-72.3686540145961,45.2594467825,,269,,268,,,,,,,,,416,,536
2018,Estrie,45105,Stukely-Sud,VL,-72.4115525891703,45.3421203015,145,269,252,268,1,178,77.00,2.31,40,9,609,563,416,425,536
2018,Estrie,45115,Orford,CT,-72.1764984480355,45.3751558465,361,269,259,268,1,2283,989.00,2.31,338,301,406,403,416,487,536
2018,Gaspésie--Îles-de-la-Madeleine,01023,Les Îles-de-la-Madeleine,M,-61.7044254705096,47.755569453,,453,,268,,,,,,,,472,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,01042,Grosse-Île,M,-61.5208562515215,47.598776099,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,02005,Percé,V,-64.332611991939,48.5471482135,645,453,252,268,1,645,380.00,1.70,357,152,1515,,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,02010,Sainte-Thérèse-de-Gaspé,M,-64.4450788161354,48.4442876345,,453,,268,,,,,,,,1881,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,02015,Grande-Rivière,V,-64.5224292426417,48.427415179,454,453,259,268,1,3110,1382.00,2.25,960,515,846,,835,487,536
2018,Gaspésie--Îles-de-la-Madeleine,02028,Chandler,V,-64.7806758131901,48.3545379535,812,453,308,268,2,8205,3835.00,2.14,3389,2433,1132,1064,835,501,536
2018,Gaspésie--Îles-de-la-Madeleine,02047,Port-Daniel--Gascons,M,-64.9455550331718,48.211219066,222,453,252,268,2,908,485.00,1.87,201,74,606,546,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,03005,Gaspé,V,-64.4726923793169,48.9203863975,355,453,308,268,2,8381,3796.00,2.21,2628,1085,859,870,835,501,536
2018,Gaspésie--Îles-de-la-Madeleine,03010,Cloridorme,CT,-64.8730299936171,49.1586762035,544,453,252,268,1,647,390.00,1.66,298,128,1262,,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,03015,Petite-Vallée,M,-65.0093375581154,49.18622038,376,453,252,268,1,148,97.00,1.53,26,20,485,,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,03020,Grande-Vallée,M,-65.1240382845958,49.1694047315,681,453,259,268,1,1026,513.00,2.00,341,255,910,,835,487,536
2018,Gaspésie--Îles-de-la-Madeleine,03025,Murdochville,V,-65.4768293207931,48.9627112685,395,453,252,268,1,635,439.00,1.45,332,92,1435,1354,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,04005,Sainte-Madeleine-de-la-Rivière-Madeleine,M,-65.3451613235316,49.176089829,297,453,252,268,2,328,249.00,1.32,51,36,425,455,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,04010,Saint-Maxime-du-Mont-Louis,M,-65.627796821616,49.189602025,237,453,252,268,2,933,481.00,1.94,167,81,490,530,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,04015,Mont-Saint-Pierre,VL,-65.7936279553178,49.1799034815,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,04020,Rivière-à-Claude,M,-65.8796073703704,49.1589023855,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,04025,Marsoui,VL,-66.0398727880632,49.1347324135,356,453,252,268,1,224,152.00,1.48,62,29,753,,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,04030,La Martre,M,-66.1827094721144,49.1241312415,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,04037,Sainte-Anne-des-Monts,V,-66.4186464380599,49.10245471,438,453,308,268,1,5144,2286.00,2.25,2232,822,1189,1146,835,501,536
2018,Gaspésie--Îles-de-la-Madeleine,04047,Cap-Chat,V,-66.6864140179635,49.057029368,354,453,259,268,1,1937,1034.00,1.87,660,250,934,,835,487,536
2018,Gaspésie--Îles-de-la-Madeleine,05010,Shigawake,M,-65.1055438617627,48.1627391165,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,05015,Saint-Godefroi,CT,-65.15649087373,48.148622243,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,05020,Hope Town,M,-65.1823809917309,48.095134617,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,05025,Hope,CT,-65.2492809974173,48.122471325,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,05032,Paspébiac,V,-65.2914222956549,48.1053187545,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,05040,New Carlisle,M,-65.3517113283418,48.0586747955,542,453,259,268,1,1147,531.00,2.16,329,227,785,,835,487,536
2018,Gaspésie--Îles-de-la-Madeleine,05045,Bonaventure,V,-65.4667350075196,48.0770555865,419,453,259,268,1,1762,836.00,2.11,343,269,533,,835,487,536
2018,Gaspésie--Îles-de-la-Madeleine,05050,Saint-Elzéar,M,-65.4336966854146,48.1825222315,185,453,252,268,1,273,119.00,2.30,23,18,228,238,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,05055,Saint-Siméon,P,-65.5601893365155,48.113009428,234,453,252,268,1,884,434.00,2.04,95,76,295,287,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,05060,Caplan,M,-65.6784807549944,48.132206256,353,453,259,268,1,1946,973.00,2.00,326,251,459,355,835,487,536
2018,Gaspésie--Îles-de-la-Madeleine,05065,Saint-Alphonse,M,-65.6386594235203,48.196767999,200,453,252,268,1,504,230.00,2.19,42,37,230,222,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,05070,New Richmond,V,-65.8096314112881,48.1966784005,328,453,259,268,1,3924,1728.00,2.27,630,470,440,377,835,487,536
2018,Gaspésie--Îles-de-la-Madeleine,05077,Cascapédia--Saint-Jules,M,-65.9317467903966,48.2702009635,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,06005,Maria,M,-66.0129513399903,48.199973181,272,453,259,268,1,2730,1154.00,2.37,502,271,504,471,835,487,536
2018,Gaspésie--Îles-de-la-Madeleine,06013,Carleton-sur-Mer,V,-66.1771234445136,48.155995928,,453,,268,,,,,,,,607,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,06020,Nouvelle,M,-66.3550565862575,48.152140506,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,06025,Escuminac,M,-66.504095792373,48.122579829,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,06030,Pointe-à-la-Croix,M,-66.738918992235,48.1222370725,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,06035,Ristigouche-Partie-Sud-Est,CT,-66.8244682523978,48.0242388975,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,06040,Saint-André-de-Restigouche,M,-66.9892355404735,48.0694269165,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,06045,Matapédia,M,-66.9596186061861,47.962540945,,453,,268,,,,,,,,,835,,536
2018,Gaspésie--Îles-de-la-Madeleine,06050,Saint-Alexis-de-Matapédia,M,-67.0601874235396,47.979117311,178,453,252,268,1,474,272.00,1.74,37,31,211,298,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,06055,Saint-François-d'Assise,M,-67.1829815690844,47.980492937,235,453,252,268,1,471,246.00,1.91,108,40,629,,835,425,536
2018,Gaspésie--Îles-de-la-Madeleine,06060,L'Ascension-de-Patapédia,M,-67.267303731263,47.929787244,,453,,268,,,,,,,,,835,,536
2018,Lanaudière,52007,Lavaltrie,V,-73.326454435213,45.9069886535,270,253,275,268,1,12232,4740.00,2.58,1442,1205,323,,373,466,536
2018,Lanaudière,52017,Lanoraie,M,-73.2549817106106,45.974265041,152,253,259,268,1,3950,1626.00,2.43,378,219,262,255,373,487,536
2018,Lanaudière,52030,Sainte-Élisabeth,M,-73.3438096006551,46.1137789705,406,253,259,268,2,1531,645.00,2.37,369,227,660,523,373,487,536
2018,Lanaudière,52035,Berthierville,V,-73.1890926930695,46.0804275065,250,253,259,268,1,4364,2295.00,1.90,1901,398,1194,1067,373,487,536
2018,Lanaudière,52040,Sainte-Geneviève-de-Berthier,M,-73.2438773180979,46.0751474435,242,253,259,268,3,2382,987.00,2.41,333,211,383,307,373,487,536
2018,Lanaudière,52045,Saint-Ignace-de-Loyola,M,-73.0666601826659,46.1076050035,184,253,259,268,1,2156,988.00,2.18,315,145,400,346,373,487,536
2018,Lanaudière,52050,La Visitation-de-l'Île-Dupas,M,-73.123952759811,46.1055359915,161,253,252,268,1,625,296.00,2.11,75,37,329,315,373,425,536
2018,Lanaudière,52055,Saint-Barthélemy,P,-73.1712587347775,46.2182493935,105,253,259,268,1,1822,906.00,2.01,253,70,381,418,373,487,536
2018,Lanaudière,52062,Saint-Cuthbert,M,-73.2412206956509,46.195441236,,253,,268,,,,,,,,940,373,,536
2018,Lanaudière,52070,Saint-Norbert,P,-73.328672355054,46.189222851,,253,,268,,,,,,,,,373,,536
2018,Lanaudière,52075,Saint-Cléophas-de-Brandon,M,-73.4028910050642,46.2307461095,,253,,268,,,,,,,,,373,,536
2018,Lanaudière,52080,Saint-Gabriel,V,-73.380780623214,46.3133439105,332,253,259,268,1,2570,1457.00,1.76,490,311,523,435,373,487,536
2018,Lanaudière,52085,Saint-Gabriel-de-Brandon,M,-73.3611818189511,46.283077892,162,253,252,268,1,805,437.00,1.84,120,48,409,,373,425,536
2018,Lanaudière,52090,Saint-Didace,P,-73.239580792549,46.360954977,208,253,252,268,1,69,43.00,1.60,9,5,364,801,373,425,536
2018,Lanaudière,52095,Mandeville,M,-73.3744128260335,46.452976883,250,253,252,268,1,835,424.00,1.97,161,76,530,,373,425,536
2018,Lanaudière,60005,Charlemagne,V,-73.4896922575832,45.7255196365,226,253,308,268,1,6105,3058.00,2.00,1073,503,482,451,373,501,536
2018,Lanaudière,60013,Repentigny,V,-73.4707435059181,45.759413214,212,253,215,268,1,85334,34546.00,2.47,10034,6608,322,293,373,382,536
2018,Lanaudière,60020,Saint-Sulpice,P,-73.3456655275236,45.8262327515,210,253,259,268,1,3583,1570.00,2.28,435,274,333,,373,487,536
2018,Lanaudière,60028,L'Assomption,V,-73.4012981438444,45.8588254895,194,253,275,268,1,23181,8956.00,2.59,2269,1643,268,404,373,466,536
2018,Lanaudière,60037,L'Épiphanie,V,-73.5036885848874,45.8474495365,182,253,308,268,1,5958,2436.00,2.45,627,395,288,,373,501,536
2018,Lanaudière,61005,Saint-Paul,M,-73.4154745861478,45.9585986055,290,253,259,268,1,4230,1705.00,2.48,526,448,341,183,373,487,536
2018,Lanaudière,61013,Crabtree,M,-73.4982928802461,45.975400783,201,253,259,268,1,3295,1414.00,2.33,380,242,316,342,373,487,536
2018,Lanaudière,61020,Saint-Pierre,VL,-73.4810813867855,46.0136655445,,253,,268,,,,,,,,,373,,536
2018,Lanaudière,61025,Joliette,V,-73.4299056638448,46.0108165595,312,253,275,268,1,20830,10734.00,1.94,4766,2370,627,720,373,466,536
2018,Lanaudière,61027,Saint-Thomas,M,-73.3453037423685,46.0119886605,186,253,259,268,1,2773,1149.00,2.41,278,189,275,239,373,487,536
2018,Lanaudière,61030,Notre-Dame-des-Prairies,V,-73.4164861004487,46.0520802605,316,253,308,268,1,8634,4028.00,2.14,1230,995,390,272,373,501,536
2018,Lanaudière,61035,Saint-Charles-Borromée,M,-73.4731277748461,46.049342774,194,253,275,268,1,14807,7177.00,2.06,1915,1050,354,316,373,466,536
2018,Lanaudière,61040,Saint-Ambroise-de-Kildare,M,-73.5674263191219,46.075752804,177,253,259,268,2,2868,1193.00,2.40,244,186,233,252,373,487,536
2018,Lanaudière,61045,Notre-Dame-de-Lourdes,M,-73.4440285814014,46.092598353,168,253,259,268,1,1042,386.00,2.70,90,64,236,291,373,487,536
2018,Lanaudière,61050,Sainte-Mélanie,M,-73.5412191574795,46.145889178,,253,,268,,,,,,,,446,373,,536
2018,Lanaudière,62007,Saint-Félix-de-Valois,M,-73.4207316412986,46.175808319,323,253,259,268,2,4775,2102.00,2.27,814,563,467,526,373,487,536
2018,Lanaudière,62015,Saint-Jean-de-Matha,M,-73.5385242817341,46.2437366005,,253,,268,,,,,,,,403,373,,536
2018,Lanaudière,62020,Sainte-Béatrix,M,-73.6354761626418,46.217102285,302,253,252,268,1,245,139.00,1.77,41,27,462,280,373,425,536
2018,Lanaudière,62025,Saint-Alphonse-Rodriguez,M,-73.7095186015452,46.1783333655,269,253,252,268,3,671,449.00,1.49,97,66,396,339,373,425,536
2018,Lanaudière,62030,Sainte-Marcelline-de-Kildare,M,-73.6215631372769,46.1165888275,,253,,268,,,,,,,,,373,,536
2018,Lanaudière,62037,Rawdon,M,-73.7331636100891,46.061142982,348,253,308,268,2,6970,3464.00,2.01,1116,886,439,469,373,501,536
2018,Lanaudière,62047,Chertsey,M,-73.8752405695373,46.1121392725,238,253,252,268,1,535,242.00,2.21,68,46,346,288,373,425,536
2018,Lanaudière,62053,Entrelacs,M,-74.0061309933764,46.129551736,,253,,268,,,,,,,,,373,,536
2018,Lanaudière,62055,Notre-Dame-de-la-Merci,M,-74.03201844628,46.247387862,,253,,268,,,,,,,,,373,,536
2018,Lanaudière,62060,Saint-Donat,M,-74.2282903670144,46.3234518275,293,253,259,268,1,2555,1111.00,2.30,524,273,562,482,373,487,536
2018,Lanaudière,62065,Saint-Côme,M,-73.8028521249096,46.266621661,,253,,268,,,,,,,,666,373,,536
2018,Lanaudière,62070,Sainte-Émélie-de-l'Énergie,M,-73.7101579454576,46.340920023,355,253,252,268,1,396,270.00,1.47,85,51,591,419,373,425,536
2018,Lanaudière,62075,Saint-Damien,P,-73.5624704058674,46.3859589595,216,253,252,268,2,259,192.00,1.35,28,20,294,318,373,425,536
2018,Lanaudière,62080,Saint-Zénon,M,-73.7571224826184,46.5355983065,194,253,252,268,1,357,188.00,1.90,35,25,268,310,373,425,536
2018,Lanaudière,62085,Saint-Michel-des-Saints,M,-73.8764211485862,46.681929124,530,253,252,268,1,820,643.00,1.28,382,159,1274,,373,425,536
2018,Lanaudière,63005,Sainte-Marie-Salomé,M,-73.4939302605737,45.9259350925,,253,,268,,,,,,,,,373,,536
2018,Lanaudière,63013,Saint-Jacques,M,-73.561614693826,45.9447649405,326,253,259,268,1,3444,1496.00,2.30,480,410,382,,373,487,536
2018,Lanaudière,63023,Saint-Alexis,M,-73.6367709462221,45.944195806,292,253,252,268,1,553,199.00,2.78,70,59,345,280,373,425,536
2018,Lanaudière,63030,Saint-Esprit,M,-73.6548168388003,45.9102808205,230,253,259,268,1,1455,618.00,2.35,209,122,394,352,373,487,536
2018,Lanaudière,63035,Saint-Roch-de-l'Achigan,M,-73.5823013625992,45.843631057,,253,,268,,,,,,,,331,373,,536
2018,Lanaudière,63040,Saint-Roch-Ouest,M,-73.6753664099511,45.8616734045,,253,,268,,,,,,,,,373,,536
2018,Lanaudière,63048,Saint-Lin--Laurentides,V,-73.7814334228511,45.857454402,,253,,268,,,,,,,,,373,,536
2018,Lanaudière,63055,Saint-Calixte,M,-73.8842073218077,45.959723843,,253,,268,,,,,,,,454,373,,536
2018,Lanaudière,63060,Sainte-Julienne,M,-73.7594414450522,45.962745891,314,253,259,268,1,2060,876.00,2.35,316,236,421,411,373,487,536
2018,Lanaudière,63065,Saint-Liguori,M,-73.5803232690922,46.015592059,,253,,268,,,,,,,,205,373,,536
2018,Lanaudière,64008,Terrebonne,V,-73.7245559988016,45.747901366,286,253,271,268,1,117934,43594.00,2.71,15624,12300,363,365,373,591,536
2018,Lanaudière,64015,Mascouche,V,-73.6134401521409,45.768388273,256,253,275,268,1,45508,17800.00,2.56,5419,4259,326,309,373,466,536
2018,Laurentides,72005,Saint-Eustache,V,-73.916015453089,45.5770333995,235,255,275,268,1,44871,19334.00,2.32,8052,3849,492,470,427,466,536
2018,Laurentides,72010,Deux-Montagnes,V,-73.9037688380787,45.5419045315,385,255,275,268,1,18708,7729.00,2.42,3237,2626,474,471,427,466,536
2018,Laurentides,72015,Sainte-Marthe-sur-le-Lac,V,-73.9318672328213,45.525935601,258,255,275,268,1,19281,7075.00,2.73,2037,1813,289,263,427,466,536
2018,Laurentides,72020,Pointe-Calumet,M,-73.9713227852496,45.494548247,231,255,308,268,1,6494,2733.00,2.38,630,548,266,265,427,501,536
2018,Laurentides,72025,Saint-Joseph-du-Lac,M,-74.0182390168577,45.530921661,220,255,308,268,1,7064,2731.00,2.59,854,568,331,346,427,501,536
2018,Laurentides,72032,Oka,M,-74.066507239655,45.493789873,303,255,259,268,2,3777,1375.00,2.75,672,418,487,385,427,487,536
2018,Laurentides,72043,Saint-Placide,M,-74.2005211429845,45.5362109155,223,255,252,268,1,453,206.00,2.20,62,37,376,331,427,425,536
2018,Laurentides,73005,Boisbriand,V,-73.8495525607469,45.614835269,173,255,275,268,1,27395,10943.00,2.50,5799,1732,580,539,427,466,536
2018,Laurentides,73010,Sainte-Thérèse,V,-73.8414426368941,45.645474725,,255,,268,,,,,,,,677,427,,536
2018,Laurentides,73015,Blainville,V,-73.8558951412735,45.682298682,248,255,215,268,1,58709,21645.00,2.71,8167,5316,381,340,427,382,536
2018,Laurentides,73020,Rosemère,V,-73.7965465919605,45.6378494145,,255,,268,,,,,,,,423,427,,536
2018,Laurentides,73025,Lorraine,V,-73.783575545613,45.6664406015,310,255,308,268,1,9462,3423.00,2.76,1177,1072,341,374,427,501,536
2018,Laurentides,73030,Bois-des-Filion,V,-73.756326543925,45.668716278,260,255,275,268,2,10494,4487.00,2.34,1226,994,299,,427,466,536
2018,Laurentides,73035,Sainte-Anne-des-Plaines,V,-73.8294398798463,45.765606109,199,255,275,268,1,13320,5550.00,2.40,1310,968,270,230,427,466,536
2018,Laurentides,74005,Mirabel,V,-74.0610688558839,45.652030998,190,255,215,268,9,50102,19479.00,2.57,5289,3475,289,266,427,382,536
2018,Laurentides,75005,Saint-Colomban,V,-74.1277739919575,45.7330040335,173,255,259,268,3,1573,576.00,2.73,123,99,213,224,427,487,536
2018,Laurentides,75017,Saint-Jérôme,V,-74.0358049051497,45.796945114,,255,,268,,,,,,,,401,427,,536
2018,Laurentides,75028,Sainte-Sophie,M,-73.9071411183155,45.82559094,239,255,259,268,2,2406,961.00,2.50,268,210,305,275,427,487,536
2018,Laurentides,75040,Prévost,V,-74.0665541048591,45.861920243,374,255,308,268,3,7331,2986.00,2.46,1163,1002,435,418,427,501,536
2018,Laurentides,75045,Saint-Hippolyte,M,-74.010605839315,45.922846791,297,255,252,268,1,167,79.00,2.12,21,18,346,233,427,425,536
2018,Laurentides,76008,Saint-André-d'Argenteuil,M,-74.313904268078,45.5715609125,,255,,268,,,,,,,,,427,,536
2018,Laurentides,76020,Lachute,V,-74.300519722796,45.669275804,437,255,275,268,1,12848,6412.00,2.00,2862,2051,610,527,427,466,536
2018,Laurentides,76025,Gore,CT,-74.255272340438,45.7650881275,,255,,268,,,,,,,,,427,,536
2018,Laurentides,76030,Mille-Isles,M,-74.2227496527017,45.821138402,,255,,268,,,,,,,,,427,,536
2018,Laurentides,76035,Wentworth,CT,-74.3714491616509,45.7952352075,,255,,268,,,,,,,,,427,,536
2018,Laurentides,76043,Brownsburg-Chatham,V,-74.4535981900507,45.6668865425,439,255,259,268,2,2942,1345.00,2.19,676,399,702,582,427,487,536
2018,Laurentides,76052,Grenville-sur-la-Rouge,M,-74.6589872986554,45.703503349,259,255,252,268,1,592,254.00,2.33,76,56,353,308,427,425,536
2018,Laurentides,76055,Grenville,VL,-74.5966749686527,45.6292919785,304,255,259,268,1,1799,902.00,1.99,328,199,499,497,427,487,536
2018,Laurentides,76065,Harrington,CT,-74.6259967058611,45.8510955775,,255,,268,,,,,,,,,427,,536
2018,Laurentides,77011,Estérel,V,-74.0298546111374,46.0456540845,219,255,252,268,1,72,30.00,2.39,74,6,2826,2147,427,425,536
2018,Laurentides,77012,Sainte-Marguerite-du-Lac-Masson,V,-74.1092746417744,46.052467648,438,255,259,268,1,1133,797.00,1.42,242,181,586,525,427,487,536
2018,Laurentides,77022,Sainte-Adèle,V,-74.1258180031718,45.9715175415,292,255,308,268,2,9197,5276.00,1.74,2283,981,680,520,427,501,536
2018,Laurentides,77030,Piedmont,M,-74.1168159724789,45.905542796,,255,,268,,,,,,,,506,427,,536
2018,Laurentides,77035,Sainte-Anne-des-Lacs,P,-74.1352844600452,45.854731415,,255,,268,,,,,,,,,427,,536
2018,Laurentides,77043,Saint-Sauveur,V,-74.1887875160336,45.8782011675,242,255,308,268,2,7145,4553.00,1.57,1307,630,501,513,427,501,536
2018,Laurentides,77050,Morin-Heights,M,-74.2524731976139,45.8973075815,188,255,259,268,6,2396,1328.00,1.80,280,165,320,274,427,487,536
2018,Laurentides,77055,Lac-des-Seize-Îles,M,-74.4706101297627,45.897834651,,255,,268,,,,,,,,,427,,536
2018,Laurentides,77060,Wentworth-Nord,M,-74.4703425099396,45.8338025265,,255,,268,,,,,,,,,427,,536
2018,Laurentides,77065,Saint-Adolphe-d'Howard,M,-74.3521411495764,45.954132718,593,255,252,268,2,863,630.00,1.37,270,187,858,,427,425,536
2018,Laurentides,78005,Val-Morin,M,-74.1933002604457,45.99586915,384,255,259,268,2,2203,1315.00,1.68,408,309,507,437,427,487,536
2018,Laurentides,78010,Val-David,VL,-74.2014605104515,46.031601042,270,255,308,268,2,5055,2889.00,1.75,996,498,540,470,427,501,536
2018,Laurentides,78015,Lantier,M,-74.2588083385706,46.165920103,,255,,268,,,,,,,,,427,,536
2018,Laurentides,78020,Sainte-Lucie-des-Laurentides,M,-74.1922154842783,46.1555771065,,255,,268,,,,,,,,408,427,,536
2018,Laurentides,78032,Sainte-Agathe-des-Monts,V,-74.2746551298035,46.0804181635,250,255,308,268,2,8789,4773.00,1.84,2433,802,759,632,427,501,536
2018,Laurentides,78042,Ivry-sur-le-Lac,M,-74.3643331543635,46.0763211175,,255,,268,,,,,,,,,427,,536
2018,Laurentides,78047,Saint-Faustin--Lac-Carré,M,-74.4687509776864,46.078660272,,255,,268,,,,,,,,,427,,536
2018,Laurentides,78050,Barkmere,V,-74.5431336528204,45.9943777595,,255,,268,,,,,,,,,427,,536
2018,Laurentides,78055,Montcalm,M,-74.4735438158057,45.972260768,,255,,268,,,,,,,,,427,,536
2018,Laurentides,78060,Arundel,CT,-74.6102630438058,45.9865069285,,255,,268,,,,,,,,,427,,536
2018,Laurentides,78065,Huberdeau,M,-74.6639811799109,45.9939960435,273,255,252,268,1,457,251.00,1.82,76,46,453,431,427,425,536
2018,Laurentides,78070,Amherst,CT,-74.7697033941548,46.0402347505,158,255,252,268,1,500,210.00,2.38,44,29,244,199,427,425,536
2018,Laurentides,78075,Brébeuf,P,-74.6745493594503,46.0826121095,257,255,252,268,1,860,402.00,2.14,95,81,301,319,427,425,536
2018,Laurentides,78095,Lac-Supérieur,M,-74.4909766871044,46.292729271,,255,,268,,,,,,,,,427,,536
2018,Laurentides,78100,Val-des-Lacs,M,-74.3774633727507,46.219789688,,255,,268,,,,,,,,,427,,536
2018,Laurentides,78102,Mont-Tremblant,V,-74.5962020332685,46.177501737,,255,,268,,,,,,,,966,427,,536
2018,Laurentides,78115,La Conception,M,-74.7372878885907,46.160039982,360,255,252,268,1,508,288.00,1.77,78,67,419,263,427,425,536
2018,Laurentides,78120,Labelle,M,-74.7639189154502,46.2242482335,336,255,259,268,1,1456,882.00,1.65,286,178,538,503,427,487,536
2018,Laurentides,78127,Lac-Tremblant-Nord,M,-74.6469810674761,46.251403768,,255,,268,,,,,,,,,427,,536
2018,Laurentides,78130,La Minerve,M,-74.9837371040626,46.209015008,297,255,252,268,1,258,86.00,3.00,43,28,453,,427,425,536
2018,Laurentides,79005,Notre-Dame-du-Laus,M,-75.5865902347616,46.091822491,,255,,268,,,,,,,,,427,,536
2018,Laurentides,79010,Notre-Dame-de-Pontmain,M,-75.6864202747665,46.304478661,214,255,252,268,1,158,90.00,1.75,20,12,342,321,427,425,536
2018,Laurentides,79015,Lac-du-Cerf,M,-75.513423669344,46.2944171625,,255,,268,,,,,,,,,427,,536
2018,Laurentides,79022,Saint-Aimé-du-Lac-des-Îles,M,-75.5496185851337,46.386580594,166,255,252,268,1,100,51.00,1.97,8,6,205,138,427,425,536
2018,Laurentides,79025,Kiamika,M,-75.3175083694989,46.3776953125,130,255,252,268,1,131,75.00,1.75,36,6,752,446,427,425,536
2018,Laurentides,79030,Nominingue,M,-75.0785342289017,46.393090634,262,255,252,268,1,620,345.00,1.80,269,59,1188,,427,425,536
2018,Laurentides,79037,Rivière-Rouge,V,-75.0104945984486,46.5356461405,419,255,259,268,2,2836,1576.00,1.80,542,434,524,529,427,487,536
2018,Laurentides,79047,La Macaza,M,-74.7435649759512,46.4079707315,156,255,252,268,1,71,30.00,2.35,5,4,207,266,427,425,536
2018,Laurentides,79050,L'Ascension,M,-74.8106943414558,46.564843648,263,255,252,268,1,306,177.00,1.73,42,29,380,331,427,425,536
2018,Laurentides,79060,Lac-Saguay,VL,-75.160276475163,46.538474082,,255,,268,,,,,,,,,427,,536
2018,Laurentides,79065,Chute-Saint-Philippe,M,-75.1594690974936,46.698422806,,255,,268,,,,,,,,,427,,536
2018,Laurentides,79078,Lac-des-Écorces,M,-75.3151452734785,46.5595098195,217,255,259,268,2,1433,682.00,2.10,258,114,493,378,427,487,536
2018,Laurentides,79088,Mont-Laurier,V,-75.5778112055563,46.5739871455,,255,,268,,,,,,,,,427,,536
2018,Laurentides,79097,Ferme-Neuve,M,-75.5819517481534,46.840828976,230,255,259,268,1,2403,1215.00,1.98,267,201,304,238,427,487,536
2018,Laurentides,79105,Lac-Saint-Paul,M,-75.2396915122185,46.772551903,,255,,268,,,,,,,,,427,,536
2018,Laurentides,79110,Mont-Saint-Michel,M,-75.2714275890719,46.820526937,218,255,252,268,1,378,150.00,2.52,43,30,308,279,427,425,536
2018,Laurentides,79115,Sainte-Anne-du-Lac,M,-75.3595163992364,46.9119923234999,247,255,252,268,1,549,361.00,1.52,67,49,335,202,427,425,536
2018,Laval,65005,Laval,V,-73.7344027173591,45.605973199,247,247,271,268,1,430093,174586.00,2.46,75830,38724,483,455,483,591,536
2018,Mauricie,35005,Notre-Dame-de-Montauban,M,-72.2782563758695,46.9081037565,250,278,252,268,2,335,205.00,1.64,122,31,993,,454,425,536
