annee,reg_n,mun_c,mun_n,mun_d,coord_x,coord_y,consom_resid,consom_resid_reg,consom_resid_cpop,consom_resid_qb,nb_reseau_dist,pop_desservie,nb_resid_desservi,nb_pers_resid,vol_eau_dist,consom_resid_ml,qte_eau_pers,qte_eau_pers_prec,qte_eau_pers_reg,qte_eau_pers_cpop,qte_eau_pers_qc
2018,Capitale-Nationale,15035,Clermont,V,-70.2352979300854,47.7155418865,325,217,259,268,1,3279,1488.00,2.20,490,389,410,401,405,487,536
2018,Capitale-Nationale,15058,Saint-Siméon,M,-69.9115934982189,47.8773648915,253,217,252,268,2,861,464.00,1.86,160,80,508,486,405,425,536
2018,Capitale-Nationale,15065,Baie-Sainte-Catherine,M,-69.7757132646736,48.087957756,235,217,252,268,1,205,157.00,1.31,47,18,622,574,405,425,536
2018,Capitale-Nationale,16005,Petite-Rivière-Saint-François,M,-70.6096433979576,47.309689903,471,217,252,268,1,620,476.00,1.30,123,107,541,363,405,425,536
2018,Capitale-Nationale,16013,Baie-Saint-Paul,V,-70.7038930328305,47.3946404565,411,217,308,268,2,5533,2886.00,1.92,1208,831,598,573,405,501,536
2018,Capitale-Nationale,16023,L'Isle-aux-Coudres,M,-70.4189319732332,47.3749627695,224,217,252,268,1,774,515.00,1.50,84,63,298,282,405,425,536
2018,Capitale-Nationale,16048,Les Éboulements,M,-70.3354166705849,47.502218011,548,217,252,268,2,669,410.00,1.63,178,134,731,731,405,425,536
2018,Capitale-Nationale,16050,Saint-Hilarion,P,-70.3817867547591,47.5831715925,231,217,252,268,1,593,284.00,2.09,65,50,299,290,405,425,536
2018,Capitale-Nationale,16055,Saint-Urbain,P,-70.570296615543,47.6229899745,407,217,259,268,1,1034,477.00,2.17,198,154,524,,405,487,536
2018,Capitale-Nationale,20005,Saint-François-de-l'Île-d'Orléans,M,-70.7991756609937,46.989382751,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,20010,Sainte-Famille-de-l'Île-d'Orléans,M,-70.9529498932444,46.9574848495,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,20015,Saint-Jean-de-l'Île-d'Orléans,M,-70.9041347775078,46.941119657,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,20020,Saint-Laurent-de-l'Île-d'Orléans,M,-71.004717418164,46.8823831585,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,20025,Saint-Pierre-de-l'Île-d'Orléans,M,-71.0561637320622,46.894538009,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,20030,Sainte-Pétronille,VL,-71.1193049673641,46.8566893225,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,21005,Saint-Tite-des-Caps,M,-70.7602517681278,47.1884273445,252,217,252,268,1,660,346.00,1.91,70,61,290,257,405,425,536
2018,Capitale-Nationale,21010,Saint-Ferréol-les-Neiges,M,-70.8571972170833,47.139502957,,217,,268,,,,,,,,389,405,,536
2018,Capitale-Nationale,21015,Saint-Louis-de-Gonzague-du-Cap-Tourmente,P,-70.8052602710846,47.061502267,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,21020,Saint-Joachim,P,-70.8355745059001,47.0820853235,275,217,259,268,2,1240,585.00,2.12,195,124,431,361,405,487,536
2018,Capitale-Nationale,21025,Beaupré,V,-70.9173925793568,47.0695559025,324,217,259,268,1,3753,2469.00,1.52,696,444,508,517,405,487,536
2018,Capitale-Nationale,21030,Sainte-Anne-de-Beaupré,V,-70.9703997523274,47.057741537,283,217,259,268,1,2943,1549.00,1.90,400,304,373,368,405,487,536
2018,Capitale-Nationale,21035,Château-Richer,V,-71.0524748003996,47.0603023585,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,21040,L'Ange-Gardien,M,-71.1252498276318,46.949301522,256,217,259,268,1,3259,1373.00,2.37,393,304,330,268,405,487,536
2018,Capitale-Nationale,21045,Boischatel,M,-71.1507049929884,46.917733624,213,217,308,268,1,8179,3056.00,2.68,761,637,255,255,405,501,536
2018,Capitale-Nationale,22005,Sainte-Catherine-de-la-Jacques-Cartier,V,-71.6710804425794,46.8686907945,184,217,259,268,2,4824,1848.00,2.61,455,323,259,269,405,487,536
2018,Capitale-Nationale,22010,Fossambault-sur-le-Lac,V,-71.602311610413,46.887709541,220,217,259,268,1,2289,1028.00,2.23,228,184,273,281,405,487,536
2018,Capitale-Nationale,22015,Lac-Saint-Joseph,V,-71.6531576224507,46.920440984,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,22020,Shannon,V,-71.5755297956613,46.922026402,195,217,259,268,1,3590,1311.00,2.74,300,255,229,168,405,487,536
2018,Capitale-Nationale,22025,Saint-Gabriel-de-Valcartier,M,-71.5852732168191,47.0327791625,208,217,,268,1,,,,,,409,,405,,536
2018,Capitale-Nationale,22030,Lac-Delage,V,-71.4024242317664,46.9680722505,232,217,252,268,1,739,296.00,2.50,72,63,267,246,405,425,536
2018,Capitale-Nationale,22035,Stoneham-et-Tewkesbury,CU,-71.3976698401126,47.120052966,204,217,259,268,4,2314,1063.00,2.18,242,172,286,289,405,487,536
2018,Capitale-Nationale,22040,Lac-Beauport,M,-71.2991148639013,46.9822396295,216,217,259,268,1,3708,1451.00,2.56,383,293,283,376,405,487,536
2018,Capitale-Nationale,22045,Sainte-Brigitte-de-Laval,V,-71.1904390327218,47.020814268,210,217,259,268,1,4264,1615.00,2.64,421,326,271,309,405,487,536
2018,Capitale-Nationale,23015,Notre-Dame-des-Anges,P,-71.2333023139013,46.8142746685,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,23027,Québec,V,-71.3496523801923,46.852995181,208,217,271,268,1,580397,289086.00,2.01,86671,44102,409,413,405,591,536
2018,Capitale-Nationale,23057,L'Ancienne-Lorette,V,-71.3589195189195,46.803867193,208,217,,268,1,,,,,,409,413,405,,536
2018,Capitale-Nationale,23072,Saint-Augustin-de-Desmaures,V,-71.4720726457176,46.7532782075,,217,,268,,,,,,,,413,405,,536
2018,Capitale-Nationale,34007,Neuville,V,-71.6081008666805,46.7092975375,236,217,259,268,1,3215,1316.00,2.44,339,277,288,302,405,487,536
2018,Capitale-Nationale,34017,Pont-Rouge,V,-71.6953555969253,46.7781778665,219,217,308,268,1,8764,3438.00,2.55,1037,701,324,305,405,501,536
2018,Capitale-Nationale,34025,Donnacona,V,-71.7061960155962,46.68195118,268,217,308,268,1,7586,3447.00,2.20,1028,743,371,312,405,501,536
2018,Capitale-Nationale,34030,Cap-Santé,V,-71.8033222094625,46.694637164,235,217,259,268,1,3088,1314.00,2.35,337,265,299,243,405,487,536
2018,Capitale-Nationale,34038,Saint-Basile,V,-71.8489021438366,46.778671786,182,217,259,268,2,2443,1079.00,2.26,362,163,406,365,405,487,536
2018,Capitale-Nationale,34048,Portneuf,V,-71.907802798032,46.731322225,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,34058,Deschambault-Grondines,M,-72.0108144341461,46.6447874615,295,217,259,268,1,2166,1089.00,1.99,399,233,505,365,405,487,536
2018,Capitale-Nationale,34060,Saint-Gilbert,P,-71.9984991166108,46.7245182235,,217,,268,,,,,,,,463,405,,536
2018,Capitale-Nationale,34065,Saint-Marc-des-Carrières,V,-72.039919726105,46.6760939875,,217,,268,,,,,,,,516,405,,536
2018,Capitale-Nationale,34078,Saint-Casimir,M,-72.1551139438484,46.667013275,276,217,259,268,2,1421,769.00,1.85,254,143,490,291,405,487,536
2018,Capitale-Nationale,34085,Saint-Thuribe,P,-72.1947965684669,46.7211213275,276,217,,268,2,,,,,,490,303,405,,536
2018,Capitale-Nationale,34090,Saint-Ubalde,M,-72.2840437039395,46.7712639625,567,217,252,268,1,883,454.00,1.95,237,183,735,,405,425,536
2018,Capitale-Nationale,34097,Saint-Alban,M,-72.123184833742,46.780326747,226,217,259,268,2,1061,469.00,2.26,112,88,289,256,405,487,536
2018,Capitale-Nationale,34105,Sainte-Christine-d'Auvergne,M,-71.9989683785023,46.826754139,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,34115,Saint-Léonard-de-Portneuf,M,-72.0043342567481,46.9153040265,110,217,252,268,1,521,237.00,2.20,33,21,172,335,405,425,536
2018,Capitale-Nationale,34120,Lac-Sergent,V,-71.7191740772551,46.8717834555,,217,,268,,,,,,,,,405,,536
2018,Capitale-Nationale,34128,Saint-Raymond,V,-71.8255039763038,46.985433914,257,217,308,268,1,5713,2503.00,2.28,997,536,478,,405,501,536
2018,Capitale-Nationale,34135,Rivière-à-Pierre,M,-72.2484023174792,47.0446474965,283,217,252,268,1,348,197.00,1.77,62,36,488,482,405,425,536
2018,Centre-du-Québec,32013,Saint-Ferdinand,M,-71.6196248833087,46.1046973275,196,221,259,268,1,1154,600.00,1.92,124,83,295,,475,487,536
2018,Centre-du-Québec,32023,Sainte-Sophie-d'Halifax,M,-71.712110303872,46.1559268405,217,221,252,268,1,97,40.00,2.42,11,8,318,257,475,425,536
2018,Centre-du-Québec,32033,Princeville,V,-71.8754517299595,46.1970949365,361,221,259,268,1,4923,2164.00,2.27,1172,649,653,615,475,487,536
2018,Centre-du-Québec,32040,Plessisville,V,-71.7758506542649,46.223191186,152,221,308,268,1,6691,3454.00,1.94,1269,372,520,,475,501,536
2018,Centre-du-Québec,32045,Plessisville,P,-71.7220842261807,46.2323119865,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,32050,Saint-Pierre-Baptiste,P,-71.6094228596677,46.210063938,,221,,268,,,,,,,,426,475,,536
2018,Centre-du-Québec,32058,Inverness,M,-71.4818762185338,46.2541593265,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,32065,Lyster,M,-71.614249894818,46.3831541615,175,221,259,268,1,1322,533.00,2.48,101,85,210,214,475,487,536
2018,Centre-du-Québec,32072,Laurierville,M,-71.6664709584081,46.306323289,277,221,252,268,1,806,316.00,2.55,107,82,364,346,475,425,536
2018,Centre-du-Québec,32080,Notre-Dame-de-Lourdes,P,-71.8150456714322,46.317659004,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,32085,Villeroy,M,-71.8825038938887,46.3866640125,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,38005,Saint-Sylvère,M,-72.2280404214158,46.2390558335,,221,,268,,,,,,,,201,475,,536
2018,Centre-du-Québec,38010,Bécancour,V,-72.3315001757735,46.323408797,198,221,275,268,1,13235,6051.00,2.19,1624,956,336,342,475,466,536
2018,Centre-du-Québec,38015,Sainte-Marie-de-Blandford,M,-72.1806497838727,46.331512655,344,221,252,268,2,407,198.00,2.06,61,51,410,277,475,425,536
2018,Centre-du-Québec,38020,Lemieux,M,-72.0811903237501,46.302515366,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,38028,Manseau,M,-72.0058625096927,46.3588954985,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,38035,Sainte-Françoise,M,-71.966776462363,46.446746051,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,38040,Sainte-Sophie-de-Lévrard,P,-72.1084086008233,46.4033797775,,221,,268,,,,,,,,679,475,,536
2018,Centre-du-Québec,38047,Fortierville,M,-72.0342286061666,46.4884983475,221,221,252,268,1,485,229.00,2.12,55,39,310,242,475,425,536
2018,Centre-du-Québec,38055,Parisville,P,-72.0663741928185,46.514106944,309,221,252,268,1,614,271.00,2.27,105,69,466,414,475,425,536
2018,Centre-du-Québec,38060,Sainte-Cécile-de-Lévrard,P,-72.1594246429294,46.446474509,465,221,252,268,1,328,143.00,2.29,82,56,685,485,475,425,536
2018,Centre-du-Québec,38065,Saint-Pierre-les-Becquets,M,-72.1990278065831,46.474506367,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,38070,Deschaillons-sur-Saint-Laurent,M,-72.1206567208601,46.535136675,279,221,252,268,1,838,457.00,1.83,138,85,453,402,475,425,536
2018,Centre-du-Québec,39005,Saints-Martyrs-Canadiens,P,-71.539092323379,45.8518562925,230,221,252,268,1,38,29.00,1.31,4,3,285,,475,425,536
2018,Centre-du-Québec,39010,Ham-Nord,CT,-71.6543186998631,45.8845701785,187,221,252,268,1,559,256.00,2.19,48,38,233,200,475,425,536
2018,Centre-du-Québec,39015,Notre-Dame-de-Ham,M,-71.712960931939,45.9176736825,158,221,252,268,1,137,69.00,1.99,12,8,238,215,475,425,536
2018,Centre-du-Québec,39020,Saint-Rémi-de-Tingwick,M,-71.8268868745196,45.867077204,151,221,252,268,1,215,116.00,1.85,16,12,198,,475,425,536
2018,Centre-du-Québec,39025,Tingwick,M,-71.9370443906217,45.8896239545,223,221,252,268,1,443,204.00,2.17,49,36,300,237,475,425,536
2018,Centre-du-Québec,39030,Chesterville,M,-71.7809632935175,45.9677667425,156,221,252,268,1,435,153.00,2.84,48,25,301,306,475,425,536
2018,Centre-du-Québec,39035,Sainte-Hélène-de-Chester,M,-71.7079823338233,46.023948554,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,39043,Saint-Norbert-d'Arthabaska,M,-71.8063006253284,46.0861026505,338,221,252,268,1,392,162.00,2.42,59,48,413,274,475,425,536
2018,Centre-du-Québec,39060,Saint-Christophe-d'Arthabaska,P,-71.869889343028,46.01985789,327,221,,268,1,,,,,,552,527,475,,536
2018,Centre-du-Québec,39062,Victoriaville,V,-71.9730181284137,46.061848445,275,221,275,268,2,45205,20962.00,2.16,8570,4533,519,502,475,466,536
2018,Centre-du-Québec,39077,Warwick,V,-72.0061218665292,45.951439175,379,221,259,268,1,3761,1689.00,2.23,1112,520,810,,475,487,536
2018,Centre-du-Québec,39085,Saint-Albert,M,-72.1072468296265,45.992402474,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,39090,Sainte-Élizabeth-de-Warwick,M,-72.1011953013339,45.919663115,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,39097,Kingsey Falls,V,-72.090319219166,45.845397834,238,221,259,268,1,1371,606.00,2.26,195,119,389,334,475,487,536
2018,Centre-du-Québec,39105,Sainte-Séraphine,P,-72.1914708732107,45.916648115,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,39117,Sainte-Clotilde-de-Horton,M,-72.2433613914483,45.981973001,211,221,252,268,1,342,156.00,2.19,55,26,442,245,475,425,536
2018,Centre-du-Québec,39130,Saint-Samuel,M,-72.2106464733716,46.062685809,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,39135,Saint-Valère,M,-72.0939342825899,46.072829749,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,39145,Saint-Rosaire,P,-72.0337915526612,46.1583075575,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,39152,Daveluyville,V,-72.1300273615273,46.170669118,280,221,259,268,1,1419,645.00,2.20,213,145,412,350,475,487,536
2018,Centre-du-Québec,39165,Maddington Falls,M,-72.1335323894233,46.2273142075,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,39170,Saint-Louis-de-Blandford,M,-71.9986550686154,46.262820288,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49005,Saint-Félix-de-Kingsey,M,-72.1802308543243,45.7834825045,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49015,Durham-Sud,M,-72.3191622928215,45.647196992,181,221,252,268,1,571,240.00,2.38,49,38,236,201,475,425,536
2018,Centre-du-Québec,49020,Lefebvre,M,-72.4143357042655,45.7129014095,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49025,L'Avenir,M,-72.3028384015329,45.757077724,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49030,Saint-Lucien,M,-72.2707787363484,45.866835245,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49040,Wickham,M,-72.4883089391088,45.76458283,136,221,252,268,1,862,342.00,2.52,77,43,246,195,475,425,536
2018,Centre-du-Québec,49048,Saint-Germain-de-Grantham,M,-72.5919853951075,45.8339943565,198,221,259,268,1,3585,1704.00,2.10,488,260,373,301,475,487,536
2018,Centre-du-Québec,49058,Drummondville,V,-72.5188365148827,45.892472795,191,221,215,268,1,77861,36482.00,2.13,13856,5424,488,481,475,382,536
2018,Centre-du-Québec,49070,Saint-Cyrille-de-Wendover,M,-72.4039422870788,45.9261521635,141,221,259,268,1,2230,866.00,2.57,149,115,183,168,475,487,536
2018,Centre-du-Québec,49075,Notre-Dame-du-Bon-Conseil,VL,-72.3534419418279,45.999990634,129,221,259,268,1,1608,743.00,2.16,884,76,1506,1413,475,487,536
2018,Centre-du-Québec,49080,Notre-Dame-du-Bon-Conseil,P,-72.3964809449813,45.992620082,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49085,Sainte-Brigitte-des-Saults,P,-72.5092915740447,46.040138457,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49095,Saint-Majorique-de-Grantham,P,-72.586591757941,45.932146603,197,221,252,268,1,926,339.00,2.73,78,66,231,460,475,425,536
2018,Centre-du-Québec,49100,Saint-Edmond-de-Grantham,P,-72.6690172588547,45.874012025,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49105,Saint-Eugène,M,-72.7051983318737,45.807613528,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49113,Saint-Guillaume,M,-72.7854118695722,45.879127615,210,221,259,268,2,1183,544.00,2.17,164,91,379,299,475,487,536
2018,Centre-du-Québec,49125,Saint-Bonaventure,M,-72.6706335506374,45.9592921185,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,49130,Saint-Pie-de-Guire,P,-72.7490176159141,45.987710445,189,221,252,268,2,258,111.00,2.33,30,18,319,216,475,425,536
2018,Centre-du-Québec,50005,Sainte-Eulalie,M,-72.2332765344515,46.1072021975,250,221,252,268,1,493,202.00,2.44,79,45,437,391,475,425,536
2018,Centre-du-Québec,50013,Aston-Jonction,M,-72.221126324772,46.166186887,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,50023,Saint-Wenceslas,M,-72.3210713540267,46.168348267,165,221,252,268,1,817,352.00,2.32,74,49,247,237,475,425,536
2018,Centre-du-Québec,50030,Saint-Célestin,VL,-72.435873784312,46.215283534,214,221,252,268,1,893,398.00,2.24,90,70,276,328,475,425,536
2018,Centre-du-Québec,50035,Saint-Célestin,M,-72.4209645306821,46.20141225,,221,,268,,,,,,,,,475,,536
2018,Centre-du-Québec,50042,Saint-Léonard-d'Aston,M,-72.3503728540022,46.0954769555,160,221,259,268,2,1825,775.00,2.36,166,107,249,,475,487,536
2018,Centre-du-Québec,50050,Sainte-Perpétue,P,-72.4521664490527,46.076722137,160,221,252,268,1,536,233.00,2.30,57,31,290,,475,425,536
2018,Centre-du-Québec,50057,Sainte-Monique,M,-72.5332422493719,46.151532688,,221,,268,,,,,,,,468,475,,536
2018,Centre-du-Québec,50065,Grand-Saint-Esprit,M,-72.4805864305079,46.1718469775,168,221,252,268,1,455,197.00,2.31,51,28,310,181,475,425,536
2018,Centre-du-Québec,50072,Nicolet,V,-72.6078524788784,46.2128236305,225,221,308,268,1,8667,4127.00,2.10,1238,713,391,437,475,501,536
2018,Centre-du-Québec,50085,La Visitation-de-Yamaska,M,-72.6021826768047,46.115915676,195,221,252,268,1,252,118.00,2.13,80,18,871,775,475,425,536
2018,Centre-du-Québec,50090,Saint-Zéphirin-de-Courval,P,-72.6136997599612,46.061900228,121,221,252,268,1,597,260.00,2.30,148,26,677,488,475,425,536
2018,Centre-du-Québec,50095,Saint-Elphège,P,-72.695932815096,46.055377655,130,221,252,268,1,244,99.00,2.46,63,12,705,647,475,425,536
2018,Centre-du-Québec,50100,Baie-du-Febvre,M,-72.7337097808516,46.16066316,262,221,252,268,2,988,468.00,2.11,201,95,556,438,475,425,536
2018,Centre-du-Québec,50113,Pierreville,M,-72.837710149282,46.1088891285,198,221,259,268,1,2275,1135.00,2.00,298,165,358,392,475,487,536
2018,Centre-du-Québec,50128,Saint-François-du-Lac,M,-72.8858645926835,46.0735446765,170,221,259,268,1,2295,1115.00,2.06,211,142,252,271,475,487,536
2018,Chaudière-Appalaches,17005,Saint-Omer,M,-69.723386081681,47.060164867,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,17010,Saint-Pamphile,V,-69.7980335843641,46.961956582,161,225,259,268,1,1767,850.00,2.08,177,104,274,279,370,487,536
2018,Chaudière-Appalaches,17015,Saint-Adalbert,M,-69.9638947286955,46.8315555785,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,17020,Saint-Marcel,M,-70.0808773928747,46.9046517475,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,17025,Sainte-Félicité,M,-69.949569720663,46.961956582,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,17030,Sainte-Perpétue,M,-69.8732431033681,47.082213518,311,225,259,268,1,1235,610.00,2.02,173,140,383,426,370,487,536
2018,Chaudière-Appalaches,17035,Tourville,M,-69.976793488388,47.1177793535,220,225,252,268,1,378,198.00,1.91,39,30,283,334,370,425,536
2018,Chaudière-Appalaches,17040,Saint-Damase-de-L'Islet,M,-70.0488595894424,47.18296631,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,17045,Saint-Cyrille-de-Lessard,P,-70.2301515446633,47.0231052535,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,17055,Saint-Aubert,M,-70.1840230003513,47.1556343535,201,225,252,268,1,638,232.00,2.75,74,47,318,511,370,425,536
2018,Chaudière-Appalaches,17060,Sainte-Louise,P,-70.0962346833354,47.264913154,355,225,252,268,1,293,140.00,2.09,41,38,379,330,370,425,536
2018,Chaudière-Appalaches,17065,Saint-Roch-des-Aulnaies,P,-70.1900572758349,47.3246578825,138,225,252,268,1,398,197.00,2.02,32,20,221,190,370,425,536
2018,Chaudière-Appalaches,17070,Saint-Jean-Port-Joli,M,-70.3213589585259,47.224377966,249,225,259,268,1,2248,1064.00,2.11,571,204,696,511,370,487,536
2018,Chaudière-Appalaches,17078,L'Islet,M,-70.3474177560356,47.1259147255,226,225,259,268,1,2654,1267.00,2.09,388,219,400,332,370,487,536
2018,Chaudière-Appalaches,18005,Saint-Just-de-Bretenières,M,-70.0992518408618,46.5504397615,250,225,252,268,1,301,160.00,1.88,36,27,329,324,370,425,536
2018,Chaudière-Appalaches,18010,Lac-Frontière,M,-70.0165040881448,46.670907305,791,225,252,268,1,117,68.00,1.72,38,34,890,734,370,425,536
2018,Chaudière-Appalaches,18015,Saint-Fabien-de-Panet,P,-70.1528955829015,46.670907305,188,225,252,268,1,524,272.00,1.92,51,36,268,266,370,425,536
2018,Chaudière-Appalaches,18020,Sainte-Lucie-de-Beauregard,M,-70.0618081638242,46.7509962875,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,18025,Sainte-Apolline-de-Patton,P,-70.2059491984683,46.8406662325,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,18030,Saint-Paul-de-Montminy,M,-70.3141034431172,46.739057687,224,225,252,268,1,568,299.00,1.90,64,47,308,314,370,425,536
2018,Chaudière-Appalaches,18035,Sainte-Euphémie-sur-Rivière-du-Sud,M,-70.4575265333036,46.7887387945,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,18040,Notre-Dame-du-Rosaire,M,-70.4068862572234,46.860207666,1,225,252,268,1,267,136.00,1.97,23,18,55,208,370,425,536
2018,Chaudière-Appalaches,18045,Cap-Saint-Ignace,M,-70.3903684821375,46.97932209,157,225,259,268,1,1691,750.00,2.26,283,97,459,,370,487,536
2018,Chaudière-Appalaches,18050,Montmagny,V,-70.5278459843833,46.946336865,290,225,275,268,1,10423,5077.00,2.05,1579,1102,415,417,370,466,536
2018,Chaudière-Appalaches,18055,Saint-Pierre-de-la-Rivière-du-Sud,P,-70.5963727662084,46.8908505505,221,225,252,268,1,714,291.00,2.45,137,58,525,,370,425,536
2018,Chaudière-Appalaches,18060,Saint-François-de-la-Rivière-du-Sud,M,-70.6897772079164,46.8606873465,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,18065,Berthier-sur-Mer,M,-70.7233545406228,46.9192054155,228,225,259,268,1,1259,605.00,2.08,127,105,276,273,370,487,536
2018,Chaudière-Appalaches,18070,Saint-Antoine-de-l'Isle-aux-Grues,P,-70.6717467122891,47.0281384365,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,19005,Saint-Philémon,P,-70.4000255054491,46.658413283,212,225,252,268,2,440,232.00,1.89,50,34,309,268,370,425,536
2018,Chaudière-Appalaches,19010,Notre-Dame-Auxiliatrice-de-Buckland,P,-70.5427269014931,46.6145749725,339,225,252,268,1,480,253.00,1.90,74,59,424,359,370,425,536
2018,Chaudière-Appalaches,19015,Saint-Nazaire-de-Dorchester,P,-70.6453762399477,46.5534350715,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,19020,Saint-Léon-de-Standon,P,-70.6254914746517,46.4714292695,155,225,252,268,1,627,330.00,1.90,54,35,234,233,370,425,536
2018,Chaudière-Appalaches,19025,Saint-Malachie,P,-70.7593050713952,46.5328526395,243,225,259,268,2,1159,506.00,2.29,125,103,295,302,370,487,536
2018,Chaudière-Appalaches,19030,Saint-Damien-de-Buckland,P,-70.6719731983148,46.632930938,,225,,268,,,,,,,,762,370,,536
2018,Chaudière-Appalaches,19037,Armagh,M,-70.5895171766781,46.7508343125,231,225,252,268,1,868,434.00,2.00,92,73,290,336,370,425,536
2018,Chaudière-Appalaches,19045,Saint-Nérée-de-Bellechasse,M,-70.7245672898766,46.706192534,195,225,252,268,1,349,182.00,1.92,32,25,251,257,370,425,536
2018,Chaudière-Appalaches,19050,Saint-Lazare-de-Bellechasse,M,-70.771455808895,46.639142507,162,225,252,268,1,762,318.00,2.40,78,45,282,237,370,425,536
2018,Chaudière-Appalaches,19055,Sainte-Claire,M,-70.849466263153,46.5694127775,281,225,259,268,1,2603,1207.00,2.16,723,267,761,704,370,487,536
2018,Chaudière-Appalaches,19062,Saint-Anselme,M,-70.9938334206636,46.6341598345,174,225,259,268,1,3241,1364.00,2.38,1414,206,1195,1110,370,487,536
2018,Chaudière-Appalaches,19068,Saint-Henri,M,-71.0533647177174,46.6840625975,161,225,259,268,1,4406,1875.00,2.35,663,260,412,373,370,487,536
2018,Chaudière-Appalaches,19070,Honfleur,M,-70.8816462708118,46.645191945,178,225,252,268,1,483,182.00,2.65,37,31,210,171,370,425,536
2018,Chaudière-Appalaches,19075,Saint-Gervais,M,-70.8445000885579,46.7202948265,169,225,259,268,1,1535,603.00,2.55,178,95,318,268,370,487,536
2018,Chaudière-Appalaches,19082,Saint-Raphaël,M,-70.7272668520411,46.7863639745,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,19090,La Durantaye,P,-70.8512439130257,46.811149314,378,225,252,268,1,381,186.00,2.05,63,53,449,322,370,425,536
2018,Chaudière-Appalaches,19097,Saint-Charles-de-Bellechasse,M,-70.9471329367271,46.7652815005,143,225,259,268,1,1887,730.00,2.59,260,99,378,334,370,487,536
2018,Chaudière-Appalaches,19105,Beaumont,M,-70.9908661339836,46.8158805635,148,225,259,268,1,1749,705.00,2.48,127,95,199,200,370,487,536
2018,Chaudière-Appalaches,19110,Saint-Michel-de-Bellechasse,M,-70.8957297867126,46.8509035755,,225,,268,,,,,,,,338,370,,536
2018,Chaudière-Appalaches,19117,Saint-Vallier,M,-70.8061582623701,46.8784170825,,225,,268,,,,,,,,,370,,536
2018,Chaudière-Appalaches,25213,Lévis,V,-71.3142575899491,46.7078038865,227,225,271,268,3,147267,64448.00,2.29,20285,12228,377,355,370,591,536
2018,Chaudière-Appalaches,26005,Frampton,M,-70.7853607862276,46.4452840985,266,225,252,268,1,680,302.00,2.25,74,66,300,275,370,425,536
