annee,reg_n,mun_c,mun_n,mun_d,coord_x,coord_y,indice_fuites_ifi,indice_fuites_ifi_reg,indice_fuites_ifi_cpop,indice_fuites_ifi_qc,pertes_eau_reelles,pertes_eau_reelles_inev,nb_fuites_reparees,pourc_reseau_ausculte,long_reseau_km
2019,Abitibi-Témiscamingue,89015,MALARTIC,V,-78.06438186806979,48.16324457187233,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,85075,MOFFET,M,-78.87678930202293,47.587041027953454,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,85100,NÉDÉLEC,CT,-79.40935536184047,47.80078121587885,1.17800000,"4,3","2,5","6,6",1.95200000,1.65700000,0,,1.91300000
2019,Abitibi-Témiscamingue,87115,NORMÉTAL,M,-79.35377907678547,48.98128444290326,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,85090,NOTRE-DAME-DU-NORD,M,-79.42424956050999,47.603122333209285,2.34500000,"4,3","2,5","6,6",23.79300000,10.14600000,5,0.08400000,14.34000000
2019,Abitibi-Témiscamingue,87025,PALMAROLLE,M,-79.19554590091766,48.67732835906824,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,87035,POULARIES,M,-78.95440157738459,48.6467250869841,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,88090,PREISSAC,M,-78.38229454866509,48.388468412760965,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,87010,RAPIDE-DANSEUR,M,-79.29998468286527,48.53955290322725,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,85105,RÉMIGNY,M,-78.97782531744478,47.79672331913548,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,89010,RIVIÈRE-HÉVA,M,-78.23952401055104,48.15187260723822,2.59700000,"4,3","2,5","6,6",5.01100000,1.93000000,1,,3.45200000
2019,Abitibi-Témiscamingue,88010,ROCHEBAUCOURT,M,-77.46691952066382,48.67543952036993,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,87015,ROQUEMAURE,M,-79.43625778038663,48.63337867067531,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,86042,ROUYN-NORANDA,V,-78.90777775549081,48.13364694712263,8.21000000,"4,3","4,2","6,6",1921.34800000,234.03400000,39,1.00000000,199.59500000
2019,Abitibi-Témiscamingue,85045,SAINT-BRUNO-DE-GUIGUES,M,-79.46503384567384,47.47753579239139,2.80200000,"4,3","2,5","6,6",14.38800000,5.13500000,2,0.02600000,7.73300000
2019,Abitibi-Témiscamingue,88065,SAINT-DOMINIQUE-DU-ROSAIRE,M,-78.04184953363202,48.8210111649755,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,85015,SAINT-ÉDOUARD-DE-FABRE,P,-79.33972749644605,47.17763100157227,1.95500000,"4,3","2,5","6,6",9.22400000,4.71800000,8,0.11200000,8.02400000
2019,Abitibi-Témiscamingue,87030,SAINTE-GERMAINE-BOULÉ,M,-79.10670212901117,48.60279283187005,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,88085,SAINTE-GERTRUDE-MANNEVILLE,M,-78.43537873506448,48.53165877414919,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,87070,SAINTE-HÉLÈNE-DE-MANCEBOURG,P,-79.29750863795697,48.73586860000751,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,85085,SAINT-EUGÈNE-DE-GUIGUES,M,-79.35128681281921,47.523577680648735,0.86000000,"4,3","2,5","6,6",1.91800000,2.23200000,1,0.20500000,4.87000000
2019,Abitibi-Témiscamingue,88060,SAINT-FÉLIX-DE-DALQUIER,M,-78.11992179068743,48.675544935606936,0.54700000,"4,3","2,5","6,6",3.93400000,7.19900000,2,0.98600000,5.96900000
2019,Abitibi-Témiscamingue,87120,SAINT-LAMBERT (08),P,-79.43797997816048,48.952056499970375,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,88040,SAINT-MARC-DE-FIGUERY,P,-78.03012332266088,48.4593884892238,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,88050,SAINT-MATHIEU-D'HARRICANA,M,-78.1999487651297,48.47231205402385,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,89045,SENNETERRE (P),P,-77.27425512024509,48.368142523320024,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,89040,SENNETERRE (V),V,-76.42019958847474,48.26120846870015,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,87042,TASCHEREAU,M,-78.75193864039294,48.64100565882406,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,85005,TÉMISCAMING,V,-78.9975318968153,46.72000126282271,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,88075,TRÉCESSON,CT,-78.31520529681066,48.61356574377313,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,89008,VAL-D'OR,V,-77.5778026694869,47.99592818039312,2.70500000,"4,3","4,2","6,6",709.88800000,262.39300000,22,0.95900000,200.14000000
2019,Abitibi-Témiscamingue,87105,VAL-SAINT-GILLES,M,-79.11578291676837,48.95920765626982,,"4,3",,"6,6",,,,,
2019,Abitibi-Témiscamingue,85025,VILLE-MARIE,V,-79.43014675610694,47.3312594593899,1.51100000,"4,3",3,"6,6",57.74800000,38.21000000,6,,24.23800000
2019,Bas-Saint-Laurent,7025,ALBERTVILLE,M,-67.37391386260363,48.32917336891954,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,7047,AMQUI,V,-67.42565424772233,48.48713318918283,9.36000000,"4,1","3,8","6,6",441.23400000,47.13900000,3,0.26100000,43.91000000
2019,Bas-Saint-Laurent,13045,AUCLAIR,M,-68.66276778826774,47.74518764496846,1.27400000,"4,1","2,5","6,6",3.64800000,2.86300000,1,,2.72000000
2019,Bas-Saint-Laurent,8080,BAIE-DES-SABLES,M,-67.86009585361214,48.70847297448452,0.67400000,"4,1","2,5","6,6",4.13600000,6.13300000,0,,7.04500000
2019,Bas-Saint-Laurent,13055,BIENCOURT,M,-68.56959402454368,47.92859395824035,5.23800000,"4,1","2,5","6,6",17.97100000,3.43100000,2,1.00000000,5.50500000
2019,Bas-Saint-Laurent,12057,CACOUNA,M,-69.48229404329724,47.93007053456999,0.51200000,"4,1",3,"6,6",10.32400000,20.17000000,4,0.01300000,18.78700000
2019,Bas-Saint-Laurent,7018,CAUSAPSCAL,V,-67.2361609869913,48.37531720728953,1.96500000,"4,1",3,"6,6",45.01400000,22.90300000,0,0.73200000,20.48000000
2019,Bas-Saint-Laurent,13005,DÉGELIS,V,-68.5205990969634,47.617205084049544,7.97500000,"4,1",3,"6,6",230.85400000,28.94800000,5,0.61000000,29.50400000
2019,Bas-Saint-Laurent,10005,ESPRIT-SAINT,M,-68.54420854805525,48.055914640332745,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,9060,GRAND-MÉTIS,M,-68.08947329652992,48.62945937374305,0.10000000,"4,1",,"6,6",,,0,,
2019,Bas-Saint-Laurent,8015,GROSSES-ROCHES,M,-67.15506434857859,48.91344500396506,1.80600000,"4,1","2,5","6,6",10.94300000,6.05900000,2,,6.30400000
2019,Bas-Saint-Laurent,14050,KAMOURASKA,M,-69.85291851469125,47.54086237704269,2.20400000,"4,1","2,5","6,6",14.80900000,6.72100000,0,,4.94400000
2019,Bas-Saint-Laurent,7057,LAC-AU-SAUMON,M,-67.39529866143631,48.4038259292781,19.97000000,"4,1",3,"6,6",209.98900000,10.51500000,3,0.75200000,10.90800000
2019,Bas-Saint-Laurent,13060,LAC-DES-AIGLES,M,-68.67885203896132,47.99334175304975,0.57700000,"4,1","2,5","6,6",3.22400000,5.58800000,0,,4.72000000
2019,Bas-Saint-Laurent,14085,LA POCATIÈRE,V,-70.03135688520106,47.381528936536185,4.70900000,"4,1",3,"6,6",244.34100000,51.89300000,19,1.00000000,42.56200000
2019,Bas-Saint-Laurent,9005,LA RÉDEMPTION,P,-67.88098121784635,48.43205615573673,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,10010,LA TRINITÉ-DES-MONTS,P,-68.4162046858702,48.101308763191305,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,13050,LEJEUNE,M,-68.54429147774992,47.763406437241684,2.80400000,"4,1","2,5","6,6",7.36200000,2.62500000,1,1.00000000,2.77300000
2019,Bas-Saint-Laurent,9015,LES HAUTEURS,M,-68.1072756567204,48.362085375358866,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,8005,LES MÉCHINS,M,-66.89333750360785,48.927326824627634,12.91200000,"4,1","2,5","6,6",159.05700000,12.31800000,16,1.00000000,11.87700000
2019,Bas-Saint-Laurent,12043,L'ISLE-VERTE,M,-69.32097189262511,48.00952153446156,0.56300000,"4,1","2,5","6,6",8.49000000,15.08200000,2,,12.79500000
2019,Bas-Saint-Laurent,8053,MATANE,V,-67.48502021368635,48.79812603623423,1.23200000,"4,1","3,8","6,6",189.91700000,154.21300000,17,,138.13000000
2019,Bas-Saint-Laurent,9048,MÉTIS-SUR-MER,V,-67.94251275636259,48.659469222729214,6.60200000,"4,1","2,5","6,6",88.93300000,13.47100000,4,2.00000000,12.59100000
2019,Bas-Saint-Laurent,14005,MONT-CARMEL,M,-69.72119710609273,47.30727461175397,1.10000000,"4,1","2,5","6,6",9.15800000,8.32600000,0,,8.57500000
2019,Bas-Saint-Laurent,9077,MONT-JOLI,V,-68.17987084773753,48.585721814825945,10.73500000,"4,1","3,8","6,6",563.72400000,52.51200000,10,,56.51800000
2019,Bas-Saint-Laurent,11045,NOTRE-DAME-DES-NEIGES,M,-69.10775040329995,48.111766175907704,2.49800000,"4,1","2,5","6,6",26.43200000,10.58000000,1,0.98200000,12.21900000
2019,Bas-Saint-Laurent,12045,NOTRE-DAME-DES-SEPT-DOULEURS,P,-69.43600442535165,48.025710381650114,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,12080,NOTRE-DAME-DU-PORTAGE,M,-69.58908799767924,47.76152904433431,0.20500000,"4,1","2,5","6,6",0.99300000,4.84600000,0,0.80000000,3.71500000
2019,Bas-Saint-Laurent,13015,PACKINGTON,P,-68.81097234844849,47.467886016923025,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,9040,PADOUE,M,-67.95314209894792,48.59095361565175,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,13095,POHÉNÉGAMOOK,V,-69.26425392001372,47.50487126238241,8.62300000,"4,1",3,"6,6",339.75000000,39.40300000,5,2.02100000,42.05800000
2019,Bas-Saint-Laurent,9065,PRICE,VL,-68.1249968723501,48.601131385053655,0.10000000,"4,1",3,"6,6",2.04500000,20.43700000,2,,17.69700000
2019,Bas-Saint-Laurent,10043,RIMOUSKI,V,-68.51884112398074,48.402591011393426,6.07400000,"4,1","4,2","6,6",2737.06500000,450.65500000,100,2.00000000,332.25900000
2019,Bas-Saint-Laurent,13025,RIVIÈRE-BLEUE,M,-68.99009494277537,47.41270190590511,1.60200000,"4,1","2,5","6,6",19.34600000,12.07300000,0,0.05000000,11.97200000
2019,Bas-Saint-Laurent,12072,RIVIÈRE-DU-LOUP,V,-69.51809285933113,47.822820876083135,1.10200000,"4,1","4,2","6,6",208.69500000,189.33200000,5,0.56200000,133.51000000
2019,Bas-Saint-Laurent,14065,RIVIÈRE-OUELLE,M,-69.99476810651154,47.44700484405125,0.18200000,"4,1","2,5","6,6",2.26000000,12.42200000,0,,16.98600000
2019,Bas-Saint-Laurent,8030,SAINT-ADELME,P,-67.30950893170098,48.81710168912622,1.06000000,"4,1","2,5","6,6",2.58400000,2.43800000,0,,2.21700000
2019,Bas-Saint-Laurent,14035,SAINT-ALEXANDRE-DE-KAMOURASKA,M,-69.57916884859439,47.668069020908426,2.73300000,"4,1",3,"6,6",51.96900000,19.01900000,1,,15.23400000
2019,Bas-Saint-Laurent,7065,SAINT-ALEXANDRE-DES-LACS,P,-67.28323008730801,48.47366239291596,1.22700000,"4,1","2,5","6,6",3.93000000,3.20400000,1,,3.05300000
2019,Bas-Saint-Laurent,10030,SAINT-ANACLET-DE-LESSARD,P,-68.3760143194919,48.4439842634186,1.41600000,"4,1",3,"6,6",17.18000000,12.13500000,1,,20.15700000
2019,Bas-Saint-Laurent,14040,SAINT-ANDRÉ,M,-69.70170504326701,47.669258989298356,1.81200000,"4,1","2,5","6,6",5.96900000,3.29500000,1,,3.28000000
2019,Bas-Saint-Laurent,12015,SAINT-ANTONIN,M,-69.42736792461406,47.73546131592596,2.13400000,"4,1",3,"6,6",58.47300000,27.40300000,0,0.09600000,20.90400000
2019,Bas-Saint-Laurent,12065,SAINT-ARSÈNE,P,-69.40584313236225,47.915191007613004,2.05000000,"4,1","2,5","6,6",13.77300000,6.72000000,0,,7.73000000
2019,Bas-Saint-Laurent,13100,SAINT-ATHANASE,M,-69.43219354340542,47.42061576956232,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,14010,SAINT-BRUNO-DE-KAMOURASKA,M,-69.68677330642554,47.453519600051,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,9010,SAINT-CHARLES-GARNIER,P,-68.0265425931568,48.3328712858108,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,11005,SAINT-CLÉMENT,M,-69.09503025733483,47.92246379391061,1.61100000,"4,1","2,5","6,6",3.49500000,2.16900000,0,,2.35300000
2019,Bas-Saint-Laurent,7090,SAINT-CLÉOPHAS,P,-67.73146359502338,48.483871535967076,7.49900000,"4,1","2,5","6,6",19.93800000,2.65900000,1,1.60500000,3.11600000
2019,Bas-Saint-Laurent,12005,SAINT-CYPRIEN (01),M,-68.97155543354542,47.875971206480365,1.41500000,"4,1","2,5","6,6",7.00800000,4.95200000,0,,10.73900000
2019,Bas-Saint-Laurent,7105,SAINT-DAMASE (01),P,-67.78788622390519,48.65108485030212,2.05300000,"4,1","2,5","6,6",4.36100000,2.12500000,0,,2.10000000
2019,Bas-Saint-Laurent,14055,SAINT-DENIS-DE LA BOUTEILLERIE,M,-69.92800668285795,47.49785151146342,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,9030,SAINT-DONAT (01),P,-68.23994779003448,48.49318096328026,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,9035,SAINTE-ANGÈLE-DE-MÉRICI,M,-68.08254324147495,48.50637642369976,14.86500000,"4,1","2,5","6,6",71.86400000,4.83400000,0,0.96800000,4.25000000
2019,Bas-Saint-Laurent,14090,SAINTE-ANNE-DE-LA-POCATIÈRE,P,-70.00509624692693,47.34654565830177,0.94700000,"4,1","2,5","6,6",6.36900000,6.72500000,1,1.00000000,7.55600000
2019,Bas-Saint-Laurent,8023,SAINTE-FÉLICITÉ (01),M,-67.29092629297365,48.884109645993156,23.73800000,"4,1","2,5","6,6",98.34100000,4.14300000,5,,8.17600000
2019,Bas-Saint-Laurent,9085,SAINTE-FLAVIE,P,-68.23450170871116,48.599914744207325,0.29800000,"4,1","2,5","6,6",6.05100000,20.28200000,3,0.98400000,18.59900000
2019,Bas-Saint-Laurent,7010,SAINTE-FLORENCE,M,-67.23677288159318,48.27201142315495,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,11030,SAINTE-FRANÇOISE (01),P,-69.04312781145393,48.074971372682725,1.23700000,"4,1","2,5","6,6",2.62900000,2.12500000,0,,2.66100000
2019,Bas-Saint-Laurent,14025,SAINTE-HÉLÈNE-DE-KAMOURASKA,M,-69.71590166644181,47.571757234385885,1.19000000,"4,1","2,5","6,6",5.13300000,4.31400000,0,,6.83200000
2019,Bas-Saint-Laurent,7040,SAINTE-IRÈNE,P,-67.63968941905432,48.42382592838419,2.15400000,"4,1","2,5","6,6",11.86100000,5.50800000,6,2.00000000,5.02500000
2019,Bas-Saint-Laurent,9020,SAINTE-JEANNE-D'ARC (01),P,-67.96827677902817,48.47508775941854,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,11035,SAINT-ÉLOI,P,-69.2015597829536,48.03186054988939,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,9092,SAINTE-LUCE,M,-68.33410252047723,48.53508243963368,1.12800000,"4,1",3,"6,6",64.45400000,57.11600000,3,,50.38000000
2019,Bas-Saint-Laurent,13085,SAINT-ELZÉAR-DE-TÉMISCOUATA,M,-69.06798109817439,47.570187595462535,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,7005,SAINTE-MARGUERITE-MARIE,M,-67.09380935901264,48.31211180964432,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,8040,SAINTE-PAULE,M,-67.53092121596187,48.67111258507042,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,12030,SAINT-ÉPIPHANE,M,-69.29858350817321,47.90455921345896,0.41400000,"4,1","2,5","6,6",2.49300000,6.02100000,21,,5.05700000
2019,Bas-Saint-Laurent,11015,SAINTE-RITA,M,-68.87702385702158,47.948148814839804,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,10075,SAINT-EUGÈNE-DE-LADRIÈRE,P,-68.67592790230377,48.17758993592497,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,13030,SAINT-EUSÈBE,P,-68.90925487753393,47.53742806541417,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,10070,SAINT-FABIEN,P,-68.8636450791391,48.28397909403324,5.52000000,"4,1",3,"6,6",87.40700000,15.83400000,0,1.00000000,11.92600000
2019,Bas-Saint-Laurent,12025,SAINT-FRANÇOIS-XAVIER-DE-VIGER,M,-69.24637753626551,47.83696741248502,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,9025,SAINT-GABRIEL-DE-RIMOUSKI,M,-68.19645984690702,48.41750252974331,3.95600000,"4,1","2,5","6,6",29.55500000,7.47100000,3,,8.93400000
2019,Bas-Saint-Laurent,14075,SAINT-GABRIEL-LALEMANT,M,-69.87169079654673,47.35462450281832,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,14045,SAINT-GERMAIN,P,-69.79157392277821,47.59463472471737,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,11020,SAINT-GUY,M,-68.77449228226376,48.02925083910946,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,13090,SAINT-HONORÉ-DE-TÉMISCOUATA,M,-69.19369723963351,47.66561007242664,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,12010,SAINT-HUBERT-DE-RIVIÈRE-DU-LOUP,M,-69.15655600420038,47.78808510292034,1.46900000,"4,1","2,5","6,6",14.51200000,9.88100000,4,0.97600000,10.24500000
2019,Bas-Saint-Laurent,8010,SAINT-JEAN-DE-CHERBOURG,P,-67.10695731016969,48.847060910183615,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,11010,SAINT-JEAN-DE-DIEU,M,-69.0226688558787,47.995214937497074,1.19900000,"4,1",3,"6,6",13.07700000,10.90300000,0,,10.68800000
2019,Bas-Saint-Laurent,13010,SAINT-JEAN-DE-LA-LANDE,M,-68.67839972559308,47.44659961074957,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,14030,SAINT-JOSEPH-DE-KAMOURASKA,P,-69.60410837746615,47.585834576185775,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,9070,SAINT-JOSEPH-DE-LEPAGE,P,-68.16774179263832,48.55851792758838,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,13040,SAINT-JUSTE-DU-LAC,M,-68.73815604894136,47.723558934208796,0.70000000,"4,1","2,5","6,6",1.99200000,2.84600000,0,,4.25600000
2019,Bas-Saint-Laurent,8065,SAINT-LÉANDRE,P,-67.60840696958157,48.700705410942085,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,7030,SAINT-LÉON-LE-GRAND (01),P,-67.51141265546657,48.36151934908101,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,13080,SAINT-LOUIS-DU-HA! HA!,P,-69.00494321016909,47.66398510343274,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,13020,SAINT-MARC-DU-LAC-LONG,P,-68.87834328222209,47.39253160667162,0.86100000,"4,1","2,5","6,6",4.47600000,5.19700000,0,,4.15600000
2019,Bas-Saint-Laurent,10025,SAINT-MARCELLIN,P,-68.28401082820164,48.33518967837703,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,11050,SAINT-MATHIEU-DE-RIOUX,P,-68.97689233867294,48.16814340806796,0.87400000,"4,1","2,5","6,6",2.34600000,2.68400000,0,,3.99000000
2019,Bas-Saint-Laurent,11025,SAINT-MÉDARD,M,-68.86903437758751,48.0762721875069,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,13065,SAINT-MICHEL-DU-SQUATEC,M,-68.79227571513832,47.823110308742834,1.67600000,"4,1","2,5","6,6",28.80800000,17.19200000,1,1.00000000,13.88500000
2019,Bas-Saint-Laurent,12020,SAINT-MODESTE,M,-69.37837882161398,47.81316599524941,0.72200000,"4,1","2,5","6,6",3.70800000,5.13600000,0,,6.95300000
2019,Bas-Saint-Laurent,7095,SAINT-MOÏSE,P,-67.84975804045334,48.52542185705846,0.65300000,"4,1","2,5","6,6",2.64500000,4.05000000,1,,3.79900000
2019,Bas-Saint-Laurent,10015,SAINT-NARCISSE-DE-RIMOUSKI,P,-68.47258790888189,48.24681567739135,2.11800000,"4,1","2,5","6,6",4.57800000,2.16100000,0,,4.38000000
2019,Bas-Saint-Laurent,7100,SAINT-NOËL,VL,-67.82649925973685,48.604795727932874,1.41100000,"4,1","2,5","6,6",7.06800000,5.01000000,0,,5.62000000
2019,Bas-Saint-Laurent,9055,SAINT-OCTAVE-DE-MÉTIS,P,-68.03288254326029,48.60317623441016,0.19900000,"4,1","2,5","6,6",1.13900000,5.71900000,0,,4.02100000
2019,Bas-Saint-Laurent,14080,SAINT-ONÉSIME-D'IXWORTH,M,-69.93644346021829,47.29832578814407,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,14070,SAINT-PACÔME,M,-69.9434638529575,47.4099318583133,2.29600000,"4,1",3,"6,6",36.09100000,15.72100000,1,,17.15500000
2019,Bas-Saint-Laurent,14018,SAINT-PASCAL,V,-69.78088951034428,47.525130346945765,2.78500000,"4,1",3,"6,6",93.59000000,33.60700000,10,1.00000000,28.80000000
2019,Bas-Saint-Laurent,12035,SAINT-PAUL-DE-LA-CROIX,P,-69.19447069836565,47.947354437645735,,"4,1",,"6,6",,,,,
2019,Bas-Saint-Laurent,14060,SAINT-PHILIPPE-DE-NÉRI,P,-69.8813796713434,47.465698587143706,0.89600000,"4,1","2,5","6,6",7.86600000,8.78400000,2,,5.91600000
2019,Bas-Saint-Laurent,13075,SAINT-PIERRE-DE-LAMY,M,-68.98427064345634,47.787009407080575,,"4,1",,"6,6",,,,,
