ï»¿ID,DATE_ATTRIB,TYPE_LIEU,TYPE_DOSSIER_INTERV,SECTEUR_SCIAN,REGION 
9790,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),GASPESIE-ILES-DE-LA-MADELEINE
9791,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9792,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),GASPESIE-ILES-DE-LA-MADELEINE
9793,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),GASPESIE-ILES-DE-LA-MADELEINE
9794,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),GASPESIE-ILES-DE-LA-MADELEINE
9795,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
9796,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),GASPESIE-ILES-DE-LA-MADELEINE
9797,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9798,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9799,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
9800,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,SAGUENAY-LAC-ST-JEAN
9801,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
9802,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9803,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",MAURICIE ET CENTRE-DU-QUEBEC
9804,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
9805,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9806,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9807,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9808,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
9809,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9810,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,MAURICIE ET CENTRE-DU-QUEBEC
9811,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9812,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
9813,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
9814,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
9815,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,MAURICIE ET CENTRE-DU-QUEBEC
9816,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9817,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
9818,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
9819,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9820,2022-07-12,ETABLISSEMENT,PLAINTE,TRANSPORT ET ENTREPOSAGE,LAVAL
9821,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
9822,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9823,2022-07-11,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAVAL
9824,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9825,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CHAUDIERE-APPALACHES
9826,2022-07-12,ETABLISSEMENT,ENQUETE,FABRICATION DE BIENS DURABLES,ST-JEAN-SUR-RICHELIEU
9827,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
9828,2022-07-12,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,ST-JEAN-SUR-RICHELIEU
9829,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
9830,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,LONGUEUIL
9831,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,LONGUEUIL
9832,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
9833,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9834,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,LANAUDIERE
9835,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
9836,2022-07-12,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9837,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LONGUEUIL
9838,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9839,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9840,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,LANAUDIERE
9841,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,LANAUDIERE
9842,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,LANAUDIERE
9843,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9844,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,LANAUDIERE
9845,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LONGUEUIL
9846,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
9847,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
9848,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,LANAUDIERE
9849,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MAURICIE ET CENTRE-DU-QUEBEC
9850,2022-07-08,LIEU NON CLASSE,PLAINTE,INDETERMINE (AUTRES),LANAUDIERE
9851,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
9852,2022-07-08,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LANAUDIERE
9853,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,LANAUDIERE
9854,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9855,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9856,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
9857,2022-07-12,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
9858,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,LANAUDIERE
9859,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ABITIBI-TEMISCAMINGUE
9860,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,ADMINISTRATIONS PUBLIQUES,COTE-NORD
9861,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9862,2022-07-12,ETABLISSEMENT,PLAINTE,ADMINISTRATIONS PUBLIQUES,COTE-NORD
9863,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,ESTRIE
9864,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,ESTRIE
9865,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9866,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
9867,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9868,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,ESTRIE
9869,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,ESTRIE
9870,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,ESTRIE
9871,2022-07-12,ETABLISSEMENT,PLAINTE,CONSTRUCTION,LAURENTIDES
9872,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,LAURENTIDES
9873,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LAURENTIDES
9874,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,TRANSPORT ET ENTREPOSAGE,LAURENTIDES
9875,2022-07-12,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,LAURENTIDES
9876,2022-07-13,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,LONGUEUIL
9877,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LONGUEUIL
9878,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
9879,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
9880,2022-07-12,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS NON DURABLES,LAVAL
9881,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
9882,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,BAS-ST-LAURENT
9883,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
9884,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
9885,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
9886,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
9887,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,OUTAOUAIS
9888,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9889,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9890,2022-07-11,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),YAMASKA
9891,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9892,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9893,2022-07-12,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),YAMASKA
9894,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9895,2022-07-13,ETABLISSEMENT,PLAINTE,"INFORMATION, CULTURE ET LOISIRS",LAURENTIDES
9896,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9897,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",LONGUEUIL
9898,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",LONGUEUIL
9899,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",LONGUEUIL
9900,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",LONGUEUIL
9901,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",LONGUEUIL
9902,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",LONGUEUIL
9903,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,"INFORMATION, CULTURE ET LOISIRS",LONGUEUIL
9904,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
9905,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CAPITALE-NATIONALE
9906,2022-07-13,AUTRE LIEU DE TRAVAIL,LOI ET REGLEMENTS,INDETERMINE (AUTRES),SAGUENAY-LAC-ST-JEAN
9907,2022-07-13,LIEU NON CLASSE,LOI ET REGLEMENTS,INDETERMINE (AUTRES),SAGUENAY-LAC-ST-JEAN
9908,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9909,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
9910,2022-07-13,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,YAMASKA
9911,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9912,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9913,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9914,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9915,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9916,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9917,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9918,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9919,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9920,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9921,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9922,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9923,2022-07-13,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),BAS-ST-LAURENT
9924,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9925,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,LONGUEUIL
9926,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),OUTAOUAIS
9927,2022-07-13,ETABLISSEMENT,PLAINTE,CONSTRUCTION,LAURENTIDES
9928,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,LAURENTIDES
9929,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),OUTAOUAIS
9930,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,TRANSPORT ET ENTREPOSAGE,MONTREAL
9931,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,LONGUEUIL
9932,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),OUTAOUAIS
9933,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,LONGUEUIL
9934,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9935,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ESTRIE
9936,2022-07-13,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
9937,2022-07-13,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAVAL
9938,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,MAURICIE ET CENTRE-DU-QUEBEC
9939,2022-07-13,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),ESTRIE
9940,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),COTE-NORD
9941,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,ESTRIE
9942,2022-07-06,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LANAUDIERE
9943,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",CHAUDIERE-APPALACHES
9944,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
9945,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
9946,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ABITIBI-TEMISCAMINGUE
9947,2022-07-13,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,LAVAL
9948,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
9949,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
9950,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9951,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9952,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
9953,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9954,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9955,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,MONTREAL
9956,2022-07-13,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,LANAUDIERE
9957,2022-07-13,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,CHAUDIERE-APPALACHES
9958,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
9959,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
9960,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
9961,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
9962,2022-07-14,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,ST-JEAN-SUR-RICHELIEU
9963,2022-07-06,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,YAMASKA
9964,2022-07-13,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),YAMASKA
9965,2022-07-13,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),YAMASKA
9966,2022-07-14,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LONGUEUIL
9967,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
9968,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
9969,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
9970,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,"EXTRACTION MINIERE, EXPLOITATION EN CARRIERE ET EXTRACTION DE PETROLE ET DE GAZ",COTE-NORD
9971,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),ST-JEAN-SUR-RICHELIEU
9972,2022-07-14,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),OUTAOUAIS
9973,2022-07-14,ETABLISSEMENT,PLAINTE,ADMINISTRATIONS PUBLIQUES,MONTREAL
9974,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,YAMASKA
9975,2022-07-14,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
9976,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,YAMASKA
9977,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,OUTAOUAIS
9978,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
9979,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,YAMASKA
9980,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,YAMASKA
9981,2022-07-14,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,MONTREAL
9982,2022-07-14,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",MONTREAL
9983,2022-07-14,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,ESTRIE
9984,2022-07-14,ETABLISSEMENT,PLAINTE,"SERVICES AUX ENTREPRISES, SERVICES RELATIFS AUX BATIMENTS ET AUTRES SERVICES DE SOUTIEN",ESTRIE
9985,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
9986,2022-07-14,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,ESTRIE
9987,2022-07-14,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,ESTRIE
9988,2022-07-13,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),LAURENTIDES
9989,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,YAMASKA
9990,2022-07-14,ETABLISSEMENT,PLAINTE,COMMERCE DE GROS,MONTREAL
9991,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
9992,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,YAMASKA
9993,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,YAMASKA
9994,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
9995,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
9996,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS DURABLES,OUTAOUAIS
9997,2022-07-14,ETABLISSEMENT,PLAINTE,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",MONTREAL
9998,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,YAMASKA
9999,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,CHAUDIERE-APPALACHES
10000,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,MONTREAL
10001,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,MONTREAL
10002,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),OUTAOUAIS
10003,2022-07-14,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,LONGUEUIL
10004,2022-07-14,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,LONGUEUIL
10005,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
10006,2022-07-14,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MAURICIE ET CENTRE-DU-QUEBEC
10007,2022-07-14,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),CAPITALE-NATIONALE
10008,2022-07-14,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
10009,2022-07-15,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
10010,2022-07-15,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,MONTREAL
10011,2022-07-15,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,MONTREAL
10012,2022-07-15,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
10013,2022-07-15,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),SAGUENAY-LAC-ST-JEAN
10014,2022-07-15,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,MONTREAL
