ID,DATE_ATTRIB,TYPE_LIEU,TYPE_DOSSIER_INTERV,SECTEUR_SCIAN,REGION
134,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,CAPITALE-NATIONALE
135,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,VALLEYFIELD
136,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,VALLEYFIELD
137,2021-01-06,ETABLISSEMENT,PLAINTE,COMMERCE DE GROS,CHAUDIERE-APPALACHES
138,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,VALLEYFIELD
139,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,VALLEYFIELD
140,2021-01-06,ETABLISSEMENT,PLAINTE,SERVICES D'ENSEIGNEMENT,ABITIBI-TEMISCAMINGUE
141,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,VALLEYFIELD
142,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,VALLEYFIELD
143,2021-01-06,ETABLISSEMENT,PLAINTE,COMMERCE DE GROS,MONTREAL
144,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,VALLEYFIELD
145,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,VALLEYFIELD
146,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,SOINS DE SANTE ET ASSISTANCE SOCIALE,LANAUDIERE
147,2021-01-06,ETABLISSEMENT,PLAINTE,TRANSPORT ET ENTREPOSAGE,MONTREAL
148,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE GROS,ESTRIE
149,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
150,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
151,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
152,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
153,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
154,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
155,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
156,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
157,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
158,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
159,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
160,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,TRANSPORT ET ENTREPOSAGE,MONTREAL
161,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
162,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
163,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
164,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
165,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
166,2021-01-06,ETABLISSEMENT,PLAINTE,SOINS DE SANTE ET ASSISTANCE SOCIALE,LAURENTIDES
167,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
168,2021-01-06,CHANTIER,PLAINTE,INDETERMINE (CHANTIER),MONTREAL
169,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
170,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
171,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
172,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
173,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,COMMERCE DE DETAIL,MONTREAL
174,2021-01-06,LIEU NON CLASSE,LOI ET REGLEMENTS,INDETERMINE (AUTRES),MONTREAL
175,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
176,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
177,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,HEBERGEMENT ET SERVICES DE RESTAURATION,LAURENTIDES
178,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
179,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
180,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
181,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
182,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
183,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,ST-JEAN-SUR-RICHELIEU
184,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
185,2021-01-06,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
186,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
187,2021-01-06,ETABLISSEMENT,LOI ET REGLEMENTS,FABRICATION DE BIENS NON DURABLES,MONTREAL
188,2021-01-06,ETABLISSEMENT,PLAINTE,HEBERGEMENT ET SERVICES DE RESTAURATION,LAURENTIDES
189,2021-01-06,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),VALLEYFIELD
190,2021-01-06,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
191,2021-01-06,ETABLISSEMENT,PLAINTE,COMMERCE DE DETAIL,MONTREAL
192,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,MONTREAL
193,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,MONTREAL
194,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,MONTREAL
195,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,MONTREAL
196,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,AGRICULTURE,MONTREAL
197,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",MONTREAL
198,2021-01-06,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
199,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",MONTREAL
200,2021-01-07,ETABLISSEMENT,PLAINTE,FABRICATION DE BIENS DURABLES,VALLEYFIELD
201,2021-01-06,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
202,2021-01-07,ETABLISSEMENT,PLAINTE,AUTRES SERVICES,MONTREAL
203,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,AUTRES SERVICES,MONTREAL
204,2021-01-07,ETABLISSEMENT,PLAINTE,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",MONTREAL
205,2021-01-06,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
206,2021-01-06,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
207,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,"SERVICES PROFESSIONNELS, SCIENTIFIQUES ET TECHNIQUES",MONTREAL
208,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
209,2021-01-06,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LAURENTIDES
210,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
211,2021-01-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),MONTREAL
212,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
213,2021-01-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),LONGUEUIL
214,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
215,2021-01-07,ETABLISSEMENT,PLAINTE,TRANSPORT ET ENTREPOSAGE,CAPITALE-NATIONALE
216,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
217,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
218,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
219,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
220,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
221,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
222,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
223,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
224,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
225,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
226,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
227,2021-01-07,ETABLISSEMENT,LOI ET REGLEMENTS,CONSTRUCTION,COTE-NORD
228,2021-01-07,ETABLISSEMENT,PLAINTE,CONSTRUCTION,LONGUEUIL
229,2021-01-07,CHANTIER,LOI ET REGLEMENTS,INDETERMINE (CHANTIER),BAS-ST-LAURENT
