Instance,Type_assemblee,Publique,Diffusion_web,Date,Heure,Endroit,Salle,Rue,No_civique
Conseil d'agglomération,Extraordinaire,Oui,Non,2016-12-16,09:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2016-12-19,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2016-12-21,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2016-12-22,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-01-11,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Non,2017-01-11,13:30:00,Mairie du Sud-Ouest,2e étage,Bel-Air,815
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Non,2017-01-13,13:30:00,Centre communautaire de l'Est (Pierrefonds),-,Gouin Ouest,9665
Comité exécutif ,Régulière,Non,Oui,2017-01-18,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Non,2017-01-18,13:30:00,Mairie de Montréal-Nord,2e étage,Hébert,11155
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Non,2017-01-19,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Non,2017-01-19,19:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-01-23,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-01-25,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-01-26,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-02-01,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-02-08,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-02-15,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Non,2017-02-16,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-02-20,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-02-22,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-02-23,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-03-01,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-03-02,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-03-08,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-03-15,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-03-15,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Non,2017-03-16,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le transport et les travaux publics,Consultation publique,Oui,Non,2017-03-21,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-03-22,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-03-23,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-03-27,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-03-29,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-03-29,19:00:00,Édifice Lucien-Saulnier,202,Notre-Dame est,155
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Non,2017-03-29,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Non,2017-03-29,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-03-30,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur la sécurité publique,Consultation publique,Oui,Oui,2017-03-31,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-04-03,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-04-05,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-04-06,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-04-06,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-04-07,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-04-10,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-04-10,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-04-12,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-04-13,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le transport et les travaux publics,Consultation publique,Oui,Non,2017-04-18,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-04-19,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le transport et les travaux publics,Consultation publique,Oui,Non,2017-04-19,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-04-24,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-04-26,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-04-27,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-05-01,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-05-03,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-05-04,16:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-05-04,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le transport et les travaux publics,Consultation publique,Oui,Non,2017-05-04,17:00:00,Édifice Lucien-Saulnier,202,Notre-Dame est,155
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-05-09,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Non,2017-05-09,15:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-05-10,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Non,2017-05-10,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-05-11,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Non,2017-05-11,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-05-15,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-05-17,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-05-18,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-05-24,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Non,2017-05-24,19:00:00,Édifice Lucien-Saulnier,202,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2017-05-31,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-06-07,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, le patrimoine et les sports",Consultation publique,Oui,Non,2017-06-08,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-06-12,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-06-14,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2017-06-14,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-06-15,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Non,2017-06-16,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Non,2017-06-20,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Oui,2017-06-20,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la présidence du conseil,Consultation publique,Oui,Non,2017-06-20,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2017-06-20,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-06-21,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Oui,2017-06-21,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2017-06-21,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Oui,2017-06-22,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2017-06-22,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-06-28,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2017-06-28,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Non,2017-06-28,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-07-05,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-08-02,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-08-09,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-08-16,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-08-21,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-08-23,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-08-24,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-08-30,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-09-06,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement social et la diversité montréalaise,Consultation publique,Oui,Non,2017-09-12,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Non,2017-09-12,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-09-13,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission de la présidence du conseil,Consultation publique,Oui,Non,2017-09-13,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-09-20,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-09-25,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-09-27,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-09-28,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2017-09-29,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-10-04,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-10-11,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-10-18,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-10-25,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-11-01,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-11-08,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-11-15,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-11-22,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-11-27,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-11-29,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-11-30,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-12-06,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2017-12-11,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-12-13,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Non,2017-12-14,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2017-12-20,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-01-10,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-01-10,07:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Extraordinaire,Oui,Oui,2018-01-10,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Extraordinaire,Oui,Non,2018-01-10,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-12,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-12,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-15,08:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-15,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-16,08:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-16,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-01-17,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-17,08:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-17,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-18,08:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-18,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-19,08:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-01-22,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-01-22,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Extraordinaire,Oui,Oui,2018-01-24,09:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-01-25,16:45:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Extraordinaire,Oui,Oui,2018-01-25,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-01-25,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-01-31,07:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-01-31,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Extraordinaire,Oui,Oui,2018-01-31,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Extraordinaire,Oui,Oui,2018-02-01,09:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-02,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-02,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-05,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-05,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-06,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-06,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-02-07,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-08,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-08,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-09,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Non,2018-02-12,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Extraordinaire,Oui,Oui,2018-02-13,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-02-14,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Extraordinaire,Oui,Oui,2018-02-14,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-02-19,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-02-22,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur la sécurité publique,Consultation publique,Oui,Oui,2018-02-27,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-02-28,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-03-07,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur la sécurité publique,Consultation publique,Oui,Oui,2018-03-13,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-03-14,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur la sécurité publique,Consultation publique,Oui,Oui,2018-03-20,19:30:00,Centre culturel de Pierrefonds-Roxboro,-,Gouin Ouest,13850
Comité exécutif ,Régulière,Non,Oui,2018-03-21,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-03-26,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-03-29,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-04-04,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur la sécurité publique,Consultation publique,Oui,Oui,2018-04-10,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-04-11,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur la sécurité publique,Consultation publique,Oui,Oui,2018-04-17,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-04-18,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, la patrimoine et les sports",Consultation publique,Oui,Oui,2018-04-18,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-04-23,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-04-26,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-05-02,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2018-05-08,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-05-09,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, la patrimoine et les sports",Consultation publique,Oui,Oui,2018-05-09,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, la patrimoine et les sports",Consultation publique,Oui,Oui,2018-05-10,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, la patrimoine et les sports",Consultation publique,Oui,Oui,2018-05-11,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-05-16,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, la patrimoine et les sports",Consultation publique,Oui,Oui,2018-05-16,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
"Commission sur la culture, la patrimoine et les sports",Consultation publique,Oui,Oui,2018-05-17,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2018-05-22,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-05-23,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-05-28,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-05-30,08:15:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-05-31,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-06-06,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-06-13,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-06-14,09:45:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
"Commission sur la culture, la patrimoine et les sports",Consultation publique,Oui,Oui,2018-06-14,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-06-18,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-06-20,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-06-20,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
