OBJECTID,MUNICIPALITE,DESIGNATION,CODE_LIEN,VOIE,NOM_VOIE,INTERSECTION,CLASSIFICATION,LONGUEUR,GEOM 
7565,10043,Rue,des,Marguilliers,Rue des Marguilliers,Rue Saint-Germain Ouest / Rue Sainte-Marie,Privée,129.821233278606,Ligne
7566,10043,Rue,,Saint-Germain Ouest,Rue Saint-Germain Ouest,Avenue de la Cathédrale / Rue Saint-Germain Est / Rue des Marguilliers,Collectrice municipale,31.0785975184764,Ligne
7567,10043,Rue,,Saint-Hubert,Rue Saint-Hubert,Rue Notre-Dame Est / Rue Sainte-Ursule,Locale,218.709131975822,Ligne
7568,10043,Avenue,,Belzile,Avenue Belzile,Rampe d'accès / Rue Marie-Antoinette,Collectrice municipale,14.1717269589842,Ligne
7569,10043,Rue,,Saint-Pierre,Rue Saint-Pierre,Rue Jean-Brillant / Rue Ringuet,Locale,70.2537687285173,Ligne
7570,10043,Boulevard,,Sainte-Anne,Boulevard Sainte-Anne,Avenue Thomas-Dionne / Avenue du Père-Nouvel,Nationale,97.8665754334656,Ligne
7571,10043,Avenue,du,Plateau,Avenue du Plateau,Rue des Kalmias / Rue des Vétérans,Locale,145.385059653522,Ligne
7572,10043,Rue,des,Vétérans,Rue des Vétérans,Avenue du Plateau / Rue Émilien-Amiot,Locale,57.7643214821488,Ligne
7573,10043,Rue,des,Coquelicots,Rue des Coquelicots,Avenue Paquet Sud / Rue des Vétérans,Locale,221.342523584418,Ligne
7574,10043,Avenue,,Paquet Sud,Avenue Paquet Sud,Rue des Coquelicots / Rue des Vétérans,Locale,93.2557499027808,Ligne
7575,10043,Rue,des,Kalmias,Rue des Kalmias,Rue des Hydrangées,Locale,221.459259371406,Ligne
7576,10043,Avenue,,1re Avenue,1re Avenue,Carré de l'Amiral / Projetée +,Locale,72.9216191540544,Ligne
7577,10043,Avenue,,1re Avenue,1re Avenue,Carré de l'Amiral / Rue du Chalutier,Locale,70.4158916451393,Ligne
7578,10043,Carré,de l',Amiral,Carré de l'Amiral,1re Avenue / Projetée +,Locale,229.230416075968,Ligne
7579,10043,Rue,du,Phare,Rue du Phare,Avenue du Père-Nouvel / Rue du Parc,Locale,542.860838903237,Ligne
7580,10043,Rue,du,Parc,Rue du Parc,Avenue du Sanctuaire / Rue du Phare,Locale,331.819965926588,Ligne
7581,10043,Boulevard,,Sainte-Anne,Boulevard Sainte-Anne,Avenue du Sanctuaire / Rue du Phare,Nationale,777.462926948551,Ligne
7582,10043,Rue,des,Vétérans,Rue des Vétérans,Rue des Kalmias / Rue Émilien-Amiot,Locale,304.975820223848,Ligne
7583,10043,Route,du,Golf-du-Bic,Route du Golf-du-Bic,Route 132 Est / Rue J.-Romuald-Bérubé,Locale,446.537603779581,Ligne
7584,10043,Rue,,Léon-Moyen,Rue Léon-Moyen,Avenue Raiche / Rue Alice-Rochefort,Locale,83.0478466297592,Ligne
7585,10043,Rue,,Paul-Guérette,Rue Paul-Guérette,Rue Adrien-Breton / Rue Victoria-Régis,Locale,68.4594623537901,Ligne
7586,10043,Rue,,Adrien-Breton,Rue Adrien-Breton,Rue Maurice-Thibault / Rue Paul-Guérette,Locale,159.951169084315,Ligne
7587,10043,Rue,,Victoria-Régis,Rue Victoria-Régis,Rue Adrien-Breton / Rue Paul-Guérette,Locale,115.129634977748,Ligne
7588,10043,Chemin,,Saint-Léon,Chemin Saint-Léon,Chemin du Lac-Linda / Route Lemieux,Locale,1163.53208284271,Ligne
7589,10043,Route,des,Pionniers,Route des Pionniers,Rue Brisson / Rue Morneau,Régionale,165.832725811941,Ligne
7590,10043,Rue,,Brisson,Rue Brisson,Route des Pionniers / Rue Morneau,Locale,148.724326192367,Ligne
7591,10043,Route,,132 Ouest,Route 132 Ouest,Rue de Sainte-Cécile-du-Bic,Nationale,170.775195840157,Ligne
7592,10043,Rue,de,Sainte-Cécile-du-Bic,Rue de Sainte-Cécile-du-Bic,Route 132 Ouest,Locale,175.842195707023,Ligne
7593,10043,Chemin,,Saint-Léon,Chemin Saint-Léon,Chemin du Lac-Linda,Locale,413.549483937624,Ligne
7594,10043,Chemin,de,Val-Neigette,Chemin de Val-Neigette,Rue des Flocons / Rue du Frasil / Rue du Givre,Collectrice de transit,791.21887832629,Ligne
7595,10043,Rue,de la,Boule-de-Neige,Rue de la Boule-De-Neige,Rue des Flocons,Locale,326.451078801024,Ligne
7596,10043,Avenue,,Voyer,Avenue Voyer,Rue Gérard-Roussel / Rue Saint-Elzéar,Locale,355.717669586604,Ligne
7597,10043,Avenue,de,Saint-Valérien,Avenue de Saint-Valérien,Rue Saint-Elzéar / Rue de la Grotte,Collectrice municipale,76.0251903220992,Ligne
7598,10043,Rue,de la,Grotte,Rue de la Grotte,Avenue de Saint-Valérien,Privée,181.267611321619,Ligne
7599,10043,Avenue,de,Saint-Valérien,Avenue de Saint-Valérien,Rue de la Grotte,Collectrice municipale,11.3540912890464,Ligne
7600,10043,Rue,du,Mont-Saint-Louis,Rue du Mont-Saint-Louis,Avenue de Saint-Valérien,Locale,82.2452249903557,Ligne
7601,10043,Avenue,de,Saint-Valérien,Avenue de Saint-Valérien,Rue de la Grotte / Rue du Mont-Saint-Louis,Collectrice municipale,16.9112132367846,Ligne
7602,10043,Rue,,Alcide-Gagnon,Rue Alcide-Gagnon,Avenue de Saint-Valérien,Locale,59.2187135300996,Ligne
7603,10043,Rue,,Louis-Joseph-Plante,Rue Louis-Joseph-Plante,Rue Paul-Brière / Rue de Sainte-Cécile-du-Bic,Locale,294.640694980548,Ligne
7604,10043,Route,du,Quai,Route du Quai,Route du Quai,Privée,170.849922872934,Ligne
7605,10043,Rue,de,Sainte-Cécile-du-Bic,Rue de Sainte-Cécile-du-Bic,Avenue Marco / Avenue Saint-Michel,Collectrice municipale,184.425823914392,Ligne
7606,10043,Avenue,,Saint-Michel,Avenue Saint-Michel,Rue Léon-Moyen / Rue de Sainte-Cécile-du-Bic,Locale,95.1722195629061,Ligne
7607,10043,Rue,des,Pins,Rue des Pins,Boulevard Saint-Germain / Rue Arpin,Locale,81.1083529752006,Ligne
7608,10043,Rue,du,Curé-Destroismaisons,Rue du Curé-Destroismaisons,Rue Monseigneur-Desbiens / Rue de l'Abbé-Gaudin,Locale,104.215187155202,Ligne
7609,10043,Rue,,Monseigneur-Desbiens,Rue Monseigneur-Desbiens,Rue du Curé-Destroismaisons / Rue du Père-Joseph-Jean,Locale,104.631298004072,Ligne
7610,10043,Rue,,Thomas-Taschereau,Rue Thomas-Taschereau,Rue Gagné Sud / Rue Saint-Urbain,Locale,86.312237495792,Ligne
7611,10043,Rue,de,Provence,Rue de Provence,Rue de Champagne / Rue du Dauphiné,Locale,160.860893304153,Ligne
7612,10043,Rue,du,Dauphiné,Rue du Dauphiné,Rue de Champagne / Rue de Provence,Locale,154.83663278505,Ligne
7613,10043,Rue,de,Provence,Rue de Provence,Rue Beauregard / Rue du Dauphiné,Locale,71.3639589645157,Ligne
7614,10043,Rue,,Tessier,Rue Tessier,Rue Gagné Nord / Rue Gagné Sud / Rue Saint-Urbain,Locale,89.582617318029,Ligne
7615,10043,Chemin,du,Moulin,Chemin du Moulin,Route des Abeilles,Locale,1995.74141490942,Ligne
7616,10043,Rue,de l',Étang,Rue de l'Étang,Route 132 Est / Route Santerre,Locale,400.523945606439,Ligne
7617,10043,Rue,de la,Rive,Rue de la Rive,Avenue du Ravin,Locale,104.99655379934,Ligne
7618,10043,Avenue,du,Ravin,Avenue du Ravin,Rue de la Rive,Locale,368.085959736391,Ligne
7619,10043,Chemin,,Siméon-Canuel,Chemin Siméon-Canuel,Route du Bel-Air,Privée,1471.4953461448,Ligne
7620,10043,Rue,,Pascal-Lavoie,Rue Pascal-Lavoie,Rue des Pomiculteurs / Rue du Terroir,Locale,104.395428758639,Ligne
7621,10043,Rue,,Lionel-Côté,Rue Lionel-Côté,Rue des Fermières / Rue des Horticulteurs / Rue des Jardiniers,Locale,357.955845254522,Ligne
7622,10043,Chemin,,Jean-Marie-Chénard,Chemin Jean-Marie-Chénard,Route 132 Est,Privée,256.914003188316,Ligne
7623,10043,Rue,des,Jardiniers,Rue des Jardiniers,Rue Lionel-Côté / Rue des Fermières / Rue des Horticulteurs,Locale,356.695448144109,Ligne
7624,10043,Rue,de,Lausanne,Rue de Lausanne,Rue de Lausanne,Locale,142.030350550611,Ligne
7625,10043,Rue,de la,Gare,Rue de la Gare,Boulevard Saint-Germain / Rue des Peupliers,Locale,69.2883394653465,Ligne
7626,10043,Rue,des,Frênes,Rue des Frênes,Rue des Ormes,Locale,232.510308020612,Ligne
7627,10043,Rue,des,Ormes,Rue des Ormes,Rue des Frênes,Locale,37.5502366301466,Ligne
7628,10043,Rue,des,Pins,Rue des Pins,Rue D'Youville / Rue Saint-Arsène,Locale,66.44766126998,Ligne
7629,10043,Rue,des,Sorbiers,Rue des Sorbiers,Rue des Pommetiers / Rue des Pruches,Locale,66.1277523126715,Ligne
7630,10043,Rue,des,Sapins,Rue des Sapins,Montée des Saules / Rue des Cyprès,Locale,69.6511360989898,Ligne
7631,10043,Boulevard,,Arthur-Buies Ouest,Boulevard Arthur-Buies Ouest,Autoroute Jean-Lesage (rampe d'accès) / Avenue Ross / Montée Sainte-Odile,Artère,453.719284740507,Ligne
7632,10043,Avenue,,Ross,Avenue Ross,Boulevard Arthur-Buies Ouest / Rue de la Normandie,Locale,7.26853685758007,Ligne
7633,10043,Rue,des,Coprins,Rue des Coprins,Rue des Chanterelles,Locale,135.007403265539,Ligne
7634,10043,Rue,des,Coprins,Rue des Coprins,Rue des Coprins,Locale,102.033920426159,Ligne
7635,10043,Rue,des,Rapides,Rue des Rapides,Rue Gagné Nord / Rue de l'Éboulis,Locale,151.766154845412,Ligne
7636,10043,Rue,,Gagné Nord,Rue Gagné Nord,Rue des Draveurs / Rue des Rapides,Locale,69.0431294892205,Ligne
7637,10043,Boulevard,,René-Lepage Ouest,Boulevard René-Lepage Ouest,Boulevard Saint-Germain / Boulevard de la Rivière / Rampe d'accès,Nationale,351.015237424915,Ligne
7638,10043,,, ,Rampe d'accès,Boulevard René-Lepage Ouest,Régionale,14.5651316506237,Ligne
7639,10043,Rue,,Lavoie,Rue Lavoie,Rue Saint-Germain Ouest / Rue Sainte-Thérèse,Locale,78.3568221510418,Ligne
7640,10043,Rue,des,Pinsons,Rue des Pinsons,Rue des Geais,Locale,372.00453839126,Ligne
7641,10043,Rue,,Casault,Rue Casault,Rue Godbout,Locale,345.970193185605,Ligne
7642,10043,Rue,des,Tourterelles,Rue des Tourterelles,Rue des Faisans / Rue des Hérons,Locale,133.294586523422,Ligne
7643,10043,Rue,des,Faisans,Rue des Faisans,Rue des Hérons / Rue des Tourterelles,Locale,69.1405114364943,Ligne
7644,10043,Rue,des,Jésuites,Rue des Jésuites,Rue Melanson,Locale,166.728130049041,Ligne
7645,10043,Rue,de,Lausanne,Rue de Lausanne,Rue De Montmagny / Rue du Coteau,Collectrice de transit,67.5327045638886,Ligne
7646,10043,Rue,,De Montmagny,Rue De Montmagny,Rue de Lausanne,Locale,111.806672606807,Ligne
7647,10043,Rue,de la,Plage,Rue de la Plage,Rue du Séjour,Locale,114.069432825915,Ligne
7648,10043,Rue,,Monseigneur-Langis,Rue Monseigneur-Langis,Rue Monseigneur-Carbonneau / Rue de Bourgogne,Locale,241.634769418341,Ligne
7649,10043,Rue,,Robert-Joncas,Rue Robert-Joncas,Rue Robert-Joncas,Locale,146.908646945942,Ligne
7650,10043,Rue,de,Bourgogne,Rue de Bourgogne,Rue Eudore-Couture / Rue Monseigneur-Langis,Locale,74.5226473564245,Ligne
7651,10043,Rue,,Eudore-Couture,Rue Eudore-Couture,Rue Adolphe-Tremblay / Rue de Bourgogne,Locale,64.4856213990037,Ligne
7652,10043,Rue,de,Bourgogne,Rue de Bourgogne,15e Rue Ouest / Rue Eudore-Couture,Locale,73.5093599037565,Ligne
7653,10043,Rue,,Forest,Rue Forest,Rue Louis-David / Rue de la Sapinière Nord,Locale,73.3164692050156,Ligne
7654,10043,Rue,de la,Seigneuresse,Rue de la Seigneuresse,Avenue Rouleau / Rue Mercier,Locale,447.031247844474,Ligne
7655,10043,Avenue,,Rouleau,Avenue Rouleau,Rue Lamoureux / Rue Mercier / Rue de la Seigneuresse,Collectrice municipale,140.788330506473,Ligne
7656,10043,Rue,de,Cherbourg,Rue de Cherbourg,Rue Dieppe / Rue des Braves,Locale,93.0714899541047,Ligne
7657,10043,Rue,,William-Price,Rue William-Price,Rue William-Price,Locale,128.263245059855,Ligne
7658,10043,Rue,,Ouellet,Rue Ouellet,Rue Louis-Panet / Rue Rosaire-Pelletier,Locale,65.3691308674821,Ligne
7659,10043,Rue,,11e Rue Ouest,11e Rue Ouest,10e Rue Ouest / 11e Rue Est / Avenue de la Cathédrale,Locale,179.098649609386,Ligne
7660,10043,Rue,,Michaud,Rue Michaud,Rue Saint-Joseph Ouest / Rue Saint-Laurent Ouest,Locale,66.8062507264852,Ligne
7661,10043,Rue,des,Braves,Rue des Braves,Rue de Varennes-sur-mer,Locale,75.0105493197457,Ligne
7662,10043,Rue,,Laurier,Rue Laurier,Rue Esplanade / Rue Élisabeth,Locale,62.7150029104654,Ligne
7663,10043,Rue,de la,Bonne-Entente,Rue de la Bonne-Entente,Rue de l'Amitié / Rue de la Paix,Locale,101.763329491304,Ligne
7664,10043,Rue,,8e Rue Ouest,8e Rue Ouest,8e Rue Est / 9e Rue Ouest / Avenue de la Cathédrale,Locale,180.078828733054,Ligne
7665,10043,Avenue,de la,Cathédrale,Avenue de la Cathédrale,8e Rue Est / 8e Rue Ouest / 9e Rue Est / 9e Rue Ouest,Collectrice municipale,70.1597994352892,Ligne
7666,10043,Rue,,Saint-Jacques,Rue Saint-Jacques,Rue Drapeau / Rue Sainte-Marie,Locale,74.5456593125314,Ligne
7667,10043,Rue,,Anne-Hébert,Rue Anne-Hébert,Rue La Bolduc / Rue des Flandres,Locale,188.179044530228,Ligne
7668,10043,Boulevard,de la,Rivière,Boulevard de la Rivière,Rue de l'Évêché Ouest,Régionale,175.516116996006,Ligne
7669,10043,Rue,,Alcide-C.-Horth,Rue Alcide-C.-Horth,Avenue Belzile / Rue Fernand-Seguin / Rue des Flandres,Locale,80.5930306410566,Ligne
7670,10043,Avenue,de la,Cathédrale,Avenue de la Cathédrale,Rue Duchesne / Rue Trépanier,Collectrice municipale,89.6148532414689,Ligne
7671,10043,Rue,de l',Évêché Ouest,Rue de l'Évêché Ouest,Avenue Rouleau / Rue Saint-Louis,Locale,227.769087540955,Ligne
7672,10043,Rue,,Saint-Louis,Rue Saint-Louis,Rue Saint-Jean-Baptiste Ouest / Rue de l'Évêché Ouest,Locale,75.2787971187631,Ligne
7673,10043,Boulevard,,Arthur-Buies Est,Boulevard Arthur-Buies Est,Rue Alcide-C.-Horth / Rue Pascal-Parent,Artère,324.948536325674,Ligne
7674,10043,Rue,,Jules-A.-Brillant,Rue Jules-A.-Brillant,Rue Saint-Cyprien / Rue Saint-Edmond,Locale,109.93739869362,Ligne
7675,10043,Rue,,Saint-Cyprien,Rue Saint-Cyprien,Rue Jules-A.-Brillant / Rue de l'Évêché Est,Locale,119.576407218356,Ligne
7676,10043,Rue,,Georges-Préfontaine,Rue Georges-Préfontaine,Avenue Belzile / Avenue Léonidas Sud,Locale,285.290918904053,Ligne
7677,10043,Boulevard,du,Rivage,Boulevard du Rivage,Avenue du Havre / Rampe d'accès,Nationale,529.516111221658,Ligne
7678,10043,Rue,,Richard,Rue Richard,Avenue Arthur-Roy / Avenue Banville,Locale,137.813330163935,Ligne
7679,10043,Avenue,,Banville,Avenue Banville,Rue Richard,Locale,29.0963685509034,Ligne
7680,10043,Avenue,,Banville,Avenue Banville,Rue Richard,Locale,51.9062334300997,Ligne
7681,10043,Rue,,Saint-Yves,Rue Saint-Yves,Avenue Arthur-Roy / Avenue Banville,Locale,149.0348304191,Ligne
7682,10043,Avenue,,Banville,Avenue Banville,Rue Richard / Rue Saint-Yves,Locale,24.2985807118441,Ligne
7683,10043,Rue,,Saint-Germain,Rue Saint-Germain,Avenue Beaulieu / Avenue du Havre / Projetée +,Collectrice municipale,62.2054182029186,Ligne
7684,10043,Avenue,,Beaulieu,Avenue Beaulieu,Rue Saint-Germain,Locale,87.5400642560879,Ligne
7685,10043,Boulevard,,Sainte-Anne,Boulevard Sainte-Anne,Avenue du Père-Nouvel,Nationale,277.549697741535,Ligne
7686,10043,Boulevard,du,Rivage,Boulevard du Rivage,8e Avenue,Nationale,39.3225055886575,Ligne
7687,10043,Avenue,,8e Avenue,8e Avenue,Boulevard du Rivage / Rue du Capitaine,Locale,77.7526622098562,Ligne
7688,10043,Rue,de la,Marée,Rue de la Marée,8e Avenue / Rue du Récif,Locale,221.641755684058,Ligne
7689,10043,Rue,de la,Batelière,Rue de la Bateliere,10e Avenue / 9e Avenue,Locale,163.231280977836,Ligne
7690,10043,Avenue,,10e Avenue,10e Avenue,Rue de la Bateliere / Rue du Commandant,Locale,65.8776160678775,Ligne
7691,10043,Rue,des,Mariniers,Rue des Mariniers,10e Avenue / 9e Avenue,Locale,165.423691889916,Ligne
7692,10043,Rue,de l',Intendant,Rue de l'Intendant,Avenue de la Terrasse-Bon-Air / Avenue des Pluviers,Locale,107.813519917501,Ligne
7693,10043,Avenue,des,Pluviers,Avenue des Pluviers,Rue de l'Intendant,Locale,12.2370298782017,Ligne
7694,10043,Avenue,des,Pluviers,Avenue des Pluviers,Boulevard Sainte-Anne,Locale,125.707560196628,Ligne
7695,10043,Boulevard,,Sainte-Anne,Boulevard Sainte-Anne,Rue des Mouettes,Nationale,264.058829951531,Ligne
7696,10043,Avenue,de l',Abraham-Martin,Avenue de l'Abraham-Martin,Avenue du Citadelle,Locale,215.475473501146,Ligne
7697,10043,Avenue,du,Citadelle,Avenue du Citadelle,Avenue de l'Abraham-Martin,Locale,214.530960109823,Ligne
7698,10043,Avenue,de l',Abraham-Martin,Avenue de l'Abraham-Martin,Avenue du Manic / Rue de l'Albatros,Locale,89.4360947447162,Ligne
7699,10043,Rue,des,Vétérans,Rue des Vétérans,Avenue Thomas-Dionne / Avenue du Père-Nouvel,Locale,85.2950921901966,Ligne
7700,10043,Boulevard,,Arthur-Buies Ouest,Boulevard Arthur-Buies Ouest,Autoroute Jean-Lesage (rampe d'accès) / Chemin Sainte-Odile / Rue Monseigneur-Desbiens,Artère,453.916588883199,Ligne
7701,10043,Rue,,Monseigneur-Desbiens,Rue Monseigneur-Desbiens,Boulevard Arthur-Buies Ouest / Rue du Père-Joseph-Jean,Locale,55.915548628445,Ligne
7702,10043,Rue,de la,Touraine,Rue de la Touraine,Rue de la Charente,Locale,155.324476930757,Ligne
7703,10043,Rue,des,Morilles,Rue des Morilles,Rue des Collybies,Locale,192.38065861486,Ligne
7704,10043,Rue,des,Fauvettes,Rue des Fauvettes,Rue des Alouettes / Rue des Passereaux,Locale,75.7578576001196,Ligne
7705,10043,Rampe d'accès,, ,Autoroute Jean-Lesage (rampe d'accès),Autoroute Jean-Lesage,Autoroute,636.576689030087,Ligne
7706,10043,Chemin,de,Lausanne,Chemin de Lausanne,Chemin Victor-Gauvin / Chemin du 3e-Rang-du-Bic / Route du Bel-Air / Rue de Lausanne,Locale,3607.09729483205,Ligne
7707,10043,Route,,132 Est,Route 132 Est,Avenue des Rocailles / Rue des Fermières,Nationale,125.191748002956,Ligne
7708,10043,Rue,des,Fermières,Rue des Fermières,Route 132 Est / Rue Lionel-Côté / Rue des Jardiniers,Locale,79.2168582795354,Ligne
7709,10043,Avenue,des,Rocailles,Avenue des Rocailles,Route 132 Est,Privée,235.818714089385,Ligne
7710,10043,Chemin,de,Rivière-Hâtée,Chemin de Rivière-Hâtée,Chemin de Rivière-Hâtée,Locale,118.567030168908,Ligne
7711,10043,Rue,des,Merises,Rue des Merises,Avenue des Champs / Rue des Pomiculteurs,Locale,102.479150740285,Ligne
7712,10043,Rue,,2e Rue Est,2e Rue Est,Avenue Léonidas Sud / Rue Elzéar-Sasseville,Collectrice municipale,160.22199925881,Ligne
7713,10043,Rue,,Saint-Germain,Rue Saint-Germain,4e Avenue / Rue du Capitaine,Locale,233.883955363877,Ligne
7714,10043,Rampe d'accès,, ,Autoroute Jean-Lesage (rampe d'accès),Autoroute Jean-Lesage / Montée des Saules / Rue de Lausanne,Autoroute,631.025399455948,Ligne
7715,10043,Rang,,4e Rang,4e Rang,Avenue de Saint-Valérien,Collectrice de transit,344.160871478172,Ligne
7716,10043,Chemin,,Saint-Joseph,Chemin Saint-Joseph,Chemin du Petit-Lac-Lunettes / Chemin du Lac-à-Passetout,Locale,51.5870097939519,Ligne
7717,10043,Avenue,de,Saint-Valérien,Avenue de Saint-Valérien,Chemin du 3e-Rang-du-Bic,Collectrice municipale,57.267774447291,Ligne
7718,10043,Avenue,de,Saint-Valérien,Avenue de Saint-Valérien,Chemin du 3e-Rang-du-Bic,Collectrice municipale,97.6735662426,Ligne
7719,10043,Chemin,du,3e-Rang-du-Bic,Chemin du 3e-Rang-du-Bic,Avenue de Saint-Valérien,Locale,93.2523258612515,Ligne
7720,10043,Avenue,de,Saint-Valérien,Avenue de Saint-Valérien,Chemin du 3e-Rang-du-Bic,Collectrice municipale,46.5249021501389,Ligne
7721,10043,Route,des,Pionniers,Route des Pionniers,Rue Saint-Alfred / Rue Saint-Henri,Régionale,67.3823073854493,Ligne
7722,10043,Avenue,de,Saint-Valérien,Avenue de Saint-Valérien,Chemin de l'Ermite / Chemin du Platin,Collectrice municipale,148.45290749216,Ligne
7723,10043,Avenue,,Voyer,Avenue Voyer,Rue Gérard-Roussel / Rue Louis-Joseph-Plante,Locale,182.13344822864,Ligne
7724,10043,Chemin,de l',Ermite,Chemin de l'Ermite,Avenue de Saint-Valérien,Privée,376.114499115315,Ligne
7725,10043,Route,du,Golf-du-Bic,Route du Golf-du-Bic,Route 132 Est / Route 132 Ouest / Rue J.-Romuald-Bérubé,Locale,300.476116160763,Ligne
7726,10043,Avenue,,Saint-Michel,Avenue Saint-Michel,Rue des Leclerc,Locale,49.6644593657275,Ligne
7727,10043,Avenue,du,Vallon,Avenue du Vallon,Route 132 Est,Privée,526.39155778857,Ligne
7728,10043,Route,des,Pionniers,Route des Pionniers,Chemin de Val-Neigette / Chemin de la Seigneurie Est / Chemin de la Seigneurie Ouest,Régionale,2123.20270576869,Ligne
7729,10043,Rue,,La Vérendrye,Rue La Vérendrye,Route des Pionniers / Rue Frontenac,Locale,140.61803727858,Ligne
7730,10043,Route,des,Pionniers,Route des Pionniers,Rue Frontenac / Rue la Vérendrye,Régionale,333.788553082462,Ligne
7731,10043,Chemin,,Joseph-Bernier,Chemin Joseph-Bernier,Chemin Joseph-Bernier,Privée,122.041231960707,Ligne
7732,10043,Route,,132 Est,Route 132 Est,Rue P.-É.-Rioux / Rue Pascal-Lavoie,Nationale,401.400945059785,Ligne
7733,10043,Route,,132 Est,Route 132 Est,Avenue de la Falaise / Rue Pierre-Parent / Rue de l'Escarpement,Nationale,214.061282340327,Ligne
7734,10043,Boulevard,,Arthur-Buies Ouest,Boulevard Arthur-Buies Ouest,Avenue Sirois / Rue Monseigneur-Langis,Artère,445.078449551444,Ligne
7735,10043,Rue,,Monseigneur-Langis,Rue Monseigneur-Langis,Boulevard Arthur-Buies Ouest / Rue Monseigneur-Plessis / Rue Robert-Joncas,Locale,69.1244644167317,Ligne
7736,10043,Rue,,Monseigneur-Langis,Rue Monseigneur-Langis,Avenue Rouleau / Boulevard Arthur-Buies Ouest,Locale,6.13888081004999,Ligne
7737,10043,Boulevard,,Saint-Germain,Boulevard Saint-Germain,Rue des Braves / Rue du Bosquet,Nationale,90.3156629082071,Ligne
7738,10043,Rue,de,Bourgogne,Rue de Bourgogne,Rue de la Normandie / Rue de la Touraine,Locale,118.33170584235,Ligne
7739,10043,Rue,de la,Touraine,Rue de la Touraine,Rue de Bourgogne / Rue de la Charente,Locale,257.910456403834,Ligne
7740,10043,Rue,,Alice-Rochefort,Rue Alice-Rochefort,Rue Léon-Moyen / Rue Marie-Laure-Beaupré,Locale,385.987889734639,Ligne
7741,10043,Chemin,des,Prés Ouest,Chemin des Prés Ouest,Chemin des Pointes / Privé,Locale,712.017593591221,Ligne
7742,10043,Rue,,Jalna,Rue Jalna,Rue Charles-Guillaume / Rue Vigno,Locale,140.086745431454,Ligne
7743,10043,Chemin,,Victor-Gauvin,Chemin Victor-Gauvin,Chemin de Lausanne / Route du Bel-Air / Rue de Lausanne,Locale,1397.73738013901,Ligne
7744,10043,Chemin,de la,Pulpe,Chemin de la Pulpe,Chemin Beauséjour / Rue du Verger,Locale,265.799653646521,Ligne
7745,10043,Rue,du,Verger,Rue du Verger,Chemin de la Pulpe,Locale,185.945955492504,Ligne
7746,10043,Rue,de la,Normandie,Rue de la Normandie,Rue Monseigneur-Saintonge / Rue des Vosges,Locale,325.441346790501,Ligne
7747,10043,Rue,,Saint-Jean-Baptiste Est,Rue Saint-Jean-Baptiste Est,Allée du Rosaire / Rue Bellavance,Collectrice municipale,238.350798521213,Ligne
7748,10043,Allée,du,Rosaire,Allée du Rosaire,Rue Notre-Dame Est / Rue Saint-Jean-Baptiste Est,Locale,73.4009238051539,Ligne
7749,10043,Rue,,Mohammed-El-Sabh,Rue Mohammed-El-Sabh,Rue Fernand-Dumont / Rue Louis-Bérubé,Locale,75.1007435717753,Ligne
7750,10043,Rue,,Saint-Germain Est,Rue Saint-Germain Est,Avenue Léonidas Nord / Rue du Rallye,Locale,60.1955988920374,Ligne
7751,10043,Rue,du,Rallye,Rue du Rallye,Boulevard Jessop / Rue Saint-Germain Est,Locale,152.744192187469,Ligne
7752,10043,Boulevard,,Jessop,Boulevard Jessop,Privé,Nationale,49.5761087011717,Ligne
7753,10043,Avenue,de la,Terrasse-Bon-Air,Avenue de la Terrasse-Bon-Air,Avenue Richelieu / Rue de l'Intendant,Locale,361.069412562627,Ligne
7754,10043,Rue,des,Nomades,Rue des Nomades,Rue des Nomades,Locale,113.408042301266,Ligne
7755,10043,Rue,des,Nomades,Rue des Nomades,Rue des Nomades,Locale,96.4186246511534,Ligne
7756,10043,Route,,132 Est,Route 132 Est,Route Santerre / Rue de l'Étang,Nationale,294.420478166417,Ligne
7757,10043,Rue,de la,Rive,Rue de la Rive,Avenue du Ravin / Route Santerre,Locale,49.0984854903896,Ligne
7758,10043,Avenue,de la,Cathédrale,Avenue de la Cathédrale,18e Rue Est / Rue de Bourgogne,Collectrice municipale,57.057271456406,Ligne
7759,10043,Rue,de la,Gascogne,Rue de la Gascogne,Rue de l'Auvergne Nord / Rue de l'Auvergne Sud,Locale,70.5628583725178,Ligne
7760,10043,Rue,,De Denonville,Rue De Denonville,Rue De Courcelle,Locale,33.6287857694862,Ligne
7761,10043,Rue,,Monseigneur-Langis,Rue Monseigneur-Langis,13e Rue Ouest / Rue de Bourgogne,Locale,182.903443071962,Ligne
7762,10043,Rue,,10e Rue Est,10e Rue Est,10e Rue Ouest / Avenue de la Cathédrale / Rue Hupé,Locale,242.133852878065,Ligne
7763,10043,Rue,,Hupé,Rue Hupé,10e Rue Est / 11e Rue Est,Locale,70.1457285172091,Ligne
7764,10043,Rue,,4e Rue Ouest,4e Rue Ouest,4e Rue Est / Avenue de la Cathédrale / Rue Émile-Nelligan,Locale,227.787369487117,Ligne
7765,10043,Avenue,de la,Cathédrale,Avenue de la Cathédrale,4e Rue Est / 4e Rue Ouest / 5e Rue Est,Collectrice municipale,65.9378743306152,Ligne
7766,10043,Rue,,François-Raymond,Rue François-Raymond,Rue Guy-Ross / Rue Marcel-Vallée,Locale,157.375208466364,Ligne
