quest,q2b,q2c,q33,q4,q4a,q4c,q4d,q4e,q4f,q4g,q5a,q5b,q5c,q5d,q5e,q5f,q5g,q6a,q6b,q6c,q6d,q6e,q6f,q6g,q6h,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q9h,q9i,q9j,q10,q11,q12a,q12b,q12c,q12d,q12e,q12f,q12g,q12h,q13a,q13b,q13c,q13d,q14,q15,q16,q17b,q17a,q18,q19a,q19b,q19c,q19d,q19e,q19f,q20,q21_m1,q21_m2,q21_m3,q21_m4,q21_m5,q21_m6,q21_m7,q21_m8,q21_m9,q21_m10,q22,q24,q25_m1,q25_m2,q25_m3,q25_m4,q25_m5,q26,q27_m1,q27_m2,q27_m3,q28,q29a,q29b,q29c,q29d,q29e,q29f,q29g,q29h,q30,q31,q34,q35,q36,q36b,q36c,q37,pondm 
4781,H4E,"15,00","4,00","1,00","2,00","2,00","3,00","1,00","1,00","2,00","2,00","2,00","2,00","1,00","2,00","1,00","1,00","2,00","1,00","2,00","1,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","99,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","99,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","2,00","3,00","5,00","18,00","2,00","0,73"
4782,H9C,"7,00","4,00","1,00","1,00","1,00","3,00","3,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","4,00","4,00","4,00","2,00","4,00","4,00","2,00","4,00","4,00","4,00","2,00","4,00","1,00","2,00","2,00","9,00","2,00","4,00","2,00","4,00","9,00","9,00","2,00","1,00","4,00","9,00","2,00","2,00","1,00","3,00","4,00","1,00","4,00","1,00","4,00","4,00","3,00","2,00","2,00","9,00","2,00","3,00","4,00","3,00","3,00","3,00","10,00","36,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","4,00","2,00","1,00",,,"2,00","6,00",,,"5,00","3,00","1,00","3,00","4,00","3,00","4,00","4,00","2,00","4,00","4,00","1,00","1,00","3,00","1,00","1,00","1,00","0,84"
4797,H8Z,"8,00","6,00","1,00","2,00","1,00","1,00","2,00","4,00","1,00","2,00","2,00","2,00","9,00","9,00","9,00","2,00","3,00","3,00","3,00","1,00","2,00","2,00","9,00","2,00","1,00","1,00","2,00","2,00","9,00","1,00","2,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","1,00","1,00","2,00","36,00","2,00","3,00","3,00","2,00","1,00","1,00","1,00","1,00","2,00","2,00","3,00","3,00","2,00","3,00","3,00","48,00","1,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","1,00","4,00","3,00","1,00","2,00","0,14"
4802,H4I,"12,00","4,00","1,00","2,00","2,00","4,00","2,00","2,00","3,00","1,00","2,00","2,00","3,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","4,00","2,00","3,00","1,00","1,00","1,00","2,00","2,00","3,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","9,00","3,00","2,00","1,00","1,00","9,00","9,00","2,00","1,00","13,00","2,00","2,00","2,00","2,00","3,00","9,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","10,00","47,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","1,00","4,00","1,00","2,00","2,00","0,47"
4804,H2J,"3,00","3,00","1,00","3,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","3,00","3,00","3,00","4,00","4,00","4,00","2,00","9,00","3,00","3,00","2,00","1,00","1,00","2,00","2,00","1,00","9,00","1,00","2,00","2,00","3,00","3,00","2,00","2,00","3,00","1,00","3,00","3,00","3,00","2,00","2,00","2,00","2,00","9,00","2,00","3,00","2,00","2,00","2,00","9,00","2,00","9,00","3,00","2,00","2,00","3,00","2,00","2,00","3,00","23,00","5,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","2,00","4,00","1,00","2,00","1,00","3,49"
4805,H8N,"6,00","5,00","1,00","3,00","3,00","1,00","2,00","2,00","3,00","3,00","2,00","2,00","2,00","2,00","2,00","3,00","4,00","4,00","4,00","2,00","2,00","3,00","3,00","3,00","1,00","1,00","2,00","2,00","2,00","9,00","1,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","1,00","2,00","1,00","3,00","2,00","2,00","9,00","1,00","14,00","3,00","3,00","3,00","1,00","1,00","9,00","2,00","2,00","2,00","3,00","2,00","3,00","3,00","3,00","2,00","10,00","14,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"3,00","1,00","4,00","1,00","1,00","2,00","0,73"
4806,H2L,"5,00","4,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","3,00","3,00","3,00","2,00","2,00","3,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","3,00","1,00","1,00","2,00","2,00","1,00","1,00","1,00","1,00","2,00","1,00","9,00","1,00","1,00","2,00","9,00","2,00","1,00","2,00","1,00","99,00","3,00","1,00","2,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","4,00","14,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","1,00","4,00","1,00","97,00","1,00","1,10"
4816,H3E,"6,00","5,00","1,00","9,00","2,00","9,00","2,00","2,00","4,00","3,00","3,00","2,00","2,00","2,00","3,00","9,00","9,00","9,00","9,00","2,00","3,00","4,00","2,00","9,00","2,00","2,00","1,00","2,00","9,00","2,00","2,00","2,00","9,00","2,00","2,00","2,00","9,00","9,00","1,00","1,00","2,00","1,00","9,00","9,00","2,00","2,00","98,00","2,00","3,00","2,00","2,00","2,00","9,00","2,00","2,00","3,00","9,00","9,00","3,00","4,00","3,00","2,00","1,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"9,00",,,,,,,,,,,,,,,,,,,,,"1,00","2,00","4,00","1,00","15,00","2,00","0,73"
4819,H8Z,"17,00","4,00","1,00","1,00","1,00","1,00","2,00","2,00","4,00","2,00","1,00","1,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","3,00","4,00","2,00","2,00","2,00","1,00","1,00","1,00","2,00","1,00","2,00","1,00","2,00","2,00","1,00","1,00","3,00","2,00","2,00","1,00","2,00","1,00","1,00","2,00","1,00","1,00","1,00","98,00","2,00","2,00","3,00","1,00","1,00","9,00","2,00","1,00","2,00","1,00","2,00","3,00","2,00","2,00","1,00","4,00","8,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","4,00",,,,,"4,00","1,00","3,00",,"1,00","2,00","9,00","2,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","1,00","4,00","1,00","1,00","1,00","1,03"
4820,H1G,"12,00","5,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","6,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","99,00","17,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","1,00","3,00","3,00","2,00","2,00","0,47"
4821,H4L,"10,00","5,00","1,00","2,00","2,00","2,00","3,00","2,00","3,00","2,00","1,00","2,00","2,00","2,00","3,00","1,00","3,00","3,00","2,00","2,00","2,00","3,00","2,00","3,00","1,00","1,00","2,00","1,00","2,00","3,00","2,00","3,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","1,00","1,00","2,00","99,00","1,00","2,00","3,00","1,00","2,00","2,00","1,00","2,00","2,00","1,00","2,00","1,00","2,00","2,00","1,00","14,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","1,00","24,00",,,,"1,00","1,00","2,00",,"1,00","1,00","1,00","2,00","1,00","1,00","2,00","1,00","1,00","2,00","1,00","5,00","1,00","4,00","3,00","1,00","2,00","0,64"
4822,H4A,"15,00","4,00","1,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","3,00","3,00","2,00","3,00","3,00","3,00","3,00","2,00","2,00","3,00","4,00","4,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","98,00","2,00","3,00","3,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","27,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","3,00",,,,,"3,00","2,00",,,"1,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","4,00","1,00","1,00","1,00","1,15"
4823,H4C,"3,00","3,00","1,00","2,00","4,00","1,00","3,00","4,00","2,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","3,00","3,00","3,00","1,00","1,00","3,00","2,00","3,00","1,00","1,00","3,00","3,00","1,00","1,00","2,00","2,00","2,00","2,00","9,00","2,00","1,00","3,00","3,00","2,00","2,00","2,00","2,00","9,00","9,00","1,00","98,00","1,00","2,00","4,00","2,00","3,00","9,00","2,00","2,00","2,00","2,00","3,00","3,00","3,00","2,00","1,00","48,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","2,00",,,,,"2,00","2,00",,,"2,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","2,00","2,00","2,00","2,00","1,00","4,00","1,00","1,00","1,00","3,49"
4825,H3V,"7,00","6,00","1,00","3,00","9,00","4,00","3,00","4,00","3,00","1,00","1,00","1,00","2,00","2,00","2,00","2,00","4,00","4,00","4,00","2,00","2,00","1,00","3,00","2,00","4,00","3,00","4,00","4,00","9,00","2,00","2,00","2,00","3,00","2,00","1,00","1,00","1,00","1,00","3,00","1,00","1,00","1,00","2,00","2,00","1,00","2,00","99,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","99,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","2,00","1,00","3,00","1,00","2,00","0,39"
4832,H3E,"3,00","5,00","1,00","2,00","2,00","2,00","3,00","3,00","2,00","1,00","1,00","2,00","3,00","3,00","3,00","1,00","2,00","3,00","2,00","3,00","2,00","3,00","2,00","2,00","9,00","2,00","3,00","2,00","9,00","3,00","1,00","1,00","2,00","2,00","2,00","1,00","2,00","2,00","1,00","2,00","9,00","2,00","2,00","2,00","2,00","1,00","98,00","2,00","2,00","2,00","9,00","2,00","9,00","1,00","1,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","1,00","4,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","3,00",,,,,"3,00","2,00",,,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","9,00","2,00","2,00","1,00","1,00","1,00","4,00","3,00","1,00","2,00","1,36"
4841,H4L,"17,00","4,00","1,00","3,00","3,00","3,00","1,00","9,00","2,00","2,00","2,00","1,00","3,00","3,00","3,00","4,00","2,00","2,00","2,00","3,00","3,00","3,00","1,00","3,00","1,00","1,00","2,00","3,00","1,00","2,00","2,00","4,00","2,00","2,00","4,00","1,00","2,00","2,00","2,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","98,00","2,00","2,00","3,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","3,00","3,00","3,00","2,00","29,00","30,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","2,00",,,,,"2,00","1,00","2,00",,"3,00","2,00","2,00","2,00","3,00","1,00","3,00","4,00","3,00","3,00","3,00","1,00","1,00","4,00","1,00","2,00","2,00","0,53"
4846,H3H,"15,00","4,00","1,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","1,00","2,00","2,00","2,00","2,00","3,00","3,00","2,00","2,00","2,00","2,00","8,00","1,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","14,00","9,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","1,00","2,00",,,,"1,00","1,00",,,"1,00","1,00","1,00","1,00","2,00","1,00","2,00","1,00","2,00","2,00","1,00","2,00","1,00","4,00","2,00","1,00","2,00","0,73"
4850,H4L,"18,00","3,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","4,00","4,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","4,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","1,00","1,00","3,00","3,00","1,00","1,00","2,00","2,00","2,00","1,00","98,00","2,00","2,00","1,00","3,00","2,00","2,00","2,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","8,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","3,00","1,00","2,00","2,00","2,57"
4856,H4L,"15,00","6,00","1,00","1,00","1,00","3,00","1,00","1,00","2,00","1,00","1,00","3,00","1,00","1,00","3,00","1,00","4,00","4,00","4,00","2,00","2,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","4,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","1,00","1,00","1,00","2,00","98,00","1,00","1,00","1,00","1,00","1,00","3,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","24,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","1,00","3,00","3,00","1,00","1,00","0,82"
4869,H1E,"15,00","6,00","1,00","1,00","2,00","4,00","2,00","4,00","2,00","1,00","1,00","2,00","1,00","1,00","2,00","1,00","4,00","4,00","4,00","3,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","24,00","1,00","3,00","2,00","2,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","3,00","12,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","28,00","9,00",,,,"9,00","1,00","3,00",,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","5,00","1,00","4,00","3,00","1,00","2,00","0,76"
4870,H2L,"13,00","4,00","1,00","3,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","3,00","4,00","1,00","1,00","4,00","4,00","3,00","4,00","1,00","4,00","1,00","9,00","2,00","1,00","2,00","3,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","1,00","9,00","1,00","1,00","1,00","3,00","14,00","1,00","2,00","1,00","2,00","1,00","9,00","1,00","3,00","1,00","3,00","1,00","4,00","3,00","4,00","1,00","27,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","4,00","81,00",,,,"81,00","1,00",,,"4,00","3,00","3,00","3,00","2,00","1,00","2,00","3,00","2,00","3,00","3,00","2,00","1,00","3,00","1,00","2,00","1,00","1,30"
4879,H2L,"18,00","5,00","1,00","1,00","2,00","3,00","4,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","3,00","3,00","9,00","3,00","3,00","3,00","4,00","3,00","2,00","3,00","1,00","2,00","3,00","3,00","1,00","2,00","3,00","3,00","2,00","3,00","1,00","1,00","1,00","4,00","4,00","4,00","3,00","2,00","2,00","1,00","1,00","99,00","2,00","3,00","2,00","2,00","9,00","3,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","3,00","30,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","12,00","18,00","33,00","97,00",,"33,00","1,00",,,"3,00","2,00","2,00","3,00","3,00","2,00","4,00","3,00","2,00","2,00","1,00","4,00","1,00","4,00","7,00","2,00","2,00","0,98"
4880,H1G,"18,00","5,00","1,00","4,00","4,00","4,00","4,00","9,00","4,00","2,00","4,00","4,00","4,00","3,00","4,00","4,00","4,00","4,00","4,00","3,00","4,00","4,00","4,00","4,00","1,00","1,00","4,00","9,00","2,00","4,00","4,00","2,00","4,00","2,00","4,00","3,00","3,00","2,00","1,00","4,00","1,00","9,00","4,00","2,00","9,00","3,00","1,00","3,00","3,00","2,00","2,00","4,00","9,00","9,00","3,00","4,00","4,00","4,00","4,00","4,00","4,00","4,00","1,00","16,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","4,00","97,00","18,00",,,"18,00","1,00",,,"4,00","4,00","3,00","3,00","3,00","2,00","4,00","4,00","4,00","4,00","4,00","1,00","2,00","4,00","1,00","1,00","1,00","0,74"
4888,H2L,"10,00","4,00","1,00","2,00","1,00","2,00","3,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","3,00","3,00","2,00","2,00","3,00","2,00","2,00","2,00","1,00","1,00","1,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","12,00","2,00","2,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","4,00","29,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","10,00",,,,,"10,00","1,00",,,"1,00","1,00","1,00","2,00","2,00","2,00","1,00","1,00","1,00","2,00","2,00","1,00","1,00","3,00","1,00","1,00","2,00","0,64"
4892,H1S,"18,00","6,00","1,00","3,00","3,00","2,00","3,00","4,00","2,00","4,00","3,00","4,00","3,00","2,00","3,00","2,00","4,00","4,00","4,00","3,00","3,00","4,00","3,00","9,00","1,00","9,00","1,00","2,00","2,00","3,00","1,00","2,00","3,00","3,00","4,00","2,00","9,00","2,00","3,00","2,00","3,00","9,00","9,00","9,00","9,00","2,00","3,00","4,00","3,00","9,00","9,00","9,00","9,00","2,00","2,00","3,00","3,00","9,00","3,00","4,00","3,00","2,00","1,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","4,00","7,00","1,00","1,00","0,73"
4900,H8N,"16,00","5,00","1,00","3,00","3,00","2,00","3,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","3,00","2,00","4,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","1,00","2,00","1,00","2,00","4,00","3,00","3,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","2,00","15,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","37,00","7,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","4,00","1,00","1,00","2,00","0,74"
4903,H2K,"5,00","6,00","1,00","2,00","2,00","2,00","3,00","3,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","1,00","3,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","1,00","98,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","1,00","1,00","3,00","1,00","1,00","0,97"
4915,H2V,"18,00","5,00","1,00","4,00","4,00","2,00","2,00","4,00","9,00","2,00","4,00","4,00","4,00","4,00","4,00","2,00","4,00","4,00","3,00","3,00","3,00","3,00","3,00","4,00","9,00","9,00","9,00","4,00","9,00","9,00","2,00","2,00","3,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","9,00","9,00","2,00","2,00","2,00","12,00","2,00","2,00","3,00","2,00","9,00","2,00","2,00","2,00","2,00","1,00","4,00","1,00","3,00","2,00","2,00","15,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","26,00","7,00",,,,"26,00","2,00",,,"4,00","4,00","3,00","9,00","3,00","1,00","2,00","3,00","2,00","3,00","3,00","4,00","2,00","2,00","3,00","1,00","2,00","0,98"
4918,H9C,"11,00","5,00","1,00","2,00","2,00","1,00","4,00","9,00","2,00","2,00","2,00","2,00","4,00","4,00","4,00","1,00","2,00","9,00","3,00","3,00","2,00","9,00","2,00","2,00","1,00","1,00","1,00","3,00","1,00","2,00","2,00","1,00","2,00","2,00","2,00","3,00","9,00","9,00","1,00","1,00","3,00","4,00","2,00","9,00","9,00","2,00","13,00","3,00","3,00","9,00","1,00","1,00","2,00","9,00","2,00","2,00","3,00","3,00","4,00","2,00","3,00","2,00","1,00","70,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","1,00",,,,,"1,00","1,00",,,"1,00","2,00","9,00","4,00","9,00","3,00","9,00","2,00","3,00","3,00","3,00","2,00","1,00","4,00","1,00","1,00","2,00","0,18"
4922,H8F,"8,00","6,00","1,00","1,00","1,00","1,00","1,00","9,00","1,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","4,00","4,00","4,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","9,00","1,00","9,00","2,00","9,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","9,00","9,00","2,00","3,00","2,00","2,00","2,00","2,00","9,00","9,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","99,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","4,00",,,,,"4,00","1,00",,,"1,00","2,00","1,00","2,00","2,00","2,00","2,00","9,00","2,00","2,00","2,00","1,00","1,00","3,00","3,00","1,00","1,00","0,63"
4923,H8T,"4,00","5,00","1,00","2,00","2,00","3,00","2,00","1,00","1,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","3,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","3,00","4,00","2,00","3,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","23,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","2,00","1,00","1,00","2,00","0,37"
4927,H4A,"4,00","3,00","1,00","2,00","1,00","1,00","2,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","1,00","3,00","3,00","2,00","3,00","3,00","3,00","2,00","3,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","3,00","3,00","2,00","2,00","2,00","3,00","31,00","1,00","2,00","2,00","2,00","2,00","3,00","2,00","1,00","2,00","3,00","3,00","3,00","3,00","3,00","3,00","38,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","3,00","1,00","1,00","1,00","1,01"
4935,H2E,"3,00","6,00","1,00","2,00","2,00","2,00","2,00","3,00","1,00","1,00","1,00","3,00","1,00","1,00","2,00","1,00","4,00","4,00","1,00","1,00","3,00","4,00","1,00","4,00","1,00","1,00","4,00","4,00","1,00","1,00","1,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","11,00","1,00","2,00","1,00","1,00","2,00","3,00","1,00","2,00","1,00","1,00","1,00","2,00","2,00","2,00","2,00","24,00","2,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","2,00","3,00","2,00","1,00","1,08"
4938,H2V,"19,00","3,00","1,00","2,00","3,00","1,00","2,00","1,00","9,00","2,00","1,00","2,00","2,00","1,00","2,00","1,00","3,00","3,00","2,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","3,00","2,00","1,00","2,00","2,00","2,00","99,00","1,00","2,00","2,00","1,00","1,00","2,00","2,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","97,00","1,00","3,00","2,00","4,00","3,00","2,00","3,00","2,00",,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","2,00","3,00","4,00","1,00","1,00","4,01"
4943,H8T,"11,00","6,00","1,00","1,00","2,00","1,00","2,00","4,00","2,00","2,00","2,00","3,00","3,00","3,00","4,00","2,00","3,00","3,00","3,00","2,00","2,00","3,00","3,00","3,00","1,00","1,00","2,00","3,00","2,00","9,00","1,00","1,00","2,00","2,00","3,00","2,00","2,00","1,00","1,00","1,00","3,00","9,00","1,00","1,00","1,00","1,00","9,00","2,00","2,00","2,00","1,00","2,00","9,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","3,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","1,00","4,00","3,00","1,00","1,00","0,27"
4948,H4G,"4,00","4,00","1,00","1,00","1,00","1,00","9,00","2,00","9,00","9,00","2,00","3,00","2,00","2,00","2,00","2,00","3,00","3,00","3,00","2,00","3,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","2,00","2,00","2,00","3,00","2,00","2,00","3,00","2,00","3,00","1,00","2,00","3,00","2,00","2,00","3,00","1,00","2,00","9,00","2,00","2,00","2,00","1,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","3,00","1,00","2,00","2,00","1,00","10,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","3,00",,,,,"3,00","1,00",,,"1,00","2,00","1,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","1,00","2,00","2,00","1,00","2,00","0,37"
4957,H3L,"17,00","3,00","1,00","2,00","2,00","9,00","9,00","9,00","9,00","2,00","2,00","3,00","3,00","2,00","2,00","9,00","4,00","4,00","3,00","2,00","2,00","2,00","2,00","9,00","1,00","1,00","1,00","2,00","1,00","2,00","1,00","1,00","3,00","3,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","50,00","1,00","9,00","9,00","1,00","1,00","3,00","1,00","1,00","2,00","3,00","9,00","9,00","3,00","2,00","2,00","15,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","4,00","4,00","1,00","1,00","2,80"
