ï»¿IdRte,NOM,TYPE,TYPEREVETEMENT,INTERSECTION,ROUTEVERTE,MISEAJOUR,STATUT,LONGUEUR
587,Parc Marie-Soleil-Tougas,Site propre,Asphalte,Non,Non,2019-01-16,Actif,46.59
588,Parc Marie-Soleil-Tougas,Site propre,Asphalte,Non,Non,2019-01-16,Actif,32.99
591,Voie ferrÃ©e,Site propre,Asphalte,Non,Non,2019-01-16,Actif,1054.27
592,Voie ferrÃ©e,Site propre,Asphalte,Non,Non,2019-01-16,Actif,807.62
593,Voie ferrÃ©e,Site propre,Asphalte,Non,Non,2019-01-16,Actif,386.19
594,Lefebvre,Site propre,Asphalte,Non,Non,2019-01-16,Actif,39.61
599,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,42.62
600,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,314.32
601,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,507.56
602,Athanas-Cusson,Site propre,Asphalte,Non,Non,2019-01-16,Actif,287.31
614,Jordan,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,229.93
615,Jacob,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,94.36
616,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,258.43
617,Boulevard le Bourg-Neuf,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,6.16
618,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,207.79
619,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,69.28
620,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,59.16
621,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,9.03
622,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,55.53
623,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,240.74
624,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,128.5
625,Saint-Paul,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,90.25
626,De la Paix,Site propre,Asphalte,Non,Non,2019-01-16,Actif,195.3
627,De la Paix,Site propre,Asphalte,Non,Non,2019-01-16,Actif,30.79
628,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,47.14
630,Voie ferrÃ©e,Site propre,PavÃ©,Non,Oui,2019-01-16,Actif,138.25
634,Boulevard CÃ©line-Dion,Site propre,PavÃ©,Non,Oui,2019-01-16,Actif,70.63
636,Boulevard le Bourg-Neuf,Site propre,Asphalte,Non,Non,2019-01-16,Actif,94.86
637,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,65.91
638,Lefebvre,Site propre,Asphalte,Non,Non,2019-01-16,Actif,170.43
639,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,96.42
640,De la Presqu'Ã®le,Site propre,PavÃ©,Non,Non,2019-01-16,Actif,36.34
641,Saint-Paul,Site propre,PavÃ©,Non,Oui,2019-01-16,Actif,42.67
642,Boulevard Notre-Dame-des-Champs,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,73.47
644,Boulevard de l'Assomption,Site propre,Asphalte,Non,Non,2019-01-16,Actif,109.48
645,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,7.83
646,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,21.02
648,Boulevard Brien,Voie cyclable,Asphalte,Non,Non,2021-04-09,ProjetÃ©,39.41
652,Boulevard Louis-Philippe-Picard,Site propre,Asphalte,Non,Non,2019-01-16,Actif,921.93
658,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,90.21
659,Boulevard de La Rochelle,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,67.59
668,Notre-Dame,Bande cyclable (marquage),Asphalte,Non,Oui,2019-01-16,Actif,497.27
670,De Lyon,Site propre,PavÃ©,Non,Non,2019-01-16,Actif,41.11
683,Boulevard Louis-Philippe-Picard,Site propre,Asphalte,Non,Non,2019-01-16,Actif,121.26
684,Boulevard Louis-Philippe-Picard,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,20.29
685,Jacques-Plante,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,20.98
787,Boulevard Industriel,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,25.91
788,Boulevard Industriel,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,93.71
789,Boulevard Industriel,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,14.72
649,Boulevard Brien,Site propre,Asphalte,Non,Non,2019-01-16,Actif,115.68
16,De la Presqu'Ã®le,Voie cyclable,PavÃ©,Non,Non,2019-01-16,Actif,109.35
481,Des Sapins,Voie cyclable,IndÃ©terminÃ©,Oui,Non,2019-01-16,Actif,13.17
669,De la Presqu'Ã®le,Voie cyclable,IndÃ©terminÃ©,Non,Non,2019-01-16,Actif,105.53
428,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,1110.18
950,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,113.4
969,Valmont,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,16.93
971,Valmont,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,10.95
972,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,75.55
973,Valmont,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,16.09
975,Parc Catherine-Bousquet,Site propre,Asphalte,Non,Non,2019-01-16,Actif,29.55
976,Parc Catherine-Bousquet,Site propre,Asphalte,Non,Non,2019-01-16,Actif,20.7
974,Parc Catherine-Bousquet,Site propre,Asphalte,Non,Non,2019-01-16,Actif,230.43
530,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Non,Non,2019-01-16,Actif,75.27
537,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,18.41
540,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Non,Non,2019-01-16,Actif,343.6
505,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,21.68
517,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,13.73
518,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Non,Non,2019-01-16,Actif,210.36
523,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,24.03
551,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Non,Non,2019-01-16,Actif,110.59
549,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,20.31
984,Boulevard Lacombe,Site propre,Criblure de pierre,Non,Non,2019-01-16,Actif,40.84
985,Notre-Dame,Voie cyclable,PavÃ©,Non,Oui,2019-01-16,Actif,2726.48
466,MontÃ©e des Arsenaux,Site propre,Asphalte,Non,Non,2019-01-16,Actif,61.43
467,MontÃ©e des Arsenaux,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,14.74
468,MontÃ©e des Arsenaux,Site propre,Asphalte,Non,Non,2019-01-16,Actif,61.6
469,MontÃ©e des Arsenaux,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,13.55
470,MontÃ©e des Arsenaux,Site propre,Asphalte,Non,Non,2019-01-16,Actif,31.88
482,De la Presqu'Ã®le,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,749.46
1004,De la Presqu'Ã®le,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,709.64
1026,Boulevard de l'Assomption,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,43.47
1030,Churchill,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,4.08
1031,Churchill,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,104.6
1032,Churchill,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,22.31
263,ChÃ©nier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,136.67
1040,ChÃ©nier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,14.31
1041,Philippe-Goulet,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,23.29
399,Philippe-Goulet,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,45.36
398,Philippe-Goulet,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,33.49
397,Philippe-Goulet,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,362.08
1043,Philippe-Goulet,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,28.87
1044,Philippe-Goulet,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,51.55
1045,Philippe-Goulet,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,25.11
1046,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,35.53
1048,Marquis,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,19.24
1049,Marquis,Site propre,Asphalte,Non,Non,2019-01-16,Actif,59.45
1050,Marquis,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11.91
1051,Marquis,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,19.97
999,Marquis,Site propre,Asphalte,Non,Non,2019-01-16,Actif,88.48
1053,Marquis,Site propre,Asphalte,Non,Non,2019-01-16,Actif,37.73
1054,Marquis,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11.94
1047,Marquis,Site propre,Asphalte,Non,Non,2019-01-16,Actif,49.71
1055,Marquis,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,31.05
1056,Marquis,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,10.65
10,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,123.43
961,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,26.63
959,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,64.35
960,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,17.77
955,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,204.26
958,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,17.85
957,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,114.92
956,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,19.35
1042,Philippe-Goulet,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,150.83
4,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,480.35
692,Jacques-Cousteau,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,317.95
803,Jacques-Cousteau,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,18.96
1038,Des ChÃªnes,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,15.16
1039,Champagne,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,67.04
97,Lacombe,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,15.91
96,Lacombe,Site propre,Asphalte,Non,Non,2019-01-16,Actif,75.87
95,Lacombe,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,13.99
94,Lacombe,Site propre,Asphalte,Non,Non,2019-01-16,Actif,114.36
93,Lacombe,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,13.26
92,Lacombe,Site propre,Asphalte,Non,Non,2019-01-16,Actif,53.9
91,Lacombe,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,12.05
90,Lacombe,Site propre,Asphalte,Non,Non,2019-01-16,Actif,1.95
89,Lacombe,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11.6
88,Lacombe,Site propre,Asphalte,Non,Non,2019-01-16,Actif,63.22
1070,Boulevard Louis-Philippe-Picard,Site propre,Asphalte,Non,Non,2019-01-16,Actif,37.79
465,MontÃ©e des Arsenaux,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,15.01
464,MontÃ©e des Arsenaux,Site propre,Asphalte,Non,Non,2019-01-16,Actif,24.91
656,Robert-Choquette,Site propre,Asphalte,Non,Non,2019-01-16,Actif,383.22
655,Athanas-Cusson,Site propre,Asphalte,Non,Non,2019-01-16,Actif,178.17
400,Athanas-Cusson,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,32.98
1080,Valmont,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,18.96
1093,Boulevard Iberville,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,12.95
1096,Boulevard Iberville,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,14.26
1082,Boulevard Iberville,Site propre,Asphalte,Non,Non,2019-01-16,Actif,235.04
1095,Boulevard Iberville,Site propre,Asphalte,Non,Non,2019-01-16,Actif,186.86
512,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Non,Non,2019-01-16,Actif,75
1092,Montcalm,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,22.46
1083,Montcalm,Site propre,Asphalte,Non,Non,2019-01-16,Actif,107.02
1091,Ritchot,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,14.19
1098,Ritchot,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,63.96
1099,Ritchot,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,16.12
1084,Du Chenal,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,1045.37
1103,RÃ©mi,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,81.12
1110,Vincent,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,141.07
1104,Champlain,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,236.59
1115,Sarto,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,18.03
1108,Christian,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,34.59
1109,Des Trois-Maisons,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,46.63
1117,Christian,Voie partagÃ©e,Asphalte,Oui,Non,2019-01-16,Actif,16.89
1119,Saint-Laurent,Voie partagÃ©e,Asphalte,Oui,Non,2019-01-16,Actif,11.45
1111,Saint-Laurent,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,205.94
1121,Saint-Laurent,Voie partagÃ©e,Asphalte,Oui,Non,2019-01-16,Actif,15.04
1120,Saint-Laurent,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,60.13
1122,Saint-Laurent,Voie partagÃ©e,Asphalte,Oui,Non,2019-01-16,Actif,15.28
1106,Lapierre,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,148.74
1125,Daigle,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,100.59
562,De Lyon,Site propre,Asphalte,Non,Non,2019-01-16,Actif,217.93
19,De Lyon,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,31.44
1003,Jacques-Plante,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,339.44
299,Notre-Dame,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,61.31
407,Notre-Dame,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,52.29
1148,Notre-Dame,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,64.68
990,Notre-Dame,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,101.16
992,Notre-Dame,Bande cyclable (marquage),Asphalte,Non,Oui,2019-01-16,Actif,539.79
204,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,20.34
1149,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Non,Non,2019-01-16,Actif,21.11
1062,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Non,Non,2019-01-16,Actif,135.4
1150,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,25
1151,Boulevard Industriel,Bande cyclable (marquage),Asphalte,Oui,Non,2019-01-16,Actif,23.77
1097,Ritchot,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,314.02
1107,Sarto,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,51.2
1116,Christian,Voie partagÃ©e,Asphalte,Oui,Non,2019-01-16,Actif,29.21
1114,Cherrier,Site propre,Asphalte,Non,Non,2019-01-16,Actif,113.16
1123,Cherrier,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,17.58
387,Masson,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,18.24
598,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,301.84
271,Valmont,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,17.75
239,Beauchesne,Site propre,Asphalte,Non,Non,2019-01-16,Actif,82.8
673,Beauchesne,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,87.26
595,Boulevard Industriel,Site propre,Asphalte,Non,Non,2019-01-16,Actif,65.17
205,Boulevard Industriel,Site propre,Asphalte,Non,Non,2019-01-16,Actif,26.62
506,Masson,Site propre,Asphalte,Oui,Non,2023-02-14,Actif,21.35
742,Hors route,Site propre,Asphalte,Non,Non,2019-01-16,Actif,106.32
676,De la PÃ©ribonka,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,116.58
743,Boulevard de l'Assomption,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,9.4
679,Boulevard Louis-Philippe-Picard,Site propre,Asphalte,Non,Non,2019-01-16,Actif,360.54
1078,Valmont,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,20.1
1079,Valmont,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,71.52
963,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,82.36
970,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,70.41
968,Valmont,Site propre,Asphalte,Non,Non,2019-01-16,Actif,230.57
462,MontÃ©e des Arsenaux,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,24.64
463,MontÃ©e des Arsenaux,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,26.36
471,MontÃ©e des Arsenaux,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,31.9
1057,Lacombe,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,17.16
1059,Lacombe,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,12.79
1069,Stationnement AMT,Site propre,Asphalte,Non,Non,2019-01-16,Actif,325.93
1155,Lacombe,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11
20,De Lyon,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,9.43
563,De Lyon,Site propre,Asphalte,Non,Non,2019-01-16,Actif,110.54
332,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,7.14
629,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,6.5
571,Boulevard Pierre-Le Gardeur,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,1483.09
564,De Lyon,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,100.64
98,Lacombe,Site propre,Asphalte,Non,Non,2019-01-16,Actif,307.93
671,Notre-Dame,Site propre,PavÃ©,Non,Oui,2019-01-16,Actif,325.3
677,Parc Catherine-Bousquet,Site propre,Asphalte,Non,Non,2019-01-16,Actif,311.53
800,Champagne,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,13.88
798,Champagne,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,233.43
1102,Claude,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,88.81
1156,Claude,Voie partagÃ©e,Asphalte,Non,Non,2019-01-16,Actif,76.52
1157,Pie-XII,Site propre,Criblure de pierre,Non,Non,2019-01-16,Actif,40.43
1158,Pie-XII,Site propre,Criblure de pierre,Non,Non,2019-01-16,Actif,137.35
730,Des ChÃªnes,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,236.66
1037,Des ChÃªnes,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,15.15
1029,Calixa-LavallÃ©e,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,86.13
1034,Calixa-LavallÃ©e,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,15.37
1033,Churchill,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,96.3
731,Calixa-LavallÃ©e,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,65.35
1159,Calixa-LavallÃ©e,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,28.1
1126,Parc Saint-Laurent,Site propre,Asphalte,Non,Non,2019-01-16,Actif,235.54
739,Parc de la Tourterelle,Site propre,Criblure de pierre,Non,Non,2019-01-16,Actif,465.44
696,Boulevard Iberville,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,279.59
710,Boulevard Iberville,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,23.18
709,Boulevard Iberville,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,240.59
704,Boulevard Iberville,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,25.39
282,Avenue des RiviÃ¨res,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11.58
281,Avenue des RiviÃ¨res,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11.41
605,Avenue des RiviÃ¨res,Site propre,Asphalte,Non,Non,2019-01-16,Actif,96.5
606,Avenue des RiviÃ¨res,Site propre,Asphalte,Non,Non,2019-01-16,Actif,154.55
607,Avenue des RiviÃ¨res,Site propre,Asphalte,Non,Non,2019-01-16,Actif,403.02
285,Avenue des RiviÃ¨res,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,4.71
608,Avenue des RiviÃ¨res,Site propre,Asphalte,Non,Non,2019-01-16,Actif,2.94
284,Avenue des RiviÃ¨res,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,4.79
286,Boulevard Basile-Routhier,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,9.87
1162,Avenue des RiviÃ¨res,Site propre,Asphalte,Non,Non,2019-01-16,Actif,4.15
609,Boulevard Basile-Routhier,Site propre,Asphalte,Non,Non,2019-01-16,Actif,215.04
653,Boulevard Basile-Routhier,Site propre,Asphalte,Non,Non,2019-01-16,Actif,118.16
287,Boulevard Basile-Routhier,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,9.43
610,Boulevard Basile-Routhier,Site propre,Asphalte,Non,Non,2019-01-16,Actif,146.56
654,FÃ©lix-Leclerc,Site propre,Asphalte,Non,Non,2019-01-16,Actif,1345.57
674,Hors route,Site propre,Asphalte,Non,Non,2019-01-16,Actif,907.69
1063,Boulevard Industriel,Site propre,Asphalte,Non,Non,2019-01-16,Actif,297.67
792,Boulevard Lacombe,Site propre,Criblure de pierre,Non,Non,2019-01-16,Actif,38.95
220,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,16.62
219,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,192.62
294,Boulevard Basile-Routhier,Site propre,Asphalte,Non,Non,2019-01-16,Actif,52
293,Boulevard Basile-Routhier,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,8.2
292,Boulevard Basile-Routhier,Site propre,Asphalte,Non,Non,2019-01-16,Actif,15.37
291,Boulevard Basile-Routhier,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,22.78
221,Boulevard Basile-Routhier,Site propre,Asphalte,Non,Non,2019-01-16,Actif,90.95
222,Boulevard Basile-Routhier,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,19.93
1139,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,8.94
1140,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,3.91
1141,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,12.85
635,Boulevard Notre-Dame-des-Champs,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,111.72
1143,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,23.95
1142,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,174.08
13,Boulevard Notre-Dame-des-Champs,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,50.65
364,Notre-Dame,Site propre,Asphalte,Oui,Oui,2019-01-16,Actif,22.27
1137,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,350.34
657,Boulevard de La Rochelle,Site propre,Asphalte,Non,Non,2023-02-03,Actif,297.39
1240,Parc Catherine-Bousquet,Site propre,Asphalte,,Non,2019-01-16,Actif,154.45
1241,Parc Catherine-Bousquet,Site propre,Asphalte,,Non,2019-01-16,Actif,94.96
962,Maria-Callas,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,46.73
1144,Jacques-Cousteau,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,8.13
1145,Jacques-Plante,Voie cyclable,Asphalte,Oui,Non,2019-01-16,Actif,11.48
161,Gamelin,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,74.54
162,Gaston,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,107.37
1211,Boulevard de La Rochelle,Voie cyclable,PavÃ©,,Non,2019-01-16,Actif,9.69
1226,MontÃ©e des Pionniers,Voie cyclable,IndÃ©terminÃ©,Oui,Non,2019-01-16,Actif,190.63
1227,Boulevard Brien,Site propre,Asphalte,Non,Non,2023-11-24,Actif,79.21
1228,Boulevard Brien,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,9.9
1177,Boulevard Brien,Site propre,Asphalte,Non,Non,2020-07-23,Actif,328.37
1229,Boulevard Brien,Site propre,Asphalte,Oui,Non,2020-07-23,Actif,13.88
1130,AllÃ©e des Artistes,Site propre,Asphalte,Non,Non,2019-01-16,Actif,144
1160,Parc des PremiÃ¨res-Nations,Site propre,Asphalte,Non,Non,2019-01-16,Actif,212.16
1100,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,111.34
1101,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,11.84
1086,Ritchot,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,17.04
1152,Ritchot,Site propre,Asphalte,Non,Non,2019-01-16,Actif,113.36
555,Notre-Dame,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,1319.4
643,Notre-Dame,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,17.05
12,Notre-Dame,Site propre,Asphalte,Non,Oui,2019-01-16,Actif,149.98
1244,Notre-Dame,Site propre,Asphalte,Non,Non,2020-11-27,Actif,303
1249,Notre-Dame,Site propre,Asphalte,Non,Non,2020-11-27,Actif,231.69
1250,Notre-Dame,Site propre,Asphalte,Oui,Non,2020-11-27,Actif,15.09
1242,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,400.81
1252,Notre-Dame,Site propre,Asphalte,Oui,Non,2019-01-16,Actif,17.34
1251,Notre-Dame,Site propre,Asphalte,Non,Non,2019-01-16,Actif,237.34
882,Boulevard Iberville,Voie cyclable,Asphalte,Oui,Non,2019-01-17,Actif,15.98
703,Boulevard Iberville,Voie cyclable,Asphalte,Non,Non,2019-01-16,Actif,474.77
884,Boulevard Iberville,Voie cyclable,Asphalte,Oui,Non,2019-01-17,Actif,25.8
883,Boulevard Iberville,Voie cyclable,Asphalte,Non,Non,2019-01-17,Actif,194.22
886,Boulevard Iberville,Site propre,Asphalte,Oui,Non,2023-01-19,Actif,24.81
888,Boulevard Iberville,Voie cyclable,Asphalte,Oui,Non,2019-01-17,Actif,17.88
