Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 12 à 23 mois,2246,2499,1980,8032,8648,5254,16680,34.719904077,17.270863309
Durée cumulative,De 24 à 47 mois,236,2876,3849,12129,14102,7869,11113,35.268651595,35.097594449
Durée cumulative,De 48 à 119 mois,152,478,12820,28572,35140,6750,18539,39.791609116,81.704749498
Durée cumulative,120 mois et plus,74,0,21149,81883,93097,1,19667,51.213590125,275.12604298
Types de contraintes,Sans contraintes,9319,4046,18006,44767,64301,10847,47070,39.963444823,123.1490263
Types de contraintes,Contraintes temporaires,1694,1980,11210,33502,24387,4031,20630,50.158907564,160.57850369
Types de contraintes,Contraintes sévères,170,555,10634,57513,68731,9455,14668,47.885610405,242.9113146
Types de contraintes,Conjoints sans contraintes sévères,24,231,1135,3046,2699,89,974,51.383115753,219.93281114
Région,01 - Bas-Saint-Laurent,0,26,53,3252,3971,514,1623,47.642253911,225.37297522
Région,02 - Saguenay - Lac-St-Jean,0,4,71,4705,5316,817,2349,46.001297276,217.31863088
Région,03 - Capitale-Nationale,1,542,1146,8264,10663,1406,4661,46.558302953,205.74708089
Région,04 - Mauricie,0,122,280,6286,7516,1258,3002,45.530937545,209.75242718
Région,05 - Estrie,3,415,812,5759,6965,1185,3145,45.252750707,191.02986482
Région,06 - Île-de-Montréal,11175,3440,29497,45047,51496,6751,32885,45.629543312,155.89062905
Région,07 - Outaouais,4,350,1091,6853,7520,1321,3617,44.306894872,172.34954428
Région,08 - Abitibi-Témiscamingue,0,1,26,2128,2421,354,1174,46.389096505,209.75203341
Région,09 - Côte-Nord,0,0,20,1139,1314,194,627,46.068079902,215.04810436
Région,10 - Nord-du-Québec,0,0,5,499,576,160,507,39.96744186,134.60837209
Région,11 - Gaspésie - Îles-de-la-Madeleine,0,0,22,1928,2249,290,891,47.72061288,235.00478813
Région,12 - Chaudières-Appalaches,1,9,142,4318,5080,709,2257,46.218131517,204.66503511
Région,13 - Laval,7,885,2932,5244,5366,918,2966,46.358246937,152.86965127
Région,14 - Lanaudière,2,111,547,7480,7935,1587,4087,44.376775868,182.29140448
Région,15 - Laurentides,0,108,595,8325,9534,1617,4880,44.848983706,179.65026037
Région,16 - Montérégie,4,611,3082,20306,22483,4065,10668,44.380798803,180.75030966
Région,17 - Centre-du-Québec,0,176,212,4189,4995,859,2312,44.957752613,191.10659843
Région,99 - Central,10,12,452,3106,4718,417,1691,48.673440695,312.26226994
