Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 2 à 5 mois,1113,334,322,1675,1888,1416,3563,32.052483862,3.7451585742
Durée cumulative,De 6 à 11 mois,5047,481,614,4502,5141,2684,9643,34.524110754,8.4062013896
Durée cumulative,De 12 à 23 mois,4159,1167,1194,6326,6558,3585,12884,35.511254269,17.060152127
Durée cumulative,De 24 à 47 mois,1412,2936,2976,10492,11384,5956,8059,37.19628817,35.586944597
Durée cumulative,De 48 à 119 mois,129,640,10639,24885,30643,6013,14292,39.544500072,82.240671373
Durée cumulative,120 mois et plus,65,0,20045,75512,87440,0,16584,51.334337719,279.25708798
Types de contraintes,Sans contraintes,10025,2712,14228,36661,52589,7783,35371,40.404952381,129.67020728
Types de contraintes,Contraintes temporaires,1837,2069,10236,29979,22306,3190,16721,50.800363393,166.99003538
Types de contraintes,Contraintes sévères,217,614,10331,54424,66158,8852,12847,47.944535669,246.70108308
Types de contraintes,Conjoints sans contraintes sévères,32,218,1055,2622,2324,66,703,51.879094218,225.1589163
Région,01 - Bas-Saint-Laurent,0,14,49,2843,3500,402,1201,48.103894056,234.22828315
Région,02 - Saguenay - Lac-St-Jean,0,3,68,4057,4608,602,1740,46.75372187,229.29844201
Région,03 - Capitale-Nationale,2,342,1040,7282,9372,1077,3377,47.188543293,216.7207878
Région,04 - Mauricie,0,62,261,5639,6604,937,2398,45.996732827,219.73086662
Région,05 - Estrie,1,332,736,5235,6292,943,2522,45.665220786,199.67025245
Région,06 - Île-de-Montréal,12086,2870,25235,39925,45805,5870,26463,46.14659979,162.16155372
Région,07 - Outaouais,5,251,982,6190,6737,1000,2753,45.089579949,182.36682912
Région,08 - Abitibi-Témiscamingue,0,1,22,1857,2245,316,1013,46.228668942,212.43149683
Région,09 - Côte-Nord,0,0,19,977,1168,150,491,46.762703963,226.47086247
Région,10 - Nord-du-Québec,0,0,7,448,576,138,396,40.810546875,144.78125
Région,11 - Gaspésie - Îles-de-la-Madeleine,0,0,20,1657,1950,226,629,48.034654838,242.53423898
Région,12 - Chaudières-Appalaches,0,10,126,3858,4601,597,1795,46.426055089,212.87338929
Région,13 - Laval,6,851,2644,4726,4719,701,2082,47.494229751,162.5862361
Région,14 - Lanaudière,2,83,505,6591,7077,1252,3072,45.074407375,194.35279485
Région,15 - Laurentides,1,107,609,7410,8628,1307,3604,45.339693229,189.01932909
Région,16 - Montérégie,5,585,2866,18289,20399,3318,8222,45.067204301,190.55515922
Région,17 - Centre-du-Québec,0,93,192,3713,4478,693,1785,45.521792211,201.67183494
Région,99 - Central,3,9,469,2989,4618,362,2099,48.56908111,315.98987774
